sw3319A-ms98-a-0001,0.030000,0.550000,golfer,B,qy,u-1-1
sw3319A-ms98-a-0061,238.682875,238.872875,and,B,sd,u-73-5
sw3319A-ms98-a-0061,238.872875,239.032875,then,I,sd,u-73-5
sw3319A-ms98-a-0061,239.032875,239.311625,they,I,sd,u-73-5
sw3319A-ms98-a-0062,239.828500,240.018500,they,I,sd,u-73-5
sw3319A-ms98-a-0062,240.018500,240.248500,have,I,sd,u-73-5
sw3319A-ms98-a-0062,240.248500,240.328500,the,I,sd,u-73-5
sw3319A-ms98-a-0062,240.328500,240.628500,club,I,sd,u-73-5
sw3319A-ms98-a-0062,240.628500,241.328500,championships,I,sd,u-73-5
sw3319A-ms98-a-0062,241.328500,241.438500,and,I,sd,u-73-5
sw3319A-ms98-a-0062,241.438500,241.828500,everything,I,sd,u-73-5
sw3319A-ms98-a-0062,241.828500,241.958500,with,I,sd,u-73-5
sw3319A-ms98-a-0062,241.958500,242.038500,the,I,sd,u-73-5
sw3319A-ms98-a-0062,242.038500,242.198500,me[n's]-,I,sd,u-73-5
sw3319A-ms98-a-0062,242.198500,242.508500,women's,I,sd,u-73-5
sw3319A-ms98-a-0062,242.508500,242.938500,slots,I,sd,u-73-5
sw3319A-ms98-a-0062,242.938500,243.068500,as,I,sd,u-73-5
sw3319A-ms98-a-0062,243.068500,243.555375,well,I,sd,u-73-5
sw3319A-ms98-a-0062,244.131750,244.268500,but,B,h,u-73-6
sw3319A-ms98-a-0062,244.268500,244.416375,i,I,h,u-73-6
sw3319A-ms98-a-0062,244.416375,244.548500,don't,I,h,u-73-6
sw3319A-ms98-a-0062,244.548500,244.648500,know,I,h,u-73-6
sw3319A-ms98-a-0062,244.648500,244.788500,i've,B,sd,u-73-7
sw3319A-ms98-a-0062,244.788500,244.988500,just,I,sd,u-73-7
sw3319A-ms98-a-0062,244.988500,245.238500,never,I,sd,u-73-7
sw3319A-ms98-a-0062,245.238500,245.448500,really,I,sd,u-73-7
sw3319A-ms98-a-0062,245.448500,245.738500,gotten,I,sd,u-73-7
sw3319A-ms98-a-0062,245.738500,245.958500,into,I,sd,u-73-7
sw3319A-ms98-a-0062,245.958500,246.318500,that,I,sd,u-73-7
sw3319A-ms98-a-0062,246.318500,246.488750,now,B,sd,u-73-8
sw3319A-ms98-a-0062,246.688500,246.898500,my,I,sd,u-73-8
sw3319A-ms98-a-0062,246.898500,247.258500,husband,I,sd,u-73-8
sw3319A-ms98-a-0062,247.258500,247.408500,and,I,sd,u-73-8
sw3319A-ms98-a-0062,247.408500,247.568500,all,I,sd,u-73-8
sw3319A-ms98-a-0062,247.568500,247.638500,the,I,sd,u-73-8
sw3319A-ms98-a-0062,247.638500,248.088500,men,I,sd,u-73-8
sw3319A-ms98-a-0062,248.088500,248.188500,i,I,sd,u-73-8
sw3319A-ms98-a-0062,248.188500,248.418500,mean,I,sd,u-73-8
sw3319A-ms98-a-0062,248.418500,248.708500,they,I,sd,u-73-8
sw3319A-ms98-a-0062,248.708500,249.308500,love,I,sd,u-73-8
sw3319A-ms98-a-0062,249.308500,249.438500,the,I,sd,u-73-8
sw3319A-ms98-a-0062,249.438500,249.678500,real,I,sd,u-73-8
sw3319A-ms98-a-0062,249.678500,250.508500,competitiveness,I,sd,u-73-8
sw3319A-ms98-a-0062,250.508500,250.638500,of,I,sd,u-73-8
sw3319A-ms98-a-0062,250.998500,251.268500,playing,I,sd,u-73-8
sw3319A-ms98-a-0062,251.268500,251.378500,for,I,sd,u-73-8
sw3319A-ms98-a-0062,251.378500,251.778500,money,I,sd,u-73-8
sw3319A-ms98-a-0062,251.778500,251.984125,you,I,sd,u-73-8
sw3319A-ms98-a-0062,251.984125,252.319000,know,I,sd,u-73-8
sw3319A-ms98-a-0063,253.288500,253.895875,uh-huh,B,b,u-75-1
sw3319A-ms98-a-0063,254.300750,254.628375,but,B,sd,u-75-2
sw3319A-ms98-a-0063,254.628375,254.876500,i,I,sd,u-75-2
sw3319A-ms98-a-0063,254.876500,255.248500,[laughter-i'm],O,,
sw3319A-ms98-a-0063,255.248500,255.548500,[laughter-not],O,,
sw3319A-ms98-a-0063,255.548500,255.688500,[laughter-good],O,,
sw3319A-ms98-a-0063,255.688500,256.018500,[laughter-enough],O,,
sw3319A-ms98-a-0063,256.018500,256.158500,[laughter-for],O,,
sw3319A-ms98-a-0063,256.158500,257.222750,[laughter-that],O,,
sw3319A-ms98-a-0065,260.376875,260.626875,yes,B,ny,u-77-1
sw3319A-ms98-a-0065,260.626875,260.786875,they,B,sd^e,u-77-2
sw3319A-ms98-a-0065,260.786875,261.297625,do,I,sd^e,u-77-2
sw3319A-ms98-a-0065,261.836875,262.051875,i,B,sd,u-77-3
sw3319A-ms98-a-0065,262.051875,262.386875,don't,I,sd,u-77-3
sw3319A-ms98-a-0065,262.386875,262.506875,do,I,sd,u-77-3
sw3319A-ms98-a-0065,262.506875,262.826875,much,I,sd,u-77-3
sw3319A-ms98-a-0065,262.826875,263.096875,with,I,sd,u-77-3
sw3319A-ms98-a-0065,263.096875,263.236875,it,I,sd,u-77-3
sw3319A-ms98-a-0065,263.236875,263.626875,since,I,sd,u-77-3
sw3319A-ms98-a-0065,263.626875,263.876875,uh,I,sd,u-77-3
sw3319A-ms98-a-0065,263.876875,264.206875,most,I,sd,u-77-3
sw3319A-ms98-a-0065,264.206875,264.276875,of,I,sd,u-77-3
sw3319A-ms98-a-0065,264.276875,264.596875,theirs,I,sd,u-77-3
sw3319A-ms98-a-0065,264.596875,264.686875,they,B,sd,u-77-4
sw3319A-ms98-a-0065,264.686875,264.826875,have,I,sd,u-77-4
sw3319A-ms98-a-0065,264.826875,264.866875,a,I,sd,u-77-4
sw3319A-ms98-a-0065,264.866875,265.406875,traveling,I,sd,u-77-4
sw3319A-ms98-a-0065,265.406875,265.846875,league,I,sd,u-77-4
sw3319A-ms98-a-0066,266.694000,267.124000,and,B,sd,u-77-5
sw3319A-ms98-a-0066,267.124000,267.294000,uh,I,sd,u-77-5
sw3319A-ms98-a-0066,267.294000,267.564000,most,I,sd,u-77-5
sw3319A-ms98-a-0066,267.564000,267.624000,of,I,sd,u-77-5
sw3319A-ms98-a-0066,267.624000,267.744000,their,I,sd,u-77-5
sw3319A-ms98-a-0066,267.744000,268.094000,meetings,I,sd,u-77-5
sw3319A-ms98-a-0066,268.094000,268.194000,and,I,sd,u-77-5
sw3319A-ms98-a-0066,268.194000,268.274000,all,I,sd,u-77-5
sw3319A-ms98-a-0066,268.274000,268.374000,are,I,sd,u-77-5
sw3319A-ms98-a-0066,268.374000,268.664000,during,I,sd,u-77-5
sw3319A-ms98-a-0066,268.664000,268.734000,the,I,sd,u-77-5
sw3319A-ms98-a-0066,268.734000,269.134000,week,I,sd,u-77-5
sw3319A-ms98-a-0066,269.134000,269.254000,and,B,sd,u-77-6
sw3319A-ms98-a-0066,269.254000,269.371750,i,I,sd,u-77-6
sw3319A-ms98-a-0066,269.371750,269.554000,don't,I,sd,u-77-6
sw3319A-ms98-a-0066,269.874000,270.084000,don't,I,sd,u-77-6
sw3319A-ms98-a-0066,270.084000,270.174000,get,I,sd,u-77-6
sw3319A-ms98-a-0066,270.174000,270.234000,to,I,sd,u-77-6
sw3319A-ms98-a-0066,270.234000,270.394000,play,I,sd,u-77-6
sw3319A-ms98-a-0066,270.394000,270.694000,except,I,sd,u-77-6
sw3319A-ms98-a-0066,270.694000,270.814000,on,I,sd,u-77-6
sw3319A-ms98-a-0066,270.814000,270.909250,the,I,sd,u-77-6
sw3319A-ms98-a-0066,270.909250,271.474000,weekend,I,sd,u-77-6
sw3319A-ms98-a-0067,272.504250,272.707625,i,B,sd,u-77-7
sw3319A-ms98-a-0067,272.707625,273.084250,work,I,sd,u-77-7
sw3319A-ms98-a-0067,273.084250,273.364250,during,I,sd,u-77-7
sw3319A-ms98-a-0067,273.364250,273.424250,the,I,sd,u-77-7
sw3319A-ms98-a-0067,273.424250,273.684250,week,I,sd,u-77-7
sw3319A-ms98-a-0067,273.684250,273.874250,all,I,sd,u-77-7
sw3319A-ms98-a-0067,273.874250,274.264250,time,I,sd,u-77-7
sw3319A-ms98-a-0069,277.531375,278.180000,um-hum,B,b,u-79-1
sw3319A-ms98-a-0070,278.963250,279.323250,someday,B,sd,u-79-2
sw3319A-ms98-a-0070,279.323250,279.493250,when,I,sd,u-79-2
sw3319A-ms98-a-0070,279.493250,279.804000,i,I,sd,u-79-2
sw3319A-ms98-a-0070,279.804000,279.953250,i,I,sd,u-79-2
sw3319A-ms98-a-0070,279.953250,280.192875,get,I,sd,u-79-2
sw3319A-ms98-a-0070,280.641000,280.793250,where,I,sd,u-79-2
sw3319A-ms98-a-0070,280.793250,280.843250,i,I,sd,u-79-2
sw3319A-ms98-a-0070,280.843250,281.053250,live,I,sd,u-79-2
sw3319A-ms98-a-0070,281.053250,281.363250,closer,I,sd,u-79-2
sw3319A-ms98-a-0070,281.363250,281.493250,to,I,sd,u-79-2
sw3319A-ms98-a-0070,281.493250,281.583250,the,I,sd,u-79-2
sw3319A-ms98-a-0070,281.583250,282.103250,club,I,sd,u-79-2
sw3319A-ms98-a-0070,282.103250,282.486125,and,I,sd,u-79-2
sw3319A-ms98-a-0070,282.614250,283.023250,partially,I,sd,u-79-2
sw3319A-ms98-a-0070,283.023250,283.673250,retired,I,sd,u-79-2
sw3319A-ms98-a-0070,283.673250,284.033250,maybe,I,sd,u-79-2
sw3319A-ms98-a-0070,284.033250,284.343250,i'll,I,sd,u-79-2
sw3319A-ms98-a-0070,284.343250,284.503250,uh,I,sd,u-79-2
sw3319A-ms98-a-0070,284.503250,284.773250,be,I,sd,u-79-2
sw3319A-ms98-a-0070,284.773250,284.953250,able,I,sd,u-79-2
sw3319A-ms98-a-0070,284.953250,285.013250,to,I,sd,u-79-2
sw3319A-ms98-a-0070,285.013250,285.233250,play,I,sd,u-79-2
sw3319A-ms98-a-0070,285.233250,285.303250,a,I,sd,u-79-2
sw3319A-ms98-a-0070,285.303250,285.453250,little,I,sd,u-79-2
sw3319A-ms98-a-0070,285.453250,285.853250,more,I,sd,u-79-2
sw3319A-ms98-a-0071,286.767375,287.148375,but,B,%,u-79-3
sw3319A-ms98-a-0073,299.643375,300.023375,um-hum,B,b,u-81-1
