sw3646B-ms98-a-0002,1.150500,1.920500,okay,O,,
sw3646B-ms98-a-0029,193.026500,193.246500,so,I,sv,u-58-2
sw3646B-ms98-a-0029,193.246500,193.626500,then,I,sv,u-58-2
sw3646B-ms98-a-0029,193.726500,193.866500,you,I,sv,u-58-2
sw3646B-ms98-a-0029,193.866500,194.146500,wind,I,sv,u-58-2
sw3646B-ms98-a-0029,194.146500,194.296500,up,I,sv,u-58-2
sw3646B-ms98-a-0029,194.296500,194.416500,with,I,sv,u-58-2
sw3646B-ms98-a-0029,194.496500,194.706500,little,I,sv,u-58-2
sw3646B-ms98-a-0029,194.706500,195.166500,brats,I,sv,u-58-2
sw3646B-ms98-a-0029,195.166500,195.266500,on,I,sv,u-58-2
sw3646B-ms98-a-0029,195.266500,195.446500,your,I,sv,u-58-2
sw3646B-ms98-a-0029,195.446500,195.816500,hands,I,sv,u-58-2
sw3646B-ms98-a-0031,201.520625,201.670625,i,B,%,u-60-1
sw3646B-ms98-a-0031,201.670625,202.200625,guess,I,%,u-60-1
sw3646B-ms98-a-0031,202.200625,202.360625,i,I,%,u-60-1
sw3646B-ms98-a-0032,203.984875,204.214875,well,B,sv,u-62-1
sw3646B-ms98-a-0032,204.214875,204.284875,the,I,sv,u-62-1
sw3646B-ms98-a-0032,204.284875,204.574875,world,I,sv,u-62-1
sw3646B-ms98-a-0032,204.574875,204.974875,changes,I,sv,u-62-1
sw3646B-ms98-a-0032,204.974875,205.104875,so,B,sv,u-62-2
sw3646B-ms98-a-0032,205.104875,205.154875,i,I,sv,u-62-2
sw3646B-ms98-a-0032,205.154875,205.354875,mean,I,sv,u-62-2
sw3646B-ms98-a-0032,205.354875,205.694875,obviously,I,sv,u-62-2
sw3646B-ms98-a-0032,205.694875,205.974875,kids,I,sv,u-62-2
sw3646B-ms98-a-0032,205.974875,206.054875,are,I,sv,u-62-2
sw3646B-ms98-a-0032,206.054875,206.384875,not,I,sv,u-62-2
sw3646B-ms98-a-0032,206.394875,206.454875,the,I,sv,u-62-2
sw3646B-ms98-a-0032,206.454875,206.974875,same,I,sv,u-62-2
sw3646B-ms98-a-0032,206.974875,207.324875,now,I,sv,u-62-2
sw3646B-ms98-a-0032,207.324875,207.424875,as,I,sv,u-62-2
sw3646B-ms98-a-0032,207.424875,207.524875,they,I,sv,u-62-2
sw3646B-ms98-a-0032,207.524875,207.774875,used,I,sv,u-62-2
sw3646B-ms98-a-0032,207.774875,207.854875,to,I,sv,u-62-2
sw3646B-ms98-a-0032,207.884875,208.094875,be,I,sv,u-62-2
sw3646B-ms98-a-0032,208.094875,208.124875,i,B,sv,u-64-1
sw3646B-ms98-a-0032,208.124875,208.274875,mean,I,sv,u-64-1
sw3646B-ms98-a-0032,208.274875,208.384875,they're,I,sv,u-64-1
sw3646B-ms98-a-0032,208.384875,208.884875,exposed,I,sv,u-64-1
sw3646B-ms98-a-0032,208.884875,208.974875,to,I,sv,u-64-1
sw3646B-ms98-a-0032,208.974875,209.014875,a,I,sv,u-64-1
sw3646B-ms98-a-0032,209.014875,209.134875,whole,I,sv,u-64-1
sw3646B-ms98-a-0032,209.134875,209.284875,lot,I,sv,u-64-1
sw3646B-ms98-a-0032,209.284875,209.484875,more,I,sv,u-64-1
sw3646B-ms98-a-0032,209.484875,209.934875,things,I,sv,u-64-1
sw3646B-ms98-a-0032,209.934875,210.054875,they,B,sv,u-64-2
sw3646B-ms98-a-0032,210.054875,210.234875,have,I,sv,u-64-2
sw3646B-ms98-a-0032,210.234875,210.314875,a,I,sv,u-64-2
sw3646B-ms98-a-0032,210.314875,210.514875,whole,I,sv,u-64-2
sw3646B-ms98-a-0032,210.514875,210.714875,lot,I,sv,u-64-2
sw3646B-ms98-a-0032,210.754875,211.264875,more,I,sv,u-64-2
sw3646B-ms98-a-0033,212.262500,212.412500,uh,I,sv,u-64-2
sw3646B-ms98-a-0033,212.412500,213.102500,variety,I,sv,u-64-2
sw3646B-ms98-a-0033,213.102500,213.182500,of,I,sv,u-64-2
sw3646B-ms98-a-0033,213.182500,213.812500,things,I,sv,u-64-2
sw3646B-ms98-a-0033,213.812500,213.962500,that,I,sv,u-64-2
sw3646B-ms98-a-0033,213.962500,214.352500,they're,I,sv,u-64-2
sw3646B-ms98-a-0033,214.462500,214.632500,that,I,sv,u-64-2
sw3646B-ms98-a-0033,214.632500,214.812500,they,I,sv,u-64-2
sw3646B-ms98-a-0033,214.812500,215.122500,see,I,sv,u-64-2
sw3646B-ms98-a-0033,215.122500,215.322500,and,I,sv,u-64-2
sw3646B-ms98-a-0033,215.322500,215.702500,do,I,sv,u-64-2
sw3646B-ms98-a-0033,215.932500,216.052500,at,I,sv,u-64-2
sw3646B-ms98-a-0033,216.052500,216.182500,an,I,sv,u-64-2
sw3646B-ms98-a-0033,216.182500,216.612500,earlier,I,sv,u-64-2
sw3646B-ms98-a-0033,216.612500,216.842500,age,I,sv,u-64-2
sw3646B-ms98-a-0033,216.842500,217.012500,so,B,sv,u-64-3
sw3646B-ms98-a-0033,217.012500,217.292500,life,I,sv,u-64-3
sw3646B-ms98-a-0033,217.292500,217.422500,is,I,sv,u-64-3
sw3646B-ms98-a-0033,217.422500,217.642500,not,I,sv,u-64-3
sw3646B-ms98-a-0033,217.712500,217.992500,maybe,I,sv,u-64-3
sw3646B-ms98-a-0033,217.992500,218.112500,as,I,sv,u-64-3
sw3646B-ms98-a-0033,218.112500,218.552500,simple,I,sv,u-64-3
sw3646B-ms98-a-0033,218.822500,219.022500,as,I,sv,u-64-3
sw3646B-ms98-a-0033,219.022500,219.192500,it,I,sv,u-64-3
sw3646B-ms98-a-0033,219.192500,219.572500,was,I,sv,u-64-3
sw3646B-ms98-a-0033,219.572500,219.672500,at,I,sv,u-64-3
sw3646B-ms98-a-0033,219.672500,219.892500,one,I,sv,u-64-3
sw3646B-ms98-a-0033,219.892500,220.232500,time,I,sv,u-64-3
sw3646B-ms98-a-0033,220.232500,220.462500,but,B,sv,u-64-4
sw3646B-ms98-a-0034,221.470250,221.750250,but,I,sv,u-64-4
sw3646B-ms98-a-0034,221.750250,222.210250,still,I,sv,u-64-4
sw3646B-ms98-a-0034,222.350250,222.400250,i,I,sv,u-64-4
sw3646B-ms98-a-0034,222.400250,222.560250,think,I,sv,u-64-4
sw3646B-ms98-a-0034,222.560250,222.650250,it,I,sv,u-64-4
sw3646B-ms98-a-0034,222.650250,222.890250,goes,I,sv,u-64-4
sw3646B-ms98-a-0034,222.890250,223.130250,back,I,sv,u-64-4
sw3646B-ms98-a-0034,223.130250,223.260250,to,I,sv,u-64-4
sw3646B-ms98-a-0034,223.260250,223.350250,a,I,sv,u-64-4
sw3646B-ms98-a-0034,223.350250,223.950250,commitment,I,sv,u-64-4
sw3646B-ms98-a-0035,225.362500,225.592500,by,I,sv,u-64-4
sw3646B-ms98-a-0035,225.592500,225.672500,the,I,sv,u-64-4
sw3646B-ms98-a-0035,225.672500,226.182500,parents,I,sv,u-64-4
sw3646B-ms98-a-0035,226.182500,226.332500,to,I,sv,u-64-4
sw3646B-ms98-a-0035,226.522500,226.662500,to,I,sv,u-64-4
sw3646B-ms98-a-0035,226.662500,227.182500,teach,I,sv,u-64-4
sw3646B-ms98-a-0035,227.182500,227.482500,uh,I,sv,u-64-4
sw3646B-ms98-a-0035,227.622500,228.042500,basic,I,sv,u-64-4
sw3646B-ms98-a-0035,228.042500,228.762500,values,I,sv,u-64-4
sw3646B-ms98-a-0035,228.762500,228.972500,and,I,sv,u-64-4
sw3646B-ms98-a-0035,228.972500,229.482500,basic,I,sv,u-64-4
sw3646B-ms98-a-0035,229.482500,229.712500,uh,I,sv,u-64-4
sw3646B-ms98-a-0036,231.178000,232.068000,respectful,I,sv,u-64-4
sw3646B-ms98-a-0036,232.068000,232.218000,of,I,sv,u-64-4
sw3646B-ms98-a-0036,232.508000,232.668000,uh,I,sv,u-64-4
sw3646B-ms98-a-0036,233.188000,233.468000,-[respectful]ness,I,sv,u-64-4
sw3646B-ms98-a-0036,233.468000,233.588000,of,I,sv,u-64-4
sw3646B-ms98-a-0036,233.588000,234.208000,authority,I,sv,u-64-4
sw3646B-ms98-a-0037,235.359125,235.559125,and,B,sv,u-66-1
sw3646B-ms98-a-0037,235.559125,235.599125,i,I,sv,u-66-1
sw3646B-ms98-a-0037,235.599125,235.799125,just,I,sv,u-66-1
sw3646B-ms98-a-0037,235.799125,235.949125,don't,I,sv,u-66-1
sw3646B-ms98-a-0037,235.949125,236.119125,think,I,sv,u-66-1
sw3646B-ms98-a-0037,236.119125,236.339125,that,I,sv,u-66-1
sw3646B-ms98-a-0037,236.339125,236.659125,this,I,sv,u-66-1
sw3646B-ms98-a-0037,237.399125,237.679125,doesn't,B,+,u-68-1
sw3646B-ms98-a-0037,237.679125,237.939125,always,I,+,u-68-1
sw3646B-ms98-a-0037,237.939125,238.079125,get,I,+,u-68-1
sw3646B-ms98-a-0037,238.079125,238.939125,emphasized,I,+,u-68-1
sw3646B-ms98-a-0037,238.939125,239.489125,anymore,B,+,u-70-1
sw3646B-ms98-a-0037,239.609125,239.909125,uh,I,+,u-70-1
sw3646B-ms98-a-0039,247.278500,247.628500,yeah,B,aa,u-72-1
sw3646B-ms98-a-0039,247.858500,247.998500,had,B,qy^g,u-72-2
sw3646B-ms98-a-0039,247.998500,248.078500,to,I,qy^g,u-72-2
sw3646B-ms98-a-0039,248.078500,248.228500,wear,I,qy^g,u-72-2
sw3646B-ms98-a-0039,248.318500,248.818500,dresses,B,+,u-74-1
sw3646B-ms98-a-0039,248.818500,249.018500,didn't,I,+,u-74-1
sw3646B-ms98-a-0039,249.018500,249.238500,you,I,+,u-74-1
sw3646B-ms98-a-0041,254.954750,255.204750,and,B,sd,u-76-1
sw3646B-ms98-a-0041,255.204750,255.314750,when,I,sd,u-76-1
sw3646B-ms98-a-0041,255.314750,255.404750,it,I,sd,u-76-1
sw3646B-ms98-a-0041,255.404750,255.644750,was,I,sd,u-76-1
sw3646B-ms98-a-0041,255.644750,256.084750,skirts,I,sd,u-76-1
sw3646B-ms98-a-0041,256.084750,256.164750,it,I,sd,u-76-1
sw3646B-ms98-a-0041,256.164750,256.324750,was,I,sd,u-76-1
sw3646B-ms98-a-0041,256.324750,256.544750,like,I,sd,u-76-1
sw3646B-ms98-a-0041,256.544750,256.744750,get,I,sd,u-76-1
sw3646B-ms98-a-0041,256.744750,256.964750,down,I,sd,u-76-1
sw3646B-ms98-a-0041,256.964750,257.104750,on,I,sd,u-76-1
sw3646B-ms98-a-0041,257.104750,257.164750,the,I,sd,u-76-1
sw3646B-ms98-a-0041,257.164750,257.454750,floor,I,sd,u-76-1
sw3646B-ms98-a-0041,257.454750,257.544750,and,B,sd,u-76-2
sw3646B-ms98-a-0041,257.544750,257.654750,we,I,sd,u-76-2
sw3646B-ms98-a-0041,257.654750,257.884750,hold,I,sd,u-76-2
sw3646B-ms98-a-0041,257.884750,257.974750,the,I,sd,u-76-2
sw3646B-ms98-a-0041,257.974750,258.324750,ruler,I,sd,u-76-2
sw3646B-ms98-a-0041,258.324750,258.414750,up,I,sd,u-76-2
sw3646B-ms98-a-0041,258.464750,258.744750,here,I,sd,u-76-2
sw3646B-ms98-a-0041,258.744750,258.834750,and,B,sd,u-78-1
sw3646B-ms98-a-0041,258.834750,258.934750,it's,I,sd,u-78-1
sw3646B-ms98-a-0041,258.934750,259.064750,no,I,sd,u-78-1
sw3646B-ms98-a-0041,259.064750,259.304750,more,B,+,u-80-1
sw3646B-ms98-a-0041,259.304750,259.464750,than,I,+,u-80-1
sw3646B-ms98-a-0041,259.464750,259.614750,so,I,+,u-80-1
sw3646B-ms98-a-0041,259.614750,259.854750,many,I,+,u-80-1
sw3646B-ms98-a-0041,259.854750,260.114750,inches,I,+,u-80-1
sw3646B-ms98-a-0041,260.114750,260.414750,above,I,+,u-80-1
sw3646B-ms98-a-0041,260.414750,260.484750,the,I,+,u-80-1
sw3646B-ms98-a-0041,260.484750,260.804750,knee,I,+,u-80-1
sw3646B-ms98-a-0041,260.804750,262.224750,[laughter],O,,
sw3646B-ms98-a-0041,262.224750,262.434750,because_1,O,,
sw3646B-ms98-a-0041,262.434750,262.524750,it,B,sd,u-82-1
sw3646B-ms98-a-0041,262.524750,262.644750,was,I,sd,u-82-1
sw3646B-ms98-a-0041,262.644750,262.914750,mini,I,sd,u-82-1
sw3646B-ms98-a-0041,262.914750,263.304750,skirt,I,sd,u-82-1
sw3646B-ms98-a-0041,263.304750,263.614750,time,I,sd,u-82-1
sw3646B-ms98-a-0041,263.614750,263.774750,back,I,sd,u-82-1
sw3646B-ms98-a-0041,263.804750,263.944750,there,I,sd,u-82-1
sw3646B-ms98-a-0041,263.944750,264.034750,at,I,sd,u-82-1
sw3646B-ms98-a-0041,264.034750,264.204750,one,I,sd,u-82-1
sw3646B-ms98-a-0041,264.204750,264.534750,time,I,sd,u-82-1
sw3646B-ms98-a-0043,278.790875,278.950875,yeah,B,aa,u-84-1
sw3646B-ms98-a-0043,279.140875,279.210875,i,B,aa,u-84-2
sw3646B-ms98-a-0043,279.210875,279.370875,think,I,aa,u-84-2
sw3646B-ms98-a-0043,279.370875,279.540875,that,I,aa,u-84-2
sw3646B-ms98-a-0043,279.540875,279.800875,probably,I,aa,u-84-2
sw3646B-ms98-a-0043,279.800875,280.030875,does,I,aa,u-84-2
sw3646B-ms98-a-0043,280.030875,280.300875,have,I,aa,u-84-2
sw3646B-ms98-a-0043,280.660875,280.780875,have,I,aa,u-84-2
sw3646B-ms98-a-0043,280.780875,281.220875,something,I,aa,u-84-2
sw3646B-ms98-a-0043,281.440875,281.510875,to,I,aa,u-84-2
sw3646B-ms98-a-0043,281.510875,281.600875,do,I,aa,u-84-2
sw3646B-ms98-a-0043,281.600875,281.790875,with,I,aa,u-84-2
sw3646B-ms98-a-0043,281.790875,281.890875,it,I,aa,u-84-2
sw3646B-ms98-a-0043,281.940875,282.090875,that,O,,
sw3646B-ms98-a-0043,282.180875,282.660875,it's,B,%,u-84-3
sw3646B-ms98-a-0043,282.960875,283.620875,also,I,%,u-84-3
sw3646B-ms98-a-0045,288.861000,289.171000,no,B,nn,u-86-1
sw3646B-ms98-a-0045,290.021000,290.371000,they,B,sd^e,u-86-2
sw3646B-ms98-a-0045,290.371000,290.631000,do,I,sd^e,u-86-2
sw3646B-ms98-a-0045,290.631000,290.871000,not,I,sd^e,u-86-2
sw3646B-ms98-a-0045,290.871000,290.981000,do,I,sd^e,u-86-2
sw3646B-ms98-a-0045,290.981000,291.641000,uniforms,I,sd^e,u-86-2
sw3646B-ms98-a-0045,291.641000,291.931000,although,I,sd^e,u-86-2
sw3646B-ms98-a-0045,291.981000,292.521000,one's,I,sd^e,u-86-2
sw3646B-ms98-a-0045,292.741000,292.881000,where,I,sd^e,u-86-2
sw3646B-ms98-a-0045,292.881000,292.991000,he,I,sd^e,u-86-2
sw3646B-ms98-a-0045,292.991000,293.291000,was,I,sd^e,u-86-2
sw3646B-ms98-a-0045,293.291000,293.991000,between,I,sd^e,u-86-2
sw3646B-ms98-a-0045,294.361000,294.491000,like,I,sd^e,u-86-2
sw3646B-ms98-a-0045,294.591000,295.021000,second,I,sd^e,u-86-2
sw3646B-ms98-a-0045,295.021000,295.301000,and,I,sd^e,u-86-2
sw3646B-ms98-a-0045,296.001000,296.241000,eighth,I,sd^e,u-86-2
sw3646B-ms98-a-0045,296.241000,296.821000,grade,I,sd^e,u-86-2
sw3646B-ms98-a-0045,297.161000,297.521000,did,B,+,u-88-1
