sw2942B-ms98-a-0003,6.764000,7.495500,uh-huh,B,ny,u-2-1
sw2942B-ms98-a-0039,283.363250,283.959500,fields,I,sd,u-44-2
sw2942B-ms98-a-0039,283.959500,284.230625,of,I,sd,u-44-2
sw2942B-ms98-a-0039,284.230625,284.423250,of,I,sd,u-44-2
sw2942B-ms98-a-0039,284.423250,284.964625,endeavor,I,sd,u-44-2
sw2942B-ms98-a-0039,285.243375,285.783250,it's,B,sd,u-46-1
sw2942B-ms98-a-0039,285.783250,285.923250,you,I,sd,u-46-1
sw2942B-ms98-a-0039,285.923250,286.178875,know,I,sd,u-46-1
sw2942B-ms98-a-0039,286.710000,286.943250,it's,I,sd,u-46-1
sw2942B-ms98-a-0039,286.943250,287.123250,kind,I,sd,u-46-1
sw2942B-ms98-a-0039,287.123250,287.183250,of,I,sd,u-46-1
sw2942B-ms98-a-0039,287.183250,287.413250,like,I,sd,u-46-1
sw2942B-ms98-a-0040,288.359500,288.569500,if,I,sd,u-46-1
sw2942B-ms98-a-0040,288.569500,288.719500,i,I,sd,u-46-1
sw2942B-ms98-a-0040,288.719500,288.889500,were,I,sd,u-46-1
sw2942B-ms98-a-0040,288.889500,289.229500,king,I,sd,u-46-1
sw2942B-ms98-a-0040,289.229500,289.379500,for,I,sd,u-46-1
sw2942B-ms98-a-0040,289.379500,289.419500,a,I,sd,u-46-1
sw2942B-ms98-a-0040,289.419500,289.753000,day,I,sd,u-46-1
sw2942B-ms98-a-0040,290.141000,290.309500,and,I,sd,u-46-1
sw2942B-ms98-a-0040,290.309500,290.507125,got,I,sd,u-46-1
sw2942B-ms98-a-0040,290.507125,290.680375,to,I,sd,u-46-1
sw2942B-ms98-a-0040,290.680375,290.879500,and,I,sd,u-46-1
sw2942B-ms98-a-0040,290.879500,291.069500,got,I,sd,u-46-1
sw2942B-ms98-a-0040,291.069500,291.159500,to,I,sd,u-46-1
sw2942B-ms98-a-0040,291.159500,291.379500,make,I,sd,u-46-1
sw2942B-ms98-a-0040,291.379500,291.649500,one,I,sd,u-46-1
sw2942B-ms98-a-0040,291.649500,292.070875,rule,I,sd,u-46-1
sw2942B-ms98-a-0041,293.115250,293.373000,my,B,+,u-48-1
sw2942B-ms98-a-0041,293.373000,293.655250,rule,I,+,u-48-1
sw2942B-ms98-a-0041,293.655250,293.815250,would,I,+,u-48-1
sw2942B-ms98-a-0041,293.815250,294.085250,be,I,+,u-48-1
sw2942B-ms98-a-0041,294.085250,294.325250,no,I,+,u-48-1
sw2942B-ms98-a-0041,294.325250,294.595250,one,I,+,u-48-1
sw2942B-ms98-a-0041,294.595250,294.785250,could,I,+,u-48-1
sw2942B-ms98-a-0041,294.785250,294.955250,get,I,+,u-48-1
sw2942B-ms98-a-0041,294.955250,295.105250,out,I,+,u-48-1
sw2942B-ms98-a-0041,295.105250,295.205250,of,I,+,u-48-1
sw2942B-ms98-a-0041,295.205250,295.375250,high,I,+,u-48-1
sw2942B-ms98-a-0041,295.375250,295.815250,school,I,+,u-48-1
sw2942B-ms98-a-0041,295.815250,296.285250,without,I,+,u-48-1
sw2942B-ms98-a-0041,296.285250,296.375250,an,I,+,u-48-1
sw2942B-ms98-a-0041,296.375250,296.875250,entire,I,+,u-48-1
sw2942B-ms98-a-0041,296.875250,297.225250,year,I,+,u-48-1
sw2942B-ms98-a-0041,297.225250,297.315250,of,I,+,u-48-1
sw2942B-ms98-a-0041,297.315250,298.087125,philosophy,I,+,u-48-1
sw2942B-ms98-a-0043,300.622500,300.782500,and,B,sv,u-50-1
sw2942B-ms98-a-0043,300.782500,301.097125,it's,I,sv,u-50-1
sw2942B-ms98-a-0044,301.813250,302.053250,that's,B,+,u-52-1
sw2942B-ms98-a-0044,302.053250,302.233250,not,I,+,u-52-1
sw2942B-ms98-a-0044,302.233250,302.443250,even,I,+,u-52-1
sw2942B-ms98-a-0044,302.443250,302.773250,true,I,+,u-52-1
sw2942B-ms98-a-0044,302.773250,302.873250,in,I,+,u-52-1
sw2942B-ms98-a-0044,302.873250,302.973250,our,I,+,u-52-1
sw2942B-ms98-a-0044,302.973250,303.663250,colleges,I,+,u-52-1
sw2942B-ms98-a-0046,345.778500,346.088500,right,B,b,u-54-1
sw2942B-ms98-a-0048,398.688875,398.948875,yes,B,sd,u-56-1
sw2942B-ms98-a-0048,398.948875,399.018875,i,I,sd,u-56-1
sw2942B-ms98-a-0048,399.018875,399.196125,re[ally]-,O,,
sw2942B-ms98-a-0050,401.632750,401.732750,i,B,+,u-58-1
sw2942B-ms98-a-0050,401.732750,402.192750,remember,I,+,u-58-1
sw2942B-ms98-a-0050,402.192750,402.372750,that,I,+,u-58-1
sw2942B-ms98-a-0050,402.372750,403.102000,experience,I,+,u-58-1
sw2942B-ms98-a-0051,404.946875,405.531250,that,B,sd,u-60-1
sw2942B-ms98-a-0051,405.783500,406.113625,and,I,sd,u-60-1
sw2942B-ms98-a-0051,406.113625,406.343375,uh,I,sd,u-60-1
sw2942B-ms98-a-0051,406.343375,406.719625,extra,I,sd,u-60-1
sw2942B-ms98-a-0051,406.719625,407.049625,music,I,sd,u-60-1
sw2942B-ms98-a-0051,407.049625,407.719500,classes,I,sd,u-60-1
sw2942B-ms98-a-0053,427.741250,427.981250,well,B,sv,u-62-1
sw2942B-ms98-a-0053,427.981250,428.171250,that,I,sv,u-62-1
sw2942B-ms98-a-0053,428.171250,428.301250,will,I,sv,u-62-1
sw2942B-ms98-a-0053,428.301250,428.831250,continue,I,sv,u-62-1
sw2942B-ms98-a-0053,428.831250,428.931250,to,I,sv,u-62-1
sw2942B-ms98-a-0053,428.931250,429.481250,grow,I,sv,u-62-1
sw2942B-ms98-a-0054,430.552625,430.852625,even,I,sv,u-62-1
sw2942B-ms98-a-0054,430.852625,431.042625,as,I,sv,u-62-1
sw2942B-ms98-a-0054,431.042625,431.232625,you,I,sv,u-62-1
sw2942B-ms98-a-0055,432.181250,432.391250,go,I,sv,u-62-1
sw2942B-ms98-a-0055,432.391250,432.791250,beyond,I,sv,u-62-1
sw2942B-ms98-a-0055,432.791250,433.181250,graduate,I,sv,u-62-1
sw2942B-ms98-a-0055,433.181250,433.516000,school,I,sv,u-62-1
sw2942B-ms98-a-0057,435.718125,435.898125,have,B,qy,u-64-1
sw2942B-ms98-a-0057,436.278125,436.518125,have,I,qy,u-64-1
sw2942B-ms98-a-0057,436.518125,436.728125,you,I,qy,u-64-1
sw2942B-ms98-a-0057,436.728125,437.098125,gone,I,qy,u-64-1
sw2942B-ms98-a-0057,437.098125,437.458125,straight,I,qy,u-64-1
sw2942B-ms98-a-0057,437.458125,437.932625,through,I,qy,u-64-1
sw2942B-ms98-a-0059,472.121625,472.323250,that's,B,aa,u-66-1
sw2942B-ms98-a-0059,472.323250,472.640875,true,I,aa,u-66-1
sw2942B-ms98-a-0059,472.640875,472.791625,are,B,qr,u-66-2
sw2942B-ms98-a-0059,472.791625,472.921625,you,I,qr,u-66-2
sw2942B-ms98-a-0059,472.921625,473.421625,pursuing,I,qr,u-66-2
sw2942B-ms98-a-0059,473.421625,473.471625,a,I,qr,u-66-2
sw2942B-ms98-a-0059,473.471625,473.981625,Master's,I,qr,u-66-2
sw2942B-ms98-a-0059,473.981625,474.101625,or,I,qr,u-66-2
sw2942B-ms98-a-0059,474.101625,474.131625,a,I,qr,u-66-2
sw2942B-ms98-a-0059,474.131625,474.541625,Doctorate,I,qr,u-66-2
sw2942B-ms98-a-0061,483.391500,483.607750,well,B,co,u-68-1
sw2942B-ms98-a-0061,483.607750,483.763250,let,I,co,u-68-1
sw2942B-ms98-a-0061,483.763250,483.906375,me,I,co,u-68-1
sw2942B-ms98-a-0061,483.906375,484.071500,let,I,co,u-68-1
sw2942B-ms98-a-0061,484.071500,484.211500,me,I,co,u-68-1
sw2942B-ms98-a-0061,484.211500,484.831500,encourage,I,co,u-68-1
sw2942B-ms98-a-0061,484.831500,484.911500,you,I,co,u-68-1
sw2942B-ms98-a-0061,484.911500,485.291500,to,I,co,u-68-1
sw2942B-ms98-a-0061,485.291500,485.400375,s[top]-,I,co,u-68-1
sw2942B-ms98-a-0061,485.622500,486.046750,stop,I,co,u-68-1
sw2942B-ms98-a-0061,486.046750,486.144625,and,I,co,u-68-1
sw2942B-ms98-a-0061,486.144625,486.851500,experience,I,co,u-68-1
sw2942B-ms98-a-0061,486.851500,487.283750,life,I,co,u-68-1
sw2942B-ms98-a-0061,487.777250,488.141500,along,I,co,u-68-1
sw2942B-ms98-a-0061,488.141500,488.301500,the,I,co,u-68-1
sw2942B-ms98-a-0061,488.301500,488.730125,way,I,co,u-68-1
sw2942B-ms98-a-0062,489.927000,490.212750,i,B,sd,u-70-1
sw2942B-ms98-a-0062,490.352625,490.502000,i,I,sd,u-70-1
sw2942B-ms98-a-0062,490.502000,490.827000,first,I,sd,u-70-1
sw2942B-ms98-a-0062,490.827000,491.177000,enrolled,I,sd,u-70-1
sw2942B-ms98-a-0062,491.177000,491.277000,in,I,sd,u-70-1
sw2942B-ms98-a-0062,491.277000,491.647000,college,I,sd,u-70-1
sw2942B-ms98-a-0062,491.647000,491.737000,in,I,sd,u-70-1
sw2942B-ms98-a-0062,491.737000,492.087000,nineteen,I,sd,u-70-1
sw2942B-ms98-a-0062,492.087000,492.467000,sixty,I,sd,u-70-1
sw2942B-ms98-a-0062,492.467000,493.047000,six,I,sd,u-70-1
sw2942B-ms98-a-0063,494.123125,494.552250,uh,B,sd,u-72-1
sw2942B-ms98-a-0065,496.554125,496.866625,six,I,sd,u-72-1
sw2942B-ms98-a-0065,496.866625,497.321500,years,I,sd,u-72-1
sw2942B-ms98-a-0065,497.321500,497.532000,and,I,sd,u-72-1
sw2942B-ms98-a-0065,497.532000,497.712000,a,I,sd,u-72-1
sw2942B-ms98-a-0066,498.968750,499.125750,and,I,sd,u-72-1
sw2942B-ms98-a-0066,499.125750,499.165750,a,I,sd,u-72-1
sw2942B-ms98-a-0066,499.165750,499.495750,war,I,sd,u-72-1
sw2942B-ms98-a-0066,499.495750,499.934375,later,I,sd,u-72-1
sw2942B-ms98-a-0066,500.288375,500.675750,uh,I,sd,u-72-1
sw2942B-ms98-a-0066,500.675750,500.775750,i,I,sd,u-72-1
sw2942B-ms98-a-0066,500.775750,501.005750,got,I,sd,u-72-1
sw2942B-ms98-a-0066,501.005750,501.095750,a,I,sd,u-72-1
sw2942B-ms98-a-0066,501.095750,501.555750,degree,I,sd,u-72-1
sw2942B-ms98-a-0066,501.555750,501.685750,an,I,sd,u-72-1
sw2942B-ms98-a-0066,501.685750,502.325750,undergraduate,I,sd,u-72-1
sw2942B-ms98-a-0066,502.325750,502.908125,degree,I,sd,u-72-1
sw2942B-ms98-a-0067,504.019750,504.209750,and,B,sd,u-72-2
sw2942B-ms98-a-0067,504.209750,504.599750,then,I,sd,u-72-2
sw2942B-ms98-a-0068,505.870625,506.350625,fifteen,I,sd,u-72-2
sw2942B-ms98-a-0068,506.350625,506.650625,years,I,sd,u-72-2
sw2942B-ms98-a-0068,506.650625,506.970625,after,I,sd,u-72-2
sw2942B-ms98-a-0068,506.970625,507.360625,that,I,sd,u-72-2
sw2942B-ms98-a-0069,508.783750,508.843750,i,I,sd,u-72-2
sw2942B-ms98-a-0069,508.843750,509.043750,got,I,sd,u-72-2
sw2942B-ms98-a-0069,509.113750,509.193750,the,I,sd,u-72-2
sw2942B-ms98-a-0069,509.193750,510.313750,first,I,sd,u-72-2
sw2942B-ms98-a-0069,510.313750,510.443750,of,I,sd,u-72-2
sw2942B-ms98-a-0069,510.443750,510.493750,a,I,sd,u-72-2
sw2942B-ms98-a-0069,510.493750,510.713750,set,I,sd,u-72-2
sw2942B-ms98-a-0069,510.713750,510.783750,of,I,sd,u-72-2
sw2942B-ms98-a-0069,510.783750,511.293750,master's,I,sd,u-72-2
sw2942B-ms98-a-0069,511.293750,511.903750,degrees,I,sd,u-72-2
sw2942B-ms98-a-0069,512.143750,512.233750,and,B,sd,u-72-3
sw2942B-ms98-a-0069,512.553750,512.783750,four,I,sd,u-72-3
sw2942B-ms98-a-0069,512.783750,513.043750,years,I,sd,u-72-3
sw2942B-ms98-a-0069,513.043750,513.313750,after,I,sd,u-72-3
sw2942B-ms98-a-0069,513.313750,513.543750,that,I,sd,u-72-3
sw2942B-ms98-a-0069,513.543750,513.603750,i,I,sd,u-72-3
sw2942B-ms98-a-0069,513.603750,513.743750,got,I,sd,u-72-3
sw2942B-ms98-a-0069,513.743750,514.023750,another,I,sd,u-72-3
sw2942B-ms98-a-0069,514.023750,514.523750,master's,I,sd,u-72-3
sw2942B-ms98-a-0069,514.523750,514.985125,degree,I,sd,u-72-3
sw2942B-ms98-a-0071,517.969625,518.157625,oh,B,aa,u-74-1
sw2942B-ms98-a-0071,518.157625,518.824500,yes,I,aa,u-74-1
sw2942B-ms98-a-0073,521.441250,521.555750,it,B,sv,u-76-1
sw2942B-ms98-a-0073,521.555750,521.804125,cer[tainly]-,I,sv,u-76-1
sw2942B-ms98-a-0073,521.804125,522.001750,it,I,sv,u-76-1
sw2942B-ms98-a-0073,522.001750,522.689750,certainly,I,sv,u-76-1
sw2942B-ms98-a-0073,522.689750,523.160625,makes,I,sv,u-76-1
sw2942B-ms98-a-0073,523.622375,524.352375,acceptance,I,sv,u-76-1
sw2942B-ms98-a-0073,524.352375,524.482375,of,I,sv,u-76-1
sw2942B-ms98-a-0073,524.482375,524.812375,different,I,sv,u-76-1
sw2942B-ms98-a-0073,524.812375,525.600250,ideas,I,sv,u-76-1
sw2942B-ms98-a-0073,525.728375,525.847375,a,I,sv,u-76-1
sw2942B-ms98-a-0073,525.847375,526.001750,lot,I,sv,u-76-1
sw2942B-ms98-a-0073,526.001750,526.492375,easier,I,sv,u-76-1
sw2942B-ms98-a-0075,559.760000,559.850000,well,B,sv,u-80-1
sw2942B-ms98-a-0075,559.850000,560.540000,vicarious,I,sv,u-80-1
sw2942B-ms98-a-0075,560.540000,560.890000,learning,I,sv,u-80-1
sw2942B-ms98-a-0075,560.890000,561.010000,is,I,sv,u-80-1
sw2942B-ms98-a-0075,561.010000,561.080000,a,I,sv,u-80-1
sw2942B-ms98-a-0075,561.080000,561.490000,wonderful,I,sv,u-80-1
sw2942B-ms98-a-0075,561.490000,561.843750,thing,I,sv,u-80-1
sw2942B-ms98-a-0075,562.073500,562.342250,uh,O,,
sw2942B-ms98-a-0075,562.742875,562.904875,you,O,,
sw2942B-ms98-a-0075,562.904875,563.050000,know,O,,
sw2942B-ms98-a-0075,563.050000,563.220000,it,B,sv,u-82-1
sw2942B-ms98-a-0075,563.320000,563.830000,certainly,I,sv,u-82-1
sw2942B-ms98-a-0075,564.420000,564.630000,means,I,sv,u-82-1
sw2942B-ms98-a-0075,564.630000,564.720000,that,I,sv,u-82-1
sw2942B-ms98-a-0075,564.720000,564.850000,we,I,sv,u-82-1
sw2942B-ms98-a-0075,564.850000,565.090000,don't,I,sv,u-82-1
sw2942B-ms98-a-0075,565.090000,565.240000,have,I,sv,u-82-1
sw2942B-ms98-a-0075,565.240000,565.360000,to,I,sv,u-82-1
sw2942B-ms98-a-0075,565.360000,566.010000,experience,I,sv,u-82-1
sw2942B-ms98-a-0075,566.010000,566.580000,everything,I,sv,u-82-1
sw2942B-ms98-a-0075,566.580000,566.760000,but,B,sv,u-82-2
sw2942B-ms98-a-0075,566.760000,567.370000,experience,I,sv,u-82-2
sw2942B-ms98-a-0075,567.370000,567.500000,is,I,sv,u-82-2
sw2942B-ms98-a-0075,567.500000,567.550000,a,I,sv,u-82-2
sw2942B-ms98-a-0075,567.550000,568.060000,wonderful,I,sv,u-82-2
sw2942B-ms98-a-0075,569.530500,569.990000,teacher,B,+,u-84-1
sw2942B-ms98-a-0075,569.990000,570.634500,also,I,+,u-84-1
sw2942B-ms98-a-0077,577.680000,577.820000,my,B,sd,u-86-1
sw2942B-ms98-a-0077,577.820000,578.318125,wife,I,sd,u-86-1
sw2942B-ms98-a-0077,578.845375,579.050375,a[s]-,I,sd,u-86-1
sw2942B-ms98-a-0077,579.050375,579.148250,a[s]-,I,sd,u-86-1
sw2942B-ms98-a-0077,579.148250,579.410000,as,I,sd,u-86-1
sw2942B-ms98-a-0077,579.410000,579.599250,i,I,sd,u-86-1
sw2942B-ms98-a-0077,579.693500,579.870000,may,I,sd,u-86-1
sw2942B-ms98-a-0077,579.870000,580.000000,have,I,sd,u-86-1
sw2942B-ms98-a-0077,580.000000,580.370000,mentioned,I,sd,u-86-1
sw2942B-ms98-a-0077,580.370000,580.598625,just,I,sd,u-86-1
sw2942B-ms98-a-0077,580.598625,580.888625,finished,I,sd,u-86-1
sw2942B-ms98-a-0077,580.888625,580.990000,a,I,sd,u-86-1
sw2942B-ms98-a-0077,580.990000,581.390000,doctorate,I,sd,u-86-1
sw2942B-ms98-a-0077,581.390000,581.440000,a,I,sd,u-86-1
sw2942B-ms98-a-0077,581.440000,581.660000,couple,I,sd,u-86-1
sw2942B-ms98-a-0077,581.660000,581.720000,of,I,sd,u-86-1
sw2942B-ms98-a-0077,581.720000,581.970000,years,I,sd,u-86-1
sw2942B-ms98-a-0077,581.970000,582.250000,ago,I,sd,u-86-1
sw2942B-ms98-a-0077,582.250000,582.455875,and,B,sd,u-88-1
sw2942B-ms98-a-0077,582.455875,582.757250,and,I,sd,u-88-1
sw2942B-ms98-a-0077,583.210875,583.440000,she,I,sd,u-88-1
sw2942B-ms98-a-0077,583.440000,583.980000,pursued,I,sd,u-88-1
sw2942B-ms98-a-0077,583.980000,584.294000,her,I,sd,u-88-1
sw2942B-ms98-a-0077,585.291125,585.990000,education,I,sd,u-88-1
sw2942B-ms98-a-0077,585.990000,586.380000,along,I,sd,u-88-1
sw2942B-ms98-a-0077,586.380000,586.480000,the,I,sd,u-88-1
sw2942B-ms98-a-0077,586.480000,586.850000,lines,I,sd,u-88-1
sw2942B-ms98-a-0077,586.850000,587.010000,that,I,sd,u-88-1
sw2942B-ms98-a-0077,587.010000,587.178500,i,I,sd,u-88-1
sw2942B-ms98-a-0077,587.178500,587.590375,did,I,sd,u-88-1
sw2942B-ms98-a-0078,589.064875,589.434875,with,B,+,u-90-1
sw2942B-ms98-a-0078,589.434875,589.814875,lots,I,+,u-90-1
sw2942B-ms98-a-0078,589.814875,589.934875,of,I,+,u-90-1
sw2942B-ms98-a-0078,589.934875,590.224875,break,I,+,u-90-1
sw2942B-ms98-a-0078,590.224875,590.344875,in,I,+,u-90-1
sw2942B-ms98-a-0078,590.344875,590.984500,between,I,+,u-90-1
sw2942B-ms98-a-0078,591.470375,591.654875,and,B,sd,u-90-2
sw2942B-ms98-a-0078,591.924875,592.024875,she,I,sd,u-90-2
sw2942B-ms98-a-0078,592.024875,592.481750,feels,I,sd,u-90-2
sw2942B-ms98-a-0078,593.020375,593.664875,reasonably,I,sd,u-90-2
sw2942B-ms98-a-0078,593.664875,594.204875,comfortable,I,sd,u-90-2
sw2942B-ms98-a-0078,594.204875,594.654875,teaching,I,sd,u-90-2
sw2942B-ms98-a-0078,594.654875,595.065250,now,I,sd,u-90-2
sw2942B-ms98-a-0078,595.788500,595.996000,she,B,sd,u-90-3
sw2942B-ms98-a-0078,595.996000,596.312375,has,I,sd,u-90-3
sw2942B-ms98-a-0078,596.312375,596.494875,an,I,sd,u-90-3
sw2942B-ms98-a-0078,596.494875,596.734875,awful,I,sd,u-90-3
sw2942B-ms98-a-0078,596.734875,596.914875,lot,I,sd,u-90-3
sw2942B-ms98-a-0078,596.914875,597.024875,of,I,sd,u-90-3
sw2942B-ms98-a-0078,597.024875,597.654875,experience,I,sd,u-90-3
sw2942B-ms98-a-0078,597.654875,597.754875,to,I,sd,u-90-3
sw2942B-ms98-a-0078,597.754875,598.124875,draw,I,sd,u-90-3
sw2942B-ms98-a-0078,598.124875,598.287375,on,I,sd,u-90-3
sw2942B-ms98-a-0078,598.562375,598.804875,no,B,%,u-90-4
sw2942B-ms98-a-0078,598.804875,599.234875,longer,I,%,u-90-4
sw2942B-ms98-a-0078,599.234875,599.334375,i[s]-,O,,
