sw3028B-ms98-a-0002,1.678500,1.972000,um-hum,B,ny,u-2-1
sw3028B-ms98-a-0053,225.043500,225.243500,really,I,+,u-88-1
sw3028B-ms98-a-0053,225.243500,225.393500,don't,I,+,u-88-1
sw3028B-ms98-a-0053,225.393500,225.523500,have,I,+,u-88-1
sw3028B-ms98-a-0053,225.523500,225.823500,anything,I,+,u-88-1
sw3028B-ms98-a-0053,225.823500,225.893500,to,I,+,u-88-1
sw3028B-ms98-a-0053,225.893500,226.313500,compare,I,+,u-88-1
sw3028B-ms98-a-0053,226.313500,226.463500,it,I,+,u-88-1
sw3028B-ms98-a-0053,226.463500,226.688500,to,I,+,u-88-1
sw3028B-ms98-a-0054,227.982375,228.086875,it,B,sv,u-90-1
sw3028B-ms98-a-0054,228.086875,228.246875,would,I,sv,u-90-1
sw3028B-ms98-a-0054,228.246875,228.356875,be,I,sv,u-90-1
sw3028B-ms98-a-0054,228.356875,228.906875,good,I,sv,u-90-1
sw3028B-ms98-a-0054,228.906875,228.995375,i,I,sv,u-90-1
sw3028B-ms98-a-0054,228.995375,229.406000,think,I,sv,u-90-1
sw3028B-ms98-a-0054,229.406000,229.666875,uh,B,qw^d,u-92-1
sw3028B-ms98-a-0054,229.666875,229.796875,i,I,qw^d,u-92-1
sw3028B-ms98-a-0054,229.796875,229.976875,don't,I,qw^d,u-92-1
sw3028B-ms98-a-0054,229.976875,230.096875,know,I,qw^d,u-92-1
sw3028B-ms98-a-0054,230.096875,230.276875,how,I,qw^d,u-92-1
sw3028B-ms98-a-0054,230.276875,230.856875,expensive,I,qw^d,u-92-1
sw3028B-ms98-a-0054,230.856875,231.036875,they,I,qw^d,u-92-1
sw3028B-ms98-a-0054,231.036875,231.186875,are,I,qw^d,u-92-1
sw3028B-ms98-a-0054,231.186875,231.296875,it,B,sv,u-92-2
sw3028B-ms98-a-0054,231.296875,231.576875,sounds,I,sv,u-92-2
sw3028B-ms98-a-0054,231.576875,231.819500,like,I,sv,u-92-2
sw3028B-ms98-a-0054,232.019125,232.136875,that,I,sv,u-92-2
sw3028B-ms98-a-0054,232.136875,232.216875,it,I,sv,u-92-2
sw3028B-ms98-a-0054,232.216875,232.326875,would,I,sv,u-92-2
sw3028B-ms98-a-0054,232.326875,232.951250,probably,I,sv,u-92-2
sw3028B-ms98-a-0056,239.125625,239.242625,for,B,qy,u-94-1
sw3028B-ms98-a-0056,239.242625,239.402625,one,I,qy,u-94-1
sw3028B-ms98-a-0056,239.402625,239.872750,person,I,qy,u-94-1
sw3028B-ms98-a-0057,240.556125,241.061625,oh,B,bk,u-96-1
sw3028B-ms98-a-0057,241.061625,241.801500,[laughter],O,,
sw3028B-ms98-a-0058,242.022125,242.127625,a,B,sv,u-98-1
sw3028B-ms98-a-0058,242.127625,242.388750,bit,I,sv,u-98-1
sw3028B-ms98-a-0058,242.388750,242.906875,[laughter],O,,
sw3028B-ms98-a-0060,251.938125,252.214500,see,O,,
sw3028B-ms98-a-0060,252.214500,252.481625,i,B,sd,u-102-2
sw3028B-ms98-a-0060,252.481625,252.678125,i,I,sd,u-102-2
sw3028B-ms98-a-0060,252.678125,252.968125,won't,I,sd,u-102-2
sw3028B-ms98-a-0060,252.968125,253.148125,really,I,sd,u-102-2
sw3028B-ms98-a-0060,253.148125,253.258125,be,I,sd,u-102-2
sw3028B-ms98-a-0060,253.258125,253.728125,interested,I,sd,u-102-2
sw3028B-ms98-a-0060,253.728125,253.828125,in,I,sd,u-102-2
sw3028B-ms98-a-0060,253.828125,254.118125,going,I,sd,u-102-2
sw3028B-ms98-a-0060,254.118125,254.273125,to,I,sd,u-102-2
sw3028B-ms98-a-0060,254.491625,254.898125,going,I,sd,u-102-2
sw3028B-ms98-a-0060,254.898125,255.303000,there,I,sd,u-102-2
sw3028B-ms98-a-0060,255.781375,256.344250,because,B,+,u-104-1
sw3028B-ms98-a-0060,256.720875,256.758125,i,B,+,u-106-1
sw3028B-ms98-a-0060,256.758125,256.888125,feel,I,+,u-106-1
sw3028B-ms98-a-0060,256.888125,257.068125,like,I,+,u-106-1
sw3028B-ms98-a-0060,257.068125,257.298125,i'm,I,+,u-106-1
sw3028B-ms98-a-0060,257.298125,257.448125,i'm,I,+,u-106-1
sw3028B-ms98-a-0060,257.448125,257.906625,paying,I,+,u-106-1
sw3028B-ms98-a-0060,258.324750,258.418125,you,I,+,u-106-1
sw3028B-ms98-a-0060,258.418125,258.802625,know,I,+,u-106-1
sw3028B-ms98-a-0060,258.802625,259.128125,five,I,+,u-106-1
sw3028B-ms98-a-0060,259.128125,259.448125,dollars,I,+,u-106-1
sw3028B-ms98-a-0060,259.448125,259.598125,for,I,+,u-106-1
sw3028B-ms98-a-0060,259.598125,259.678125,the,I,+,u-106-1
sw3028B-ms98-a-0060,259.678125,259.948125,food,I,+,u-106-1
sw3028B-ms98-a-0060,259.948125,260.328125,probably,I,+,u-106-1
sw3028B-ms98-a-0060,260.328125,260.458125,and,I,+,u-106-1
sw3028B-ms98-a-0060,260.458125,260.708125,five,I,+,u-106-1
sw3028B-ms98-a-0060,260.708125,261.118125,dollars,I,+,u-106-1
sw3028B-ms98-a-0060,261.118125,261.258125,for,I,+,u-106-1
sw3028B-ms98-a-0060,261.258125,261.578125,something,I,+,u-106-1
sw3028B-ms98-a-0060,261.578125,261.698125,that,I,+,u-106-1
sw3028B-ms98-a-0060,261.698125,261.758125,i,I,+,u-106-1
sw3028B-ms98-a-0060,261.758125,262.104500,could,I,+,u-106-1
sw3028B-ms98-a-0060,262.307875,262.458125,get,I,+,u-106-1
sw3028B-ms98-a-0060,262.458125,262.883500,along,I,+,u-106-1
sw3028B-ms98-a-0060,263.019000,263.288125,quite,I,+,u-106-1
sw3028B-ms98-a-0060,263.288125,263.448125,well,I,+,u-106-1
sw3028B-ms98-a-0060,263.448125,264.076750,[laughter-without],O,,
sw3028B-ms98-a-0062,272.868375,273.386125,yeah,B,aa,u-108-1
sw3028B-ms98-a-0062,273.567000,273.903250,maybe,B,aa,u-108-2
sw3028B-ms98-a-0062,273.903250,274.243250,maybe,B,+,u-110-1
sw3028B-ms98-a-0062,274.243250,274.664875,that,I,+,u-110-1
sw3028B-ms98-a-0062,274.664875,275.051000,yeah,B,aa,u-110-2
sw3028B-ms98-a-0063,275.909375,276.311375,yeah,B,aa^m,u-112-1
sw3028B-ms98-a-0063,276.706875,276.817875,i,B,aa,u-112-2
sw3028B-ms98-a-0063,276.817875,277.007875,could,I,aa,u-112-2
sw3028B-ms98-a-0063,277.007875,277.197875,see,I,aa,u-112-2
sw3028B-ms98-a-0063,277.197875,277.487875,that,I,aa,u-112-2
sw3028B-ms98-a-0063,277.487875,277.707875,then,B,+,u-114-1
sw3028B-ms98-a-0063,277.707875,278.027000,maybe,I,+,u-114-1
sw3028B-ms98-a-0065,282.721625,282.944500,yeah,B,aa,u-116-1
sw3028B-ms98-a-0065,282.944500,283.094500,i,B,sd,u-116-2
sw3028B-ms98-a-0065,283.094500,283.474500,like,I,sd,u-116-2
sw3028B-ms98-a-0065,283.474500,283.985375,the,I,sd,u-116-2
sw3028B-ms98-a-0065,283.985375,284.114500,the,B,+,u-118-1
sw3028B-ms98-a-0065,284.114500,284.494500,seafood,I,+,u-118-1
sw3028B-ms98-a-0065,284.494500,284.604500,that,I,+,u-118-1
sw3028B-ms98-a-0065,284.604500,284.834500,they,I,+,u-118-1
sw3028B-ms98-a-0065,284.834500,284.964500,when,I,+,u-118-1
sw3028B-ms98-a-0065,284.964500,285.074500,they,I,+,u-118-1
sw3028B-ms98-a-0065,285.074500,285.234500,had,I,+,u-118-1
sw3028B-ms98-a-0065,285.234500,285.424500,it,I,+,u-118-1
sw3028B-ms98-a-0065,285.424500,285.544500,you,I,+,u-118-1
sw3028B-ms98-a-0065,285.544500,285.684500,know,I,+,u-118-1
sw3028B-ms98-a-0065,285.684500,285.774500,the,I,+,u-118-1
sw3028B-ms98-a-0065,285.774500,286.540000,broiled,I,+,u-118-1
sw3028B-ms98-a-0067,293.150875,293.449125,yeah,B,aa,u-120-1
sw3028B-ms98-a-0067,293.449125,293.919125,probably,B,aa,u-120-2
sw3028B-ms98-a-0067,293.919125,294.179125,that's,I,aa,u-120-2
sw3028B-ms98-a-0067,294.179125,294.499125,true,I,aa,u-120-2
sw3028B-ms98-a-0067,294.499125,294.809125,but,B,sv,u-120-3
sw3028B-ms98-a-0067,294.809125,294.899125,i,I,sv,u-120-3
sw3028B-ms98-a-0067,294.899125,295.099125,know,I,sv,u-120-3
sw3028B-ms98-a-0067,295.099125,295.129125,a,I,sv,u-120-3
sw3028B-ms98-a-0067,295.129125,295.389125,lot,I,sv,u-120-3
sw3028B-ms98-a-0067,295.389125,295.499125,of,I,sv,u-120-3
sw3028B-ms98-a-0067,295.499125,295.783500,their,I,sv,u-120-3
sw3028B-ms98-a-0067,296.363500,296.439125,a,I,sv,u-120-3
sw3028B-ms98-a-0067,296.439125,296.659125,lot,I,sv,u-120-3
sw3028B-ms98-a-0067,296.659125,296.769125,of,I,sv,u-120-3
sw3028B-ms98-a-0067,296.769125,296.889125,their,I,sv,u-120-3
sw3028B-ms98-a-0067,296.889125,297.499125,specials,I,sv,u-120-3
sw3028B-ms98-a-0067,297.499125,298.019125,sometimes,I,sv,u-120-3
sw3028B-ms98-a-0067,298.019125,298.089125,are,I,sv,u-120-3
sw3028B-ms98-a-0067,298.089125,298.629125,fried,I,sv,u-120-3
sw3028B-ms98-a-0067,298.629125,299.205625,things,I,sv,u-120-3
sw3028B-ms98-a-0067,299.571000,299.659125,that,B,+,u-122-1
sw3028B-ms98-a-0067,299.659125,299.729125,you,I,+,u-122-1
sw3028B-ms98-a-0067,299.729125,299.929125,can't,I,+,u-122-1
sw3028B-ms98-a-0067,299.929125,300.119125,really,I,+,u-122-1
sw3028B-ms98-a-0067,300.119125,300.269125,get,I,+,u-122-1
sw3028B-ms98-a-0067,300.269125,300.569125,away,I,+,u-122-1
sw3028B-ms98-a-0067,300.569125,300.749125,from,I,+,u-122-1
sw3028B-ms98-a-0067,300.749125,300.873125,the,I,+,u-122-1
sw3028B-ms98-a-0067,300.873125,301.451000,fried,I,+,u-122-1
sw3028B-ms98-a-0069,305.620250,305.870250,now,B,qw,u-124-1
sw3028B-ms98-a-0069,305.870250,305.980250,why,I,qw,u-124-1
sw3028B-ms98-a-0069,305.980250,306.220250,would,I,qw,u-124-1
sw3028B-ms98-a-0069,306.220250,306.320250,you,I,qw,u-124-1
sw3028B-ms98-a-0069,306.320250,306.480250,go,I,qw,u-124-1
sw3028B-ms98-a-0069,306.480250,306.630250,to,I,qw,u-124-1
sw3028B-ms98-a-0069,306.630250,306.670250,a,I,qw,u-124-1
sw3028B-ms98-a-0069,306.670250,307.150250,seafood,I,qw,u-124-1
sw3028B-ms98-a-0069,307.150250,307.640250,restaurant,I,qw,u-124-1
sw3028B-ms98-a-0069,307.640250,307.760250,to,I,qw,u-124-1
sw3028B-ms98-a-0069,307.760250,308.010250,eat,I,qw,u-124-1
sw3028B-ms98-a-0069,308.010250,308.674375,chicken,I,qw,u-124-1
sw3028B-ms98-a-0069,309.171625,309.330250,that's,B,sd,u-126-1
sw3028B-ms98-a-0069,309.330250,309.490250,one,I,sd,u-126-1
sw3028B-ms98-a-0069,309.490250,309.570250,of,I,sd,u-126-1
sw3028B-ms98-a-0069,309.570250,309.680250,my,I,sd,u-126-1
sw3028B-ms98-a-0069,309.680250,310.090250,husband's,I,sd,u-126-1
sw3028B-ms98-a-0069,310.090250,310.320250,pet,I,sd,u-126-1
sw3028B-ms98-a-0069,310.320250,310.620250,peeves,I,sd,u-126-1
sw3028B-ms98-a-0069,310.620250,310.700250,he,B,sd,u-126-2
sw3028B-ms98-a-0069,310.700250,310.910250,doesn't,I,sd,u-126-2
sw3028B-ms98-a-0069,310.910250,311.210250,understand,I,sd,u-126-2
sw3028B-ms98-a-0069,311.210250,311.270250,why,I,sd,u-126-2
sw3028B-ms98-a-0069,311.270250,311.570250,somebody,I,sd,u-126-2
sw3028B-ms98-a-0069,311.570250,311.690250,would,I,sd,u-126-2
sw3028B-ms98-a-0069,311.690250,311.840250,go,I,sd,u-126-2
sw3028B-ms98-a-0069,311.840250,311.960250,to,I,sd,u-126-2
sw3028B-ms98-a-0069,311.960250,312.080250,a,I,sd,u-126-2
sw3028B-ms98-a-0069,312.080250,312.490250,seafood,I,sd,u-126-2
sw3028B-ms98-a-0069,312.490250,312.810250,place,I,sd,u-126-2
sw3028B-ms98-a-0069,312.810250,312.910250,and,I,sd,u-126-2
sw3028B-ms98-a-0069,312.910250,313.040250,eat,I,sd,u-126-2
sw3028B-ms98-a-0069,313.040250,313.190250,either,I,sd,u-126-2
sw3028B-ms98-a-0069,313.190250,313.520250,chicken,I,sd,u-126-2
sw3028B-ms98-a-0069,313.520250,313.600250,or,I,sd,u-126-2
sw3028B-ms98-a-0069,313.600250,314.190125,steak,I,sd,u-126-2
sw3028B-ms98-a-0069,314.574375,314.640250,you,I,sd,u-126-2
sw3028B-ms98-a-0069,314.640250,314.886375,know,I,sd,u-126-2
sw3028B-ms98-a-0071,320.849625,321.147750,oh,B,bh,u-128-1
sw3028B-ms98-a-0071,321.147750,321.603125,really,I,bh,u-128-1
sw3028B-ms98-a-0072,322.609125,323.321250,oh,B,sv,u-130-1
sw3028B-ms98-a-0072,323.505750,323.978375,catfish,I,sv,u-130-1
sw3028B-ms98-a-0072,323.978375,324.098375,is,I,sv,u-130-1
sw3028B-ms98-a-0072,324.098375,324.771375,wonderful,I,sv,u-130-1
sw3028B-ms98-a-0072,325.355125,325.528375,oh,B,b,u-132-1
sw3028B-ms98-a-0072,325.528375,326.028500,really,I,b,u-132-1
sw3028B-ms98-a-0073,326.835250,327.359250,really,B,b,u-134-1
sw3028B-ms98-a-0075,331.578375,332.009375,why,B,qw,u-136-1
sw3028B-ms98-a-0077,334.255875,335.037875,oh,B,bk,u-138-1
sw3028B-ms98-a-0079,339.727625,340.232125,hum,O,,
sw3028B-ms98-a-0081,345.416500,345.618500,that's,B,sd,u-142-1
sw3028B-ms98-a-0081,345.618500,345.808500,too,I,sd,u-142-1
sw3028B-ms98-a-0081,345.808500,346.078500,bad,I,sd,u-142-1
sw3028B-ms98-a-0081,346.078500,346.248500,because,B,+,u-144-1
sw3028B-ms98-a-0081,346.248500,346.368500,i'm,I,+,u-144-1
sw3028B-ms98-a-0081,346.368500,346.738500,probably,I,+,u-144-1
sw3028B-ms98-a-0081,346.738500,346.968500,not,I,+,u-144-1
sw3028B-ms98-a-0081,346.968500,347.148500,going,I,+,u-144-1
sw3028B-ms98-a-0081,347.148500,347.218500,to,I,+,u-144-1
sw3028B-ms98-a-0081,347.218500,347.518500,stop,I,+,u-144-1
sw3028B-ms98-a-0081,347.518500,347.788500,eating,I,+,u-144-1
sw3028B-ms98-a-0081,347.788500,347.898750,it,I,+,u-144-1
sw3028B-ms98-a-0081,347.898750,349.720625,[laughter],O,,
sw3028B-ms98-a-0083,364.797500,365.272000,uh-huh,B,b,u-146-1
sw3028B-ms98-a-0083,365.656250,366.096875,yeah,B,b,u-146-2
sw3028B-ms98-a-0085,370.100875,370.417875,that's,B,aa,u-148-1
sw3028B-ms98-a-0085,370.417875,370.896500,true,I,aa,u-148-1
sw3028B-ms98-a-0087,372.879000,373.079000,oh,B,sd,u-150-1
sw3028B-ms98-a-0087,373.079000,373.319000,on,I,sd,u-150-1
sw3028B-ms98-a-0087,373.319000,373.479000,one,I,sd,u-150-1
sw3028B-ms98-a-0087,373.479000,373.779000,hand,I,sd,u-150-1
sw3028B-ms98-a-0087,373.779000,373.829000,i,I,sd,u-150-1
sw3028B-ms98-a-0087,373.829000,374.099000,see,I,sd,u-150-1
sw3028B-ms98-a-0087,374.099000,374.459000,that,I,sd,u-150-1
sw3028B-ms98-a-0087,374.459000,374.549000,and,B,sd,u-150-2
sw3028B-ms98-a-0087,374.549000,374.649000,on,I,sd,u-150-2
sw3028B-ms98-a-0087,374.649000,374.789000,the,I,sd,u-150-2
sw3028B-ms98-a-0087,374.789000,374.939000,other,I,sd,u-150-2
sw3028B-ms98-a-0087,374.939000,375.337500,hand,I,sd,u-150-2
sw3028B-ms98-a-0087,375.744250,376.152250,uh,I,sd,u-150-2
sw3028B-ms98-a-0087,376.152250,376.379000,my,I,sd,u-150-2
sw3028B-ms98-a-0087,376.379000,376.709000,older,I,sd,u-150-2
sw3028B-ms98-a-0087,376.709000,377.251125,sister,I,sd,u-150-2
sw3028B-ms98-a-0088,378.049625,378.660625,remembers,B,+,u-152-1
sw3028B-ms98-a-0088,378.660625,378.980625,when,I,+,u-152-1
sw3028B-ms98-a-0088,378.980625,379.249375,uh,I,+,u-152-1
sw3028B-ms98-a-0088,379.671125,379.810625,at,I,+,u-152-1
sw3028B-ms98-a-0088,379.810625,379.980625,one,I,+,u-152-1
sw3028B-ms98-a-0088,379.980625,380.260625,point,I,+,u-152-1
sw3028B-ms98-a-0088,380.260625,380.330625,they,I,+,u-152-1
sw3028B-ms98-a-0088,380.330625,380.440625,were,I,+,u-152-1
sw3028B-ms98-a-0088,380.440625,380.850625,taking,I,+,u-152-1
sw3028B-ms98-a-0088,380.850625,381.680625,radioactive,I,+,u-152-1
sw3028B-ms98-a-0088,381.680625,382.355000,wastes,I,+,u-152-1
sw3028B-ms98-a-0089,382.977000,383.131000,and,B,+,u-154-1
sw3028B-ms98-a-0089,383.131000,383.511000,storing,I,+,u-154-1
sw3028B-ms98-a-0089,383.511000,383.641000,them,I,+,u-154-1
sw3028B-ms98-a-0089,383.641000,383.771000,in,I,+,u-154-1
sw3028B-ms98-a-0089,383.771000,384.111000,tin,I,+,u-154-1
sw3028B-ms98-a-0089,384.111000,384.731000,barrels,I,+,u-154-1
sw3028B-ms98-a-0089,384.731000,385.058500,which,I,+,u-154-1
sw3028B-ms98-a-0089,385.276875,385.711000,i-,I,+,u-154-1
sw3028B-ms98-a-0089,385.711000,386.038375,i,I,+,u-154-1
sw3028B-ms98-a-0089,386.038375,386.433500,guess,I,+,u-154-1
sw3028B-ms98-a-0089,386.855375,387.031000,had,B,+,u-156-1
sw3028B-ms98-a-0089,387.031000,387.091000,a,I,+,u-156-1
sw3028B-ms98-a-0089,387.091000,387.691000,half-life,I,+,u-156-1
sw3028B-ms98-a-0089,387.691000,388.262125,of,I,+,u-156-1
sw3028B-ms98-a-0089,388.394000,388.721000,oh,I,+,u-156-1
sw3028B-ms98-a-0089,388.721000,389.071000,five,I,+,u-156-1
sw3028B-ms98-a-0089,389.071000,389.431000,years,I,+,u-156-1
sw3028B-ms98-a-0089,389.431000,389.571000,if,I,+,u-156-1
sw3028B-ms98-a-0089,389.571000,389.721000,they,I,+,u-156-1
sw3028B-ms98-a-0089,389.721000,389.901000,sit,I,+,u-156-1
sw3028B-ms98-a-0089,389.901000,390.211000,empty,I,+,u-156-1
sw3028B-ms98-a-0089,390.211000,390.361000,on,I,+,u-156-1
sw3028B-ms98-a-0089,390.361000,390.601000,dry,I,+,u-156-1
sw3028B-ms98-a-0089,390.601000,391.120500,land,I,+,u-156-1
sw3028B-ms98-a-0090,391.585875,391.685875,so,B,sd,u-158-1
sw3028B-ms98-a-0090,391.685875,391.785875,they're,I,sd,u-158-1
sw3028B-ms98-a-0090,391.785875,392.015875,putting,I,sd,u-158-1
sw3028B-ms98-a-0090,392.015875,392.665875,radioactive,I,sd,u-158-1
sw3028B-ms98-a-0090,392.665875,392.955875,waste,I,sd,u-158-1
sw3028B-ms98-a-0090,392.955875,393.015875,in,I,sd,u-158-1
sw3028B-ms98-a-0090,393.015875,393.095875,it,I,sd,u-158-1
sw3028B-ms98-a-0090,393.095875,393.381250,which,I,sd,u-158-1
sw3028B-ms98-a-0090,393.535625,394.025875,reduces,I,sd,u-158-1
sw3028B-ms98-a-0090,394.025875,394.175875,it,I,sd,u-158-1
sw3028B-ms98-a-0090,394.175875,394.927250,dramatically,I,sd,u-158-1
sw3028B-ms98-a-0090,395.293000,395.364625,and,B,sd,u-160-1
sw3028B-ms98-a-0090,395.364625,395.435875,then,I,sd,u-160-1
sw3028B-ms98-a-0090,395.435875,395.555875,they,I,sd,u-160-1
sw3028B-ms98-a-0090,395.555875,395.865875,take,I,sd,u-160-1
sw3028B-ms98-a-0090,395.865875,396.015875,these,I,sd,u-160-1
sw3028B-ms98-a-0090,396.015875,396.325875,things,I,sd,u-160-1
sw3028B-ms98-a-0090,396.325875,396.445875,that,I,sd,u-160-1
sw3028B-ms98-a-0090,396.445875,396.695875,will,I,sd,u-160-1
sw3028B-ms98-a-0090,396.695875,397.015875,rust,I,sd,u-160-1
sw3028B-ms98-a-0090,397.015875,397.155875,and,B,sd,u-160-2
sw3028B-ms98-a-0090,397.155875,397.255875,they,I,sd,u-160-2
sw3028B-ms98-a-0090,397.255875,397.465875,throw,I,sd,u-160-2
sw3028B-ms98-a-0090,397.465875,397.605875,them,I,sd,u-160-2
sw3028B-ms98-a-0090,397.605875,397.723750,in,I,sd,u-160-2
sw3028B-ms98-a-0090,397.723750,397.801375,the,I,sd,u-160-2
sw3028B-ms98-a-0090,397.801375,398.421625,ocean,I,sd,u-160-2
sw3028B-ms98-a-0090,398.787000,398.975875,which,I,sd,u-160-2
sw3028B-ms98-a-0090,398.975875,399.065875,is,I,sd,u-160-2
sw3028B-ms98-a-0090,399.065875,399.195875,going,I,sd,u-160-2
sw3028B-ms98-a-0090,399.195875,399.265875,to,I,sd,u-160-2
sw3028B-ms98-a-0090,399.265875,399.655875,speedup,I,sd,u-160-2
sw3028B-ms98-a-0090,399.655875,399.715875,the,I,sd,u-160-2
sw3028B-ms98-a-0090,399.715875,400.195875,process,I,sd,u-160-2
sw3028B-ms98-a-0090,400.195875,400.385875,even,I,sd,u-160-2
sw3028B-ms98-a-0090,400.385875,400.949750,more,I,sd,u-160-2
sw3028B-ms98-a-0092,405.099125,405.409875,oh,B,b,u-162-1
sw3028B-ms98-a-0092,405.409875,405.629875,and,B,sd,u-162-2
sw3028B-ms98-a-0092,405.629875,406.151000,then,I,sd,u-162-2
sw3028B-ms98-a-0092,406.595375,406.689875,they,I,sd,u-162-2
sw3028B-ms98-a-0092,406.689875,406.969875,wouldn't,I,sd,u-162-2
sw3028B-ms98-a-0092,406.969875,407.389875,sink,O,,
sw3028B-ms98-a-0092,407.389875,407.499875,they,B,sd,u-162-3
sw3028B-ms98-a-0092,407.499875,407.619875,were,I,sd,u-162-3
sw3028B-ms98-a-0092,407.619875,407.999875,floating,I,sd,u-162-3
sw3028B-ms98-a-0092,407.999875,408.459875,around,I,sd,u-162-3
sw3028B-ms98-a-0092,408.459875,408.559875,so,B,sd,u-162-4
sw3028B-ms98-a-0092,408.559875,408.669875,they,I,sd,u-162-4
sw3028B-ms98-a-0092,408.669875,408.949875,shot,I,sd,u-162-4
sw3028B-ms98-a-0092,408.949875,409.279875,holes,I,sd,u-162-4
sw3028B-ms98-a-0092,409.279875,409.379875,in,I,sd,u-162-4
sw3028B-ms98-a-0092,409.379875,409.499875,them,I,sd,u-162-4
sw3028B-ms98-a-0092,409.499875,409.669875,to,I,sd,u-162-4
sw3028B-ms98-a-0092,409.669875,409.949875,sink,I,sd,u-162-4
sw3028B-ms98-a-0092,409.949875,410.207250,them,I,sd,u-162-4
sw3028B-ms98-a-0092,410.572500,410.679875,and,B,sd,u-164-1
sw3028B-ms98-a-0092,410.679875,410.839875,this,I,sd,u-164-1
sw3028B-ms98-a-0092,410.839875,410.979875,is,I,sd,u-164-1
sw3028B-ms98-a-0092,410.979875,411.419875,before,I,sd,u-164-1
sw3028B-ms98-a-0092,411.419875,411.489875,i,I,sd,u-164-1
sw3028B-ms98-a-0092,411.489875,411.719875,was,I,sd,u-164-1
sw3028B-ms98-a-0092,411.719875,412.356125,born,I,sd,u-164-1
sw3028B-ms98-a-0093,413.826875,414.220875,so,B,sd,u-166-1
sw3028B-ms98-a-0093,414.220875,414.285250,i,I,sd,u-166-1
sw3028B-ms98-a-0093,414.285250,414.465250,mean,I,sd,u-166-1
sw3028B-ms98-a-0093,414.465250,414.555250,we're,I,sd,u-166-1
sw3028B-ms98-a-0093,414.555250,415.025250,taking,I,sd,u-166-1
sw3028B-ms98-a-0093,415.025250,415.315250,thirty,I,sd,u-166-1
sw3028B-ms98-a-0093,415.315250,415.595250,years,I,sd,u-166-1
sw3028B-ms98-a-0093,415.595250,416.028375,ago,I,sd,u-166-1
sw3028B-ms98-a-0093,416.028375,416.305250,this,B,+,u-168-1
sw3028B-ms98-a-0093,416.305250,416.684000,happened,I,+,u-168-1
sw3028B-ms98-a-0093,416.684000,416.912500,and,B,sv,u-170-1
sw3028B-ms98-a-0094,418.147875,418.257625,and,I,sv,u-170-1
sw3028B-ms98-a-0094,418.257625,418.625125,who's,I,sv,u-170-1
sw3028B-ms98-a-0094,419.144875,419.315250,you,I,sv,u-170-1
sw3028B-ms98-a-0094,419.315250,419.626250,know,I,sv,u-170-1
sw3028B-ms98-a-0094,419.822125,419.885250,the,I,sv,u-170-1
sw3028B-ms98-a-0094,419.885250,420.593250,tuna,I,sv,u-170-1
sw3028B-ms98-a-0094,420.830500,420.985250,is,I,sv,u-170-1
sw3028B-ms98-a-0094,420.985250,422.051750,radioactive,I,sv,u-170-1
sw3028B-ms98-a-0095,423.007250,423.096250,to,B,+,u-172-1
sw3028B-ms98-a-0095,423.096250,423.236250,a,I,+,u-172-1
sw3028B-ms98-a-0095,423.236250,423.476250,certain,I,+,u-172-1
sw3028B-ms98-a-0095,423.476250,424.036250,extent,I,+,u-172-1
sw3028B-ms98-a-0095,424.036250,424.146250,you,B,sv,u-174-1
sw3028B-ms98-a-0095,424.146250,424.416250,can't,I,sv,u-174-1
sw3028B-ms98-a-0095,424.416250,424.506250,get,I,sv,u-174-1
sw3028B-ms98-a-0095,424.506250,424.736250,away,I,sv,u-174-1
sw3028B-ms98-a-0095,424.736250,424.946250,from,I,sv,u-174-1
sw3028B-ms98-a-0095,424.946250,425.076250,it,I,sv,u-174-1
sw3028B-ms98-a-0095,425.076250,425.206250,so,B,%,u-174-2
sw3028B-ms98-a-0095,425.206250,425.256250,i,I,%,u-174-2
sw3028B-ms98-a-0095,425.256250,425.586250,think,I,%,u-174-2
sw3028B-ms98-a-0096,427.121250,427.276750,to,B,+,u-176-1
sw3028B-ms98-a-0096,427.276750,427.536750,some,I,+,u-176-1
sw3028B-ms98-a-0096,427.536750,427.946750,point,I,+,u-176-1
sw3028B-ms98-a-0096,427.946750,428.417250,yeah,B,b^m,u-178-1
sw3028B-ms98-a-0096,428.579125,428.646750,you,B,sv,u-178-2
sw3028B-ms98-a-0096,428.646750,428.856750,know,I,sv,u-178-2
sw3028B-ms98-a-0096,428.856750,429.476750,so,I,sv,u-178-2
sw3028B-ms98-a-0096,429.476750,429.838875,there's,I,sv,u-178-2
sw3028B-ms98-a-0096,429.838875,429.966750,you,I,sv,u-178-2
sw3028B-ms98-a-0096,429.966750,430.096750,know,I,sv,u-178-2
sw3028B-ms98-a-0096,430.096750,430.236750,there's,I,sv,u-178-2
sw3028B-ms98-a-0096,430.236750,430.436750,some,I,sv,u-178-2
sw3028B-ms98-a-0096,430.436750,430.676750,things,I,sv,u-178-2
sw3028B-ms98-a-0096,430.676750,430.726750,i,I,sv,u-178-2
sw3028B-ms98-a-0096,430.726750,430.946750,think,I,sv,u-178-2
sw3028B-ms98-a-0096,430.946750,431.016750,we,I,sv,u-178-2
sw3028B-ms98-a-0096,431.016750,431.286750,can,I,sv,u-178-2
sw3028B-ms98-a-0096,431.286750,431.487500,a[void]-,I,sv,u-178-2
sw3028B-ms98-a-0096,431.487500,431.626750,we,I,sv,u-178-2
sw3028B-ms98-a-0096,431.626750,431.986750,you,I,sv,u-178-2
