sw2812A-ms98-a-0002,0.402125,0.642125,yeah,B,ny,u-2-1
sw2812A-ms98-a-0055,199.856500,200.040250,about_1,I,sd^t,u-82-1
sw2812A-ms98-a-0055,200.040250,200.360250,child,I,sd^t,u-82-1
sw2812A-ms98-a-0055,200.360250,200.734125,care,I,sd^t,u-82-1
sw2812A-ms98-a-0055,200.952625,201.340250,and,B,sd,u-82-2
sw2812A-ms98-a-0055,201.340250,201.460250,he,I,sd,u-82-2
sw2812A-ms98-a-0055,201.460250,201.690250,asked,I,sd,u-82-2
sw2812A-ms98-a-0055,201.690250,201.760250,me,I,sd,u-82-2
sw2812A-ms98-a-0055,201.760250,201.850250,if,I,sd,u-82-2
sw2812A-ms98-a-0055,201.850250,201.900250,i,I,sd,u-82-2
sw2812A-ms98-a-0055,201.900250,201.990250,had,I,sd,u-82-2
sw2812A-ms98-a-0055,201.990250,202.100250,any,I,sd,u-82-2
sw2812A-ms98-a-0055,202.100250,202.410250,kids,I,sd,u-82-2
sw2812A-ms98-a-0055,202.410250,202.490250,he,B,sd,u-82-3
sw2812A-ms98-a-0055,202.490250,202.600250,was,I,sd,u-82-3
sw2812A-ms98-a-0055,202.600250,202.820250,about,I,sd,u-82-3
sw2812A-ms98-a-0055,202.820250,203.130250,forty,I,sd,u-82-3
sw2812A-ms98-a-0055,203.130250,203.190250,or,I,sd,u-82-3
sw2812A-ms98-a-0055,203.190250,203.440250,fifty,I,sd,u-82-3
sw2812A-ms98-a-0055,203.440250,203.630250,years,I,sd,u-82-3
sw2812A-ms98-a-0055,203.630250,203.850250,old,I,sd,u-82-3
sw2812A-ms98-a-0055,203.850250,203.950250,and,B,sd,u-82-4
sw2812A-ms98-a-0055,203.950250,204.010250,i,I,sd,u-82-4
sw2812A-ms98-a-0055,204.010250,204.200250,said,I,sd,u-82-4
sw2812A-ms98-a-0055,204.200250,204.360250,no,I,sd,u-82-4
sw2812A-ms98-a-0055,204.360250,204.530250,i'm,I,sd,u-82-4
sw2812A-ms98-a-0055,204.530250,204.740250,just,I,sd,u-82-4
sw2812A-ms98-a-0055,204.740250,205.077375,twenty,I,sd,u-82-4
sw2812A-ms98-a-0055,205.529375,205.670250,and,B,sd,u-84-1
sw2812A-ms98-a-0055,205.670250,205.740250,i,I,sd,u-84-1
sw2812A-ms98-a-0055,205.740250,205.920250,said,I,sd,u-84-1
sw2812A-ms98-a-0055,205.920250,206.130250,no,I,sd,u-84-1
sw2812A-ms98-a-0055,206.130250,206.260250,i'm,I,sd,u-84-1
sw2812A-ms98-a-0055,206.260250,206.460250,just,I,sd,u-84-1
sw2812A-ms98-a-0055,206.460250,206.730250,twenty,I,sd,u-84-1
sw2812A-ms98-a-0055,206.730250,207.130250,three,I,sd,u-84-1
sw2812A-ms98-a-0056,207.545375,207.645375,you,B,+,u-86-1
sw2812A-ms98-a-0056,207.645375,207.735375,know,I,+,u-86-1
sw2812A-ms98-a-0056,207.735375,207.875375,because_1,I,+,u-86-1
sw2812A-ms98-a-0056,207.875375,208.035375,i,I,+,u-86-1
sw2812A-ms98-a-0056,208.035375,208.225375,don't,I,+,u-86-1
sw2812A-ms98-a-0056,208.225375,208.405375,think,I,+,u-86-1
sw2812A-ms98-a-0056,208.405375,208.485375,of,I,+,u-86-1
sw2812A-ms98-a-0056,208.485375,208.945375,myself,I,+,u-86-1
sw2812A-ms98-a-0056,208.945375,209.075375,as,I,+,u-86-1
sw2812A-ms98-a-0056,209.075375,209.385375,needing,I,+,u-86-1
sw2812A-ms98-a-0056,209.385375,209.445375,to,I,+,u-86-1
sw2812A-ms98-a-0056,209.445375,209.655375,have,I,+,u-86-1
sw2812A-ms98-a-0056,209.655375,210.015375,children,I,+,u-86-1
sw2812A-ms98-a-0056,210.015375,210.325375,but,B,sd(^q),u-86-2
sw2812A-ms98-a-0056,210.325375,210.485375,the,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,210.485375,210.585375,the,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,210.585375,210.745375,first,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,210.745375,210.895375,thing,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,210.895375,211.115375,he,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,211.115375,211.515375,says,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,211.515375,211.906125,is,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,212.188625,212.295375,well,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,212.295375,212.535375,don't,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,212.535375,212.625375,you,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,212.625375,212.845375,miss,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,212.845375,213.015375,that,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,213.015375,213.255375,part,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,213.255375,213.365375,of,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,213.365375,213.485375,your,I,sd(^q),u-86-2
sw2812A-ms98-a-0056,213.485375,214.029625,life,I,sd(^q),u-86-2
sw2812A-ms98-a-0057,214.499000,214.759000,and,B,%,u-86-3
sw2812A-ms98-a-0057,214.759000,214.872375,i,I,%,u-86-3
sw2812A-ms98-a-0057,214.872375,215.362375,just,I,%,u-86-3
sw2812A-ms98-a-0057,215.362375,215.503625,i,B,%,u-86-4
sw2812A-ms98-a-0057,215.812500,215.992375,my,B,sd,u-86-5
sw2812A-ms98-a-0057,215.992375,216.202375,my,I,sd,u-86-5
sw2812A-ms98-a-0057,216.202375,216.592375,mind,I,sd,u-86-5
sw2812A-ms98-a-0057,216.592375,216.822375,just,I,sd,u-86-5
sw2812A-ms98-a-0057,216.822375,217.195000,went,I,sd,u-86-5
sw2812A-ms98-a-0057,217.334375,217.442375,i,B,sd(^q),u-88-1
sw2812A-ms98-a-0057,217.442375,217.762375,went,I,sd(^q),u-88-1
sw2812A-ms98-a-0057,217.762375,218.042375,what,I,sd(^q),u-88-1
sw2812A-ms98-a-0057,218.192375,218.342375,you,B,+,u-90-1
sw2812A-ms98-a-0057,218.342375,218.482375,know,I,+,u-90-1
sw2812A-ms98-a-0057,218.482375,218.652375,because,B,sd,u-90-2
sw2812A-ms98-a-0057,218.652375,218.812375,it,I,sd,u-90-2
sw2812A-ms98-a-0057,218.812375,218.872375,d[idn't]-,I,sd,u-90-2
sw2812A-ms98-a-0057,218.872375,219.182375,it,I,sd,u-90-2
sw2812A-ms98-a-0057,219.182375,219.402375,really,I,sd,u-90-2
sw2812A-ms98-a-0057,219.402375,219.772375,didn't,I,sd,u-90-2
sw2812A-ms98-a-0057,219.772375,220.062375,doesn't,I,sd,u-90-2
sw2812A-ms98-a-0057,220.062375,220.232375,even,I,sd,u-90-2
sw2812A-ms98-a-0057,220.232375,220.532375,occur,I,sd,u-90-2
sw2812A-ms98-a-0057,220.532375,220.612375,to,I,sd,u-90-2
sw2812A-ms98-a-0057,220.612375,220.742375,me,I,sd,u-90-2
sw2812A-ms98-a-0057,220.742375,220.962375,right,I,sd,u-90-2
sw2812A-ms98-a-0057,220.962375,221.102375,now,I,sd,u-90-2
sw2812A-ms98-a-0057,221.102375,221.312375,to,I,sd,u-90-2
sw2812A-ms98-a-0057,221.312375,221.552375,have,I,sd,u-90-2
sw2812A-ms98-a-0057,221.552375,222.154000,children,I,sd,u-90-2
sw2812A-ms98-a-0057,222.921625,223.273750,becau[se]-,O,,
sw2812A-ms98-a-0058,224.076000,224.590375,[laughter-yeah],O,,
sw2812A-ms98-a-0058,224.590375,224.750375,and,B,%,u-92-2
sw2812A-ms98-a-0058,224.750375,224.943625,it,I,%,u-92-2
sw2812A-ms98-a-0058,225.229875,225.350375,it,I,%,u-92-2
sw2812A-ms98-a-0058,225.350375,225.610375,just,I,%,u-92-2
sw2812A-ms98-a-0058,225.610375,225.720375,you,I,%,u-92-2
sw2812A-ms98-a-0058,225.720375,225.950375,know,I,%,u-92-2
sw2812A-ms98-a-0058,225.950375,226.070375,i,B,sd,u-92-3
sw2812A-ms98-a-0058,226.070375,226.400375,think,I,sd,u-92-3
sw2812A-ms98-a-0058,226.400375,226.610375,that,I,sd,u-92-3
sw2812A-ms98-a-0058,226.610375,226.770375,i'll,I,sd,u-92-3
sw2812A-ms98-a-0058,226.770375,227.090375,probably,I,sd,u-92-3
sw2812A-ms98-a-0058,227.090375,227.230375,have,I,sd,u-92-3
sw2812A-ms98-a-0058,227.230375,227.540375,children,I,sd,u-92-3
sw2812A-ms98-a-0058,227.540375,227.670375,when,I,sd,u-92-3
sw2812A-ms98-a-0058,227.670375,227.840375,i'm,I,sd,u-92-3
sw2812A-ms98-a-0058,227.840375,228.216625,about,I,sd,u-92-3
sw2812A-ms98-a-0058,228.966125,229.470375,thirty,I,sd,u-92-3
sw2812A-ms98-a-0058,229.470375,229.730375,thirty,I,sd,u-92-3
sw2812A-ms98-a-0058,229.730375,230.110375,five,I,sd,u-92-3
sw2812A-ms98-a-0058,230.110375,230.400375,something,I,sd,u-92-3
sw2812A-ms98-a-0058,230.400375,230.540375,like,I,sd,u-92-3
sw2812A-ms98-a-0058,230.650375,230.860375,just,B,+,u-94-1
sw2812A-ms98-a-0058,230.860375,231.416625,because,I,+,u-94-1
sw2812A-ms98-a-0058,231.733000,231.840375,i'm,I,+,u-94-1
sw2812A-ms98-a-0058,231.840375,231.980375,not,I,+,u-94-1
sw2812A-ms98-a-0058,231.980375,232.110375,sure,I,+,u-94-1
sw2812A-ms98-a-0058,232.110375,232.210375,if,I,+,u-94-1
sw2812A-ms98-a-0058,232.210375,232.370375,it's,I,+,u-94-1
sw2812A-ms98-a-0058,232.370375,232.700375,just,I,+,u-94-1
sw2812A-ms98-a-0058,232.700375,232.860375,if,I,+,u-94-1
sw2812A-ms98-a-0058,232.860375,233.070375,it's,I,+,u-94-1
sw2812A-ms98-a-0058,233.070375,233.240375,just,I,+,u-94-1
sw2812A-ms98-a-0058,233.240375,233.571500,me,I,+,u-94-1
sw2812A-ms98-a-0058,233.571500,233.880375,or,I,+,u-94-1
sw2812A-ms98-a-0058,233.880375,234.070375,or,I,+,u-94-1
sw2812A-ms98-a-0058,234.070375,234.430375,women,I,+,u-94-1
sw2812A-ms98-a-0058,234.430375,234.570375,in,I,+,u-94-1
sw2812A-ms98-a-0058,234.570375,235.100375,general,I,+,u-94-1
sw2812A-ms98-a-0058,235.100375,235.250375,that,I,+,u-94-1
sw2812A-ms98-a-0058,235.250375,235.340375,are,I,+,u-94-1
sw2812A-ms98-a-0058,235.340375,235.660375,twenty,I,+,u-94-1
sw2812A-ms98-a-0058,235.660375,235.880375,three,I,+,u-94-1
sw2812A-ms98-a-0058,235.880375,236.090375,right,I,+,u-94-1
sw2812A-ms98-a-0058,236.090375,236.280375,now,I,+,u-94-1
sw2812A-ms98-a-0058,236.280375,236.718500,because,I,+,u-94-1
sw2812A-ms98-a-0058,237.311250,237.728250,um,I,+,u-94-1
sw2812A-ms98-a-0059,238.226250,238.545250,i'm,I,+,u-94-1
sw2812A-ms98-a-0059,238.545250,238.795250,really,I,+,u-94-1
sw2812A-ms98-a-0059,238.795250,239.005250,into,I,+,u-94-1
sw2812A-ms98-a-0059,239.005250,239.165250,my,I,+,u-94-1
sw2812A-ms98-a-0059,239.165250,239.726750,career,I,+,u-94-1
sw2812A-ms98-a-0059,239.873750,240.005250,i'm,B,sd,u-94-2
sw2812A-ms98-a-0059,240.005250,240.335250,trying,I,sd,u-94-2
sw2812A-ms98-a-0059,240.335250,240.415250,to,I,sd,u-94-2
sw2812A-ms98-a-0059,240.415250,240.605250,go,I,sd,u-94-2
sw2812A-ms98-a-0059,240.605250,241.255250,somewhere,I,sd,u-94-2
sw2812A-ms98-a-0060,241.876500,242.200875,and,I,sd,u-94-2
sw2812A-ms98-a-0060,242.352625,242.603000,and,B,+,u-96-1
sw2812A-ms98-a-0060,242.603000,242.823000,get,I,+,u-96-1
sw2812A-ms98-a-0060,242.823000,242.983000,there,I,+,u-96-1
sw2812A-ms98-a-0060,242.983000,243.503000,quick,I,+,u-96-1
sw2812A-ms98-a-0060,243.503000,243.703000,and,I,+,u-96-1
sw2812A-ms98-a-0060,243.703000,243.933000,then,I,+,u-96-1
sw2812A-ms98-a-0060,243.933000,244.133000,worry,I,+,u-96-1
sw2812A-ms98-a-0060,244.133000,244.528250,about,I,+,u-96-1
sw2812A-ms98-a-0060,244.709000,244.803000,you,I,+,u-96-1
sw2812A-ms98-a-0060,244.803000,244.923000,know,I,+,u-96-1
sw2812A-ms98-a-0060,244.923000,245.093000,because_1,I,+,u-96-1
sw2812A-ms98-a-0060,245.093000,245.343000,right,I,+,u-96-1
sw2812A-ms98-a-0060,245.343000,245.818000,now,I,+,u-96-1
sw2812A-ms98-a-0060,246.126875,246.273000,in,I,+,u-96-1
sw2812A-ms98-a-0060,246.273000,246.443000,my,I,+,u-96-1
sw2812A-ms98-a-0060,246.443000,246.943000,career,I,+,u-96-1
sw2812A-ms98-a-0060,246.943000,247.159375,i'm,I,+,u-96-1
sw2812A-ms98-a-0060,247.302500,247.523000,i'm,I,+,u-96-1
sw2812A-ms98-a-0060,247.523000,247.753000,really,I,+,u-96-1
sw2812A-ms98-a-0060,247.753000,248.273000,starting,I,+,u-96-1
sw2812A-ms98-a-0060,248.273000,248.523250,out,I,+,u-96-1
sw2812A-ms98-a-0060,248.692750,248.983000,and,B,sd,u-96-2
sw2812A-ms98-a-0060,248.983000,249.083000,it's,I,sd,u-96-2
sw2812A-ms98-a-0060,249.083000,249.203000,going,I,sd,u-96-2
sw2812A-ms98-a-0060,249.203000,249.263000,to,I,sd,u-96-2
sw2812A-ms98-a-0060,249.263000,249.473000,take,I,sd,u-96-2
sw2812A-ms98-a-0060,249.473000,249.593000,me,I,sd,u-96-2
sw2812A-ms98-a-0060,249.593000,249.673000,a,I,sd,u-96-2
sw2812A-ms98-a-0060,249.673000,249.903000,while,I,sd,u-96-2
sw2812A-ms98-a-0060,249.903000,249.993000,to,I,sd,u-96-2
sw2812A-ms98-a-0060,249.993000,250.273000,move,I,sd,u-96-2
sw2812A-ms98-a-0060,250.273000,250.623000,up,I,sd,u-96-2
sw2812A-ms98-a-0060,250.623000,250.763000,and,B,sd,u-98-1
sw2812A-ms98-a-0060,250.763000,250.843000,i,I,sd,u-98-1
sw2812A-ms98-a-0060,250.843000,251.054500,don't,I,sd,u-98-1
sw2812A-ms98-a-0060,251.225125,251.575375,need,I,sd,u-98-1
sw2812A-ms98-a-0060,251.575375,252.333000,anything,I,sd,u-98-1
sw2812A-ms98-a-0060,252.683000,252.913000,kind,I,sd,u-98-1
sw2812A-ms98-a-0060,252.913000,252.973000,of,I,sd,u-98-1
sw2812A-ms98-a-0060,252.973000,253.283000,holding,I,sd,u-98-1
sw2812A-ms98-a-0060,253.283000,253.413000,me,I,sd,u-98-1
sw2812A-ms98-a-0060,253.413000,253.902250,back,I,sd,u-98-1
sw2812A-ms98-a-0060,254.455000,254.719125,um,I,sd,u-98-1
sw2812A-ms98-a-0061,256.365750,256.701875,um-hum,B,b,u-100-1
sw2812A-ms98-a-0063,260.995750,261.375750,right,B,b,u-102-1
sw2812A-ms98-a-0063,261.375750,261.644125,uh-huh,B,b,u-102-2
sw2812A-ms98-a-0065,265.812375,266.080000,um-hum,B,b,u-104-1
sw2812A-ms98-a-0067,272.694875,273.083875,right,B,b,u-106-1
sw2812A-ms98-a-0068,274.645000,274.985000,right,B,b,u-108-1
sw2812A-ms98-a-0068,274.985000,275.217500,right,B,b^r,u-108-2
sw2812A-ms98-a-0070,282.146375,282.494250,um-hum,B,b,u-110-1
sw2812A-ms98-a-0072,288.174750,288.533625,um-hum,B,b,u-112-1
sw2812A-ms98-a-0074,290.790000,291.326750,yeah,B,b,u-114-1
sw2812A-ms98-a-0074,291.465250,291.800500,yeah,B,b^r,u-114-2
sw2812A-ms98-a-0076,293.911875,293.913500,[vocalized-noise],O,,
sw2812A-ms98-a-0078,297.922250,298.358750,yeah,B,b,u-116-1
sw2812A-ms98-a-0078,298.358750,298.628750,yeah,B,b^r,u-116-2
sw2812A-ms98-a-0078,298.828750,299.008750,it's,B,sv,u-118-1
sw2812A-ms98-a-0078,299.008750,299.218750,it's,I,sv,u-118-1
sw2812A-ms98-a-0078,299.218750,299.418750,just,I,sv,u-118-1
sw2812A-ms98-a-0078,299.418750,299.628750,really,I,sv,u-118-1
sw2812A-ms98-a-0078,299.628750,299.838750,not,I,sv,u-118-1
sw2812A-ms98-a-0078,299.838750,300.018750,there,I,sv,u-118-1
sw2812A-ms98-a-0078,300.018750,300.278750,anymore,I,sv,u-118-1
sw2812A-ms98-a-0078,300.278750,300.378750,and,B,sv,u-120-1
sw2812A-ms98-a-0078,300.378750,300.548750,that,I,sv,u-120-1
sw2812A-ms98-a-0078,300.548750,300.698750,that,I,sv,u-120-1
sw2812A-ms98-a-0078,300.698750,300.868750,has,I,sv,u-120-1
sw2812A-ms98-a-0078,300.868750,301.008750,to,I,sv,u-120-1
sw2812A-ms98-a-0078,301.008750,301.218750,do,I,sv,u-120-1
sw2812A-ms98-a-0078,301.218750,301.498750,with,I,sv,u-120-1
sw2812A-ms98-a-0078,301.498750,301.598750,you,I,sv,u-120-1
sw2812A-ms98-a-0078,301.598750,301.728750,know,I,sv,u-120-1
sw2812A-ms98-a-0078,301.728750,301.788750,the,I,sv,u-120-1
sw2812A-ms98-a-0078,301.788750,302.108750,women,I,sv,u-120-1
sw2812A-ms98-a-0078,302.108750,302.458750,getting,I,sv,u-120-1
sw2812A-ms98-a-0078,302.458750,302.728750,out,I,sv,u-120-1
sw2812A-ms98-a-0078,303.088750,303.298750,and,I,sv,u-120-1
sw2812A-ms98-a-0078,303.298750,303.588750,other,I,sv,u-120-1
sw2812A-ms98-a-0078,303.588750,303.988750,women,I,sv,u-120-1
sw2812A-ms98-a-0078,303.988750,304.682625,seeing,I,sv,u-120-1
sw2812A-ms98-a-0078,305.360625,305.658750,women,I,sv,u-120-1
sw2812A-ms98-a-0078,305.658750,305.998750,seeing,I,sv,u-120-1
sw2812A-ms98-a-0078,305.998750,306.278750,other,I,sv,u-120-1
sw2812A-ms98-a-0078,306.278750,306.808750,women,I,sv,u-120-1
sw2812A-ms98-a-0078,306.808750,306.934000,you,I,sv,u-120-1
sw2812A-ms98-a-0078,306.934000,307.092125,know,I,sv,u-120-1
sw2812A-ms98-a-0078,307.092125,307.328750,out,B,+,u-122-1
sw2812A-ms98-a-0078,307.328750,307.418750,in,I,+,u-122-1
sw2812A-ms98-a-0078,307.418750,307.488750,the,I,+,u-122-1
sw2812A-ms98-a-0078,307.488750,307.848750,corporate,I,+,u-122-1
sw2812A-ms98-a-0078,307.848750,308.038750,world,I,+,u-122-1
sw2812A-ms98-a-0078,308.038750,308.207625,that's,B,sv(^q),u-124-1
sw2812A-ms98-a-0078,308.207625,308.384625,like,I,sv(^q),u-124-1
sw2812A-ms98-a-0078,308.384625,308.588750,oh,I,sv(^q),u-124-1
sw2812A-ms98-a-0078,308.588750,308.678750,i,I,sv(^q),u-124-1
sw2812A-ms98-a-0078,308.678750,308.858750,can,I,sv(^q),u-124-1
sw2812A-ms98-a-0078,308.858750,309.008750,do,I,sv(^q),u-124-1
sw2812A-ms98-a-0078,309.008750,309.418750,that,I,sv(^q),u-124-1
sw2812A-ms98-a-0078,309.418750,309.538750,you,B,^q,u-124-2
sw2812A-ms98-a-0078,309.538750,309.668750,know,I,^q,u-124-2
sw2812A-ms98-a-0078,309.668750,309.948750,maybe,I,^q,u-124-2
sw2812A-ms98-a-0078,309.948750,309.978750,i,B,+,u-126-1
sw2812A-ms98-a-0078,309.978750,310.148750,don't,I,+,u-126-1
sw2812A-ms98-a-0078,310.148750,310.298750,need,I,+,u-126-1
sw2812A-ms98-a-0078,310.298750,310.358750,to,I,+,u-126-1
sw2812A-ms98-a-0078,310.358750,310.538750,get,I,+,u-126-1
sw2812A-ms98-a-0078,310.538750,311.044625,married,I,+,u-126-1
sw2812A-ms98-a-0079,312.704750,312.927250,[vocalized-noise],O,,
sw2812A-ms98-a-0080,313.757000,314.017000,she's,B,sd,u-128-1
sw2812A-ms98-a-0080,314.017000,314.207000,about,I,sd,u-128-1
sw2812A-ms98-a-0080,314.207000,314.697625,forty,I,sd,u-128-1
sw2812A-ms98-a-0080,314.901125,315.254500,um-hum,O,,
sw2812A-ms98-a-0081,316.199000,318.572000,[laughter],O,,
sw2812A-ms98-a-0083,320.895750,322.119250,[laughter],O,,
sw2812A-ms98-a-0084,323.131250,323.521500,um-hum,B,b,u-132-1
sw2812A-ms98-a-0086,326.715375,327.067125,okay,B,b,u-134-1
sw2812A-ms98-a-0088,329.162000,329.365000,i-,O,,
sw2812A-ms98-a-0088,329.721000,329.889500,i,B,sd,u-136-1
sw2812A-ms98-a-0088,329.889500,330.073000,just,I,sd,u-136-1
sw2812A-ms98-a-0088,330.073000,330.323000,turned,I,sd,u-136-1
sw2812A-ms98-a-0088,330.323000,330.613000,twenty,I,sd,u-136-1
sw2812A-ms98-a-0088,330.613000,331.113000,three,I,sd,u-136-1
sw2812A-ms98-a-0088,331.113000,331.363000,uh,I,sd,u-136-1
sw2812A-ms98-a-0088,331.363000,331.713000,April,B,+,u-138-1
sw2812A-ms98-a-0088,331.713000,332.243000,twentieth,I,+,u-138-1
sw2812A-ms98-a-0088,332.463000,332.573000,and,B,sd(^q),u-138-2
sw2812A-ms98-a-0088,332.573000,332.713000,i'm,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,332.713000,333.023000,still,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,333.023000,333.513000,going,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,333.513000,333.663000,you,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,333.663000,333.903000,know,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,333.903000,333.933000,oh,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,333.933000,334.124000,my,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,334.124000,334.331125,God,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,334.331125,334.603000,i'm,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,334.603000,334.813000,getting,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,334.813000,335.103000,so,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,335.103000,335.311500,old,I,sd(^q),u-138-2
sw2812A-ms98-a-0088,335.693000,335.793000,i,B,%,u-138-3
sw2812A-ms98-a-0088,335.793000,336.080625,just,I,%,u-138-3
sw2812A-ms98-a-0088,336.427125,336.796875,because_1,O,,
sw2812A-ms98-a-0088,336.981500,337.153000,me,B,sd,u-138-4
sw2812A-ms98-a-0088,337.153000,337.603000,myself,I,sd,u-138-4
sw2812A-ms98-a-0088,337.603000,337.713000,i,I,sd,u-138-4
sw2812A-ms98-a-0088,337.713000,337.923000,just,I,sd,u-138-4
sw2812A-ms98-a-0088,337.923000,338.073000,like,I,sd,u-138-4
sw2812A-ms98-a-0088,338.073000,338.213000,to,I,sd,u-138-4
sw2812A-ms98-a-0088,338.213000,338.573000,move,I,sd,u-138-4
sw2812A-ms98-a-0088,338.573000,338.843000,really,I,sd,u-138-4
sw2812A-ms98-a-0088,338.843000,339.083000,really,I,sd,u-138-4
sw2812A-ms98-a-0088,339.083000,339.653000,quickly,I,sd,u-138-4
sw2812A-ms98-a-0089,339.951125,339.989000,i,B,sd,u-140-1
sw2812A-ms98-a-0089,339.989000,340.232250,like,I,sd,u-140-1
sw2812A-ms98-a-0089,340.232250,340.438125,to,I,sd,u-140-1
sw2812A-ms98-a-0089,340.438125,340.811125,anything,B,sd,u-140-2
sw2812A-ms98-a-0089,340.811125,340.901125,i,I,sd,u-140-2
sw2812A-ms98-a-0089,340.901125,341.251125,do,I,sd,u-140-2
sw2812A-ms98-a-0089,341.251125,341.381125,i,B,sd,u-140-3
sw2812A-ms98-a-0089,341.381125,341.561125,got,I,sd,u-140-3
sw2812A-ms98-a-0089,341.561125,341.671125,out,I,sd,u-140-3
sw2812A-ms98-a-0089,341.671125,341.751125,of,I,sd,u-140-3
sw2812A-ms98-a-0089,341.751125,342.061125,school,I,sd,u-140-3
sw2812A-ms98-a-0089,342.061125,342.610375,quick,I,sd,u-140-3
sw2812A-ms98-a-0089,342.715750,343.081125,i'm,B,sd,u-140-4
sw2812A-ms98-a-0089,343.081125,343.201125,you,I,sd,u-140-4
sw2812A-ms98-a-0089,343.201125,343.560250,know,I,sd,u-140-4
sw2812A-ms98-a-0089,343.703375,343.871125,i'm,B,+,u-142-1
sw2812A-ms98-a-0089,343.871125,344.231125,working,I,+,u-142-1
sw2812A-ms98-a-0089,344.231125,344.571125,quick,I,+,u-142-1
sw2812A-ms98-a-0089,344.571125,344.611125,i,B,sd,u-142-2
sw2812A-ms98-a-0089,344.611125,344.811125,want,I,sd,u-142-2
sw2812A-ms98-a-0089,344.811125,344.881125,to,I,sd,u-142-2
sw2812A-ms98-a-0089,344.881125,345.071125,move,I,sd,u-142-2
sw2812A-ms98-a-0089,345.071125,345.301125,up,I,sd,u-142-2
sw2812A-ms98-a-0089,345.301125,345.661125,quick,I,sd,u-142-2
sw2812A-ms98-a-0089,345.661125,345.711125,i,B,sd,u-142-3
sw2812A-ms98-a-0089,345.711125,345.901125,want,I,sd,u-142-3
sw2812A-ms98-a-0089,345.901125,345.961125,to,I,sd,u-142-3
sw2812A-ms98-a-0089,345.961125,346.121125,make,I,sd,u-142-3
sw2812A-ms98-a-0089,346.121125,346.424500,money,I,sd,u-142-3
sw2812A-ms98-a-0089,346.424500,346.850125,quick,I,sd,u-142-3
sw2812A-ms98-a-0089,346.850125,346.932125,i,B,sd,u-142-4
sw2812A-ms98-a-0089,346.932125,347.149000,want,I,sd,u-142-4
sw2812A-ms98-a-0089,347.149000,347.270875,to,I,sd,u-142-4
sw2812A-ms98-a-0089,347.391500,347.861125,retire,I,sd,u-142-4
sw2812A-ms98-a-0089,347.861125,348.322500,quick,I,sd,u-142-4
sw2812A-ms98-a-0089,348.763250,348.911125,and,B,%,u-144-1
sw2812A-ms98-a-0089,348.911125,349.081125,so,I,%,u-144-1
sw2812A-ms98-a-0089,349.081125,349.745250,anything,I,%,u-144-1
sw2812A-ms98-a-0090,349.966375,350.221125,w[hen]-,O,,
sw2812A-ms98-a-0090,350.221125,350.401125,when,B,sd,u-144-2
sw2812A-ms98-a-0090,350.401125,350.471125,the,I,sd,u-144-2
sw2812A-ms98-a-0090,350.471125,350.881125,age,I,sd,u-144-2
sw2812A-ms98-a-0090,350.881125,351.301125,creeps,I,sd,u-144-2
sw2812A-ms98-a-0090,351.301125,351.671125,up,I,sd,u-144-2
sw2812A-ms98-a-0090,351.671125,351.761125,where,I,sd,u-144-2
sw2812A-ms98-a-0090,351.761125,351.941125,i'm,I,sd,u-144-2
sw2812A-ms98-a-0090,351.941125,352.261125,twenty,I,sd,u-144-2
sw2812A-ms98-a-0090,352.261125,352.531125,three,I,sd,u-144-2
sw2812A-ms98-a-0090,352.531125,352.621125,and,I,sd,u-144-2
sw2812A-ms98-a-0090,352.621125,352.861125,twenty,I,sd,u-144-2
sw2812A-ms98-a-0090,352.861125,353.276250,four,I,sd,u-144-2
sw2812A-ms98-a-0090,353.577500,353.701125,i'm,B,+,u-146-1
sw2812A-ms98-a-0090,353.701125,353.931125,thinking,I,+,u-146-1
sw2812A-ms98-a-0090,353.931125,354.051125,my,I,+,u-146-1
sw2812A-ms98-a-0090,354.051125,354.431125,time,I,+,u-146-1
sw2812A-ms98-a-0090,354.431125,354.581125,is,I,+,u-146-1
sw2812A-ms98-a-0090,354.581125,354.931125,running,I,+,u-146-1
