sw2309B-ms98-a-0002,2.336750,2.746750,never,B,ng,u-2-1
sw2309B-ms98-a-0028,152.360125,152.460125,the,I,sv,u-28-5
sw2309B-ms98-a-0028,152.460125,153.010125,documentary,I,sv,u-28-5
sw2309B-ms98-a-0028,153.010125,153.310125,TV,I,sv,u-28-5
sw2309B-ms98-a-0028,153.310125,153.698875,shows,I,sv,u-28-5
sw2309B-ms98-a-0028,154.037750,154.160125,where,I,sv,u-28-5
sw2309B-ms98-a-0028,154.160125,154.240125,they,I,sv,u-28-5
sw2309B-ms98-a-0028,154.240125,154.540125,ask,I,sv,u-28-5
sw2309B-ms98-a-0028,154.540125,154.730125,for,I,sv,u-28-5
sw2309B-ms98-a-0028,154.730125,154.840125,the,I,sv,u-28-5
sw2309B-ms98-a-0028,154.840125,155.060125,the,I,sv,u-28-5
sw2309B-ms98-a-0028,155.060125,155.521000,verdict,I,sv,u-28-5
sw2309B-ms98-a-0028,155.736250,155.880125,by,I,sv,u-28-5
sw2309B-ms98-a-0028,155.880125,155.960125,the,I,sv,u-28-5
sw2309B-ms98-a-0028,155.960125,156.400125,jury,I,sv,u-28-5
sw2309B-ms98-a-0029,156.902625,157.002625,and,B,sd,u-30-1
sw2309B-ms98-a-0029,157.002625,157.062625,they,I,sd,u-30-1
sw2309B-ms98-a-0029,157.062625,157.272625,went,I,sd,u-30-1
sw2309B-ms98-a-0029,157.272625,157.462625,by,I,sd,u-30-1
sw2309B-ms98-a-0029,157.462625,157.822625,each,I,sd,u-30-1
sw2309B-ms98-a-0029,157.822625,158.262625,one,I,sd,u-30-1
sw2309B-ms98-a-0029,158.742625,159.002625,saying,I,sd,u-30-1
sw2309B-ms98-a-0029,159.002625,159.332625,guilty,I,sd,u-30-1
sw2309B-ms98-a-0029,159.332625,159.432625,or,I,sd,u-30-1
sw2309B-ms98-a-0029,159.432625,159.672625,innocent,I,sd,u-30-1
sw2309B-ms98-a-0029,159.672625,159.932625,guilty,I,sd,u-30-1
sw2309B-ms98-a-0029,159.932625,160.022625,or,I,sd,u-30-1
sw2309B-ms98-a-0029,160.022625,160.372625,innocent,I,sd,u-30-1
sw2309B-ms98-a-0030,160.952000,161.082000,and,B,sd,u-32-1
sw2309B-ms98-a-0030,161.082000,161.162000,they,I,sd,u-32-1
sw2309B-ms98-a-0030,161.162000,161.332000,took,I,sd,u-32-1
sw2309B-ms98-a-0030,161.332000,161.412000,it,I,sd,u-32-1
sw2309B-ms98-a-0030,161.412000,161.632000,more,I,sd,u-32-1
sw2309B-ms98-a-0030,161.632000,161.752000,as,I,sd,u-32-1
sw2309B-ms98-a-0030,161.752000,161.942000,just,I,sd,u-32-1
sw2309B-ms98-a-0030,161.942000,162.062000,like,I,sd,u-32-1
sw2309B-ms98-a-0030,162.062000,162.112000,a,I,sd,u-32-1
sw2309B-ms98-a-0030,162.112000,162.782000,majority,I,sd,u-32-1
sw2309B-ms98-a-0031,163.785375,164.055375,so,B,%,u-34-1
sw2309B-ms98-a-0031,164.055375,164.285375,i-,I,%,u-34-1
sw2309B-ms98-a-0031,164.285375,164.525375,i,I,%,u-34-1
sw2309B-ms98-a-0033,167.194250,167.834250,exactly,B,aa,u-36-1
sw2309B-ms98-a-0033,167.834250,168.034250,but,B,sd,u-36-2
sw2309B-ms98-a-0033,168.034250,168.154250,they,I,sd,u-36-2
sw2309B-ms98-a-0033,168.154250,168.444250,took,I,sd,u-36-2
sw2309B-ms98-a-0033,168.444250,168.514250,you,I,sd,u-36-2
sw2309B-ms98-a-0033,168.514250,168.614250,know,I,sd,u-36-2
sw2309B-ms98-a-0033,168.614250,168.844250,whatever,I,sd,u-36-2
sw2309B-ms98-a-0033,168.844250,168.904250,the,I,sd,u-36-2
sw2309B-ms98-a-0033,168.904250,169.294250,majority,I,sd,u-36-2
sw2309B-ms98-a-0033,169.294250,169.594250,was,I,sd,u-36-2
sw2309B-ms98-a-0033,169.594250,169.704250,so,B,sd,u-36-3
sw2309B-ms98-a-0033,169.704250,169.744250,i,I,sd,u-36-3
sw2309B-ms98-a-0033,169.744250,169.904250,didn't,I,sd,u-36-3
sw2309B-ms98-a-0033,169.904250,170.004250,know,I,sd,u-36-3
sw2309B-ms98-a-0033,170.004250,170.124250,if,I,sd,u-36-3
sw2309B-ms98-a-0033,170.124250,170.294250,that,I,sd,u-36-3
sw2309B-ms98-a-0033,170.294250,170.514250,was,I,sd,u-36-3
sw2309B-ms98-a-0033,170.514250,170.801500,just,I,sd,u-36-3
sw2309B-ms98-a-0033,171.023750,171.324250,something,I,sd,u-36-3
sw2309B-ms98-a-0033,171.324250,171.424250,for,I,sd,u-36-3
sw2309B-ms98-a-0033,171.424250,171.764250,drama,I,sd,u-36-3
sw2309B-ms98-a-0033,171.764250,171.934250,or,I,sd,u-36-3
sw2309B-ms98-a-0033,171.934250,172.144250,that's,I,sd,u-36-3
sw2309B-ms98-a-0033,172.144250,172.434250,truly,I,sd,u-36-3
sw2309B-ms98-a-0033,172.434250,172.504250,the,I,sd,u-36-3
sw2309B-ms98-a-0033,172.504250,172.644250,way,I,sd,u-36-3
sw2309B-ms98-a-0033,172.644250,172.724250,it,I,sd,u-36-3
sw2309B-ms98-a-0033,172.724250,172.874250,is,I,sd,u-36-3
sw2309B-ms98-a-0033,172.874250,172.974250,i,B,sv,u-36-4
sw2309B-ms98-a-0033,172.974250,173.174250,always,I,sv,u-36-4
sw2309B-ms98-a-0033,173.174250,173.334250,thought,I,sv,u-36-4
sw2309B-ms98-a-0033,173.334250,173.394250,it,I,sv,u-36-4
sw2309B-ms98-a-0033,173.394250,173.484250,had,I,sv,u-36-4
sw2309B-ms98-a-0033,173.484250,173.544250,to,I,sv,u-36-4
sw2309B-ms98-a-0033,173.544250,173.624250,be,I,sv,u-36-4
sw2309B-ms98-a-0033,173.624250,174.104250,unanimous,I,sv,u-36-4
sw2309B-ms98-a-0035,176.218125,176.588125,but,B,sv,u-38-1
sw2309B-ms98-a-0035,176.588125,176.789375,uh,I,sv,u-38-1
sw2309B-ms98-a-0036,177.564000,177.954000,rather,I,sv,u-38-1
sw2309B-ms98-a-0036,177.954000,178.624000,interesting,I,sv,u-38-1
sw2309B-ms98-a-0038,187.648750,187.998750,uh-huh,B,b,u-40-1
sw2309B-ms98-a-0038,188.238750,188.378750,i,B,sd,u-42-1
sw2309B-ms98-a-0038,188.378750,188.638750,did,I,sd,u-42-1
sw2309B-ms98-a-0038,188.638750,188.778750,i,I,sd,u-42-1
sw2309B-ms98-a-0038,188.778750,188.968750,did,I,sd,u-42-1
sw2309B-ms98-a-0038,188.968750,189.368750,also,I,sd,u-42-1
sw2309B-ms98-a-0041,196.489875,196.819875,uh-huh,B,b,u-44-1
sw2309B-ms98-a-0043,198.615000,198.755000,what,B,qy^d,u-46-1
sw2309B-ms98-a-0043,198.755000,199.085000,about,I,qy^d,u-46-1
sw2309B-ms98-a-0043,199.085000,199.275000,in,I,qy^d,u-46-1
sw2309B-ms98-a-0043,199.275000,200.105000,international,I,qy^d,u-46-1
sw2309B-ms98-a-0044,201.012125,201.562125,trials,I,qy^d,u-46-1
sw2309B-ms98-a-0044,201.562125,201.652125,do,B,qy,u-46-2
sw2309B-ms98-a-0044,201.652125,201.712125,you,I,qy,u-46-2
sw2309B-ms98-a-0044,201.712125,201.872125,think,I,qy,u-46-2
sw2309B-ms98-a-0044,201.872125,201.972125,they,I,qy,u-46-2
sw2309B-ms98-a-0044,201.972125,202.082125,should,I,qy,u-46-2
sw2309B-ms98-a-0044,202.082125,202.172125,have,I,qy,u-46-2
sw2309B-ms98-a-0044,202.172125,202.242125,a,I,qy,u-46-2
sw2309B-ms98-a-0044,202.242125,202.492125,jury,I,qy,u-46-2
sw2309B-ms98-a-0044,202.492125,202.672125,there,I,qy,u-46-2
sw2309B-ms98-a-0044,202.672125,202.702125,i,B,sv,u-48-1
sw2309B-ms98-a-0044,202.702125,203.182125,think,I,sv,u-48-1
sw2309B-ms98-a-0044,203.182125,203.302125,that,I,sv,u-48-1
sw2309B-ms98-a-0044,203.302125,203.412125,would,I,sv,u-48-1
sw2309B-ms98-a-0044,203.412125,203.502125,be,I,sv,u-48-1
sw2309B-ms98-a-0044,203.502125,203.682125,kind,I,sv,u-48-1
sw2309B-ms98-a-0044,203.682125,203.742125,of,I,sv,u-48-1
sw2309B-ms98-a-0044,203.742125,204.232125,interesting,I,sv,u-48-1
sw2309B-ms98-a-0046,207.649875,207.799875,i,B,sv,u-50-1
sw2309B-ms98-a-0046,207.799875,208.039625,guess,I,sv,u-50-1
sw2309B-ms98-a-0046,208.039625,208.193500,the,I,sv,u-50-1
sw2309B-ms98-a-0046,208.193500,208.434500,the,I,sv,u-50-1
sw2309B-ms98-a-0046,208.434500,208.899875,problem,I,sv,u-50-1
sw2309B-ms98-a-0046,208.899875,209.079875,with,I,sv,u-50-1
sw2309B-ms98-a-0046,209.079875,209.319875,that,I,sv,u-50-1
sw2309B-ms98-a-0046,209.319875,209.619875,is,I,sv,u-50-1
sw2309B-ms98-a-0046,209.619875,209.829875,there's,I,sv,u-50-1
sw2309B-ms98-a-0046,209.829875,210.039875,no,I,sv,u-50-1
sw2309B-ms98-a-0046,210.039875,210.479875,true,I,sv,u-50-1
sw2309B-ms98-a-0046,210.479875,210.949875,authority,I,sv,u-50-1
sw2309B-ms98-a-0046,210.949875,211.129875,in,I,sv,u-50-1
sw2309B-ms98-a-0046,211.219875,211.369875,any,I,sv,u-50-1
sw2309B-ms98-a-0046,211.369875,211.569875,kind,I,sv,u-50-1
sw2309B-ms98-a-0046,211.569875,211.659875,of,I,sv,u-50-1
sw2309B-ms98-a-0046,211.659875,212.239875,international,I,sv,u-50-1
sw2309B-ms98-a-0046,212.239875,212.799875,verdicts,I,sv,u-50-1
sw2309B-ms98-a-0047,213.588375,213.848375,like,B,+,u-52-1
sw2309B-ms98-a-0047,213.848375,213.918375,you,I,+,u-52-1
sw2309B-ms98-a-0047,213.918375,214.148375,know,I,+,u-52-1
sw2309B-ms98-a-0047,214.148375,214.228375,the,I,+,u-52-1
sw2309B-ms98-a-0047,214.228375,214.398375,old,I,+,u-52-1
sw2309B-ms98-a-0047,214.398375,214.508375,day,I,+,u-52-1
sw2309B-ms98-a-0047,214.508375,214.668375,with,I,+,u-52-1
sw2309B-ms98-a-0047,214.668375,214.748375,the,I,+,u-52-1
sw2309B-ms98-a-0047,214.748375,215.120375,rack,I,+,u-52-1
sw2309B-ms98-a-0047,215.677750,216.002250,we,B,sd(^q),u-52-2
sw2309B-ms98-a-0047,216.002250,216.134125,they're,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,216.134125,216.244125,going,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,216.244125,216.294000,to,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,216.294000,216.375625,say,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,216.375625,216.618375,okay,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,216.618375,216.758375,you're,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,216.758375,217.028375,guilty,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,217.028375,217.118375,and,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,217.118375,217.178375,you,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,217.178375,217.268375,have,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,217.268375,217.338375,to,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,217.338375,217.788375,pay,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,217.788375,218.318375,Kuwait,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,218.318375,218.488375,four,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,218.488375,218.778375,million,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,218.778375,219.168375,dollars,I,sd(^q),u-52-2
sw2309B-ms98-a-0047,219.168375,219.258375,well,B,qh,u-52-3
sw2309B-ms98-a-0047,219.258375,219.348375,whose,I,qh,u-52-3
sw2309B-ms98-a-0047,219.348375,219.468375,going,I,qh,u-52-3
sw2309B-ms98-a-0047,219.468375,219.528375,to,I,qh,u-52-3
sw2309B-ms98-a-0047,219.528375,219.688375,really,I,qh,u-52-3
sw2309B-ms98-a-0047,219.688375,219.918375,make,I,qh,u-52-3
sw2309B-ms98-a-0047,219.918375,220.078375,them_1,O,,
sw2309B-ms98-a-0048,221.124625,221.514625,nobody,B,sd,u-54-1
sw2309B-ms98-a-0050,223.017750,223.469125,so,B,sv,u-56-1
sw2309B-ms98-a-0051,224.026000,224.156000,but,I,sv,u-56-1
sw2309B-ms98-a-0051,224.156000,224.206000,i,I,sv,u-56-1
sw2309B-ms98-a-0051,224.206000,224.326000,think,I,sv,u-56-1
sw2309B-ms98-a-0051,224.326000,224.386000,it,I,sv,u-56-1
sw2309B-ms98-a-0051,224.386000,224.476000,would,I,sv,u-56-1
sw2309B-ms98-a-0051,224.476000,224.576000,be,I,sv,u-56-1
sw2309B-ms98-a-0051,224.576000,224.766000,kind,I,sv,u-56-1
sw2309B-ms98-a-0051,224.766000,224.826000,of,I,sv,u-56-1
sw2309B-ms98-a-0051,224.826000,225.296000,interesting,I,sv,u-56-1
sw2309B-ms98-a-0051,225.296000,225.406000,to,I,sv,u-56-1
sw2309B-ms98-a-0051,225.406000,226.036000,incorporate,I,sv,u-56-1
sw2309B-ms98-a-0051,226.036000,226.326000,that,I,sv,u-56-1
sw2309B-ms98-a-0051,226.326000,226.866000,concept,I,sv,u-56-1
sw2309B-ms98-a-0051,226.866000,227.046000,of,I,sv,u-56-1
sw2309B-ms98-a-0051,227.046000,227.137875,you,I,sv,u-56-1
sw2309B-ms98-a-0051,227.137875,227.311125,know,I,sv,u-56-1
sw2309B-ms98-a-0051,227.311125,227.766000,[vocalized-noise],I,sv,u-56-1
sw2309B-ms98-a-0051,227.766000,228.056000,people,I,sv,u-56-1
sw2309B-ms98-a-0051,228.056000,228.266000,from,I,sv,u-56-1
sw2309B-ms98-a-0051,228.266000,228.616000,different,I,sv,u-56-1
sw2309B-ms98-a-0051,228.826000,229.545500,countries,I,sv,u-56-1
sw2309B-ms98-a-0052,230.464250,230.594250,uh,I,sv,u-56-1
sw2309B-ms98-a-0052,230.594250,230.864250,in,I,sv,u-56-1
sw2309B-ms98-a-0052,230.864250,231.264250,as,I,sv,u-56-1
sw2309B-ms98-a-0052,231.264250,231.844250,international,I,sv,u-56-1
sw2309B-ms98-a-0052,231.844250,232.034250,law,I,sv,u-56-1
sw2309B-ms98-a-0052,232.034250,232.444250,also,I,sv,u-56-1
sw2309B-ms98-a-0054,236.960000,237.370000,um-hum,B,b,u-58-1
sw2309B-ms98-a-0056,240.445125,240.795125,right,B,b,u-60-1
sw2309B-ms98-a-0058,242.565625,242.673000,i,B,sd,u-62-1
sw2309B-ms98-a-0058,242.673000,242.775625,don't,I,sd,u-62-1
sw2309B-ms98-a-0058,242.775625,242.915625,know,I,sd,u-62-1
sw2309B-ms98-a-0058,242.915625,243.005625,how,I,sd,u-62-1
sw2309B-ms98-a-0058,243.005625,243.189750,what,I,sd,u-62-1
sw2309B-ms98-a-0058,243.321625,243.443625,it,I,sd,u-62-1
sw2309B-ms98-a-0058,243.443625,243.608000,what,I,sd,u-62-1
sw2309B-ms98-a-0058,243.608000,243.672000,it,I,sd,u-62-1
sw2309B-ms98-a-0058,243.672000,243.785625,would,I,sd,u-62-1
sw2309B-ms98-a-0058,243.785625,244.045625,take,I,sd,u-62-1
sw2309B-ms98-a-0058,244.045625,244.115625,to,I,sd,u-62-1
sw2309B-ms98-a-0058,244.115625,244.185625,be,I,sd,u-62-1
sw2309B-ms98-a-0058,244.185625,244.375625,come,I,sd,u-62-1
sw2309B-ms98-a-0058,244.375625,244.521875,up,I,sd,u-62-1
sw2309B-ms98-a-0058,244.521875,244.628500,with,I,sd,u-62-1
sw2309B-ms98-a-0058,244.628500,244.850750,a,I,sd,u-62-1
sw2309B-ms98-a-0058,244.850750,245.095625,true,I,sd,u-62-1
sw2309B-ms98-a-0058,245.095625,245.645625,perfect,I,sd,u-62-1
sw2309B-ms98-a-0059,246.430625,246.900625,system,I,sd,u-62-1
sw2309B-ms98-a-0059,247.030625,247.150625,or,I,sd,u-62-1
sw2309B-ms98-a-0059,247.150625,247.270625,if,I,sd,u-62-1
sw2309B-ms98-a-0059,247.270625,247.410625,one,I,sd,u-62-1
sw2309B-ms98-a-0059,247.410625,247.910625,exists,I,sd,u-62-1
sw2309B-ms98-a-0059,247.910625,248.240875,but,B,%,u-62-2
sw2309B-ms98-a-0061,250.999625,251.339625,uh,B,qy^h,u-64-1
sw2309B-ms98-a-0061,251.339625,251.549625,is,I,qy^h,u-64-1
sw2309B-ms98-a-0061,251.549625,251.854250,that,I,qy^h,u-64-1
sw2309B-ms98-a-0061,252.291125,252.498375,the,I,qy^h,u-64-1
sw2309B-ms98-a-0061,252.498375,252.829625,crime,I,qy^h,u-64-1
sw2309B-ms98-a-0061,252.829625,252.919625,and,B,qy^d,u-64-2
sw2309B-ms98-a-0061,252.919625,253.039625,it's,I,qy^d,u-64-2
sw2309B-ms98-a-0061,253.039625,253.439625,already,I,qy^d,u-64-2
sw2309B-ms98-a-0061,253.629625,253.749625,[vocalized-noise],I,qy^d,u-64-2
sw2309B-ms98-a-0061,253.749625,254.209625,false,I,qy^d,u-64-2
sw2309B-ms98-a-0061,254.209625,254.339625,due,I,qy^d,u-64-2
sw2309B-ms98-a-0061,254.339625,254.399625,to,I,qy^d,u-64-2
sw2309B-ms98-a-0061,254.399625,254.589625,some,I,qy^d,u-64-2
sw2309B-ms98-a-0061,254.589625,254.929625,chart,I,qy^d,u-64-2
sw2309B-ms98-a-0061,254.929625,255.279625,and,I,qy^d,u-64-2
sw2309B-ms98-a-0061,255.469625,255.799625,determine,I,qy^d,u-64-2
sw2309B-ms98-a-0061,255.799625,255.859625,the,I,qy^d,u-64-2
sw2309B-ms98-a-0061,255.859625,256.349625,punishment,I,qy^d,u-64-2
sw2309B-ms98-a-0061,256.349625,256.669625,or,B,%,u-64-3
sw2309B-ms98-a-0063,262.742000,263.149625,um-hum,B,b,u-66-1
sw2309B-ms98-a-0063,263.812000,263.942000,i,B,sv,u-66-2
sw2309B-ms98-a-0063,263.942000,264.112000,think,I,sv,u-66-2
sw2309B-ms98-a-0063,264.112000,264.242000,there,I,sv,u-66-2
sw2309B-ms98-a-0063,264.242000,264.342000,should,I,sv,u-66-2
sw2309B-ms98-a-0063,264.342000,264.482000,be,I,sv,u-66-2
sw2309B-ms98-a-0063,264.482000,264.582000,a,I,sv,u-66-2
sw2309B-ms98-a-0063,264.582000,265.210500,core,I,sv,u-66-2
sw2309B-ms98-a-0063,265.617250,266.062000,minimum,I,sv,u-66-2
sw2309B-ms98-a-0063,266.062000,266.232000,that,I,sv,u-66-2
sw2309B-ms98-a-0063,266.232000,266.352000,they,I,sv,u-66-2
sw2309B-ms98-a-0063,266.352000,266.701625,get,I,sv,u-66-2
sw2309B-ms98-a-0063,266.999125,267.392000,but,B,sv,u-68-1
sw2309B-ms98-a-0063,267.392000,267.742000,uh,I,sv,u-68-1
sw2309B-ms98-a-0064,268.595000,268.745000,i,I,sv,u-68-1
sw2309B-ms98-a-0064,268.745000,268.955000,guess,I,sv,u-68-1
sw2309B-ms98-a-0064,268.955000,269.115000,there,I,sv,u-68-1
sw2309B-ms98-a-0064,269.115000,269.305000,should,I,sv,u-68-1
sw2309B-ms98-a-0064,269.305000,269.415000,be,I,sv,u-68-1
sw2309B-ms98-a-0064,269.415000,269.685000,some,I,sv,u-68-1
sw2309B-ms98-a-0064,269.685000,270.325000,flexibility,I,sv,u-68-1
sw2309B-ms98-a-0064,270.325000,270.495000,because_1,I,sv,u-68-1
sw2309B-ms98-a-0064,270.495000,270.715000,every,I,sv,u-68-1
sw2309B-ms98-a-0064,270.715000,271.395000,situation,I,sv,u-68-1
sw2309B-ms98-a-0064,271.395000,271.555000,may,I,sv,u-68-1
sw2309B-ms98-a-0064,271.555000,271.715000,be,I,sv,u-68-1
sw2309B-ms98-a-0064,271.715000,272.145000,unique,I,sv,u-68-1
sw2309B-ms98-a-0064,272.145000,272.325000,that,I,sv,u-68-1
sw2309B-ms98-a-0064,272.325000,272.395000,the,I,sv,u-68-1
sw2309B-ms98-a-0064,272.395000,272.775000,judge,I,sv,u-68-1
sw2309B-ms98-a-0064,272.775000,273.309625,can,I,sv,u-68-1
sw2309B-ms98-a-0064,273.690125,274.085000,either,I,sv,u-68-1
sw2309B-ms98-a-0064,274.085000,274.615000,increase,I,sv,u-68-1
sw2309B-ms98-a-0064,274.615000,274.925000,that,I,sv,u-68-1
sw2309B-ms98-a-0064,274.925000,275.025000,or,I,sv,u-68-1
sw2309B-ms98-a-0064,275.025000,275.225000,keep,I,sv,u-68-1
sw2309B-ms98-a-0064,275.225000,275.305000,it,I,sv,u-68-1
sw2309B-ms98-a-0064,275.305000,275.475000,just,I,sv,u-68-1
sw2309B-ms98-a-0064,275.475000,275.585000,at,I,sv,u-68-1
sw2309B-ms98-a-0064,275.585000,275.725000,its,I,sv,u-68-1
sw2309B-ms98-a-0064,275.725000,276.235000,minimum,I,sv,u-68-1
sw2309B-ms98-a-0064,276.235000,276.645000,things,I,sv,u-68-1
sw2309B-ms98-a-0064,276.645000,276.735000,of,I,sv,u-68-1
sw2309B-ms98-a-0064,276.735000,276.925000,that,I,sv,u-68-1
sw2309B-ms98-a-0064,276.925000,277.345000,nature,I,sv,u-68-1
sw2309B-ms98-a-0065,278.709625,278.965375,i,O,,
sw2309B-ms98-a-0067,283.924000,284.084000,yeah,B,aa,u-70-1
sw2309B-ms98-a-0067,284.084000,284.274000,that,B,sv,u-70-2
sw2309B-ms98-a-0067,284.274000,284.514000,serves,I,sv,u-70-2
sw2309B-ms98-a-0067,284.514000,284.601250,a,I,sv,u-70-2
sw2309B-ms98-a-0067,284.601250,284.761500,kind,I,sv,u-70-2
sw2309B-ms98-a-0067,284.761500,284.861875,of,I,sv,u-70-2
sw2309B-ms98-a-0067,284.861875,285.003625,if,I,sv,u-70-2
sw2309B-ms98-a-0067,285.003625,285.144750,they're,I,sv,u-70-2
sw2309B-ms98-a-0067,285.348125,285.504000,i,I,sv,u-70-2
sw2309B-ms98-a-0067,285.504000,285.824000,guess,I,sv,u-70-2
sw2309B-ms98-a-0067,285.824000,286.054000,uh,I,sv,u-70-2
sw2309B-ms98-a-0067,286.054000,286.174000,if,B,sd,u-70-3
sw2309B-ms98-a-0067,286.174000,286.254000,you,I,sd,u-70-3
sw2309B-ms98-a-0067,286.254000,286.534000,sentence,I,sd,u-70-3
sw2309B-ms98-a-0067,286.534000,286.784000,someone,I,sd,u-70-3
sw2309B-ms98-a-0067,286.784000,286.884000,to,I,sd,u-70-3
sw2309B-ms98-a-0067,286.884000,287.334000,life,I,sd,u-70-3
sw2309B-ms98-a-0067,287.544000,287.804000,life,I,sd,u-70-3
sw2309B-ms98-a-0067,287.804000,287.914000,is,I,sd,u-70-3
sw2309B-ms98-a-0067,287.914000,288.164000,only,I,sd,u-70-3
sw2309B-ms98-a-0067,288.164000,288.484000,forty,I,sd,u-70-3
sw2309B-ms98-a-0067,288.484000,288.784000,nine,I,sd,u-70-3
sw2309B-ms98-a-0067,288.784000,289.034000,years,I,sd,u-70-3
sw2309B-ms98-a-0067,289.034000,289.294000,something,I,sd,u-70-3
sw2309B-ms98-a-0067,289.294000,289.444000,like,I,sd,u-70-3
sw2309B-ms98-a-0067,289.444000,289.694000,that,I,sd,u-70-3
sw2309B-ms98-a-0068,291.228125,291.822000,and,B,sv,u-72-1
sw2309B-ms98-a-0068,292.274000,292.378125,i,I,sv,u-72-1
sw2309B-ms98-a-0068,292.378125,292.558125,guess,I,sv,u-72-1
sw2309B-ms98-a-0068,292.558125,292.698125,you're,I,sv,u-72-1
sw2309B-ms98-a-0068,292.698125,293.148125,eligible,I,sv,u-72-1
sw2309B-ms98-a-0068,293.148125,293.298125,after,I,sv,u-72-1
sw2309B-ms98-a-0068,293.298125,293.578125,twenty,I,sv,u-72-1
sw2309B-ms98-a-0068,293.578125,293.808125,seven,I,sv,u-72-1
sw2309B-ms98-a-0068,293.808125,293.928125,for,I,sv,u-72-1
sw2309B-ms98-a-0068,293.928125,294.368125,parole,I,sv,u-72-1
sw2309B-ms98-a-0068,294.368125,294.528125,even,I,sv,u-72-1
sw2309B-ms98-a-0068,294.528125,294.618125,though,I,sv,u-72-1
sw2309B-ms98-a-0068,294.618125,294.778125,you're,I,sv,u-72-1
sw2309B-ms98-a-0068,294.778125,294.838125,in,I,sv,u-72-1
sw2309B-ms98-a-0068,294.838125,294.948125,for,I,sv,u-72-1
sw2309B-ms98-a-0068,294.948125,295.338125,life,I,sv,u-72-1
sw2309B-ms98-a-0070,300.359125,300.697875,yeah,B,b,u-74-1
sw2309B-ms98-a-0070,300.813125,301.099125,although,B,sv,u-74-2
sw2309B-ms98-a-0070,301.099125,301.189125,i,I,sv,u-74-2
sw2309B-ms98-a-0070,301.189125,301.459125,guess,I,sv,u-74-2
sw2309B-ms98-a-0070,301.459125,301.759125,it's,I,sv,u-74-2
sw2309B-ms98-a-0070,301.899125,302.049125,your,I,sv,u-74-2
sw2309B-ms98-a-0070,302.049125,302.310250,you,I,sv,u-74-2
sw2309B-ms98-a-0070,302.310250,302.435500,want,I,sv,u-74-2
sw2309B-ms98-a-0070,302.435500,302.612500,them_1,I,sv,u-74-2
sw2309B-ms98-a-0070,302.612500,302.979875,to,I,sv,u-74-2
sw2309B-ms98-a-0070,303.375250,303.979125,rehabilitate,I,sv,u-74-2
sw2309B-ms98-a-0070,303.979125,304.069125,and,I,sv,u-74-2
sw2309B-ms98-a-0070,304.069125,304.359125,become,I,sv,u-74-2
sw2309B-ms98-a-0070,304.359125,304.773500,better,I,sv,u-74-2
sw2309B-ms98-a-0070,304.773500,305.059125,rather,I,sv,u-74-2
sw2309B-ms98-a-0070,305.059125,305.229125,than,I,sv,u-74-2
sw2309B-ms98-a-0070,305.229125,305.519125,sitting,I,sv,u-74-2
sw2309B-ms98-a-0070,305.519125,305.619125,in,I,sv,u-74-2
sw2309B-ms98-a-0070,305.619125,305.789125,there,I,sv,u-74-2
sw2309B-ms98-a-0070,305.789125,305.889125,and,I,sv,u-74-2
sw2309B-ms98-a-0070,305.889125,306.069125,being,I,sv,u-74-2
sw2309B-ms98-a-0070,306.069125,306.129125,a,I,sv,u-74-2
sw2309B-ms98-a-0070,306.129125,306.439125,drain,I,sv,u-74-2
sw2309B-ms98-a-0070,306.439125,306.589125,all,I,sv,u-74-2
sw2309B-ms98-a-0070,306.589125,306.649125,the,I,sv,u-74-2
sw2309B-ms98-a-0070,306.649125,307.019125,time,I,sv,u-74-2
sw2309B-ms98-a-0072,309.253625,309.843625,no,B,aa,u-76-1
sw2309B-ms98-a-0072,310.363625,310.753625,because,B,sv,u-76-2
sw2309B-ms98-a-0072,310.753625,310.873625,uh,I,sv,u-76-2
sw2309B-ms98-a-0072,310.873625,311.203625,inside,I,sv,u-76-2
sw2309B-ms98-a-0072,311.203625,311.273625,the,I,sv,u-76-2
sw2309B-ms98-a-0072,311.273625,311.643625,jail,I,sv,u-76-2
sw2309B-ms98-a-0072,311.643625,311.823625,there,I,sv,u-76-2
sw2309B-ms98-a-0072,311.823625,311.863625,i,I,sv,u-76-2
sw2309B-ms98-a-0072,311.863625,311.983625,don't,I,sv,u-76-2
sw2309B-ms98-a-0072,311.983625,312.183625,think,I,sv,u-76-2
sw2309B-ms98-a-0072,312.183625,312.453625,there's,I,sv,u-76-2
sw2309B-ms98-a-0072,312.453625,312.733625,no,I,sv,u-76-2
sw2309B-ms98-a-0072,312.733625,312.963625,real,I,sv,u-76-2
