sw3663A-ms98-a-0002,1.102500,1.598750,yeah,B,b,u-2-1
sw3663A-ms98-a-0070,260.193375,260.263375,you,B,qy^d,u-110-2
sw3663A-ms98-a-0070,260.263375,260.553375,probably,I,qy^d,u-110-2
sw3663A-ms98-a-0070,260.553375,260.693375,do,I,qy^d,u-110-2
sw3663A-ms98-a-0070,260.693375,260.743375,a,I,qy^d,u-110-2
sw3663A-ms98-a-0070,260.743375,260.923375,lot,I,qy^d,u-110-2
sw3663A-ms98-a-0070,260.923375,260.995125,of,I,qy^d,u-110-2
sw3663A-ms98-a-0070,260.995125,261.209875,that,I,qy^d,u-110-2
sw3663A-ms98-a-0070,261.209875,261.541000,with,I,qy^d,u-110-2
sw3663A-ms98-a-0070,261.834750,262.593375,scouts,O,,
sw3663A-ms98-a-0070,262.593375,263.079125,scouting,B,+,u-114-1
sw3663A-ms98-a-0070,263.900250,264.379000,uh-huh,B,b,u-116-1
sw3663A-ms98-a-0072,271.341625,271.728500,um-hum,B,b,u-118-1
sw3663A-ms98-a-0074,282.303000,282.801375,um-hum,B,b,u-120-1
sw3663A-ms98-a-0076,287.308375,288.010375,[laughter-yeah],O,,
sw3663A-ms98-a-0078,292.356875,292.815125,um-hum,B,b,u-124-1
