sw2226B-ms98-a-0003,2.823625,3.119500,yes,B,b,u-2-1
sw2226B-ms98-a-0064,208.896375,209.076375,they,B,sv,u-72-4
sw2226B-ms98-a-0064,209.076375,209.196375,are,I,sv,u-72-4
sw2226B-ms98-a-0064,209.356375,209.956375,good,I,sv,u-72-4
sw2226B-ms98-a-0064,209.956375,210.285250,and,B,sv,u-72-5
sw2226B-ms98-a-0064,211.083750,211.416375,ooh,I,sv,u-72-5
sw2226B-ms98-a-0064,211.416375,211.566375,they,I,sv,u-72-5
sw2226B-ms98-a-0064,211.566375,212.096375,just,I,sv,u-72-5
sw2226B-ms98-a-0064,212.096375,212.216375,they're,I,sv,u-72-5
sw2226B-ms98-a-0064,212.216375,212.426375,just,I,sv,u-72-5
sw2226B-ms98-a-0064,212.426375,212.556375,so,I,sv,u-72-5
sw2226B-ms98-a-0064,212.556375,213.616375,suspenseful,I,sv,u-72-5
sw2226B-ms98-a-0065,214.722125,214.862125,i,B,sd,u-74-1
sw2226B-ms98-a-0065,214.862125,215.052125,really,I,sd,u-74-1
sw2226B-ms98-a-0065,215.052125,215.182125,do,I,sd,u-74-1
sw2226B-ms98-a-0065,215.182125,215.562125,enjoy,I,sd,u-74-1
sw2226B-ms98-a-0065,215.562125,216.018375,his,I,sd,u-74-1
sw2226B-ms98-a-0066,223.631125,224.444250,[vocalized-noise],O,,
sw2226B-ms98-a-0067,226.024375,226.447000,[vocalized-noise],O,,
sw2226B-ms98-a-0067,226.447000,226.725375,i,B,ba,u-76-1
sw2226B-ms98-a-0067,226.725375,227.038125,know,I,ba,u-76-1
sw2226B-ms98-a-0069,231.347125,231.577125,Judith,B,qy^d,u-78-1
sw2226B-ms98-a-0069,231.577125,232.097125,Krantz,I,qy^d,u-78-1
sw2226B-ms98-a-0070,233.270875,233.650875,Judith,B,sd,u-80-1
sw2226B-ms98-a-0070,233.650875,234.630875,Krantz,I,sd,u-80-1
sw2226B-ms98-a-0070,234.630875,234.680875,i,B,sd,u-80-2
sw2226B-ms98-a-0070,234.680875,234.750875,know,I,sd,u-80-2
sw2226B-ms98-a-0070,234.750875,234.994375,her,I,sd,u-80-2
sw2226B-ms98-a-0071,236.440750,236.680750,oh,B,bk,u-82-1
sw2226B-ms98-a-0071,236.680750,237.296500,okay,I,bk,u-82-1
sw2226B-ms98-a-0073,240.890000,241.750000,oh,B,b,u-84-1
sw2226B-ms98-a-0074,242.562875,243.312875,ooh,B,b,u-86-1
sw2226B-ms98-a-0074,243.312875,243.892000,yeah,B,b,u-88-1
sw2226B-ms98-a-0074,243.892000,244.502000,yeah,O,,
sw2226B-ms98-a-0074,245.066625,245.264125,that's,B,ba,u-88-2
sw2226B-ms98-a-0074,245.264125,245.447750,good,I,ba,u-88-2
sw2226B-ms98-a-0076,248.340875,249.051625,yeah,B,b,u-90-1
sw2226B-ms98-a-0076,249.051625,249.277625,oh,B,sd,u-90-2
sw2226B-ms98-a-0076,249.277625,249.461000,i,I,sd,u-90-2
sw2226B-ms98-a-0076,249.461000,249.600875,think,I,sd,u-90-2
sw2226B-ms98-a-0076,249.600875,249.660875,i,I,sd,u-90-2
sw2226B-ms98-a-0076,249.660875,249.760875,know,I,sd,u-90-2
sw2226B-ms98-a-0076,249.760875,249.820875,who,I,sd,u-90-2
sw2226B-ms98-a-0076,249.820875,249.910875,you're,I,sd,u-90-2
sw2226B-ms98-a-0076,249.910875,250.240875,talking,I,sd,u-90-2
sw2226B-ms98-a-0076,250.240875,250.430875,about,I,sd,u-90-2
sw2226B-ms98-a-0076,250.430875,250.700875,uh,B,sd,u-90-3
sw2226B-ms98-a-0076,250.700875,250.830875,i've,I,sd,u-90-3
sw2226B-ms98-a-0076,250.830875,251.120875,seen,I,sd,u-90-3
sw2226B-ms98-a-0076,251.120875,251.220875,i,B,sd,u-90-4
sw2226B-ms98-a-0076,251.220875,251.450875,don't,I,sd,u-90-4
sw2226B-ms98-a-0076,251.450875,251.590875,think,I,sd,u-90-4
sw2226B-ms98-a-0076,251.590875,251.640875,i,I,sd,u-90-4
sw2226B-ms98-a-0076,251.640875,251.740875,can,I,sd,u-90-4
sw2226B-ms98-a-0076,251.740875,252.171125,pronounce,I,sd,u-90-4
sw2226B-ms98-a-0076,252.171125,252.265250,it,I,sd,u-90-4
sw2226B-ms98-a-0076,252.265250,252.550875,either,I,sd,u-90-4
sw2226B-ms98-a-0076,252.550875,252.720875,but,B,%,u-90-5
sw2226B-ms98-a-0076,252.720875,253.262625,[laughter],O,,
sw2226B-ms98-a-0077,253.895250,254.017750,yeah,B,b,u-92-1
sw2226B-ms98-a-0077,254.078000,254.288250,i'm,B,sd,u-92-2
sw2226B-ms98-a-0077,254.288250,254.358250,in,I,sd,u-92-2
sw2226B-ms98-a-0077,254.358250,254.438250,a,I,sd,u-92-2
sw2226B-ms98-a-0077,254.438250,254.678250,book,I,sd,u-92-2
sw2226B-ms98-a-0077,254.678250,255.138250,club,I,sd,u-92-2
sw2226B-ms98-a-0077,255.138250,255.298125,and,B,sd,u-92-3
sw2226B-ms98-a-0077,255.399875,255.558250,i,I,sd,u-92-3
sw2226B-ms98-a-0077,255.558250,255.758250,think,I,sd,u-92-3
sw2226B-ms98-a-0077,255.758250,255.858250,i've,I,sd,u-92-3
sw2226B-ms98-a-0077,255.858250,256.118250,seen,I,sd,u-92-3
sw2226B-ms98-a-0077,256.118250,256.358250,his,I,sd,u-92-3
sw2226B-ms98-a-0077,256.358250,256.878250,books,I,sd,u-92-3
sw2226B-ms98-a-0078,257.509500,257.739500,in,B,+,u-94-1
sw2226B-ms98-a-0078,257.739500,258.085125,there,I,+,u-94-1
sw2226B-ms98-a-0078,258.769500,259.019500,i've,B,sd,u-94-2
sw2226B-ms98-a-0078,259.019500,259.239500,never,I,sd,u-94-2
sw2226B-ms98-a-0078,259.239500,259.449500,read,I,sd,u-94-2
sw2226B-ms98-a-0078,259.449500,259.649500,any,I,sd,u-94-2
sw2226B-ms98-a-0078,259.649500,259.709500,of,I,sd,u-94-2
sw2226B-ms98-a-0078,259.709500,260.109500,his,I,sd,u-94-2
sw2226B-ms98-a-0079,260.996750,261.126750,but,B,%,u-94-3
sw2226B-ms98-a-0079,261.126750,261.276750,they're,I,%,u-94-3
sw2226B-ms98-a-0079,261.276750,261.476750,real,I,%,u-94-3
sw2226B-ms98-a-0081,274.568625,275.157750,yes,B,ny,u-98-1
sw2226B-ms98-a-0081,275.628625,275.748625,that,B,sd^e,u-98-2
sw2226B-ms98-a-0081,275.748625,276.108625,oh,I,sd^e,u-98-2
sw2226B-ms98-a-0081,276.108625,276.288625,that,I,sd^e,u-98-2
sw2226B-ms98-a-0081,276.288625,276.688625,long,I,sd^e,u-98-2
sw2226B-ms98-a-0081,276.688625,277.068625,thing,I,sd^e,u-98-2
sw2226B-ms98-a-0083,282.075875,282.325875,yeah,B,aa,u-100-1
sw2226B-ms98-a-0083,282.325875,282.465875,they,B,sv,u-100-2
sw2226B-ms98-a-0083,282.465875,282.625875,do,I,sv,u-100-2
sw2226B-ms98-a-0083,282.625875,282.915875,kind,I,sv,u-100-2
sw2226B-ms98-a-0083,282.915875,282.985875,of,I,sv,u-100-2
sw2226B-ms98-a-0083,282.985875,283.509625,follow,I,sv,u-100-2
sw2226B-ms98-a-0083,283.925875,284.265875,or,I,sv,u-100-2
sw2226B-ms98-a-0085,285.804875,285.904875,are,B,+,u-102-1
sw2226B-ms98-a-0085,285.904875,286.454875,similar,I,+,u-102-1
sw2226B-ms98-a-0087,289.185375,289.485375,yeah,B,aa,u-104-1
sw2226B-ms98-a-0087,289.485375,289.605375,it,B,sv,u-104-2
sw2226B-ms98-a-0087,289.605375,289.815375,really,I,sv,u-104-2
sw2226B-ms98-a-0087,289.815375,290.025375,was,I,sv,u-104-2
sw2226B-ms98-a-0087,290.025375,290.115375,and,B,sd,u-104-3
sw2226B-ms98-a-0087,290.115375,290.175375,i,I,sd,u-104-3
sw2226B-ms98-a-0087,290.175375,290.385375,loved,I,sd,u-104-3
sw2226B-ms98-a-0087,290.385375,290.455375,The,I,sd,u-104-3
sw2226B-ms98-a-0087,290.455375,291.196500,Shining,I,sd,u-104-3
sw2226B-ms98-a-0088,292.339125,292.489125,that,B,sd,u-106-1
sw2226B-ms98-a-0088,292.489125,292.709125,was,I,sd,u-106-1
sw2226B-ms98-a-0088,292.759125,292.939125,that,I,sd,u-106-1
sw2226B-ms98-a-0088,292.939125,293.109125,was,I,sd,u-106-1
sw2226B-ms98-a-0088,293.109125,293.389125,my,I,sd,u-106-1
sw2226B-ms98-a-0088,293.389125,294.019125,favorite,I,sd,u-106-1
sw2226B-ms98-a-0090,295.666875,296.181375,yeah,B,b,u-108-1
sw2226B-ms98-a-0090,296.447125,296.925375,yeah,B,b^r,u-108-2
sw2226B-ms98-a-0092,301.492125,301.802750,yeah,O,,
sw2226B-ms98-a-0092,302.437500,303.268500,[laughter],O,,
sw2226B-ms98-a-0094,305.553000,305.843000,yeah,B,b,u-112-1
sw2226B-ms98-a-0094,305.843000,306.009000,that,B,%,u-112-2
sw2226B-ms98-a-0094,306.009000,306.169750,is,I,%,u-112-2
sw2226B-ms98-a-0094,306.169750,306.503000,he,B,sv,u-112-3
sw2226B-ms98-a-0094,306.503000,306.763000,just,I,sv,u-112-3
sw2226B-ms98-a-0094,306.763000,307.033000,brings,I,sv,u-112-3
sw2226B-ms98-a-0094,307.033000,307.213000,stuff,I,sv,u-112-3
sw2226B-ms98-a-0094,307.213000,308.083000,alive,I,sv,u-112-3
sw2226B-ms98-a-0094,308.083000,308.233000,you,I,sv,u-112-3
sw2226B-ms98-a-0094,308.233000,308.493000,know,I,sv,u-112-3
sw2226B-ms98-a-0094,308.493000,308.723000,you,B,sd,u-114-1
sw2226B-ms98-a-0094,308.723000,308.923000,could,I,sd,u-114-1
sw2226B-ms98-a-0094,308.923000,309.173000,just,I,sd,u-114-1
sw2226B-ms98-a-0094,309.173000,309.803000,visualize,I,sd,u-114-1
sw2226B-ms98-a-0094,309.803000,310.758625,everything,I,sd,u-114-1
sw2226B-ms98-a-0094,311.338750,311.616500,that's,B,%,u-116-1
sw2226B-ms98-a-0096,313.160125,313.330125,yeah,B,aa,u-118-1
sw2226B-ms98-a-0096,313.330125,313.490125,i,B,sv,u-118-2
sw2226B-ms98-a-0096,313.490125,313.660125,think,I,sv,u-118-2
sw2226B-ms98-a-0096,313.660125,313.760125,they,I,sv,u-118-2
sw2226B-ms98-a-0096,313.760125,313.880125,did,I,sv,u-118-2
sw2226B-ms98-a-0096,313.880125,313.910125,a,I,sv,u-118-2
sw2226B-ms98-a-0096,313.910125,314.130125,pretty,I,sv,u-118-2
sw2226B-ms98-a-0096,314.130125,314.300125,good,I,sv,u-118-2
sw2226B-ms98-a-0096,314.300125,314.580125,job,I,sv,u-118-2
sw2226B-ms98-a-0096,314.580125,314.805000,but,B,sd,u-118-3
sw2226B-ms98-a-0096,315.830125,315.950125,they,B,+,u-120-1
sw2226B-ms98-a-0096,315.950125,316.120125,didn't,I,+,u-120-1
sw2226B-ms98-a-0096,316.120125,316.310125,follow,I,+,u-120-1
sw2226B-ms98-a-0096,316.310125,316.420125,it,I,+,u-120-1
sw2226B-ms98-a-0096,316.420125,316.940125,exactly,I,+,u-120-1
sw2226B-ms98-a-0096,316.940125,317.100125,but,B,sd,u-120-2
sw2226B-ms98-a-0096,317.100125,317.240125,they,I,sd,u-120-2
sw2226B-ms98-a-0096,317.240125,317.500125,did,I,sd,u-120-2
sw2226B-ms98-a-0096,317.500125,317.670125,give,I,sd,u-120-2
sw2226B-ms98-a-0096,317.670125,317.770125,it,I,sd,u-120-2
sw2226B-ms98-a-0096,317.920125,318.070125,you,I,sd,u-120-2
sw2226B-ms98-a-0096,318.070125,318.160125,know,I,sd,u-120-2
sw2226B-ms98-a-0096,318.160125,318.270125,do,I,sd,u-120-2
sw2226B-ms98-a-0096,318.270125,318.380125,it,I,sd,u-120-2
sw2226B-ms98-a-0096,318.380125,319.020125,justice,I,sd,u-120-2
sw2226B-ms98-a-0097,319.957250,320.081250,but,B,sv,u-122-1
sw2226B-ms98-a-0097,320.081250,320.271875,uh,I,sv,u-122-1
sw2226B-ms98-a-0098,321.296750,321.586750,but,I,sv,u-122-1
sw2226B-ms98-a-0098,321.586750,321.821250,uh,I,sv,u-122-1
sw2226B-ms98-a-0098,321.821250,321.995500,most,I,sv,u-122-1
sw2226B-ms98-a-0098,321.995500,322.063625,of,I,sv,u-122-1
sw2226B-ms98-a-0098,322.063625,322.116750,the,I,sv,u-122-1
sw2226B-ms98-a-0098,322.116750,322.236750,time,I,sv,u-122-1
sw2226B-ms98-a-0098,322.236750,322.356750,they,I,sv,u-122-1
sw2226B-ms98-a-0098,322.356750,322.646750,don't,I,sv,u-122-1
sw2226B-ms98-a-0098,322.646750,322.816750,with,I,sv,u-122-1
sw2226B-ms98-a-0098,322.916750,323.201000,when,I,sv,u-122-1
sw2226B-ms98-a-0098,323.811250,324.086750,follow,I,sv,u-122-1
sw2226B-ms98-a-0098,324.086750,324.416750,books,I,sv,u-122-1
sw2226B-ms98-a-0098,324.416750,324.616750,very,I,sv,u-122-1
sw2226B-ms98-a-0098,324.616750,325.016750,well,I,sv,u-122-1
sw2226B-ms98-a-0098,325.879250,326.026750,when,I,sv,u-122-1
sw2226B-ms98-a-0098,326.026750,326.116750,they,I,sv,u-122-1
sw2226B-ms98-a-0098,326.116750,326.306750,make,I,sv,u-122-1
sw2226B-ms98-a-0098,326.306750,326.416750,them,I,sv,u-122-1
sw2226B-ms98-a-0098,326.416750,326.586750,into,I,sv,u-122-1
sw2226B-ms98-a-0098,326.586750,327.056750,movies,I,sv,u-122-1
sw2226B-ms98-a-0100,330.574750,331.209625,yeah,B,b,u-124-1
sw2226B-ms98-a-0100,331.687875,332.181375,yeah,B,b,u-124-2
sw2226B-ms98-a-0100,332.181375,332.600875,uh,I,b,u-124-2
sw2226B-ms98-a-0100,332.964750,333.067625,i,B,sd,u-126-1
sw2226B-ms98-a-0100,333.067625,333.224750,did,I,sd,u-126-1
sw2226B-ms98-a-0100,333.224750,333.625000,too,I,sd,u-126-1
sw2226B-ms98-a-0101,334.767250,335.217250,yeah,B,b,u-128-1
sw2226B-ms98-a-0102,335.902375,336.252375,yeah,B,aa,u-130-1
sw2226B-ms98-a-0102,336.252375,336.382375,that,B,ba,u-130-2
sw2226B-ms98-a-0102,336.382375,336.532375,was,I,ba,u-130-2
sw2226B-ms98-a-0102,336.532375,336.862375,good,I,ba,u-130-2
sw2226B-ms98-a-0102,336.862375,336.992375,i,B,sd,u-130-3
sw2226B-ms98-a-0102,336.992375,337.302375,liked,I,sd,u-130-3
sw2226B-ms98-a-0102,337.302375,337.606750,uh,I,sd,u-130-3
sw2226B-ms98-a-0102,338.274250,338.334500,i,I,sd,u-130-3
sw2226B-ms98-a-0102,338.334500,338.512375,also,I,sd,u-130-3
sw2226B-ms98-a-0102,338.512375,338.802375,liked,I,sd,u-130-3
sw2226B-ms98-a-0102,338.802375,339.066000,uh,I,sd,u-130-3
sw2226B-ms98-a-0103,339.814125,340.344125,Cujo,I,sd,u-130-3
sw2226B-ms98-a-0103,340.344125,340.504125,did,B,qy,u-130-4
sw2226B-ms98-a-0103,340.504125,340.574125,you,I,qy,u-130-4
sw2226B-ms98-a-0103,340.574125,340.714125,read,I,qy,u-130-4
sw2226B-ms98-a-0103,340.714125,340.934125,that,I,qy,u-130-4
sw2226B-ms98-a-0103,340.934125,341.194125,one,I,qy,u-130-4
sw2226B-ms98-a-0104,342.040000,342.260000,and,B,%,u-132-1
sw2226B-ms98-a-0105,343.637000,344.247125,yeah,B,b,u-134-1
sw2226B-ms98-a-0105,344.247125,345.181375,[vocalized-noise],O,,
sw2226B-ms98-a-0105,345.739375,346.002875,me,B,sd,u-136-1
sw2226B-ms98-a-0105,346.002875,346.463875,[laughter-too],O,,
sw2226B-ms98-a-0105,347.199625,347.300250,and,B,sd,u-138-1
sw2226B-ms98-a-0105,347.300250,347.481000,then,I,sd,u-138-1
sw2226B-ms98-a-0105,347.481000,347.806875,uh,I,sd,u-138-1
sw2226B-ms98-a-0105,348.541375,348.872875,Night,I,sd,u-138-1
sw2226B-ms98-a-0105,348.872875,349.309250,Stand,I,sd,u-138-1
sw2226B-ms98-a-0105,349.309250,349.617875,is,B,qy,u-138-2
sw2226B-ms98-a-0105,349.617875,349.770375,that,I,qy,u-138-2
sw2226B-ms98-a-0105,349.770375,350.003750,Night,I,qy,u-138-2
sw2226B-ms98-a-0106,351.115000,351.370750,Dead,B,sd,u-140-1
sw2226B-ms98-a-0106,351.862500,352.039500,Dead,I,sd,u-140-1
sw2226B-ms98-a-0106,352.039500,352.339250,Zone,I,sd,u-140-1
sw2226B-ms98-a-0106,352.539250,352.759250,that's,B,sd,u-140-2
sw2226B-ms98-a-0106,352.759250,352.880375,one,I,sd,u-140-2
sw2226B-ms98-a-0106,352.880375,353.000125,i,I,sd,u-140-2
sw2226B-ms98-a-0106,353.000125,353.233750,liked,I,sd,u-140-2
sw2226B-ms98-a-0107,354.205000,354.485000,Dead,B,sd^r,u-142-1
sw2226B-ms98-a-0107,354.485000,354.895000,Zone,I,sd^r,u-142-1
sw2226B-ms98-a-0108,356.416875,356.624375,that,B,%,u-144-1
sw2226B-ms98-a-0108,356.624375,356.750125,was,I,%,u-144-1
sw2226B-ms98-a-0108,356.750125,356.893250,a,I,%,u-144-1
sw2226B-ms98-a-0108,357.513500,357.695375,that,B,sv,u-146-1
sw2226B-ms98-a-0108,357.695375,357.803500,was,I,sv,u-146-1
sw2226B-ms98-a-0108,357.803500,357.893500,a,I,sv,u-146-1
sw2226B-ms98-a-0108,357.893500,358.083500,real,I,sv,u-146-1
sw2226B-ms98-a-0108,358.083500,358.303500,good,I,sv,u-146-1
sw2226B-ms98-a-0108,358.303500,358.473500,one,I,sv,u-146-1
sw2226B-ms98-a-0109,359.767250,360.750125,[laughter],O,,
sw2226B-ms98-a-0111,363.028000,363.187500,i,B,ba,u-150-1
sw2226B-ms98-a-0111,363.187500,363.430500,know,I,ba,u-150-1
sw2226B-ms98-a-0111,363.430500,363.607000,it,I,ba,u-150-1
sw2226B-ms98-a-0112,364.798875,365.078875,right,B,b,u-152-1
sw2226B-ms98-a-0112,365.078875,365.168875,and,B,sd,u-152-2
sw2226B-ms98-a-0112,365.168875,365.268875,then,I,sd,u-152-2
sw2226B-ms98-a-0112,365.268875,365.528875,he,I,sd,u-152-2
sw2226B-ms98-a-0112,365.528875,365.708875,has,I,sd,u-152-2
sw2226B-ms98-a-0112,365.708875,365.948875,some,I,sd,u-152-2
sw2226B-ms98-a-0112,365.948875,366.318875,under,I,sd,u-152-2
sw2226B-ms98-a-0112,366.318875,366.586750,uh,I,sd,u-152-2
sw2226B-ms98-a-0112,366.737375,367.078875,another,I,sd,u-152-2
sw2226B-ms98-a-0112,367.078875,367.428875,name,I,sd,u-152-2
sw2226B-ms98-a-0113,368.579125,368.640875,that,B,+,u-154-1
sw2226B-ms98-a-0113,368.640875,369.031000,he's,I,+,u-154-1
sw2226B-ms98-a-0113,369.031000,369.311000,written,I,+,u-154-1
sw2226B-ms98-a-0114,370.432875,370.752875,yeah,B,b,u-156-1
sw2226B-ms98-a-0115,371.994625,372.284625,yeah,B,b,u-158-1
sw2226B-ms98-a-0115,372.284625,372.684625,uh,B,sd,u-158-2
sw2226B-ms98-a-0115,372.794625,372.894625,i,I,sd,u-158-2
sw2226B-ms98-a-0115,372.894625,373.104625,think,I,sd,u-158-2
sw2226B-ms98-a-0115,373.104625,373.244625,his,I,sd,u-158-2
sw2226B-ms98-a-0115,373.244625,373.434625,name,I,sd,u-158-2
sw2226B-ms98-a-0115,373.434625,373.594625,was,I,sd,u-158-2
sw2226B-ms98-a-0115,373.674625,374.244625,Bachman,I,sd,u-158-2
sw2226B-ms98-a-0115,374.244625,374.504625,he,B,sd,u-158-3
sw2226B-ms98-a-0115,374.504625,374.744625,wrote,I,sd,u-158-3
sw2226B-ms98-a-0115,374.744625,375.024625,under,I,sd,u-158-3
sw2226B-ms98-a-0115,375.024625,375.104625,the,I,sd,u-158-3
sw2226B-ms98-a-0115,375.104625,375.334625,name,I,sd,u-158-3
sw2226B-ms98-a-0115,375.334625,375.454625,of,I,sd,u-158-3
sw2226B-ms98-a-0115,375.454625,375.994625,Bachman,I,sd,u-158-3
sw2226B-ms98-a-0117,376.760500,377.260500,yeah,B,b,u-160-1
sw2226B-ms98-a-0117,377.710500,377.930500,he,B,sv,u-160-2
sw2226B-ms98-a-0117,377.930500,378.060500,is,I,sv,u-160-2
sw2226B-ms98-a-0117,378.060500,378.340500,really,I,sv,u-160-2
sw2226B-ms98-a-0117,378.340500,378.960000,interesting,I,sv,u-160-2
sw2226B-ms98-a-0119,380.892375,381.992000,yeah,B,b,u-162-1
sw2226B-ms98-a-0119,381.992000,382.340125,ooh,B,sd,u-162-2
sw2226B-ms98-a-0119,382.340125,382.447250,i,I,sd,u-162-2
sw2226B-ms98-a-0119,382.447250,382.647250,wish,I,sd,u-162-2
sw2226B-ms98-a-0119,382.647250,382.707250,i,I,sd,u-162-2
sw2226B-ms98-a-0119,382.707250,382.857250,could,I,sd,u-162-2
sw2226B-ms98-a-0119,382.857250,382.957250,do,I,sd,u-162-2
sw2226B-ms98-a-0119,382.957250,383.257250,that,I,sd,u-162-2
sw2226B-ms98-a-0119,383.257250,385.347250,[laughter],O,,
sw2226B-ms98-a-0121,391.614625,392.114125,uh-huh,B,b,u-164-1
sw2226B-ms98-a-0123,395.797875,395.928000,i,B,sd,u-166-1
sw2226B-ms98-a-0123,395.928000,396.067875,do,I,sd,u-166-1
sw2226B-ms98-a-0123,396.067875,396.514375,too,I,sd,u-166-1
sw2226B-ms98-a-0123,396.691375,396.876125,i,B,sd,u-166-2
sw2226B-ms98-a-0123,396.876125,397.207875,love,I,sd,u-166-2
sw2226B-ms98-a-0123,397.207875,397.437875,old,I,sd,u-166-2
sw2226B-ms98-a-0124,398.156875,398.258000,good,I,sd,u-166-2
sw2226B-ms98-a-0124,398.258000,398.467500,old,I,sd,u-166-2
sw2226B-ms98-a-0126,400.099625,400.751000,yeah,B,b,u-168-1
sw2226B-ms98-a-0126,400.751000,401.451500,[laughter],O,,
sw2226B-ms98-a-0128,405.477500,405.997500,right,B,b,u-170-1
sw2226B-ms98-a-0130,408.889750,409.249750,that's,B,ba,u-172-1
sw2226B-ms98-a-0130,409.249750,409.649750,true,I,ba,u-172-1
sw2226B-ms98-a-0130,409.649750,409.789750,but,B,%,u-172-2
sw2226B-ms98-a-0130,409.789750,409.869750,i,I,%,u-172-2
sw2226B-ms98-a-0131,410.986875,411.266875,that's,B,sd,u-174-1
sw2226B-ms98-a-0131,411.266875,411.416875,that,I,sd,u-174-1
sw2226B-ms98-a-0131,411.416875,411.506875,was,I,sd,u-174-1
sw2226B-ms98-a-0131,411.506875,411.596875,one,I,sd,u-174-1
sw2226B-ms98-a-0131,411.596875,411.656875,of,I,sd,u-174-1
sw2226B-ms98-a-0131,411.656875,411.756875,my,I,sd,u-174-1
sw2226B-ms98-a-0131,411.756875,412.106875,favorite,I,sd,u-174-1
sw2226B-ms98-a-0131,412.106875,412.516875,subjects,I,sd,u-174-1
sw2226B-ms98-a-0131,412.516875,412.646875,in,I,sd,u-174-1
sw2226B-ms98-a-0131,412.646875,412.966875,school,I,sd,u-174-1
sw2226B-ms98-a-0131,412.966875,413.206875,was,I,sd,u-174-1
sw2226B-ms98-a-0131,413.206875,413.433500,uh,I,sd,u-174-1
sw2226B-ms98-a-0132,414.059250,414.649250,literature,B,+,u-176-1
sw2226B-ms98-a-0133,415.698625,415.845250,i,B,sd,u-178-1
sw2226B-ms98-a-0133,415.845250,416.028625,used,I,sd,u-178-1
sw2226B-ms98-a-0133,416.028625,416.138625,to,I,sd,u-178-1
sw2226B-ms98-a-0133,416.138625,416.398625,love,I,sd,u-178-1
sw2226B-ms98-a-0133,416.398625,416.678625,those,I,sd,u-178-1
sw2226B-ms98-a-0133,416.678625,416.818625,old,I,sd,u-178-1
sw2226B-ms98-a-0133,418.028625,418.288625,good,I,sd,u-178-1
sw2226B-ms98-a-0133,418.418625,418.558625,good,I,sd,u-178-1
sw2226B-ms98-a-0133,418.558625,418.728625,old,I,sd,u-178-1
sw2226B-ms98-a-0133,418.728625,419.358625,books,I,sd,u-178-1
sw2226B-ms98-a-0134,420.352875,420.469125,i,B,sd,u-180-1
sw2226B-ms98-a-0134,420.469125,420.639125,didn't,I,sd,u-180-1
sw2226B-ms98-a-0134,420.639125,420.859125,mind,I,sd,u-180-1
sw2226B-ms98-a-0134,420.859125,421.059125,doing,I,sd,u-180-1
sw2226B-ms98-a-0134,421.059125,421.249125,that,I,sd,u-180-1
sw2226B-ms98-a-0134,421.249125,421.389125,at,I,sd,u-180-1
sw2226B-ms98-a-0134,421.389125,421.629125,all,I,sd,u-180-1
sw2226B-ms98-a-0134,421.629125,422.163125,[laughter],O,,
sw2226B-ms98-a-0136,425.176500,425.936500,yeah,B,b,u-182-1
sw2226B-ms98-a-0136,425.936500,426.532250,yeah,B,b^r,u-182-2
sw2226B-ms98-a-0136,427.049375,427.154875,i,B,%,u-182-3
sw2226B-ms98-a-0136,427.154875,427.516500,liked,I,%,u-182-3
sw2226B-ms98-a-0136,427.516500,427.916500,uh,I,%,u-182-3
sw2226B-ms98-a-0137,429.432625,429.702625,oh,I,%,u-182-3
sw2226B-ms98-a-0137,429.702625,430.132625,gosh,B,^h,u-182-4
sw2226B-ms98-a-0137,430.192625,430.272625,why,I,^h,u-182-4
sw2226B-ms98-a-0137,430.272625,430.472625,can't,I,^h,u-182-4
sw2226B-ms98-a-0137,430.472625,430.502625,i,I,^h,u-182-4
sw2226B-ms98-a-0137,430.502625,430.672625,think,I,^h,u-182-4
sw2226B-ms98-a-0137,430.672625,430.732625,of,I,^h,u-182-4
sw2226B-ms98-a-0137,430.732625,430.832625,their,I,^h,u-182-4
sw2226B-ms98-a-0137,430.832625,431.359625,names,I,^h,u-182-4
sw2226B-ms98-a-0137,431.359625,431.762625,uh,B,^h,u-182-5
sw2226B-ms98-a-0139,434.998875,435.508875,shoot,I,^h,u-182-5
sw2226B-ms98-a-0139,435.508875,435.578875,the,B,qy^d,u-182-6
sw2226B-ms98-a-0139,435.578875,435.778875,one,I,qy^d,u-182-6
sw2226B-ms98-a-0139,435.778875,435.918875,that,I,qy^d,u-182-6
sw2226B-ms98-a-0139,435.918875,436.148875,wrote,I,qy^d,u-182-6
sw2226B-ms98-a-0139,436.148875,436.358875,uh,I,qy^d,u-182-6
sw2226B-ms98-a-0139,436.358875,436.718875,Wuthering,I,qy^d,u-182-6
sw2226B-ms98-a-0139,436.718875,437.588875,Heights,I,qy^d,u-182-6
sw2226B-ms98-a-0141,441.616500,441.997250,no,B,nn,u-184-1
sw2226B-ms98-a-0141,441.997250,442.104500,that,B,sd^e,u-184-2
sw2226B-ms98-a-0141,442.104500,442.194500,was,I,sd^e,u-184-2
sw2226B-ms98-a-0141,442.194500,442.474500,another,I,sd^e,u-184-2
sw2226B-ms98-a-0141,442.474500,442.674500,one,I,sd^e,u-184-2
sw2226B-ms98-a-0142,443.265375,443.634625,yeah,B,b,u-186-1
sw2226B-ms98-a-0142,443.634625,444.147625,yeah,B,b^r,u-186-2
sw2226B-ms98-a-0142,444.665125,445.288125,uh,B,sv,u-186-3
sw2226B-ms98-a-0142,445.747000,445.927000,well,I,sv,u-186-3
sw2226B-ms98-a-0142,445.927000,446.087000,you,I,sv,u-186-3
sw2226B-ms98-a-0142,446.087000,446.147000,know,I,sv,u-186-3
sw2226B-ms98-a-0142,446.147000,446.207000,who,I,sv,u-186-3
