sw3234B-ms98-a-0003,5.145000,5.702125,oh,B,b,u-2-1
sw3234B-ms98-a-0054,274.248250,274.488250,right,I,+,u-46-1
sw3234B-ms98-a-0054,274.488250,274.648250,from,I,+,u-46-1
sw3234B-ms98-a-0054,274.648250,274.708250,the,I,+,u-46-1
sw3234B-ms98-a-0054,274.708250,274.968250,North,I,+,u-46-1
sw3234B-ms98-a-0054,274.968250,275.411750,Pole,I,+,u-46-1
sw3234B-ms98-a-0055,276.494500,276.748875,and,B,sd,u-46-2
sw3234B-ms98-a-0055,276.748875,276.978875,that,I,sd,u-46-2
sw3234B-ms98-a-0055,276.978875,277.178875,was,I,sd,u-46-2
sw3234B-ms98-a-0055,277.178875,277.518875,fun,I,sd,u-46-2
sw3234B-ms98-a-0055,277.518875,277.768875,but,B,sd,u-46-3
sw3234B-ms98-a-0055,277.768875,278.063500,um,I,sd,u-46-3
sw3234B-ms98-a-0055,278.474125,278.787875,i,I,sd,u-46-3
sw3234B-ms98-a-0055,278.787875,278.998125,I,I,sd,u-46-3
sw3234B-ms98-a-0055,278.998125,279.168875,sure,I,sd,u-46-3
sw3234B-ms98-a-0055,279.168875,279.468875,wasn't,I,sd,u-46-3
sw3234B-ms98-a-0055,279.468875,279.608875,good,I,sd,u-46-3
sw3234B-ms98-a-0055,279.608875,279.718875,at,I,sd,u-46-3
sw3234B-ms98-a-0055,279.718875,280.128875,training,I,sd,u-46-3
sw3234B-ms98-a-0055,280.128875,280.446000,it,I,sd,u-46-3
sw3234B-ms98-a-0056,281.162125,281.277625,i,B,sv,u-48-1
sw3234B-ms98-a-0056,281.277625,281.459750,think,I,sv,u-48-1
sw3234B-ms98-a-0056,281.459750,281.549750,you,I,sv,u-48-1
sw3234B-ms98-a-0056,281.549750,281.689750,have,I,sv,u-48-1
sw3234B-ms98-a-0056,281.689750,281.819750,to,I,sv,u-48-1
sw3234B-ms98-a-0056,281.819750,282.182750,have,I,sv,u-48-1
sw3234B-ms98-a-0056,282.318375,282.771375,time,I,sv,u-48-1
sw3234B-ms98-a-0056,282.891875,282.982500,you,I,sv,u-48-1
sw3234B-ms98-a-0056,282.982500,283.163375,know,I,sv,u-48-1
sw3234B-ms98-a-0056,283.163375,283.326250,to,B,+,u-50-1
sw3234B-ms98-a-0056,283.552250,283.659750,to,I,+,u-50-1
sw3234B-ms98-a-0056,283.659750,283.839750,do,I,+,u-50-1
sw3234B-ms98-a-0056,283.839750,284.119750,those,I,+,u-50-1
sw3234B-ms98-a-0056,284.119750,284.624875,things,I,+,u-50-1
sw3234B-ms98-a-0058,297.831375,298.094250,that's,B,aa,u-52-1
sw3234B-ms98-a-0058,298.094250,298.509750,right,I,aa,u-52-1
