sw2821A-ms98-a-0002,1.220000,1.517250,yes,B,ny,u-2-1
sw2821A-ms98-a-0069,253.540125,253.736625,it,I,bh,u-104-1
sw2821A-ms98-a-0069,254.271375,254.805625,oh,B,ba,u-106-1
sw2821A-ms98-a-0069,254.805625,254.979000,how,I,ba,u-106-1
sw2821A-ms98-a-0069,254.979000,255.536250,nice,I,ba,u-106-1
sw2821A-ms98-a-0070,256.265625,256.841625,yeah,B,b,u-108-1
sw2821A-ms98-a-0072,262.761125,262.875375,i,B,sd,u-110-1
sw2821A-ms98-a-0072,262.875375,263.152625,don't,I,sd,u-110-1
sw2821A-ms98-a-0072,263.152625,263.242625,know,I,sd,u-110-1
sw2821A-ms98-a-0072,263.242625,263.509000,that's,O,,
sw2821A-ms98-a-0073,264.093125,264.296000,was,B,qy,u-112-1
sw2821A-ms98-a-0073,264.296000,264.501875,it,I,qy,u-112-1
sw2821A-ms98-a-0075,267.269625,268.013500,um,B,%,u-114-1
sw2821A-ms98-a-0075,268.013500,269.226750,[laughter],O,,
sw2821A-ms98-a-0075,269.226750,269.475875,that's,B,qy^g,u-116-1
sw2821A-ms98-a-0075,269.475875,269.685875,what,I,qy^g,u-116-1
sw2821A-ms98-a-0075,269.685875,269.795875,we,I,qy^g,u-116-1
sw2821A-ms98-a-0075,269.795875,270.105875,need,I,qy^g,u-116-1
sw2821A-ms98-a-0075,270.105875,270.755875,isn't,I,qy^g,u-116-1
sw2821A-ms98-a-0075,270.755875,270.825875,it,I,qy^g,u-116-1
sw2821A-ms98-a-0075,270.825875,270.995875,no,B,b,u-118-1
sw2821A-ms98-a-0075,270.995875,271.195875,there's,B,sd,u-118-2
sw2821A-ms98-a-0075,271.195875,271.385875,lots,I,sd,u-118-2
sw2821A-ms98-a-0075,271.385875,271.455875,of,I,sd,u-118-2
sw2821A-ms98-a-0075,271.455875,271.695875,nice,I,sd,u-118-2
sw2821A-ms98-a-0075,271.695875,272.205875,barbecue,I,sd,u-118-2
sw2821A-ms98-a-0075,272.205875,272.625875,places,I,sd,u-118-2
sw2821A-ms98-a-0075,272.625875,272.885875,here,I,sd,u-118-2
sw2821A-ms98-a-0075,272.885875,272.995875,now,B,sd,u-118-3
sw2821A-ms98-a-0075,272.995875,273.105875,i,I,sd,u-118-3
sw2821A-ms98-a-0075,273.105875,273.335875,like,I,sd,u-118-3
sw2821A-ms98-a-0075,273.335875,273.845875,barbecue,I,sd,u-118-3
sw2821A-ms98-a-0075,273.845875,274.275875,okay,I,sd,u-118-3
sw2821A-ms98-a-0075,274.275875,274.745875,Texas,I,sd,u-118-3
sw2821A-ms98-a-0075,274.745875,275.366375,barbecue,I,sd,u-118-3
sw2821A-ms98-a-0075,276.036750,276.235875,and,O,,
sw2821A-ms98-a-0075,276.235875,276.485750,that's,O,,
sw2821A-ms98-a-0075,276.485750,276.836500,good,B,sd,u-120-1
sw2821A-ms98-a-0077,278.815875,279.145000,yeah,B,b,u-122-1
sw2821A-ms98-a-0077,279.564250,279.726625,now,B,sd,u-122-2
sw2821A-ms98-a-0077,279.726625,279.946625,they're,B,+,u-124-1
sw2821A-ms98-a-0077,279.946625,280.106625,real,I,+,u-124-1
sw2821A-ms98-a-0077,280.106625,280.507250,good,I,+,u-124-1
sw2821A-ms98-a-0077,280.857125,281.109375,yeah,O,,
sw2821A-ms98-a-0077,281.109375,281.335750,they're,O,,
sw2821A-ms98-a-0077,281.335750,281.634625,good,B,sd,u-126-1
sw2821A-ms98-a-0079,285.506125,287.012875,[laughter-yeah],O,,
sw2821A-ms98-a-0079,287.012875,287.336000,yeah,B,b,u-128-1
sw2821A-ms98-a-0079,287.336000,287.510375,[laughter],O,,
sw2821A-ms98-a-0079,287.510375,287.726500,free,B,b^m,u-128-2
sw2821A-ms98-a-0079,287.726500,287.883750,ice,I,b^m,u-128-2
sw2821A-ms98-a-0079,287.883750,288.329375,cream,I,b^m,u-128-2
sw2821A-ms98-a-0079,289.113750,289.530875,yeah,B,b,u-128-3
sw2821A-ms98-a-0081,291.888750,292.916000,oh,B,b,u-132-1
sw2821A-ms98-a-0083,295.845875,296.075625,is,O,,
sw2821A-ms98-a-0083,296.075625,296.175875,to,B,sv,u-134-1
sw2821A-ms98-a-0083,296.175875,296.445875,die,I,sv,u-134-1
sw2821A-ms98-a-0083,296.445875,296.745875,for,I,sv,u-134-1
sw2821A-ms98-a-0083,296.745875,296.845875,i,O,,
sw2821A-ms98-a-0083,296.845875,297.166125,bet,O,,
sw2821A-ms98-a-0083,297.497625,298.106125,ooh,O,,
sw2821A-ms98-a-0085,305.187000,305.386000,in,B,^2,u-138-1
sw2821A-ms98-a-0085,305.386000,305.655500,heaven,I,^2,u-138-1
sw2821A-ms98-a-0085,305.655500,307.932125,[laughter],O,,
sw2821A-ms98-a-0087,311.917000,312.307375,well,B,sd,u-140-1
sw2821A-ms98-a-0087,312.508625,312.647000,my,I,sd,u-140-1
sw2821A-ms98-a-0087,312.647000,312.887000,two,I,sd,u-140-1
sw2821A-ms98-a-0087,312.887000,313.508125,littlest,I,sd,u-140-1
sw2821A-ms98-a-0087,313.760500,313.887000,i,B,sd,u-140-2
sw2821A-ms98-a-0087,313.887000,314.107000,just,I,sd,u-140-2
sw2821A-ms98-a-0087,314.107000,314.217000,had,I,sd,u-140-2
sw2821A-ms98-a-0087,314.217000,314.257000,a,I,sd,u-140-2
sw2821A-ms98-a-0087,314.257000,314.817000,baby,I,sd,u-140-2
sw2821A-ms98-a-0087,314.817000,315.347000,and,B,sd,u-142-1
sw2821A-ms98-a-0087,315.347000,315.557000,she's,I,sd,u-142-1
sw2821A-ms98-a-0087,315.557000,315.897000,six,I,sd,u-142-1
sw2821A-ms98-a-0087,315.897000,316.267000,months,I,sd,u-142-1
sw2821A-ms98-a-0087,316.267000,316.563625,and,B,sd,u-142-2
sw2821A-ms98-a-0087,316.672875,316.867000,then,I,sd,u-142-2
sw2821A-ms98-a-0087,316.867000,317.246375,my,I,sd,u-142-2
sw2821A-ms98-a-0087,317.400750,317.607000,four,I,sd,u-142-2
sw2821A-ms98-a-0087,317.607000,317.747000,year,I,sd,u-142-2
sw2821A-ms98-a-0087,317.747000,317.987000,old,I,sd,u-142-2
sw2821A-ms98-a-0087,317.987000,318.306000,he,I,sd,u-142-2
sw2821A-ms98-a-0087,318.437875,318.711250,he,I,sd,u-142-2
sw2821A-ms98-a-0087,318.809125,319.327000,still,I,sd,u-142-2
sw2821A-ms98-a-0087,319.327000,319.497000,but,B,sd,u-142-3
sw2821A-ms98-a-0087,319.497000,319.617000,my,I,sd,u-142-3
sw2821A-ms98-a-0087,319.617000,319.917875,other,I,sd,u-142-3
sw2821A-ms98-a-0087,319.917875,320.147875,t[wo]-,I,sd,u-142-3
sw2821A-ms98-a-0087,320.147875,320.437000,older,I,sd,u-142-3
sw2821A-ms98-a-0087,320.437000,320.841000,two,I,sd,u-142-3
sw2821A-ms98-a-0087,320.841000,320.987875,they,I,sd,u-142-3
sw2821A-ms98-a-0087,320.987875,321.377500,can,I,sd,u-142-3
sw2821A-ms98-a-0087,321.918125,322.553250,so,B,%,u-142-4
sw2821A-ms98-a-0087,322.553250,322.754375,they['re]-,O,,
sw2821A-ms98-a-0087,322.754375,323.085750,they['re]-,O,,
sw2821A-ms98-a-0087,323.085750,323.550000,they're,B,+,u-144-1
sw2821A-ms98-a-0088,324.267625,324.480125,they're,I,+,u-144-1
sw2821A-ms98-a-0088,324.480125,324.830125,kind,I,+,u-144-1
sw2821A-ms98-a-0088,324.830125,325.043375,of,I,+,u-144-1
sw2821A-ms98-a-0088,325.043375,325.375750,my,B,sd,u-144-2
sw2821A-ms98-a-0088,325.454875,325.600125,my,I,sd,u-144-2
sw2821A-ms98-a-0088,325.600125,326.100125,littlest,I,sd,u-144-2
sw2821A-ms98-a-0088,326.100125,326.290125,girl,I,sd,u-144-2
sw2821A-ms98-a-0088,326.290125,326.530125,she's,I,sd,u-144-2
sw2821A-ms98-a-0088,326.530125,326.960125,still,I,sd,u-144-2
sw2821A-ms98-a-0088,326.960125,327.241875,like,I,sd,u-144-2
sw2821A-ms98-a-0088,327.769250,328.120125,wants,I,sd,u-144-2
sw2821A-ms98-a-0088,328.120125,328.810125,McDonald's,I,sd,u-144-2
sw2821A-ms98-a-0088,328.810125,329.440125,McDonald's,I,sd,u-144-2
sw2821A-ms98-a-0088,329.440125,330.297750,[laughter-McDonald's],O,,
sw2821A-ms98-a-0088,330.297750,331.000375,[vocalized-noise],O,,
sw2821A-ms98-a-0090,339.805625,340.512500,oh,B,ba,u-146-1
sw2821A-ms98-a-0090,340.512500,340.679125,i'm,I,ba,u-146-1
sw2821A-ms98-a-0090,340.679125,341.109125,telling,I,ba,u-146-1
sw2821A-ms98-a-0090,341.109125,341.470375,you,I,ba,u-146-1
sw2821A-ms98-a-0092,344.559625,344.635875,well,B,sd,u-148-1
sw2821A-ms98-a-0092,344.635875,344.745875,it's,I,sd,u-148-1
sw2821A-ms98-a-0092,344.745875,344.995875,kind,I,sd,u-148-1
sw2821A-ms98-a-0092,344.995875,345.065875,of,I,sd,u-148-1
sw2821A-ms98-a-0092,345.065875,345.365875,funny,I,sd,u-148-1
sw2821A-ms98-a-0092,345.365875,345.505875,is,I,sd,u-148-1
sw2821A-ms98-a-0092,345.505875,346.084625,sometimes,I,sd,u-148-1
sw2821A-ms98-a-0092,346.431125,346.555875,we're,I,sd,u-148-1
sw2821A-ms98-a-0092,346.555875,347.003125,like,I,sd,u-148-1
sw2821A-ms98-a-0092,347.003125,347.165875,we,I,sd,u-148-1
sw2821A-ms98-a-0092,347.165875,347.385875,all,I,sd,u-148-1
sw2821A-ms98-a-0092,347.385875,347.755875,want,I,sd,u-148-1
sw2821A-ms98-a-0092,347.755875,348.295875,different,I,sd,u-148-1
sw2821A-ms98-a-0092,348.295875,349.014125,things,I,sd,u-148-1
sw2821A-ms98-a-0092,349.225000,349.385875,and,B,sd,u-150-1
sw2821A-ms98-a-0092,349.385875,349.724500,so,I,sd,u-150-1
sw2821A-ms98-a-0092,350.172750,350.455875,there's,I,sd,u-150-1
sw2821A-ms98-a-0092,350.455875,350.737625,a,I,sd,u-150-1
sw2821A-ms98-a-0092,350.861875,351.435875,Fifteenth,I,sd,u-150-1
sw2821A-ms98-a-0092,351.435875,352.052375,Avenue,I,sd,u-150-1
sw2821A-ms98-a-0092,352.240375,352.527125,down,I,sd,u-150-1
sw2821A-ms98-a-0092,352.527125,352.864250,here,I,sd,u-150-1
sw2821A-ms98-a-0093,353.282000,353.398750,and,B,+,u-152-1
sw2821A-ms98-a-0093,353.398750,353.580375,along,I,+,u-152-1
sw2821A-ms98-a-0093,353.580375,353.780375,that,I,+,u-152-1
sw2821A-ms98-a-0093,353.780375,354.080375,street,I,+,u-152-1
sw2821A-ms98-a-0093,354.080375,354.170375,are,I,+,u-152-1
sw2821A-ms98-a-0093,354.170375,354.280375,all,I,+,u-152-1
sw2821A-ms98-a-0093,354.280375,354.496625,these,I,+,u-152-1
sw2821A-ms98-a-0093,354.496625,354.840375,fast,I,+,u-152-1
sw2821A-ms98-a-0093,354.840375,355.362500,[laughter-food],I,+,u-152-1
sw2821A-ms98-a-0093,355.362500,356.033625,restaurants,I,+,u-152-1
sw2821A-ms98-a-0093,356.557375,356.750375,so,B,sd,u-154-1
sw2821A-ms98-a-0093,356.750375,356.890375,we,I,sd,u-154-1
sw2821A-ms98-a-0093,356.890375,357.050375,all,I,sd,u-154-1
sw2821A-ms98-a-0093,357.050375,357.210375,get,I,sd,u-154-1
sw2821A-ms98-a-0093,357.210375,357.300375,to,I,sd,u-154-1
sw2821A-ms98-a-0093,357.300375,357.420375,go,I,sd,u-154-1
sw2821A-ms98-a-0093,357.420375,357.580375,to,I,sd,u-154-1
sw2821A-ms98-a-0093,357.580375,357.680375,our,I,sd,u-154-1
sw2821A-ms98-a-0093,357.680375,357.820375,own,I,sd,u-154-1
sw2821A-ms98-a-0093,357.820375,357.990375,little,I,sd,u-154-1
sw2821A-ms98-a-0093,357.990375,358.240375,thing,I,sd,u-154-1
sw2821A-ms98-a-0093,358.240375,358.340375,and,I,sd,u-154-1
sw2821A-ms98-a-0093,358.340375,358.700375,drive,I,sd,u-154-1
sw2821A-ms98-a-0093,358.700375,358.870375,through,I,sd,u-154-1
sw2821A-ms98-a-0093,358.870375,359.010375,and,I,sd,u-154-1
sw2821A-ms98-a-0093,359.010375,359.160375,get,I,sd,u-154-1
sw2821A-ms98-a-0093,359.160375,359.240375,our,I,sd,u-154-1
sw2821A-ms98-a-0093,359.240375,359.530375,own,I,sd,u-154-1
sw2821A-ms98-a-0093,359.530375,359.820375,thing,I,sd,u-154-1
sw2821A-ms98-a-0093,359.820375,359.930375,and,B,sd,u-156-1
sw2821A-ms98-a-0093,359.930375,360.050375,then,I,sd,u-156-1
sw2821A-ms98-a-0093,360.050375,360.140375,we,I,sd,u-156-1
sw2821A-ms98-a-0093,360.140375,360.300375,go,I,sd,u-156-1
sw2821A-ms98-a-0093,360.300375,360.440375,to,I,sd,u-156-1
sw2821A-ms98-a-0093,360.440375,360.490375,a,I,sd,u-156-1
sw2821A-ms98-a-0093,360.490375,360.880375,park,I,sd,u-156-1
sw2821A-ms98-a-0093,360.880375,361.110375,over,I,sd,u-156-1
sw2821A-ms98-a-0093,361.110375,361.553875,there,I,sd,u-156-1
sw2821A-ms98-a-0093,361.553875,361.690375,so,I,sd,u-156-1
sw2821A-ms98-a-0093,361.690375,361.780375,we,I,sd,u-156-1
sw2821A-ms98-a-0093,361.780375,362.000375,can,I,sd,u-156-1
sw2821A-ms98-a-0093,362.000375,362.170375,all,I,sd,u-156-1
sw2821A-ms98-a-0093,362.170375,362.490375,[laughter-have],I,sd,u-156-1
sw2821A-ms98-a-0093,362.490375,362.690375,our,I,sd,u-156-1
sw2821A-ms98-a-0093,362.690375,363.021375,own,I,sd,u-156-1
sw2821A-ms98-a-0093,363.450750,363.710375,that's,B,sd,u-158-1
sw2821A-ms98-a-0093,363.710375,363.860375,on,I,sd,u-158-1
sw2821A-ms98-a-0093,363.860375,363.940375,the,I,sd,u-158-1
sw2821A-ms98-a-0093,363.940375,364.300375,nights,I,sd,u-158-1
sw2821A-ms98-a-0093,364.300375,364.400375,we,I,sd,u-158-1
sw2821A-ms98-a-0093,364.400375,364.670375,can't,I,sd,u-158-1
sw2821A-ms98-a-0093,364.670375,365.296500,decide,I,sd,u-158-1
sw2821A-ms98-a-0095,376.135000,376.379375,well,B,sd,u-160-1
sw2821A-ms98-a-0095,376.727625,377.066625,i,I,sd,u-160-1
sw2821A-ms98-a-0095,377.066625,377.260500,love,I,sd,u-160-1
sw2821A-ms98-a-0095,377.260500,377.449625,them_1,I,sd,u-160-1
sw2821A-ms98-a-0095,377.905375,378.041125,they're,I,sd,u-160-1
sw2821A-ms98-a-0095,378.041125,378.251125,good,I,sd,u-160-1
sw2821A-ms98-a-0095,378.251125,378.878125,kids,B,+,u-162-1
sw2821A-ms98-a-0096,380.238500,380.238500,so,O,,
sw2821A-ms98-a-0098,385.846625,386.217375,oh,B,ba,u-164-1
sw2821A-ms98-a-0098,386.217375,386.483375,how,I,ba,u-164-1
sw2821A-ms98-a-0098,386.483375,387.157625,nice,I,ba,u-164-1
sw2821A-ms98-a-0099,388.313375,388.583375,it'll,O,,
sw2821A-ms98-a-0099,388.583375,388.793375,be,B,ba,u-166-1
sw2821A-ms98-a-0099,388.793375,389.205750,neat,I,ba,u-166-1
sw2821A-ms98-a-0101,396.636250,396.890375,oh,O,,
sw2821A-ms98-a-0101,396.890375,398.259375,[laughter],O,,
sw2821A-ms98-a-0103,400.577500,400.858625,uh,O,,
sw2821A-ms98-a-0103,401.295500,401.594125,food's,B,^2,u-170-1
sw2821A-ms98-a-0103,401.594125,401.994125,food,I,^2,u-170-1
sw2821A-ms98-a-0103,401.994125,402.624750,[laughter],O,,
sw2821A-ms98-a-0104,403.542750,403.894500,yeah,B,b,u-172-1
sw2821A-ms98-a-0106,405.487500,405.815625,[laughter-yeah],O,,
sw2821A-ms98-a-0106,405.815625,406.468750,[laughter-yeah],O,,
sw2821A-ms98-a-0108,416.555000,416.625000,you,B,sd,u-176-1
sw2821A-ms98-a-0108,416.625000,416.785000,have,I,sd,u-176-1
sw2821A-ms98-a-0108,416.785000,416.885000,to,I,sd,u-176-1
sw2821A-ms98-a-0108,416.885000,417.005000,be,I,sd,u-176-1
sw2821A-ms98-a-0108,417.005000,417.435000,careful,I,sd,u-176-1
sw2821A-ms98-a-0108,417.435000,417.585000,if,I,sd,u-176-1
sw2821A-ms98-a-0108,417.585000,417.685000,you,I,sd,u-176-1
sw2821A-ms98-a-0108,417.685000,417.865000,go,I,sd,u-176-1
sw2821A-ms98-a-0108,417.865000,418.192750,to,I,sd,u-176-1
sw2821A-ms98-a-0108,418.192750,418.445125,a,I,sd,u-176-1
sw2821A-ms98-a-0108,418.445125,418.637375,a,I,sd,u-176-1
sw2821A-ms98-a-0108,418.637375,419.565500,restaurant,I,sd,u-176-1
sw2821A-ms98-a-0108,420.138375,420.470375,that,I,sd,u-176-1
sw2821A-ms98-a-0108,420.700125,420.895000,that,B,+,u-178-1
sw2821A-ms98-a-0108,420.895000,421.285000,really,I,+,u-178-1
sw2821A-ms98-a-0108,421.285000,421.504250,is,I,+,u-178-1
sw2821A-ms98-a-0108,421.651125,421.875000,more,I,+,u-178-1
sw2821A-ms98-a-0108,421.875000,422.506000,adult,I,+,u-178-1
sw2821A-ms98-a-0108,422.754625,422.865000,you,I,+,u-178-1
sw2821A-ms98-a-0108,422.865000,423.195000,know,I,+,u-178-1
sw2821A-ms98-a-0108,423.195000,423.355000,with,B,+,u-180-1
sw2821A-ms98-a-0108,423.355000,423.445000,the,I,+,u-180-1
sw2821A-ms98-a-0108,423.445000,423.885000,atmosphere,I,+,u-180-1
sw2821A-ms98-a-0108,423.885000,423.975000,and,I,+,u-180-1
sw2821A-ms98-a-0108,423.975000,424.365000,everything,I,+,u-180-1
sw2821A-ms98-a-0108,424.365000,424.562750,they,B,%,u-180-2
sw2821A-ms98-a-0108,425.278125,425.443875,if,B,%,u-180-3
sw2821A-ms98-a-0108,425.443875,425.694875,you're,I,%,u-180-3
sw2821A-ms98-a-0108,426.474500,426.703250,like,B,sd,u-180-4
sw2821A-ms98-a-0108,426.703250,426.825000,we,I,sd,u-180-4
sw2821A-ms98-a-0108,426.825000,426.955000,could,I,sd,u-180-4
sw2821A-ms98-a-0108,426.955000,427.285000,probably,I,sd,u-180-4
sw2821A-ms98-a-0108,427.285000,427.850750,take,I,sd,u-180-4
sw2821A-ms98-a-0108,427.850750,428.055000,our,I,sd,u-180-4
sw2821A-ms98-a-0108,428.055000,428.415000,oldest,I,sd,u-180-4
sw2821A-ms98-a-0108,428.415000,428.868250,son,I,sd,u-180-4
sw2821A-ms98-a-0108,428.868250,429.295000,and,I,sd,u-180-4
sw2821A-ms98-a-0108,429.295000,429.355000,our,B,+,u-182-1
sw2821A-ms98-a-0108,429.355000,429.695000,oldest,I,+,u-182-1
sw2821A-ms98-a-0108,429.695000,430.112125,daughter,I,+,u-182-1
sw2821A-ms98-a-0109,430.775125,430.898125,and,B,sd,u-184-1
sw2821A-ms98-a-0109,430.898125,430.998125,they,I,sd,u-184-1
sw2821A-ms98-a-0109,430.998125,431.158125,know,I,sd,u-184-1
sw2821A-ms98-a-0109,431.158125,431.318125,how,I,sd,u-184-1
sw2821A-ms98-a-0109,431.318125,431.447500,to,I,sd,u-184-1
sw2821A-ms98-a-0109,431.447500,431.926000,act,I,sd,u-184-1
sw2821A-ms98-a-0109,432.042750,432.216000,i,B,sd,u-186-1
sw2821A-ms98-a-0109,432.216000,432.501250,don't,I,sd,u-186-1
sw2821A-ms98-a-0109,432.501250,432.598125,i,I,sd,u-186-1
sw2821A-ms98-a-0109,432.598125,432.758125,don't,I,sd,u-186-1
sw2821A-ms98-a-0109,432.758125,432.918125,think,I,sd,u-186-1
sw2821A-ms98-a-0109,432.918125,433.048125,i'd,I,sd,u-186-1
sw2821A-ms98-a-0109,433.048125,433.388125,chance,I,sd,u-186-1
sw2821A-ms98-a-0109,433.388125,433.478125,it,I,sd,u-186-1
sw2821A-ms98-a-0109,433.478125,433.618125,with,I,sd,u-186-1
sw2821A-ms98-a-0109,433.618125,433.758125,my,I,sd,u-186-1
sw2821A-ms98-a-0109,433.758125,434.098125,younger,I,sd,u-186-1
sw2821A-ms98-a-0109,434.098125,434.388125,ones,I,sd,u-186-1
sw2821A-ms98-a-0109,434.388125,434.818125,because,I,sd,u-186-1
sw2821A-ms98-a-0109,434.818125,434.983875,they're,I,sd,u-186-1
sw2821A-ms98-a-0109,434.983875,435.264750,just,I,sd,u-186-1
sw2821A-ms98-a-0109,435.754375,435.858125,too,I,sd,u-186-1
sw2821A-ms98-a-0109,435.858125,436.078125,much,I,sd,u-186-1
sw2821A-ms98-a-0109,436.078125,436.138125,of,I,sd,u-186-1
sw2821A-ms98-a-0109,436.138125,436.198125,a,I,sd,u-186-1
sw2821A-ms98-a-0109,436.198125,436.838125,distraction,I,sd,u-186-1
sw2821A-ms98-a-0109,436.838125,437.028125,and,B,sv,u-186-2
sw2821A-ms98-a-0109,437.028125,437.238125,some,I,sv,u-186-2
sw2821A-ms98-a-0109,437.238125,437.818125,restaurants,I,sv,u-186-2
sw2821A-ms98-a-0109,437.818125,437.918125,are,I,sv,u-186-2
sw2821A-ms98-a-0109,437.918125,438.168125,really,I,sv,u-186-2
sw2821A-ms98-a-0109,438.168125,438.488125,trying,I,sv,u-186-2
sw2821A-ms98-a-0109,438.488125,438.650500,to,I,sv,u-186-2
sw2821A-ms98-a-0109,439.102375,439.278125,go,I,sv,u-186-2
sw2821A-ms98-a-0109,439.278125,439.498125,for,I,sv,u-186-2
sw2821A-ms98-a-0109,439.498125,439.868125,that,I,sv,u-186-2
sw2821A-ms98-a-0109,439.868125,440.648125,atmosphere,I,sv,u-186-2
sw2821A-ms98-a-0109,440.648125,441.018125,kind,I,sv,u-186-2
sw2821A-ms98-a-0109,441.018125,441.098125,of,I,sv,u-186-2
sw2821A-ms98-a-0109,441.098125,441.498125,thing,I,sv,u-186-2
sw2821A-ms98-a-0109,441.498125,441.708000,and,O,,
sw2821A-ms98-a-0110,442.421125,442.632000,wha[t]-,O,,
sw2821A-ms98-a-0110,442.632000,443.172250,yeah,B,b,u-188-1
sw2821A-ms98-a-0111,444.131250,444.657375,so,B,%,u-190-1
sw2821A-ms98-a-0113,451.280250,451.750875,yeah,B,b,u-192-1
sw2821A-ms98-a-0115,457.447625,457.957625,[laughter-yeah],O,,
sw2821A-ms98-a-0115,457.957625,458.781000,[laughter-yeah],O,,
sw2821A-ms98-a-0117,469.855000,470.503875,oh,B,b,u-196-1
sw2821A-ms98-a-0118,471.494625,471.624625,is,B,qy,u-198-1
sw2821A-ms98-a-0118,471.624625,471.874625,it,I,qy,u-198-1
sw2821A-ms98-a-0118,471.874625,472.547875,Tia's,I,qy,u-198-1
sw2821A-ms98-a-0118,472.773875,473.044625,not,I,qy,u-198-1
sw2821A-ms98-a-0118,473.044625,473.641750,Tia's,I,qy,u-198-1
sw2821A-ms98-a-0118,473.641750,474.143500,um,I,qy,u-198-1
sw2821A-ms98-a-0120,477.412875,477.696500,yeah,B,b,u-200-1
sw2821A-ms98-a-0120,477.696500,477.957125,i,B,sd,u-200-2
sw2821A-ms98-a-0120,477.957125,478.160375,know,I,sd,u-200-2
sw2821A-ms98-a-0120,478.160375,478.430375,which,I,sd,u-200-2
sw2821A-ms98-a-0120,478.430375,478.590375,one,I,sd,u-200-2
sw2821A-ms98-a-0120,478.590375,478.730375,it,I,sd,u-200-2
sw2821A-ms98-a-0120,478.730375,478.890375,is,I,sd,u-200-2
sw2821A-ms98-a-0120,478.890375,479.040375,and,B,sd,u-200-3
sw2821A-ms98-a-0120,479.040375,479.090375,i,I,sd,u-200-3
sw2821A-ms98-a-0120,479.090375,479.380375,can't,I,sd,u-200-3
sw2821A-ms98-a-0120,479.380375,479.610375,think,I,sd,u-200-3
sw2821A-ms98-a-0120,479.610375,479.730375,of,I,sd,u-200-3
sw2821A-ms98-a-0120,479.730375,480.052500,it,I,sd,u-200-3
sw2821A-ms98-a-0121,481.225875,481.507000,yeah,O,,
sw2821A-ms98-a-0123,486.697500,486.993375,oh,B,ba,u-202-1
sw2821A-ms98-a-0123,486.993375,487.619500,[laughter-dear],O,,
sw2821A-ms98-a-0125,491.600875,491.964000,[laughter],O,,
sw2821A-ms98-a-0125,491.964000,492.183500,it's,O,,
sw2821A-ms98-a-0125,492.183500,492.345750,one,B,sv,u-204-1
sw2821A-ms98-a-0125,492.345750,492.415750,of,I,sv,u-204-1
sw2821A-ms98-a-0125,492.415750,492.585750,those,I,sv,u-204-1
sw2821A-ms98-a-0125,492.585750,492.815750,ones,I,sv,u-204-1
sw2821A-ms98-a-0125,492.815750,492.935750,you,I,sv,u-204-1
sw2821A-ms98-a-0125,492.935750,493.065750,have,I,sv,u-204-1
sw2821A-ms98-a-0125,493.065750,493.165750,a,I,sv,u-204-1
sw2821A-ms98-a-0125,493.165750,493.375750,bad,I,sv,u-204-1
sw2821A-ms98-a-0125,493.375750,494.035750,experience,I,sv,u-204-1
sw2821A-ms98-a-0125,494.035750,494.165750,and,I,sv,u-204-1
sw2821A-ms98-a-0125,494.165750,494.506125,say,B,+,u-206-1
sw2821A-ms98-a-0125,494.638500,494.747750,i,I,+,u-206-1
sw2821A-ms98-a-0125,494.747750,495.005750,don't,I,+,u-206-1
sw2821A-ms98-a-0125,495.005750,495.185750,think,I,+,u-206-1
sw2821A-ms98-a-0125,495.185750,495.285750,i'll,I,+,u-206-1
sw2821A-ms98-a-0125,495.285750,495.485750,come,I,+,u-206-1
sw2821A-ms98-a-0125,495.485750,495.775750,back,I,+,u-206-1
sw2821A-ms98-a-0125,495.775750,496.005750,here,I,+,u-206-1
sw2821A-ms98-a-0125,496.005750,496.506750,[laughter],O,,
sw2821A-ms98-a-0127,498.266250,498.588500,y[eah]-,O,,
sw2821A-ms98-a-0127,498.588500,498.876125,[laughter-oh],O,,
sw2821A-ms98-a-0127,498.876125,500.006500,[laughter-dear],O,,
sw2821A-ms98-a-0127,500.789625,501.480750,oh,B,b,u-210-1
sw2821A-ms98-a-0129,505.444500,505.823750,oh,B,b,u-212-1
sw2821A-ms98-a-0131,508.787500,509.047500,yeah,B,b,u-214-1
sw2821A-ms98-a-0131,509.047500,509.389625,yeah,B,b^r,u-214-2
sw2821A-ms98-a-0131,509.389625,510.105750,[laughter-yeah],O,,
sw2821A-ms98-a-0133,513.974000,514.309750,well,B,%,u-216-1
sw2821A-ms98-a-0133,514.449625,514.755625,i,I,%,u-216-1
sw2821A-ms98-a-0133,515.379625,515.640500,i've,I,%,u-216-1
sw2821A-ms98-a-0133,515.640500,515.910500,about_1,O,,
sw2821A-ms98-a-0133,515.910500,516.113375,said,O,,
sw2821A-ms98-a-0133,516.113375,516.300500,wha[t]-,O,,
sw2821A-ms98-a-0133,516.300500,516.360500,wha[t]-,O,,
sw2821A-ms98-a-0133,516.360500,516.750500,what,O,,
sw2821A-ms98-a-0133,516.750500,516.920500,my,B,sd,u-216-2
sw2821A-ms98-a-0133,516.920500,517.460500,favorites,I,sd,u-216-2
sw2821A-ms98-a-0133,517.460500,517.610500,were,I,sd,u-216-2
sw2821A-ms98-a-0133,517.610500,517.720500,and,B,sd,u-216-3
sw2821A-ms98-a-0133,517.720500,517.770500,i,I,sd,u-216-3
sw2821A-ms98-a-0133,517.770500,518.010500,can't,I,sd,u-216-3
sw2821A-ms98-a-0133,518.010500,518.240500,really,I,sd,u-216-3
sw2821A-ms98-a-0133,518.240500,518.500500,think,I,sd,u-216-3
