sw2672A-ms98-a-0002,1.009625,1.487000,start,B,ad,u-1-1
sw2672A-ms98-a-0059,311.396750,311.506750,well,B,sd,u-55-2
sw2672A-ms98-a-0059,311.506750,311.646750,there,I,sd,u-55-2
sw2672A-ms98-a-0059,311.646750,311.706750,are,I,sd,u-55-2
sw2672A-ms98-a-0059,311.706750,311.736750,a,I,sd,u-55-2
sw2672A-ms98-a-0059,311.736750,311.916750,lot,I,sd,u-55-2
sw2672A-ms98-a-0059,311.916750,312.006750,of,I,sd,u-55-2
sw2672A-ms98-a-0059,312.006750,312.276750,things,I,sd,u-55-2
sw2672A-ms98-a-0059,312.276750,312.406750,that,I,sd,u-55-2
sw2672A-ms98-a-0059,312.406750,312.756750,aren't,I,sd,u-55-2
sw2672A-ms98-a-0059,312.756750,312.876750,i'm,B,%,u-55-3
sw2672A-ms98-a-0059,312.876750,313.211250,that's,B,sd,u-55-4
sw2672A-ms98-a-0059,313.339250,313.464625,uh,I,sd,u-55-4
sw2672A-ms98-a-0059,313.570125,313.716750,one,I,sd,u-55-4
sw2672A-ms98-a-0059,313.716750,313.776750,of,I,sd,u-55-4
sw2672A-ms98-a-0059,313.776750,313.836750,the,I,sd,u-55-4
sw2672A-ms98-a-0059,313.836750,314.086750,things,I,sd,u-55-4
sw2672A-ms98-a-0059,314.086750,314.186750,i,I,sd,u-55-4
sw2672A-ms98-a-0059,314.186750,314.446750,wonder,I,sd,u-55-4
sw2672A-ms98-a-0059,314.446750,314.866750,about,I,sd,u-55-4
sw2672A-ms98-a-0059,314.866750,314.956750,uh,B,sd^t,u-55-5
sw2672A-ms98-a-0059,314.956750,315.116750,one,I,sd^t,u-55-5
sw2672A-ms98-a-0059,315.116750,315.196750,of,I,sd^t,u-55-5
sw2672A-ms98-a-0059,315.196750,315.256750,the,I,sd^t,u-55-5
sw2672A-ms98-a-0059,315.256750,315.836750,questions,I,sd^t,u-55-5
sw2672A-ms98-a-0059,315.836750,316.170875,was,I,sd^t,u-55-5
sw2672A-ms98-a-0059,316.995625,317.136750,do,I,sd^t,u-55-5
sw2672A-ms98-a-0059,317.136750,317.216750,you,I,sd^t,u-55-5
sw2672A-ms98-a-0059,317.216750,317.396750,think,I,sd^t,u-55-5
sw2672A-ms98-a-0059,317.396750,317.656750,more,I,sd^t,u-55-5
sw2672A-ms98-a-0059,317.656750,317.846750,should,I,sd^t,u-55-5
sw2672A-ms98-a-0059,317.846750,317.976750,be,I,sd^t,u-55-5
sw2672A-ms98-a-0059,317.976750,318.246750,done,I,sd^t,u-55-5
sw2672A-ms98-a-0059,318.246750,318.336750,or,I,sd^t,u-55-5
sw2672A-ms98-a-0059,318.336750,318.726750,something,I,sd^t,u-55-5
sw2672A-ms98-a-0059,318.726750,319.026750,else,I,sd^t,u-55-5
sw2672A-ms98-a-0059,319.026750,319.236750,i,B,sd,u-55-6
sw2672A-ms98-a-0059,319.236750,319.361000,i,I,sd,u-55-6
sw2672A-ms98-a-0059,319.361000,319.534250,wonder,I,sd,u-55-6
sw2672A-ms98-a-0059,319.534250,319.746750,about,I,sd,u-55-6
sw2672A-ms98-a-0059,319.746750,319.996750,some,I,sd,u-55-6
sw2672A-ms98-a-0059,319.996750,320.056750,of,I,sd,u-55-6
sw2672A-ms98-a-0059,320.056750,320.116750,the,I,sd,u-55-6
sw2672A-ms98-a-0059,320.116750,320.493250,prod[ucts]-,I,sd,u-55-6
sw2672A-ms98-a-0059,320.685375,321.026750,products,I,sd,u-55-6
sw2672A-ms98-a-0059,321.026750,321.136750,that,I,sd,u-55-6
sw2672A-ms98-a-0059,321.136750,321.236750,they,I,sd,u-55-6
sw2672A-ms98-a-0059,321.236750,321.516750,don't,I,sd,u-55-6
sw2672A-ms98-a-0059,321.516750,321.796750,take,I,sd,u-55-6
sw2672A-ms98-a-0059,321.796750,321.996750,like,I,sd,u-55-6
sw2672A-ms98-a-0059,321.996750,322.126750,some,I,sd,u-55-6
sw2672A-ms98-a-0059,322.126750,322.186750,of,I,sd,u-55-6
sw2672A-ms98-a-0059,322.186750,322.256750,the,I,sd,u-55-6
sw2672A-ms98-a-0059,322.256750,322.886750,plastics,I,sd,u-55-6
sw2672A-ms98-a-0059,322.886750,323.026750,and,I,sd,u-55-6
sw2672A-ms98-a-0059,323.026750,323.286750,things,I,sd,u-55-6
sw2672A-ms98-a-0059,323.286750,323.416750,that,I,sd,u-55-6
sw2672A-ms98-a-0059,323.416750,323.526750,they,I,sd,u-55-6
sw2672A-ms98-a-0059,323.526750,323.826750,don't,I,sd,u-55-6
sw2672A-ms98-a-0059,323.826750,324.204125,take,I,sd,u-55-6
sw2672A-ms98-a-0060,325.269500,325.531875,uh,I,sd,u-55-6
sw2672A-ms98-a-0060,325.765500,326.102000,why,I,sd,u-55-6
sw2672A-ms98-a-0060,326.102000,326.272000,why,I,sd,u-55-6
sw2672A-ms98-a-0060,326.272000,326.402000,they,I,sd,u-55-6
sw2672A-ms98-a-0060,326.402000,326.702000,couldn't,I,sd,u-55-6
sw2672A-ms98-a-0060,326.702000,326.882000,do,I,sd,u-55-6
sw2672A-ms98-a-0060,326.882000,327.232000,more,I,sd,u-55-6
sw2672A-ms98-a-0060,327.232000,327.922000,recycling,I,sd,u-55-6
sw2672A-ms98-a-0060,327.922000,328.082000,with,I,sd,u-55-6
sw2672A-ms98-a-0060,328.082000,328.582000,those,I,sd,u-55-6
sw2672A-ms98-a-0062,341.186000,341.439500,hum,O,,
sw2672A-ms98-a-0064,347.088250,347.390875,yeah,B,b,u-59-1
sw2672A-ms98-a-0066,358.734125,359.125875,true,B,ba,u-61-1
sw2672A-ms98-a-0066,360.442375,360.568625,yeah,B,b,u-61-2
sw2672A-ms98-a-0066,360.568625,360.598625,i,B,sd,u-61-3
sw2672A-ms98-a-0066,360.598625,360.898625,noticed,I,sd,u-61-3
sw2672A-ms98-a-0066,360.898625,361.078625,that,I,sd,u-61-3
sw2672A-ms98-a-0066,361.078625,361.368625,about,I,sd,u-61-3
sw2672A-ms98-a-0066,361.368625,361.638625,things,I,sd,u-61-3
sw2672A-ms98-a-0066,361.638625,361.878625,like,I,sd,u-61-3
sw2672A-ms98-a-0066,361.878625,361.984125,i,B,sd,u-61-4
sw2672A-ms98-a-0066,361.984125,362.198625,s[een]-,I,sd,u-61-4
sw2672A-ms98-a-0066,362.198625,362.288625,i,I,sd,u-61-4
sw2672A-ms98-a-0066,362.288625,362.518625,seen,I,sd,u-61-4
sw2672A-ms98-a-0066,362.518625,362.568625,a,I,sd,u-61-4
sw2672A-ms98-a-0066,362.568625,362.728625,lot,I,sd,u-61-4
sw2672A-ms98-a-0066,362.728625,362.828625,of,I,sd,u-61-4
sw2672A-ms98-a-0066,362.828625,363.309375,adds,I,sd,u-61-4
sw2672A-ms98-a-0066,363.938375,364.598625,recently,I,sd,u-61-4
sw2672A-ms98-a-0066,364.598625,364.979875,for,I,sd,u-61-4
sw2672A-ms98-a-0066,365.307500,365.828625,organic,I,sd,u-61-4
sw2672A-ms98-a-0066,365.828625,366.729625,fertilizers,I,sd,u-61-4
sw2672A-ms98-a-0066,366.729625,366.864375,and,I,sd,u-61-4
sw2672A-ms98-a-0067,367.373250,367.613250,and,I,sd,u-61-4
sw2672A-ms98-a-0067,367.613250,367.873250,lawn,I,sd,u-61-4
sw2672A-ms98-a-0067,367.873250,368.413250,additives,I,sd,u-61-4
sw2672A-ms98-a-0067,368.413250,368.523250,and,I,sd,u-61-4
sw2672A-ms98-a-0067,368.523250,368.683250,that,I,sd,u-61-4
sw2672A-ms98-a-0067,368.683250,368.863250,type,I,sd,u-61-4
sw2672A-ms98-a-0067,368.863250,368.983250,of,I,sd,u-61-4
sw2672A-ms98-a-0067,368.983250,369.291500,thing,I,sd,u-61-4
sw2672A-ms98-a-0067,370.365000,370.603250,but,B,sd,u-61-5
sw2672A-ms98-a-0067,370.603250,370.683250,the,I,sd,u-61-5
sw2672A-ms98-a-0067,370.683250,371.123250,cost,I,sd,u-61-5
sw2672A-ms98-a-0067,371.123250,371.261000,is,I,sd,u-61-5
sw2672A-ms98-a-0067,371.483250,371.843250,is,I,sd,u-61-5
sw2672A-ms98-a-0067,372.033250,372.273750,like,I,sd,u-61-5
sw2672A-ms98-a-0067,372.586375,372.973250,double,I,sd,u-61-5
sw2672A-ms98-a-0067,372.973250,373.113250,or,I,sd,u-61-5
sw2672A-ms98-a-0067,373.113250,373.623250,sometimes,I,sd,u-61-5
sw2672A-ms98-a-0067,373.623250,374.103250,triple,I,sd,u-61-5
sw2672A-ms98-a-0067,374.933250,375.187000,what,B,+,u-63-1
sw2672A-ms98-a-0067,375.386625,375.583250,the,I,+,u-63-1
sw2672A-ms98-a-0067,375.583250,375.963250,regular,I,+,u-63-1
sw2672A-ms98-a-0067,375.963250,376.253250,things,I,+,u-63-1
sw2672A-ms98-a-0067,376.253250,376.353250,you,I,+,u-63-1
sw2672A-ms98-a-0067,376.543250,377.223250,fertilizers,I,+,u-63-1
sw2672A-ms98-a-0067,377.223250,377.363250,and,I,+,u-63-1
sw2672A-ms98-a-0067,377.363250,377.593250,things,I,+,u-63-1
sw2672A-ms98-a-0067,377.593250,377.703250,you,I,+,u-63-1
sw2672A-ms98-a-0067,377.703250,378.108875,buy,I,+,u-63-1
sw2672A-ms98-a-0067,379.008000,379.263250,so,B,%,u-63-2
sw2672A-ms98-a-0067,379.263250,379.353250,in,I,%,u-63-2
sw2672A-ms98-a-0067,379.513250,379.643250,in,I,%,u-63-2
sw2672A-ms98-a-0067,379.643250,379.963250,terms,I,%,u-63-2
sw2672A-ms98-a-0067,379.963250,380.053250,of,I,%,u-63-2
sw2672A-ms98-a-0067,380.053250,380.253250,that,I,%,u-63-2
sw2672A-ms98-a-0067,380.253250,380.537125,it's,B,%,u-63-3
sw2672A-ms98-a-0067,380.823375,380.933250,you,B,sv,u-63-4
sw2672A-ms98-a-0067,380.933250,381.193250,know,I,sv,u-63-4
sw2672A-ms98-a-0068,382.388375,382.515625,for,I,sv,u-63-4
sw2672A-ms98-a-0068,382.515625,382.645625,the,I,sv,u-63-4
sw2672A-ms98-a-0068,382.645625,383.215625,environment,I,sv,u-63-4
sw2672A-ms98-a-0068,383.215625,383.300375,it,I,sv,u-63-4
sw2672A-ms98-a-0068,383.628000,383.963375,its,I,sv,u-63-4
sw2672A-ms98-a-0068,384.163000,384.255625,there,I,sv,u-63-4
sw2672A-ms98-a-0068,384.255625,384.405625,is,I,sv,u-63-4
sw2672A-ms98-a-0068,384.405625,384.555625,good,I,sv,u-63-4
sw2672A-ms98-a-0068,384.555625,384.895625,reason,I,sv,u-63-4
sw2672A-ms98-a-0068,384.895625,385.005625,to,I,sv,u-63-4
sw2672A-ms98-a-0068,385.005625,385.155625,do,I,sv,u-63-4
sw2672A-ms98-a-0068,385.155625,385.314625,it,I,sv,u-63-4
sw2672A-ms98-a-0068,385.514250,385.595625,the,B,sv,u-63-5
sw2672A-ms98-a-0068,385.595625,386.045625,cost,I,sv,u-63-5
sw2672A-ms98-a-0068,386.045625,386.297250,is,I,sv,u-63-5
sw2672A-ms98-a-0068,386.436625,386.575625,kind,I,sv,u-63-5
sw2672A-ms98-a-0068,386.575625,386.645625,of,I,sv,u-63-5
sw2672A-ms98-a-0068,386.645625,387.225625,prohibited,O,,
sw2672A-ms98-a-0070,402.659625,403.058625,uh-huh,B,b,u-65-1
sw2672A-ms98-a-0072,405.953500,406.248875,yeah,B,b,u-67-1
sw2672A-ms98-a-0072,406.248875,406.408875,it's,B,ba,u-67-2
sw2672A-ms98-a-0072,406.408875,406.468875,a,I,ba,u-67-2
sw2672A-ms98-a-0072,406.468875,406.638875,good,I,ba,u-67-2
sw2672A-ms98-a-0072,406.638875,407.038875,idea,I,ba,u-67-2
sw2672A-ms98-a-0074,413.126625,413.436625,uh-huh,B,b,u-69-1
sw2672A-ms98-a-0076,418.571250,418.863000,yeah,B,b,u-71-1
sw2672A-ms98-a-0076,419.232125,419.552500,true,B,ba,u-71-2
sw2672A-ms98-a-0078,426.908875,427.222375,um,B,%,u-73-1
sw2672A-ms98-a-0080,430.534125,430.924125,yeah,B,b,u-75-1
sw2672A-ms98-a-0082,438.890375,439.007875,i,B,sd,u-77-1
sw2672A-ms98-a-0082,439.211250,439.500625,i'd,I,sd,u-77-1
sw2672A-ms98-a-0082,439.500625,439.730625,heard,I,sd,u-77-1
sw2672A-ms98-a-0082,439.730625,439.960625,something,I,sd,u-77-1
sw2672A-ms98-a-0082,439.960625,440.410625,stranger,I,sd,u-77-1
sw2672A-ms98-a-0082,440.410625,440.700625,talk,B,sd,u-77-2
sw2672A-ms98-a-0082,440.700625,440.920625,about,I,sd,u-77-2
sw2672A-ms98-a-0082,440.920625,441.516750,bottles,I,sd,u-77-2
sw2672A-ms98-a-0082,441.931125,442.020625,the,I,sd,u-77-2
sw2672A-ms98-a-0082,442.020625,442.230625,other,I,sd,u-77-2
sw2672A-ms98-a-0082,442.230625,442.540625,day,I,sd,u-77-2
sw2672A-ms98-a-0082,442.540625,442.830625,on,I,sd,u-77-2
sw2672A-ms98-a-0082,442.830625,443.044000,uh,I,sd,u-77-2
sw2672A-ms98-a-0083,443.481750,443.621750,on,I,sd,u-77-2
sw2672A-ms98-a-0083,443.621750,443.717625,the,I,sd,u-77-2
sw2672A-ms98-a-0083,443.878375,444.231750,radio,I,sd,u-77-2
sw2672A-ms98-a-0083,444.231750,444.591750,station,I,sd,u-77-2
sw2672A-ms98-a-0083,444.591750,444.621750,i,I,sd,u-77-2
sw2672A-ms98-a-0083,444.621750,444.831750,think,I,sd,u-77-2
sw2672A-ms98-a-0083,444.831750,444.951750,it's,I,sd,u-77-2
sw2672A-ms98-a-0083,444.951750,445.111750,K,I,sd,u-77-2
sw2672A-ms98-a-0083,445.111750,445.301750,L,I,sd,u-77-2
sw2672A-ms98-a-0083,445.301750,445.501750,T,I,sd,u-77-2
sw2672A-ms98-a-0083,445.501750,445.771750,Y,I,sd,u-77-2
sw2672A-ms98-a-0083,445.771750,445.881750,they,I,sd,u-77-2
sw2672A-ms98-a-0083,445.881750,445.951750,were,I,sd,u-77-2
sw2672A-ms98-a-0083,445.951750,446.271750,talking,I,sd,u-77-2
sw2672A-ms98-a-0083,446.271750,446.601750,about,I,sd,u-77-2
sw2672A-ms98-a-0083,446.601750,446.752500,the,I,sd,u-77-2
sw2672A-ms98-a-0083,447.468125,447.507500,i,B,sd,u-77-3
sw2672A-ms98-a-0083,447.507500,447.611750,think,I,sd,u-77-3
sw2672A-ms98-a-0083,447.611750,447.731750,it's,I,sd,u-77-3
sw2672A-ms98-a-0083,447.731750,447.851750,in,I,sd,u-77-3
sw2672A-ms98-a-0083,447.851750,448.481750,Canada,I,sd,u-77-3
sw2672A-ms98-a-0083,448.481750,448.661750,they're,I,sd,u-77-3
sw2672A-ms98-a-0083,448.661750,449.288750,using,I,sd,u-77-3
sw2672A-ms98-a-0083,449.883875,450.261750,oh,I,sd,u-77-3
sw2672A-ms98-a-0083,450.261750,450.891750,recyclable,I,sd,u-77-3
sw2672A-ms98-a-0083,450.891750,451.535500,milk,I,sd,u-77-3
sw2672A-ms98-a-0083,451.889500,452.271750,jugs,I,sd,u-77-3
sw2672A-ms98-a-0083,452.271750,452.731750,plastic,I,sd,u-77-3
sw2672A-ms98-a-0083,452.731750,453.051750,milk,I,sd,u-77-3
sw2672A-ms98-a-0083,453.051750,453.543875,jugs,I,sd,u-77-3
sw2672A-ms98-a-0084,454.451750,454.721750,as,B,+,u-79-1
sw2672A-ms98-a-0084,454.721750,454.959875,a,I,+,u-79-1
sw2672A-ms98-a-0084,455.092875,455.241750,a,I,+,u-79-1
sw2672A-ms98-a-0084,455.241750,456.387125,reinforcement,I,+,u-79-1
sw2672A-ms98-a-0084,456.592500,457.083125,for,I,+,u-79-1
sw2672A-ms98-a-0084,457.354375,457.881375,roads,I,+,u-79-1
sw2672A-ms98-a-0084,458.465125,458.561750,for,B,+,u-81-1
sw2672A-ms98-a-0084,458.561750,458.851750,road,I,+,u-81-1
sw2672A-ms98-a-0084,458.851750,459.501500,repairs,I,+,u-81-1
sw2672A-ms98-a-0085,460.779500,460.959500,and,B,sd,u-81-2
sw2672A-ms98-a-0085,460.959500,461.509500,apparently,I,sd,u-81-2
sw2672A-ms98-a-0085,461.509500,461.689500,they,I,sd,u-81-2
sw2672A-ms98-a-0085,461.899500,462.019500,they,I,sd,u-81-2
sw2672A-ms98-a-0085,462.019500,462.213750,don't,I,sd,u-81-2
sw2672A-ms98-a-0085,462.326750,462.489500,break,I,sd,u-81-2
sw2672A-ms98-a-0085,462.489500,463.004125,down,I,sd,u-81-2
sw2672A-ms98-a-0085,463.531500,463.739500,very,I,sd,u-81-2
sw2672A-ms98-a-0085,463.739500,464.249500,easily,I,sd,u-81-2
sw2672A-ms98-a-0085,464.249500,464.479500,and,B,sd,u-81-3
sw2672A-ms98-a-0086,465.775500,465.883125,they,B,+,u-83-1
sw2672A-ms98-a-0086,465.883125,466.233125,don't,I,+,u-83-1
sw2672A-ms98-a-0086,466.233125,467.003125,expand,I,+,u-83-1
sw2672A-ms98-a-0086,467.003125,467.282750,or,I,+,u-83-1
sw2672A-ms98-a-0086,467.768625,467.923125,or,I,+,u-83-1
sw2672A-ms98-a-0086,467.923125,468.490875,contract,I,+,u-83-1
sw2672A-ms98-a-0086,468.633125,468.763125,when,I,+,u-83-1
sw2672A-ms98-a-0086,468.763125,468.823125,the,I,+,u-83-1
sw2672A-ms98-a-0086,468.823125,469.103125,weather,I,+,u-83-1
sw2672A-ms98-a-0086,469.103125,469.813125,changes,I,+,u-83-1
sw2672A-ms98-a-0086,469.813125,470.063125,and,B,sd,u-83-2
sw2672A-ms98-a-0086,470.063125,471.413125,[laughter],I,sd,u-83-2
sw2672A-ms98-a-0086,471.413125,471.513125,this,I,sd,u-83-2
sw2672A-ms98-a-0086,471.513125,471.603125,is,I,sd,u-83-2
sw2672A-ms98-a-0086,471.603125,471.793125,kind,I,sd,u-83-2
sw2672A-ms98-a-0086,471.793125,471.883125,of,I,sd,u-83-2
sw2672A-ms98-a-0086,471.883125,471.953125,an,I,sd,u-83-2
sw2672A-ms98-a-0086,471.953125,472.523125,unusual,I,sd,u-83-2
sw2672A-ms98-a-0086,472.523125,472.843125,use,I,sd,u-83-2
sw2672A-ms98-a-0086,472.843125,473.083125,for,I,sd,u-83-2
sw2672A-ms98-a-0087,474.152000,474.371250,that,I,sd,u-83-2
sw2672A-ms98-a-0087,474.371250,474.581250,type,I,sd,u-83-2
sw2672A-ms98-a-0087,474.581250,474.691250,of,I,sd,u-83-2
sw2672A-ms98-a-0087,474.691250,474.971250,thing,I,sd,u-83-2
sw2672A-ms98-a-0089,484.783750,485.183750,uh-huh,B,b,u-85-1
sw2672A-ms98-a-0091,491.002500,491.213625,huh,I,b,u-85-1
sw2672A-ms98-a-0093,500.737625,501.067625,uh-huh,B,b,u-89-1
sw2672A-ms98-a-0095,505.584375,505.871500,yeah,B,b,u-91-1
sw2672A-ms98-a-0097,522.990250,523.338000,uh-huh,B,b,u-93-1
sw2672A-ms98-a-0099,535.932375,536.216125,yeah,B,b,u-95-1
sw2672A-ms98-a-0101,550.728500,550.907500,well,B,sv,u-97-1
sw2672A-ms98-a-0101,550.907500,550.977500,i,I,sv,u-97-1
sw2672A-ms98-a-0101,550.977500,551.267500,think,I,sv,u-97-1
sw2672A-ms98-a-0101,551.267500,551.780000,the,I,sv,u-97-1
sw2672A-ms98-a-0101,552.039875,552.151375,the,I,sv,u-97-1
sw2672A-ms98-a-0101,552.151375,552.357500,more,I,sv,u-97-1
sw2672A-ms98-a-0101,552.357500,552.697500,people,I,sv,u-97-1
sw2672A-ms98-a-0101,552.697500,552.797500,are,I,sv,u-97-1
sw2672A-ms98-a-0101,552.797500,553.167500,aware,I,sv,u-97-1
sw2672A-ms98-a-0101,553.167500,553.297500,of,I,sv,u-97-1
sw2672A-ms98-a-0101,553.297500,553.537500,it,I,sv,u-97-1
sw2672A-ms98-a-0101,553.537500,553.682875,the,I,sv,u-97-1
sw2672A-ms98-a-0101,553.890000,553.947500,the,I,sv,u-97-1
sw2672A-ms98-a-0101,553.947500,554.227500,more,I,sv,u-97-1
sw2672A-ms98-a-0101,554.227500,554.367500,they'll,I,sv,u-97-1
sw2672A-ms98-a-0101,554.367500,554.814000,do,I,sv,u-97-1
sw2672A-ms98-a-0101,555.032500,555.187875,i,B,sv,u-97-2
sw2672A-ms98-a-0101,555.187875,555.383750,think,I,sv,u-97-2
sw2672A-ms98-a-0101,555.383750,555.627500,that's,I,sv,u-97-2
sw2672A-ms98-a-0101,555.627500,555.934125,just,I,sv,u-97-2
sw2672A-ms98-a-0101,556.118625,556.267500,the,I,sv,u-97-2
sw2672A-ms98-a-0101,556.267500,556.607500,biggest,I,sv,u-97-2
sw2672A-ms98-a-0101,556.607500,556.967500,problem,I,sv,u-97-2
sw2672A-ms98-a-0101,556.967500,557.077500,is,I,sv,u-97-2
sw2672A-ms98-a-0101,557.077500,557.447500,keeping,I,sv,u-97-2
sw2672A-ms98-a-0101,557.447500,557.597500,it,I,sv,u-97-2
sw2672A-ms98-a-0101,557.597500,557.854125,in,I,sv,u-97-2
sw2672A-ms98-a-0101,558.850625,558.993500,in,I,sv,u-97-2
sw2672A-ms98-a-0101,558.993500,559.201375,front,I,sv,u-97-2
sw2672A-ms98-a-0101,559.201375,559.287500,of,I,sv,u-97-2
sw2672A-ms98-a-0101,559.287500,559.367500,the,I,sv,u-97-2
sw2672A-ms98-a-0101,559.367500,559.877500,public,I,sv,u-97-2
sw2672A-ms98-a-0101,559.877500,560.067500,so,I,sv,u-97-2
sw2672A-ms98-a-0101,560.067500,560.322750,they,I,sv,u-97-2
sw2672A-ms98-a-0101,560.544875,561.107500,understand,I,sv,u-97-2
sw2672A-ms98-a-0101,561.107500,561.347500,how,I,sv,u-97-2
sw2672A-ms98-a-0101,561.917500,562.317500,serious,I,sv,u-97-2
sw2672A-ms98-a-0101,562.317500,562.377500,the,I,sv,u-97-2
sw2672A-ms98-a-0101,562.377500,562.767500,problem,I,sv,u-97-2
sw2672A-ms98-a-0101,562.767500,562.967500,is,I,sv,u-97-2
sw2672A-ms98-a-0101,562.967500,563.087500,and,I,sv,u-97-2
sw2672A-ms98-a-0101,563.087500,563.247500,how,I,sv,u-97-2
sw2672A-ms98-a-0101,563.247500,563.757500,important,I,sv,u-97-2
sw2672A-ms98-a-0101,563.757500,563.817500,it,I,sv,u-97-2
sw2672A-ms98-a-0101,563.817500,563.937500,is,I,sv,u-97-2
sw2672A-ms98-a-0101,563.937500,564.097500,to,I,sv,u-97-2
sw2672A-ms98-a-0101,564.097500,564.247500,do,I,sv,u-97-2
sw2672A-ms98-a-0101,564.247500,564.496000,that,I,sv,u-97-2
sw2672A-ms98-a-0103,569.374375,569.729125,uh-huh,B,b,u-99-1
sw2672A-ms98-a-0105,572.745625,573.055625,yeah,B,b,u-101-1
sw2672A-ms98-a-0107,577.702250,578.059875,true,B,ba,u-103-1
sw2672A-ms98-a-0109,591.507500,591.948250,uh-huh,B,b,u-105-1
