sw2953B-ms98-a-0002,0.871875,1.471875,well,B,o,u-1-1
sw2953B-ms98-a-0032,189.615125,189.815125,now,B,+,u-67-1
sw2953B-ms98-a-0032,189.815125,190.410750,too,I,+,u-67-1
sw2953B-ms98-a-0034,208.389000,209.564000,[laughter],O,,
sw2953B-ms98-a-0036,217.605750,218.469875,[laughter],O,,
sw2953B-ms98-a-0038,221.847000,222.647000,yeah,B,b,u-73-1
sw2953B-ms98-a-0040,227.401750,227.571750,well,B,qy,u-75-1
sw2953B-ms98-a-0040,227.571750,227.681750,are,I,qy,u-75-1
sw2953B-ms98-a-0040,227.681750,227.851750,you,I,qy,u-75-1
sw2953B-ms98-a-0040,227.851750,228.151750,married,I,qy,u-75-1
sw2953B-ms98-a-0040,228.151750,228.271750,and,B,qy,u-75-2
sw2953B-ms98-a-0040,228.271750,228.331750,do,I,qy,u-75-2
sw2953B-ms98-a-0040,228.331750,228.391750,you,I,qy,u-75-2
sw2953B-ms98-a-0040,228.391750,228.521750,have,I,qy,u-75-2
sw2953B-ms98-a-0040,228.521750,229.021750,children,I,qy,u-75-2
sw2953B-ms98-a-0042,230.909375,231.049375,two,B,b^m,u-77-1
sw2953B-ms98-a-0042,231.049375,231.519375,kids,I,b^m,u-77-1
sw2953B-ms98-a-0042,231.519375,231.729375,and,B,qw,u-77-2
sw2953B-ms98-a-0042,231.729375,231.899375,and,I,qw,u-77-2
sw2953B-ms98-a-0042,231.899375,232.059375,how,I,qw,u-77-2
sw2953B-ms98-a-0042,232.059375,232.209375,does,I,qw,u-77-2
sw2953B-ms98-a-0042,232.209375,232.339375,your,I,qw,u-77-2
sw2953B-ms98-a-0042,232.339375,233.009375,husband,I,qw,u-77-2
sw2953B-ms98-a-0042,233.009375,233.529375,respond,I,qw,u-77-2
sw2953B-ms98-a-0042,233.529375,233.659375,to,I,qw,u-77-2
sw2953B-ms98-a-0042,233.659375,233.879375,all,I,qw,u-77-2
sw2953B-ms98-a-0042,233.879375,233.959375,the,I,qw,u-77-2
sw2953B-ms98-a-0042,233.959375,234.419375,new,I,qw,u-77-2
sw2953B-ms98-a-0042,234.419375,235.305000,social,B,+,u-79-1
sw2953B-ms98-a-0042,235.757625,236.169375,um,I,+,u-79-1
sw2953B-ms98-a-0042,236.169375,236.876875,changes,I,+,u-79-1
sw2953B-ms98-a-0044,242.164125,242.778375,well,B,o@,u-83-1
sw2953B-ms98-a-0044,242.778375,242.998375,see,I,o@,u-83-1
sw2953B-ms98-a-0044,242.998375,243.308375,bless,B,+@,u-85-1
sw2953B-ms98-a-0044,243.308375,243.478375,his,I,+@,u-85-1
sw2953B-ms98-a-0044,243.478375,243.908375,heart,I,+@,u-85-1
sw2953B-ms98-a-0044,243.908375,244.058375,you,I,+@,u-85-1
sw2953B-ms98-a-0044,244.058375,244.258375,know,I,+@,u-85-1
sw2953B-ms98-a-0044,244.258375,245.758375,[laughter],O,,
sw2953B-ms98-a-0044,245.758375,246.272500,um,O,,
sw2953B-ms98-a-0046,248.902500,252.035750,[laughter],O,,
sw2953B-ms98-a-0047,252.849875,253.102625,they're,O,,
sw2953B-ms98-a-0047,253.102625,253.196125,going,B,+,u-91-1
sw2953B-ms98-a-0047,253.196125,253.325750,to,I,+,u-91-1
sw2953B-ms98-a-0047,253.325750,253.499500,be,I,+,u-91-1
sw2953B-ms98-a-0047,253.499500,253.888750,back,I,+,u-91-1
sw2953B-ms98-a-0047,253.888750,254.051125,in,I,+,u-91-1
sw2953B-ms98-a-0047,254.051125,254.592500,style,I,+,u-91-1
sw2953B-ms98-a-0047,254.592500,254.821125,any,I,+,u-91-1
sw2953B-ms98-a-0047,254.821125,255.126250,day,I,+,u-91-1
sw2953B-ms98-a-0047,255.126250,255.691000,now,I,+,u-91-1
sw2953B-ms98-a-0049,260.833375,261.371625,oh,B,b,u-93-1
sw2953B-ms98-a-0051,270.526000,271.314125,yeah,B,b,u-95-1
sw2953B-ms98-a-0053,274.891250,275.484625,oh,B,b,u-97-1
sw2953B-ms98-a-0053,275.484625,275.834625,well,B,sv,u-97-2
sw2953B-ms98-a-0053,275.834625,276.274625,see,I,sv,u-97-2
sw2953B-ms98-a-0053,276.274625,276.584625,that,I,sv,u-97-2
sw2953B-ms98-a-0053,276.694625,277.014625,that's,I,sv,u-97-2
sw2953B-ms98-a-0053,277.014625,277.154625,the,I,sv,u-97-2
sw2953B-ms98-a-0053,277.154625,277.624625,spirit,I,sv,u-97-2
sw2953B-ms98-a-0053,277.624625,277.724625,of,I,sv,u-97-2
sw2953B-ms98-a-0053,277.724625,277.814625,the,I,sv,u-97-2
sw2953B-ms98-a-0053,277.814625,278.384625,sixties,I,sv,u-97-2
sw2953B-ms98-a-0053,278.384625,278.534625,and,B,sd,u-97-3
sw2953B-ms98-a-0053,278.534625,278.794625,whether,I,sd,u-97-3
sw2953B-ms98-a-0053,278.794625,278.854625,we,I,sd,u-97-3
sw2953B-ms98-a-0053,278.854625,279.017500,are,I,sd,u-97-3
sw2953B-ms98-a-0053,279.187000,279.504625,talking,I,sd,u-97-3
sw2953B-ms98-a-0053,279.504625,279.884625,about,I,sd,u-97-3
sw2953B-ms98-a-0053,279.884625,280.004625,the,I,sd,u-97-3
sw2953B-ms98-a-0053,280.004625,280.324625,rain,I,sd,u-97-3
sw2953B-ms98-a-0053,280.324625,281.086375,forests,I,sd,u-97-3
sw2953B-ms98-a-0053,281.445000,281.554625,i,B,%,u-99-1
sw2953B-ms98-a-0053,281.554625,281.857250,tell,I,%,u-99-1
sw2953B-ms98-a-0053,281.857250,282.008000,you,B,sd,u-99-2
sw2953B-ms98-a-0053,282.008000,282.154625,you,I,sd,u-99-2
sw2953B-ms98-a-0053,282.154625,282.504625,know,I,sd,u-99-2
sw2953B-ms98-a-0053,282.694625,282.944625,the,I,sd,u-99-2
sw2953B-ms98-a-0053,282.944625,283.734625,situation,I,sd,u-99-2
sw2953B-ms98-a-0053,283.734625,284.004625,you,I,sd,u-99-2
sw2953B-ms98-a-0053,284.004625,284.284625,have,I,sd,u-99-2
sw2953B-ms98-a-0053,284.284625,284.534625,right,I,sd,u-99-2
sw2953B-ms98-a-0053,284.534625,284.874625,now,I,sd,u-99-2
sw2953B-ms98-a-0053,284.874625,285.154625,and,B,sv,u-99-3
sw2953B-ms98-a-0053,285.154625,285.484625,and,I,sv,u-99-3
sw2953B-ms98-a-0053,285.484625,285.644625,all,I,sv,u-99-3
sw2953B-ms98-a-0053,285.644625,285.804625,of,I,sv,u-99-3
sw2953B-ms98-a-0053,285.804625,285.944625,our,I,sv,u-99-3
sw2953B-ms98-a-0053,285.944625,286.754625,generations,I,sv,u-99-3
sw2953B-ms98-a-0053,286.754625,287.004625,is,I,sv,u-99-3
sw2953B-ms98-a-0053,287.004625,287.234625,what,I,sv,u-99-3
sw2953B-ms98-a-0053,287.234625,287.324625,to,I,sv,u-99-3
sw2953B-ms98-a-0053,287.324625,287.484625,do,I,sv,u-99-3
sw2953B-ms98-a-0053,287.484625,287.684625,with,I,sv,u-99-3
sw2953B-ms98-a-0053,287.684625,287.784625,the,I,sv,u-99-3
sw2953B-ms98-a-0053,287.784625,288.354625,children,I,sv,u-99-3
sw2953B-ms98-a-0053,288.354625,288.817750,because,I,sv,u-99-3
sw2953B-ms98-a-0053,288.817750,289.344500,both,I,sv,u-99-3
sw2953B-ms98-a-0054,290.062875,290.512875,mother,I,sv,u-99-3
sw2953B-ms98-a-0054,290.512875,290.672875,and,I,sv,u-99-3
sw2953B-ms98-a-0054,290.672875,291.162875,father,I,sv,u-99-3
sw2953B-ms98-a-0054,291.162875,291.562875,have,I,sv,u-99-3
sw2953B-ms98-a-0054,291.562875,291.772875,to,I,sv,u-99-3
sw2953B-ms98-a-0054,291.772875,292.089250,work,I,sv,u-99-3
sw2953B-ms98-a-0054,292.194750,292.642875,now,I,sv,u-99-3
sw2953B-ms98-a-0056,296.715000,297.070750,oh,B,bk,u-101-1
sw2953B-ms98-a-0056,297.070750,297.685000,okay,I,bk,u-101-1
sw2953B-ms98-a-0058,302.642000,303.320250,that's,B,sd,u-103-1
sw2953B-ms98-a-0060,304.616750,305.247750,that's,B,+,u-105-1
sw2953B-ms98-a-0060,305.247750,305.864875,see,I,+,u-105-1
sw2953B-ms98-a-0060,306.079500,306.329500,that,I,+,u-105-1
sw2953B-ms98-a-0060,306.329500,306.449500,is,I,+,u-105-1
sw2953B-ms98-a-0060,306.449500,306.609500,your,I,+,u-105-1
sw2953B-ms98-a-0060,306.609500,307.359500,commitment,I,+,u-105-1
sw2953B-ms98-a-0060,307.359500,307.479500,you,B,sv,u-107-1
sw2953B-ms98-a-0060,307.479500,307.569500,do,I,sv,u-107-1
sw2953B-ms98-a-0060,307.569500,307.729500,not,I,sv,u-107-1
sw2953B-ms98-a-0060,307.729500,308.059500,know,I,sv,u-107-1
sw2953B-ms98-a-0060,308.059500,308.189500,what,I,sv,u-107-1
sw2953B-ms98-a-0060,308.189500,308.309500,you,I,sv,u-107-1
sw2953B-ms98-a-0060,308.309500,308.389500,are,I,sv,u-107-1
sw2953B-ms98-a-0060,308.389500,309.029500,changing,I,sv,u-107-1
sw2953B-ms98-a-0060,309.029500,309.149500,when,I,sv,u-107-1
sw2953B-ms98-a-0060,309.149500,309.249500,you,I,sv,u-107-1
sw2953B-ms98-a-0060,309.249500,309.479500,do,I,sv,u-107-1
sw2953B-ms98-a-0060,309.479500,309.929500,something,I,sv,u-107-1
sw2953B-ms98-a-0060,309.929500,310.209500,like,I,sv,u-107-1
sw2953B-ms98-a-0060,310.209500,310.569500,that,I,sv,u-107-1
sw2953B-ms98-a-0060,310.569500,310.759500,you,B,sv,u-109-1
sw2953B-ms98-a-0060,310.759500,311.159500,don't,I,sv,u-109-1
sw2953B-ms98-a-0060,311.159500,312.129500,understand,I,sv,u-109-1
sw2953B-ms98-a-0060,312.129500,312.359500,the,I,sv,u-109-1
sw2953B-ms98-a-0060,312.359500,312.799500,total,I,sv,u-109-1
sw2953B-ms98-a-0060,312.799500,313.339500,commitment,I,sv,u-109-1
sw2953B-ms98-a-0060,313.339500,313.449500,it,I,sv,u-109-1
sw2953B-ms98-a-0060,313.449500,313.729500,takes,I,sv,u-109-1
sw2953B-ms98-a-0060,313.729500,313.819500,to,I,sv,u-109-1
sw2953B-ms98-a-0060,313.819500,313.979500,be,I,sv,u-109-1
sw2953B-ms98-a-0060,313.979500,314.029500,a,I,sv,u-109-1
sw2953B-ms98-a-0060,314.029500,314.539500,parent,I,sv,u-109-1
sw2953B-ms98-a-0062,318.327000,319.413125,ah,O,,
sw2953B-ms98-a-0063,320.587125,321.236125,uh-huh,B,b,u-113-1
sw2953B-ms98-a-0065,331.169625,331.399625,that,B,bf,u-115-1
sw2953B-ms98-a-0065,331.399625,331.709625,one,I,bf,u-115-1
sw2953B-ms98-a-0065,331.709625,332.309625,person,I,bf,u-115-1
sw2953B-ms98-a-0065,332.309625,332.439625,that,B,+,u-117-1
sw2953B-ms98-a-0065,332.439625,332.519625,you,I,+,u-117-1
sw2953B-ms98-a-0065,332.519625,332.719625,could,I,+,u-117-1
sw2953B-ms98-a-0065,332.719625,332.989625,always,I,+,u-117-1
sw2953B-ms98-a-0065,332.989625,333.309625,count,I,+,u-117-1
sw2953B-ms98-a-0065,333.309625,333.459625,on,I,+,u-117-1
sw2953B-ms98-a-0065,333.459625,333.839625,being,I,+,u-117-1
sw2953B-ms98-a-0065,333.839625,334.209625,there,I,+,u-117-1
sw2953B-ms98-a-0067,344.347250,345.126500,well,B,%,u-119-1
sw2953B-ms98-a-0069,349.781875,350.030750,they,B,aa,u-121-1
sw2953B-ms98-a-0069,350.030750,350.617750,definitely,I,aa,u-121-1
sw2953B-ms98-a-0069,350.617750,351.045750,do,B,+,u-123-1
sw2953B-ms98-a-0070,351.667375,351.909500,they,B,aa^r,u-125-1
sw2953B-ms98-a-0070,351.909500,352.556750,definitely,I,aa^r,u-125-1
sw2953B-ms98-a-0070,352.556750,352.847375,do,I,aa^r,u-125-1
sw2953B-ms98-a-0070,352.847375,353.156375,i,B,%,u-125-2
sw2953B-ms98-a-0072,354.561500,354.831375,uh,B,na,u-127-1
sw2953B-ms98-a-0072,354.831375,355.252000,well,I,na,u-127-1
sw2953B-ms98-a-0072,355.252000,355.748875,see,I,na,u-127-1
sw2953B-ms98-a-0072,355.748875,356.012500,i,I,na,u-127-1
sw2953B-ms98-a-0072,356.012500,356.186125,if,I,na,u-127-1
sw2953B-ms98-a-0072,356.186125,356.286125,i,I,na,u-127-1
sw2953B-ms98-a-0072,356.286125,356.596125,had,I,na,u-127-1
sw2953B-ms98-a-0072,356.596125,356.856125,some,I,na,u-127-1
sw2953B-ms98-a-0072,356.856125,356.976125,i,I,na,u-127-1
sw2953B-ms98-a-0072,356.976125,357.366125,would,I,na,u-127-1
sw2953B-ms98-a-0072,357.366125,357.766125,i-,O,,
sw2953B-ms98-a-0072,357.766125,357.876125,i,B,%,u-127-2
sw2953B-ms98-a-0072,357.876125,358.296125,haven't,O,,
sw2953B-ms98-a-0072,358.296125,358.386125,i,B,sd,u-127-3
sw2953B-ms98-a-0072,358.386125,358.616125,had,I,sd,u-127-3
sw2953B-ms98-a-0072,358.616125,358.766125,an,I,sd,u-127-3
sw2953B-ms98-a-0072,358.766125,359.376125,unfortunate,I,sd,u-127-3
sw2953B-ms98-a-0072,359.376125,359.566125,thing,I,sd,u-127-3
sw2953B-ms98-a-0072,359.566125,360.036125,happen,I,sd,u-127-3
sw2953B-ms98-a-0072,360.036125,360.216125,and,B,%,u-127-4
sw2953B-ms98-a-0072,360.216125,360.514875,i'm,I,%,u-127-4
sw2953B-ms98-a-0072,360.733375,360.896125,you,I,%,u-127-4
sw2953B-ms98-a-0072,360.896125,361.046125,know,I,%,u-127-4
sw2953B-ms98-a-0072,361.046125,361.196125,and,B,sd,u-127-5
sw2953B-ms98-a-0072,361.196125,361.266125,it,I,sd,u-127-5
sw2953B-ms98-a-0072,361.266125,361.376125,is,I,sd,u-127-5
sw2953B-ms98-a-0072,361.376125,361.676125,not,I,sd,u-127-5
sw2953B-ms98-a-0072,361.676125,361.816125,going,I,sd,u-127-5
sw2953B-ms98-a-0072,361.816125,361.876125,to,I,sd,u-127-5
sw2953B-ms98-a-0072,361.876125,362.206125,happen,I,sd,u-127-5
sw2953B-ms98-a-0072,362.206125,362.396125,that,I,sd,u-127-5
sw2953B-ms98-a-0072,362.396125,362.576125,way,I,sd,u-127-5
sw2953B-ms98-a-0072,362.576125,362.786125,but,B,sd,u-129-1
sw2953B-ms98-a-0072,363.226125,363.477875,my,I,sd,u-129-1
sw2953B-ms98-a-0072,363.564500,363.866125,my,I,sd,u-129-1
sw2953B-ms98-a-0072,363.866125,363.933500,uh,I,sd,u-129-1
sw2953B-ms98-a-0072,363.933500,364.784750,friends,I,sd,u-129-1
sw2953B-ms98-a-0072,364.784750,365.016125,are,I,sd,u-129-1
sw2953B-ms98-a-0072,365.016125,365.326125,having,I,sd,u-129-1
sw2953B-ms98-a-0072,365.326125,365.716125,babies,I,sd,u-129-1
sw2953B-ms98-a-0072,365.716125,365.906125,right,I,sd,u-129-1
sw2953B-ms98-a-0072,365.906125,366.016125,and,I,sd,u-129-1
sw2953B-ms98-a-0072,366.016125,366.416125,left,I,sd,u-129-1
sw2953B-ms98-a-0072,366.416125,366.646125,so,B,sd,u-129-2
sw2953B-ms98-a-0072,366.646125,366.766125,i,I,sd,u-129-2
sw2953B-ms98-a-0072,366.766125,366.986125,get,I,sd,u-129-2
sw2953B-ms98-a-0072,366.986125,367.096125,to,I,sd,u-129-2
sw2953B-ms98-a-0072,367.096125,367.316125,see,I,sd,u-129-2
sw2953B-ms98-a-0072,367.316125,367.406125,the,I,sd,u-129-2
sw2953B-ms98-a-0072,367.406125,367.766125,different,I,sd,u-129-2
sw2953B-ms98-a-0072,367.766125,368.366125,ways,I,sd,u-129-2
sw2953B-ms98-a-0072,368.366125,368.536125,that,I,sd,u-129-2
sw2953B-ms98-a-0072,368.536125,368.906125,they,I,sd,u-129-2
sw2953B-ms98-a-0073,369.210500,369.571375,um,B,+,u-131-1
sw2953B-ms98-a-0073,369.571375,370.099875,all,I,+,u-131-1
sw2953B-ms98-a-0073,370.099875,370.544250,raise,I,+,u-131-1
sw2953B-ms98-a-0073,370.544250,370.724250,them,I,+,u-131-1
sw2953B-ms98-a-0073,370.724250,370.903875,and,B,sd,u-131-2
sw2953B-ms98-a-0073,371.231625,371.424250,and,I,sd,u-131-2
sw2953B-ms98-a-0073,371.424250,371.704250,one,I,sd,u-131-2
sw2953B-ms98-a-0073,371.704250,372.124250,gal,I,sd,u-131-2
sw2953B-ms98-a-0073,372.124250,372.444250,she,I,sd,u-131-2
sw2953B-ms98-a-0073,372.444250,372.844250,started,I,sd,u-131-2
sw2953B-ms98-a-0073,372.844250,372.884250,a,I,sd,u-131-2
sw2953B-ms98-a-0073,372.884250,373.274250,business,I,sd,u-131-2
sw2953B-ms98-a-0073,373.274250,373.364250,in,B,+,u-133-1
sw2953B-ms98-a-0073,373.364250,373.474250,her,I,+,u-133-1
sw2953B-ms98-a-0073,373.474250,373.674250,home,I,+,u-133-1
sw2953B-ms98-a-0073,373.674250,373.784250,and,B,sd,u-133-2
sw2953B-ms98-a-0073,373.784250,373.988375,she,I,sd,u-133-2
sw2953B-ms98-a-0073,374.086375,374.324250,she,I,sd,u-133-2
sw2953B-ms98-a-0073,374.324250,374.644250,hired,I,sd,u-133-2
sw2953B-ms98-a-0073,374.644250,374.784250,an,I,sd,u-133-2
sw2953B-ms98-a-0073,374.784250,374.944250,au,I,sd,u-133-2
sw2953B-ms98-a-0073,374.944250,375.394250,pair,I,sd,u-133-2
sw2953B-ms98-a-0073,375.394250,375.579250,which,I,sd,u-133-2
sw2953B-ms98-a-0073,375.579250,375.718625,is,I,sd,u-133-2
sw2953B-ms98-a-0073,375.718625,375.854250,a,I,sd,u-133-2
sw2953B-ms98-a-0073,375.854250,376.424250,college,I,sd,u-133-2
sw2953B-ms98-a-0073,376.424250,376.794250,kid,I,sd,u-133-2
sw2953B-ms98-a-0073,376.794250,376.854250,to,I,sd,u-133-2
sw2953B-ms98-a-0073,376.854250,377.134250,come,I,sd,u-133-2
sw2953B-ms98-a-0073,377.134250,377.439375,in,I,sd,u-133-2
sw2953B-ms98-a-0073,377.817250,377.937750,and,I,sd,u-133-2
sw2953B-ms98-a-0073,377.937750,378.164250,take,I,sd,u-133-2
sw2953B-ms98-a-0073,378.164250,378.414250,care,I,sd,u-133-2
sw2953B-ms98-a-0073,378.414250,378.494250,of,I,sd,u-133-2
sw2953B-ms98-a-0073,378.494250,378.594250,her,I,sd,u-133-2
sw2953B-ms98-a-0073,378.594250,378.824250,two,I,sd,u-133-2
sw2953B-ms98-a-0073,378.824250,379.394250,boys,I,sd,u-133-2
sw2953B-ms98-a-0073,379.394250,379.494250,while,I,sd,u-133-2
sw2953B-ms98-a-0073,379.494250,379.674250,she,I,sd,u-133-2
sw2953B-ms98-a-0073,379.674250,379.984250,works,I,sd,u-133-2
sw2953B-ms98-a-0073,379.984250,380.074250,in,I,sd,u-133-2
sw2953B-ms98-a-0073,380.074250,380.144250,the,I,sd,u-133-2
sw2953B-ms98-a-0073,380.144250,380.404250,other,I,sd,u-133-2
sw2953B-ms98-a-0073,380.404250,380.564250,end,I,sd,u-133-2
sw2953B-ms98-a-0073,380.564250,380.624250,of,I,sd,u-133-2
sw2953B-ms98-a-0073,380.624250,380.684250,the,I,sd,u-133-2
sw2953B-ms98-a-0073,380.684250,381.234250,house,I,sd,u-133-2
sw2953B-ms98-a-0074,381.787000,381.917000,and,B,sd,u-135-1
sw2953B-ms98-a-0074,381.917000,381.977000,the,I,sd,u-135-1
sw2953B-ms98-a-0074,381.977000,382.207000,guy,I,sd,u-135-1
sw2953B-ms98-a-0074,382.207000,382.537000,lives,I,sd,u-135-1
sw2953B-ms98-a-0074,382.537000,382.767000,in,I,sd,u-135-1
sw2953B-ms98-a-0074,382.767000,382.877000,with,I,sd,u-135-1
sw2953B-ms98-a-0074,382.877000,383.077000,her,I,sd,u-135-1
sw2953B-ms98-a-0074,383.197000,383.327000,you,I,sd,u-135-1
sw2953B-ms98-a-0074,383.327000,383.457000,know,I,sd,u-135-1
sw2953B-ms98-a-0074,383.457000,383.527000,i,B,sd,u-137-1
sw2953B-ms98-a-0074,383.527000,383.717000,mean,I,sd,u-137-1
sw2953B-ms98-a-0074,383.717000,383.797000,you,I,sd,u-137-1
sw2953B-ms98-a-0074,383.797000,383.957000,know,I,sd,u-137-1
sw2953B-ms98-a-0074,383.957000,384.067000,it,I,sd,u-137-1
sw2953B-ms98-a-0074,384.067000,384.127000,is,I,sd,u-137-1
sw2953B-ms98-a-0074,384.127000,384.177000,a,I,sd,u-137-1
sw2953B-ms98-a-0074,384.177000,384.687000,family,I,sd,u-137-1
sw2953B-ms98-a-0074,384.687000,384.937000,sort,I,sd,u-137-1
sw2953B-ms98-a-0074,384.937000,385.275125,of,I,sd,u-137-1
sw2953B-ms98-a-0074,385.388125,385.777000,unit,I,sd,u-137-1
sw2953B-ms98-a-0074,385.927000,386.217000,sort,I,sd,u-137-1
sw2953B-ms98-a-0074,386.217000,386.287000,of,I,sd,u-137-1
sw2953B-ms98-a-0074,386.287000,386.620500,thing,I,sd,u-137-1
sw2953B-ms98-a-0074,387.046125,387.327000,and,B,%,u-137-2
sw2953B-ms98-a-0074,387.327000,387.517000,the,I,%,u-137-2
sw2953B-ms98-a-0075,388.450750,388.650750,and,B,%,u-139-1
sw2953B-ms98-a-0075,388.650750,389.115875,so,I,%,u-139-1
sw2953B-ms98-a-0076,389.683625,390.003625,so,B,sd,u-141-1
sw2953B-ms98-a-0076,390.003625,390.233625,that,I,sd,u-141-1
sw2953B-ms98-a-0076,390.233625,390.293625,is,I,sd,u-141-1
sw2953B-ms98-a-0076,390.293625,390.363625,a,I,sd,u-141-1
sw2953B-ms98-a-0076,390.363625,390.673625,different,I,sd,u-141-1
sw2953B-ms98-a-0076,390.673625,390.773625,way,I,sd,u-141-1
sw2953B-ms98-a-0076,390.773625,390.963625,and,B,sd,u-141-2
sw2953B-ms98-a-0076,390.963625,391.313625,then,I,sd,u-141-2
sw2953B-ms98-a-0076,391.313625,391.453625,my,I,sd,u-141-2
sw2953B-ms98-a-0076,391.453625,391.743625,other,I,sd,u-141-2
sw2953B-ms98-a-0076,391.743625,392.333625,girlfriend,I,sd,u-141-2
sw2953B-ms98-a-0076,392.333625,392.633625,just,I,sd,u-141-2
sw2953B-ms98-a-0076,392.633625,392.743625,you,I,sd,u-141-2
sw2953B-ms98-a-0076,392.743625,392.963625,know,I,sd,u-141-2
sw2953B-ms98-a-0076,392.963625,393.303625,tears,I,sd,u-141-2
sw2953B-ms98-a-0076,393.303625,393.403625,her,I,sd,u-141-2
sw2953B-ms98-a-0076,393.403625,393.593625,hair,I,sd,u-141-2
sw2953B-ms98-a-0076,393.593625,393.913625,out,I,sd,u-141-2
sw2953B-ms98-a-0076,393.913625,394.293625,and,I,sd,u-141-2
sw2953B-ms98-a-0076,394.293625,394.583625,goes,I,sd,u-141-2
sw2953B-ms98-a-0076,394.583625,394.823625,at,I,sd,u-141-2
sw2953B-ms98-a-0076,394.823625,394.963625,it,I,sd,u-141-2
sw2953B-ms98-a-0076,394.963625,395.213625,you,I,sd,u-141-2
sw2953B-ms98-a-0076,395.213625,395.443625,know,I,sd,u-141-2
sw2953B-ms98-a-0076,395.443625,395.743625,twenty,I,sd,u-141-2
sw2953B-ms98-a-0076,395.743625,395.923625,four,I,sd,u-141-2
sw2953B-ms98-a-0076,395.923625,396.243625,hours,I,sd,u-141-2
sw2953B-ms98-a-0076,396.243625,396.303625,a,I,sd,u-141-2
sw2953B-ms98-a-0076,396.303625,396.543625,day,I,sd,u-141-2
sw2953B-ms98-a-0076,396.543625,396.953625,watching,I,sd,u-141-2
sw2953B-ms98-a-0076,396.953625,397.223625,both,I,sd,u-141-2
sw2953B-ms98-a-0076,397.223625,397.513625,kids,I,sd,u-141-2
sw2953B-ms98-a-0076,397.513625,397.673625,all,I,sd,u-141-2
sw2953B-ms98-a-0076,397.673625,397.743625,the,I,sd,u-141-2
sw2953B-ms98-a-0076,397.743625,398.053625,time,I,sd,u-141-2
sw2953B-ms98-a-0076,398.053625,398.153625,and,B,sv,u-141-3
sw2953B-ms98-a-0076,398.153625,398.213625,i,I,sv,u-141-3
sw2953B-ms98-a-0076,398.213625,398.513625,think,I,sv,u-141-3
sw2953B-ms98-a-0076,398.513625,398.643625,there,I,sv,u-141-3
sw2953B-ms98-a-0076,398.643625,398.753625,is,I,sv,u-141-3
sw2953B-ms98-a-0076,398.753625,398.823625,a,I,sv,u-141-3
sw2953B-ms98-a-0076,398.823625,399.183625,point,I,sv,u-141-3
sw2953B-ms98-a-0076,399.183625,399.333625,where,I,sv,u-141-3
sw2953B-ms98-a-0076,399.333625,399.513625,you,I,sv,u-141-3
sw2953B-ms98-a-0076,399.513625,399.763625,just,I,sv,u-141-3
sw2953B-ms98-a-0076,399.763625,399.963625,have,I,sv,u-141-3
sw2953B-ms98-a-0076,399.963625,400.073625,to,I,sv,u-141-3
sw2953B-ms98-a-0076,400.073625,400.273625,get,I,sv,u-141-3
sw2953B-ms98-a-0076,400.273625,400.768375,away,I,sv,u-141-3
sw2953B-ms98-a-0077,401.492250,401.602250,and,B,sv,u-143-1
sw2953B-ms98-a-0077,401.602250,401.752250,it's,I,sv,u-143-1
sw2953B-ms98-a-0077,401.752250,401.942250,good,I,sv,u-143-1
sw2953B-ms98-a-0077,401.942250,402.082250,for,I,sv,u-143-1
sw2953B-ms98-a-0077,402.082250,402.152250,the,I,sv,u-143-1
sw2953B-ms98-a-0077,402.152250,402.542250,kid,I,sv,u-143-1
sw2953B-ms98-a-0077,402.542250,402.642250,and,B,sv,u-143-2
sw2953B-ms98-a-0077,402.642250,402.732250,it,I,sv,u-143-2
sw2953B-ms98-a-0077,402.732250,402.792250,is,I,sv,u-143-2
sw2953B-ms98-a-0077,402.792250,402.972250,good,I,sv,u-143-2
sw2953B-ms98-a-0077,402.972250,403.142250,for,I,sv,u-143-2
sw2953B-ms98-a-0077,403.142250,403.482250,you,I,sv,u-143-2
sw2953B-ms98-a-0077,403.482250,403.662250,to,I,sv,u-143-2
sw2953B-ms98-a-0077,403.662250,404.192250,develop,I,sv,u-143-2
sw2953B-ms98-a-0077,404.192250,404.302250,you,I,sv,u-143-2
sw2953B-ms98-a-0077,404.302250,404.462250,know,I,sv,u-143-2
sw2953B-ms98-a-0077,404.462250,404.662250,your,I,sv,u-143-2
sw2953B-ms98-a-0077,404.662250,405.212250,interest,I,sv,u-143-2
sw2953B-ms98-a-0077,405.212250,405.312250,so,I,sv,u-143-2
sw2953B-ms98-a-0077,405.312250,405.392250,you,I,sv,u-143-2
sw2953B-ms98-a-0077,405.392250,405.472250,do,I,sv,u-143-2
sw2953B-ms98-a-0077,405.472250,405.692250,not,I,sv,u-143-2
sw2953B-ms98-a-0077,405.692250,406.102250,stop,I,sv,u-143-2
sw2953B-ms98-a-0077,406.102250,406.552250,growing,I,sv,u-143-2
sw2953B-ms98-a-0077,406.552250,406.672250,at,B,+,u-145-1
sw2953B-ms98-a-0077,406.672250,406.732250,the,I,+,u-145-1
sw2953B-ms98-a-0077,406.732250,407.092250,same,I,+,u-145-1
sw2953B-ms98-a-0077,407.092250,407.732250,time,I,+,u-145-1
sw2953B-ms98-a-0079,416.214125,416.879750,yeah,B,b,u-147-1
sw2953B-ms98-a-0081,419.045125,419.755750,yeah,B,ny,u-149-1
sw2953B-ms98-a-0083,421.672375,421.762375,do,B,qy,u-151-1
