sw4038B-ms98-a-0003,3.700750,4.033375,yeah,B,b,u-2-1
sw4038B-ms98-a-0028,154.730125,154.950125,vote,I,sd,u-40-5
sw4038B-ms98-a-0028,154.950125,155.110125,for,I,sd,u-40-5
sw4038B-ms98-a-0028,155.110125,155.506375,guilty,I,sd,u-40-5
sw4038B-ms98-a-0029,156.299500,156.707750,so,B,sd,u-42-1
sw4038B-ms98-a-0029,156.707750,156.807750,uh,I,sd,u-42-1
sw4038B-ms98-a-0029,156.807750,156.907750,they,I,sd,u-42-1
sw4038B-ms98-a-0029,156.907750,157.237750,appointed,I,sd,u-42-1
sw4038B-ms98-a-0029,157.237750,157.337750,me,I,sd,u-42-1
sw4038B-ms98-a-0029,157.337750,157.757750,jury,I,sd,u-42-1
sw4038B-ms98-a-0029,157.757750,157.997750,jury,I,sd,u-42-1
sw4038B-ms98-a-0029,157.997750,158.570875,foreman,I,sd,u-42-1
sw4038B-ms98-a-0029,158.570875,159.207125,and,B,sv,u-42-2
sw4038B-ms98-a-0029,159.764625,160.207750,i,I,sv,u-42-2
sw4038B-ms98-a-0029,160.207750,160.464875,uh,I,sv,u-42-2
sw4038B-ms98-a-0029,160.464875,160.677750,didn't,I,sv,u-42-2
sw4038B-ms98-a-0029,160.677750,161.037750,think,I,sv,u-42-2
sw4038B-ms98-a-0029,161.037750,161.397750,that,I,sv,u-42-2
sw4038B-ms98-a-0029,161.397750,161.805875,uh,I,sv,u-42-2
sw4038B-ms98-a-0029,161.941500,162.342125,going,I,sv,u-42-2
sw4038B-ms98-a-0029,162.342125,162.930625,in,I,sv,u-42-2
sw4038B-ms98-a-0029,163.058750,163.477750,without,I,sv,u-42-2
sw4038B-ms98-a-0029,163.477750,164.299875,deliberating,I,sv,u-42-2
sw4038B-ms98-a-0030,165.045375,165.375750,allowed,I,sv,u-42-2
sw4038B-ms98-a-0030,165.375750,165.505750,us,I,sv,u-42-2
sw4038B-ms98-a-0030,165.505750,165.635750,to,I,sv,u-42-2
sw4038B-ms98-a-0030,165.635750,165.885750,reach,I,sv,u-42-2
sw4038B-ms98-a-0030,165.885750,165.925750,a,I,sv,u-42-2
sw4038B-ms98-a-0030,165.925750,166.375750,verdict,I,sv,u-42-2
sw4038B-ms98-a-0030,166.375750,166.635750,so,B,sd,u-42-3
sw4038B-ms98-a-0030,166.635750,166.695750,i,I,sd,u-42-3
sw4038B-ms98-a-0030,166.695750,166.975750,told,I,sd,u-42-3
sw4038B-ms98-a-0030,166.975750,167.055750,the,I,sd,u-42-3
sw4038B-ms98-a-0030,167.055750,167.425750,judge,I,sd,u-42-3
sw4038B-ms98-a-0030,167.425750,167.798250,that,I,sd,u-42-3
sw4038B-ms98-a-0030,167.798250,168.147125,uh,I,sd,u-42-3
sw4038B-ms98-a-0030,168.147125,168.297750,we,I,sd,u-42-3
sw4038B-ms98-a-0030,168.297750,168.599125,weren't,I,sd,u-42-3
sw4038B-ms98-a-0030,168.599125,168.775750,were,I,sd,u-42-3
sw4038B-ms98-a-0030,168.775750,168.865750,una[ble]-,I,sd,u-42-3
sw4038B-ms98-a-0030,168.865750,169.125750,unable,I,sd,u-42-3
sw4038B-ms98-a-0030,169.125750,169.205750,to,I,sd,u-42-3
sw4038B-ms98-a-0030,169.205750,169.445750,reach,I,sd,u-42-3
sw4038B-ms98-a-0030,169.445750,169.485750,a,I,sd,u-42-3
sw4038B-ms98-a-0030,169.485750,169.955750,verdict,I,sd,u-42-3
sw4038B-ms98-a-0030,169.955750,170.275750,because,I,sd,u-42-3
sw4038B-ms98-a-0030,170.275750,170.395750,we,I,sd,u-42-3
sw4038B-ms98-a-0030,170.395750,170.685750,couldn't,I,sd,u-42-3
sw4038B-ms98-a-0030,170.685750,170.928750,get,I,sd,u-42-3
sw4038B-ms98-a-0030,171.576500,171.815750,one,I,sd,u-42-3
sw4038B-ms98-a-0030,171.815750,172.045750,member,I,sd,u-42-3
sw4038B-ms98-a-0030,172.045750,172.115750,of,I,sd,u-42-3
sw4038B-ms98-a-0030,172.115750,172.175750,the,I,sd,u-42-3
sw4038B-ms98-a-0030,172.175750,172.435750,jury,I,sd,u-42-3
sw4038B-ms98-a-0030,172.435750,172.545750,to,I,sd,u-42-3
sw4038B-ms98-a-0030,172.545750,173.127000,deliberate,I,sd,u-42-3
sw4038B-ms98-a-0030,173.428375,173.605750,so,B,sd,u-44-1
sw4038B-ms98-a-0030,173.605750,173.685750,the,I,sd,u-44-1
sw4038B-ms98-a-0030,173.685750,173.805750,whole,I,sd,u-44-1
sw4038B-ms98-a-0030,173.805750,173.985750,thing,I,sd,u-44-1
sw4038B-ms98-a-0030,173.985750,174.125750,had,I,sd,u-44-1
sw4038B-ms98-a-0030,174.125750,174.195750,to,I,sd,u-44-1
sw4038B-ms98-a-0030,174.195750,174.295750,be,I,sd,u-44-1
sw4038B-ms98-a-0030,174.295750,174.605750,tried,I,sd,u-44-1
sw4038B-ms98-a-0030,174.605750,174.845750,over,I,sd,u-44-1
sw4038B-ms98-a-0030,174.845750,175.120500,again,I,sd,u-44-1
sw4038B-ms98-a-0031,176.930375,178.031125,[laughter-yeah],O,,
sw4038B-ms98-a-0032,178.609625,178.875875,yeah,B,aa^r,u-46-2
sw4038B-ms98-a-0032,178.875875,179.015875,it,B,sv,u-46-3
sw4038B-ms98-a-0032,179.015875,179.355875,was,I,sv,u-46-3
sw4038B-ms98-a-0032,179.355875,179.632500,uh,I,sv,u-46-3
sw4038B-ms98-a-0032,179.632500,179.790750,it,I,sv,u-46-3
sw4038B-ms98-a-0032,179.790750,179.975875,was,I,sv,u-46-3
sw4038B-ms98-a-0032,179.975875,180.414500,funny,I,sv,u-46-3
sw4038B-ms98-a-0033,181.509125,181.693625,the,B,%,u-46-4
sw4038B-ms98-a-0033,181.693625,182.030750,uh,I,%,u-46-4
sw4038B-ms98-a-0033,182.283125,182.498875,i,B,h,u-46-5
sw4038B-ms98-a-0033,182.498875,182.660875,ju[st]-,I,h,u-46-5
sw4038B-ms98-a-0033,182.660875,182.968875,i-,I,h,u-46-5
sw4038B-ms98-a-0033,183.149625,183.258500,i,I,h,u-46-5
sw4038B-ms98-a-0033,183.258500,183.408500,don't,I,h,u-46-5
sw4038B-ms98-a-0033,183.408500,183.548500,know,I,h,u-46-5
sw4038B-ms98-a-0033,183.548500,183.758500,i,B,sd,u-46-6
sw4038B-ms98-a-0033,183.758500,184.056375,uh,I,sd,u-46-6
sw4038B-ms98-a-0034,185.363750,185.530875,i,I,sd,u-46-6
sw4038B-ms98-a-0034,185.530875,185.859375,didn't,I,sd,u-46-6
sw4038B-ms98-a-0034,185.859375,186.189125,uh,I,sd,u-46-6
sw4038B-ms98-a-0036,188.921000,189.215125,uh,I,sd,u-46-6
sw4038B-ms98-a-0036,189.215125,189.245125,i,I,sd,u-46-6
sw4038B-ms98-a-0036,189.245125,189.475125,didn't,I,sd,u-46-6
sw4038B-ms98-a-0036,189.475125,189.725125,like,I,sd,u-46-6
sw4038B-ms98-a-0036,189.725125,189.925125,not,I,sd,u-46-6
sw4038B-ms98-a-0036,189.925125,190.135125,being,I,sd,u-46-6
sw4038B-ms98-a-0036,190.135125,190.315125,able,I,sd,u-46-6
sw4038B-ms98-a-0036,190.315125,190.425125,to,I,sd,u-46-6
sw4038B-ms98-a-0036,190.425125,190.996000,deliberate,I,sd,u-46-6
sw4038B-ms98-a-0036,190.996000,191.354250,and,O,,
sw4038B-ms98-a-0036,191.354250,191.642500,uh,O,,
sw4038B-ms98-a-0036,191.998875,192.315125,i,B,sd,u-48-1
sw4038B-ms98-a-0036,192.315125,192.732375,uh,I,sd,u-48-1
sw4038B-ms98-a-0036,192.732375,192.995125,i-,I,sd,u-48-1
sw4038B-ms98-a-0036,192.995125,193.175125,i,I,sd,u-48-1
sw4038B-ms98-a-0036,193.175125,193.425125,wanted,I,sd,u-48-1
sw4038B-ms98-a-0036,193.425125,193.495125,to,I,sd,u-48-1
sw4038B-ms98-a-0036,193.495125,193.782250,vote,I,sd,u-48-1
sw4038B-ms98-a-0036,193.782250,194.105125,guilty,I,sd,u-48-1
sw4038B-ms98-a-0036,194.105125,194.293250,for,I,sd,u-48-1
sw4038B-ms98-a-0036,194.293250,194.364750,the,I,sd,u-48-1
sw4038B-ms98-a-0036,194.364750,194.575125,guy,I,sd,u-48-1
sw4038B-ms98-a-0036,194.575125,194.725125,and,B,sd,u-48-2
sw4038B-ms98-a-0036,194.725125,194.805125,the,I,sd,u-48-2
sw4038B-ms98-a-0036,194.805125,194.925125,other,I,sd,u-48-2
sw4038B-ms98-a-0036,194.925125,195.185125,people,I,sd,u-48-2
sw4038B-ms98-a-0036,195.185125,195.265125,were,I,sd,u-48-2
sw4038B-ms98-a-0036,195.265125,195.445125,kind,I,sd,u-48-2
sw4038B-ms98-a-0036,195.445125,195.515125,of,I,sd,u-48-2
sw4038B-ms98-a-0036,195.515125,196.050250,mixed,I,sd,u-48-2
sw4038B-ms98-a-0037,197.334750,197.944125,so,B,sd,u-50-1
sw4038B-ms98-a-0037,197.944125,198.004125,uh,I,sd,u-50-1
sw4038B-ms98-a-0037,198.004125,198.074125,the,I,sd,u-50-1
sw4038B-ms98-a-0037,198.074125,198.224125,guy,I,sd,u-50-1
sw4038B-ms98-a-0037,198.224125,198.344125,had,I,sd,u-50-1
sw4038B-ms98-a-0037,198.344125,198.424125,to,I,sd,u-50-1
sw4038B-ms98-a-0037,198.424125,198.574125,go,I,sd,u-50-1
sw4038B-ms98-a-0037,198.574125,198.754125,through,I,sd,u-50-1
sw4038B-ms98-a-0037,198.754125,198.864125,the,I,sd,u-50-1
sw4038B-ms98-a-0037,198.864125,199.094125,whole,I,sd,u-50-1
sw4038B-ms98-a-0037,199.094125,199.494125,thing,I,sd,u-50-1
sw4038B-ms98-a-0037,199.494125,199.664125,all,I,sd,u-50-1
sw4038B-ms98-a-0037,199.664125,199.824125,over,I,sd,u-50-1
sw4038B-ms98-a-0037,199.824125,200.024125,again,I,sd,u-50-1
sw4038B-ms98-a-0037,200.024125,200.334125,cost,B,sv,u-50-2
sw4038B-ms98-a-0037,200.334125,200.444125,him,I,sv,u-50-2
sw4038B-ms98-a-0037,200.444125,200.494125,a,I,sv,u-50-2
sw4038B-ms98-a-0037,200.494125,200.644125,lot,I,sv,u-50-2
sw4038B-ms98-a-0037,200.644125,200.734125,of,I,sv,u-50-2
sw4038B-ms98-a-0037,200.734125,200.984125,money,I,sv,u-50-2
sw4038B-ms98-a-0037,200.984125,201.154125,i'm,B,sv,u-50-3
sw4038B-ms98-a-0037,201.154125,201.524125,sure,I,sv,u-50-3
sw4038B-ms98-a-0039,206.636750,207.094375,uh,B,sd,u-52-1
sw4038B-ms98-a-0039,207.094375,207.172125,it,I,sd,u-52-1
sw4038B-ms98-a-0039,207.172125,207.374875,must,I,sd,u-52-1
sw4038B-ms98-a-0039,207.374875,207.464875,have,I,sd,u-52-1
sw4038B-ms98-a-0039,207.464875,207.624875,been,I,sd,u-52-1
sw4038B-ms98-a-0039,207.624875,208.263250,six,I,sd,u-52-1
sw4038B-ms98-a-0040,209.359250,209.601625,yeah,B,b,u-54-1
sw4038B-ms98-a-0042,222.886125,223.254875,um,B,%,u-56-1
sw4038B-ms98-a-0044,230.404500,230.748125,um,B,%,u-58-1
sw4038B-ms98-a-0046,245.551875,245.956250,yeah,B,b,u-60-1
sw4038B-ms98-a-0047,246.932125,247.031750,well,B,h,u-60-2
sw4038B-ms98-a-0047,247.031750,247.181750,let's,I,h,u-60-2
sw4038B-ms98-a-0047,247.181750,247.311750,see,B,+,u-62-1
sw4038B-ms98-a-0047,247.311750,247.451750,is,B,qy,u-62-2
sw4038B-ms98-a-0047,247.451750,247.611750,it,I,qy,u-62-2
sw4038B-ms98-a-0047,247.611750,247.871750,on,I,qy,u-62-2
sw4038B-ms98-a-0047,247.871750,248.111375,uh,I,qy,u-62-2
sw4038B-ms98-a-0047,249.196125,249.621750,capital,I,qy,u-62-2
sw4038B-ms98-a-0047,249.621750,250.021750,crimes,I,qy,u-62-2
sw4038B-ms98-a-0047,250.021750,250.111750,that,I,qy,u-62-2
sw4038B-ms98-a-0047,250.111750,250.221750,they,I,qy,u-62-2
sw4038B-ms98-a-0047,250.221750,250.371750,have,I,qy,u-62-2
sw4038B-ms98-a-0047,250.371750,250.491750,to,I,qy,u-62-2
sw4038B-ms98-a-0047,250.491750,250.611750,be,I,qy,u-62-2
sw4038B-ms98-a-0047,250.611750,251.341750,unanimous,I,qy,u-62-2
sw4038B-ms98-a-0047,251.341750,251.571750,and,B,%,u-62-3
sw4038B-ms98-a-0049,256.736000,257.120500,uh-huh,B,b,u-64-1
sw4038B-ms98-a-0051,283.126375,283.362625,uh,B,qy^d,u-66-1
sw4038B-ms98-a-0051,283.452125,283.543625,t[oo]-,I,qy^d,u-66-1
sw4038B-ms98-a-0051,283.543625,283.688750,it,I,qy^d,u-66-1
sw4038B-ms98-a-0051,283.688750,283.816500,was,I,qy^d,u-66-1
sw4038B-ms98-a-0051,283.816500,283.986500,too,I,qy^d,u-66-1
sw4038B-ms98-a-0051,283.986500,284.839750,circumstantial,I,qy^d,u-66-1
sw4038B-ms98-a-0053,298.208250,298.346500,um,B,%,u-68-1
