sw3763B-ms98-a-0002,1.246125,1.794625,um-hum,B,ny,u-2-1
sw3763B-ms98-a-0044,190.508250,190.718875,a,I,sd,u-46-2
sw3763B-ms98-a-0044,190.718875,190.998250,a,I,sd,u-46-2
sw3763B-ms98-a-0044,190.998250,191.078250,a,I,sd,u-46-2
sw3763B-ms98-a-0044,191.078250,191.408250,black,I,sd,u-46-2
sw3763B-ms98-a-0044,191.408250,191.608250,guy,I,sd,u-46-2
sw3763B-ms98-a-0044,191.608250,191.858250,that,I,sd,u-46-2
sw3763B-ms98-a-0044,191.858250,192.218250,was,I,sd,u-46-2
sw3763B-ms98-a-0044,192.378250,192.609500,go[ing]-,I,sd,u-46-2
sw3763B-ms98-a-0044,192.609500,192.993750,was,I,sd,u-46-2
sw3763B-ms98-a-0044,192.993750,193.348250,helping,I,sd,u-46-2
sw3763B-ms98-a-0044,193.348250,193.587125,out,I,sd,u-46-2
sw3763B-ms98-a-0044,193.713125,194.216625,uh,I,sd,u-46-2
sw3763B-ms98-a-0045,194.934250,195.120000,his,B,+,u-48-1
sw3763B-ms98-a-0045,195.120000,195.840000,assistant,I,+,u-48-1
sw3763B-ms98-a-0045,195.840000,195.982750,and,B,sv,u-50-1
sw3763B-ms98-a-0045,195.982750,196.186125,i,I,sv,u-50-1
sw3763B-ms98-a-0045,196.186125,196.484000,think,I,sv,u-50-1
sw3763B-ms98-a-0045,196.484000,196.670000,that's,I,sv,u-50-1
sw3763B-ms98-a-0045,196.670000,196.975875,a,I,sv,u-50-1
sw3763B-ms98-a-0045,196.975875,197.140000,a,I,sv,u-50-1
sw3763B-ms98-a-0045,197.140000,197.430000,great,I,sv,u-50-1
sw3763B-ms98-a-0045,197.430000,198.010000,addition,I,sv,u-50-1
sw3763B-ms98-a-0045,198.010000,198.090000,i,B,sv,u-50-2
sw3763B-ms98-a-0045,198.090000,198.310000,mean,I,sv,u-50-2
sw3763B-ms98-a-0045,198.310000,198.450000,he,I,sv,u-50-2
sw3763B-ms98-a-0045,198.450000,198.700000,seemed,I,sv,u-50-2
sw3763B-ms98-a-0045,198.700000,198.760000,to,I,sv,u-50-2
sw3763B-ms98-a-0045,198.760000,198.920000,know,I,sv,u-50-2
sw3763B-ms98-a-0045,198.920000,199.040000,what,I,sv,u-50-2
sw3763B-ms98-a-0045,199.040000,199.130000,he,I,sv,u-50-2
sw3763B-ms98-a-0045,199.130000,199.329750,was,I,sv,u-50-2
sw3763B-ms98-a-0045,199.329750,199.696625,doing,I,sv,u-50-2
sw3763B-ms98-a-0045,199.696625,200.715750,and,B,%,u-50-3
sw3763B-ms98-a-0045,200.715750,201.117875,and,I,%,u-50-3
sw3763B-ms98-a-0045,201.117875,201.377875,uh,I,%,u-50-3
sw3763B-ms98-a-0047,205.807625,205.939625,oh,B,qy^g,u-52-1
sw3763B-ms98-a-0047,205.939625,206.049625,you,I,qy^g,u-52-1
sw3763B-ms98-a-0047,206.049625,206.259625,don't,I,qy^g,u-52-1
sw3763B-ms98-a-0047,206.259625,206.494000,like,I,qy^g,u-52-1
sw3763B-ms98-a-0047,206.494000,206.869625,Howse,I,qy^g,u-52-1
sw3763B-ms98-a-0047,206.869625,207.191125,huh,I,qy^g,u-52-1
sw3763B-ms98-a-0048,208.312625,209.692125,[laughter],O,,
sw3763B-ms98-a-0052,218.168375,218.322125,oh,B,br^m,u-62-1
sw3763B-ms98-a-0052,218.322125,218.605250,Tom,I,br^m,u-62-1
sw3763B-ms98-a-0052,218.605250,218.932125,Grieve,I,br^m,u-62-1
sw3763B-ms98-a-0053,220.054250,220.490375,yeah,B,b,u-64-1
sw3763B-ms98-a-0053,220.490375,220.747000,i'm,B,sd,u-64-2
sw3763B-ms98-a-0053,220.747000,220.907000,i'm,I,sd,u-64-2
sw3763B-ms98-a-0053,220.907000,221.137000,not,I,sd,u-64-2
sw3763B-ms98-a-0053,221.137000,221.497000,sure,I,sd,u-64-2
sw3763B-ms98-a-0053,221.497000,221.957000,that,I,sd,u-64-2
sw3763B-ms98-a-0053,221.957000,222.330750,um,I,sd,u-64-2
sw3763B-ms98-a-0053,222.677000,222.827000,that,I,sd,u-64-2
sw3763B-ms98-a-0053,222.827000,222.997000,they're,I,sd,u-64-2
sw3763B-ms98-a-0053,222.997000,223.217000,ready,I,sd,u-64-2
sw3763B-ms98-a-0053,223.217000,223.307000,to,I,sd,u-64-2
sw3763B-ms98-a-0053,223.307000,223.527000,get,I,sd,u-64-2
sw3763B-ms98-a-0053,223.527000,223.687000,rid,I,sd,u-64-2
sw3763B-ms98-a-0053,223.687000,223.927000,of,I,sd,u-64-2
sw3763B-ms98-a-0053,223.927000,224.357000,of,I,sd,u-64-2
sw3763B-ms98-a-0053,224.357000,224.617000,uh,I,sd,u-64-2
sw3763B-ms98-a-0053,224.617000,224.977000,Tom,I,sd,u-64-2
sw3763B-ms98-a-0053,224.977000,225.307000,Grieve,I,sd,u-64-2
sw3763B-ms98-a-0053,225.307000,225.566875,yet,I,sd,u-64-2
sw3763B-ms98-a-0054,226.399625,226.674875,but,B,sd,u-64-3
sw3763B-ms98-a-0054,226.674875,227.054875,Howse,I,sd,u-64-3
sw3763B-ms98-a-0054,227.054875,227.264875,might,I,sd,u-64-3
sw3763B-ms98-a-0054,227.264875,227.424875,be,I,sd,u-64-3
sw3763B-ms98-a-0054,227.424875,227.514875,a,I,sd,u-64-3
sw3763B-ms98-a-0054,227.514875,227.953500,different,I,sd,u-64-3
sw3763B-ms98-a-0054,228.254875,228.404875,uh,I,sd,u-64-3
sw3763B-ms98-a-0054,228.404875,229.044875,situation,I,sd,u-64-3
sw3763B-ms98-a-0054,229.044875,229.154875,and,B,sv,u-64-4
sw3763B-ms98-a-0054,229.154875,229.234875,i,I,sv,u-64-4
sw3763B-ms98-a-0054,229.234875,229.534875,think,I,sv,u-64-4
sw3763B-ms98-a-0054,229.534875,229.684875,you're,I,sv,u-64-4
sw3763B-ms98-a-0054,229.684875,230.054875,probably,I,sv,u-64-4
sw3763B-ms98-a-0054,230.054875,230.364875,right,I,sv,u-64-4
sw3763B-ms98-a-0054,230.364875,230.554875,that,I,sv,u-64-4
sw3763B-ms98-a-0054,230.554875,230.810875,they,I,sv,u-64-4
sw3763B-ms98-a-0055,231.657125,231.777000,that,I,sv,u-64-4
sw3763B-ms98-a-0055,231.777000,231.897000,they,I,sv,u-64-4
sw3763B-ms98-a-0055,231.897000,232.197000,need,I,sv,u-64-4
sw3763B-ms98-a-0055,232.197000,232.734500,some,I,sv,u-64-4
sw3763B-ms98-a-0055,233.057000,233.147000,you,I,sv,u-64-4
sw3763B-ms98-a-0055,233.147000,233.337000,know,I,sv,u-64-4
sw3763B-ms98-a-0055,233.337000,233.587000,some,I,sv,u-64-4
sw3763B-ms98-a-0055,233.587000,234.187000,changes,I,sv,u-64-4
sw3763B-ms98-a-0055,234.187000,234.427000,in,I,sv,u-64-4
sw3763B-ms98-a-0055,234.427000,234.637000,uh,I,sv,u-64-4
sw3763B-ms98-a-0055,234.637000,235.057000,pitching,I,sv,u-64-4
sw3763B-ms98-a-0055,235.057000,235.477000,coach,I,sv,u-64-4
sw3763B-ms98-a-0055,235.477000,235.847000,maybe,I,sv,u-64-4
sw3763B-ms98-a-0055,235.847000,236.307000,and,B,%,u-64-5
sw3763B-ms98-a-0056,237.057375,237.562500,um,I,%,u-64-5
sw3763B-ms98-a-0058,245.296250,245.474875,you,B,qy^g,u-66-1
sw3763B-ms98-a-0058,245.474875,245.815000,do,I,qy^g,u-66-1
sw3763B-ms98-a-0058,245.815000,246.144500,huh,I,qy^g,u-66-1
sw3763B-ms98-a-0059,247.806000,248.197125,[laughter],O,,
sw3763B-ms98-a-0059,248.197125,248.407125,that's,B,sd,u-68-1
sw3763B-ms98-a-0059,248.407125,249.107125,contrary,I,sd,u-68-1
sw3763B-ms98-a-0059,249.107125,249.377125,to,I,sd,u-68-1
sw3763B-ms98-a-0059,249.377125,249.765250,uh,I,sd,u-68-1
sw3763B-ms98-a-0059,250.153250,250.637125,popular,I,sd,u-68-1
sw3763B-ms98-a-0059,250.637125,251.077125,belief,I,sd,u-68-1
sw3763B-ms98-a-0059,251.077125,251.177125,you,I,sd,u-68-1
sw3763B-ms98-a-0059,251.177125,251.476250,know,I,sd,u-68-1
sw3763B-ms98-a-0059,251.622250,252.027125,[laughter],O,,
sw3763B-ms98-a-0061,268.454875,268.822000,oh,B,aa,u-70-1
sw3763B-ms98-a-0061,268.822000,269.007375,i,I,aa,u-70-1
sw3763B-ms98-a-0061,269.007375,269.364625,know,I,aa,u-70-1
sw3763B-ms98-a-0061,269.850500,270.065125,you,B,sv,u-70-2
sw3763B-ms98-a-0061,270.065125,270.255125,know,I,sv,u-70-2
sw3763B-ms98-a-0061,270.255125,270.485125,it's,I,sv,u-70-2
sw3763B-ms98-a-0061,270.485125,270.635125,too,I,sv,u-70-2
sw3763B-ms98-a-0061,270.635125,270.995125,bad,I,sv,u-70-2
sw3763B-ms98-a-0061,270.995125,271.191625,that,I,sv,u-70-2
sw3763B-ms98-a-0061,271.316000,271.670250,uh,I,sv,u-70-2
sw3763B-ms98-a-0061,271.955125,272.115125,it,I,sv,u-70-2
sw3763B-ms98-a-0061,272.115125,272.355125,has,I,sv,u-70-2
sw3763B-ms98-a-0061,272.355125,272.475125,to,I,sv,u-70-2
sw3763B-ms98-a-0061,272.475125,272.605125,be,I,sv,u-70-2
sw3763B-ms98-a-0061,272.605125,272.665125,a,I,sv,u-70-2
sw3763B-ms98-a-0061,272.665125,273.005125,forty,I,sv,u-70-2
sw3763B-ms98-a-0061,273.005125,273.295125,two,I,sv,u-70-2
sw3763B-ms98-a-0061,273.295125,273.465125,year,I,sv,u-70-2
sw3763B-ms98-a-0061,273.465125,273.715125,old,I,sv,u-70-2
sw3763B-ms98-a-0061,273.715125,274.113625,guy,I,sv,u-70-2
sw3763B-ms98-a-0061,274.113625,274.887625,to,I,sv,u-70-2
sw3763B-ms98-a-0061,274.887625,275.136250,to,I,sv,u-70-2
sw3763B-ms98-a-0061,275.136250,275.495125,lead,I,sv,u-70-2
sw3763B-ms98-a-0061,275.495125,275.809500,the,I,sv,u-70-2
sw3763B-ms98-a-0061,275.809500,276.336000,uh,I,sv,u-70-2
sw3763B-ms98-a-0061,276.810500,276.925125,the,I,sv,u-70-2
sw3763B-ms98-a-0061,276.925125,277.625375,Rangers,I,sv,u-70-2
sw3763B-ms98-a-0061,277.892750,278.033500,you,I,sv,u-70-2
sw3763B-ms98-a-0061,278.033500,278.365125,know,I,sv,u-70-2
sw3763B-ms98-a-0062,279.167250,279.338875,they,B,sv,u-72-1
sw3763B-ms98-a-0062,279.338875,279.599625,need,I,sv,u-72-1
sw3763B-ms98-a-0062,279.599625,279.709625,to,I,sv,u-72-1
sw3763B-ms98-a-0062,279.709625,279.949625,have,I,sv,u-72-1
sw3763B-ms98-a-0062,279.949625,280.389625,some,I,sv,u-72-1
sw3763B-ms98-a-0062,280.959625,281.159625,some,I,sv,u-72-1
sw3763B-ms98-a-0062,281.159625,281.429625,young,I,sv,u-72-1
sw3763B-ms98-a-0062,281.429625,281.869625,guys,I,sv,u-72-1
sw3763B-ms98-a-0062,281.869625,282.039625,that,I,sv,u-72-1
sw3763B-ms98-a-0062,282.039625,282.209625,can,I,sv,u-72-1
sw3763B-ms98-a-0062,282.209625,282.469625,take,I,sv,u-72-1
sw3763B-ms98-a-0062,282.469625,282.569625,the,I,sv,u-72-1
sw3763B-ms98-a-0062,282.569625,282.973625,lead,I,sv,u-72-1
sw3763B-ms98-a-0062,282.973625,283.355500,and,B,%,u-72-2
sw3763B-ms98-a-0063,284.123875,284.608375,and,I,%,u-72-2
sw3763B-ms98-a-0063,284.608375,285.227500,uh,B,%,u-72-3
sw3763B-ms98-a-0065,292.538625,293.091625,yeah,B,+,u-74-1
