sw2308B-ms98-a-0002,27.436125,27.913000,jeez,B,ba,u-2-1
sw2308B-ms98-a-0023,264.986500,265.152125,know,I,sd,u-14-7
sw2308B-ms98-a-0023,265.788625,265.896500,where,I,sd,u-14-7
sw2308B-ms98-a-0023,265.896500,266.006500,they,I,sd,u-14-7
sw2308B-ms98-a-0023,266.006500,266.176500,were,I,sd,u-14-7
sw2308B-ms98-a-0023,266.176500,266.326500,on,I,sd,u-14-7
sw2308B-ms98-a-0023,266.326500,266.386500,a,I,sd,u-14-7
sw2308B-ms98-a-0023,266.386500,266.736500,waiting,I,sd,u-14-7
sw2308B-ms98-a-0023,266.736500,267.056500,list,I,sd,u-14-7
sw2308B-ms98-a-0023,267.056500,267.136500,to,I,sd,u-14-7
sw2308B-ms98-a-0023,267.136500,267.266500,get,I,sd,u-14-7
sw2308B-ms98-a-0023,267.266500,267.506500,into,I,sd,u-14-7
sw2308B-ms98-a-0023,267.506500,267.741625,there,I,sd,u-14-7
sw2308B-ms98-a-0024,268.603875,268.729000,and,I,sd,u-14-7
sw2308B-ms98-a-0024,268.729000,269.209000,explained,I,sd,u-14-7
sw2308B-ms98-a-0024,269.209000,269.487375,to,I,sd,u-14-7
sw2308B-ms98-a-0024,269.487375,269.739750,the,I,sd,u-14-7
sw2308B-ms98-a-0024,269.739750,269.989000,uh,I,sd,u-14-7
sw2308B-ms98-a-0024,269.989000,270.289000,person,I,sd,u-14-7
sw2308B-ms98-a-0024,270.289000,270.389000,that,I,sd,u-14-7
sw2308B-ms98-a-0024,270.389000,270.489000,was,I,sd,u-14-7
sw2308B-ms98-a-0024,270.489000,270.629000,in,I,sd,u-14-7
sw2308B-ms98-a-0024,270.629000,271.119000,charge,I,sd,u-14-7
sw2308B-ms98-a-0024,271.119000,271.189000,you,I,sd,u-14-7
sw2308B-ms98-a-0024,271.189000,271.349000,know,I,sd,u-14-7
sw2308B-ms98-a-0024,271.349000,271.549000,what,I,sd,u-14-7
sw2308B-ms98-a-0024,271.549000,271.639000,had,I,sd,u-14-7
sw2308B-ms98-a-0024,271.639000,272.192375,happened,I,sd,u-14-7
sw2308B-ms98-a-0024,272.580375,272.739000,and,I,sd,u-14-7
sw2308B-ms98-a-0024,272.739000,272.869000,that,I,sd,u-14-7
sw2308B-ms98-a-0024,272.869000,272.979000,they,I,sd,u-14-7
sw2308B-ms98-a-0024,272.979000,273.129000,had,I,sd,u-14-7
sw2308B-ms98-a-0024,273.129000,273.309000,ta[king]-,I,sd,u-14-7
sw2308B-ms98-a-0024,273.309000,273.469000,they,I,sd,u-14-7
sw2308B-ms98-a-0024,273.469000,273.599000,had,I,sd,u-14-7
sw2308B-ms98-a-0024,273.599000,273.669000,to,I,sd,u-14-7
sw2308B-ms98-a-0024,273.669000,273.849000,take,I,sd,u-14-7
sw2308B-ms98-a-0024,273.849000,273.969000,her,I,sd,u-14-7
sw2308B-ms98-a-0024,273.969000,274.039000,out,I,sd,u-14-7
sw2308B-ms98-a-0024,274.039000,274.119000,of,I,sd,u-14-7
sw2308B-ms98-a-0024,274.119000,274.199000,the,I,sd,u-14-7
sw2308B-ms98-a-0024,274.199000,274.509000,home,I,sd,u-14-7
sw2308B-ms98-a-0024,274.509000,274.819000,because,I,sd,u-14-7
sw2308B-ms98-a-0024,274.819000,274.909000,of,I,sd,u-14-7
sw2308B-ms98-a-0024,274.909000,274.969000,the,I,sd,u-14-7
sw2308B-ms98-a-0024,274.969000,275.553500,conditions,I,sd,u-14-7
sw2308B-ms98-a-0024,276.103375,276.432625,and,B,sd,u-14-8
sw2308B-ms98-a-0024,276.432625,277.179000,amazingly,I,sd,u-14-8
sw2308B-ms98-a-0024,277.179000,277.509000,enough,I,sd,u-14-8
sw2308B-ms98-a-0024,277.509000,277.579000,the,I,sd,u-14-8
sw2308B-ms98-a-0024,277.579000,277.819000,very,I,sd,u-14-8
sw2308B-ms98-a-0024,277.819000,278.059000,next,I,sd,u-14-8
sw2308B-ms98-a-0024,278.059000,278.269000,day,I,sd,u-14-8
sw2308B-ms98-a-0024,278.269000,278.359000,they,I,sd,u-14-8
sw2308B-ms98-a-0024,278.359000,278.519000,had,I,sd,u-14-8
sw2308B-ms98-a-0024,278.519000,278.659000,an,I,sd,u-14-8
sw2308B-ms98-a-0024,278.659000,279.049000,opening,I,sd,u-14-8
sw2308B-ms98-a-0024,279.049000,279.159000,and,B,sd,u-14-9
sw2308B-ms98-a-0024,279.159000,279.399875,they,I,sd,u-14-9
sw2308B-ms98-a-0024,279.399875,279.569000,they,I,sd,u-14-9
sw2308B-ms98-a-0024,279.569000,279.759000,put,I,sd,u-14-9
sw2308B-ms98-a-0024,279.759000,279.889000,her,I,sd,u-14-9
sw2308B-ms98-a-0024,279.889000,280.059000,into,I,sd,u-14-9
sw2308B-ms98-a-0024,280.059000,280.259000,that,I,sd,u-14-9
sw2308B-ms98-a-0024,280.259000,280.612125,opening,I,sd,u-14-9
sw2308B-ms98-a-0026,286.260750,286.470500,i'm,B,h,u-16-1
sw2308B-ms98-a-0026,286.470500,286.750500,not,I,h,u-16-1
sw2308B-ms98-a-0026,286.750500,287.710500,sure,I,h,u-16-1
sw2308B-ms98-a-0026,287.710500,288.118750,um,I,h,u-16-1
sw2308B-ms98-a-0026,288.619625,289.040500,what,I,h,u-16-1
sw2308B-ms98-a-0026,289.040500,289.760500,exactly,I,h,u-16-1
sw2308B-ms98-a-0026,289.760500,290.038500,is,I,h,u-16-1
sw2308B-ms98-a-0026,290.038500,290.430500,wrong,I,h,u-16-1
sw2308B-ms98-a-0026,290.430500,290.562750,with,I,h,u-16-1
sw2308B-ms98-a-0026,290.562750,290.705875,her,I,h,u-16-1
sw2308B-ms98-a-0026,291.204125,291.729750,um,O,,
sw2308B-ms98-a-0026,291.729750,291.944750,up,B,sd,u-16-2
sw2308B-ms98-a-0026,291.944750,292.449750,until,I,sd,u-16-2
sw2308B-ms98-a-0026,292.449750,293.324875,nineteen,I,sd,u-16-2
sw2308B-ms98-a-0026,293.324875,293.763000,eighty,I,sd,u-16-2
sw2308B-ms98-a-0026,294.087000,294.698875,two,I,sd,u-16-2
sw2308B-ms98-a-0027,295.673875,296.390750,uh,I,sd,u-16-2
sw2308B-ms98-a-0027,297.363375,297.900000,actually,B,fa,u-16-3
sw2308B-ms98-a-0027,297.900000,298.000000,i'm,I,fa,u-16-3
sw2308B-ms98-a-0027,298.000000,298.320000,sorry,I,fa,u-16-3
sw2308B-ms98-a-0027,298.320000,298.480000,not,I,fa,u-16-3
sw2308B-ms98-a-0027,298.480000,298.929500,until,I,fa,u-16-3
sw2308B-ms98-a-0027,298.929500,299.070000,yeah,B,%,u-16-4
sw2308B-ms98-a-0027,299.070000,299.140000,i,B,sd,u-16-5
sw2308B-ms98-a-0027,299.140000,299.280000,guess,I,sd,u-16-5
sw2308B-ms98-a-0027,299.280000,299.350000,it,I,sd,u-16-5
sw2308B-ms98-a-0027,299.350000,299.540000,was,I,sd,u-16-5
sw2308B-ms98-a-0027,299.540000,299.981375,around,I,sd,u-16-5
sw2308B-ms98-a-0027,300.135750,300.469125,eighty,I,sd,u-16-5
sw2308B-ms98-a-0027,300.623625,300.940000,two,I,sd,u-16-5
sw2308B-ms98-a-0027,300.940000,301.190000,eighty,I,sd,u-16-5
sw2308B-ms98-a-0027,301.190000,301.819625,three,I,sd,u-16-5
sw2308B-ms98-a-0027,302.328125,302.400000,i,I,sd,u-16-5
sw2308B-ms98-a-0027,302.400000,302.730000,found,I,sd,u-16-5
sw2308B-ms98-a-0027,302.730000,302.840000,out,I,sd,u-16-5
sw2308B-ms98-a-0027,302.840000,302.900000,i,I,sd,u-16-5
sw2308B-ms98-a-0027,302.900000,303.120000,had,I,sd,u-16-5
sw2308B-ms98-a-0027,303.120000,303.170000,a,I,sd,u-16-5
sw2308B-ms98-a-0027,303.170000,303.768125,grandmother,I,sd,u-16-5
sw2308B-ms98-a-0028,304.919250,305.250500,prior,B,sd,u-18-1
sw2308B-ms98-a-0028,305.250500,305.410500,to,I,sd,u-18-1
sw2308B-ms98-a-0028,305.410500,305.770500,that,I,sd,u-18-1
sw2308B-ms98-a-0028,305.770500,306.020500,i,I,sd,u-18-1
sw2308B-ms98-a-0028,306.020500,306.210500,was,I,sd,u-18-1
sw2308B-ms98-a-0028,306.210500,306.460500,told,I,sd,u-18-1
sw2308B-ms98-a-0028,306.460500,306.590500,that,I,sd,u-18-1
sw2308B-ms98-a-0028,306.590500,306.730500,she,I,sd,u-18-1
sw2308B-ms98-a-0028,306.730500,306.900500,was,I,sd,u-18-1
sw2308B-ms98-a-0028,306.900500,307.230500,dead,I,sd,u-18-1
sw2308B-ms98-a-0028,307.230500,307.490500,and,B,sd,u-18-2
sw2308B-ms98-a-0028,307.490500,307.850500,um,I,sd,u-18-2
sw2308B-ms98-a-0028,307.850500,308.390500,apparently,I,sd,u-18-2
sw2308B-ms98-a-0028,308.390500,308.520500,what,I,sd,u-18-2
sw2308B-ms98-a-0028,308.520500,308.630500,had,I,sd,u-18-2
sw2308B-ms98-a-0028,308.630500,309.090500,happened,I,sd,u-18-2
sw2308B-ms98-a-0028,309.090500,309.300500,was,I,sd,u-18-2
sw2308B-ms98-a-0028,309.300500,309.400500,that,I,sd,u-18-2
sw2308B-ms98-a-0028,309.400500,309.470500,i,I,sd,u-18-2
sw2308B-ms98-a-0028,309.470500,309.620500,had,I,sd,u-18-2
sw2308B-ms98-a-0028,309.620500,309.670500,a,I,sd,u-18-2
sw2308B-ms98-a-0028,309.670500,310.455000,grandfather,I,sd,u-18-2
sw2308B-ms98-a-0028,310.455000,310.664500,who,I,sd,u-18-2
sw2308B-ms98-a-0028,311.225750,311.800500,um,I,sd,u-18-2
sw2308B-ms98-a-0028,311.800500,311.980500,put,I,sd,u-18-2
sw2308B-ms98-a-0028,311.980500,312.120500,her,I,sd,u-18-2
sw2308B-ms98-a-0028,312.120500,312.350500,into,I,sd,u-18-2
sw2308B-ms98-a-0028,312.350500,312.410500,a,I,sd,u-18-2
sw2308B-ms98-a-0028,312.410500,312.700500,mental,I,sd,u-18-2
sw2308B-ms98-a-0028,312.700500,313.551250,institution,I,sd,u-18-2
sw2308B-ms98-a-0030,315.829500,316.371875,and,B,sd,u-20-1
sw2308B-ms98-a-0030,316.371875,316.824500,uh,I,sd,u-20-1
sw2308B-ms98-a-0030,317.099500,317.161875,you,I,sd,u-20-1
sw2308B-ms98-a-0030,317.161875,317.291875,know,I,sd,u-20-1
sw2308B-ms98-a-0030,317.291875,317.351875,it,I,sd,u-20-1
sw2308B-ms98-a-0030,317.351875,317.491875,was,I,sd,u-20-1
sw2308B-ms98-a-0030,317.491875,317.581875,a,I,sd,u-20-1
sw2308B-ms98-a-0030,317.581875,317.771875,real,I,sd,u-20-1
sw2308B-ms98-a-0030,317.771875,318.071875,hush,I,sd,u-20-1
sw2308B-ms98-a-0030,318.071875,318.381875,hush,I,sd,u-20-1
sw2308B-ms98-a-0030,318.381875,318.741875,thing,I,sd,u-20-1
sw2308B-ms98-a-0030,318.741875,318.871875,and,B,sd(^q),u-22-1
sw2308B-ms98-a-0030,318.871875,319.202250,then,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,319.202250,319.403375,i,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,319.403375,319.537625,was,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,319.537625,319.642875,i,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,319.642875,319.741875,was,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,319.741875,320.021875,wondering,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,320.021875,320.171875,why,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,320.171875,320.351875,my,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,320.351875,320.631875,mother,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,320.631875,320.911875,always,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,320.911875,321.281875,referred,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,321.281875,321.686250,to,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,321.885875,321.941875,you,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,321.941875,322.164375,know,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,322.727500,322.901875,his,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,322.901875,323.341875,second,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,323.341875,323.611875,wife,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,323.611875,323.751875,as,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,323.751875,323.941875,that,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,323.941875,324.381875,hussy,I,sd(^q),u-22-1
sw2308B-ms98-a-0030,324.381875,326.417875,[laughter],O,,
sw2308B-ms98-a-0032,351.522250,351.833875,yeah,B,b,u-24-1
sw2308B-ms98-a-0034,436.010125,436.450250,[laughter],O,,
sw2308B-ms98-a-0036,447.054250,447.372625,[laughter],O,,
sw2308B-ms98-a-0038,480.120375,480.415625,yes,B,aa,u-30-1
sw2308B-ms98-a-0040,483.624375,483.710625,you,O,,
sw2308B-ms98-a-0040,483.710625,483.915500,know,B,ba,u-32-1
sw2308B-ms98-a-0042,522.659375,522.961250,yeah,B,b,u-34-1
sw2308B-ms98-a-0046,551.158500,551.416500,uh-huh,O,,
sw2308B-ms98-a-0048,553.404750,553.774625,yeah,B,b,u-36-1
sw2308B-ms98-a-0050,564.401000,564.592250,yeah,B,b,u-38-1
sw2308B-ms98-a-0050,564.592250,564.782250,my,B,sd,u-38-2
sw2308B-ms98-a-0050,564.782250,565.189125,mother,I,sd,u-38-2
sw2308B-ms98-a-0050,565.189125,565.472250,has,I,sd,u-38-2
sw2308B-ms98-a-0050,565.472250,565.792250,made,I,sd,u-38-2
sw2308B-ms98-a-0050,565.792250,566.172250,similar,I,sd,u-38-2
sw2308B-ms98-a-0050,566.172250,566.642250,statements,I,sd,u-38-2
sw2308B-ms98-a-0050,566.642250,566.772250,that,I,sd,u-38-2
sw2308B-ms98-a-0050,566.772250,566.882250,she,I,sd,u-38-2
sw2308B-ms98-a-0050,566.882250,567.092250,doesn't,I,sd,u-38-2
sw2308B-ms98-a-0050,567.092250,567.232250,want,I,sd,u-38-2
sw2308B-ms98-a-0050,567.232250,567.292250,to,I,sd,u-38-2
sw2308B-ms98-a-0050,567.292250,567.472250,become,I,sd,u-38-2
sw2308B-ms98-a-0050,567.472250,567.552250,a,I,sd,u-38-2
sw2308B-ms98-a-0050,567.552250,567.952250,burden,I,sd,u-38-2
sw2308B-ms98-a-0050,567.952250,568.092250,to,I,sd,u-38-2
sw2308B-ms98-a-0050,568.092250,568.152250,the,I,sd,u-38-2
sw2308B-ms98-a-0050,568.152250,568.760625,family,I,sd,u-38-2
sw2308B-ms98-a-0050,569.465000,569.542625,you,B,oo(^q),u-38-3
sw2308B-ms98-a-0050,569.542625,569.784250,know,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,570.251375,570.502250,just,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,570.502250,570.662250,put,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,570.662250,570.802250,me,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,570.802250,570.912250,out,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,570.912250,570.982250,to,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,570.982250,571.492250,pasture,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,571.492250,571.672250,or,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,571.672250,571.922250,shoot,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,571.922250,572.082250,me,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,572.082250,572.182250,or,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,572.182250,572.562250,something,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,572.562250,572.660375,you,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,572.660375,572.785250,know,I,oo(^q),u-38-3
sw2308B-ms98-a-0050,572.785250,573.462250,[laughter],O,,
sw2308B-ms98-a-0050,573.462250,573.612250,there,O,,
sw2308B-ms98-a-0050,573.612250,573.702250,are,B,sd,u-40-1
sw2308B-ms98-a-0050,573.702250,573.822250,the,I,sd,u-40-1
sw2308B-ms98-a-0050,573.822250,574.092250,lines,I,sd,u-40-1
sw2308B-ms98-a-0050,574.092250,574.202250,that,I,sd,u-40-1
sw2308B-ms98-a-0050,574.202250,574.392250,come,I,sd,u-40-1
sw2308B-ms98-a-0050,574.392250,574.582250,from,I,sd,u-40-1
sw2308B-ms98-a-0050,574.582250,574.785375,her,I,sd,u-40-1
sw2308B-ms98-a-0050,575.342875,575.742250,and,B,sd,u-40-2
sw2308B-ms98-a-0050,575.742250,576.055500,uh,I,sd,u-40-2
sw2308B-ms98-a-0051,576.990875,577.083250,and,B,+,u-42-1
sw2308B-ms98-a-0051,577.083250,577.171125,i,I,+,u-42-1
sw2308B-ms98-a-0051,577.171125,577.421125,tell,I,+,u-42-1
sw2308B-ms98-a-0051,577.421125,577.491125,her,I,+,u-42-1
sw2308B-ms98-a-0051,577.491125,577.591125,you,I,+,u-42-1
sw2308B-ms98-a-0051,577.591125,577.781125,know,I,+,u-42-1
sw2308B-ms98-a-0051,577.781125,578.001125,no,I,+,u-42-1
sw2308B-ms98-a-0051,578.001125,578.411125,problem,I,+,u-42-1
sw2308B-ms98-a-0051,578.411125,578.721125,mom,I,+,u-42-1
sw2308B-ms98-a-0051,578.721125,578.911125,always,I,+,u-42-1
sw2308B-ms98-a-0051,578.911125,579.061125,got,I,+,u-42-1
sw2308B-ms98-a-0051,579.061125,579.101125,a,I,+,u-42-1
sw2308B-ms98-a-0051,579.101125,579.391125,place,I,+,u-42-1
sw2308B-ms98-a-0051,579.391125,579.621125,for,I,+,u-42-1
sw2308B-ms98-a-0051,579.621125,579.907375,you,I,+,u-42-1
sw2308B-ms98-a-0051,580.611750,580.969125,but,B,o@,u-42-2
sw2308B-ms98-a-0051,580.969125,581.261125,uh,I,o@,u-42-2
sw2308B-ms98-a-0053,587.215625,587.584500,uh-huh,B,+@,u-44-1
