sw2689B-ms98-a-0002,1.467000,1.823875,okay_1,O,,
sw2689B-ms98-a-0032,156.203875,156.443875,have,I,sd,u-42-3
sw2689B-ms98-a-0032,156.443875,156.753875,women,I,sd,u-42-3
sw2689B-ms98-a-0032,156.753875,157.123875,police,I,sd,u-42-3
sw2689B-ms98-a-0032,157.123875,157.663875,officers,I,sd,u-42-3
sw2689B-ms98-a-0032,157.663875,157.823875,that,I,sd,u-42-3
sw2689B-ms98-a-0032,157.823875,157.893875,the,I,sd,u-42-3
sw2689B-ms98-a-0032,157.893875,158.163875,women,I,sd,u-42-3
sw2689B-ms98-a-0032,158.163875,158.293875,can,I,sd,u-42-3
sw2689B-ms98-a-0032,158.293875,158.763875,report,I,sd,u-42-3
sw2689B-ms98-a-0032,158.763875,158.863875,to,I,sd,u-42-3
sw2689B-ms98-a-0032,158.863875,159.073875,and,I,sd,u-42-3
sw2689B-ms98-a-0032,159.073875,159.223875,this,I,sd,u-42-3
sw2689B-ms98-a-0032,159.223875,159.423875,kind,I,sd,u-42-3
sw2689B-ms98-a-0032,159.423875,159.553875,of,I,sd,u-42-3
sw2689B-ms98-a-0032,159.553875,159.893875,thing,I,sd,u-42-3
sw2689B-ms98-a-0032,159.893875,160.135000,but,B,sv,u-42-4
sw2689B-ms98-a-0033,160.648125,160.758125,i'm,I,sv,u-42-4
sw2689B-ms98-a-0033,160.758125,160.998125,sure,I,sv,u-42-4
sw2689B-ms98-a-0033,160.998125,161.148125,it's,I,sv,u-42-4
sw2689B-ms98-a-0033,161.148125,161.418125,still,I,sv,u-42-4
sw2689B-ms98-a-0033,161.418125,161.878125,terribly,I,sv,u-42-4
sw2689B-ms98-a-0033,161.878125,162.868125,traumatizing,I,sv,u-42-4
sw2689B-ms98-a-0033,162.868125,162.988125,you,I,sv,u-42-4
sw2689B-ms98-a-0033,162.988125,163.141125,know,I,sv,u-42-4
sw2689B-ms98-a-0033,163.254125,163.318125,for,I,sv,u-42-4
sw2689B-ms98-a-0033,163.318125,163.608125,people,I,sv,u-42-4
sw2689B-ms98-a-0033,163.608125,163.748125,to,I,sv,u-42-4
sw2689B-ms98-a-0033,163.748125,164.208125,report,I,sv,u-42-4
sw2689B-ms98-a-0033,164.208125,164.388125,it,I,sv,u-42-4
sw2689B-ms98-a-0033,164.388125,164.878125,so,B,sv,u-44-1
sw2689B-ms98-a-0033,164.878125,165.038125,that's,I,sv,u-44-1
sw2689B-ms98-a-0033,165.038125,165.398125,probably,I,sv,u-44-1
sw2689B-ms98-a-0033,165.398125,165.618125,something,I,sv,u-44-1
sw2689B-ms98-a-0033,165.618125,165.848125,else,I,sv,u-44-1
sw2689B-ms98-a-0033,165.848125,165.958125,they,I,sv,u-44-1
sw2689B-ms98-a-0033,165.958125,166.128125,could,I,sv,u-44-1
sw2689B-ms98-a-0033,166.128125,166.418125,do,I,sv,u-44-1
sw2689B-ms98-a-0034,167.712500,167.903500,i,B,h,u-46-1
sw2689B-ms98-a-0034,167.903500,168.060750,don't,I,h,u-46-1
sw2689B-ms98-a-0034,168.060750,168.152500,know,I,h,u-46-1
sw2689B-ms98-a-0034,168.152500,168.262500,it,B,sv,u-46-2
sw2689B-ms98-a-0034,168.262500,168.462500,seems,I,sv,u-46-2
sw2689B-ms98-a-0034,168.462500,168.642500,like,I,sv,u-46-2
sw2689B-ms98-a-0034,168.642500,169.012500,something,I,sv,u-46-2
sw2689B-ms98-a-0034,169.012500,169.282500,else,I,sv,u-46-2
sw2689B-ms98-a-0034,169.282500,169.412500,in,I,sv,u-46-2
sw2689B-ms98-a-0034,169.412500,169.692500,terms,I,sv,u-46-2
sw2689B-ms98-a-0034,169.692500,169.792500,of,I,sv,u-46-2
sw2689B-ms98-a-0034,169.792500,170.202500,crime,I,sv,u-46-2
sw2689B-ms98-a-0034,170.202500,170.292500,is,I,sv,u-46-2
sw2689B-ms98-a-0034,170.292500,170.632500,certainly,I,sv,u-46-2
sw2689B-ms98-a-0034,170.632500,170.992500,involved,I,sv,u-46-2
sw2689B-ms98-a-0034,170.992500,171.163625,with,I,sv,u-46-2
sw2689B-ms98-a-0034,171.163625,172.014875,drugs,I,sv,u-46-2
sw2689B-ms98-a-0034,172.014875,172.242500,you,B,+,u-48-1
sw2689B-ms98-a-0034,172.242500,172.522500,know,I,+,u-48-1
sw2689B-ms98-a-0034,172.522500,172.672500,and,B,%,u-48-2
sw2689B-ms98-a-0034,172.672500,173.022500,that's,I,%,u-48-2
sw2689B-ms98-a-0034,173.022500,173.252500,like,I,%,u-48-2
sw2689B-ms98-a-0034,173.252500,173.392500,as,I,%,u-48-2
sw2689B-ms98-a-0034,173.392500,173.692500,long,I,%,u-48-2
sw2689B-ms98-a-0034,173.692500,173.822500,as,I,%,u-48-2
sw2689B-ms98-a-0034,173.822500,173.892500,i[t]-,O,,
sw2689B-ms98-a-0034,173.892500,174.062500,it,B,sd,u-48-3
sw2689B-ms98-a-0034,174.062500,174.382500,almost,I,sd,u-48-3
sw2689B-ms98-a-0034,174.382500,174.592500,makes,I,sd,u-48-3
sw2689B-ms98-a-0034,174.592500,174.752500,me,I,sd,u-48-3
sw2689B-ms98-a-0034,174.752500,174.972500,feel,I,sd,u-48-3
sw2689B-ms98-a-0034,174.972500,175.062500,in,I,sd,u-48-3
sw2689B-ms98-a-0034,175.062500,175.102500,a,I,sd,u-48-3
sw2689B-ms98-a-0034,175.102500,175.292500,way,I,sd,u-48-3
sw2689B-ms98-a-0034,175.292500,175.432500,like,I,sd,u-48-3
sw2689B-ms98-a-0034,175.432500,175.672500,making,I,sd,u-48-3
sw2689B-ms98-a-0034,175.672500,175.982500,drugs,I,sd,u-48-3
sw2689B-ms98-a-0034,175.982500,176.512500,legalized,I,sd,u-48-3
sw2689B-ms98-a-0034,176.512500,176.702500,just,I,sd,u-48-3
sw2689B-ms98-a-0034,176.702500,176.792500,to,I,sd,u-48-3
sw2689B-ms98-a-0034,176.792500,176.932500,get,I,sd,u-48-3
sw2689B-ms98-a-0034,176.932500,177.072500,all,I,sd,u-48-3
sw2689B-ms98-a-0034,177.072500,177.152500,the,I,sd,u-48-3
sw2689B-ms98-a-0034,177.152500,177.552500,money,I,sd,u-48-3
sw2689B-ms98-a-0034,177.552500,177.722500,out,I,sd,u-48-3
sw2689B-ms98-a-0034,177.722500,177.832500,of,I,sd,u-48-3
sw2689B-ms98-a-0034,177.832500,177.952500,it,I,sd,u-48-3
sw2689B-ms98-a-0034,177.952500,178.042500,and,I,sd,u-48-3
sw2689B-ms98-a-0034,178.042500,178.202500,not,I,sd,u-48-3
sw2689B-ms98-a-0034,178.202500,178.364000,have,I,sd,u-48-3
sw2689B-ms98-a-0034,178.537250,178.602500,you,I,sd,u-48-3
sw2689B-ms98-a-0034,178.602500,178.692500,know,I,sd,u-48-3
sw2689B-ms98-a-0034,178.692500,178.852500,because_1,O,,
sw2689B-ms98-a-0034,178.852500,179.077500,these,B,sv(^q),u-48-4
sw2689B-ms98-a-0034,179.077500,179.318625,kids,I,sv(^q),u-48-4
sw2689B-ms98-a-0034,179.318625,179.452500,are,I,sv(^q),u-48-4
sw2689B-ms98-a-0034,179.452500,179.762500,saying,I,sv(^q),u-48-4
sw2689B-ms98-a-0034,179.762500,179.912500,why,I,sv(^q),u-48-4
sw2689B-ms98-a-0034,179.912500,180.102500,should,I,sv(^q),u-48-4
sw2689B-ms98-a-0034,180.102500,180.202500,i,I,sv(^q),u-48-4
sw2689B-ms98-a-0034,180.202500,180.502500,go,I,sv(^q),u-48-4
sw2689B-ms98-a-0035,180.992250,181.061375,to,I,sv(^q),u-48-4
sw2689B-ms98-a-0035,181.061375,181.291375,high,I,sv(^q),u-48-4
sw2689B-ms98-a-0035,181.291375,181.691375,school,I,sv(^q),u-48-4
sw2689B-ms98-a-0035,181.691375,181.911375,and,B,^q,u-48-5
sw2689B-ms98-a-0035,181.911375,182.001375,so,I,^q,u-48-5
sw2689B-ms98-a-0035,182.001375,182.061375,i,I,^q,u-48-5
sw2689B-ms98-a-0035,182.061375,182.151375,can,I,^q,u-48-5
sw2689B-ms98-a-0035,182.151375,182.231375,go,I,^q,u-48-5
sw2689B-ms98-a-0035,182.231375,182.301375,out,I,^q,u-48-5
sw2689B-ms98-a-0035,182.301375,182.391375,and,I,^q,u-48-5
sw2689B-ms98-a-0035,182.391375,182.531375,work,I,^q,u-48-5
sw2689B-ms98-a-0035,182.531375,182.621375,at,I,^q,u-48-5
sw2689B-ms98-a-0035,182.731375,183.041375,Burger,I,^q,u-48-5
sw2689B-ms98-a-0035,183.041375,183.381375,King,I,^q,u-48-5
sw2689B-ms98-a-0035,183.381375,183.471375,you,I,^q,u-48-5
sw2689B-ms98-a-0035,183.471375,183.691375,know,I,^q,u-48-5
sw2689B-ms98-a-0035,183.691375,183.851375,for,I,^q,u-48-5
sw2689B-ms98-a-0035,183.851375,184.081375,four,I,^q,u-48-5
sw2689B-ms98-a-0035,184.081375,184.391375,dollars,I,^q,u-48-5
sw2689B-ms98-a-0035,184.391375,184.501375,an,I,^q,u-48-5
sw2689B-ms98-a-0035,184.501375,184.671375,hour,I,^q,u-48-5
sw2689B-ms98-a-0035,184.671375,184.731375,or,I,^q,u-48-5
sw2689B-ms98-a-0035,184.731375,185.041375,whatever,I,^q,u-48-5
sw2689B-ms98-a-0035,185.041375,185.201375,when,I,^q,u-48-5
sw2689B-ms98-a-0035,185.201375,185.291375,i,I,^q,u-48-5
sw2689B-ms98-a-0035,185.291375,185.466125,can,I,^q,u-48-5
sw2689B-ms98-a-0035,185.466125,185.744875,make,I,^q,u-48-5
sw2689B-ms98-a-0035,185.744875,185.891375,uh,I,^q,u-48-5
sw2689B-ms98-a-0035,185.891375,186.061375,four,I,^q,u-48-5
sw2689B-ms98-a-0035,186.061375,186.271375,hundred,I,^q,u-48-5
sw2689B-ms98-a-0035,186.271375,186.621375,dollars,I,^q,u-48-5
sw2689B-ms98-a-0035,186.621375,186.701375,a,I,^q,u-48-5
sw2689B-ms98-a-0035,186.701375,187.221375,day,I,^q,u-48-5
sw2689B-ms98-a-0035,187.221375,187.511375,selling,I,^q,u-48-5
sw2689B-ms98-a-0035,187.511375,188.184375,drugs,I,^q,u-48-5
sw2689B-ms98-a-0036,189.205000,189.739500,so,B,sv,u-48-6
sw2689B-ms98-a-0036,189.863875,190.076625,that's,I,sv,u-48-6
sw2689B-ms98-a-0036,190.076625,190.396625,certainly,I,sv,u-48-6
sw2689B-ms98-a-0036,190.396625,190.456625,a,I,sv,u-48-6
sw2689B-ms98-a-0036,190.456625,190.666625,big,I,sv,u-48-6
sw2689B-ms98-a-0036,190.666625,191.136625,problem,I,sv,u-48-6
sw2689B-ms98-a-0036,191.136625,191.216625,i,B,sv,u-48-7
sw2689B-ms98-a-0036,191.216625,191.336625,don't,I,sv,u-48-7
sw2689B-ms98-a-0036,191.336625,191.396625,know,I,sv,u-48-7
sw2689B-ms98-a-0036,191.396625,191.546625,what,I,sv,u-48-7
sw2689B-ms98-a-0036,191.546625,191.606625,the,I,sv,u-48-7
sw2689B-ms98-a-0036,191.606625,191.986625,solution,I,sv,u-48-7
sw2689B-ms98-a-0036,191.986625,192.056625,to,I,sv,u-48-7
sw2689B-ms98-a-0036,192.056625,192.356625,that,I,sv,u-48-7
sw2689B-ms98-a-0036,192.356625,192.796625,is,I,sv,u-48-7
sw2689B-ms98-a-0036,192.796625,193.076625,having,B,sv,u-48-8
sw2689B-ms98-a-0036,193.076625,193.236625,more,I,sv,u-48-8
sw2689B-ms98-a-0036,193.236625,193.536625,drug,I,sv,u-48-8
sw2689B-ms98-a-0036,193.536625,194.096625,treatment,I,sv,u-48-8
sw2689B-ms98-a-0036,194.096625,194.456625,centers,I,sv,u-48-8
sw2689B-ms98-a-0036,194.456625,195.340250,available,I,sv,u-48-8
sw2689B-ms98-a-0036,195.693625,196.026625,jeez,B,h,u-48-9
sw2689B-ms98-a-0036,196.026625,196.156625,i,I,h,u-48-9
sw2689B-ms98-a-0036,196.156625,196.356625,don't,I,h,u-48-9
sw2689B-ms98-a-0036,196.356625,196.726625,know,I,h,u-48-9
sw2689B-ms98-a-0038,204.086125,204.558000,yeah,B,b,u-50-1
sw2689B-ms98-a-0040,214.701375,215.086625,yeah,B,b,u-52-1
sw2689B-ms98-a-0040,215.086625,215.366625,because,B,%,u-52-2
sw2689B-ms98-a-0040,215.366625,215.466625,it,I,%,u-52-2
sw2689B-ms98-a-0040,215.466625,215.696625,ends,I,%,u-52-2
sw2689B-ms98-a-0040,215.696625,215.876625,up,I,%,u-52-2
sw2689B-ms98-a-0040,215.876625,216.116625,even,B,sv,u-52-3
sw2689B-ms98-a-0040,216.116625,216.226625,if,I,sv,u-52-3
sw2689B-ms98-a-0040,216.226625,216.366625,it's,I,sv,u-52-3
sw2689B-ms98-a-0040,216.366625,216.556625,just,I,sv,u-52-3
sw2689B-ms98-a-0040,216.556625,216.776625,kind,I,sv,u-52-3
sw2689B-ms98-a-0040,216.776625,216.876625,of,I,sv,u-52-3
sw2689B-ms98-a-0040,216.876625,217.046625,like,I,sv,u-52-3
sw2689B-ms98-a-0040,217.046625,217.276625,this,I,sv,u-52-3
sw2689B-ms98-a-0040,217.276625,217.686625,social,I,sv,u-52-3
sw2689B-ms98-a-0040,217.686625,218.036625,drug,I,sv,u-52-3
sw2689B-ms98-a-0040,218.036625,218.386625,use,I,sv,u-52-3
sw2689B-ms98-a-0040,218.386625,218.506625,you're,I,sv,u-52-3
sw2689B-ms98-a-0040,218.506625,218.746625,still,I,sv,u-52-3
sw2689B-ms98-a-0040,218.746625,218.986625,ending,I,sv,u-52-3
sw2689B-ms98-a-0040,218.986625,219.126625,up,I,sv,u-52-3
sw2689B-ms98-a-0040,219.126625,219.746625,supporting,I,sv,u-52-3
sw2689B-ms98-a-0040,219.746625,219.936625,these,I,sv,u-52-3
sw2689B-ms98-a-0040,219.936625,220.196625,big,I,sv,u-52-3
sw2689B-ms98-a-0040,220.196625,220.526625,drug,I,sv,u-52-3
sw2689B-ms98-a-0040,220.526625,220.946625,pin,I,sv,u-52-3
sw2689B-ms98-a-0040,220.946625,221.026625,you,I,sv,u-52-3
sw2689B-ms98-a-0040,221.026625,221.278500,know,I,sv,u-52-3
sw2689B-ms98-a-0041,222.054250,222.484250,huge,B,sv,u-52-4
sw2689B-ms98-a-0041,222.484250,222.864250,amounts,I,sv,u-52-4
sw2689B-ms98-a-0041,222.864250,223.214250,thousand,I,sv,u-52-4
sw2689B-ms98-a-0041,223.214250,223.324250,and,I,sv,u-52-4
sw2689B-ms98-a-0041,223.324250,223.564250,millions,I,sv,u-52-4
sw2689B-ms98-a-0041,223.564250,223.664250,and,I,sv,u-52-4
sw2689B-ms98-a-0041,223.664250,223.884250,millions,I,sv,u-52-4
sw2689B-ms98-a-0041,223.884250,223.954250,of,I,sv,u-52-4
sw2689B-ms98-a-0041,223.954250,224.514250,dollars,I,sv,u-52-4
sw2689B-ms98-a-0041,224.514250,224.584250,are,I,sv,u-52-4
sw2689B-ms98-a-0041,224.584250,224.864250,getting,I,sv,u-52-4
sw2689B-ms98-a-0041,224.864250,225.445875,spent,I,sv,u-52-4
sw2689B-ms98-a-0041,225.634250,225.734250,you,I,sv,u-52-4
sw2689B-ms98-a-0041,225.734250,225.874250,know,I,sv,u-52-4
sw2689B-ms98-a-0041,225.874250,226.034250,on,I,sv,u-52-4
sw2689B-ms98-a-0041,226.034250,226.354250,higher,I,sv,u-52-4
sw2689B-ms98-a-0041,226.354250,226.444250,and,I,sv,u-52-4
sw2689B-ms98-a-0041,226.444250,226.794250,higher,I,sv,u-52-4
sw2689B-ms98-a-0041,226.794250,227.045625,up,I,sv,u-52-4
sw2689B-ms98-a-0041,227.207625,227.384250,on,B,+,u-54-1
sw2689B-ms98-a-0041,227.384250,227.894250,drugs,I,+,u-54-1
sw2689B-ms98-a-0041,227.894250,228.054250,and,B,sv,u-54-2
sw2689B-ms98-a-0041,228.054250,228.234250,it's,I,sv,u-54-2
sw2689B-ms98-a-0041,228.234250,228.874250,definitely,I,sv,u-54-2
sw2689B-ms98-a-0042,230.124250,230.310000,got,I,sv,u-54-2
sw2689B-ms98-a-0042,230.310000,230.380000,to,I,sv,u-54-2
sw2689B-ms98-a-0042,230.380000,230.470000,do,I,sv,u-54-2
sw2689B-ms98-a-0042,230.470000,230.620000,with,I,sv,u-54-2
sw2689B-ms98-a-0042,230.620000,231.200000,crime,I,sv,u-54-2
sw2689B-ms98-a-0042,231.200000,231.260000,you,B,sv,u-54-3
sw2689B-ms98-a-0042,231.260000,231.320000,know,I,sv,u-54-3
sw2689B-ms98-a-0042,231.320000,231.380000,you,I,sv,u-54-3
sw2689B-ms98-a-0042,231.380000,231.490000,hear,I,sv,u-54-3
sw2689B-ms98-a-0042,231.490000,231.720000,about,I,sv,u-54-3
sw2689B-ms98-a-0042,231.720000,232.000000,people,I,sv,u-54-3
sw2689B-ms98-a-0042,232.000000,232.320000,selling,I,sv,u-54-3
sw2689B-ms98-a-0042,232.320000,232.460000,their,I,sv,u-54-3
sw2689B-ms98-a-0042,232.460000,233.060000,babies,I,sv,u-54-3
sw2689B-ms98-a-0042,233.060000,233.150000,you,I,sv,u-54-3
sw2689B-ms98-a-0042,233.150000,233.270000,know,I,sv,u-54-3
sw2689B-ms98-a-0042,233.270000,233.360000,to,I,sv,u-54-3
sw2689B-ms98-a-0042,233.360000,233.490000,get,I,sv,u-54-3
sw2689B-ms98-a-0042,233.490000,233.650000,some,I,sv,u-54-3
sw2689B-ms98-a-0042,233.650000,234.190000,crack,I,sv,u-54-3
sw2689B-ms98-a-0042,234.190000,234.250000,i,B,%,u-56-1
sw2689B-ms98-a-0042,234.250000,234.508500,mean,I,%,u-56-1
sw2689B-ms98-a-0042,234.508500,234.888875,just,I,%,u-56-1
sw2689B-ms98-a-0042,234.888875,235.423500,oh,I,%,u-56-1
sw2689B-ms98-a-0042,235.935750,236.461375,gosh,B,sv,u-56-2
sw2689B-ms98-a-0042,236.702375,236.980000,horrible,I,sv,u-56-2
sw2689B-ms98-a-0042,236.980000,237.260000,stuff,I,sv,u-56-2
sw2689B-ms98-a-0042,237.260000,237.440000,like,I,sv,u-56-2
sw2689B-ms98-a-0042,237.440000,237.680000,that,I,sv,u-56-2
sw2689B-ms98-a-0042,237.680000,237.840000,one,B,sd,u-56-3
sw2689B-ms98-a-0042,237.840000,237.900000,of,I,sd,u-56-3
sw2689B-ms98-a-0042,237.900000,237.970000,the,I,sd,u-56-3
sw2689B-ms98-a-0042,237.970000,238.210000,things,I,sd,u-56-3
sw2689B-ms98-a-0042,238.210000,238.360000,they're,I,sd,u-56-3
sw2689B-ms98-a-0042,238.360000,238.750000,doing,I,sd,u-56-3
sw2689B-ms98-a-0042,238.750000,238.890000,is,I,sd,u-56-3
sw2689B-ms98-a-0042,238.890000,239.080000,is,I,sd,u-56-3
sw2689B-ms98-a-0042,239.080000,239.190000,they're,I,sd,u-56-3
sw2689B-ms98-a-0042,239.190000,239.970000,prosecuting,I,sd,u-56-3
sw2689B-ms98-a-0042,239.970000,240.060000,the,I,sd,u-56-3
sw2689B-ms98-a-0042,240.060000,240.520000,women,I,sd,u-56-3
sw2689B-ms98-a-0042,240.520000,240.638500,who,I,sd,u-56-3
sw2689B-ms98-a-0042,240.638500,240.955000,are,I,sd,u-56-3
sw2689B-ms98-a-0042,240.955000,241.260000,having,I,sd,u-56-3
sw2689B-ms98-a-0042,241.260000,241.470000,these,I,sd,u-56-3
sw2689B-ms98-a-0042,241.470000,241.980000,kids,I,sd,u-56-3
sw2689B-ms98-a-0042,241.980000,242.110000,that,I,sd,u-56-3
sw2689B-ms98-a-0042,242.110000,242.190000,are,I,sd,u-56-3
sw2689B-ms98-a-0042,242.190000,242.540000,addicted,I,sd,u-56-3
sw2689B-ms98-a-0042,242.540000,242.650000,to,I,sd,u-56-3
sw2689B-ms98-a-0042,242.650000,243.219250,crack,I,sd,u-56-3
sw2689B-ms98-a-0043,243.894625,243.984625,they,B,sd,u-58-1
sw2689B-ms98-a-0043,243.984625,244.444625,said,I,sd,u-58-1
sw2689B-ms98-a-0043,244.444625,244.744625,um,I,sd,u-58-1
sw2689B-ms98-a-0043,244.744625,244.921000,some,I,sd,u-58-1
sw2689B-ms98-a-0043,244.921000,245.075500,of,I,sd,u-58-1
sw2689B-ms98-a-0043,245.075500,245.234625,the,I,sd,u-58-1
sw2689B-ms98-a-0043,245.234625,245.504625,statis[tics]-,I,sd,u-58-1
sw2689B-ms98-a-0043,245.504625,246.104625,statistics,I,sd,u-58-1
sw2689B-ms98-a-0043,246.104625,246.354625,show,I,sd,u-58-1
sw2689B-ms98-a-0043,246.354625,246.554625,like,I,sd,u-58-1
sw2689B-ms98-a-0043,246.554625,246.744625,one,I,sd,u-58-1
sw2689B-ms98-a-0043,246.744625,246.854625,out,I,sd,u-58-1
sw2689B-ms98-a-0043,246.854625,246.924625,of,I,sd,u-58-1
sw2689B-ms98-a-0043,246.924625,247.124625,every,I,sd,u-58-1
sw2689B-ms98-a-0043,247.124625,247.384625,ten,I,sd,u-58-1
sw2689B-ms98-a-0043,247.384625,247.734625,babies,I,sd,u-58-1
sw2689B-ms98-a-0043,247.734625,247.984625,being,I,sd,u-58-1
sw2689B-ms98-a-0043,247.984625,248.244625,born,I,sd,u-58-1
sw2689B-ms98-a-0043,248.244625,248.324625,in,I,sd,u-58-1
sw2689B-ms98-a-0043,248.324625,248.602375,these,I,sd,u-58-1
sw2689B-ms98-a-0043,249.073125,249.334625,public,I,sd,u-58-1
sw2689B-ms98-a-0043,249.334625,249.924625,hospitals,I,sd,u-58-1
sw2689B-ms98-a-0043,249.924625,250.004625,are,I,sd,u-58-1
sw2689B-ms98-a-0043,250.004625,250.314625,addicted,I,sd,u-58-1
sw2689B-ms98-a-0043,250.314625,250.404625,to,I,sd,u-58-1
sw2689B-ms98-a-0043,250.404625,250.854625,crack,I,sd,u-58-1
sw2689B-ms98-a-0043,250.854625,250.944625,and,B,sd,u-58-2
sw2689B-ms98-a-0043,250.944625,251.034625,their,I,sd,u-58-2
sw2689B-ms98-a-0043,251.034625,251.334625,moms,I,sd,u-58-2
sw2689B-ms98-a-0043,251.334625,251.394625,are,I,sd,u-58-2
sw2689B-ms98-a-0043,251.394625,251.744625,crack,I,sd,u-58-2
sw2689B-ms98-a-0043,251.744625,252.341250,users,I,sd,u-58-2
sw2689B-ms98-a-0044,253.363250,253.603250,so,B,sv,u-58-3
sw2689B-ms98-a-0044,253.603250,254.061250,that's,I,sv,u-58-3
sw2689B-ms98-a-0044,254.258125,254.323250,you,I,sv,u-58-3
sw2689B-ms98-a-0044,254.323250,254.483250,know,I,sv,u-58-3
sw2689B-ms98-a-0044,254.483250,254.773250,another,I,sv,u-58-3
sw2689B-ms98-a-0044,254.773250,255.013250,way,I,sv,u-58-3
sw2689B-ms98-a-0044,255.013250,255.193250,of,I,sv,u-58-3
sw2689B-ms98-a-0044,255.193250,255.513250,looking,I,sv,u-58-3
sw2689B-ms98-a-0044,255.513250,255.633250,at,I,sv,u-58-3
sw2689B-ms98-a-0044,255.633250,255.693250,it,I,sv,u-58-3
sw2689B-ms98-a-0044,255.693250,255.923250,as,I,sv,u-58-3
sw2689B-ms98-a-0044,255.923250,256.093250,as,I,sv,u-58-3
sw2689B-ms98-a-0044,256.093250,256.173250,the,I,sv,u-58-3
sw2689B-ms98-a-0044,256.173250,256.483250,woman,I,sv,u-58-3
sw2689B-ms98-a-0044,256.483250,256.613250,is,I,sv,u-58-3
sw2689B-ms98-a-0044,256.613250,256.803250,being,I,sv,u-58-3
sw2689B-ms98-a-0044,256.803250,256.853250,a,I,sv,u-58-3
sw2689B-ms98-a-0044,256.853250,257.553250,criminal,I,sv,u-58-3
sw2689B-ms98-a-0044,257.553250,257.663250,you,I,sv,u-58-3
sw2689B-ms98-a-0044,257.663250,257.813250,know,I,sv,u-58-3
sw2689B-ms98-a-0044,257.813250,257.983250,for,I,sv,u-58-3
sw2689B-ms98-a-0044,257.983250,258.293250,doing,I,sv,u-58-3
sw2689B-ms98-a-0044,258.293250,258.493250,that,I,sv,u-58-3
sw2689B-ms98-a-0044,258.493250,258.573250,to,I,sv,u-58-3
sw2689B-ms98-a-0044,258.573250,258.683250,her,I,sv,u-58-3
sw2689B-ms98-a-0044,258.683250,259.285000,child,I,sv,u-58-3
sw2689B-ms98-a-0045,260.044125,260.324125,so,B,sd,u-60-1
sw2689B-ms98-a-0045,260.324125,260.414125,i,I,sd,u-60-1
sw2689B-ms98-a-0045,260.414125,260.534125,don't,I,sd,u-60-1
sw2689B-ms98-a-0045,260.534125,260.614125,know,I,sd,u-60-1
sw2689B-ms98-a-0045,260.614125,260.834125,who's,I,sd,u-60-1
sw2689B-ms98-a-0045,260.834125,260.904125,the,I,sd,u-60-1
sw2689B-ms98-a-0045,260.904125,261.264125,victim,I,sd,u-60-1
sw2689B-ms98-a-0045,261.264125,261.474125,there,I,sd,u-60-1
sw2689B-ms98-a-0045,261.474125,261.534125,i,B,sv,u-60-2
sw2689B-ms98-a-0045,261.534125,261.644125,mean,I,sv,u-60-2
sw2689B-ms98-a-0045,261.644125,261.704125,the,I,sv,u-60-2
sw2689B-ms98-a-0045,261.704125,261.974125,kids,I,sv,u-60-2
sw2689B-ms98-a-0045,261.974125,262.034125,are,I,sv,u-60-2
sw2689B-ms98-a-0045,262.034125,262.124125,the,I,sv,u-60-2
sw2689B-ms98-a-0045,262.124125,262.504125,victim,I,sv,u-60-2
sw2689B-ms98-a-0045,262.504125,262.594125,it,I,sv,u-60-2
sw2689B-ms98-a-0045,262.594125,262.784125,seems,I,sv,u-60-2
sw2689B-ms98-a-0045,262.784125,262.894125,like,I,sv,u-60-2
sw2689B-ms98-a-0045,262.894125,262.944125,a,I,sv,u-60-2
sw2689B-ms98-a-0045,262.944125,263.104125,lot,I,sv,u-60-2
sw2689B-ms98-a-0045,263.104125,263.164125,of,I,sv,u-60-2
sw2689B-ms98-a-0045,263.164125,263.424125,times,I,sv,u-60-2
sw2689B-ms98-a-0045,263.424125,263.494125,the,I,sv,u-60-2
sw2689B-ms98-a-0045,263.494125,263.784125,women,I,sv,u-60-2
sw2689B-ms98-a-0045,263.784125,263.874125,are,I,sv,u-60-2
sw2689B-ms98-a-0045,263.874125,264.314125,victims,I,sv,u-60-2
sw2689B-ms98-a-0045,264.314125,264.454125,because_1,I,sv,u-60-2
sw2689B-ms98-a-0045,264.454125,264.734000,they're,I,sv,u-60-2
sw2689B-ms98-a-0045,265.133250,265.814125,addicted,I,sv,u-60-2
sw2689B-ms98-a-0045,265.814125,266.143625,and,B,sv,u-60-3
sw2689B-ms98-a-0046,267.314875,267.446125,it's,I,sv,u-60-3
sw2689B-ms98-a-0046,267.446125,267.525500,a,I,sv,u-60-3
sw2689B-ms98-a-0046,267.525500,267.688625,very,I,sv,u-60-3
sw2689B-ms98-a-0046,267.688625,268.368625,complicated,I,sv,u-60-3
sw2689B-ms98-a-0046,268.368625,268.898625,problem,I,sv,u-60-3
sw2689B-ms98-a-0046,268.898625,268.958625,i,B,sd,u-60-4
sw2689B-ms98-a-0046,268.958625,269.238625,don't,I,sd,u-60-4
sw2689B-ms98-a-0046,269.238625,269.528625,envy,I,sd,u-60-4
sw2689B-ms98-a-0046,269.528625,269.766375,the,I,sd,u-60-4
sw2689B-ms98-a-0046,270.026250,270.418625,government,I,sd,u-60-4
sw2689B-ms98-a-0046,270.418625,270.708625,trying,I,sd,u-60-4
sw2689B-ms98-a-0046,270.708625,270.798625,to,I,sd,u-60-4
sw2689B-ms98-a-0046,270.798625,271.103625,cope,I,sd,u-60-4
sw2689B-ms98-a-0046,271.103625,271.303250,with,I,sd,u-60-4
