sw2645B-ms98-a-0002,3.310500,3.696000,yes,B,aa,u-2-1
sw2645B-ms98-a-0046,205.403875,205.533875,one,I,qh,u-54-4
sw2645B-ms98-a-0046,205.533875,205.750875,do,I,qh,u-54-4
sw2645B-ms98-a-0046,206.884500,206.993875,i'm,B,sd,u-54-5
sw2645B-ms98-a-0046,206.993875,207.183875,just,I,sd,u-54-5
sw2645B-ms98-a-0046,207.183875,207.403875,happy,I,sd,u-54-5
sw2645B-ms98-a-0046,207.403875,207.463875,to,I,sd,u-54-5
sw2645B-ms98-a-0046,207.463875,207.603875,still,I,sd,u-54-5
sw2645B-ms98-a-0046,207.603875,207.683875,to,I,sd,u-54-5
sw2645B-ms98-a-0046,207.683875,207.823875,have,I,sd,u-54-5
sw2645B-ms98-a-0046,207.823875,207.873875,a,I,sd,u-54-5
sw2645B-ms98-a-0046,207.873875,208.163875,job,I,sd,u-54-5
sw2645B-ms98-a-0048,211.760125,211.902500,yeah,B,ny,u-56-1
sw2645B-ms98-a-0048,211.902500,211.942500,i,B,sd^e,u-56-2
sw2645B-ms98-a-0048,211.942500,212.152500,am,I,sd^e,u-56-2
sw2645B-ms98-a-0048,212.152500,212.362500,kind,I,sd^e,u-56-2
sw2645B-ms98-a-0048,212.362500,212.442500,of,I,sd^e,u-56-2
sw2645B-ms98-a-0048,212.442500,212.682500,happy,I,sd^e,u-56-2
sw2645B-ms98-a-0048,212.682500,212.832500,with,I,sd^e,u-56-2
sw2645B-ms98-a-0048,212.832500,212.932500,it,I,sd^e,u-56-2
sw2645B-ms98-a-0048,212.932500,213.052500,it,O,,
sw2645B-ms98-a-0048,213.052500,213.242500,it's,B,sd,u-56-3
sw2645B-ms98-a-0048,213.242500,213.492500,getting,I,sd,u-56-3
sw2645B-ms98-a-0048,213.492500,213.692500,better,I,sd,u-56-3
sw2645B-ms98-a-0048,213.692500,213.836625,all,I,sd,u-56-3
sw2645B-ms98-a-0048,213.836625,213.927000,the,I,sd,u-56-3
sw2645B-ms98-a-0048,213.927000,214.162500,time,I,sd,u-56-3
sw2645B-ms98-a-0048,214.162500,214.212500,i,B,sd,u-56-4
sw2645B-ms98-a-0048,214.212500,214.312500,knew,I,sd,u-56-4
sw2645B-ms98-a-0048,214.312500,214.372500,it,I,sd,u-56-4
sw2645B-ms98-a-0048,214.372500,214.502500,would,I,sd,u-56-4
sw2645B-ms98-a-0048,214.502500,214.612500,be,I,sd,u-56-4
sw2645B-ms98-a-0048,214.612500,215.204250,different,I,sd,u-56-4
sw2645B-ms98-a-0048,215.430250,215.552500,from,I,sd,u-56-4
sw2645B-ms98-a-0048,215.552500,215.652500,the,I,sd,u-56-4
sw2645B-ms98-a-0048,215.652500,215.912500,very,I,sd,u-56-4
sw2645B-ms98-a-0048,215.912500,216.487125,beginning,I,sd,u-56-4
sw2645B-ms98-a-0048,216.946625,217.272500,but,B,sd,u-56-5
sw2645B-ms98-a-0048,217.272500,217.372500,you,I,sd,u-56-5
sw2645B-ms98-a-0048,217.372500,217.502500,know,I,sd,u-56-5
sw2645B-ms98-a-0048,217.502500,217.642500,a[s]-,I,sd,u-56-5
sw2645B-ms98-a-0048,217.642500,217.782500,as,I,sd,u-56-5
sw2645B-ms98-a-0048,217.782500,217.852500,you,I,sd,u-56-5
sw2645B-ms98-a-0048,217.852500,218.012500,get,I,sd,u-56-5
sw2645B-ms98-a-0048,218.012500,218.092500,to,I,sd,u-56-5
sw2645B-ms98-a-0048,218.092500,218.322500,know,I,sd,u-56-5
sw2645B-ms98-a-0048,218.322500,218.602500,more,I,sd,u-56-5
sw2645B-ms98-a-0048,218.602500,218.662500,of,I,sd,u-56-5
sw2645B-ms98-a-0048,218.662500,218.722500,the,I,sd,u-56-5
sw2645B-ms98-a-0048,218.722500,218.982500,people,I,sd,u-56-5
sw2645B-ms98-a-0048,218.982500,219.122500,that,I,sd,u-56-5
sw2645B-ms98-a-0048,219.122500,219.412500,work,I,sd,u-56-5
sw2645B-ms98-a-0048,219.412500,219.782000,there,I,sd,u-56-5
sw2645B-ms98-a-0048,220.316875,220.532500,and,I,sd,u-56-5
sw2645B-ms98-a-0048,220.532500,220.812500,more,I,sd,u-56-5
sw2645B-ms98-a-0048,220.812500,220.902500,of,I,sd,u-56-5
sw2645B-ms98-a-0048,220.902500,221.232500,what's,I,sd,u-56-5
sw2645B-ms98-a-0048,221.232500,221.572500,going,I,sd,u-56-5
sw2645B-ms98-a-0048,221.572500,221.792750,on,I,sd,u-56-5
sw2645B-ms98-a-0048,221.792750,221.931375,with,I,sd,u-56-5
sw2645B-ms98-a-0048,221.931375,222.018000,the,I,sd,u-56-5
sw2645B-ms98-a-0048,222.018000,222.572500,system,I,sd,u-56-5
sw2645B-ms98-a-0048,222.572500,222.672500,so,B,sd,u-56-6
sw2645B-ms98-a-0048,222.672500,222.712500,i,I,sd,u-56-6
sw2645B-ms98-a-0048,222.712500,222.872500,was,I,sd,u-56-6
sw2645B-ms98-a-0048,222.872500,222.942500,in,I,sd,u-56-6
sw2645B-ms98-a-0048,222.942500,223.002500,the,I,sd,u-56-6
sw2645B-ms98-a-0048,223.002500,223.412500,computer,I,sd,u-56-6
sw2645B-ms98-a-0048,223.412500,224.002500,operations,I,sd,u-56-6
sw2645B-ms98-a-0049,224.744500,225.087125,it's,B,sd,u-56-7
sw2645B-ms98-a-0049,225.087125,225.484875,uh,I,sd,u-56-7
sw2645B-ms98-a-0049,225.718375,225.787125,you,I,sd,u-56-7
sw2645B-ms98-a-0049,225.787125,225.897125,know,I,sd,u-56-7
sw2645B-ms98-a-0049,225.897125,225.967125,it,I,sd,u-56-7
sw2645B-ms98-a-0049,225.967125,226.177125,all,I,sd,u-56-7
sw2645B-ms98-a-0049,226.177125,226.507125,starts,I,sd,u-56-7
sw2645B-ms98-a-0049,226.507125,226.607125,to,I,sd,u-56-7
sw2645B-ms98-a-0049,226.607125,227.237125,become,I,sd,u-56-7
sw2645B-ms98-a-0049,227.717125,228.127125,similar,I,sd,u-56-7
sw2645B-ms98-a-0049,228.127125,228.377125,there's,B,sd,u-56-8
sw2645B-ms98-a-0049,228.377125,228.447125,you,I,sd,u-56-8
sw2645B-ms98-a-0049,228.447125,228.557125,know,I,sd,u-56-8
sw2645B-ms98-a-0049,228.557125,228.717125,there's,I,sd,u-56-8
sw2645B-ms98-a-0049,228.717125,229.267125,benefits,I,sd,u-56-8
sw2645B-ms98-a-0049,229.267125,229.407125,and,B,sd,u-56-9
sw2645B-ms98-a-0049,229.407125,229.637125,there's,I,sd,u-56-9
sw2645B-ms98-a-0049,229.637125,229.907125,things,I,sd,u-56-9
sw2645B-ms98-a-0049,229.907125,230.067125,that,I,sd,u-56-9
sw2645B-ms98-a-0049,230.067125,230.367125,weren't,I,sd,u-56-9
sw2645B-ms98-a-0049,230.367125,230.527125,as,I,sd,u-56-9
sw2645B-ms98-a-0049,230.527125,230.747125,good,I,sd,u-56-9
sw2645B-ms98-a-0049,231.507125,231.637125,but,B,sd,u-58-1
sw2645B-ms98-a-0049,231.637125,231.767125,as,I,sd,u-58-1
sw2645B-ms98-a-0049,231.767125,231.837125,an,I,sd,u-58-1
sw2645B-ms98-a-0049,231.837125,232.227125,overall,I,sd,u-58-1
sw2645B-ms98-a-0049,232.227125,232.647125,package,I,sd,u-58-1
sw2645B-ms98-a-0049,232.647125,232.807125,i'd,I,sd,u-58-1
sw2645B-ms98-a-0049,232.807125,232.897125,say,I,sd,u-58-1
sw2645B-ms98-a-0049,232.897125,233.007125,i,I,sd,u-58-1
sw2645B-ms98-a-0049,233.007125,233.197125,i'm,I,sd,u-58-1
sw2645B-ms98-a-0049,233.197125,233.417125,pretty,I,sd,u-58-1
sw2645B-ms98-a-0049,233.417125,233.817125,happy,I,sd,u-58-1
sw2645B-ms98-a-0049,233.817125,233.977125,so,I,sd,u-58-1
sw2645B-ms98-a-0049,233.977125,234.217125,far,I,sd,u-58-1
sw2645B-ms98-a-0049,234.217125,234.377125,with,I,sd,u-58-1
sw2645B-ms98-a-0049,234.377125,234.437125,the,I,sd,u-58-1
sw2645B-ms98-a-0049,234.437125,234.567125,way,I,sd,u-58-1
sw2645B-ms98-a-0049,234.567125,234.707125,it's,I,sd,u-58-1
sw2645B-ms98-a-0049,234.707125,234.997125,turned,I,sd,u-58-1
sw2645B-ms98-a-0049,234.997125,235.278625,out,I,sd,u-58-1
sw2645B-ms98-a-0051,243.781375,244.191500,um-hum,B,b,u-60-1
sw2645B-ms98-a-0053,249.232250,249.722250,right,B,b,u-62-1
sw2645B-ms98-a-0055,252.968625,253.394500,um-hum,B,b,u-64-1
sw2645B-ms98-a-0055,253.895500,254.148625,well,B,sv,u-64-2
sw2645B-ms98-a-0055,254.148625,254.348625,the,I,sv,u-64-2
sw2645B-ms98-a-0055,254.348625,254.478625,the,I,sv,u-64-2
sw2645B-ms98-a-0055,254.478625,254.708625,one,I,sv,u-64-2
sw2645B-ms98-a-0055,254.708625,254.838625,thing,I,sv,u-64-2
sw2645B-ms98-a-0055,254.838625,254.996375,i,I,sv,u-64-2
sw2645B-ms98-a-0055,254.996375,255.192250,guess,I,sv,u-64-2
sw2645B-ms98-a-0055,255.192250,255.338625,at,I,sv,u-64-2
sw2645B-ms98-a-0055,255.338625,255.638625,least,I,sv,u-64-2
sw2645B-ms98-a-0055,255.638625,255.728625,in,I,sv,u-64-2
sw2645B-ms98-a-0055,255.728625,255.878625,your,I,sv,u-64-2
sw2645B-ms98-a-0055,255.878625,256.278625,favor,I,sv,u-64-2
sw2645B-ms98-a-0055,256.278625,256.508625,is,I,sv,u-64-2
sw2645B-ms98-a-0055,256.508625,256.796375,the,I,sv,u-64-2
sw2645B-ms98-a-0055,257.173000,257.273375,the,I,sv,u-64-2
sw2645B-ms98-a-0055,257.273375,257.508625,fact,I,sv,u-64-2
sw2645B-ms98-a-0055,257.508625,257.648625,that,I,sv,u-64-2
sw2645B-ms98-a-0055,257.648625,257.887500,that,I,sv,u-64-2
sw2645B-ms98-a-0055,258.245375,258.418625,that,I,sv,u-64-2
sw2645B-ms98-a-0055,258.418625,258.548625,is,I,sv,u-64-2
sw2645B-ms98-a-0055,258.548625,258.818625,more,I,sv,u-64-2
sw2645B-ms98-a-0055,258.818625,258.898625,in,I,sv,u-64-2
sw2645B-ms98-a-0055,258.898625,258.988625,the,I,sv,u-64-2
sw2645B-ms98-a-0055,258.988625,259.478625,support,I,sv,u-64-2
sw2645B-ms98-a-0055,259.478625,259.578625,of,I,sv,u-64-2
sw2645B-ms98-a-0055,259.578625,259.638625,the,I,sv,u-64-2
sw2645B-ms98-a-0055,259.638625,260.428625,manufacturing,I,sv,u-64-2
sw2645B-ms98-a-0055,260.428625,260.628625,and,B,sv,u-64-3
sw2645B-ms98-a-0055,260.628625,260.928625,there's,I,sv,u-64-3
sw2645B-ms98-a-0055,260.928625,261.268625,lots,I,sv,u-64-3
sw2645B-ms98-a-0055,261.268625,261.398625,and,I,sv,u-64-3
sw2645B-ms98-a-0055,261.398625,261.658625,lots,I,sv,u-64-3
sw2645B-ms98-a-0055,261.658625,261.768625,of,I,sv,u-64-3
sw2645B-ms98-a-0055,261.768625,262.198625,companies,I,sv,u-64-3
sw2645B-ms98-a-0055,262.198625,262.378625,that,I,sv,u-64-3
sw2645B-ms98-a-0055,262.378625,262.778625,have,I,sv,u-64-3
sw2645B-ms98-a-0056,263.764750,263.859750,may[be]-,I,sv,u-64-3
sw2645B-ms98-a-0056,263.859750,264.189750,maybe,I,sv,u-64-3
sw2645B-ms98-a-0056,264.189750,264.449750,not,I,sv,u-64-3
sw2645B-ms98-a-0056,264.449750,264.559750,in,I,sv,u-64-3
sw2645B-ms98-a-0056,264.559750,264.677250,the,I,sv,u-64-3
sw2645B-ms98-a-0056,264.790250,265.048625,de[fense]-,I,sv,u-64-3
sw2645B-ms98-a-0056,265.048625,265.349750,the,I,sv,u-64-3
sw2645B-ms98-a-0056,265.349750,265.799750,defense,I,sv,u-64-3
sw2645B-ms98-a-0056,265.799750,266.168125,area,I,sv,u-64-3
sw2645B-ms98-a-0056,266.646500,266.869750,but,I,sv,u-64-3
sw2645B-ms98-a-0056,266.869750,267.599750,manufacturing,I,sv,u-64-3
sw2645B-ms98-a-0056,267.599750,267.749750,in,I,sv,u-64-3
sw2645B-ms98-a-0056,267.749750,268.209750,general,I,sv,u-64-3
sw2645B-ms98-a-0058,275.700500,276.088375,uh-huh,B,b,u-66-1
sw2645B-ms98-a-0058,276.431125,276.486250,well,O,,
sw2645B-ms98-a-0058,276.486250,276.640500,that's,B,ba,u-66-2
sw2645B-ms98-a-0058,276.640500,277.021750,great,I,ba,u-66-2
sw2645B-ms98-a-0058,277.270250,277.470500,that's,B,ba,u-66-3
sw2645B-ms98-a-0058,277.470500,277.844000,good,I,ba,u-66-3
sw2645B-ms98-a-0060,282.151500,282.551500,uh-huh,B,b,u-68-1
sw2645B-ms98-a-0062,290.128500,290.583750,sure,B,b,u-70-1
sw2645B-ms98-a-0062,290.734375,290.983625,yeah,B,b,u-70-2
sw2645B-ms98-a-0062,291.590000,292.059625,sometimes,B,ba,u-72-1
sw2645B-ms98-a-0062,292.059625,292.209625,it's,I,ba,u-72-1
sw2645B-ms98-a-0062,292.209625,292.439625,good,I,ba,u-72-1
sw2645B-ms98-a-0062,292.439625,292.619625,just,I,ba,u-72-1
sw2645B-ms98-a-0062,292.619625,292.749625,to,I,ba,u-72-1
sw2645B-ms98-a-0062,292.749625,292.939625,have,I,ba,u-72-1
sw2645B-ms98-a-0062,292.939625,293.229625,everything,I,ba,u-72-1
sw2645B-ms98-a-0062,293.229625,293.369625,out,I,ba,u-72-1
sw2645B-ms98-a-0062,293.369625,293.459625,on,I,ba,u-72-1
sw2645B-ms98-a-0062,293.459625,293.561625,the,I,ba,u-72-1
sw2645B-ms98-a-0062,293.561625,293.926375,table,I,ba,u-72-1
sw2645B-ms98-a-0064,300.873500,300.953500,it,B,sv,u-74-1
sw2645B-ms98-a-0064,300.953500,301.123500,may,I,sv,u-74-1
sw2645B-ms98-a-0064,301.123500,301.273500,be,I,sv,u-74-1
sw2645B-ms98-a-0064,301.273500,301.333500,a,I,sv,u-74-1
sw2645B-ms98-a-0064,301.333500,301.693500,blessing,I,sv,u-74-1
sw2645B-ms98-a-0064,301.693500,301.803500,in,I,sv,u-74-1
sw2645B-ms98-a-0064,301.803500,302.472250,disguise,I,sv,u-74-1
sw2645B-ms98-a-0065,305.016500,305.086500,i,B,sd,u-76-1
sw2645B-ms98-a-0065,305.086500,305.216500,know,I,sd,u-76-1
sw2645B-ms98-a-0065,305.216500,305.266500,a,I,sd,u-76-1
sw2645B-ms98-a-0065,305.266500,305.496500,number,I,sd,u-76-1
sw2645B-ms98-a-0065,305.496500,305.556500,of,I,sd,u-76-1
sw2645B-ms98-a-0065,305.556500,305.856500,people,I,sd,u-76-1
sw2645B-ms98-a-0065,305.856500,306.066500,who,I,sd,u-76-1
sw2645B-ms98-a-0065,306.066500,306.226500,are,I,sd,u-76-1
sw2645B-ms98-a-0065,306.226500,306.336500,uh,I,sd,u-76-1
sw2645B-ms98-a-0065,306.336500,307.122125,{surplused},O,,
sw2645B-ms98-a-0065,307.688250,307.996500,and,B,%,u-76-2
sw2645B-ms98-a-0065,307.996500,308.209875,they're,I,%,u-76-2
sw2645B-ms98-a-0065,308.209875,308.527750,just,I,%,u-76-2
sw2645B-ms98-a-0065,308.644500,309.016500,actually,B,sv,u-76-3
sw2645B-ms98-a-0065,309.016500,309.196500,what,I,sv,u-76-3
sw2645B-ms98-a-0065,309.196500,309.256500,the,I,sv,u-76-3
sw2645B-ms98-a-0065,309.256500,309.716500,positions,I,sv,u-76-3
sw2645B-ms98-a-0065,309.716500,309.866500,that,I,sv,u-76-3
sw2645B-ms98-a-0065,309.866500,309.986500,they've,I,sv,u-76-3
sw2645B-ms98-a-0065,309.986500,310.246500,found,I,sv,u-76-3
sw2645B-ms98-a-0065,310.246500,310.576500,outside,I,sv,u-76-3
sw2645B-ms98-a-0065,310.576500,310.636500,of,I,sv,u-76-3
sw2645B-ms98-a-0065,310.636500,310.746500,the,I,sv,u-76-3
sw2645B-ms98-a-0065,310.746500,311.166500,company,I,sv,u-76-3
sw2645B-ms98-a-0065,311.166500,311.493750,were,I,sv,u-76-3
sw2645B-ms98-a-0065,311.949500,312.186500,much,I,sv,u-76-3
sw2645B-ms98-a-0065,312.186500,312.406500,much,I,sv,u-76-3
sw2645B-ms98-a-0065,312.406500,312.676500,better,I,sv,u-76-3
sw2645B-ms98-a-0065,312.676500,312.826500,than,I,sv,u-76-3
sw2645B-ms98-a-0065,312.826500,312.886500,the,I,sv,u-76-3
sw2645B-ms98-a-0065,312.886500,313.116500,ones,I,sv,u-76-3
sw2645B-ms98-a-0065,313.116500,313.246500,that,I,sv,u-76-3
sw2645B-ms98-a-0065,313.246500,313.376500,they,I,sv,u-76-3
sw2645B-ms98-a-0065,313.376500,313.766500,currently,I,sv,u-76-3
sw2645B-ms98-a-0065,313.766500,313.986500,had,I,sv,u-76-3
sw2645B-ms98-a-0065,313.986500,314.476500,inside,I,sv,u-76-3
sw2645B-ms98-a-0067,321.169875,321.963125,[laughter],O,,
sw2645B-ms98-a-0068,323.642250,324.343625,exactly,B,ba,u-78-1
sw2645B-ms98-a-0070,327.290375,327.684875,uh-huh,B,b,u-80-1
sw2645B-ms98-a-0070,328.223500,328.340375,well,B,sv,u-80-2
sw2645B-ms98-a-0070,328.340375,328.450375,i'm,I,sv,u-80-2
sw2645B-ms98-a-0070,328.450375,328.600375,sure,I,sv,u-80-2
sw2645B-ms98-a-0070,328.600375,328.750375,it's,I,sv,u-80-2
sw2645B-ms98-a-0070,328.750375,328.968750,just,I,sv,u-80-2
sw2645B-ms98-a-0070,328.968750,329.164625,with,I,sv,u-80-2
sw2645B-ms98-a-0070,329.164625,329.515375,the,I,sv,u-80-2
sw2645B-ms98-a-0070,329.974875,330.190375,the,I,sv,u-80-2
sw2645B-ms98-a-0070,330.190375,330.329750,the,I,sv,u-80-2
sw2645B-ms98-a-0070,330.521875,330.710375,the,I,sv,u-80-2
sw2645B-ms98-a-0070,330.710375,330.890375,way,I,sv,u-80-2
sw2645B-ms98-a-0070,330.890375,331.050375,that,I,sv,u-80-2
sw2645B-ms98-a-0070,331.050375,331.270375,things,I,sv,u-80-2
sw2645B-ms98-a-0070,331.270375,331.380375,are,I,sv,u-80-2
sw2645B-ms98-a-0070,331.380375,331.540375,so,I,sv,u-80-2
sw2645B-ms98-a-0070,331.540375,332.260375,topsy-turvy,I,sv,u-80-2
sw2645B-ms98-a-0070,332.260375,332.440375,right,I,sv,u-80-2
sw2645B-ms98-a-0070,332.440375,332.630375,now,I,sv,u-80-2
sw2645B-ms98-a-0070,332.630375,332.710375,as,I,sv,u-80-2
sw2645B-ms98-a-0070,332.710375,332.890375,soon,I,sv,u-80-2
sw2645B-ms98-a-0070,332.890375,333.000375,as,I,sv,u-80-2
sw2645B-ms98-a-0070,333.000375,333.080375,you,I,sv,u-80-2
sw2645B-ms98-a-0070,333.080375,333.309500,dec[ide]-,I,sv,u-80-2
sw2645B-ms98-a-0070,333.550500,333.860375,decide,I,sv,u-80-2
sw2645B-ms98-a-0070,333.860375,333.970375,on,I,sv,u-80-2
sw2645B-ms98-a-0070,333.970375,334.020375,a,I,sv,u-80-2
sw2645B-ms98-a-0070,334.020375,334.540625,pass,I,sv,u-80-2
sw2645B-ms98-a-0072,338.346625,338.734500,uh-huh,B,b,u-82-1
sw2645B-ms98-a-0072,339.767500,339.912250,well,B,qy,u-82-2
sw2645B-ms98-a-0072,339.912250,340.032250,would,I,qy,u-82-2
sw2645B-ms98-a-0072,340.032250,340.132250,you,I,qy,u-82-2
sw2645B-ms98-a-0072,340.132250,340.312250,like,I,qy,u-82-2
sw2645B-ms98-a-0072,340.312250,340.402250,to,I,qy,u-82-2
sw2645B-ms98-a-0072,340.402250,340.532250,be,I,qy,u-82-2
sw2645B-ms98-a-0072,340.532250,340.752250,there,I,qy,u-82-2
sw2645B-ms98-a-0074,348.216375,348.587125,uh-huh,B,b,u-84-1
sw2645B-ms98-a-0074,349.317875,349.532250,wh[at]-,O,,
sw2645B-ms98-a-0076,352.761750,353.106000,sure,B,ba,u-86-1
sw2645B-ms98-a-0078,358.078625,358.572500,uh-huh,B,b,u-88-1
sw2645B-ms98-a-0078,358.572500,360.655375,[laughter],O,,
sw2645B-ms98-a-0078,360.655375,360.885375,well,B,%,u-88-2
sw2645B-ms98-a-0078,360.885375,361.069125,just,I,%,u-88-2
sw2645B-ms98-a-0078,361.287250,361.471375,take,I,%,u-88-2
sw2645B-ms98-a-0078,361.471375,361.539250,the,I,%,u-88-2
sw2645B-ms98-a-0078,361.539250,361.820500,day,I,%,u-88-2
sw2645B-ms98-a-0079,364.216875,366.633875,[laughter],O,,
sw2645B-ms98-a-0079,366.633875,366.818375,well,B,sv,u-90-1
sw2645B-ms98-a-0079,366.818375,367.238375,actually,I,sv,u-90-1
sw2645B-ms98-a-0079,367.238375,367.338375,uh,I,sv,u-90-1
sw2645B-ms98-a-0079,367.338375,367.648750,the,I,sv,u-90-1
sw2645B-ms98-a-0079,367.648750,367.797000,the,I,sv,u-90-1
sw2645B-ms98-a-0079,368.011625,368.163250,the,I,sv,u-90-1
sw2645B-ms98-a-0079,368.163250,368.577625,Plano,I,sv,u-90-1
sw2645B-ms98-a-0079,368.577625,369.168375,Dallas,I,sv,u-90-1
sw2645B-ms98-a-0079,369.168375,370.008375,Houston,I,sv,u-90-1
sw2645B-ms98-a-0079,370.008375,370.108375,you,I,sv,u-90-1
sw2645B-ms98-a-0079,370.108375,370.308375,know,I,sv,u-90-1
sw2645B-ms98-a-0079,370.308375,370.728375,Austin,I,sv,u-90-1
sw2645B-ms98-a-0079,370.728375,370.878375,that,I,sv,u-90-1
sw2645B-ms98-a-0079,370.878375,371.138375,whole,I,sv,u-90-1
sw2645B-ms98-a-0079,371.138375,371.398375,area,I,sv,u-90-1
sw2645B-ms98-a-0079,371.398375,371.598375,is,I,sv,u-90-1
sw2645B-ms98-a-0079,371.598375,371.888375,is,I,sv,u-90-1
sw2645B-ms98-a-0079,371.888375,372.238375,actually,I,sv,u-90-1
sw2645B-ms98-a-0079,372.238375,372.513625,quite,I,sv,u-90-1
sw2645B-ms98-a-0079,372.720750,372.978375,quite,I,sv,u-90-1
sw2645B-ms98-a-0079,372.978375,373.299000,nice,I,sv,u-90-1
sw2645B-ms98-a-0081,377.216000,377.436000,oh,B,sd,u-92-1
sw2645B-ms98-a-0081,377.436000,377.636000,that's,I,sd,u-92-1
sw2645B-ms98-a-0081,377.636000,377.696000,a,I,sd,u-92-1
sw2645B-ms98-a-0081,377.696000,378.016000,beautiful,I,sd,u-92-1
sw2645B-ms98-a-0081,378.016000,378.346125,place,I,sd,u-92-1
sw2645B-ms98-a-0082,379.411500,379.801500,uh-huh,B,b,u-94-1
sw2645B-ms98-a-0083,381.525250,381.785250,that's,B,sd,u-94-2
sw2645B-ms98-a-0083,381.785250,381.975250,just,I,sd,u-94-2
sw2645B-ms98-a-0083,381.975250,382.535250,fantastic,I,sd,u-94-2
sw2645B-ms98-a-0083,382.535250,382.745250,down,I,sd,u-94-2
sw2645B-ms98-a-0083,382.745250,382.885250,there,I,sd,u-94-2
sw2645B-ms98-a-0083,382.885250,383.135250,take,B,%,u-94-3
sw2645B-ms98-a-0083,383.135250,383.245250,it,I,%,u-94-3
sw2645B-ms98-a-0083,383.245250,383.485250,more,I,%,u-94-3
sw2645B-ms98-a-0083,383.485250,383.654375,as,I,%,u-94-3
sw2645B-ms98-a-0083,383.654375,383.798750,a,I,%,u-94-3
sw2645B-ms98-a-0083,384.149125,384.276000,this,B,sv,u-94-4
sw2645B-ms98-a-0083,384.276000,384.415250,is,I,sv,u-94-4
sw2645B-ms98-a-0083,384.415250,384.555250,your,I,sv,u-94-4
sw2645B-ms98-a-0083,384.555250,385.015250,opportunity,I,sv,u-94-4
sw2645B-ms98-a-0083,385.015250,385.075250,to,I,sv,u-94-4
sw2645B-ms98-a-0083,385.075250,385.205250,do,I,sv,u-94-4
sw2645B-ms98-a-0083,385.205250,385.465250,whatever,I,sv,u-94-4
sw2645B-ms98-a-0083,385.465250,385.555250,you,I,sv,u-94-4
sw2645B-ms98-a-0083,385.555250,385.865250,want,I,sv,u-94-4
sw2645B-ms98-a-0083,385.865250,386.085250,pick,B,ad,u-94-5
sw2645B-ms98-a-0083,386.085250,386.225250,out,I,ad,u-94-5
sw2645B-ms98-a-0083,386.225250,386.415250,where,I,ad,u-94-5
sw2645B-ms98-a-0083,386.415250,386.525250,you,I,ad,u-94-5
sw2645B-ms98-a-0083,386.525250,386.645250,want,I,ad,u-94-5
sw2645B-ms98-a-0083,386.645250,386.705250,to,I,ad,u-94-5
sw2645B-ms98-a-0083,386.705250,386.965250,live,I,ad,u-94-5
sw2645B-ms98-a-0083,386.965250,387.075250,and,B,ad,u-94-6
sw2645B-ms98-a-0083,387.075250,387.185250,then,I,ad,u-94-6
sw2645B-ms98-a-0083,387.185250,387.325250,once,I,ad,u-94-6
sw2645B-ms98-a-0083,387.325250,387.405250,you,I,ad,u-94-6
sw2645B-ms98-a-0083,387.405250,387.575250,pick,I,ad,u-94-6
sw2645B-ms98-a-0083,387.575250,387.725250,that,I,ad,u-94-6
sw2645B-ms98-a-0083,387.725250,387.985250,spot,I,ad,u-94-6
sw2645B-ms98-a-0083,387.985250,388.265250,out,I,ad,u-94-6
sw2645B-ms98-a-0083,388.265250,388.425250,pick,I,ad,u-94-6
sw2645B-ms98-a-0083,388.425250,388.545250,out,I,ad,u-94-6
sw2645B-ms98-a-0083,388.545250,388.665250,what,I,ad,u-94-6
sw2645B-ms98-a-0083,388.665250,388.735250,you,I,ad,u-94-6
sw2645B-ms98-a-0083,388.735250,388.855250,want,I,ad,u-94-6
sw2645B-ms98-a-0083,388.855250,388.915250,to,I,ad,u-94-6
sw2645B-ms98-a-0083,388.915250,389.166000,do,I,ad,u-94-6
sw2645B-ms98-a-0085,400.509000,401.042750,um-hum,B,b,u-96-1
sw2645B-ms98-a-0085,401.588875,401.934000,um-hum,B,b,u-98-1
sw2645B-ms98-a-0087,405.703625,406.060500,sure,B,ba,u-100-1
sw2645B-ms98-a-0089,410.854250,411.296125,um-hum,B,b,u-102-1
sw2645B-ms98-a-0089,412.107750,412.250625,yeah,B,b,u-102-2
sw2645B-ms98-a-0089,412.250625,412.520625,that's,B,%,u-102-3
sw2645B-ms98-a-0089,412.520625,412.728500,a,I,%,u-102-3
sw2645B-ms98-a-0089,412.728500,412.924375,it,B,qy^g,u-102-4
sw2645B-ms98-a-0089,412.924375,413.100625,it,I,qy^g,u-102-4
sw2645B-ms98-a-0089,413.100625,413.330625,takes,I,qy^g,u-102-4
sw2645B-ms98-a-0089,413.330625,413.380625,a,I,qy^g,u-102-4
sw2645B-ms98-a-0089,413.380625,413.520625,bit,I,qy^g,u-102-4
sw2645B-ms98-a-0089,413.520625,413.600625,of,I,qy^g,u-102-4
sw2645B-ms98-a-0089,413.600625,413.660625,a,I,qy^g,u-102-4
sw2645B-ms98-a-0089,413.660625,414.000625,shift,I,qy^g,u-102-4
sw2645B-ms98-a-0089,414.000625,414.270625,doesn't,I,qy^g,u-102-4
sw2645B-ms98-a-0089,414.270625,414.360625,it,I,qy^g,u-102-4
sw2645B-ms98-a-0091,418.479750,418.879750,uh-huh,B,b,u-104-1
sw2645B-ms98-a-0093,427.791750,428.246125,uh-huh,B,b,u-106-1
sw2645B-ms98-a-0093,429.751625,429.939125,well,B,sv,u-106-2
sw2645B-ms98-a-0093,429.939125,429.999125,the,I,sv,u-106-2
