sw4345A-ms98-a-0003,32.764625,33.114625,no,B,nn,u-2-1
sw4345A-ms98-a-0023,200.766500,200.922875,you,I,sd,u-26-2
sw4345A-ms98-a-0023,200.922875,201.132875,hear,I,sd,u-26-2
sw4345A-ms98-a-0023,201.132875,201.452875,different,I,sd,u-26-2
sw4345A-ms98-a-0023,201.452875,202.192875,commentators,I,sd,u-26-2
sw4345A-ms98-a-0023,202.192875,202.682875,explaining,I,sd,u-26-2
sw4345A-ms98-a-0023,202.682875,202.812875,what,I,sd,u-26-2
sw4345A-ms98-a-0023,202.812875,202.952875,you,I,sd,u-26-2
sw4345A-ms98-a-0023,202.952875,203.212875,just,I,sd,u-26-2
sw4345A-ms98-a-0023,203.212875,203.622875,heard,I,sd,u-26-2
sw4345A-ms98-a-0024,204.244875,204.454875,and,B,sd,u-28-1
sw4345A-ms98-a-0024,204.454875,204.534875,a,I,sd,u-28-1
sw4345A-ms98-a-0024,204.534875,204.674875,lot,I,sd,u-28-1
sw4345A-ms98-a-0024,204.674875,204.734875,of,I,sd,u-28-1
sw4345A-ms98-a-0024,204.734875,204.944875,times,I,sd,u-28-1
sw4345A-ms98-a-0024,204.944875,205.064875,i,I,sd,u-28-1
sw4345A-ms98-a-0024,205.064875,205.264875,don't,I,sd,u-28-1
sw4345A-ms98-a-0024,205.264875,205.494875,hear,I,sd,u-28-1
sw4345A-ms98-a-0024,205.494875,206.044875,[laughter-exactly],I,sd,u-28-1
sw4345A-ms98-a-0024,206.044875,206.214875,what,I,sd,u-28-1
sw4345A-ms98-a-0024,206.214875,206.511625,they,I,sd,u-28-1
sw4345A-ms98-a-0024,206.598250,206.734875,what,I,sd,u-28-1
sw4345A-ms98-a-0024,206.734875,206.874875,they,I,sd,u-28-1
sw4345A-ms98-a-0024,206.874875,207.144875,write,I,sd,u-28-1
sw4345A-ms98-a-0024,207.144875,207.390750,into,I,sd,u-28-1
sw4345A-ms98-a-0024,207.390750,207.690000,it,I,sd,u-28-1
sw4345A-ms98-a-0026,209.450875,209.800875,so,B,sd,u-30-1
sw4345A-ms98-a-0026,209.800875,210.010875,i,I,sd,u-30-1
sw4345A-ms98-a-0026,210.010875,210.470875,overall,I,sd,u-30-1
sw4345A-ms98-a-0026,210.470875,210.520875,i,I,sd,u-30-1
sw4345A-ms98-a-0026,210.520875,210.710875,think,I,sd,u-30-1
sw4345A-ms98-a-0026,210.710875,210.760875,i,I,sd,u-30-1
sw4345A-ms98-a-0026,210.760875,210.940875,would,I,sd,u-30-1
sw4345A-ms98-a-0026,210.940875,211.230875,rather,I,sd,u-30-1
sw4345A-ms98-a-0026,211.230875,211.660750,hear,I,sd,u-30-1
sw4345A-ms98-a-0026,211.965875,212.171000,just,I,sd,u-30-1
sw4345A-ms98-a-0026,212.310375,212.680875,straight,I,sd,u-30-1
sw4345A-ms98-a-0026,212.680875,213.202375,reporting,I,sd,u-30-1
sw4345A-ms98-a-0028,284.468125,284.798125,yeah,B,aa,u-34-1
sw4345A-ms98-a-0028,284.798125,285.020000,i-,O,,
sw4345A-ms98-a-0028,285.020000,285.227125,i,B,sv,u-34-2
sw4345A-ms98-a-0028,285.227125,285.588125,think,I,sv,u-34-2
sw4345A-ms98-a-0028,285.588125,286.178125,people,I,sv,u-34-2
sw4345A-ms98-a-0028,286.178125,286.486250,are,I,sv,u-34-2
sw4345A-ms98-a-0028,286.572875,286.848125,people,I,sv,u-34-2
sw4345A-ms98-a-0028,286.848125,287.098125,have,I,sv,u-34-2
sw4345A-ms98-a-0028,287.098125,287.288125,that,I,sv,u-34-2
sw4345A-ms98-a-0028,287.288125,287.768125,opinion,I,sv,u-34-2
sw4345A-ms98-a-0028,287.768125,288.008125,they,B,sv,u-34-3
sw4345A-ms98-a-0028,288.008125,288.118125,they,I,sv,u-34-3
sw4345A-ms98-a-0028,288.118125,288.378125,wanna,I,sv,u-34-3
sw4345A-ms98-a-0028,288.378125,288.658125,sit,I,sv,u-34-3
sw4345A-ms98-a-0028,288.658125,288.998125,down,I,sv,u-34-3
sw4345A-ms98-a-0028,288.998125,289.098125,in,I,sv,u-34-3
sw4345A-ms98-a-0028,289.098125,289.298125,front,I,sv,u-34-3
sw4345A-ms98-a-0028,289.298125,289.358125,of,I,sv,u-34-3
sw4345A-ms98-a-0028,289.358125,289.418125,the,I,sv,u-34-3
sw4345A-ms98-a-0028,289.418125,290.208125,TV,I,sv,u-34-3
sw4345A-ms98-a-0028,290.208125,290.678125,and,I,sv,u-34-3
sw4345A-ms98-a-0028,290.678125,290.899625,um,I,sv,u-34-3
sw4345A-ms98-a-0028,291.016500,291.300250,or,I,sv,u-34-3
sw4345A-ms98-a-0028,291.748000,292.000375,at,I,sv,u-34-3
sw4345A-ms98-a-0028,292.000375,292.158125,a,I,sv,u-34-3
sw4345A-ms98-a-0028,292.158125,292.288125,read,I,sv,u-34-3
sw4345A-ms98-a-0028,292.288125,292.328125,a,I,sv,u-34-3
sw4345A-ms98-a-0028,292.328125,293.059375,magazine,I,sv,u-34-3
sw4345A-ms98-a-0028,293.375750,293.508125,or,I,sv,u-34-3
sw4345A-ms98-a-0028,293.508125,293.958125,USA,I,sv,u-34-3
sw4345A-ms98-a-0028,293.958125,294.408125,Today,I,sv,u-34-3
sw4345A-ms98-a-0028,294.408125,294.528125,and,I,sv,u-34-3
sw4345A-ms98-a-0028,294.528125,294.708125,read,I,sv,u-34-3
sw4345A-ms98-a-0028,294.708125,294.808125,in,I,sv,u-34-3
sw4345A-ms98-a-0028,294.808125,295.078125,four,I,sv,u-34-3
sw4345A-ms98-a-0028,295.078125,295.930375,paragraphs,I,sv,u-34-3
sw4345A-ms98-a-0029,296.758750,297.287500,uh,I,sv,u-34-3
sw4345A-ms98-a-0029,297.607625,297.818750,and,I,sv,u-34-3
sw4345A-ms98-a-0029,297.818750,297.978750,and,I,sv,u-34-3
sw4345A-ms98-a-0029,297.978750,298.268750,find,I,sv,u-34-3
sw4345A-ms98-a-0029,298.268750,298.448750,out,I,sv,u-34-3
sw4345A-ms98-a-0029,298.448750,298.672750,every,O,,
