sw4917B-ms98-a-0002,1.581875,1.874875,yes,B,aa,u-2-1
sw4917B-ms98-a-0030,168.780750,168.895500,you,I,+@,u-56-1
sw4917B-ms98-a-0030,168.895500,169.160625,want,I,+@,u-56-1
sw4917B-ms98-a-0031,170.738625,171.187875,okay,B,o@,u-58-1
sw4917B-ms98-a-0031,171.349875,171.746750,yeah,B,b,u-58-2
sw4917B-ms98-a-0031,171.746750,171.869500,they're,B,sv,u-58-3
sw4917B-ms98-a-0031,171.869500,172.130875,nice,I,sv,u-58-3
sw4917B-ms98-a-0032,173.582500,173.772875,oh,B,aa,u-60-1
sw4917B-ms98-a-0032,173.772875,174.052875,yeah,I,aa,u-60-1
sw4917B-ms98-a-0032,174.052875,174.382875,that's,B,sv,u-60-2
sw4917B-ms98-a-0032,174.382875,174.822875,perfect,B,+,u-62-1
sw4917B-ms98-a-0032,174.822875,175.002875,for,I,+,u-62-1
sw4917B-ms98-a-0032,175.002875,175.239750,that,I,+,u-62-1
sw4917B-ms98-a-0033,175.840625,175.996750,it's,B,%,u-64-1
sw4917B-ms98-a-0033,175.996750,176.318250,not,I,%,u-64-1
sw4917B-ms98-a-0033,176.318250,176.436750,it,B,sv,u-64-2
sw4917B-ms98-a-0033,176.486750,176.736750,it's,I,sv,u-64-2
sw4917B-ms98-a-0033,176.736750,177.016750,small,I,sv,u-64-2
sw4917B-ms98-a-0033,177.016750,177.246750,enough,I,sv,u-64-2
sw4917B-ms98-a-0033,177.246750,177.336750,that,I,sv,u-64-2
sw4917B-ms98-a-0033,177.336750,177.466750,it's,I,sv,u-64-2
sw4917B-ms98-a-0033,177.466750,177.686750,easy,I,sv,u-64-2
sw4917B-ms98-a-0033,177.686750,177.826750,to,I,sv,u-64-2
sw4917B-ms98-a-0033,177.826750,178.296750,drive,I,sv,u-64-2
sw4917B-ms98-a-0034,179.132000,179.393125,holds,B,sv,u-66-1
sw4917B-ms98-a-0034,179.393125,179.453125,a,I,sv,u-66-1
sw4917B-ms98-a-0034,179.453125,179.694250,lot,I,sv,u-66-1
sw4917B-ms98-a-0036,184.123375,184.411125,yeah,B,b,u-68-1
sw4917B-ms98-a-0038,187.119875,187.346250,yeah,B,b,u-70-1
sw4917B-ms98-a-0038,188.028000,188.123875,[vocalized-noise],O,,
sw4917B-ms98-a-0040,194.038500,194.307000,right,B,b,u-72-1
sw4917B-ms98-a-0042,198.198625,198.424000,yeah,B,b,u-74-1
sw4917B-ms98-a-0042,198.787625,198.891625,uh,O,,
sw4917B-ms98-a-0042,198.891625,199.451625,minivans,B,sv,u-74-2
sw4917B-ms98-a-0042,199.451625,199.511625,are,I,sv,u-74-2
sw4917B-ms98-a-0042,199.511625,199.781625,nice,I,sv,u-74-2
sw4917B-ms98-a-0042,199.781625,199.831625,i,B,sd,u-74-3
sw4917B-ms98-a-0042,199.831625,199.961625,have,I,sd,u-74-3
sw4917B-ms98-a-0042,199.961625,200.041625,a,I,sd,u-74-3
sw4917B-ms98-a-0042,200.041625,200.291625,friend,I,sd,u-74-3
sw4917B-ms98-a-0042,200.291625,200.351625,who,I,sd,u-74-3
sw4917B-ms98-a-0042,200.351625,200.471625,has,I,sd,u-74-3
sw4917B-ms98-a-0042,200.471625,200.521625,a,I,sd,u-74-3
sw4917B-ms98-a-0042,200.521625,201.069750,minivan,I,sd,u-74-3
sw4917B-ms98-a-0042,201.604625,201.926625,and,B,sd,u-76-1
sw4917B-ms98-a-0042,201.926625,202.161625,uh,I,sd,u-76-1
sw4917B-ms98-a-0042,202.161625,202.261625,i've,I,sd,u-76-1
sw4917B-ms98-a-0042,202.261625,202.531625,driven,I,sd,u-76-1
sw4917B-ms98-a-0042,202.531625,202.661625,it,I,sd,u-76-1
sw4917B-ms98-a-0042,202.661625,202.691625,a,I,sd,u-76-1
sw4917B-ms98-a-0042,202.691625,202.861625,few,I,sd,u-76-1
sw4917B-ms98-a-0042,202.861625,203.331625,times,I,sd,u-76-1
sw4917B-ms98-a-0042,203.331625,203.587250,and,B,sd,u-76-2
sw4917B-ms98-a-0042,204.186000,204.670625,uh,I,sd,u-76-2
sw4917B-ms98-a-0042,205.191875,205.281625,it's,I,sd,u-76-2
sw4917B-ms98-a-0042,205.281625,205.631625,nice,I,sd,u-76-2
sw4917B-ms98-a-0042,205.631625,205.831625,it's,B,sd^r,u-76-3
sw4917B-ms98-a-0042,205.831625,206.164125,nice,I,sd^r,u-76-3
sw4917B-ms98-a-0042,206.527250,206.611625,of,B,sd,u-76-4
sw4917B-ms98-a-0042,206.611625,206.945250,course,I,sd,u-76-4
sw4917B-ms98-a-0043,207.712375,207.822625,you,I,sd,u-76-4
sw4917B-ms98-a-0043,207.822625,207.910000,know,I,sd,u-76-4
sw4917B-ms98-a-0043,208.073125,208.256625,my,I,sd,u-76-4
sw4917B-ms98-a-0043,208.256625,208.672750,fam[ily]-,I,sd,u-76-4
sw4917B-ms98-a-0043,208.868750,209.062625,my,I,sd,u-76-4
sw4917B-ms98-a-0043,209.062625,209.412625,family,I,sd,u-76-4
sw4917B-ms98-a-0043,209.412625,209.532625,has,I,sd,u-76-4
sw4917B-ms98-a-0043,209.532625,209.852625,always,I,sd,u-76-4
sw4917B-ms98-a-0043,209.852625,210.056875,had,I,sd,u-76-4
sw4917B-ms98-a-0043,210.280000,210.592625,cars,I,sd,u-76-4
sw4917B-ms98-a-0043,210.592625,210.792625,like,I,sd,u-76-4
sw4917B-ms98-a-0043,210.792625,211.472625,that,I,sd,u-76-4
sw4917B-ms98-a-0043,211.472625,211.602625,uh,I,sd,u-76-4
sw4917B-ms98-a-0043,211.602625,211.752625,in,I,sd,u-76-4
sw4917B-ms98-a-0043,211.752625,211.885625,that,I,sd,u-76-4
sw4917B-ms98-a-0043,212.314000,212.494625,yeah,I,sd,u-76-4
sw4917B-ms98-a-0043,212.494625,212.600000,my,I,sd,u-76-4
sw4917B-ms98-a-0043,212.600000,212.912625,father,I,sd,u-76-4
sw4917B-ms98-a-0043,212.912625,213.022625,has,I,sd,u-76-4
sw4917B-ms98-a-0043,213.022625,213.262625,had,I,sd,u-76-4
sw4917B-ms98-a-0043,213.262625,213.390500,a,I,sd,u-76-4
sw4917B-ms98-a-0043,213.529875,213.738375,had,I,sd,u-76-4
sw4917B-ms98-a-0043,213.738375,213.918250,a,I,sd,u-76-4
sw4917B-ms98-a-0043,214.242125,214.482625,always,I,sd,u-76-4
sw4917B-ms98-a-0043,214.482625,214.632625,had,I,sd,u-76-4
sw4917B-ms98-a-0043,214.632625,214.672625,a,I,sd,u-76-4
sw4917B-ms98-a-0043,214.672625,215.184625,VW,I,sd,u-76-4
sw4917B-ms98-a-0043,215.184625,215.564375,bus,I,sd,u-76-4
sw4917B-ms98-a-0043,215.564375,215.852625,every,I,sd,u-76-4
sw4917B-ms98-a-0043,215.852625,216.272625,since,I,sd,u-76-4
sw4917B-ms98-a-0043,216.272625,216.525875,uh,I,sd,u-76-4
sw4917B-ms98-a-0043,217.068250,217.344625,ninet[een]-,O,,
sw4917B-ms98-a-0043,217.344625,217.502625,about,B,+,u-78-1
sw4917B-ms98-a-0043,217.502625,217.922625,nineteen,I,+,u-78-1
sw4917B-ms98-a-0043,217.922625,218.392625,sixty,I,+,u-78-1
sw4917B-ms98-a-0043,218.392625,218.502625,or,I,+,u-78-1
sw4917B-ms98-a-0043,218.502625,218.884125,so,I,+,u-78-1
sw4917B-ms98-a-0044,219.616625,219.960875,uh,B,%,u-80-1
sw4917B-ms98-a-0044,220.416250,220.769625,i,O,,
sw4917B-ms98-a-0045,221.316125,221.510000,they,B,%,u-82-1
sw4917B-ms98-a-0045,221.510000,221.871625,[vocalized-noise],O,,
sw4917B-ms98-a-0045,221.871625,222.095750,he,B,sd,u-82-2
sw4917B-ms98-a-0045,222.095750,222.405750,he,I,sd,u-82-2
sw4917B-ms98-a-0045,222.405750,222.745000,uses,O,,
sw4917B-ms98-a-0045,223.509125,223.655750,he,B,sd,u-82-3
sw4917B-ms98-a-0045,223.655750,223.895750,often,I,sd,u-82-3
sw4917B-ms98-a-0045,223.895750,224.055750,has,I,sd,u-82-3
sw4917B-ms98-a-0045,224.055750,224.125750,to,I,sd,u-82-3
sw4917B-ms98-a-0045,224.125750,224.705750,transport,I,sd,u-82-3
sw4917B-ms98-a-0045,224.705750,225.343500,plants,I,sd,u-82-3
sw4917B-ms98-a-0045,225.833500,226.255625,or,I,sd,u-82-3
sw4917B-ms98-a-0045,226.579625,226.965750,uh,I,sd,u-82-3
sw4917B-ms98-a-0045,226.965750,227.275750,things,I,sd,u-82-3
sw4917B-ms98-a-0045,227.275750,227.465750,like,B,+,u-84-1
sw4917B-ms98-a-0045,227.465750,227.785750,that,I,+,u-84-1
sw4917B-ms98-a-0045,227.785750,227.965750,cause,I,+,u-84-1
sw4917B-ms98-a-0045,227.965750,228.239625,he's,I,+,u-84-1
sw4917B-ms98-a-0045,228.548375,228.625750,he,I,+,u-84-1
sw4917B-ms98-a-0045,228.625750,228.805750,goes,I,+,u-84-1
sw4917B-ms98-a-0045,228.805750,228.950250,to,I,+,u-84-1
sw4917B-ms98-a-0045,228.950250,229.265750,orchid,I,+,u-84-1
sw4917B-ms98-a-0045,229.265750,229.615750,shows,I,+,u-84-1
sw4917B-ms98-a-0045,229.615750,229.859875,and,I,+,u-84-1
sw4917B-ms98-a-0045,229.972875,230.125750,and,I,+,u-84-1
sw4917B-ms98-a-0045,230.125750,230.195750,you,I,+,u-84-1
sw4917B-ms98-a-0045,230.195750,230.335750,know,I,+,u-84-1
sw4917B-ms98-a-0045,230.535750,230.575750,f[ills]-,I,+,u-84-1
sw4917B-ms98-a-0045,230.575750,230.995750,fills,I,+,u-84-1
sw4917B-ms98-a-0045,230.995750,231.055750,the,I,+,u-84-1
sw4917B-ms98-a-0045,231.055750,231.375750,car,I,+,u-84-1
sw4917B-ms98-a-0045,231.375750,231.603875,with,I,+,u-84-1
sw4917B-ms98-a-0045,231.603875,232.125375,plants,I,+,u-84-1
sw4917B-ms98-a-0045,232.662125,232.835750,and,I,+,u-84-1
sw4917B-ms98-a-0045,232.835750,233.065750,so,I,+,u-84-1
sw4917B-ms98-a-0045,233.065750,233.265750,on,I,+,u-84-1
sw4917B-ms98-a-0045,233.265750,233.462250,or,B,%,u-84-2
sw4917B-ms98-a-0045,233.462250,233.748000,[vocalized-noise],O,,
sw4917B-ms98-a-0048,238.616125,238.909625,um-hum,B,b,u-86-1
sw4917B-ms98-a-0050,241.284500,241.577875,um-hum,B,b,u-88-1
sw4917B-ms98-a-0051,242.510125,242.766250,um-hum,B,ny,u-90-1
sw4917B-ms98-a-0053,247.662375,247.910250,yeah,B,aa,u-92-1
sw4917B-ms98-a-0053,248.046250,248.149000,and,B,sv,u-92-2
sw4917B-ms98-a-0053,248.149000,248.239000,they're,I,sv,u-92-2
sw4917B-ms98-a-0053,248.239000,248.379000,not,I,sv,u-92-2
sw4917B-ms98-a-0053,248.379000,248.509000,that,I,sv,u-92-2
sw4917B-ms98-a-0053,248.509000,249.059000,expensive,I,sv,u-92-2
sw4917B-ms98-a-0054,249.979875,250.782500,[vocalized-noise],O,,
sw4917B-ms98-a-0054,250.782500,250.996750,yeah,B,b,u-94-1
sw4917B-ms98-a-0055,252.476250,252.724625,mainly,B,sv,u-96-1
sw4917B-ms98-a-0055,252.724625,252.854625,because_1,I,sv,u-96-1
sw4917B-ms98-a-0055,252.854625,253.214625,everyone,I,sv,u-96-1
sw4917B-ms98-a-0055,253.214625,253.524625,makes,I,sv,u-96-1
sw4917B-ms98-a-0055,253.524625,253.744000,them_1,O,,
sw4917B-ms98-a-0055,253.744000,253.924625,[laughter-you],O,,
sw4917B-ms98-a-0055,253.924625,254.180750,[laughter-know],O,,
sw4917B-ms98-a-0055,254.610125,254.664625,you,B,sv,u-98-1
sw4917B-ms98-a-0055,254.664625,254.774625,can,I,sv,u-98-1
sw4917B-ms98-a-0055,254.774625,255.044625,take,I,sv,u-98-1
sw4917B-ms98-a-0055,255.044625,255.164625,your,I,sv,u-98-1
sw4917B-ms98-a-0055,255.164625,255.554625,choice,I,sv,u-98-1
sw4917B-ms98-a-0055,255.554625,255.634625,of,I,sv,u-98-1
sw4917B-ms98-a-0055,255.634625,255.794625,how,I,sv,u-98-1
sw4917B-ms98-a-0055,255.794625,256.274625,expensive,I,sv,u-98-1
sw4917B-ms98-a-0055,256.274625,256.404625,you,I,sv,u-98-1
sw4917B-ms98-a-0055,256.404625,256.594625,want,I,sv,u-98-1
sw4917B-ms98-a-0055,256.594625,256.684625,it,I,sv,u-98-1
sw4917B-ms98-a-0055,256.684625,256.815250,to,I,sv,u-98-1
sw4917B-ms98-a-0055,256.815250,257.007875,be,I,sv,u-98-1
sw4917B-ms98-a-0057,261.734875,261.862125,hum,O,,
sw4917B-ms98-a-0059,270.516500,270.771000,um-hum,B,b,u-102-1
sw4917B-ms98-a-0061,277.185250,277.424750,yeah,B,b,u-104-1
sw4917B-ms98-a-0062,278.404750,278.605000,yeah,B,b^r,u-104-2
sw4917B-ms98-a-0062,278.699250,279.379750,Minivans,B,sv,u-104-3
sw4917B-ms98-a-0062,279.379750,279.571750,d[o]-,I,sv,u-104-3
sw4917B-ms98-a-0062,279.571750,279.681750,do,I,sv,u-104-3
sw4917B-ms98-a-0062,279.681750,279.948125,pretty,I,sv,u-104-3
sw4917B-ms98-a-0062,279.948125,280.195125,well,I,sv,u-104-3
sw4917B-ms98-a-0063,280.993375,281.022375,you,B,+,u-106-1
sw4917B-ms98-a-0063,281.022375,281.102375,know,I,+,u-106-1
sw4917B-ms98-a-0063,281.102375,281.578375,twenty,I,+,u-106-1
sw4917B-ms98-a-0063,281.970125,282.258000,twenty,I,+,u-106-1
sw4917B-ms98-a-0063,282.258000,282.472375,twenty,I,+,u-106-1
sw4917B-ms98-a-0063,282.472375,282.702375,five,I,+,u-106-1
sw4917B-ms98-a-0063,282.702375,282.932375,miles,I,+,u-106-1
sw4917B-ms98-a-0063,282.932375,283.142375,per,I,+,u-106-1
sw4917B-ms98-a-0063,283.142375,283.412375,gallon,I,+,u-106-1
sw4917B-ms98-a-0063,283.412375,283.502375,or,I,+,u-106-1
sw4917B-ms98-a-0063,283.502375,283.799375,more,I,+,u-106-1
sw4917B-ms98-a-0064,284.765125,284.937125,some,B,sd,u-108-1
sw4917B-ms98-a-0064,284.937125,285.017125,of,I,sd,u-108-1
sw4917B-ms98-a-0064,285.017125,285.128625,them_1,I,sd,u-108-1
sw4917B-ms98-a-0064,285.329625,285.597125,probably,I,sd,u-108-1
sw4917B-ms98-a-0064,285.597125,285.757125,even,I,sd,u-108-1
sw4917B-ms98-a-0064,285.757125,285.961750,do,I,sd,u-108-1
sw4917B-ms98-a-0064,285.961750,286.326000,thirty,I,sd,u-108-1
sw4917B-ms98-a-0065,287.320625,287.593500,the,B,%,u-110-1
sw4917B-ms98-a-0065,287.975750,288.415000,uh,I,%,u-110-1
sw4917B-ms98-a-0066,289.580625,289.821250,yeah,B,%,u-110-2
sw4917B-ms98-a-0066,289.938250,290.121625,there,B,sd,u-110-3
sw4917B-ms98-a-0066,290.121625,290.302250,there's,I,sd,u-110-3
sw4917B-ms98-a-0066,290.302250,290.392250,some,I,sd,u-110-3
sw4917B-ms98-a-0066,290.392250,290.552250,other,I,sd,u-110-3
sw4917B-ms98-a-0066,290.552250,290.802250,cars,I,sd,u-110-3
sw4917B-ms98-a-0066,290.802250,290.972250,i'd,I,sd,u-110-3
sw4917B-ms98-a-0066,290.972250,291.822250,like,I,sd,u-110-3
sw4917B-ms98-a-0066,291.822250,292.022250,but,B,sd,u-110-4
sw4917B-ms98-a-0066,292.022250,292.052250,i,I,sd,u-110-4
sw4917B-ms98-a-0066,292.052250,292.204250,uh,I,sd,u-110-4
sw4917B-ms98-a-0066,292.204250,292.400375,uh,I,sd,u-110-4
sw4917B-ms98-a-0066,292.999250,293.132250,i,I,sd,u-110-4
sw4917B-ms98-a-0066,293.132250,293.292250,would,I,sd,u-110-4
sw4917B-ms98-a-0066,293.292250,293.595625,never,I,sd,u-110-4
sw4917B-ms98-a-0066,294.066375,294.222250,be,I,sd,u-110-4
sw4917B-ms98-a-0066,294.222250,294.462250,willing,I,sd,u-110-4
sw4917B-ms98-a-0066,294.462250,294.522250,to,I,sd,u-110-4
sw4917B-ms98-a-0066,294.522250,294.802250,spend,I,sd,u-110-4
sw4917B-ms98-a-0066,294.802250,295.062250,quite,I,sd,u-110-4
sw4917B-ms98-a-0066,295.062250,295.202250,that,I,sd,u-110-4
sw4917B-ms98-a-0066,295.202250,295.432250,much,I,sd,u-110-4
sw4917B-ms98-a-0066,295.432250,295.742250,money,I,sd,u-110-4
sw4917B-ms98-a-0066,295.742250,296.196375,for,I,sd,u-110-4
sw4917B-ms98-a-0066,296.542875,296.852250,uh,I,sd,u-110-4
sw4917B-ms98-a-0066,296.852250,297.192250,like,I,sd,u-110-4
sw4917B-ms98-a-0066,297.192250,297.458000,uh,I,sd,u-110-4
sw4917B-ms98-a-0066,298.007875,298.582250,uh,I,sd,u-110-4
sw4917B-ms98-a-0066,298.582250,298.716125,i'll,B,sd,u-110-5
sw4917B-ms98-a-0066,298.716125,299.132250,drool,I,sd,u-110-5
sw4917B-ms98-a-0066,299.132250,299.367500,over,I,sd,u-110-5
sw4917B-ms98-a-0066,299.367500,299.506750,[laughter-them],O,,
