sw3351B-ms98-a-0001,0.740000,1.092875,yes,B,b,u-2-1
sw3351B-ms98-a-0051,224.701125,224.791125,would,I,+,u-80-1
sw3351B-ms98-a-0051,224.791125,224.891125,be,I,+,u-80-1
sw3351B-ms98-a-0051,224.891125,225.251125,easier,I,+,u-80-1
sw3351B-ms98-a-0051,225.251125,225.331125,to,I,+,u-80-1
sw3351B-ms98-a-0051,225.331125,225.861125,carry,I,+,u-80-1
sw3351B-ms98-a-0053,228.397500,228.627500,and,B,sd,u-82-1
sw3351B-ms98-a-0053,228.627500,228.747500,then,I,sd,u-82-1
sw3351B-ms98-a-0053,228.747500,228.927500,we've,I,sd,u-82-1
sw3351B-ms98-a-0053,228.927500,229.417500,had,I,sd,u-82-1
sw3351B-ms98-a-0053,229.417500,229.627500,three,I,sd,u-82-1
sw3351B-ms98-a-0053,229.627500,230.007500,cats,I,sd,u-82-1
sw3351B-ms98-a-0053,230.007500,230.147500,in,I,sd,u-82-1
sw3351B-ms98-a-0053,230.147500,230.434000,our,I,sd,u-82-1
sw3351B-ms98-a-0053,230.652500,231.027500,married,I,sd,u-82-1
sw3351B-ms98-a-0053,231.027500,231.578625,life,I,sd,u-82-1
sw3351B-ms98-a-0054,232.842125,233.551250,and,B,sd,u-82-2
sw3351B-ms98-a-0054,234.089875,234.257875,we've,I,sd,u-82-2
sw3351B-ms98-a-0054,234.257875,234.417875,got,I,sd,u-82-2
sw3351B-ms98-a-0054,234.417875,234.457875,a,I,sd,u-82-2
sw3351B-ms98-a-0054,234.457875,234.937875,calico,I,sd,u-82-2
sw3351B-ms98-a-0054,234.937875,235.483875,now,I,sd,u-82-2
sw3351B-ms98-a-0055,237.315500,237.425500,do,B,qy,u-84-1
sw3351B-ms98-a-0055,237.425500,237.871500,you,I,qy,u-84-1
sw3351B-ms98-a-0057,262.172750,262.552750,um,B,%,u-86-1
sw3351B-ms98-a-0059,270.697500,271.106875,yeah,B,b,u-88-1
sw3351B-ms98-a-0059,271.238875,271.606500,well,B,ba,u-88-2
sw3351B-ms98-a-0059,271.606500,271.739250,don't,I,ba,u-88-2
sw3351B-ms98-a-0059,271.739250,271.952000,even,I,ba,u-88-2
sw3351B-ms98-a-0059,271.952000,272.222000,talk,I,ba,u-88-2
sw3351B-ms98-a-0059,272.222000,272.312000,to,I,ba,u-88-2
sw3351B-ms98-a-0059,272.312000,272.442000,me,I,ba,u-88-2
sw3351B-ms98-a-0059,272.442000,272.702000,i,B,sd,u-88-3
sw3351B-ms98-a-0059,272.702000,272.822000,when,I,sd,u-88-3
sw3351B-ms98-a-0059,272.822000,272.922000,i,I,sd,u-88-3
sw3351B-ms98-a-0059,272.922000,273.103625,was,I,sd,u-88-3
sw3351B-ms98-a-0059,273.676125,274.106375,single,I,sd,u-88-3
sw3351B-ms98-a-0059,275.042000,275.172000,i,B,+,u-90-1
sw3351B-ms98-a-0059,275.172000,275.372000,had,I,+,u-90-1
sw3351B-ms98-a-0059,275.372000,275.542000,gone,I,+,u-90-1
sw3351B-ms98-a-0059,275.542000,275.742000,away,I,+,u-90-1
sw3351B-ms98-a-0059,275.742000,275.852000,for,I,+,u-90-1
sw3351B-ms98-a-0059,275.852000,275.932000,the,I,+,u-90-1
sw3351B-ms98-a-0059,275.932000,276.252000,weekend,I,+,u-90-1
sw3351B-ms98-a-0059,276.252000,276.342000,and,B,sd,u-90-2
sw3351B-ms98-a-0059,276.342000,276.665125,my,I,sd,u-90-2
sw3351B-ms98-a-0059,277.294125,278.017625,husband,I,sd,u-90-2
sw3351B-ms98-a-0059,278.017625,278.312000,then,I,sd,u-90-2
sw3351B-ms98-a-0059,278.312000,279.062000,fiance,I,sd,u-90-2
sw3351B-ms98-a-0059,279.062000,279.302000,was,I,sd,u-90-2
sw3351B-ms98-a-0059,279.302000,279.452000,to,I,sd,u-90-2
sw3351B-ms98-a-0059,279.452000,279.612000,keep,I,sd,u-90-2
sw3351B-ms98-a-0059,279.612000,279.702000,my,I,sd,u-90-2
sw3351B-ms98-a-0059,279.702000,280.182000,cat,I,sd,u-90-2
sw3351B-ms98-a-0060,280.796875,280.946875,and,B,sd,u-90-3
sw3351B-ms98-a-0060,280.946875,281.056875,he,I,sd,u-90-3
sw3351B-ms98-a-0060,281.056875,281.246875,let,I,sd,u-90-3
sw3351B-ms98-a-0060,281.246875,281.387000,her,I,sd,u-90-3
sw3351B-ms98-a-0060,281.387000,281.986625,out,I,sd,u-90-3
sw3351B-ms98-a-0060,282.465000,282.616875,and,B,sd,u-90-4
sw3351B-ms98-a-0060,282.616875,282.696875,my,I,sd,u-90-4
sw3351B-ms98-a-0060,282.696875,283.076875,house,I,sd,u-90-4
sw3351B-ms98-a-0060,283.076875,283.316875,was,I,sd,u-90-4
sw3351B-ms98-a-0060,283.316875,283.856875,loaded,I,sd,u-90-4
sw3351B-ms98-a-0060,283.856875,283.976875,with,I,sd,u-90-4
sw3351B-ms98-a-0060,283.976875,284.576875,fleas,I,sd,u-90-4
sw3351B-ms98-a-0060,284.576875,284.646875,i,B,sd,u-90-5
sw3351B-ms98-a-0060,284.646875,284.806875,mean,I,sd,u-90-5
sw3351B-ms98-a-0060,284.806875,284.886875,you,I,sd,u-90-5
sw3351B-ms98-a-0060,284.886875,285.286875,walked,I,sd,u-90-5
sw3351B-ms98-a-0060,285.286875,285.476875,in,I,sd,u-90-5
sw3351B-ms98-a-0060,285.476875,285.606875,and,B,sd,u-90-6
sw3351B-ms98-a-0060,285.606875,285.756875,your,I,sd,u-90-6
sw3351B-ms98-a-0060,285.756875,286.126875,legs,I,sd,u-90-6
sw3351B-ms98-a-0060,286.126875,286.206875,were,I,sd,u-90-6
sw3351B-ms98-a-0060,286.206875,286.486875,just,I,sd,u-90-6
sw3351B-ms98-a-0060,286.486875,287.021500,black,I,sd,u-90-6
sw3351B-ms98-a-0061,288.074625,288.794625,and,B,sd,u-92-1
sw3351B-ms98-a-0061,288.794625,288.934625,we,I,sd,u-92-1
sw3351B-ms98-a-0061,288.934625,289.184625,had,I,sd,u-92-1
sw3351B-ms98-a-0061,289.184625,289.444625,such,I,sd,u-92-1
sw3351B-ms98-a-0061,289.444625,289.494625,a,I,sd,u-92-1
sw3351B-ms98-a-0061,289.494625,289.894625,time,I,sd,u-92-1
sw3351B-ms98-a-0061,289.894625,289.984625,and,I,sd,u-92-1
sw3351B-ms98-a-0061,289.984625,290.184625,never,I,sd,u-92-1
sw3351B-ms98-a-0061,290.184625,290.344625,got,I,sd,u-92-1
sw3351B-ms98-a-0061,290.344625,290.404625,the,I,sd,u-92-1
sw3351B-ms98-a-0061,290.404625,290.694625,cat,I,sd,u-92-1
sw3351B-ms98-a-0061,290.694625,291.094625,back,I,sd,u-92-1
sw3351B-ms98-a-0062,291.966500,292.176500,yeah,B,ny,u-94-1
sw3351B-ms98-a-0062,292.176500,292.256500,i,B,sd^e,u-94-2
sw3351B-ms98-a-0062,292.256500,292.666500,found,I,sd^e,u-94-2
sw3351B-ms98-a-0062,292.666500,292.816500,it,I,sd^e,u-94-2
sw3351B-ms98-a-0062,293.056500,293.196500,you,I,sd^e,u-94-2
sw3351B-ms98-a-0062,293.196500,293.386500,know,I,sd^e,u-94-2
sw3351B-ms98-a-0062,293.386500,293.526500,in,I,sd^e,u-94-2
sw3351B-ms98-a-0062,293.526500,293.586500,the,I,sd^e,u-94-2
sw3351B-ms98-a-0062,293.586500,294.312375,street,I,sd^e,u-94-2
sw3351B-ms98-a-0063,295.600000,295.739750,was,B,sd,u-96-1
sw3351B-ms98-a-0063,295.739750,295.808875,a,I,sd,u-96-1
sw3351B-ms98-a-0063,295.808875,296.208875,social,I,sd,u-96-1
sw3351B-ms98-a-0063,296.208875,296.418875,worker,I,sd,u-96-1
sw3351B-ms98-a-0063,296.418875,296.558875,at,I,sd,u-96-1
sw3351B-ms98-a-0063,296.558875,296.638875,the,I,sd,u-96-1
sw3351B-ms98-a-0063,296.638875,297.138875,time,I,sd,u-96-1
sw3351B-ms98-a-0063,297.138875,297.385750,and,I,sd,u-96-1
sw3351B-ms98-a-0063,298.072500,298.342500,found,I,sd,u-96-1
sw3351B-ms98-a-0063,298.342500,298.494250,that,I,sd,u-96-1
sw3351B-ms98-a-0063,298.731375,298.843625,it,I,sd,u-96-1
