sw2773A-ms98-a-0002,1.570375,1.969750,yes,B,o,u-1-1
sw2773A-ms98-a-0077,486.767875,486.887875,there,B,sd,u-75-6
sw2773A-ms98-a-0077,486.887875,487.017875,was,I,sd,u-75-6
sw2773A-ms98-a-0077,487.017875,487.437875,garbage,I,sd,u-75-6
sw2773A-ms98-a-0077,487.437875,487.507875,on,I,sd,u-75-6
sw2773A-ms98-a-0077,487.507875,487.567875,the,I,sd,u-75-6
sw2773A-ms98-a-0077,487.567875,487.957875,corners,I,sd,u-75-6
sw2773A-ms98-a-0077,487.957875,488.077875,when,I,sd,u-75-6
sw2773A-ms98-a-0077,488.077875,488.167875,i,I,sd,u-75-6
sw2773A-ms98-a-0077,488.167875,488.427875,got,I,sd,u-75-6
sw2773A-ms98-a-0077,488.427875,488.567875,there,I,sd,u-75-6
sw2773A-ms98-a-0077,488.567875,488.657875,and,B,sd,u-75-7
sw2773A-ms98-a-0077,488.657875,488.877875,there's,I,sd,u-75-7
sw2773A-ms98-a-0077,488.877875,489.247875,garbage,I,sd,u-75-7
sw2773A-ms98-a-0077,489.247875,489.527875,when,I,sd,u-75-7
sw2773A-ms98-a-0077,489.527875,489.647875,i,I,sd,u-75-7
sw2773A-ms98-a-0077,489.647875,489.917875,left,I,sd,u-75-7
sw2773A-ms98-a-0077,489.917875,490.225250,but,B,sd,u-75-8
sw2773A-ms98-a-0077,490.549125,490.647875,i,I,sd,u-75-8
sw2773A-ms98-a-0077,490.647875,490.807875,mean,I,sd,u-75-8
sw2773A-ms98-a-0077,490.807875,490.957875,this,I,sd,u-75-8
sw2773A-ms98-a-0077,490.957875,491.087875,is,I,sd,u-75-8
sw2773A-ms98-a-0077,491.087875,491.297875,just,I,sd,u-75-8
sw2773A-ms98-a-0077,491.297875,491.367875,a,I,sd,u-75-8
sw2773A-ms98-a-0077,491.367875,492.077875,different,I,sd,u-75-8
sw2773A-ms98-a-0077,492.077875,492.254500,uh,I,sd,u-75-8
sw2773A-ms98-a-0077,492.514375,492.907875,cultural,I,sd,u-75-8
sw2773A-ms98-a-0077,492.907875,493.547875,aspect,I,sd,u-75-8
sw2773A-ms98-a-0077,493.547875,493.627875,i,B,sd,u-75-9
sw2773A-ms98-a-0077,493.627875,493.807875,mean,I,sd,u-75-9
sw2773A-ms98-a-0077,493.807875,493.877875,the,I,sd,u-75-9
sw2773A-ms98-a-0077,493.877875,494.267875,trucks,I,sd,u-75-9
sw2773A-ms98-a-0077,494.267875,494.687875,don't,I,sd,u-75-9
sw2773A-ms98-a-0077,494.687875,494.937875,come,I,sd,u-75-9
sw2773A-ms98-a-0077,494.937875,495.417875,daily,I,sd,u-75-9
sw2773A-ms98-a-0077,495.417875,495.777875,and,B,sd,u-75-10
sw2773A-ms98-a-0077,495.777875,495.947875,and,I,sd,u-75-10
sw2773A-ms98-a-0077,495.947875,496.117875,you,I,sd,u-75-10
sw2773A-ms98-a-0077,496.117875,496.327875,really,I,sd,u-75-10
sw2773A-ms98-a-0077,496.327875,496.507875,don't,I,sd,u-75-10
sw2773A-ms98-a-0077,496.507875,496.687875,want,I,sd,u-75-10
sw2773A-ms98-a-0077,496.687875,496.747875,the,I,sd,u-75-10
sw2773A-ms98-a-0077,496.747875,497.127875,garbage,I,sd,u-75-10
sw2773A-ms98-a-0077,497.127875,497.237875,in,I,sd,u-75-10
sw2773A-ms98-a-0077,497.237875,497.387875,your,I,sd,u-75-10
sw2773A-ms98-a-0077,497.387875,497.807875,house,I,sd,u-75-10
sw2773A-ms98-a-0077,497.807875,498.076250,so,B,sd,u-75-11
sw2773A-ms98-a-0078,498.916125,499.216125,and,I,sd,u-75-11
sw2773A-ms98-a-0078,499.216125,499.306125,i,I,sd,u-75-11
sw2773A-ms98-a-0078,499.306125,499.476125,mean,I,sd,u-75-11
sw2773A-ms98-a-0078,499.476125,499.556125,i,I,sd,u-75-11
sw2773A-ms98-a-0078,499.556125,499.996125,traveled,I,sd,u-75-11
sw2773A-ms98-a-0078,499.996125,500.506125,[extensly/extensively],I,sd,u-75-11
sw2773A-ms98-a-0078,500.506125,500.996125,-[extensi]vely,I,sd,u-75-11
sw2773A-ms98-a-0078,500.996125,501.136125,in,I,sd,u-75-11
sw2773A-ms98-a-0078,501.136125,501.206125,the,I,sd,u-75-11
sw2773A-ms98-a-0078,501.206125,501.666125,area,I,sd,u-75-11
sw2773A-ms98-a-0078,501.666125,502.103250,too,I,sd,u-75-11
sw2773A-ms98-a-0078,502.479875,503.186125,and,B,sd,u-75-12
sw2773A-ms98-a-0078,503.186125,503.693375,um,I,sd,u-75-12
sw2773A-ms98-a-0078,504.137875,504.366125,so,I,sd,u-75-12
sw2773A-ms98-a-0078,504.366125,504.619625,that,I,sd,u-75-12
sw2773A-ms98-a-0078,505.011375,505.156125,you,I,sd,u-75-12
sw2773A-ms98-a-0078,505.156125,505.276125,know,I,sd,u-75-12
sw2773A-ms98-a-0078,505.276125,505.536125,many,I,sd,u-75-12
sw2773A-ms98-a-0078,505.536125,505.626125,of,I,sd,u-75-12
sw2773A-ms98-a-0078,505.626125,505.686125,the,I,sd,u-75-12
sw2773A-ms98-a-0078,505.686125,506.126125,countries,I,sd,u-75-12
sw2773A-ms98-a-0078,506.126125,506.716125,Turkey,I,sd,u-75-12
sw2773A-ms98-a-0078,506.716125,507.036125,and,I,sd,u-75-12
sw2773A-ms98-a-0078,507.036125,507.456125,Syria,I,sd,u-75-12
sw2773A-ms98-a-0078,507.456125,507.646125,are,I,sd,u-75-12
sw2773A-ms98-a-0078,507.646125,508.218625,still,I,sd,u-75-12
sw2773A-ms98-a-0078,508.572750,508.706125,the,I,sd,u-75-12
sw2773A-ms98-a-0078,508.706125,509.016125,same,I,sd,u-75-12
sw2773A-ms98-a-0078,509.016125,509.126125,as,I,sd,u-75-12
sw2773A-ms98-a-0078,509.126125,509.226125,they,I,sd,u-75-12
sw2773A-ms98-a-0078,509.226125,509.386125,were,I,sd,u-75-12
sw2773A-ms98-a-0078,509.386125,509.776125,before,I,sd,u-75-12
sw2773A-ms98-a-0078,509.776125,509.926125,for,I,sd,u-75-12
sw2773A-ms98-a-0078,509.926125,510.715875,traveling,I,sd,u-75-12
sw2773A-ms98-a-0079,511.562250,512.142375,um,O,,
sw2773A-ms98-a-0081,522.950625,523.090625,yeah,B,b,u-77-1
sw2773A-ms98-a-0081,523.090625,523.290625,i,B,sd,u-77-2
sw2773A-ms98-a-0081,523.290625,523.470625,was,I,sd,u-77-2
sw2773A-ms98-a-0081,523.470625,523.690625,never,I,sd,u-77-2
sw2773A-ms98-a-0081,523.690625,523.910625,able,I,sd,u-77-2
sw2773A-ms98-a-0081,523.910625,524.030625,to,I,sd,u-77-2
sw2773A-ms98-a-0081,524.030625,524.120625,go,I,sd,u-77-2
sw2773A-ms98-a-0081,524.120625,524.220625,to,I,sd,u-77-2
sw2773A-ms98-a-0081,524.220625,524.750625,Baghdad,I,sd,u-77-2
sw2773A-ms98-a-0081,524.750625,524.890625,it,B,sd,u-77-3
sw2773A-ms98-a-0081,524.890625,525.148250,was,I,sd,u-77-3
sw2773A-ms98-a-0081,525.419375,525.632625,i,I,sd,u-77-3
sw2773A-ms98-a-0081,525.632625,525.920625,never,I,sd,u-77-3
sw2773A-ms98-a-0081,525.920625,526.090625,could,I,sd,u-77-3
sw2773A-ms98-a-0081,526.090625,526.210625,get,I,sd,u-77-3
sw2773A-ms98-a-0081,526.210625,526.250625,a,I,sd,u-77-3
sw2773A-ms98-a-0081,526.250625,526.765625,visa,I,sd,u-77-3
sw2773A-ms98-a-0081,527.556625,527.880625,so,B,sd,u-77-4
sw2773A-ms98-a-0081,527.880625,528.210625,even,I,sd,u-77-4
sw2773A-ms98-a-0081,528.210625,528.896125,before,I,sd,u-77-4
sw2773A-ms98-a-0081,529.058125,529.130625,i,I,sd,u-77-4
sw2773A-ms98-a-0081,529.130625,529.290625,mean,I,sd,u-77-4
sw2773A-ms98-a-0081,529.290625,529.570625,even,I,sd,u-77-4
sw2773A-ms98-a-0081,529.570625,529.730625,when,I,sd,u-77-4
sw2773A-ms98-a-0081,529.730625,529.950625,things,I,sd,u-77-4
sw2773A-ms98-a-0081,529.950625,530.060625,were,I,sd,u-77-4
sw2773A-ms98-a-0081,530.060625,530.754125,good,I,sd,u-77-4
sw2773A-ms98-a-0081,530.754125,530.930625,in,I,sd,u-77-4
sw2773A-ms98-a-0081,530.930625,531.000625,the,I,sd,u-77-4
sw2773A-ms98-a-0081,531.000625,531.250625,Middle,I,sd,u-77-4
sw2773A-ms98-a-0081,531.250625,531.512750,East,I,sd,u-77-4
sw2773A-ms98-a-0081,531.761375,532.310625,Americans,I,sd,u-77-4
sw2773A-ms98-a-0081,532.310625,532.520625,weren't,I,sd,u-77-4
sw2773A-ms98-a-0081,532.520625,532.720625,really,I,sd,u-77-4
sw2773A-ms98-a-0081,532.720625,533.240625,given,I,sd,u-77-4
sw2773A-ms98-a-0081,533.240625,533.745375,visas,I,sd,u-77-4
sw2773A-ms98-a-0081,534.110625,534.269250,to,I,sd,u-77-4
sw2773A-ms98-a-0081,534.269250,534.723875,Baghdad,I,sd,u-77-4
sw2773A-ms98-a-0082,535.811500,536.227875,and,B,sd,u-79-1
sw2773A-ms98-a-0082,536.227875,536.768250,um,I,sd,u-79-1
sw2773A-ms98-a-0082,536.922750,537.052750,but,I,sd,u-79-1
sw2773A-ms98-a-0082,537.052750,537.182750,it's,I,sd,u-79-1
sw2773A-ms98-a-0082,537.182750,537.412750,it's,I,sd,u-79-1
sw2773A-ms98-a-0082,537.412750,537.462750,a,I,sd,u-79-1
sw2773A-ms98-a-0082,537.462750,537.682750,very,I,sd,u-79-1
sw2773A-ms98-a-0082,537.682750,538.062750,beautiful,I,sd,u-79-1
sw2773A-ms98-a-0082,538.062750,538.312750,part,I,sd,u-79-1
sw2773A-ms98-a-0082,538.312750,538.552750,very,I,sd,u-79-1
sw2773A-ms98-a-0082,538.552750,539.052750,interesting,I,sd,u-79-1
sw2773A-ms98-a-0082,539.052750,539.632750,[laughter-historically],I,sd,u-79-1
sw2773A-ms98-a-0082,539.632750,539.762750,of,I,sd,u-79-1
sw2773A-ms98-a-0082,539.762750,540.062750,course,I,sd,u-79-1
sw2773A-ms98-a-0082,540.132750,540.342750,which,I,sd,u-79-1
sw2773A-ms98-a-0082,540.342750,540.532750,was,I,sd,u-79-1
sw2773A-ms98-a-0082,540.682750,540.912750,my,I,sd,u-79-1
sw2773A-ms98-a-0082,540.912750,541.362750,interest,I,sd,u-79-1
sw2773A-ms98-a-0082,541.362750,541.632750,is,I,sd,u-79-1
sw2773A-ms98-a-0082,541.632750,541.812750,art,I,sd,u-79-1
sw2773A-ms98-a-0082,541.812750,542.322750,history,I,sd,u-79-1
sw2773A-ms98-a-0084,543.685750,544.174000,so,B,%,u-81-1
sw2773A-ms98-a-0084,544.469375,544.984500,um,I,%,u-81-1
sw2773A-ms98-a-0086,546.849000,547.099000,yeah,O,,
sw2773A-ms98-a-0088,548.820000,550.091375,[laughter],O,,
sw2773A-ms98-a-0090,551.986500,552.156500,right,B,fc,u-85-1
sw2773A-ms98-a-0090,552.156500,552.542250,right,B,fc^r,u-85-2
sw2773A-ms98-a-0092,561.187625,561.592250,uh-huh,B,fc,u-87-1
sw2773A-ms98-a-0093,562.913000,563.223000,i,B,fc,u-89-2
sw2773A-ms98-a-0093,563.223000,563.673000,see,I,fc,u-89-2
sw2773A-ms98-a-0094,566.703375,566.733375,i,B,fc^r,u-89-3
sw2773A-ms98-a-0094,566.733375,566.803375,see,I,fc^r,u-89-3
sw2773A-ms98-a-0094,566.803375,566.893375,well,O,,
sw2773A-ms98-a-0094,566.893375,567.313375,great,B,fc,u-91-1
sw2773A-ms98-a-0094,567.313375,567.683375,and,B,fc,u-91-2
sw2773A-ms98-a-0094,567.683375,568.023375,um,I,fc,u-91-2
sw2773A-ms98-a-0094,568.023375,568.113375,you,I,fc,u-91-2
sw2773A-ms98-a-0094,568.113375,568.223375,know,I,fc,u-91-2
sw2773A-ms98-a-0094,568.223375,568.393375,have,I,fc,u-91-2
sw2773A-ms98-a-0094,568.393375,568.453375,a,I,fc,u-91-2
sw2773A-ms98-a-0094,568.453375,568.593375,good,I,fc,u-91-2
sw2773A-ms98-a-0094,568.593375,568.903375,business,I,fc,u-91-2
sw2773A-ms98-a-0094,568.903375,569.203375,trip,I,fc,u-91-2
sw2773A-ms98-a-0096,572.031750,572.481750,okay,B,fc,u-93-1
sw2773A-ms98-a-0096,572.481750,572.789250,tha[nk]-,O,,
sw2773A-ms98-a-0096,573.101875,573.773375,bye-bye,O,,
