sw3626B-ms98-a-0002,3.597625,4.093625,yes,B,b,u-2-1
sw3626B-ms98-a-0055,239.595375,239.780750,well,I,sd^e,u-58-2
sw3626B-ms98-a-0055,239.780750,239.919500,the,I,sd^e,u-58-2
sw3626B-ms98-a-0055,239.919500,240.280750,CET,I,sd^e,u-58-2
sw3626B-ms98-a-0055,240.280750,240.930750,program,I,sd^e,u-58-2
sw3626B-ms98-a-0055,241.680750,241.980750,seems,I,sd^e,u-58-2
sw3626B-ms98-a-0055,241.980750,242.050750,to,I,sd^e,u-58-2
sw3626B-ms98-a-0055,242.050750,242.190750,be,I,sd^e,u-58-2
sw3626B-ms98-a-0055,242.190750,242.430750,so,I,sd^e,u-58-2
sw3626B-ms98-a-0055,242.430750,242.780750,far,I,sd^e,u-58-2
sw3626B-ms98-a-0055,242.780750,243.179625,is,I,sd^e,u-58-2
sw3626B-ms98-a-0055,243.669250,243.783875,just,I,sd^e,u-58-2
sw3626B-ms98-a-0055,243.783875,243.870750,a,I,sd^e,u-58-2
sw3626B-ms98-a-0055,243.870750,244.290750,broad,I,sd^e,u-58-2
sw3626B-ms98-a-0055,244.290750,244.590750,based,I,sd^e,u-58-2
sw3626B-ms98-a-0055,244.590750,245.440750,specialized,I,sd^e,u-58-2
sw3626B-ms98-a-0055,245.440750,246.030750,from,I,sd^e,u-58-2
sw3626B-ms98-a-0056,246.743500,246.913500,you,B,sd,u-58-3
sw3626B-ms98-a-0056,246.913500,247.213500,get,I,sd,u-58-3
sw3626B-ms98-a-0056,247.213500,248.053750,programming,I,sd,u-58-3
sw3626B-ms98-a-0056,248.215750,248.363500,a,I,sd,u-58-3
sw3626B-ms98-a-0056,248.363500,248.610125,f[air]-,I,sd,u-58-3
sw3626B-ms98-a-0056,248.719375,248.923500,fair,I,sd,u-58-3
sw3626B-ms98-a-0056,248.923500,249.123500,amount,I,sd,u-58-3
sw3626B-ms98-a-0056,249.123500,249.183500,of,I,sd,u-58-3
sw3626B-ms98-a-0056,249.183500,249.773500,programming,I,sd,u-58-3
sw3626B-ms98-a-0056,249.773500,250.003500,you,B,sd,u-58-4
sw3626B-ms98-a-0056,250.003500,250.232375,get,I,sd,u-58-4
sw3626B-ms98-a-0056,250.375500,250.731125,uh,I,sd,u-58-4
sw3626B-ms98-a-0056,251.284375,252.194375,hardware,I,sd,u-58-4
sw3626B-ms98-a-0056,252.194375,252.393500,you,B,sd,u-58-5
sw3626B-ms98-a-0056,252.393500,252.618750,get,I,sd,u-58-5
sw3626B-ms98-a-0056,252.788125,253.203500,uh,I,sd,u-58-5
sw3626B-ms98-a-0058,256.676875,256.886875,more,I,sd,u-58-5
sw3626B-ms98-a-0058,256.886875,257.006875,or,I,sd,u-58-5
sw3626B-ms98-a-0058,257.006875,257.598375,less,I,sd,u-58-5
sw3626B-ms98-a-0058,257.741500,258.161000,uh,I,sd,u-58-5
sw3626B-ms98-a-0059,259.998250,260.413250,[vocalized-noise],I,sd,u-58-5
sw3626B-ms98-a-0059,260.413250,260.547000,you,I,sd,u-58-5
sw3626B-ms98-a-0059,260.547000,260.848250,get,I,sd,u-58-5
sw3626B-ms98-a-0059,260.848250,261.138250,basic,I,sd,u-58-5
sw3626B-ms98-a-0059,261.138250,261.708250,electronics,I,sd,u-58-5
sw3626B-ms98-a-0059,261.708250,262.248250,courses,I,sd,u-58-5
sw3626B-ms98-a-0059,262.248250,262.568250,that,I,sd,u-58-5
sw3626B-ms98-a-0059,262.568250,262.901125,uh,I,sd,u-58-5
sw3626B-ms98-a-0059,263.100750,263.318250,deal,I,sd,u-58-5
sw3626B-ms98-a-0059,263.318250,263.781250,with,I,sd,u-58-5
sw3626B-ms98-a-0060,264.604500,264.694500,you,I,sd,u-58-5
sw3626B-ms98-a-0060,264.694500,264.888125,know,I,sd,u-58-5
sw3626B-ms98-a-0060,265.123875,265.264500,not,I,sd,u-58-5
sw3626B-ms98-a-0060,265.264500,265.514500,only,I,sd,u-58-5
sw3626B-ms98-a-0060,265.514500,265.781125,the,I,sd,u-58-5
sw3626B-ms98-a-0060,265.965750,266.304500,digital,I,sd,u-58-5
sw3626B-ms98-a-0060,266.304500,266.964500,circuitry,I,sd,u-58-5
sw3626B-ms98-a-0060,266.964500,267.356375,but,I,sd,u-58-5
sw3626B-ms98-a-0060,267.356375,267.680500,uh,I,sd,u-58-5
sw3626B-ms98-a-0060,268.143750,268.264500,you,I,sd,u-58-5
sw3626B-ms98-a-0060,268.264500,268.436500,know,I,sd,u-58-5
sw3626B-ms98-a-0060,269.005250,269.304500,power,I,sd,u-58-5
sw3626B-ms98-a-0060,269.304500,270.024500,supplies,I,sd,u-58-5
sw3626B-ms98-a-0060,270.024500,270.208000,and,I,sd,u-58-5
sw3626B-ms98-a-0060,271.096875,271.484500,and,I,sd,u-58-5
sw3626B-ms98-a-0060,271.484500,271.752000,uh,I,sd,u-58-5
sw3626B-ms98-a-0060,272.753875,273.074500,just,I,sd,u-58-5
sw3626B-ms98-a-0060,273.074500,273.174500,the,I,sd,u-58-5
sw3626B-ms98-a-0060,273.174500,273.399625,whole,I,sd,u-58-5
sw3626B-ms98-a-0060,273.682125,274.073625,gamut,I,sd,u-58-5
sw3626B-ms98-a-0060,274.213000,274.364500,but,I,sd,u-58-5
sw3626B-ms98-a-0060,274.364500,274.794500,mostly,I,sd,u-58-5
sw3626B-ms98-a-0060,274.794500,275.476500,towards,I,sd,u-58-5
sw3626B-ms98-a-0060,276.003875,276.254500,uh,I,sd,u-58-5
sw3626B-ms98-a-0060,276.254500,276.754500,computer,I,sd,u-58-5
sw3626B-ms98-a-0060,276.754500,277.510250,electronics,I,sd,u-58-5
sw3626B-ms98-a-0061,278.823500,279.272000,so,B,sd,u-58-6
sw3626B-ms98-a-0061,279.656125,279.819500,the,I,sd,u-58-6
sw3626B-ms98-a-0061,279.819500,280.169500,idea,I,sd,u-58-6
sw3626B-ms98-a-0061,280.169500,280.559500,is,I,sd,u-58-6
sw3626B-ms98-a-0061,280.559500,281.399500,that,I,sd,u-58-6
sw3626B-ms98-a-0061,281.399500,281.835750,um,I,sd,u-58-6
sw3626B-ms98-a-0061,282.709625,282.839500,you,I,sd,u-58-6
sw3626B-ms98-a-0061,282.839500,282.929500,can,I,sd,u-58-6
sw3626B-ms98-a-0061,282.929500,283.089500,go,I,sd,u-58-6
sw3626B-ms98-a-0061,283.089500,283.199500,in,I,sd,u-58-6
sw3626B-ms98-a-0061,283.199500,283.269500,a,I,sd,u-58-6
sw3626B-ms98-a-0061,283.269500,283.639500,variety,I,sd,u-58-6
sw3626B-ms98-a-0061,283.639500,283.699500,of,I,sd,u-58-6
sw3626B-ms98-a-0061,283.699500,284.269500,directions,I,sd,u-58-6
sw3626B-ms98-a-0061,284.269500,284.715250,from,I,sd,u-58-6
sw3626B-ms98-a-0061,284.715250,285.229500,CET,I,sd,u-58-6
sw3626B-ms98-a-0061,285.229500,285.735000,major,I,sd,u-58-6
sw3626B-ms98-a-0061,286.364000,286.569500,but,B,sd,u-58-7
sw3626B-ms98-a-0061,286.569500,286.659500,i,I,sd,u-58-7
sw3626B-ms98-a-0061,286.659500,286.889500,s[ay]-,I,sd,u-58-7
sw3626B-ms98-a-0061,286.889500,286.939500,i,I,sd,u-58-7
sw3626B-ms98-a-0061,286.939500,287.139500,have,I,sd,u-58-7
sw3626B-ms98-a-0061,287.139500,287.319500,more,I,sd,u-58-7
sw3626B-ms98-a-0061,287.319500,287.579500,fun,I,sd,u-58-7
sw3626B-ms98-a-0061,287.579500,287.679500,with,I,sd,u-58-7
sw3626B-ms98-a-0061,287.679500,287.789500,the,I,sd,u-58-7
sw3626B-ms98-a-0061,287.789500,288.209500,hardware,I,sd,u-58-7
sw3626B-ms98-a-0061,288.209500,288.349500,than,I,sd,u-58-7
sw3626B-ms98-a-0061,288.349500,288.419500,i,I,sd,u-58-7
sw3626B-ms98-a-0061,288.419500,288.569500,do,I,sd,u-58-7
sw3626B-ms98-a-0061,288.569500,289.070625,with,I,sd,u-58-7
sw3626B-ms98-a-0061,289.070625,289.159500,the,I,sd,u-58-7
sw3626B-ms98-a-0061,289.159500,289.976750,software,I,sd,u-58-7
sw3626B-ms98-a-0062,291.939125,292.326875,so,B,%,u-58-8
sw3626B-ms98-a-0062,292.575375,292.679125,you,O,,
sw3626B-ms98-a-0062,292.679125,292.889125,know,O,,
sw3626B-ms98-a-0062,292.889125,292.929125,i,B,sd,u-58-9
sw3626B-ms98-a-0062,292.929125,293.179125,pretty,B,+,u-60-1
sw3626B-ms98-a-0062,293.179125,293.389125,much,I,+,u-60-1
sw3626B-ms98-a-0062,293.389125,293.629125,plan,I,+,u-60-1
sw3626B-ms98-a-0062,293.629125,293.883500,on,I,+,u-60-1
sw3626B-ms98-a-0062,293.883500,293.999125,i,I,+,u-60-1
sw3626B-ms98-a-0062,293.999125,294.119125,mean,I,+,u-60-1
sw3626B-ms98-a-0062,294.119125,294.319125,so,I,+,u-60-1
sw3626B-ms98-a-0062,294.319125,294.499125,far,I,+,u-60-1
sw3626B-ms98-a-0062,294.499125,294.639125,i'm,I,+,u-60-1
sw3626B-ms98-a-0062,294.639125,294.999125,planning,I,+,u-60-1
sw3626B-ms98-a-0062,294.999125,295.059125,to,I,+,u-60-1
sw3626B-ms98-a-0062,295.059125,295.179125,go,I,+,u-60-1
sw3626B-ms98-a-0062,295.179125,295.289125,in,I,+,u-60-1
sw3626B-ms98-a-0062,295.289125,295.369125,the,I,+,u-60-1
sw3626B-ms98-a-0062,295.369125,295.809125,engineering,I,+,u-60-1
sw3626B-ms98-a-0062,295.809125,296.319125,direction,I,+,u-60-1
