sw2051B-ms98-a-0002,4.965875,5.350125,right,B,aa,u-2-1
sw2051B-ms98-a-0072,203.324250,203.614250,mental,I,sd,u-46-2
sw2051B-ms98-a-0072,203.614250,204.194250,hospital,I,sd,u-46-2
sw2051B-ms98-a-0072,204.194250,204.354250,and,B,sd,u-46-3
sw2051B-ms98-a-0072,204.354250,204.464250,if,I,sd,u-46-3
sw2051B-ms98-a-0072,204.464250,204.604250,you're,I,sd,u-46-3
sw2051B-ms98-a-0072,204.604250,205.024250,pronounced,I,sd,u-46-3
sw2051B-ms98-a-0072,205.024250,205.472625,cured,I,sd,u-46-3
sw2051B-ms98-a-0072,205.951000,206.044250,they'll,I,sd,u-46-3
sw2051B-ms98-a-0072,206.044250,206.204250,let,I,sd,u-46-3
sw2051B-ms98-a-0072,206.204250,206.304250,you,I,sd,u-46-3
sw2051B-ms98-a-0072,206.304250,206.572000,go,I,sd,u-46-3
sw2051B-ms98-a-0073,207.743500,208.040500,well,B,sv,u-48-1
sw2051B-ms98-a-0075,210.344875,210.477750,they,I,sv,u-48-1
sw2051B-ms98-a-0075,210.477750,210.687750,may,I,sv,u-48-1
sw2051B-ms98-a-0075,210.687750,210.957750,find,I,sv,u-48-1
sw2051B-ms98-a-0075,210.957750,211.017750,a,I,sv,u-48-1
sw2051B-ms98-a-0075,211.017750,211.297750,cure,I,sv,u-48-1
sw2051B-ms98-a-0075,211.297750,211.577750,for,I,sv,u-48-1
sw2051B-ms98-a-0075,211.577750,211.697750,it,I,sv,u-48-1
sw2051B-ms98-a-0075,211.697750,211.947750,but,B,sd,u-48-2
sw2051B-ms98-a-0075,211.947750,212.127750,there,I,sd,u-48-2
sw2051B-ms98-a-0075,212.127750,212.247750,is,I,sd,u-48-2
sw2051B-ms98-a-0075,212.247750,212.517750,no,I,sd,u-48-2
sw2051B-ms98-a-0075,212.517750,212.717750,known,I,sd,u-48-2
sw2051B-ms98-a-0075,212.717750,213.037750,cure,I,sd,u-48-2
sw2051B-ms98-a-0075,213.037750,213.406750,now,I,sd,u-48-2
sw2051B-ms98-a-0076,217.046625,217.258500,you,O,,
sw2051B-ms98-a-0076,217.258500,217.470375,know,O,,
sw2051B-ms98-a-0077,225.420000,225.631000,hey,B,sv,u-50-1
sw2051B-ms98-a-0077,225.705125,225.992250,people,I,sv,u-50-1
sw2051B-ms98-a-0077,225.992250,226.252250,make,I,sv,u-50-1
sw2051B-ms98-a-0077,226.252250,226.885125,mistakes,I,sv,u-50-1
sw2051B-ms98-a-0079,234.987750,235.255625,well,B,aa,u-52-1
sw2051B-ms98-a-0080,236.808000,237.311375,yeah,I,aa,u-52-1
sw2051B-ms98-a-0080,237.311375,237.544875,use,B,sv,u-52-2
sw2051B-ms98-a-0080,237.544875,237.836000,that,I,sv,u-52-2
sw2051B-ms98-a-0080,237.836000,238.160125,or,B,sv,u-52-3
sw2051B-ms98-a-0080,238.301375,238.444500,you,I,sv,u-52-3
sw2051B-ms98-a-0080,238.444500,238.556000,know,I,sv,u-52-3
sw2051B-ms98-a-0080,238.556000,238.796000,there's,I,sv,u-52-3
sw2051B-ms98-a-0080,238.796000,239.086000,other,I,sv,u-52-3
sw2051B-ms98-a-0080,239.086000,239.886000,consequences,I,sv,u-52-3
sw2051B-ms98-a-0080,239.886000,240.136000,rather,I,sv,u-52-3
sw2051B-ms98-a-0080,240.136000,240.236000,than,I,sv,u-52-3
sw2051B-ms98-a-0080,240.236000,240.606000,killing,I,sv,u-52-3
sw2051B-ms98-a-0080,240.606000,240.786000,them,I,sv,u-52-3
sw2051B-ms98-a-0080,240.786000,240.866000,you,I,sv,u-52-3
sw2051B-ms98-a-0080,240.866000,241.056000,know,I,sv,u-52-3
sw2051B-ms98-a-0080,241.056000,241.246000,you,B,sv,u-52-4
sw2051B-ms98-a-0080,241.246000,241.356000,could,I,sv,u-52-4
sw2051B-ms98-a-0080,241.356000,241.680000,always,B,+,u-54-1
sw2051B-ms98-a-0080,241.680000,241.951125,make,I,+,u-54-1
sw2051B-ms98-a-0080,241.951125,242.136000,them,I,+,u-54-1
sw2051B-ms98-a-0080,242.136000,242.196000,the,I,+,u-54-1
sw2051B-ms98-a-0080,242.196000,242.726000,slave,I,+,u-54-1
sw2051B-ms98-a-0080,242.726000,242.914250,of,I,+,u-54-1
sw2051B-ms98-a-0080,242.914250,243.162750,the,I,+,u-54-1
sw2051B-ms98-a-0080,243.693750,244.006000,people,I,+,u-54-1
sw2051B-ms98-a-0080,244.006000,244.096000,they,I,+,u-54-1
sw2051B-ms98-a-0080,244.096000,244.506000,committed,I,+,u-54-1
sw2051B-ms98-a-0080,244.506000,244.566000,the,I,+,u-54-1
sw2051B-ms98-a-0080,244.566000,244.906000,crime,I,+,u-54-1
sw2051B-ms98-a-0080,244.906000,245.259500,against,I,+,u-54-1
sw2051B-ms98-a-0082,247.072750,247.187625,you,B,%,u-56-1
sw2051B-ms98-a-0082,247.187625,247.437250,know,I,%,u-56-1
sw2051B-ms98-a-0083,248.629000,248.708750,at,B,sv,u-58-1
sw2051B-ms98-a-0083,248.708750,248.885000,least,I,sv,u-58-1
sw2051B-ms98-a-0083,248.885000,248.945000,they,I,sv,u-58-1
sw2051B-ms98-a-0083,248.945000,249.155000,might,I,sv,u-58-1
sw2051B-ms98-a-0083,249.155000,249.265000,be,I,sv,u-58-1
sw2051B-ms98-a-0083,249.265000,249.425000,some,I,sv,u-58-1
sw2051B-ms98-a-0083,249.425000,249.935000,benefit,I,sv,u-58-1
sw2051B-ms98-a-0083,249.935000,250.045000,in,I,sv,u-58-1
sw2051B-ms98-a-0083,250.045000,250.355000,that,I,sv,u-58-1
sw2051B-ms98-a-0083,250.355000,250.545000,and,B,sv,u-58-2
sw2051B-ms98-a-0083,250.545000,250.665000,if,I,sv,u-58-2
sw2051B-ms98-a-0083,250.665000,250.755000,the,I,sv,u-58-2
sw2051B-ms98-a-0083,250.755000,251.412125,people,I,sv,u-58-2
sw2051B-ms98-a-0083,251.412125,251.581625,they,I,sv,u-58-2
sw2051B-ms98-a-0083,251.581625,251.975000,committed,I,sv,u-58-2
sw2051B-ms98-a-0083,251.975000,252.025000,a,I,sv,u-58-2
sw2051B-ms98-a-0083,252.025000,252.385000,crime,I,sv,u-58-2
sw2051B-ms98-a-0083,252.385000,252.869250,against,I,sv,u-58-2
sw2051B-ms98-a-0084,253.709750,254.087250,feel,I,sv,u-58-2
sw2051B-ms98-a-0084,254.087250,254.237250,at,I,sv,u-58-2
sw2051B-ms98-a-0084,254.237250,254.537250,some,I,sv,u-58-2
sw2051B-ms98-a-0084,254.537250,254.857250,later,I,sv,u-58-2
sw2051B-ms98-a-0084,254.857250,255.157250,date,I,sv,u-58-2
sw2051B-ms98-a-0084,255.157250,255.357250,that,I,sv,u-58-2
sw2051B-ms98-a-0084,255.357250,255.657250,these,I,sv,u-58-2
sw2051B-ms98-a-0084,255.657250,256.027250,people,I,sv,u-58-2
sw2051B-ms98-a-0084,256.027250,256.269250,have,I,sv,u-58-2
sw2051B-ms98-a-0084,256.269250,256.577250,learned,I,sv,u-58-2
sw2051B-ms98-a-0084,256.577250,256.697250,their,I,sv,u-58-2
sw2051B-ms98-a-0084,256.697250,257.167250,lesson,I,sv,u-58-2
sw2051B-ms98-a-0084,257.167250,257.351500,are,I,sv,u-58-2
sw2051B-ms98-a-0084,257.977750,258.149250,are,I,sv,u-58-2
sw2051B-ms98-a-0084,258.149250,258.687250,okay,I,sv,u-58-2
sw2051B-ms98-a-0084,258.687250,258.827250,you,I,sv,u-58-2
sw2051B-ms98-a-0084,258.827250,258.947250,know,I,sv,u-58-2
sw2051B-ms98-a-0084,258.947250,259.107250,well,I,sv,u-58-2
sw2051B-ms98-a-0084,259.107250,259.217250,they,I,sv,u-58-2
sw2051B-ms98-a-0084,259.217250,259.367250,can,I,sv,u-58-2
sw2051B-ms98-a-0084,259.367250,259.662625,free,I,sv,u-58-2
sw2051B-ms98-a-0084,259.662625,259.764625,them,I,sv,u-58-2
sw2051B-ms98-a-0086,262.018625,262.304500,but,B,sd,u-60-1
sw2051B-ms98-a-0086,262.304500,262.654500,uh,I,sd,u-60-1
sw2051B-ms98-a-0086,262.654500,262.794500,you,I,sd,u-60-1
sw2051B-ms98-a-0086,262.794500,262.964500,know,I,sd,u-60-1
sw2051B-ms98-a-0086,262.964500,263.272750,with,I,sd,u-60-1
sw2051B-ms98-a-0086,263.272750,263.404500,the,I,sd,u-60-1
sw2051B-ms98-a-0086,263.404500,263.564500,tech[nology]-,I,sd,u-60-1
sw2051B-ms98-a-0086,263.564500,264.204500,technology,I,sd,u-60-1
sw2051B-ms98-a-0086,264.204500,264.354500,we,I,sd,u-60-1
sw2051B-ms98-a-0086,264.354500,264.624500,have,I,sd,u-60-1
sw2051B-ms98-a-0086,264.624500,265.097750,today,I,sd,u-60-1
sw2051B-ms98-a-0086,265.640125,265.774500,you,I,sd,u-60-1
sw2051B-ms98-a-0086,265.774500,265.874500,can,I,sd,u-60-1
sw2051B-ms98-a-0086,265.874500,266.064500,put,I,sd,u-60-1
sw2051B-ms98-a-0086,266.064500,266.124500,a,I,sd,u-60-1
sw2051B-ms98-a-0086,266.124500,266.554500,collar,I,sd,u-60-1
sw2051B-ms98-a-0086,266.554500,266.654500,on,I,sd,u-60-1
sw2051B-ms98-a-0086,266.654500,266.714500,a,I,sd,u-60-1
sw2051B-ms98-a-0086,266.714500,267.074500,guys,I,sd,u-60-1
sw2051B-ms98-a-0086,267.074500,267.404000,leg,I,sd,u-60-1
sw2051B-ms98-a-0087,268.584750,268.782250,that,I,sd,u-60-1
sw2051B-ms98-a-0087,268.782250,269.012250,will,I,sd,u-60-1
sw2051B-ms98-a-0087,269.012250,269.362250,knock,I,sd,u-60-1
sw2051B-ms98-a-0087,269.362250,269.532250,him,I,sd,u-60-1
sw2051B-ms98-a-0087,269.532250,269.987500,down,I,sd,u-60-1
sw2051B-ms98-a-0087,270.190875,270.352250,if,I,sd,u-60-1
sw2051B-ms98-a-0087,270.352250,270.472250,they,I,sd,u-60-1
sw2051B-ms98-a-0087,270.472250,270.712250,leave,I,sd,u-60-1
sw2051B-ms98-a-0087,270.712250,270.825625,the,I,sd,u-60-1
sw2051B-ms98-a-0087,270.825625,271.269375,property,I,sd,u-60-1
sw2051B-ms98-a-0089,273.070500,273.177875,i,B,sd,u-60-2
sw2051B-ms98-a-0089,273.177875,273.414625,mean,I,sd,u-60-2
sw2051B-ms98-a-0089,273.414625,273.474625,it,I,sd,u-60-2
sw2051B-ms98-a-0089,273.474625,273.574625,will,I,sd,u-60-2
sw2051B-ms98-a-0089,273.574625,273.754625,just,I,sd,u-60-2
sw2051B-ms98-a-0089,273.754625,273.814625,in,I,sd,u-60-2
sw2051B-ms98-a-0089,273.814625,274.424625,incapacitate,I,sd,u-60-2
sw2051B-ms98-a-0089,274.424625,274.615125,them_1,O,,
sw2051B-ms98-a-0091,276.177000,276.543750,and,B,sd,u-62-1
sw2051B-ms98-a-0091,276.543750,276.588500,you,I,sd,u-62-1
sw2051B-ms98-a-0091,276.588500,276.630625,can,I,sd,u-62-1
sw2051B-ms98-a-0091,276.865375,276.971125,put,I,sd,u-62-1
sw2051B-ms98-a-0091,276.971125,277.031125,a,I,sd,u-62-1
sw2051B-ms98-a-0091,277.031125,277.451125,collar,I,sd,u-62-1
sw2051B-ms98-a-0091,277.451125,277.611125,around,I,sd,u-62-1
sw2051B-ms98-a-0091,277.611125,277.661125,a,I,sd,u-62-1
sw2051B-ms98-a-0091,277.661125,277.981125,guys,I,sd,u-62-1
sw2051B-ms98-a-0091,277.981125,278.307250,leg,I,sd,u-62-1
sw2051B-ms98-a-0092,279.119125,279.385250,that,I,sd,u-62-1
sw2051B-ms98-a-0092,279.385250,279.927875,will,I,sd,u-62-1
sw2051B-ms98-a-0093,280.990875,281.589125,prohibit,I,sd,u-62-1
sw2051B-ms98-a-0093,281.589125,281.956125,them,I,sd,u-62-1
sw2051B-ms98-a-0094,283.242750,283.433500,from,I,sd,u-62-1
sw2051B-ms98-a-0094,283.433500,283.943500,committing,I,sd,u-62-1
sw2051B-ms98-a-0094,283.943500,284.143500,any,I,sd,u-62-1
sw2051B-ms98-a-0094,284.143500,284.443500,kind,I,sd,u-62-1
sw2051B-ms98-a-0094,284.443500,284.773500,of,I,sd,u-62-1
sw2051B-ms98-a-0095,285.290250,285.420250,you,I,sd,u-62-1
sw2051B-ms98-a-0095,285.420250,285.570250,know,I,sd,u-62-1
sw2051B-ms98-a-0095,285.570250,286.040250,prohibitive,I,sd,u-62-1
sw2051B-ms98-a-0095,286.040250,286.445875,act,I,sd,u-62-1
sw2051B-ms98-a-0097,287.937375,288.081250,but,B,sv,u-64-1
sw2051B-ms98-a-0097,288.541750,288.622250,you,I,sv,u-64-1
sw2051B-ms98-a-0097,288.622250,288.887500,know,I,sv,u-64-1
sw2051B-ms98-a-0097,288.887500,289.337500,putting,I,sv,u-64-1
sw2051B-ms98-a-0097,289.337500,289.407500,them_1,I,sv,u-64-1
sw2051B-ms98-a-0097,289.407500,289.507500,in,I,sv,u-64-1
sw2051B-ms98-a-0097,289.507500,289.957500,prison,I,sv,u-64-1
sw2051B-ms98-a-0097,289.957500,290.107500,my,I,sv,u-64-1
sw2051B-ms98-a-0097,290.107500,290.417500,God,I,sv,u-64-1
sw2051B-ms98-a-0097,290.417500,290.557500,that,I,sv,u-64-1
sw2051B-ms98-a-0097,290.557500,290.817500,doesn't,I,sv,u-64-1
sw2051B-ms98-a-0097,290.817500,291.218750,work,I,sv,u-64-1
sw2051B-ms98-a-0099,297.480125,297.631125,well,B,ad,u-66-1
sw2051B-ms98-a-0099,297.631125,297.751125,you,I,ad,u-66-1
sw2051B-ms98-a-0099,297.751125,297.943000,look,I,ad,u-66-1
sw2051B-ms98-a-0099,297.943000,298.061125,at,I,ad,u-66-1
sw2051B-ms98-a-0099,298.061125,298.451125,places,I,ad,u-66-1
sw2051B-ms98-a-0099,298.451125,298.601125,like,I,ad,u-66-1
sw2051B-ms98-a-0099,298.601125,299.101125,Turkey,I,ad,u-66-1
sw2051B-ms98-a-0101,301.048875,301.307250,Turkey,B,sd,u-66-2
sw2051B-ms98-a-0101,301.307250,301.527250,has,I,sd,u-66-2
sw2051B-ms98-a-0101,301.527250,301.737250,death,I,sd,u-66-2
sw2051B-ms98-a-0101,301.737250,302.107250,penalty,I,sd,u-66-2
sw2051B-ms98-a-0101,302.107250,302.667250,for,B,+,u-68-1
sw2051B-ms98-a-0101,302.667250,302.877250,just,I,+,u-68-1
sw2051B-ms98-a-0101,302.877250,303.127250,about,I,+,u-68-1
sw2051B-ms98-a-0101,303.127250,303.528250,everything,I,+,u-68-1
sw2051B-ms98-a-0102,304.674750,304.782875,i,B,sd,u-70-1
sw2051B-ms98-a-0102,304.782875,305.012125,mean,I,sd,u-70-1
sw2051B-ms98-a-0102,305.012125,305.112125,if,I,sd,u-70-1
sw2051B-ms98-a-0102,305.112125,305.262125,you,I,sd,u-70-1
sw2051B-ms98-a-0102,305.262125,305.489250,get,I,sd,u-70-1
sw2051B-ms98-a-0104,307.003250,307.703250,convicted,I,sd,u-70-1
sw2051B-ms98-a-0104,307.703250,308.063250,of,I,sd,u-70-1
sw2051B-ms98-a-0104,308.063250,308.353250,uh,I,sd,u-70-1
sw2051B-ms98-a-0104,308.353250,308.521750,you,I,sd,u-70-1
sw2051B-ms98-a-0104,308.521750,308.845125,know,I,sd,u-70-1
sw2051B-ms98-a-0104,309.440250,309.663250,drug,I,sd,u-70-1
sw2051B-ms98-a-0104,309.663250,310.302250,trafficking,I,sd,u-70-1
sw2051B-ms98-a-0104,310.480500,310.616000,they,I,sd,u-70-1
sw2051B-ms98-a-0104,310.616000,310.793250,just,I,sd,u-70-1
sw2051B-ms98-a-0104,310.793250,311.033250,kill,I,sd,u-70-1
sw2051B-ms98-a-0104,311.033250,311.207750,you,I,sd,u-70-1
sw2051B-ms98-a-0105,312.418125,312.497500,you,B,sd,u-70-2
sw2051B-ms98-a-0105,312.497500,312.677500,get,I,sd,u-70-2
sw2051B-ms98-a-0105,312.677500,313.307500,convicted,I,sd,u-70-2
sw2051B-ms98-a-0105,313.307500,313.637500,of,I,sd,u-70-2
sw2051B-ms98-a-0105,313.637500,314.134375,uh,I,sd,u-70-2
sw2051B-ms98-a-0106,314.909125,315.000875,you,I,sd,u-70-2
sw2051B-ms98-a-0106,315.000875,315.240875,know,I,sd,u-70-2
sw2051B-ms98-a-0106,315.240875,315.541125,uh,I,sd,u-70-2
sw2051B-ms98-a-0106,315.737000,316.180875,heinous,I,sd,u-70-2
sw2051B-ms98-a-0106,316.180875,316.818750,crimes,I,sd,u-70-2
sw2051B-ms98-a-0107,317.690500,317.764125,they,I,sd,u-70-2
sw2051B-ms98-a-0107,317.764125,317.954125,just,I,sd,u-70-2
sw2051B-ms98-a-0107,317.954125,318.175750,kill,I,sd,u-70-2
sw2051B-ms98-a-0107,318.175750,318.322875,you,I,sd,u-70-2
sw2051B-ms98-a-0107,318.525625,318.634875,i,B,sd,u-70-3
sw2051B-ms98-a-0107,318.634875,318.754125,mean,I,sd,u-70-3
sw2051B-ms98-a-0107,318.754125,318.964125,there's,I,sd,u-70-3
sw2051B-ms98-a-0107,318.964125,319.064125,no,I,sd,u-70-3
sw2051B-ms98-a-0107,319.064125,319.224125,two,I,sd,u-70-3
sw2051B-ms98-a-0107,319.224125,319.464125,ways,I,sd,u-70-3
sw2051B-ms98-a-0107,319.464125,319.738000,about,I,sd,u-70-3
sw2051B-ms98-a-0107,319.738000,319.862750,it,I,sd,u-70-3
sw2051B-ms98-a-0108,321.310125,321.750125,and,B,ad,u-72-1
sw2051B-ms98-a-0108,321.750125,322.127750,uh,I,ad,u-72-1
sw2051B-ms98-a-0109,323.685750,323.791125,you,I,ad,u-72-1
sw2051B-ms98-a-0109,323.791125,323.961125,look,I,ad,u-72-1
sw2051B-ms98-a-0109,323.961125,324.051125,at,I,ad,u-72-1
sw2051B-ms98-a-0109,324.051125,324.201125,their,I,ad,u-72-1
sw2051B-ms98-a-0109,324.201125,325.011125,society,I,ad,u-72-1
sw2051B-ms98-a-0109,325.011125,325.331125,and,B,sv,u-72-2
sw2051B-ms98-a-0109,325.331125,325.431125,the,I,sv,u-72-2
sw2051B-ms98-a-0109,325.431125,325.811125,repeat,I,sv,u-72-2
sw2051B-ms98-a-0109,325.811125,326.491125,offenders,I,sv,u-72-2
sw2051B-ms98-a-0109,326.491125,326.701125,are,I,sv,u-72-2
sw2051B-ms98-a-0109,326.701125,327.051625,very,I,sv,u-72-2
sw2051B-ms98-a-0109,327.051625,327.387750,few,I,sv,u-72-2
sw2051B-ms98-a-0111,329.950375,330.047000,you,B,sv,u-72-3
sw2051B-ms98-a-0111,330.047000,330.201250,know,I,sv,u-72-3
sw2051B-ms98-a-0111,330.201250,330.331250,and,I,sv,u-72-3
sw2051B-ms98-a-0111,330.331250,330.391250,you,I,sv,u-72-3
sw2051B-ms98-a-0111,330.391250,330.581250,look,I,sv,u-72-3
sw2051B-ms98-a-0111,330.581250,330.671250,at,I,sv,u-72-3
sw2051B-ms98-a-0111,330.671250,330.871250,our,I,sv,u-72-3
sw2051B-ms98-a-0111,330.871250,331.513000,society,I,sv,u-72-3
sw2051B-ms98-a-0112,332.607500,332.990500,almost,I,sv,u-72-3
sw2051B-ms98-a-0112,333.088375,333.608750,everyone,I,sv,u-72-3
sw2051B-ms98-a-0112,333.608750,333.818750,out,I,sv,u-72-3
sw2051B-ms98-a-0112,333.818750,333.958750,on,I,sv,u-72-3
sw2051B-ms98-a-0112,333.958750,334.038750,the,I,sv,u-72-3
sw2051B-ms98-a-0112,334.038750,334.806250,street,I,sv,u-72-3
sw2051B-ms98-a-0113,335.853250,336.061000,that,I,sv,u-72-3
sw2051B-ms98-a-0113,336.061000,336.331000,has,I,sv,u-72-3
sw2051B-ms98-a-0113,336.331000,336.631000,been,I,sv,u-72-3
sw2051B-ms98-a-0113,336.631000,336.771000,in,I,sv,u-72-3
sw2051B-ms98-a-0113,336.771000,337.338000,prison,I,sv,u-72-3
sw2051B-ms98-a-0113,337.338000,337.551000,has,I,sv,u-72-3
sw2051B-ms98-a-0113,337.551000,337.801000,been,I,sv,u-72-3
sw2051B-ms98-a-0113,337.801000,337.911000,in,I,sv,u-72-3
sw2051B-ms98-a-0113,337.911000,338.291000,prison,I,sv,u-72-3
sw2051B-ms98-a-0113,338.291000,338.541000,three,I,sv,u-72-3
sw2051B-ms98-a-0113,338.541000,338.601000,or,I,sv,u-72-3
sw2051B-ms98-a-0113,338.601000,338.831000,four,I,sv,u-72-3
sw2051B-ms98-a-0113,338.831000,339.388625,times,I,sv,u-72-3
sw2051B-ms98-a-0114,340.487375,340.706375,right,O,,
sw2051B-ms98-a-0114,340.706375,340.799750,i,B,sv,u-74-1
sw2051B-ms98-a-0114,340.799750,340.978500,mean,I,sv,u-74-1
sw2051B-ms98-a-0114,340.978500,341.107875,you,B,+,u-76-1
sw2051B-ms98-a-0114,341.107875,341.356875,know,I,+,u-76-1
sw2051B-ms98-a-0116,343.746000,343.840375,you,I,+,u-76-1
sw2051B-ms98-a-0116,343.840375,344.057125,know,I,+,u-76-1
sw2051B-ms98-a-0116,344.057125,344.196500,the,I,+,u-76-1
sw2051B-ms98-a-0116,344.196500,344.449250,way,I,+,u-76-1
sw2051B-ms98-a-0116,344.449250,344.569250,to,I,+,u-76-1
sw2051B-ms98-a-0116,344.569250,345.069250,stop,I,+,u-76-1
sw2051B-ms98-a-0116,345.069250,345.329250,that,I,+,u-76-1
sw2051B-ms98-a-0116,345.329250,345.619250,kind,I,+,u-76-1
sw2051B-ms98-a-0116,345.619250,345.699250,of,I,+,u-76-1
sw2051B-ms98-a-0116,345.699250,346.377875,behavior,I,+,u-76-1
sw2051B-ms98-a-0118,348.079000,348.407625,is,I,+,u-76-1
sw2051B-ms98-a-0118,348.491375,348.736500,this,I,+,u-76-1
sw2051B-ms98-a-0118,348.930125,349.085625,two,I,+,u-76-1
sw2051B-ms98-a-0118,349.085625,349.525625,fold,I,+,u-76-1
sw2051B-ms98-a-0119,350.108375,350.684500,one,B,sv,u-76-2
sw2051B-ms98-a-0121,352.505000,352.574625,you,I,sv,u-76-2
sw2051B-ms98-a-0121,352.574625,352.694625,need,I,sv,u-76-2
sw2051B-ms98-a-0121,352.694625,352.754625,to,I,sv,u-76-2
sw2051B-ms98-a-0121,352.754625,353.004625,make,I,sv,u-76-2
sw2051B-ms98-a-0121,353.004625,353.204625,it,I,sv,u-76-2
sw2051B-ms98-a-0121,353.204625,353.794625,illegal,I,sv,u-76-2
sw2051B-ms98-a-0121,353.794625,354.360125,for,I,sv,u-76-2
sw2051B-ms98-a-0122,355.372500,355.553375,both,I,sv,u-76-2
sw2051B-ms98-a-0122,355.553375,355.933375,parents,I,sv,u-76-2
sw2051B-ms98-a-0122,355.933375,356.053375,to,I,sv,u-76-2
sw2051B-ms98-a-0122,356.053375,356.413375,work,I,sv,u-76-2
sw2051B-ms98-a-0122,356.413375,356.573375,while,I,sv,u-76-2
sw2051B-ms98-a-0122,356.573375,356.633375,the,I,sv,u-76-2
sw2051B-ms98-a-0122,356.633375,356.993375,kids,I,sv,u-76-2
sw2051B-ms98-a-0122,356.993375,357.093375,are,I,sv,u-76-2
sw2051B-ms98-a-0122,357.093375,357.273375,under,I,sv,u-76-2
sw2051B-ms98-a-0122,357.273375,357.637500,seven,I,sv,u-76-2
sw2051B-ms98-a-0124,360.415000,360.541625,i-,O,,
sw2051B-ms98-a-0124,360.541625,360.711625,i,B,sv,u-76-3
sw2051B-ms98-a-0124,360.711625,360.951625,think,I,sv,u-76-3
sw2051B-ms98-a-0124,360.951625,361.281375,that's,I,sv,u-76-3
sw2051B-ms98-a-0124,361.281375,361.471625,very,I,sv,u-76-3
sw2051B-ms98-a-0124,361.471625,361.933875,important,I,sv,u-76-3
sw2051B-ms98-a-0126,365.132500,365.392500,and,B,sv,u-78-1
sw2051B-ms98-a-0126,365.392500,365.963500,then,I,sv,u-78-1
sw2051B-ms98-a-0128,368.312500,368.759875,if,I,sv,u-78-1
sw2051B-ms98-a-0128,368.992750,369.105750,a,I,sv,u-78-1
sw2051B-ms98-a-0128,369.105750,369.595125,parent,I,sv,u-78-1
sw2051B-ms98-a-0128,369.595125,369.810750,has,I,sv,u-78-1
sw2051B-ms98-a-0128,369.810750,370.192000,proved,I,sv,u-78-1
sw2051B-ms98-a-0128,370.192000,370.302000,to,I,sv,u-78-1
sw2051B-ms98-a-0128,370.302000,370.700125,be,I,sv,u-78-1
sw2051B-ms98-a-0128,370.700125,371.352000,unfit,I,sv,u-78-1
sw2051B-ms98-a-0129,372.751375,372.947500,for,I,sv,u-78-1
sw2051B-ms98-a-0129,372.947500,373.181875,any,I,sv,u-78-1
sw2051B-ms98-a-0129,373.181875,373.413875,reason,I,sv,u-78-1
sw2051B-ms98-a-0131,375.586875,375.784000,take,B,+,u-80-1
sw2051B-ms98-a-0131,375.909625,376.027500,the,I,+,u-80-1
sw2051B-ms98-a-0131,376.027500,376.432250,kids,I,+,u-80-1
sw2051B-ms98-a-0131,376.432250,376.752250,away,I,+,u-80-1
sw2051B-ms98-a-0131,376.752250,377.032250,from,I,+,u-80-1
sw2051B-ms98-a-0131,377.032250,377.092250,the,I,+,u-80-1
sw2051B-ms98-a-0131,377.092250,377.763375,parents,I,+,u-80-1
sw2051B-ms98-a-0132,378.940500,379.385500,because_1,O,,
sw2051B-ms98-a-0133,380.415750,380.481625,you,B,sv,u-82-1
sw2051B-ms98-a-0133,380.481625,380.591625,know,I,sv,u-82-1
sw2051B-ms98-a-0133,380.591625,380.761625,we,I,sv,u-82-1
sw2051B-ms98-a-0133,380.761625,381.001625,are,I,sv,u-82-1
sw2051B-ms98-a-0133,381.001625,381.151625,what,I,sv,u-82-1
sw2051B-ms98-a-0133,381.151625,381.327375,we,I,sv,u-82-1
sw2051B-ms98-a-0133,381.327375,381.898375,teach,I,sv,u-82-1
sw2051B-ms98-a-0134,382.885500,383.097750,because,B,sv,u-84-1
sw2051B-ms98-a-0134,383.097750,383.307750,that's,I,sv,u-84-1
sw2051B-ms98-a-0134,383.307750,383.397750,what,I,sv,u-84-1
sw2051B-ms98-a-0134,383.397750,383.497750,our,I,sv,u-84-1
sw2051B-ms98-a-0134,383.497750,383.997750,society,I,sv,u-84-1
sw2051B-ms98-a-0134,383.997750,384.437750,becomes,I,sv,u-84-1
sw2051B-ms98-a-0134,384.437750,384.497750,i,O,,
sw2051B-ms98-a-0134,384.497750,384.647750,mean,O,,
sw2051B-ms98-a-0134,384.647750,384.767750,we,B,+,u-86-1
sw2051B-ms98-a-0134,384.767750,385.014750,have,I,+,u-86-1
sw2051B-ms98-a-0134,385.500750,385.657125,a,I,+,u-86-1
sw2051B-ms98-a-0134,386.259750,386.467750,just,I,+,u-86-1
sw2051B-ms98-a-0134,386.467750,386.607750,a,I,+,u-86-1
sw2051B-ms98-a-0134,386.607750,387.167750,bunch,I,+,u-86-1
sw2051B-ms98-a-0134,387.167750,387.257750,of,I,+,u-86-1
sw2051B-ms98-a-0134,387.257750,387.637250,people,I,+,u-86-1
sw2051B-ms98-a-0135,388.585625,388.723750,and,B,sd,u-86-2
sw2051B-ms98-a-0135,388.723750,389.001500,i've,I,sd,u-86-2
sw2051B-ms98-a-0135,389.001500,389.133875,and,I,sd,u-86-2
sw2051B-ms98-a-0135,389.133875,389.363875,i've,I,sd,u-86-2
sw2051B-ms98-a-0135,389.363875,389.583875,i've,I,sd,u-86-2
sw2051B-ms98-a-0135,389.583875,389.873875,lived,I,sd,u-86-2
sw2051B-ms98-a-0135,389.873875,389.983875,in,I,sd,u-86-2
