sw3454B-ms98-a-0003,4.499000,5.098125,well,B,%,u-2-1
sw3454B-ms98-a-0049,207.316375,207.566375,few,I,sd,u-70-1
sw3454B-ms98-a-0049,207.566375,207.990375,years,I,sd,u-70-1
sw3454B-ms98-a-0050,208.935250,209.265750,but,B,sv,u-72-1
sw3454B-ms98-a-0050,209.265750,209.503000,uh,I,sv,u-72-1
sw3454B-ms98-a-0050,209.593375,209.713625,it's,I,sv,u-72-1
sw3454B-ms98-a-0050,209.713625,209.893625,kind,I,sv,u-72-1
sw3454B-ms98-a-0050,209.893625,209.963625,of,I,sv,u-72-1
sw3454B-ms98-a-0050,209.963625,210.290125,different,I,sv,u-72-1
sw3454B-ms98-a-0052,219.508125,219.805375,um-hum,B,b,u-74-1
sw3454B-ms98-a-0054,222.299375,222.658625,um-hum,B,b,u-76-1
sw3454B-ms98-a-0056,230.254750,230.686375,um-hum,B,b,u-78-1
sw3454B-ms98-a-0056,231.009500,233.043500,[laughter],O,,
sw3454B-ms98-a-0056,233.043500,233.188750,oh,O,,
sw3454B-ms98-a-0056,233.188750,233.362625,yeah,O,,
sw3454B-ms98-a-0056,233.362625,233.607750,w[e]-,O,,
sw3454B-ms98-a-0057,234.924250,235.174250,i'm,B,sd,u-84-1
sw3454B-ms98-a-0057,235.174250,235.254250,an,I,sd,u-84-1
sw3454B-ms98-a-0057,235.254250,235.764250,assistant,I,sd,u-84-1
sw3454B-ms98-a-0057,235.764250,236.084250,Scout,I,sd,u-84-1
sw3454B-ms98-a-0057,236.084250,236.564250,Master,I,sd,u-84-1
sw3454B-ms98-a-0057,236.564250,236.764250,and,B,%,u-84-2
sw3454B-ms98-a-0057,236.764250,237.194250,that's,I,%,u-84-2
sw3454B-ms98-a-0057,237.194250,237.474750,that's,I,%,u-84-2
sw3454B-ms98-a-0057,237.474750,238.274250,[laughter],I,%,u-84-2
sw3454B-ms98-a-0057,238.274250,238.414250,it's,I,%,u-84-2
sw3454B-ms98-a-0057,238.414250,238.754250,like,I,%,u-84-2
sw3454B-ms98-a-0057,238.754250,239.099625,uh,I,%,u-84-2
sw3454B-ms98-a-0057,239.099625,239.521500,yeah,B,%,u-84-3
sw3454B-ms98-a-0057,239.800500,240.214250,well,O,,
sw3454B-ms98-a-0057,240.214250,240.714250,parents,B,sv,u-84-4
sw3454B-ms98-a-0057,240.714250,241.064250,uh,I,sv,u-84-4
sw3454B-ms98-a-0057,241.064250,241.364250,even,I,sv,u-84-4
sw3454B-ms98-a-0057,241.364250,241.654250,rarely,I,sv,u-84-4
sw3454B-ms98-a-0057,241.654250,241.834250,see,I,sv,u-84-4
sw3454B-ms98-a-0057,241.834250,241.954250,their,I,sv,u-84-4
sw3454B-ms98-a-0057,241.954250,242.184250,kids,I,sv,u-84-4
sw3454B-ms98-a-0057,242.184250,242.304250,for,I,sv,u-84-4
sw3454B-ms98-a-0057,242.304250,242.894250,weekends,I,sv,u-84-4
sw3454B-ms98-a-0057,242.894250,243.094250,which,I,sv,u-84-4
sw3454B-ms98-a-0057,243.094250,243.294250,is,I,sv,u-84-4
sw3454B-ms98-a-0057,243.294250,243.374250,you,I,sv,u-84-4
sw3454B-ms98-a-0057,243.374250,243.587250,know,I,sv,u-84-4
sw3454B-ms98-a-0057,244.269000,244.394250,kind,I,sv,u-84-4
sw3454B-ms98-a-0057,244.394250,244.484250,of,I,sv,u-84-4
sw3454B-ms98-a-0057,244.484250,244.730250,rough,I,sv,u-84-4
sw3454B-ms98-a-0057,244.730250,245.040000,too,I,sv,u-84-4
sw3454B-ms98-a-0058,245.998375,246.691500,[laughter],O,,
sw3454B-ms98-a-0058,247.038000,247.424125,especially,B,sv,u-88-1
sw3454B-ms98-a-0058,247.424125,247.804500,now,I,sv,u-88-1
sw3454B-ms98-a-0058,247.804500,248.094375,yeah,B,b,u-90-1
sw3454B-ms98-a-0060,258.246125,258.683500,uh-huh,O,,
sw3454B-ms98-a-0062,262.011375,264.119375,[laughter],O,,
sw3454B-ms98-a-0063,265.006000,265.172375,[laughter-well],O,,
sw3454B-ms98-a-0063,265.172375,265.343375,i,B,sd,u-96-1
sw3454B-ms98-a-0063,265.457000,265.649750,i-,I,sd,u-96-1
sw3454B-ms98-a-0063,265.713750,265.867875,i,I,sd,u-96-1
sw3454B-ms98-a-0063,265.867875,266.027875,know,I,sd,u-96-1
sw3454B-ms98-a-0063,266.027875,266.277875,two,I,sd,u-96-1
sw3454B-ms98-a-0063,266.277875,266.667875,women,I,sd,u-96-1
sw3454B-ms98-a-0063,266.667875,266.967875,that,I,sd,u-96-1
sw3454B-ms98-a-0063,266.967875,267.297875,that,I,sd,u-96-1
sw3454B-ms98-a-0063,267.297875,267.487875,uh,I,sd,u-96-1
sw3454B-ms98-a-0063,267.487875,267.617875,let's,B,^h,u-96-2
sw3454B-ms98-a-0063,267.617875,267.777875,see,I,^h,u-96-2
sw3454B-ms98-a-0063,267.777875,267.997875,one,B,sd,u-96-3
sw3454B-ms98-a-0063,267.997875,268.067875,of,I,sd,u-96-3
sw3454B-ms98-a-0063,268.067875,268.217875,them's,I,sd,u-96-3
sw3454B-ms98-a-0063,268.217875,268.567875,forty,I,sd,u-96-3
sw3454B-ms98-a-0063,268.567875,269.110750,nine,I,sd,u-96-3
sw3454B-ms98-a-0063,269.110750,269.227500,and,B,sd,u-96-4
sw3454B-ms98-a-0063,269.227500,269.337875,the,I,sd,u-96-4
sw3454B-ms98-a-0063,269.337875,269.467875,other,I,sd,u-96-4
sw3454B-ms98-a-0063,269.467875,269.657875,one,I,sd,u-96-4
sw3454B-ms98-a-0063,269.657875,269.927375,we[ll]-,I,sd,u-96-4
sw3454B-ms98-a-0063,269.927375,270.057875,the,I,sd,u-96-4
sw3454B-ms98-a-0063,270.057875,270.197875,other,I,sd,u-96-4
sw3454B-ms98-a-0063,270.197875,270.357875,one,I,sd,u-96-4
sw3454B-ms98-a-0063,270.357875,270.447875,i,I,sd,u-96-4
sw3454B-ms98-a-0063,270.447875,270.607875,don't,I,sd,u-96-4
sw3454B-ms98-a-0063,270.607875,270.697875,know,I,sd,u-96-4
sw3454B-ms98-a-0063,270.697875,270.857875,what,I,sd,u-96-4
sw3454B-ms98-a-0063,270.857875,271.017875,her,I,sd,u-96-4
sw3454B-ms98-a-0063,271.017875,271.257875,age,I,sd,u-96-4
sw3454B-ms98-a-0063,271.257875,271.407875,is,I,sd,u-96-4
sw3454B-ms98-a-0063,271.407875,271.547875,but,B,sd,u-96-5
sw3454B-ms98-a-0063,271.547875,271.607875,i,I,sd,u-96-5
sw3454B-ms98-a-0063,271.607875,271.827875,know,I,sd,u-96-5
sw3454B-ms98-a-0063,271.827875,272.267875,she's,I,sd,u-96-5
sw3454B-ms98-a-0063,272.267875,272.722375,she's,I,sd,u-96-5
sw3454B-ms98-a-0064,273.448000,274.188000,somewhere,I,sd,u-96-5
sw3454B-ms98-a-0064,274.188000,274.318000,in,I,sd,u-96-5
sw3454B-ms98-a-0064,274.318000,274.518000,that,I,sd,u-96-5
sw3454B-ms98-a-0064,274.518000,274.858000,hairy,I,sd,u-96-5
sw3454B-ms98-a-0064,274.858000,275.128000,age,I,sd,u-96-5
sw3454B-ms98-a-0064,275.128000,275.377250,of,I,sd,u-96-5
sw3454B-ms98-a-0064,275.377250,275.618000,of,I,sd,u-96-5
sw3454B-ms98-a-0064,275.618000,275.858000,half,I,sd,u-96-5
sw3454B-ms98-a-0064,275.858000,275.908000,a,I,sd,u-96-5
sw3454B-ms98-a-0064,275.908000,276.338000,century,I,sd,u-96-5
sw3454B-ms98-a-0064,276.338000,276.488000,up,I,sd,u-96-5
sw3454B-ms98-a-0064,276.488000,276.771375,there,I,sd,u-96-5
sw3454B-ms98-a-0065,277.627250,278.042375,and,B,^h,u-98-1
sw3454B-ms98-a-0065,278.042375,278.343250,uh,I,^h,u-98-1
sw3454B-ms98-a-0065,278.343250,278.552375,boy,I,^h,u-98-1
sw3454B-ms98-a-0065,278.552375,278.632375,i'll,I,^h,u-98-1
sw3454B-ms98-a-0065,278.632375,278.782375,tell,I,^h,u-98-1
sw3454B-ms98-a-0065,278.782375,278.943750,you,I,^h,u-98-1
sw3454B-ms98-a-0065,278.943750,279.143375,these,B,sd,u-98-2
sw3454B-ms98-a-0065,279.143375,279.252375,are,I,sd,u-98-2
sw3454B-ms98-a-0065,279.252375,279.592375,the,I,sd,u-98-2
sw3454B-ms98-a-0065,279.592375,279.672375,the,I,sd,u-98-2
sw3454B-ms98-a-0065,279.672375,280.502375,{go-gettingest},I,sd,u-98-2
sw3454B-ms98-a-0065,280.502375,280.962375,happiest,I,sd,u-98-2
sw3454B-ms98-a-0065,280.962375,281.292375,people,I,sd,u-98-2
sw3454B-ms98-a-0065,281.292375,281.432375,i've,I,sd,u-98-2
sw3454B-ms98-a-0065,281.432375,281.652375,ever,I,sd,u-98-2
sw3454B-ms98-a-0065,281.652375,281.924750,met,I,sd,u-98-2
sw3454B-ms98-a-0065,282.361625,282.462375,you,B,%,u-100-1
sw3454B-ms98-a-0065,282.462375,282.686750,know,I,%,u-100-1
sw3454B-ms98-a-0065,282.686750,283.375125,[laughter],O,,
sw3454B-ms98-a-0065,283.375125,283.577750,because_1,O,,
sw3454B-ms98-a-0067,286.934250,287.766750,[laughter],O,,
sw3454B-ms98-a-0067,287.766750,287.992625,i'm,B,sd,u-102-1
sw3454B-ms98-a-0067,287.992625,288.367875,thirty,I,sd,u-102-1
sw3454B-ms98-a-0067,288.367875,288.477875,i'm,B,sd,u-102-2
sw3454B-ms98-a-0067,288.477875,288.737875,getting,I,sd,u-102-2
sw3454B-ms98-a-0067,288.737875,288.977875,gray,I,sd,u-102-2
sw3454B-ms98-a-0067,288.977875,289.251875,hairs,I,sd,u-102-2
sw3454B-ms98-a-0067,289.251875,291.197875,[laughter-already],O,,
sw3454B-ms98-a-0069,296.876750,297.134375,um,B,b,u-104-1
