sw2109A-ms98-a-0003,2.640500,3.023625,yes,B,b,u-2-1
sw2109A-ms98-a-0066,389.440000,389.578125,what,I,^2,u-80-1
sw2109A-ms98-a-0066,389.578125,389.664125,a,I,^2,u-80-1
sw2109A-ms98-a-0066,389.765875,390.392500,phenomenal,I,^2,u-80-1
sw2109A-ms98-a-0066,390.392500,390.902500,actor,I,^2,u-80-1
sw2109A-ms98-a-0066,390.902500,391.342875,Dustin,I,^2,u-80-1
sw2109A-ms98-a-0066,391.342875,391.810000,Hoffman,I,^2,u-80-1
sw2109A-ms98-a-0066,391.810000,392.186625,is,I,^2,u-80-1
sw2109A-ms98-a-0066,392.492500,392.552500,be,O,,
sw2109A-ms98-a-0066,392.552500,392.812500,able,O,,
sw2109A-ms98-a-0066,392.970500,393.061000,to,O,,
sw2109A-ms98-a-0066,393.061000,393.352500,do,B,sd,u-82-1
sw2109A-ms98-a-0066,393.352500,393.711500,that,I,sd,u-82-1
sw2109A-ms98-a-0066,393.930875,394.062625,to,I,sd,u-82-1
sw2109A-ms98-a-0066,394.062625,394.602500,research,I,sd,u-82-1
sw2109A-ms98-a-0066,394.602500,394.792500,it,I,sd,u-82-1
sw2109A-ms98-a-0066,394.792500,395.050875,and,I,sd,u-82-1
sw2109A-ms98-a-0066,395.050875,395.220375,be,I,sd,u-82-1
sw2109A-ms98-a-0066,395.220375,395.628375,able,I,sd,u-82-1
sw2109A-ms98-a-0066,395.628375,395.854375,to,I,sd,u-82-1
sw2109A-ms98-a-0066,395.854375,396.569000,mimic,I,sd,u-82-1
sw2109A-ms98-a-0066,396.569000,396.669500,a,I,sd,u-82-1
sw2109A-ms98-a-0066,396.760000,397.339875,person,I,sd,u-82-1
sw2109A-ms98-a-0066,397.339875,397.653375,uh,I,sd,u-82-1
sw2109A-ms98-a-0066,397.653375,397.986250,uh,I,sd,u-82-1
sw2109A-ms98-a-0066,398.186625,398.289750,with,I,sd,u-82-1
sw2109A-ms98-a-0066,398.456875,398.849750,the,I,sd,u-82-1
sw2109A-ms98-a-0066,398.992875,399.272500,kinds,I,sd,u-82-1
sw2109A-ms98-a-0066,399.272500,399.372500,of,I,sd,u-82-1
sw2109A-ms98-a-0066,399.372500,399.897625,problems,I,sd,u-82-1
sw2109A-ms98-a-0066,399.897625,400.033250,that,I,sd,u-82-1
sw2109A-ms98-a-0066,400.033250,400.290750,he,I,sd,u-82-1
sw2109A-ms98-a-0066,400.290750,400.633875,had,I,sd,u-82-1
sw2109A-ms98-a-0067,401.840000,402.627500,yes,B,aa,u-84-1
sw2109A-ms98-a-0069,405.042000,405.326625,[laughter],O,,
sw2109A-ms98-a-0071,406.645500,406.743750,well,B,sv,u-86-1
sw2109A-ms98-a-0071,406.743750,406.921125,i'm,I,sv,u-86-1
sw2109A-ms98-a-0071,406.921125,407.201125,sure,I,sv,u-86-1
sw2109A-ms98-a-0071,407.201125,407.661250,everybody,I,sv,u-86-1
sw2109A-ms98-a-0071,407.661250,407.853375,that,I,sv,u-86-1
sw2109A-ms98-a-0071,407.853375,408.121125,saw,I,sv,u-86-1
sw2109A-ms98-a-0071,408.121125,408.169000,it,I,sv,u-86-1
sw2109A-ms98-a-0071,408.274500,408.451625,was,I,sv,u-86-1
sw2109A-ms98-a-0071,408.560875,408.938875,believing,I,sv,u-86-1
sw2109A-ms98-a-0071,408.938875,409.138500,it,I,sv,u-86-1
sw2109A-ms98-a-0071,409.138500,409.471125,right,I,sv,u-86-1
sw2109A-ms98-a-0071,409.471125,409.762000,along,I,sv,u-86-1
sw2109A-ms98-a-0071,409.762000,409.932875,with,I,sv,u-86-1
sw2109A-ms98-a-0071,409.932875,410.086625,them,I,sv,u-86-1
sw2109A-ms98-a-0073,412.370125,412.552250,well,B,fc,u-88-1
sw2109A-ms98-a-0073,412.552250,412.685000,it's,I,fc,u-88-1
sw2109A-ms98-a-0073,412.685000,413.048375,just,I,fc,u-88-1
sw2109A-ms98-a-0073,413.048375,413.199500,uh,I,fc,u-88-1
sw2109A-ms98-a-0073,413.308750,413.461625,been,I,fc,u-88-1
sw2109A-ms98-a-0073,413.461625,414.031625,delightful,I,fc,u-88-1
sw2109A-ms98-a-0073,414.031625,414.521625,talking,I,fc,u-88-1
sw2109A-ms98-a-0073,414.521625,414.679625,with,I,fc,u-88-1
sw2109A-ms98-a-0073,414.679625,415.139000,you,I,fc,u-88-1
sw2109A-ms98-a-0075,419.479750,420.526500,absolutely,B,fc,u-90-1
sw2109A-ms98-a-0075,420.526500,420.717875,i'm,B,fc,u-90-2
sw2109A-ms98-a-0075,420.717875,421.005250,ready,I,fc,u-90-2
sw2109A-ms98-a-0075,421.005250,421.205250,for,I,fc,u-90-2
sw2109A-ms98-a-0075,421.205250,421.291875,it,I,fc,u-90-2
sw2109A-ms98-a-0075,421.378625,421.545250,they're,B,fc,u-90-3
sw2109A-ms98-a-0075,421.545250,422.055250,predicting,I,fc,u-90-3
sw2109A-ms98-a-0075,422.055250,422.245250,some,I,fc,u-90-3
sw2109A-ms98-a-0075,422.245250,422.615250,more,I,fc,u-90-3
sw2109A-ms98-a-0075,422.615250,423.324375,snow,I,fc,u-90-3
sw2109A-ms98-a-0075,423.324375,423.505125,for,I,fc,u-90-3
sw2109A-ms98-a-0075,423.505125,423.775250,our,I,fc,u-90-3
sw2109A-ms98-a-0075,423.775250,424.335125,direction,I,fc,u-90-3
sw2109A-ms98-a-0075,424.335125,425.847750,[laughter],O,,
sw2109A-ms98-a-0076,427.132250,427.345500,take,B,fc,u-92-1
sw2109A-ms98-a-0076,427.345500,427.613625,care,I,fc,u-92-1
sw2109A-ms98-a-0076,427.613625,428.041625,now,I,fc,u-92-1
sw2109A-ms98-a-0076,428.172000,428.377125,bye,B,fc,u-92-2
sw2109A-ms98-a-0076,428.377125,428.849125,bye,I,fc,u-92-2
