sw2566A-ms98-a-0003,3.090875,3.393625,no,B,nn,u-2-1
sw2566A-ms98-a-0130,475.027125,475.397125,car,I,sd,u-190-2
sw2566A-ms98-a-0130,475.397125,475.937125,accident,I,sd,u-190-2
sw2566A-ms98-a-0131,476.911375,477.311375,yeah,B,b,u-192-1
sw2566A-ms98-a-0133,484.327375,484.758000,yeah,B,b,u-194-1
sw2566A-ms98-a-0135,487.509000,488.665250,[laughter],O,,
sw2566A-ms98-a-0137,491.050750,492.240500,[laughter],O,,
sw2566A-ms98-a-0138,492.604625,492.823625,no,B,aa,u-200-1
sw2566A-ms98-a-0138,492.823625,492.954625,because_1,O,,
sw2566A-ms98-a-0138,492.954625,493.104625,that,B,sv,u-200-2
sw2566A-ms98-a-0138,493.104625,493.264625,all,I,sv,u-200-2
sw2566A-ms98-a-0138,493.264625,493.506625,wears,I,sv,u-200-2
sw2566A-ms98-a-0138,493.506625,493.943250,off,I,sv,u-200-2
sw2566A-ms98-a-0138,493.943250,495.279250,[laughter],O,,
sw2566A-ms98-a-0139,496.786500,497.888375,[laughter],O,,
sw2566A-ms98-a-0140,498.653125,499.033125,yep,B,b,u-204-1
sw2566A-ms98-a-0141,500.292625,500.995500,[laughter],O,,
sw2566A-ms98-a-0143,505.892750,506.458875,really,B,bh,u-208-1
sw2566A-ms98-a-0145,508.448875,508.746250,i,B,ba,u-210-1
sw2566A-ms98-a-0145,508.746250,508.918625,would,I,ba,u-210-1
sw2566A-ms98-a-0145,508.918625,509.091375,be,I,ba,u-210-1
sw2566A-ms98-a-0145,509.091375,509.561375,too,I,ba,u-210-1
sw2566A-ms98-a-0145,509.968125,510.618875,yeah,B,b,u-212-1
sw2566A-ms98-a-0145,510.838875,511.168875,yep,O,,
sw2566A-ms98-a-0145,511.798875,512.200875,yeah,B,b,u-216-1
sw2566A-ms98-a-0147,515.055000,515.264375,i,B,ba,u-218-1
sw2566A-ms98-a-0147,515.264375,515.735000,know,I,ba,u-218-1
sw2566A-ms98-a-0147,515.735000,515.881375,it,B,sv,u-218-2
sw2566A-ms98-a-0147,515.881375,516.141250,is,I,sv,u-218-2
sw2566A-ms98-a-0147,516.141250,516.715000,scary,I,sv,u-218-2
sw2566A-ms98-a-0149,518.660500,518.800500,do,B,qy,u-220-1
sw2566A-ms98-a-0149,518.800500,518.920500,they,I,qy,u-220-1
sw2566A-ms98-a-0149,518.920500,519.190500,teach,I,qy,u-220-1
sw2566A-ms98-a-0149,519.190500,519.290500,them_1,I,qy,u-220-1
sw2566A-ms98-a-0149,519.290500,519.410500,in,I,qy,u-220-1
sw2566A-ms98-a-0149,519.410500,519.730500,school,I,qy,u-220-1
sw2566A-ms98-a-0149,519.730500,519.910500,right,I,qy,u-220-1
sw2566A-ms98-a-0149,519.910500,520.050500,now,I,qy,u-220-1
sw2566A-ms98-a-0149,520.050500,520.200500,where,I,qy,u-220-1
sw2566A-ms98-a-0149,520.200500,520.420500,she's,I,qy,u-220-1
sw2566A-ms98-a-0149,520.420500,520.660500,at,I,qy,u-220-1
sw2566A-ms98-a-0149,520.800500,521.080500,about,I,qy,u-220-1
sw2566A-ms98-a-0149,521.080500,521.510500,drugs,I,qy,u-220-1
sw2566A-ms98-a-0151,524.133750,524.563750,good,B,ba,u-222-1
sw2566A-ms98-a-0153,528.309750,528.859750,right,B,b,u-224-1
sw2566A-ms98-a-0154,530.712000,531.475625,yeah,O,,
sw2566A-ms98-a-0154,531.754375,531.882625,and,B,^2,u-228-1
sw2566A-ms98-a-0154,531.882625,532.082000,what,I,^2,u-228-1
sw2566A-ms98-a-0154,532.082000,532.192000,to,I,^2,u-228-1
sw2566A-ms98-a-0154,532.192000,532.372000,do,I,^2,u-228-1
sw2566A-ms98-a-0154,532.372000,532.512000,when,I,^2,u-228-1
sw2566A-ms98-a-0154,532.512000,532.652000,they're,I,^2,u-228-1
sw2566A-ms98-a-0154,532.652000,533.112000,faced,I,^2,u-228-1
sw2566A-ms98-a-0154,533.112000,533.382000,with,I,^2,u-228-1
sw2566A-ms98-a-0154,533.382000,533.542000,it,I,^2,u-228-1
sw2566A-ms98-a-0156,542.442875,543.191625,yeah,B,ny,u-230-1
sw2566A-ms98-a-0158,545.476750,545.662500,it,B,ba,u-232-1
sw2566A-ms98-a-0158,545.662500,546.099500,is,I,ba,u-232-1
sw2566A-ms98-a-0160,549.720625,550.150375,uh-huh,B,b,u-234-1
sw2566A-ms98-a-0161,550.958125,551.098125,oh,B,aa,u-236-1
sw2566A-ms98-a-0161,551.098125,551.215750,i,I,aa,u-236-1
sw2566A-ms98-a-0161,551.215750,551.338000,can,I,aa,u-236-1
sw2566A-ms98-a-0161,551.338000,551.568125,see,B,+,u-238-1
sw2566A-ms98-a-0161,551.568125,551.718125,it,I,+,u-238-1
sw2566A-ms98-a-0161,551.718125,552.137625,too,I,+,u-238-1
sw2566A-ms98-a-0163,557.914875,558.417000,uh-huh,B,b,u-240-1
sw2566A-ms98-a-0165,561.534875,561.864875,nothing,B,sv,u-242-1
sw2566A-ms98-a-0165,561.864875,562.064875,wrong,I,sv,u-242-1
sw2566A-ms98-a-0165,562.064875,562.254875,with,I,sv,u-242-1
sw2566A-ms98-a-0165,562.254875,562.544875,that,I,sv,u-242-1
sw2566A-ms98-a-0166,562.656500,563.921375,[laughter],O,,
sw2566A-ms98-a-0167,564.134500,564.464500,yes,B,aa,u-244-1
sw2566A-ms98-a-0167,564.464500,564.624500,you,B,sv,u-244-2
sw2566A-ms98-a-0167,564.624500,565.165500,do,I,sv,u-244-2
sw2566A-ms98-a-0167,565.591125,565.740875,i,B,sv,u-246-1
sw2566A-ms98-a-0167,565.740875,565.961625,don't,I,sv,u-246-1
sw2566A-ms98-a-0167,566.022000,566.194875,i,I,sv,u-246-1
sw2566A-ms98-a-0167,566.194875,566.364500,don't,I,sv,u-246-1
sw2566A-ms98-a-0167,566.364500,566.504500,think,I,sv,u-246-1
sw2566A-ms98-a-0167,566.504500,566.644500,there's,I,sv,u-246-1
sw2566A-ms98-a-0167,566.644500,567.004500,anything,I,sv,u-246-1
sw2566A-ms98-a-0167,567.004500,567.184500,wrong,I,sv,u-246-1
sw2566A-ms98-a-0167,567.184500,567.354500,with,I,sv,u-246-1
sw2566A-ms98-a-0167,567.354500,567.734500,that,I,sv,u-246-1
sw2566A-ms98-a-0169,572.171375,572.767375,uh-huh,B,b,u-248-1
sw2566A-ms98-a-0169,572.767375,575.320750,[laughter],O,,
sw2566A-ms98-a-0170,576.631375,577.251375,uh-huh,B,b,u-250-1
sw2566A-ms98-a-0170,577.251375,577.421375,now,B,sv,u-250-2
sw2566A-ms98-a-0170,577.421375,577.596375,you,I,sv,u-250-2
sw2566A-ms98-a-0170,577.596375,578.425000,understand,I,sv,u-250-2
sw2566A-ms98-a-0170,578.425000,578.818625,[laughter],O,,
sw2566A-ms98-a-0171,579.766375,579.966375,that's,B,sd(^q),u-252-1
sw2566A-ms98-a-0171,579.966375,580.096375,what,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,580.096375,580.236375,i'm,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,580.236375,580.496375,thinking,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,580.496375,580.596375,what,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,580.596375,580.716375,your,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,580.716375,580.976375,mom,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,580.976375,581.086375,and,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,581.086375,581.276375,dad,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,581.276375,581.496375,always,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,581.496375,581.716375,used,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,581.716375,581.776375,to,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,581.776375,581.986375,say,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,581.986375,582.166375,when,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,582.166375,582.356375,you,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,582.356375,582.546375,have,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,582.546375,582.826375,kids,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,582.826375,582.896375,of,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,582.896375,583.206375,your,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,583.206375,583.506375,own,I,sd(^q),u-252-1
sw2566A-ms98-a-0171,583.506375,583.740000,you'll,B,+,u-254-1
sw2566A-ms98-a-0171,583.740000,585.803125,[laughter-understand],O,,
sw2566A-ms98-a-0173,587.931000,588.441750,uh-huh,B,b,u-256-1
sw2566A-ms98-a-0175,592.954375,593.493375,yes,B,ny,u-258-1
sw2566A-ms98-a-0176,594.641875,595.001875,yeah,B,na@,u-260-1
sw2566A-ms98-a-0176,595.001875,595.181875,we'd,I,na@,u-260-1
sw2566A-ms98-a-0176,595.181875,595.411875,like,I,na@,u-260-1
sw2566A-ms98-a-0176,595.411875,595.738625,to,I,na@,u-260-1
sw2566A-ms98-a-0177,596.797250,597.197250,yeah,B,b,u-262-1
