sw2952A-ms98-a-0002,0.678625,0.902750,okay,B,%,u-1-1
sw2952A-ms98-a-0064,262.534500,262.664500,all,I,+,u-109-1
sw2952A-ms98-a-0064,262.664500,262.814500,that,I,+,u-109-1
sw2952A-ms98-a-0064,262.814500,263.134500,stuff,I,+,u-109-1
sw2952A-ms98-a-0064,263.134500,263.542000,done,I,+,u-109-1
sw2952A-ms98-a-0064,264.065500,264.184500,it,B,+,u-111-1
sw2952A-ms98-a-0064,264.184500,264.364500,gets,I,+,u-111-1
sw2952A-ms98-a-0064,264.364500,264.474500,to,I,+,u-111-1
sw2952A-ms98-a-0064,264.474500,264.634500,be,I,+,u-111-1
sw2952A-ms98-a-0064,264.634500,264.694500,a,I,+,u-111-1
sw2952A-ms98-a-0064,264.694500,265.347875,chore,I,+,u-111-1
sw2952A-ms98-a-0065,266.571125,266.721125,seems,B,sv,u-113-1
sw2952A-ms98-a-0065,266.721125,266.861125,like,I,sv,u-113-1
sw2952A-ms98-a-0065,266.861125,267.221125,sometimes,I,sv,u-113-1
sw2952A-ms98-a-0065,267.221125,267.561125,hobbies,I,sv,u-113-1
sw2952A-ms98-a-0065,267.561125,267.751125,do,I,sv,u-113-1
sw2952A-ms98-a-0065,267.751125,268.011125,that,I,sv,u-113-1
sw2952A-ms98-a-0065,268.011125,268.091125,they,B,sv,u-113-2
sw2952A-ms98-a-0065,268.091125,268.291125,kind,I,sv,u-113-2
sw2952A-ms98-a-0065,268.291125,268.381125,of,I,sv,u-113-2
sw2952A-ms98-a-0065,268.381125,268.631125,[laughter-take],I,sv,u-113-2
sw2952A-ms98-a-0065,268.631125,268.911125,[laughter-over],I,sv,u-113-2
sw2952A-ms98-a-0065,268.911125,269.111125,and,I,sv,u-113-2
sw2952A-ms98-a-0065,269.111125,269.311125,turn,I,sv,u-113-2
sw2952A-ms98-a-0065,269.311125,269.561125,into,I,sv,u-113-2
sw2952A-ms98-a-0065,269.561125,269.891125,work,I,sv,u-113-2
sw2952A-ms98-a-0065,269.891125,270.231125,instead,I,sv,u-113-2
sw2952A-ms98-a-0065,270.231125,270.351125,of,I,sv,u-113-2
sw2952A-ms98-a-0066,271.133250,271.493250,fun,B,+,u-115-1
sw2952A-ms98-a-0068,280.351125,280.991125,yeah,B,b,u-117-1
sw2952A-ms98-a-0068,280.991125,281.121125,if,B,bf,u-117-2
sw2952A-ms98-a-0068,281.121125,281.201125,it,I,bf,u-117-2
sw2952A-ms98-a-0068,281.201125,281.391125,doesn't,I,bf,u-117-2
sw2952A-ms98-a-0068,281.391125,281.511125,go,I,bf,u-117-2
sw2952A-ms98-a-0068,281.511125,281.818625,[crite/quite],I,bf,u-117-2
sw2952A-ms98-a-0068,282.086125,282.281125,quite,I,bf,u-117-2
sw2952A-ms98-a-0068,282.281125,282.751125,right,I,bf,u-117-2
sw2952A-ms98-a-0070,294.142250,294.324500,oh,B,ba,u-119-1
sw2952A-ms98-a-0070,294.324500,294.825750,no,I,ba,u-119-1
sw2952A-ms98-a-0072,297.715875,297.845875,oh,B,ba,u-121-1
sw2952A-ms98-a-0072,297.845875,298.085875,that's,I,ba,u-121-1
sw2952A-ms98-a-0072,298.085875,298.435875,nice,I,ba,u-121-1
sw2952A-ms98-a-0074,304.671625,305.520375,[laughter],O,,
sw2952A-ms98-a-0076,309.014000,309.593125,yeah,B,b,u-125-1
sw2952A-ms98-a-0076,309.593125,310.613125,your,B,%,u-125-2
sw2952A-ms98-a-0076,310.613125,311.053125,how,B,ba,u-127-1
sw2952A-ms98-a-0076,311.053125,311.443125,funny,I,ba,u-127-1
sw2952A-ms98-a-0076,311.443125,312.743125,[laughter],O,,
sw2952A-ms98-a-0076,312.743125,312.833125,i,B,sd,u-127-2
sw2952A-ms98-a-0076,312.833125,313.053125,think,I,sd,u-127-2
sw2952A-ms98-a-0076,313.053125,313.309875,i'll,I,sd,u-127-2
sw2952A-ms98-a-0076,313.449250,313.753125,enjoy,I,sd,u-127-2
sw2952A-ms98-a-0076,313.753125,314.123125,cooking,I,sd,u-127-2
sw2952A-ms98-a-0076,314.123125,314.333125,more,I,sd,u-127-2
sw2952A-ms98-a-0076,314.333125,314.483125,when,I,sd,u-127-2
sw2952A-ms98-a-0076,314.483125,314.593125,i'm,I,sd,u-127-2
sw2952A-ms98-a-0076,314.593125,314.773125,not,I,sd,u-127-2
sw2952A-ms98-a-0076,314.773125,315.203125,working,I,sd,u-127-2
sw2952A-ms98-a-0076,315.203125,315.323125,when,I,sd,u-127-2
sw2952A-ms98-a-0076,315.323125,315.541625,i,I,sd,u-127-2
sw2952A-ms98-a-0076,315.940875,316.203125,don't,O,,
sw2952A-ms98-a-0076,316.203125,316.323125,get,B,+,u-129-1
sw2952A-ms98-a-0076,316.323125,316.483125,home,I,+,u-129-1
sw2952A-ms98-a-0076,316.483125,316.653125,-[un]til,I,+,u-129-1
sw2952A-ms98-a-0076,316.653125,316.873125,five,I,+,u-129-1
sw2952A-ms98-a-0076,316.873125,317.153125,thirty,I,+,u-129-1
sw2952A-ms98-a-0076,317.153125,317.213125,or,I,+,u-129-1
sw2952A-ms98-a-0076,317.213125,317.663125,six,I,+,u-129-1
sw2952A-ms98-a-0076,317.663125,317.763125,and,I,+,u-129-1
sw2952A-ms98-a-0076,317.763125,317.793125,i,I,+,u-129-1
sw2952A-ms98-a-0076,317.793125,317.923125,have,I,+,u-129-1
sw2952A-ms98-a-0076,317.923125,318.033125,to,I,+,u-129-1
sw2952A-ms98-a-0076,318.033125,318.293125,cook,I,+,u-129-1
sw2952A-ms98-a-0076,318.293125,318.433125,and,I,+,u-129-1
sw2952A-ms98-a-0076,318.433125,318.653125,clean,I,+,u-129-1
sw2952A-ms98-a-0076,318.653125,318.853125,up,I,+,u-129-1
sw2952A-ms98-a-0076,318.853125,319.028875,it's,O,,
sw2952A-ms98-a-0076,319.511000,319.703125,it's,O,,
sw2952A-ms98-a-0076,319.703125,319.843125,not,B,sd,u-131-1
sw2952A-ms98-a-0076,319.843125,320.103125,fun,I,sd,u-131-1
sw2952A-ms98-a-0076,320.103125,320.250875,but,B,sd,u-131-2
sw2952A-ms98-a-0076,320.390250,320.463125,i,I,sd,u-131-2
sw2952A-ms98-a-0076,320.463125,320.673125,think,I,sd,u-131-2
sw2952A-ms98-a-0076,320.673125,320.803125,i'll,I,sd,u-131-2
sw2952A-ms98-a-0076,320.803125,321.033125,like,I,sd,u-131-2
sw2952A-ms98-a-0076,321.033125,321.143125,it,I,sd,u-131-2
sw2952A-ms98-a-0076,321.143125,321.478500,better,I,sd,u-131-2
sw2952A-ms98-a-0077,322.669875,323.213625,yeah,B,b,u-133-1
sw2952A-ms98-a-0079,328.717625,329.021625,uh,B,b,u-135-1
sw2952A-ms98-a-0079,329.021625,329.261625,yeah,B,ny,u-137-1
sw2952A-ms98-a-0079,329.261625,329.451625,we've,O,,
sw2952A-ms98-a-0079,329.451625,329.691625,done,B,sd^e,u-137-2
sw2952A-ms98-a-0079,329.691625,329.721625,a,I,sd^e,u-137-2
sw2952A-ms98-a-0079,329.721625,329.871625,little,I,sd^e,u-137-2
sw2952A-ms98-a-0079,329.871625,330.011625,bit,I,sd^e,u-137-2
sw2952A-ms98-a-0079,330.011625,330.091625,of,I,sd^e,u-137-2
sw2952A-ms98-a-0079,330.091625,330.581625,camping,I,sd^e,u-137-2
sw2952A-ms98-a-0079,330.581625,330.701625,we,B,sd,u-137-3
sw2952A-ms98-a-0079,330.701625,331.001625,like,I,sd,u-137-3
sw2952A-ms98-a-0079,331.001625,331.281625,that,I,sd,u-137-3
sw2952A-ms98-a-0079,331.281625,331.438125,it's,B,%,u-137-4
sw2952A-ms98-a-0079,331.566250,331.671625,there,B,sd,u-137-5
sw2952A-ms98-a-0079,331.671625,331.861625,again,I,sd,u-137-5
sw2952A-ms98-a-0079,331.861625,332.001625,it's,I,sd,u-137-5
sw2952A-ms98-a-0079,332.001625,332.151625,just,I,sd,u-137-5
sw2952A-ms98-a-0079,332.151625,332.271625,so,I,sd,u-137-5
sw2952A-ms98-a-0079,332.271625,332.451625,hard,I,sd,u-137-5
sw2952A-ms98-a-0079,332.451625,332.511625,to,I,sd,u-137-5
sw2952A-ms98-a-0079,332.511625,332.821625,find,I,sd,u-137-5
sw2952A-ms98-a-0079,332.821625,333.081625,time,I,sd,u-137-5
sw2952A-ms98-a-0079,333.081625,333.141625,to,I,sd,u-137-5
sw2952A-ms98-a-0079,333.141625,333.281625,get,I,sd,u-137-5
sw2952A-ms98-a-0079,333.281625,333.511625,away,I,sd,u-137-5
sw2952A-ms98-a-0079,333.511625,333.671625,for,B,+,u-139-1
sw2952A-ms98-a-0079,333.671625,333.741625,a,I,+,u-139-1
sw2952A-ms98-a-0079,333.741625,333.951625,whole,I,+,u-139-1
sw2952A-ms98-a-0079,333.951625,334.649750,weekend,I,+,u-139-1
sw2952A-ms98-a-0081,342.862000,343.062000,oh,B,b,u-141-1
sw2952A-ms98-a-0081,343.062000,343.232000,that,B,ba,u-141-2
sw2952A-ms98-a-0081,343.232000,343.492000,sounds,I,ba,u-141-2
sw2952A-ms98-a-0081,343.492000,343.762875,fun,I,ba,u-141-2
sw2952A-ms98-a-0083,353.416375,354.076375,yeah,B,b,u-143-1
sw2952A-ms98-a-0084,355.352125,355.522125,well,B,ba,u-145-1
sw2952A-ms98-a-0084,355.522125,355.712125,that,I,ba,u-145-1
sw2952A-ms98-a-0084,355.712125,355.962125,sounds,I,ba,u-145-1
sw2952A-ms98-a-0084,355.962125,356.272125,nice,I,ba,u-145-1
sw2952A-ms98-a-0084,356.272125,356.405000,i,B,sv,u-145-2
sw2952A-ms98-a-0084,356.536875,356.622125,i,I,sv,u-145-2
sw2952A-ms98-a-0084,356.622125,356.812125,think,I,sv,u-145-2
sw2952A-ms98-a-0084,356.812125,356.982125,that'll,I,sv,u-145-2
sw2952A-ms98-a-0084,356.982125,357.092125,be,I,sv,u-145-2
sw2952A-ms98-a-0084,357.092125,357.132125,a,I,sv,u-145-2
sw2952A-ms98-a-0084,357.132125,357.302125,good,I,sv,u-145-2
sw2952A-ms98-a-0084,357.302125,357.682125,family,I,sv,u-145-2
sw2952A-ms98-a-0084,357.682125,358.053250,thing,I,sv,u-145-2
sw2952A-ms98-a-0085,358.607875,358.709875,to,B,+,u-147-1
sw2952A-ms98-a-0085,358.709875,359.049875,start,I,+,u-147-1
sw2952A-ms98-a-0085,359.049875,359.249875,doing,I,+,u-147-1
sw2952A-ms98-a-0085,359.249875,359.479875,more,B,+,u-149-1
sw2952A-ms98-a-0085,359.479875,359.999875,often,I,+,u-149-1
sw2952A-ms98-a-0085,359.999875,360.151250,if,O,,
sw2952A-ms98-a-0087,366.018875,366.634750,uh-huh,B,b,u-151-1
sw2952A-ms98-a-0088,367.681250,368.852500,[laughter],O,,
sw2952A-ms98-a-0089,369.544750,369.844750,yeah,B,b,u-155-1
sw2952A-ms98-a-0089,369.844750,370.054750,we've,O,,
sw2952A-ms98-a-0089,370.054750,370.364750,camped,B,sd,u-157-1
sw2952A-ms98-a-0089,370.364750,370.474750,with,I,sd,u-157-1
sw2952A-ms98-a-0089,370.474750,370.624750,some,I,sd,u-157-1
sw2952A-ms98-a-0089,370.624750,370.954750,friends,I,sd,u-157-1
sw2952A-ms98-a-0089,370.954750,371.064750,who,I,sd,u-157-1
sw2952A-ms98-a-0089,371.064750,371.324750,have,I,sd,u-157-1
sw2952A-ms98-a-0089,371.634750,371.874750,young,I,sd,u-157-1
sw2952A-ms98-a-0089,371.874750,372.334750,children,I,sd,u-157-1
sw2952A-ms98-a-0089,372.334750,372.647375,and,B,sd,u-157-2
sw2952A-ms98-a-0089,372.895875,373.222250,uh,B,+,u-159-1
sw2952A-ms98-a-0089,373.222250,373.362625,if,I,+,u-159-1
sw2952A-ms98-a-0089,373.362625,373.464250,you,I,+,u-159-1
sw2952A-ms98-a-0089,373.464250,373.543375,can,I,+,u-159-1
sw2952A-ms98-a-0089,373.543375,373.774750,find,I,+,u-159-1
sw2952A-ms98-a-0089,373.774750,373.914750,some,I,+,u-159-1
sw2952A-ms98-a-0089,373.914750,374.164750,place,I,+,u-159-1
sw2952A-ms98-a-0089,374.164750,374.264750,where,I,+,u-159-1
sw2952A-ms98-a-0089,374.264750,374.474750,those,I,+,u-159-1
sw2952A-ms98-a-0089,374.474750,374.654750,little,I,+,u-159-1
sw2952A-ms98-a-0089,374.654750,375.294750,sunfish,I,+,u-159-1
sw2952A-ms98-a-0089,375.294750,375.374750,are,I,+,u-159-1
sw2952A-ms98-a-0089,375.374750,375.554750,right,I,+,u-159-1
sw2952A-ms98-a-0089,375.554750,375.784750,around,I,+,u-159-1
sw2952A-ms98-a-0089,375.784750,375.844750,the,I,+,u-159-1
sw2952A-ms98-a-0089,375.844750,376.114750,shore,I,+,u-159-1
sw2952A-ms98-a-0089,376.114750,376.244750,where,I,+,u-159-1
sw2952A-ms98-a-0089,376.244750,376.374750,they,I,+,u-159-1
sw2952A-ms98-a-0089,376.374750,376.544750,can,I,+,u-159-1
sw2952A-ms98-a-0089,376.544750,376.714750,just,I,+,u-159-1
sw2952A-ms98-a-0089,376.714750,376.884750,pull,I,+,u-159-1
sw2952A-ms98-a-0089,376.884750,377.044750,in,I,+,u-159-1
sw2952A-ms98-a-0089,377.044750,377.114750,a,I,+,u-159-1
sw2952A-ms98-a-0089,377.114750,377.533500,lot,O,,
sw2952A-ms98-a-0090,377.913000,378.023000,oh,B,sd,u-161-1
sw2952A-ms98-a-0090,378.023000,378.173000,they,I,sd,u-161-1
sw2952A-ms98-a-0090,378.173000,378.363000,have,I,sd,u-161-1
sw2952A-ms98-a-0090,378.363000,378.533000,so,I,sd,u-161-1
sw2952A-ms98-a-0090,378.533000,378.763000,much,I,sd,u-161-1
sw2952A-ms98-a-0090,378.763000,379.023000,fun,I,sd,u-161-1
sw2952A-ms98-a-0090,379.023000,379.253000,doing,I,sd,u-161-1
sw2952A-ms98-a-0090,379.253000,379.353000,that,I,sd,u-161-1
sw2952A-ms98-a-0090,379.353000,379.593000,and,B,sd,u-163-1
sw2952A-ms98-a-0090,379.593000,379.703000,they,I,sd,u-163-1
sw2952A-ms98-a-0090,379.703000,379.933000,think,I,sd,u-163-1
sw2952A-ms98-a-0090,379.933000,380.063000,they're,I,sd,u-163-1
sw2952A-ms98-a-0090,380.063000,380.263000,really,I,sd,u-163-1
sw2952A-ms98-a-0090,380.263000,380.523000,great,I,sd,u-163-1
sw2952A-ms98-a-0090,380.523000,381.073000,fishermen,I,sd,u-163-1
sw2952A-ms98-a-0090,381.073000,381.293000,because_1,O,,
sw2952A-ms98-a-0090,381.293000,381.383000,they're,O,,
sw2952A-ms98-a-0090,381.383000,381.823000,catching,B,+,u-165-1
sw2952A-ms98-a-0090,381.823000,381.973000,so,I,+,u-165-1
sw2952A-ms98-a-0090,381.973000,382.523000,many,I,+,u-165-1
sw2952A-ms98-a-0092,392.912000,393.698000,oh,B,b,u-167-1
sw2952A-ms98-a-0092,394.523625,394.867625,yeah,B,b,u-169-1
sw2952A-ms98-a-0092,394.867625,395.127625,skip,B,bf,u-169-2
sw2952A-ms98-a-0092,395.127625,395.267625,this,I,bf,u-169-2
sw2952A-ms98-a-0092,395.267625,395.747625,tournament,I,bf,u-169-2
sw2952A-ms98-a-0092,395.747625,396.845500,[laughter],O,,
sw2952A-ms98-a-0094,400.220750,400.920500,right,B,aa,u-171-1
sw2952A-ms98-a-0094,401.090500,401.410500,yeah,B,b,u-173-1
sw2952A-ms98-a-0094,401.410500,401.580500,do,B,qy,u-173-2
sw2952A-ms98-a-0094,401.580500,401.650500,you,I,qy,u-173-2
sw2952A-ms98-a-0094,401.650500,401.800500,do,I,qy,u-173-2
sw2952A-ms98-a-0094,401.800500,402.010500,any,I,qy,u-173-2
sw2952A-ms98-a-0094,402.010500,402.160500,other,I,qy,u-173-2
sw2952A-ms98-a-0094,402.160500,402.760500,crafts,I,qy,u-173-2
sw2952A-ms98-a-0094,402.760500,402.830500,or,I,qy,u-173-2
sw2952A-ms98-a-0094,402.830500,403.190500,anything,I,qy,u-173-2
sw2952A-ms98-a-0094,403.190500,403.520500,besides,I,qy,u-173-2
sw2952A-ms98-a-0094,403.520500,403.660500,just,I,qy,u-173-2
sw2952A-ms98-a-0094,403.660500,404.012875,sewing,I,qy,u-173-2
sw2952A-ms98-a-0096,415.421625,415.547875,it's,O,,
sw2952A-ms98-a-0096,415.547875,415.757875,not,B,sv,u-175-1
sw2952A-ms98-a-0096,415.757875,415.913125,too,I,sv,u-175-1
sw2952A-ms98-a-0096,415.913125,416.594875,hard,I,sv,u-175-1
sw2952A-ms98-a-0096,416.594875,416.827875,it's,O,,
sw2952A-ms98-a-0096,417.017875,417.104500,i,B,sv,u-177-1
sw2952A-ms98-a-0096,417.104500,417.228875,don't,I,sv,u-177-1
sw2952A-ms98-a-0096,417.228875,417.367875,think,I,sv,u-177-1
sw2952A-ms98-a-0096,417.367875,417.487875,it's,I,sv,u-177-1
sw2952A-ms98-a-0096,417.487875,417.607875,as,I,sv,u-177-1
sw2952A-ms98-a-0096,417.607875,417.817875,hard,I,sv,u-177-1
sw2952A-ms98-a-0096,417.817875,417.927875,as,I,sv,u-177-1
sw2952A-ms98-a-0096,417.927875,418.127875,like,I,sv,u-177-1
sw2952A-ms98-a-0096,418.127875,418.727875,knitting,I,sv,u-177-1
sw2952A-ms98-a-0096,418.727875,419.094000,or,I,sv,u-177-1
sw2952A-ms98-a-0096,419.500875,419.997875,crochet,B,+,u-179-1
sw2952A-ms98-a-0096,419.997875,420.067875,or,I,+,u-179-1
sw2952A-ms98-a-0096,420.067875,420.367875,something,I,+,u-179-1
sw2952A-ms98-a-0096,420.367875,420.597875,like,I,+,u-179-1
sw2952A-ms98-a-0096,420.597875,421.047875,that,I,+,u-179-1
sw2952A-ms98-a-0098,428.672000,428.894375,uh,O,,
sw2952A-ms98-a-0098,428.894375,429.551250,yeah,B,b,u-181-1
sw2952A-ms98-a-0098,429.551250,430.079625,[laughter],O,,
sw2952A-ms98-a-0100,432.344000,432.460250,yeah,B,b,u-183-1
sw2952A-ms98-a-0100,432.460250,432.530250,i,B,sd,u-183-2
sw2952A-ms98-a-0100,432.530250,432.880250,started,I,sd,u-183-2
sw2952A-ms98-a-0100,432.880250,433.030250,to,I,sd,u-183-2
sw2952A-ms98-a-0100,433.030250,433.160250,s[weater]-,I,sd,u-183-2
sw2952A-ms98-a-0100,433.160250,433.429875,kn[it]-,I,sd,u-183-2
sw2952A-ms98-a-0100,433.429875,433.510250,to,I,sd,u-183-2
sw2952A-ms98-a-0100,433.510250,433.690250,knit,I,sd,u-183-2
sw2952A-ms98-a-0100,433.690250,433.818250,a,I,sd,u-183-2
sw2952A-ms98-a-0100,433.818250,434.462250,sweater,I,sd,u-183-2
sw2952A-ms98-a-0100,434.462250,434.767500,and,B,sd,u-185-1
sw2952A-ms98-a-0100,435.132750,435.200250,i,I,sd,u-185-1
sw2952A-ms98-a-0100,435.200250,435.410250,got,I,sd,u-185-1
sw2952A-ms98-a-0100,435.410250,435.630250,off,I,sd,u-185-1
sw2952A-ms98-a-0100,435.630250,435.770250,on,I,sd,u-185-1
sw2952A-ms98-a-0100,435.770250,435.930250,my,I,sd,u-185-1
sw2952A-ms98-a-0100,435.930250,436.240250,rows,I,sd,u-185-1
sw2952A-ms98-a-0100,436.240250,436.590250,somehow,I,sd,u-185-1
sw2952A-ms98-a-0100,436.590250,436.710250,and,B,sd,u-185-2
sw2952A-ms98-a-0100,436.710250,436.860250,so,I,sd,u-185-2
sw2952A-ms98-a-0100,436.860250,437.090250,what,I,sd,u-185-2
sw2952A-ms98-a-0100,437.090250,437.270250,should,I,sd,u-185-2
sw2952A-ms98-a-0100,437.270250,437.360250,have,I,sd,u-185-2
sw2952A-ms98-a-0100,437.360250,437.490250,been,I,sd,u-185-2
sw2952A-ms98-a-0100,437.490250,437.560250,the,I,sd,u-185-2
sw2952A-ms98-a-0100,437.560250,437.920250,back,I,sd,u-185-2
sw2952A-ms98-a-0100,437.920250,438.000250,all,I,sd,u-185-2
sw2952A-ms98-a-0100,438.000250,438.060250,of,I,sd,u-185-2
sw2952A-ms98-a-0100,438.060250,438.110250,a,I,sd,u-185-2
sw2952A-ms98-a-0100,438.110250,438.500250,sudden,I,sd,u-185-2
sw2952A-ms98-a-0100,438.650250,438.790250,was,I,sd,u-185-2
sw2952A-ms98-a-0100,438.790250,438.950250,on,I,sd,u-185-2
sw2952A-ms98-a-0100,438.950250,439.010250,the,I,sd,u-185-2
sw2952A-ms98-a-0100,439.010250,439.684000,[laughter-front],O,,
sw2952A-ms98-a-0100,440.087500,440.380250,and,B,sd,u-187-1
sw2952A-ms98-a-0100,440.700250,440.830250,then,I,sd,u-187-1
sw2952A-ms98-a-0100,440.830250,440.920250,i,I,sd,u-187-1
sw2952A-ms98-a-0100,440.920250,441.150250,tore,I,sd,u-187-1
sw2952A-ms98-a-0100,441.150250,441.230250,it,I,sd,u-187-1
sw2952A-ms98-a-0100,441.230250,441.430250,out,I,sd,u-187-1
sw2952A-ms98-a-0100,441.430250,441.520250,and,I,sd,u-187-1
sw2952A-ms98-a-0100,441.520250,441.630250,threw,I,sd,u-187-1
sw2952A-ms98-a-0100,441.630250,441.760250,it,I,sd,u-187-1
sw2952A-ms98-a-0100,441.760250,441.940250,[laughter-down],O,,
sw2952A-ms98-a-0100,441.940250,442.087625,[laughter-and],O,,
sw2952A-ms98-a-0100,442.087625,443.172375,[laughter-i],O,,
sw2952A-ms98-a-0100,443.172375,443.293375,i,B,sd,u-187-2
sw2952A-ms98-a-0100,443.293375,443.520625,never,I,sd,u-187-2
sw2952A-ms98-a-0100,443.520625,443.714125,have,I,sd,u-187-2
sw2952A-ms98-a-0101,443.796375,443.986375,picked,B,+,u-189-1
sw2952A-ms98-a-0101,443.986375,444.102625,it,I,+,u-189-1
sw2952A-ms98-a-0101,444.102625,444.297875,back,I,+,u-189-1
sw2952A-ms98-a-0101,444.297875,444.436375,up,I,+,u-189-1
sw2952A-ms98-a-0101,444.436375,444.646375,again,I,+,u-189-1
sw2952A-ms98-a-0101,444.646375,444.746375,and,B,sd,u-189-2
sw2952A-ms98-a-0101,444.746375,444.896375,now,I,sd,u-189-2
sw2952A-ms98-a-0101,444.896375,444.946375,i,I,sd,u-189-2
sw2952A-ms98-a-0101,444.946375,445.176375,can't,I,sd,u-189-2
sw2952A-ms98-a-0101,445.176375,445.546375,remember,I,sd,u-189-2
sw2952A-ms98-a-0101,445.546375,445.956375,anything,I,sd,u-189-2
sw2952A-ms98-a-0101,445.956375,446.286375,about,I,sd,u-189-2
sw2952A-ms98-a-0101,446.286375,446.506375,it,I,sd,u-189-2
sw2952A-ms98-a-0101,446.506375,447.420125,[laughter],O,,
sw2952A-ms98-a-0103,453.692625,453.862625,oh,B,b,u-191-1
sw2952A-ms98-a-0103,453.862625,454.268625,uh-huh,I,b,u-191-1
sw2952A-ms98-a-0105,464.631000,465.292500,[laughter],O,,
sw2952A-ms98-a-0107,466.881875,467.430875,yeah,B,b,u-195-1
sw2952A-ms98-a-0107,467.616625,467.893750,forget,B,^2,u-197-1
sw2952A-ms98-a-0107,467.893750,468.033750,it,I,^2,u-197-1
sw2952A-ms98-a-0107,468.033750,468.603750,[laughter],O,,
sw2952A-ms98-a-0109,475.185875,475.374500,[laughter],O,,
sw2952A-ms98-a-0109,475.374500,475.874000,yeah,B,b,u-199-1
sw2952A-ms98-a-0111,479.752375,480.120875,yeah,B,aa,u-201-1
sw2952A-ms98-a-0111,480.120875,480.170875,i,B,sd,u-201-2
sw2952A-ms98-a-0111,480.170875,480.609625,remember,I,sd,u-201-2
sw2952A-ms98-a-0111,480.609625,481.006625,that,I,sd,u-201-2
sw2952A-ms98-a-0111,481.232500,481.658750,yeah,B,b,u-203-1
sw2952A-ms98-a-0113,486.051375,486.561375,yeah,B,b,u-205-1
sw2952A-ms98-a-0113,486.561375,486.761375,yeah,B,b^r,u-205-2
sw2952A-ms98-a-0113,486.761375,486.881375,they,B,sv,u-205-3
sw2952A-ms98-a-0113,486.881375,486.971375,are,I,sv,u-205-3
sw2952A-ms98-a-0113,486.971375,487.181375,pretty,I,sv,u-205-3
sw2952A-ms98-a-0113,487.181375,487.501375,easy,I,sv,u-205-3
sw2952A-ms98-a-0114,488.454000,488.815250,well,B,fc,u-207-1
sw2952A-ms98-a-0114,488.815250,489.060000,it's,I,fc,u-207-1
sw2952A-ms98-a-0114,489.060000,489.250000,been,I,fc,u-207-1
sw2952A-ms98-a-0114,489.250000,489.420000,real,I,fc,u-207-1
sw2952A-ms98-a-0114,489.420000,489.580000,good,I,fc,u-207-1
sw2952A-ms98-a-0114,489.580000,490.020000,talking,I,fc,u-207-1
sw2952A-ms98-a-0114,490.020000,490.090000,to,I,fc,u-207-1
sw2952A-ms98-a-0114,490.090000,490.471500,you,I,fc,u-207-1
sw2952A-ms98-a-0114,490.663625,490.940000,and,B,fc,u-209-1
sw2952A-ms98-a-0114,490.940000,490.990000,i,I,fc,u-209-1
sw2952A-ms98-a-0114,490.990000,491.140000,hope,I,fc,u-209-1
sw2952A-ms98-a-0114,491.140000,491.210000,you,I,fc,u-209-1
sw2952A-ms98-a-0114,491.210000,491.380000,enjoy,I,fc,u-209-1
sw2952A-ms98-a-0114,491.380000,491.490000,your,I,fc,u-209-1
sw2952A-ms98-a-0114,491.490000,491.850000,camping,I,fc,u-209-1
sw2952A-ms98-a-0114,491.850000,492.120000,trip,I,fc,u-209-1
sw2952A-ms98-a-0115,493.139500,493.359875,um-hum,B,fw*,u-211-1
sw2952A-ms98-a-0115,493.483375,493.720875,bye,B,fc,u-211-2
