sw2835B-ms98-a-0003,6.047750,6.642500,yeah,B,b,u-2-1
sw2835B-ms98-a-0114,515.850875,516.990875,communication,I,+,u-112-1
sw2835B-ms98-a-0114,516.990875,517.240875,and,B,%,u-112-2
sw2835B-ms98-a-0116,518.995375,519.423000,yeah,B,b,u-114-1
sw2835B-ms98-a-0118,531.787125,532.339375,yeah,B,b,u-116-1
sw2835B-ms98-a-0120,535.218250,535.715625,[laughter],O,,
sw2835B-ms98-a-0122,537.181000,537.253375,it's,B,sv,u-118-1
sw2835B-ms98-a-0122,537.253375,537.453375,pretty,I,sv,u-118-1
sw2835B-ms98-a-0122,537.453375,537.993375,wild,I,sv,u-118-1
sw2835B-ms98-a-0124,548.118250,548.464500,uh-huh,B,b,u-120-1
sw2835B-ms98-a-0126,551.638750,552.061375,yeah,B,aa,u-122-1
sw2835B-ms98-a-0128,554.025375,554.228250,sure,B,aa,u-122-2
sw2835B-ms98-a-0128,554.228250,554.548250,do,I,aa,u-122-2
sw2835B-ms98-a-0129,555.385375,555.575375,huh,I,aa,u-122-2
sw2835B-ms98-a-0131,564.981500,565.366000,yeah,B,b,u-124-1
sw2835B-ms98-a-0133,573.464500,573.879500,yeah,B,b,u-126-1
sw2835B-ms98-a-0135,578.932000,579.512875,yeah,B,b,u-128-1
sw2835B-ms98-a-0137,582.233750,582.353750,i,B,sd,u-128-2
sw2835B-ms98-a-0137,582.353750,582.533750,know,I,sd,u-128-2
sw2835B-ms98-a-0137,582.533750,582.978125,that's,I,sd,u-128-2
sw2835B-ms98-a-0137,583.155250,583.483750,what,I,sd,u-128-2
sw2835B-ms98-a-0137,583.483750,583.842625,uh,I,sd,u-128-2
sw2835B-ms98-a-0137,584.177875,584.343750,what,I,sd,u-128-2
sw2835B-ms98-a-0137,584.343750,584.463750,my,I,sd,u-128-2
sw2835B-ms98-a-0137,584.463750,584.793750,family,I,sd,u-128-2
sw2835B-ms98-a-0137,584.793750,584.963750,was,I,sd,u-128-2
sw2835B-ms98-a-0137,584.963750,585.203750,talking,I,sd,u-128-2
sw2835B-ms98-a-0137,585.203750,585.673750,when,I,sd,u-128-2
sw2835B-ms98-a-0137,585.673750,585.819000,i,I,sd,u-128-2
sw2835B-ms98-a-0137,586.082625,586.283750,picked,I,sd,u-128-2
sw2835B-ms98-a-0137,586.283750,586.403750,up,I,sd,u-128-2
sw2835B-ms98-a-0137,586.403750,586.503750,and,I,sd,u-128-2
sw2835B-ms98-a-0137,586.503750,586.743750,moved,I,sd,u-128-2
sw2835B-ms98-a-0137,586.743750,586.823750,to,I,sd,u-128-2
sw2835B-ms98-a-0137,586.823750,587.603750,Texas,I,sd,u-128-2
sw2835B-ms98-a-0137,587.603750,587.843750,from,I,sd,u-128-2
sw2835B-ms98-a-0137,587.843750,588.323750,Indiana,I,sd,u-128-2
sw2835B-ms98-a-0137,588.323750,588.543750,and,B,sd(^q),u-128-3
sw2835B-ms98-a-0137,588.543750,588.663750,they,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,588.663750,588.753750,were,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,588.753750,589.073750,like,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,589.073750,589.396250,well,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,589.708875,589.793750,you,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,589.793750,590.106375,know,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,590.370000,590.673750,twen[ty]-,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,590.673750,590.973750,thirty,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,590.973750,591.233750,years,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,591.233750,591.453750,ago,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,591.453750,591.573750,we,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,591.573750,591.803750,wouldn't,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,591.803750,591.893750,have,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,591.893750,592.113750,done,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,592.113750,592.632750,that,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,592.919625,593.033750,you,I,sd(^q),u-128-3
sw2835B-ms98-a-0137,593.033750,593.343750,know,I,sd(^q),u-128-3
sw2835B-ms98-a-0138,594.411625,594.751625,and,B,sd,u-130-1
sw2835B-ms98-a-0138,594.751625,594.911625,uh,I,sd,u-130-1
sw2835B-ms98-a-0138,594.911625,595.811625,especially,I,sd,u-130-1
sw2835B-ms98-a-0138,595.811625,596.021625,come,I,sd,u-130-1
sw2835B-ms98-a-0138,596.021625,596.301625,home,I,sd,u-130-1
sw2835B-ms98-a-0138,596.301625,596.755750,every,I,sd,u-130-1
sw2835B-ms98-a-0138,597.011875,597.301625,couple,I,sd,u-130-1
sw2835B-ms98-a-0138,597.301625,597.781625,months,I,sd,u-130-1
sw2835B-ms98-a-0139,598.559375,598.699375,you,B,%,u-132-1
sw2835B-ms98-a-0139,598.699375,599.072500,know,I,%,u-132-1
sw2835B-ms98-a-0140,599.980375,600.238250,and,I,%,u-132-1
