sw2652A-ms98-a-0002,1.008750,1.558750,okay,B,%,u-1-1
sw2652A-ms98-a-0080,240.529625,240.579625,uh,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,240.579625,240.656500,i,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,240.656500,240.807250,just,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,240.807250,241.039625,don't,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,241.039625,241.269625,want,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,241.269625,241.388750,to,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,241.498000,241.649625,do,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,241.649625,241.749625,it,I,sd(^q),u-99-3
sw2652A-ms98-a-0081,243.251250,243.681250,yeah,B,b,u-101-1
sw2652A-ms98-a-0083,247.185625,247.506500,uh-huh,B,b,u-103-1
sw2652A-ms98-a-0085,252.714375,253.273125,[laughter-yeah],O,,
sw2652A-ms98-a-0086,254.341375,254.549000,that's,B,ba,u-105-2
sw2652A-ms98-a-0086,254.549000,254.662000,an,I,ba,u-105-2
sw2652A-ms98-a-0086,254.662000,255.327875,idea,I,ba,u-105-2
sw2652A-ms98-a-0086,256.007000,256.281625,oh,O,,
sw2652A-ms98-a-0086,256.281625,256.486750,yeah,B,b,u-107-1
sw2652A-ms98-a-0087,258.009875,258.309875,yeah,B,b,u-109-1
sw2652A-ms98-a-0087,258.309875,258.767000,i,B,%,u-109-2
sw2652A-ms98-a-0087,259.102125,259.227375,you,I,%,u-109-2
sw2652A-ms98-a-0087,259.227375,259.499875,know,I,%,u-109-2
sw2652A-ms98-a-0087,259.499875,259.599875,if,B,%,u-109-3
sw2652A-ms98-a-0087,259.599875,259.679875,i,I,%,u-109-3
sw2652A-ms98-a-0087,259.679875,259.911000,have,I,%,u-109-3
sw2652A-ms98-a-0087,259.911000,260.058000,if,B,sd,u-109-4
sw2652A-ms98-a-0087,260.058000,260.249125,i,I,sd,u-109-4
sw2652A-ms98-a-0087,260.249125,260.369625,know,I,sd,u-109-4
sw2652A-ms98-a-0087,260.369625,260.559875,i'm,I,sd,u-109-4
sw2652A-ms98-a-0087,260.559875,260.849875,having,I,sd,u-109-4
sw2652A-ms98-a-0087,260.849875,261.109875,somebody,I,sd,u-109-4
sw2652A-ms98-a-0087,261.109875,261.329875,come,I,sd,u-109-4
sw2652A-ms98-a-0087,261.329875,261.479875,over,I,sd,u-109-4
sw2652A-ms98-a-0087,261.479875,261.559875,to,I,sd,u-109-4
sw2652A-ms98-a-0087,261.559875,261.649875,the,I,sd,u-109-4
sw2652A-ms98-a-0087,261.649875,261.999875,house,I,sd,u-109-4
sw2652A-ms98-a-0087,261.999875,262.119875,and,I,sd,u-109-4
sw2652A-ms98-a-0087,262.469875,262.609875,there's,I,sd,u-109-4
sw2652A-ms98-a-0087,262.609875,262.679875,a,I,sd,u-109-4
sw2652A-ms98-a-0087,262.679875,263.439875,possibility,I,sd,u-109-4
sw2652A-ms98-a-0087,263.439875,263.539875,they,I,sd,u-109-4
sw2652A-ms98-a-0087,263.539875,263.859875,might,I,sd,u-109-4
sw2652A-ms98-a-0087,263.859875,263.919875,be,I,sd,u-109-4
sw2652A-ms98-a-0087,263.919875,264.129875,going,I,sd,u-109-4
sw2652A-ms98-a-0087,264.129875,264.319875,back,I,sd,u-109-4
sw2652A-ms98-a-0087,264.319875,264.499875,into,I,sd,u-109-4
sw2652A-ms98-a-0087,264.499875,264.714750,my,I,sd,u-109-4
sw2652A-ms98-a-0087,264.714750,265.112125,room,I,sd,u-109-4
sw2652A-ms98-a-0087,265.419125,265.584875,i,B,+,u-111-1
sw2652A-ms98-a-0087,265.584875,265.709875,will,I,+,u-111-1
sw2652A-ms98-a-0087,265.709875,265.869875,put,I,+,u-111-1
sw2652A-ms98-a-0087,265.869875,266.029875,it,I,+,u-111-1
sw2652A-ms98-a-0087,266.029875,266.369875,away,I,+,u-111-1
sw2652A-ms98-a-0087,266.369875,266.659875,but,B,sd,u-113-1
sw2652A-ms98-a-0088,267.284375,267.535500,i,I,sd,u-113-1
sw2652A-ms98-a-0088,267.535500,267.879625,iron,I,sd,u-113-1
sw2652A-ms98-a-0088,267.879625,267.989625,our,I,sd,u-113-1
sw2652A-ms98-a-0088,267.989625,268.419625,clothes,I,sd,u-113-1
sw2652A-ms98-a-0088,268.419625,268.609625,as,I,sd,u-113-1
sw2652A-ms98-a-0088,268.609625,268.729625,we,I,sd,u-113-1
sw2652A-ms98-a-0088,268.729625,269.009625,go,I,sd,u-113-1
sw2652A-ms98-a-0088,269.009625,269.639625,along,I,sd,u-113-1
sw2652A-ms98-a-0088,269.639625,270.185125,so,B,%,u-115-1
sw2652A-ms98-a-0088,270.347000,270.429625,you,I,%,u-115-1
sw2652A-ms98-a-0088,270.429625,270.669625,know,I,%,u-115-1
sw2652A-ms98-a-0090,273.228750,273.528750,right,B,aa,u-117-1
sw2652A-ms98-a-0090,273.748750,274.108750,no,B,aa,u-117-2
sw2652A-ms98-a-0092,276.294500,276.724500,uh-huh,B,b,u-119-1
sw2652A-ms98-a-0094,279.977375,280.447375,uh-huh,B,b,u-121-1
sw2652A-ms98-a-0095,282.040250,282.402625,[vocalized-noise],O,,
sw2652A-ms98-a-0096,282.819750,283.269750,uh-huh,B,aa,u-123-1
sw2652A-ms98-a-0096,283.393000,283.623625,you,B,bf,u-123-2
sw2652A-ms98-a-0096,283.623625,283.929625,can't,I,bf,u-123-2
sw2652A-ms98-a-0096,283.929625,284.219625,iron,I,bf,u-123-2
sw2652A-ms98-a-0096,284.219625,284.340125,it,I,bf,u-123-2
sw2652A-ms98-a-0096,284.340125,284.649750,all,I,bf,u-123-2
sw2652A-ms98-a-0096,284.649750,284.919750,and,B,%,u-123-3
sw2652A-ms98-a-0097,285.509750,285.868750,yeah,B,b,u-125-1
sw2652A-ms98-a-0097,286.019125,286.106500,and,B,sd,u-125-2
sw2652A-ms98-a-0097,286.106500,286.299750,then,I,sd,u-125-2
sw2652A-ms98-a-0097,286.299750,286.439750,with,I,sd,u-125-2
sw2652A-ms98-a-0097,286.439750,286.539750,my,I,sd,u-125-2
sw2652A-ms98-a-0097,286.539750,286.899750,kids,I,sd,u-125-2
sw2652A-ms98-a-0097,286.899750,287.039750,they're,I,sd,u-125-2
sw2652A-ms98-a-0097,287.039750,287.389750,always,I,sd,u-125-2
sw2652A-ms98-a-0097,287.389750,287.649750,getting,I,sd,u-125-2
sw2652A-ms98-a-0097,287.649750,287.880000,into,I,sd,u-125-2
sw2652A-ms98-a-0097,287.880000,288.023125,you,I,sd,u-125-2
sw2652A-ms98-a-0097,288.023125,288.370250,know,I,sd,u-125-2
sw2652A-ms98-a-0097,288.483250,288.549750,they,B,sd,u-125-3
sw2652A-ms98-a-0097,288.549750,288.779750,can't,I,sd,u-125-3
sw2652A-ms98-a-0097,288.779750,289.049750,decide,I,sd,u-125-3
sw2652A-ms98-a-0097,289.049750,289.179750,what,I,sd,u-125-3
sw2652A-ms98-a-0097,289.179750,289.269750,they,I,sd,u-125-3
sw2652A-ms98-a-0097,289.269750,289.479750,want,I,sd,u-125-3
sw2652A-ms98-a-0097,289.479750,289.629750,to,I,sd,u-125-3
sw2652A-ms98-a-0097,289.629750,289.999750,wear,I,sd,u-125-3
sw2652A-ms98-a-0097,289.999750,290.159750,so,I,sd,u-125-3
sw2652A-ms98-a-0097,290.159750,290.389500,they,I,sd,u-125-3
sw2652A-ms98-a-0097,290.811375,291.169750,change,B,+,u-127-1
sw2652A-ms98-a-0097,291.169750,291.299750,their,I,+,u-127-1
sw2652A-ms98-a-0097,291.299750,291.939750,minds,I,+,u-127-1
sw2652A-ms98-a-0097,291.939750,291.999750,you,I,+,u-127-1
sw2652A-ms98-a-0097,291.999750,292.079750,know,I,+,u-127-1
sw2652A-ms98-a-0097,292.079750,292.197625,i,I,+,u-127-1
sw2652A-ms98-a-0097,292.197625,292.579500,know,I,+,u-127-1
sw2652A-ms98-a-0097,292.579500,292.718750,i,I,+,u-127-1
sw2652A-ms98-a-0097,292.718750,292.819750,mean,I,+,u-127-1
sw2652A-ms98-a-0097,292.819750,292.969750,my,I,+,u-127-1
sw2652A-ms98-a-0097,292.969750,293.219750,oldest,I,+,u-127-1
sw2652A-ms98-a-0097,293.219750,293.289750,is,I,+,u-127-1
sw2652A-ms98-a-0097,293.289750,293.499750,only,I,+,u-127-1
sw2652A-ms98-a-0097,293.499750,293.849750,four,I,+,u-127-1
sw2652A-ms98-a-0097,293.849750,294.009750,but,B,sd,u-127-2
sw2652A-ms98-a-0097,294.009750,294.339125,she's,I,sd,u-127-2
sw2652A-ms98-a-0098,295.187750,295.544125,changes,I,sd,u-127-2
sw2652A-ms98-a-0098,295.544125,295.638500,her,I,sd,u-127-2
sw2652A-ms98-a-0098,295.638500,295.978500,mind,I,sd,u-127-2
sw2652A-ms98-a-0098,295.978500,296.058500,two,I,sd,u-127-2
sw2652A-ms98-a-0098,296.058500,296.138500,or,I,sd,u-127-2
sw2652A-ms98-a-0098,296.138500,296.338500,three,I,sd,u-127-2
sw2652A-ms98-a-0098,296.338500,296.768500,times,I,sd,u-127-2
sw2652A-ms98-a-0098,296.768500,297.038500,before,B,+,u-129-1
sw2652A-ms98-a-0098,297.038500,297.178500,she,I,+,u-129-1
sw2652A-ms98-a-0098,297.178500,297.498500,figures,I,+,u-129-1
sw2652A-ms98-a-0098,297.498500,297.598500,out,I,+,u-129-1
sw2652A-ms98-a-0098,297.598500,297.718500,what,I,+,u-129-1
sw2652A-ms98-a-0098,297.718500,297.868500,she's,I,+,u-129-1
sw2652A-ms98-a-0098,297.868500,297.988500,going,I,+,u-129-1
sw2652A-ms98-a-0098,297.988500,298.048500,to,I,+,u-129-1
sw2652A-ms98-a-0098,298.048500,298.523125,wear,I,+,u-129-1
sw2652A-ms98-a-0098,298.523125,298.791500,so,B,%,u-129-2
sw2652A-ms98-a-0100,300.217625,300.337625,and,B,sd,u-131-1
sw2652A-ms98-a-0100,300.337625,300.427625,then,I,sd,u-131-1
sw2652A-ms98-a-0100,300.427625,300.517625,they,I,sd,u-131-1
sw2652A-ms98-a-0100,300.517625,300.797625,never,I,sd,u-131-1
sw2652A-ms98-a-0100,300.797625,300.987625,put,I,sd,u-131-1
sw2652A-ms98-a-0100,300.987625,301.467625,anything,I,sd,u-131-1
sw2652A-ms98-a-0100,301.467625,302.030625,back,I,sd,u-131-1
sw2652A-ms98-a-0101,303.315750,303.575000,so,O,,
sw2652A-ms98-a-0102,304.866125,305.296125,uh-huh,B,b,u-133-1
sw2652A-ms98-a-0103,305.534750,305.751750,yeah,B,b,u-135-1
sw2652A-ms98-a-0103,305.751750,305.941750,that,B,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,305.941750,306.221750,that,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,306.221750,306.461750,that's,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,306.461750,306.809375,called,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,307.024125,307.501750,smart,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,307.501750,307.591750,you,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,307.591750,307.771750,know,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,307.771750,307.908625,they,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,307.908625,308.098375,don't,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,308.230250,308.311750,we,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,308.311750,308.521750,don't,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,308.521750,308.651750,do,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,308.651750,308.811750,that,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,308.811750,308.991750,kind,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,308.991750,309.051750,of,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,309.051750,309.361750,stuff,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,309.361750,309.451750,you,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0103,309.451750,309.703500,know,I,sv(^q)@,u-135-2
sw2652A-ms98-a-0104,310.795250,311.105250,that's,B,+@,u-137-1
sw2652A-ms98-a-0104,311.105250,311.295250,called,I,+@,u-137-1
sw2652A-ms98-a-0104,311.415250,311.565250,too,I,+@,u-137-1
sw2652A-ms98-a-0104,311.565250,311.865250,easy,I,+@,u-137-1
sw2652A-ms98-a-0104,311.865250,311.965250,on,I,+@,u-137-1
sw2652A-ms98-a-0104,311.965250,312.665250,mom,I,+@,u-137-1
sw2652A-ms98-a-0105,313.898375,314.018375,our,B,^q,u-139-1
sw2652A-ms98-a-0105,314.018375,314.248375,lot,I,^q,u-139-1
sw2652A-ms98-a-0105,314.248375,314.398375,in,I,^q,u-139-1
sw2652A-ms98-a-0105,314.398375,314.668375,life,I,^q,u-139-1
sw2652A-ms98-a-0105,314.668375,314.778375,is,I,^q,u-139-1
sw2652A-ms98-a-0105,314.778375,314.918375,to,I,^q,u-139-1
sw2652A-ms98-a-0105,314.918375,315.198375,make,I,^q,u-139-1
sw2652A-ms98-a-0105,315.198375,315.488375,her,I,^q,u-139-1
sw2652A-ms98-a-0105,315.488375,315.838375,life,I,^q,u-139-1
sw2652A-ms98-a-0105,315.838375,316.338375,miserable,I,^q,u-139-1
sw2652A-ms98-a-0105,316.338375,316.568375,so,B,%,u-139-2
sw2652A-ms98-a-0105,316.568375,317.312875,[laughter],O,,
sw2652A-ms98-a-0107,319.165250,319.601000,um,B,%,u-141-1
sw2652A-ms98-a-0108,320.707750,321.015000,yeah,B,b,u-143-1
sw2652A-ms98-a-0108,321.015000,321.081250,[vocalized-noise],O,,
sw2652A-ms98-a-0108,321.081250,321.317750,well,B,%,u-143-2
sw2652A-ms98-a-0108,321.317750,321.771750,that's,I,%,u-143-2
sw2652A-ms98-a-0108,321.771750,321.933625,it's,B,sd,u-143-3
sw2652A-ms98-a-0108,321.933625,322.146750,been,I,sd,u-143-3
sw2652A-ms98-a-0108,322.146750,322.337750,good,I,sd,u-143-3
sw2652A-ms98-a-0108,322.337750,322.658375,talking,I,sd,u-143-3
sw2652A-ms98-a-0108,322.658375,322.846750,to,I,sd,u-143-3
sw2652A-ms98-a-0108,322.846750,322.990750,you,I,sd,u-143-3
sw2652A-ms98-a-0108,323.073625,323.207750,to,I,sd,u-143-3
sw2652A-ms98-a-0108,323.207750,323.437750,see,I,sd,u-143-3
sw2652A-ms98-a-0108,323.437750,323.870375,somebody,I,sd,u-143-3
sw2652A-ms98-a-0108,323.870375,324.073750,hear,I,sd,u-143-3
sw2652A-ms98-a-0108,324.073750,324.377750,somebody,I,sd,u-143-3
sw2652A-ms98-a-0108,324.377750,324.507750,that,I,sd,u-143-3
sw2652A-ms98-a-0108,324.507750,324.717750,does,I,sd,u-143-3
sw2652A-ms98-a-0108,324.717750,324.777750,the,I,sd,u-143-3
sw2652A-ms98-a-0108,324.777750,324.977750,same,I,sd,u-143-3
sw2652A-ms98-a-0108,324.977750,325.167750,thing,I,sd,u-143-3
sw2652A-ms98-a-0108,325.167750,325.267750,i,I,sd,u-143-3
sw2652A-ms98-a-0108,325.267750,325.457750,do,I,sd,u-143-3
sw2652A-ms98-a-0108,325.457750,325.647750,because_1,I,sd,u-143-3
sw2652A-ms98-a-0108,326.011625,326.124625,i,I,sd,u-143-3
sw2652A-ms98-a-0108,326.124625,326.287750,tell,I,sd,u-143-3
sw2652A-ms98-a-0108,326.287750,326.527750,people,I,sd,u-143-3
sw2652A-ms98-a-0108,326.527750,326.620625,what,I,sd,u-143-3
sw2652A-ms98-a-0108,326.620625,326.760000,i,I,sd,u-143-3
sw2652A-ms98-a-0108,326.760000,326.917750,do,I,sd,u-143-3
sw2652A-ms98-a-0108,326.917750,327.017750,and,B,sd(^q),u-143-4
sw2652A-ms98-a-0108,327.017750,327.142000,they,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,327.142000,327.255000,just,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,327.255000,327.360750,go,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,327.360750,327.633500,oh,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,327.633500,327.863250,how,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,327.863250,328.025750,do,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,328.025750,328.087750,you,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,328.087750,328.307750,do,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,328.307750,328.507750,that,I,sd(^q),u-143-4
sw2652A-ms98-a-0108,328.507750,328.647750,it's,B,sd(^q),u-145-1
sw2652A-ms98-a-0108,328.647750,328.787750,like,I,sd(^q),u-145-1
sw2652A-ms98-a-0108,329.177000,329.347750,it's,I,sd(^q),u-145-1
sw2652A-ms98-a-0108,329.347750,329.767750,easy,I,sd(^q),u-145-1
sw2652A-ms98-a-0108,329.867750,329.947750,you,I,sd(^q),u-145-1
sw2652A-ms98-a-0108,329.947750,330.147750,just,I,sd(^q),u-145-1
sw2652A-ms98-a-0108,330.147750,330.267750,do,I,sd(^q),u-145-1
sw2652A-ms98-a-0108,330.267750,330.457750,it,I,sd(^q),u-145-1
sw2652A-ms98-a-0108,330.457750,330.617750,[laughter-you],O,,
sw2652A-ms98-a-0108,330.617750,330.833625,[laughter-know],O,,
sw2652A-ms98-a-0110,332.110750,332.411500,uh-huh,B,b,u-147-1
sw2652A-ms98-a-0112,341.673375,342.305250,yeah,B,b,u-149-1
sw2652A-ms98-a-0112,342.305250,342.781625,yeah,B,b^r,u-149-2
sw2652A-ms98-a-0112,343.335250,343.454500,i,B,sd,u-149-3
sw2652A-ms98-a-0112,343.454500,343.594500,don't,I,sd,u-149-3
sw2652A-ms98-a-0112,343.594500,343.774500,think,I,sd,u-149-3
sw2652A-ms98-a-0112,343.774500,343.914500,i'd,I,sd,u-149-3
sw2652A-ms98-a-0112,343.914500,344.054500,know,I,sd,u-149-3
sw2652A-ms98-a-0112,344.054500,344.224500,what,I,sd,u-149-3
sw2652A-ms98-a-0112,344.224500,344.314500,to,I,sd,u-149-3
sw2652A-ms98-a-0112,344.314500,344.394500,do,I,sd,u-149-3
sw2652A-ms98-a-0112,344.394500,344.534500,if,I,sd,u-149-3
sw2652A-ms98-a-0112,344.534500,344.604500,it,I,sd,u-149-3
sw2652A-ms98-a-0112,344.604500,344.944500,wasn't,I,sd,u-149-3
sw2652A-ms98-a-0112,344.944500,345.164500,there,I,sd,u-149-3
sw2652A-ms98-a-0112,345.164500,345.244500,you,I,sd,u-149-3
sw2652A-ms98-a-0112,345.244500,345.414500,know,I,sd,u-149-3
sw2652A-ms98-a-0112,345.414500,345.514500,my,B,sd,u-151-1
sw2652A-ms98-a-0112,345.514500,345.964500,husband,I,sd,u-151-1
sw2652A-ms98-a-0112,345.964500,346.234500,wouldn't,I,sd,u-151-1
sw2652A-ms98-a-0112,346.234500,346.354500,know,I,sd,u-151-1
sw2652A-ms98-a-0112,346.354500,346.504500,where,I,sd,u-151-1
sw2652A-ms98-a-0112,346.504500,346.594500,to,I,sd,u-151-1
sw2652A-ms98-a-0112,346.594500,346.844500,hang,I,sd,u-151-1
sw2652A-ms98-a-0112,346.844500,347.014500,his,I,sd,u-151-1
sw2652A-ms98-a-0112,347.274500,347.524500,dirty,I,sd,u-151-1
sw2652A-ms98-a-0112,347.524500,348.099625,clothes,I,sd,u-151-1
sw2652A-ms98-a-0113,348.731125,348.911125,you,B,o,u-153-1
sw2652A-ms98-a-0113,348.911125,349.275750,know,I,o,u-153-1
sw2652A-ms98-a-0114,350.596375,351.130250,yeah,B,aa,u-155-1
sw2652A-ms98-a-0114,351.317250,351.446250,you,O,,
sw2652A-ms98-a-0114,351.446250,351.717375,know,O,,
sw2652A-ms98-a-0114,351.717375,351.826375,he,B,sd,u-157-1
sw2652A-ms98-a-0114,351.826375,352.026375,wouldn't,I,sd,u-157-1
sw2652A-ms98-a-0114,352.026375,352.136375,know,I,sd,u-157-1
sw2652A-ms98-a-0114,352.136375,352.236375,where,I,sd,u-157-1
sw2652A-ms98-a-0114,352.236375,352.336375,to,I,sd,u-157-1
sw2652A-ms98-a-0114,352.336375,352.536375,put,I,sd,u-157-1
sw2652A-ms98-a-0114,352.536375,352.856375,things,I,sd,u-157-1
sw2652A-ms98-a-0114,352.856375,353.348500,so,B,%,u-157-2
sw2652A-ms98-a-0116,355.450000,355.975125,yeah,B,b,u-159-1
sw2652A-ms98-a-0116,356.322000,356.591000,so,B,%,u-159-2
sw2652A-ms98-a-0117,357.628625,357.903500,oh,B,fc,u-161-1
sw2652A-ms98-a-0117,357.903500,357.962250,it,I,fc,u-161-1
sw2652A-ms98-a-0117,357.962250,358.027625,was,I,fc,u-161-1
sw2652A-ms98-a-0117,358.027625,358.224375,nice,I,fc,u-161-1
sw2652A-ms98-a-0117,358.224375,358.524375,talking,I,fc,u-161-1
sw2652A-ms98-a-0117,358.524375,358.664375,with,I,fc,u-161-1
sw2652A-ms98-a-0117,358.664375,358.784375,you,I,fc,u-161-1
sw2652A-ms98-a-0117,358.784375,359.274375,too,I,fc,u-161-1
sw2652A-ms98-a-0118,359.793250,359.953250,take,B,fc,u-163-1
sw2652A-ms98-a-0118,359.953250,360.284375,care,I,fc,u-163-1
sw2652A-ms98-a-0118,360.377375,360.770625,bye-bye,O,,
