sw3936A-ms98-a-0003,2.574500,2.764500,no,B,nn,u-2-1
sw3936A-ms98-a-0048,230.595250,230.755250,kind,I,sd,u-54-2
sw3936A-ms98-a-0048,230.755250,230.845250,of,I,sd,u-54-2
sw3936A-ms98-a-0048,230.875250,230.905250,uh,I,sd,u-54-2
sw3936A-ms98-a-0048,230.905250,231.395250,it's,B,sd,u-54-3
sw3936A-ms98-a-0048,231.565250,231.635250,in,I,sd,u-54-3
sw3936A-ms98-a-0048,231.635250,231.835250,the,I,sd,u-54-3
sw3936A-ms98-a-0048,232.055250,232.225250,little,I,sd,u-54-3
sw3936A-ms98-a-0048,232.225250,232.455250,valley,I,sd,u-54-3
sw3936A-ms98-a-0048,232.535250,232.715250,but,B,sd,u-54-4
sw3936A-ms98-a-0049,233.862000,234.042000,and,I,sd,u-54-4
sw3936A-ms98-a-0049,234.042000,234.332000,i,I,sd,u-54-4
sw3936A-ms98-a-0049,234.332000,234.452000,uh,I,sd,u-54-4
sw3936A-ms98-a-0049,234.692000,234.982000,sure,I,sd,u-54-4
sw3936A-ms98-a-0049,234.982000,235.212000,hope,I,sd,u-54-4
sw3936A-ms98-a-0049,235.212000,235.432000,we,I,sd,u-54-4
sw3936A-ms98-a-0049,235.462000,235.662000,we,B,sv,u-54-5
sw3936A-ms98-a-0049,235.662000,236.002000,really,I,sv,u-54-5
sw3936A-ms98-a-0049,236.002000,236.232000,need,I,sv,u-54-5
sw3936A-ms98-a-0049,236.232000,236.292000,the,I,sv,u-54-5
sw3936A-ms98-a-0049,236.292000,236.772000,moisture,I,sv,u-54-5
sw3936A-ms98-a-0049,236.772000,236.902000,i,B,sd,u-54-6
sw3936A-ms98-a-0049,236.902000,237.152000,hope,I,sd,u-54-6
sw3936A-ms98-a-0049,237.152000,237.252000,we,I,sd,u-54-6
sw3936A-ms98-a-0049,237.252000,237.472000,can,I,sd,u-54-6
sw3936A-ms98-a-0049,237.472000,237.622000,get,I,sd,u-54-6
sw3936A-ms98-a-0049,238.122000,238.152000,uh,I,sd,u-54-6
sw3936A-ms98-a-0049,238.152000,238.362000,get,I,sd,u-54-6
sw3936A-ms98-a-0049,238.362000,238.582000,some,I,sd,u-54-6
sw3936A-ms98-a-0049,238.632000,238.752000,there's,B,sd,u-56-1
sw3936A-ms98-a-0049,238.752000,239.032000,supposed,I,sd,u-56-1
sw3936A-ms98-a-0049,239.032000,239.092000,to,I,sd,u-56-1
sw3936A-ms98-a-0049,239.092000,239.222000,be,I,sd,u-56-1
sw3936A-ms98-a-0049,239.222000,239.272000,a,I,sd,u-56-1
sw3936A-ms98-a-0049,239.272000,239.652000,storm,I,sd,u-56-1
sw3936A-ms98-a-0049,239.652000,239.752000,but,B,sd,u-56-2
sw3936A-ms98-a-0049,239.752000,239.882000,it,I,sd,u-56-2
sw3936A-ms98-a-0049,239.882000,240.262000,split,I,sd,u-56-2
sw3936A-ms98-a-0049,240.352000,240.542000,went,I,sd,u-56-2
sw3936A-ms98-a-0049,240.542000,240.762000,down,I,sd,u-56-2
sw3936A-ms98-a-0049,240.762000,241.152000,through,I,sd,u-56-2
sw3936A-ms98-a-0049,241.152000,241.322000,uh,I,sd,u-56-2
sw3936A-ms98-a-0049,241.362000,241.722000,northern,I,sd,u-56-2
sw3936A-ms98-a-0049,241.722000,242.342000,Arizona,I,sd,u-56-2
sw3936A-ms98-a-0049,242.342000,242.622000,and,I,sd,u-56-2
sw3936A-ms98-a-0049,242.772000,243.532000,southern,I,sd,u-56-2
sw3936A-ms98-a-0049,243.532000,243.832000,Utah,I,sd,u-56-2
sw3936A-ms98-a-0049,243.832000,243.922000,and,B,sd,u-56-3
sw3936A-ms98-a-0050,245.088000,245.248000,they're,I,sd,u-56-3
sw3936A-ms98-a-0050,245.248000,245.488000,not,I,sd,u-56-3
sw3936A-ms98-a-0050,245.488000,245.968000,predicting,I,sd,u-56-3
sw3936A-ms98-a-0050,245.968000,246.458000,any,I,sd,u-56-3
sw3936A-ms98-a-0050,246.528000,246.648000,for,I,sd,u-56-3
sw3936A-ms98-a-0050,246.648000,246.748000,the,I,sd,u-56-3
sw3936A-ms98-a-0050,246.748000,247.288000,next,I,sd,u-56-3
sw3936A-ms98-a-0050,247.288000,247.408000,uh,I,sd,u-56-3
sw3936A-ms98-a-0050,247.408000,247.778000,week,I,sd,u-56-3
sw3936A-ms98-a-0050,247.778000,248.238000,anyway,I,sd,u-56-3
sw3936A-ms98-a-0050,248.238000,248.418000,up,I,sd,u-56-3
sw3936A-ms98-a-0050,248.468000,248.748000,here,I,sd,u-56-3
sw3936A-ms98-a-0050,248.748000,248.948000,so,B,%,u-56-4
sw3936A-ms98-a-0052,260.017000,260.287000,yeah,B,b,u-58-1
sw3936A-ms98-a-0052,260.287000,260.457000,well,B,%,u-58-2
sw3936A-ms98-a-0052,260.457000,260.677000,that's,I,%,u-58-2
sw3936A-ms98-a-0052,260.677000,260.967000,that's,I,%,u-58-2
sw3936A-ms98-a-0052,260.967000,261.107000,what,I,%,u-58-2
sw3936A-ms98-a-0052,261.137000,261.257000,the,I,%,u-58-2
sw3936A-ms98-a-0052,261.257000,262.547000,[vocalized-noise],O,,
sw3936A-ms98-a-0052,262.547000,262.777000,went,O,,
sw3936A-ms98-a-0052,262.957000,263.567000,above,B,%,u-60-1
sw3936A-ms98-a-0052,263.567000,263.757000,uh,I,%,u-60-1
sw3936A-ms98-a-0053,264.312375,264.472375,some,B,sd,u-60-2
sw3936A-ms98-a-0053,264.472375,264.542375,of,I,sd,u-60-2
sw3936A-ms98-a-0053,264.542375,264.622375,it,I,sd,u-60-2
sw3936A-ms98-a-0053,264.622375,264.872375,went,I,sd,u-60-2
sw3936A-ms98-a-0053,264.872375,264.932375,to,I,sd,u-60-2
sw3936A-ms98-a-0053,264.932375,265.022375,the,I,sd,u-60-2
sw3936A-ms98-a-0053,265.022375,265.422375,south,I,sd,u-60-2
sw3936A-ms98-a-0053,265.442375,265.542375,and,I,sd,u-60-2
sw3936A-ms98-a-0053,265.542375,265.702375,some,I,sd,u-60-2
sw3936A-ms98-a-0053,265.702375,265.762375,to,I,sd,u-60-2
sw3936A-ms98-a-0053,265.762375,265.852375,the,I,sd,u-60-2
sw3936A-ms98-a-0053,265.852375,266.202375,north,I,sd,u-60-2
sw3936A-ms98-a-0053,266.202375,266.362375,up,I,sd,u-60-2
sw3936A-ms98-a-0053,266.362375,266.522375,into,I,sd,u-60-2
sw3936A-ms98-a-0053,266.522375,267.162375,Montana,I,sd,u-60-2
sw3936A-ms98-a-0053,267.162375,267.472375,so,B,sd,u-60-3
sw3936A-ms98-a-0053,267.472375,267.602375,that,I,sd,u-60-3
sw3936A-ms98-a-0053,267.662375,267.892375,just,I,sd,u-60-3
sw3936A-ms98-a-0053,267.892375,268.152375,left,I,sd,u-60-3
sw3936A-ms98-a-0053,268.152375,268.332375,us,I,sd,u-60-3
sw3936A-ms98-a-0053,268.332375,268.462375,we,B,sd,u-60-4
sw3936A-ms98-a-0053,268.462375,268.612375,got,I,sd,u-60-4
sw3936A-ms98-a-0053,268.612375,268.702375,a,I,sd,u-60-4
sw3936A-ms98-a-0053,268.702375,268.962375,high,I,sd,u-60-4
sw3936A-ms98-a-0053,268.962375,269.392375,pressure,I,sd,u-60-4
sw3936A-ms98-a-0054,270.367250,270.777250,system,B,+,u-62-1
sw3936A-ms98-a-0054,270.777250,270.937250,that's,I,+,u-62-1
sw3936A-ms98-a-0054,270.937250,271.137250,just,I,+,u-62-1
sw3936A-ms98-a-0054,271.137250,271.347250,been,I,+,u-62-1
sw3936A-ms98-a-0054,271.427250,271.707250,sitting,I,+,u-62-1
sw3936A-ms98-a-0054,271.707250,271.837250,in,I,+,u-62-1
sw3936A-ms98-a-0054,271.837250,272.197250,here,O,,
sw3936A-ms98-a-0054,272.197250,272.517250,and,B,sd,u-62-2
sw3936A-ms98-a-0054,273.147250,273.177250,uh,I,sd,u-62-2
sw3936A-ms98-a-0054,273.177250,273.307250,we,I,sd,u-62-2
sw3936A-ms98-a-0054,273.307250,273.597250,broke,I,sd,u-62-2
sw3936A-ms98-a-0054,273.597250,273.677250,the,I,sd,u-62-2
sw3936A-ms98-a-0054,273.677250,274.047250,record,I,sd,u-62-2
sw3936A-ms98-a-0054,274.047250,274.207250,for,I,sd,u-62-2
sw3936A-ms98-a-0054,274.207250,274.287250,the,I,sd,u-62-2
sw3936A-ms98-a-0054,274.287250,274.587250,amount,I,sd,u-62-2
sw3936A-ms98-a-0054,274.587250,274.667250,of,I,sd,u-62-2
sw3936A-ms98-a-0054,274.667250,275.117250,fog,I,sd,u-62-2
sw3936A-ms98-a-0054,275.117250,275.257250,that,I,sd,u-62-2
sw3936A-ms98-a-0054,275.257250,275.447250,we've,I,sd,u-62-2
sw3936A-ms98-a-0054,275.447250,275.877250,had,I,sd,u-62-2
sw3936A-ms98-a-0054,275.947250,276.067250,uh,I,sd,u-62-2
sw3936A-ms98-a-0054,276.067250,276.377250,you,I,sd,u-62-2
sw3936A-ms98-a-0054,276.827250,276.887250,know,I,sd,u-62-2
sw3936A-ms98-a-0054,276.887250,277.307250,airport's,B,sd,u-64-1
sw3936A-ms98-a-0054,277.307250,277.527250,been,I,sd,u-64-1
sw3936A-ms98-a-0054,277.527250,277.757250,shut,I,sd,u-64-1
sw3936A-ms98-a-0054,277.787250,278.297250,down,I,sd,u-64-1
sw3936A-ms98-a-0054,278.297250,278.437250,uh,I,sd,u-64-1
sw3936A-ms98-a-0054,279.187250,279.317250,till,I,sd,u-64-1
sw3936A-ms98-a-0054,279.317250,279.677250,about,I,sd,u-64-1
sw3936A-ms98-a-0054,279.677250,279.917250,noon,I,sd,u-64-1
sw3936A-ms98-a-0054,279.947250,280.457250,everyday,O,,
sw3936A-ms98-a-0054,280.457250,280.627250,and,B,sd,u-64-2
sw3936A-ms98-a-0054,280.627250,280.747250,they,I,sd,u-64-2
sw3936A-ms98-a-0054,281.147250,281.277250,they,I,sd,u-64-2
sw3936A-ms98-a-0054,281.277250,281.547250,seed,I,sd,u-64-2
sw3936A-ms98-a-0054,281.567250,281.627250,the,I,sd,u-64-2
sw3936A-ms98-a-0054,281.627250,282.167250,clouds,I,sd,u-64-2
sw3936A-ms98-a-0054,282.197250,282.427250,or,I,sd,u-64-2
sw3936A-ms98-a-0054,282.517250,282.777250,seed,I,sd,u-64-2
sw3936A-ms98-a-0054,282.777250,282.847250,the,I,sd,u-64-2
sw3936A-ms98-a-0054,282.847250,283.277250,fog,I,sd,u-64-2
sw3936A-ms98-a-0054,283.277250,283.397250,to,I,sd,u-64-2
sw3936A-ms98-a-0054,283.397250,283.647250,try,I,sd,u-64-2
sw3936A-ms98-a-0054,283.647250,283.797250,to,I,sd,u-64-2
sw3936A-ms98-a-0055,284.872000,285.012000,to,B,+,u-66-1
sw3936A-ms98-a-0055,285.012000,285.152000,get,I,+,u-66-1
sw3936A-ms98-a-0055,285.182000,285.282000,the,I,+,u-66-1
sw3936A-ms98-a-0055,285.282000,285.822000,airplanes,I,+,u-66-1
sw3936A-ms98-a-0055,285.822000,286.022000,in,I,+,u-66-1
sw3936A-ms98-a-0055,286.022000,286.132000,and,I,+,u-66-1
sw3936A-ms98-a-0055,286.132000,286.492000,out,I,+,u-66-1
sw3936A-ms98-a-0058,297.327000,297.497000,um-hum,O,,
