sw3162B-ms98-a-0003,36.812500,37.234500,yeah,B,b,u-2-1
sw3162B-ms98-a-0037,283.550125,283.902500,you,I,sv,u-60-1
sw3162B-ms98-a-0037,283.902500,284.002500,know,I,sv,u-60-1
sw3162B-ms98-a-0037,284.002500,284.182500,by,I,sv,u-60-1
sw3162B-ms98-a-0037,284.182500,284.482500,law,I,sv,u-60-1
sw3162B-ms98-a-0037,284.482500,284.612500,that,I,sv,u-60-1
sw3162B-ms98-a-0037,284.612500,284.702500,it,I,sv,u-60-1
sw3162B-ms98-a-0037,284.702500,284.902500,has,I,sv,u-60-1
sw3162B-ms98-a-0037,284.902500,285.002500,to,I,sv,u-60-1
sw3162B-ms98-a-0037,285.002500,285.360250,be,I,sv,u-60-1
sw3162B-ms98-a-0037,286.290500,286.834875,paid,B,+,u-62-1
sw3162B-ms98-a-0037,286.834875,287.416750,um,B,sv,u-62-2
sw3162B-ms98-a-0038,287.940500,288.488375,i,I,sv,u-62-2
sw3162B-ms98-a-0038,288.488375,288.918375,suspect,I,sv,u-62-2
sw3162B-ms98-a-0038,288.918375,289.148375,that's,I,sv,u-62-2
sw3162B-ms98-a-0038,289.148375,289.398375,a,I,sv,u-62-2
sw3162B-ms98-a-0038,289.503875,289.888375,that's,I,sv,u-62-2
sw3162B-ms98-a-0038,289.888375,290.161875,a,I,sv,u-62-2
sw3162B-ms98-a-0039,291.033625,291.915500,benefit,I,sv,u-62-2
sw3162B-ms98-a-0039,291.915500,292.025500,of,I,sv,u-62-2
sw3162B-ms98-a-0039,292.025500,292.105500,a,I,sv,u-62-2
sw3162B-ms98-a-0039,292.105500,292.345500,bigger,I,sv,u-62-2
sw3162B-ms98-a-0039,292.345500,292.745500,company,I,sv,u-62-2
sw3162B-ms98-a-0039,292.745500,292.985500,but,B,sv,u-62-3
sw3162B-ms98-a-0039,292.985500,293.255500,but,I,sv,u-62-3
sw3162B-ms98-a-0039,293.255500,293.385500,there,I,sv,u-62-3
sw3162B-ms98-a-0039,293.385500,293.495500,are,I,sv,u-62-3
sw3162B-ms98-a-0039,293.495500,293.815500,certainly,B,+,u-64-1
sw3162B-ms98-a-0039,293.815500,294.258125,some,I,+,u-64-1
sw3162B-ms98-a-0040,294.810625,295.587750,[vocalized-noise],O,,
sw3162B-ms98-a-0041,296.333375,296.603375,[vocalized-noise],O,,
sw3162B-ms98-a-0041,296.603375,296.913375,some,B,+,u-66-1
sw3162B-ms98-a-0041,296.913375,297.195000,that,I,+,u-66-1
sw3162B-ms98-a-0041,297.195000,297.613375,some,I,+,u-66-1
sw3162B-ms98-a-0041,297.613375,297.763375,that,I,+,u-66-1
sw3162B-ms98-a-0041,297.763375,298.213375,wouldn't,I,+,u-66-1
sw3162B-ms98-a-0041,298.213375,298.801625,uh,I,+,u-66-1
sw3162B-ms98-a-0041,298.801625,299.108250,yeah,B,aa,u-66-2
