sw2406A-ms98-a-0002,10.276875,10.761500,uh-huh,B,o,u-1-1
sw2406A-ms98-a-0061,284.168750,284.438750,even,I,sv,u-67-1
sw2406A-ms98-a-0061,284.438750,284.608750,on,I,sv,u-67-1
sw2406A-ms98-a-0061,284.608750,284.908750,those,I,sv,u-67-1
sw2406A-ms98-a-0061,284.908750,285.248750,type,I,sv,u-67-1
sw2406A-ms98-a-0061,285.248750,285.368750,they,I,sv,u-67-1
sw2406A-ms98-a-0061,285.368750,285.608750,don't,I,sv,u-67-1
sw2406A-ms98-a-0061,285.608750,285.878750,show,I,sv,u-67-1
sw2406A-ms98-a-0061,285.878750,286.108750,what,I,sv,u-67-1
sw2406A-ms98-a-0061,286.108750,286.218750,you,I,sv,u-67-1
sw2406A-ms98-a-0061,286.218750,286.752875,expect,I,sv,u-67-1
sw2406A-ms98-a-0062,287.518625,288.327125,[laughter],O,,
sw2406A-ms98-a-0064,290.179625,290.615500,right,B,b,u-71-1
sw2406A-ms98-a-0066,292.670875,292.798750,yeah,B,aa,u-73-1
sw2406A-ms98-a-0066,292.798750,292.968750,that,B,sv,u-73-2
sw2406A-ms98-a-0066,292.968750,293.318750,seems,I,sv,u-73-2
sw2406A-ms98-a-0066,293.318750,293.398750,to,I,sv,u-73-2
sw2406A-ms98-a-0066,293.398750,293.478750,be,I,sv,u-73-2
sw2406A-ms98-a-0066,293.478750,293.568750,the,I,sv,u-73-2
sw2406A-ms98-a-0066,293.568750,293.968750,norm,I,sv,u-73-2
sw2406A-ms98-a-0066,293.968750,294.078750,of,I,sv,u-73-2
sw2406A-ms98-a-0066,294.078750,294.428750,most,I,sv,u-73-2
sw2406A-ms98-a-0066,294.428750,294.918750,movies,I,sv,u-73-2
sw2406A-ms98-a-0066,294.918750,295.112750,but,B,o,u-73-3
sw2406A-ms98-a-0067,296.267250,296.427250,what,B,+,u-75-1
sw2406A-ms98-a-0067,296.427250,296.567250,the,I,+,u-75-1
sw2406A-ms98-a-0067,296.567250,296.807250,hey,I,+,u-75-1
sw2406A-ms98-a-0067,296.807250,296.997250,this,B,o,u-75-2
sw2406A-ms98-a-0067,296.997250,297.097250,is,I,o,u-75-2
sw2406A-ms98-a-0067,297.097250,297.715500,America,I,o,u-75-2
sw2406A-ms98-a-0069,301.871875,302.254000,yeah,B,b,u-77-1
sw2406A-ms98-a-0069,302.655125,302.874625,yes,B,ny,u-79-1
sw2406A-ms98-a-0069,302.874625,302.994625,i,B,sd^e,u-79-2
sw2406A-ms98-a-0069,302.994625,303.314625,have,I,sd^e,u-79-2
sw2406A-ms98-a-0069,303.314625,303.494625,that,B,sd,u-79-3
sw2406A-ms98-a-0069,303.494625,303.824375,was,I,sd,u-79-3
sw2406A-ms98-a-0069,303.824375,304.004625,pretty,I,sd,u-79-3
sw2406A-ms98-a-0069,304.004625,304.391125,good,I,sd,u-79-3
sw2406A-ms98-a-0071,315.827375,315.924250,i,B,sd,u-81-1
sw2406A-ms98-a-0071,315.924250,316.294250,always,I,sd,u-81-1
sw2406A-ms98-a-0071,316.294250,316.514250,wait,I,sd,u-81-1
sw2406A-ms98-a-0071,316.514250,316.644250,for,I,sd,u-81-1
sw2406A-ms98-a-0071,316.644250,316.714250,the,I,sd,u-81-1
sw2406A-ms98-a-0071,316.714250,317.150625,movie,I,sd,u-81-1
sw2406A-ms98-a-0071,317.436750,317.500875,i,B,sd,u-81-2
sw2406A-ms98-a-0071,317.500875,317.634250,don't,I,sd,u-81-2
sw2406A-ms98-a-0071,317.634250,317.814250,have,I,sd,u-81-2
sw2406A-ms98-a-0071,317.814250,318.034250,time,I,sd,u-81-2
sw2406A-ms98-a-0071,318.034250,318.104250,to,I,sd,u-81-2
sw2406A-ms98-a-0071,318.104250,318.254250,read,I,sd,u-81-2
sw2406A-ms98-a-0071,318.254250,318.324250,the,I,sd,u-81-2
sw2406A-ms98-a-0071,318.324250,318.781000,book,I,sd,u-81-2
sw2406A-ms98-a-0073,322.411625,322.796750,uh-huh,B,b,u-83-1
sw2406A-ms98-a-0075,342.236375,342.630875,yeah,B,b,u-85-1
sw2406A-ms98-a-0077,347.801500,347.941625,they,B,%,u-87-1
sw2406A-ms98-a-0077,347.941625,348.084500,did,O,,
sw2406A-ms98-a-0077,348.084500,348.331125,me,O,,
sw2406A-ms98-a-0077,348.331125,348.709750,to,O,,
sw2406A-ms98-a-0079,350.199750,350.526625,that's,B,sv,u-89-1
sw2406A-ms98-a-0079,350.526625,350.616625,the,I,sv,u-89-1
sw2406A-ms98-a-0079,350.616625,351.076625,magic,I,sv,u-89-1
sw2406A-ms98-a-0079,351.076625,351.216625,of,I,sv,u-89-1
sw2406A-ms98-a-0079,351.216625,351.724375,Hollywood,I,sv,u-89-1
sw2406A-ms98-a-0079,351.920250,352.296625,special,I,sv,u-89-1
sw2406A-ms98-a-0079,352.296625,352.911250,effects,I,sv,u-89-1
sw2406A-ms98-a-0079,353.175000,353.206625,i,B,sd,u-91-1
sw2406A-ms98-a-0079,353.206625,353.316625,hear,I,sd,u-91-1
sw2406A-ms98-a-0079,353.316625,353.486625,this,I,sd,u-91-1
sw2406A-ms98-a-0079,353.486625,353.786625,movie,I,sd,u-91-1
sw2406A-ms98-a-0079,353.786625,354.076625,F,I,sd,u-91-1
sw2406A-ms98-a-0079,354.076625,354.464500,X,I,sd,u-91-1
sw2406A-ms98-a-0079,354.611375,354.936625,part,I,sd,u-91-1
sw2406A-ms98-a-0079,354.936625,355.186625,two,I,sd,u-91-1
sw2406A-ms98-a-0079,355.186625,355.586625,coming,I,sd,u-91-1
sw2406A-ms98-a-0079,355.586625,355.826625,out,I,sd,u-91-1
sw2406A-ms98-a-0079,355.826625,356.116625,is,I,sd,u-91-1
sw2406A-ms98-a-0079,356.116625,356.487000,uh,I,sd,u-91-1
sw2406A-ms98-a-0079,356.901250,357.046625,pretty,I,sd,u-91-1
sw2406A-ms98-a-0079,357.046625,357.312375,good,I,sd,u-91-1
sw2406A-ms98-a-0080,358.223625,358.275500,did,B,qy,u-93-1
sw2406A-ms98-a-0080,358.275500,358.318375,you,I,qy,u-93-1
sw2406A-ms98-a-0080,358.318375,358.448375,ever,I,qy,u-93-1
sw2406A-ms98-a-0080,358.448375,358.608375,see,I,qy,u-93-1
sw2406A-ms98-a-0080,358.608375,358.738375,the,I,qy,u-93-1
sw2406A-ms98-a-0080,358.738375,359.128375,original,I,qy,u-93-1
sw2406A-ms98-a-0080,359.128375,359.407000,one,I,qy,u-93-1
sw2406A-ms98-a-0081,360.897500,361.035125,it,B,sd,u-95-1
sw2406A-ms98-a-0081,361.035125,361.235125,was,I,sd,u-95-1
sw2406A-ms98-a-0081,361.235125,361.425125,uh,I,sd,u-95-1
sw2406A-ms98-a-0081,361.425125,361.615125,you,B,ad,u-95-2
sw2406A-ms98-a-0081,361.615125,361.695125,ought,I,ad,u-95-2
sw2406A-ms98-a-0081,361.695125,361.765125,to,I,ad,u-95-2
sw2406A-ms98-a-0081,361.765125,362.042750,rent,I,ad,u-95-2
sw2406A-ms98-a-0081,362.042750,362.445125,the,I,ad,u-95-2
sw2406A-ms98-a-0081,362.445125,362.615125,uh,I,ad,u-95-2
sw2406A-ms98-a-0081,362.615125,362.825125,F,I,ad,u-95-2
sw2406A-ms98-a-0081,362.825125,363.095125,X,I,ad,u-95-2
sw2406A-ms98-a-0081,363.095125,363.425125,part,I,ad,u-95-2
sw2406A-ms98-a-0081,363.425125,363.685125,one,I,ad,u-95-2
sw2406A-ms98-a-0081,363.685125,363.765125,It,B,sd,u-95-3
sw2406A-ms98-a-0081,363.765125,363.985125,doesn't,I,sd,u-95-3
sw2406A-ms98-a-0081,363.985125,364.145125,say,I,sd,u-95-3
sw2406A-ms98-a-0081,364.145125,364.475125,part,I,sd,u-95-3
sw2406A-ms98-a-0081,364.475125,364.755125,one,I,sd,u-95-3
sw2406A-ms98-a-0081,364.755125,364.855125,but,B,sd,u-95-4
sw2406A-ms98-a-0081,364.855125,364.924000,it,I,sd,u-95-4
sw2406A-ms98-a-0081,365.146125,365.405125,it's,I,sd,u-95-4
sw2406A-ms98-a-0081,365.405125,365.735125,F,I,sd,u-95-4
sw2406A-ms98-a-0081,365.735125,366.285125,slash,I,sd,u-95-4
sw2406A-ms98-a-0081,366.285125,366.783125,X,I,sd,u-95-4
sw2406A-ms98-a-0083,368.363875,368.906625,a,B,sd,u-97-1
sw2406A-ms98-a-0083,368.906625,369.383500,uh,I,sd,u-97-1
sw2406A-ms98-a-0083,369.515250,369.906625,special,I,sd,u-97-1
sw2406A-ms98-a-0083,369.906625,370.306625,effects,I,sd,u-97-1
sw2406A-ms98-a-0083,370.306625,370.746625,man,I,sd,u-97-1
sw2406A-ms98-a-0083,370.746625,370.986625,who,I,sd,u-97-1
sw2406A-ms98-a-0083,370.986625,371.516625,somehow,I,sd,u-97-1
sw2406A-ms98-a-0083,371.516625,371.796625,gets,I,sd,u-97-1
sw2406A-ms98-a-0083,371.796625,372.296625,involved,I,sd,u-97-1
sw2406A-ms98-a-0083,372.296625,372.456625,in,I,sd,u-97-1
sw2406A-ms98-a-0083,372.456625,372.856625,this,I,sd,u-97-1
sw2406A-ms98-a-0083,372.856625,373.401875,um,I,sd,u-97-1
sw2406A-ms98-a-0084,374.746125,375.666875,oh,B,h,u-97-2
sw2406A-ms98-a-0086,377.765125,377.835875,i'm,I,h,u-97-2
sw2406A-ms98-a-0086,377.835875,378.015875,not,I,h,u-97-2
sw2406A-ms98-a-0086,378.015875,378.275875,sure,I,h,u-97-2
sw2406A-ms98-a-0086,378.275875,378.305875,i,B,h,u-97-3
sw2406A-ms98-a-0086,378.305875,378.505875,can't,I,h,u-97-3
sw2406A-ms98-a-0086,378.505875,378.795875,remember,I,h,u-97-3
sw2406A-ms98-a-0086,378.795875,378.915875,It's,B,sd,u-97-4
sw2406A-ms98-a-0086,378.915875,379.005875,been,I,sd,u-97-4
sw2406A-ms98-a-0086,379.005875,379.055875,a,I,sd,u-97-4
sw2406A-ms98-a-0086,379.055875,379.285875,while,I,sd,u-97-4
sw2406A-ms98-a-0086,379.285875,379.515875,since,I,sd,u-97-4
sw2406A-ms98-a-0086,379.515875,379.605875,i've,I,sd,u-97-4
sw2406A-ms98-a-0086,379.605875,379.865875,seen,I,sd,u-97-4
sw2406A-ms98-a-0086,379.865875,379.965875,it,I,sd,u-97-4
sw2406A-ms98-a-0086,379.965875,380.165875,But,B,sd,u-97-5
sw2406A-ms98-a-0086,380.165875,380.365875,he,I,sd,u-97-5
sw2406A-ms98-a-0086,380.365875,380.455875,he,I,sd,u-97-5
sw2406A-ms98-a-0086,380.455875,380.655875,gets,I,sd,u-97-5
sw2406A-ms98-a-0086,380.655875,381.135875,involved,I,sd,u-97-5
sw2406A-ms98-a-0086,381.135875,381.215875,in,I,sd,u-97-5
sw2406A-ms98-a-0086,381.215875,381.375875,some,I,sd,u-97-5
sw2406A-ms98-a-0086,381.375875,381.535875,sort,I,sd,u-97-5
sw2406A-ms98-a-0086,381.535875,381.605875,of,I,sd,u-97-5
sw2406A-ms98-a-0086,381.605875,381.925875,bad,I,sd,u-97-5
sw2406A-ms98-a-0086,381.925875,382.495250,dealings,I,sd,u-97-5
sw2406A-ms98-a-0087,383.263750,383.375625,with,I,sd,u-97-5
sw2406A-ms98-a-0087,383.375625,383.895625,somebody,I,sd,u-97-5
sw2406A-ms98-a-0087,383.895625,384.005625,and,B,sd,u-97-6
sw2406A-ms98-a-0087,384.005625,384.065625,he,I,sd,u-97-6
sw2406A-ms98-a-0087,384.065625,384.235625,has,I,sd,u-97-6
sw2406A-ms98-a-0087,384.235625,384.355625,to,I,sd,u-97-6
sw2406A-ms98-a-0087,384.355625,384.735625,go,I,sd,u-97-6
sw2406A-ms98-a-0087,384.735625,385.635625,underground,I,sd,u-97-6
sw2406A-ms98-a-0087,385.635625,385.910875,and,B,sd,u-97-7
sw2406A-ms98-a-0087,386.121750,386.205625,he,I,sd,u-97-7
sw2406A-ms98-a-0087,386.205625,386.575625,uses,I,sd,u-97-7
sw2406A-ms98-a-0087,386.575625,386.755625,all,I,sd,u-97-7
sw2406A-ms98-a-0087,386.755625,386.825625,of,I,sd,u-97-7
sw2406A-ms98-a-0087,386.825625,387.025625,his,I,sd,u-97-7
sw2406A-ms98-a-0087,387.025625,387.405625,special,I,sd,u-97-7
sw2406A-ms98-a-0087,387.405625,387.775625,effects,I,sd,u-97-7
sw2406A-ms98-a-0087,387.775625,388.372375,knowledge,I,sd,u-97-7
sw2406A-ms98-a-0087,389.027750,389.215625,in,I,sd,u-97-7
sw2406A-ms98-a-0087,389.215625,389.515625,doing,I,sd,u-97-7
sw2406A-ms98-a-0087,389.515625,389.685625,what,I,sd,u-97-7
sw2406A-ms98-a-0087,389.685625,389.865625,needs,I,sd,u-97-7
sw2406A-ms98-a-0087,389.865625,389.965625,to,I,sd,u-97-7
sw2406A-ms98-a-0087,389.965625,390.105625,be,I,sd,u-97-7
sw2406A-ms98-a-0087,390.105625,390.649625,done,I,sd,u-97-7
sw2406A-ms98-a-0089,392.381250,392.822875,and,B,%,u-99-1
sw2406A-ms98-a-0089,392.822875,393.146625,uh,I,%,u-99-1
sw2406A-ms98-a-0091,395.432875,395.810375,right,B,aa,u-101-1
sw2406A-ms98-a-0091,396.175750,396.352875,and,B,sd,u-101-2
sw2406A-ms98-a-0091,396.352875,396.642875,using,I,sd,u-101-2
sw2406A-ms98-a-0091,396.642875,397.242875,makeup,I,sd,u-101-2
sw2406A-ms98-a-0091,397.242875,397.502875,and,I,sd,u-101-2
sw2406A-ms98-a-0091,397.502875,397.852875,using,I,sd,u-101-2
sw2406A-ms98-a-0091,397.852875,398.243500,the,I,sd,u-101-2
sw2406A-ms98-a-0093,400.421375,400.582500,all,B,+,u-103-1
sw2406A-ms98-a-0093,400.582500,400.642500,the,I,+,u-103-1
sw2406A-ms98-a-0093,400.642500,401.232500,props,I,+,u-103-1
sw2406A-ms98-a-0093,401.232500,401.392500,and,I,+,u-103-1
sw2406A-ms98-a-0093,401.392500,401.762500,whatever,I,+,u-103-1
sw2406A-ms98-a-0093,401.762500,401.932500,to,I,+,u-103-1
sw2406A-ms98-a-0093,401.932500,402.202500,get,I,+,u-103-1
sw2406A-ms98-a-0093,402.202500,402.332500,to,I,+,u-103-1
sw2406A-ms98-a-0093,402.332500,402.522500,where,I,+,u-103-1
sw2406A-ms98-a-0093,402.522500,402.582500,he,I,+,u-103-1
sw2406A-ms98-a-0093,402.582500,402.802500,needs,I,+,u-103-1
sw2406A-ms98-a-0093,402.802500,402.922500,to,I,+,u-103-1
sw2406A-ms98-a-0093,402.922500,403.335125,go,I,+,u-103-1
sw2406A-ms98-a-0095,406.162125,406.318750,but,B,ad,u-105-1
sw2406A-ms98-a-0095,406.318750,406.438750,you,I,ad,u-105-1
sw2406A-ms98-a-0095,406.438750,406.588750,need,I,ad,u-105-1
sw2406A-ms98-a-0095,406.588750,406.678750,to,I,ad,u-105-1
sw2406A-ms98-a-0095,406.678750,406.938750,rent,I,ad,u-105-1
sw2406A-ms98-a-0095,406.938750,407.048750,the,I,ad,u-105-1
sw2406A-ms98-a-0095,407.048750,407.398750,first,I,ad,u-105-1
sw2406A-ms98-a-0095,407.398750,407.508750,one,I,ad,u-105-1
sw2406A-ms98-a-0095,407.508750,407.912000,first,I,ad,u-105-1
sw2406A-ms98-a-0097,409.964375,410.220500,uh,B,sd,u-107-1
sw2406A-ms98-a-0097,410.220500,410.480500,if,I,sd,u-107-1
sw2406A-ms98-a-0097,410.480500,410.690500,if,I,sd,u-107-1
sw2406A-ms98-a-0097,410.690500,410.860500,that,I,sd,u-107-1
sw2406A-ms98-a-0097,410.860500,411.060500,is,I,sd,u-107-1
sw2406A-ms98-a-0097,411.060500,411.230500,that,I,sd,u-107-1
sw2406A-ms98-a-0097,411.230500,411.320500,the,I,sd,u-107-1
sw2406A-ms98-a-0097,411.320500,411.640500,second,I,sd,u-107-1
sw2406A-ms98-a-0097,411.640500,411.780500,one,I,sd,u-107-1
sw2406A-ms98-a-0097,411.780500,412.230500,follows,I,sd,u-107-1
sw2406A-ms98-a-0097,412.230500,412.320500,the,I,sd,u-107-1
sw2406A-ms98-a-0097,412.320500,412.710500,first,I,sd,u-107-1
sw2406A-ms98-a-0097,412.710500,412.740500,i,B,sd,u-107-2
sw2406A-ms98-a-0097,412.740500,412.870500,don't,I,sd,u-107-2
sw2406A-ms98-a-0097,412.870500,412.940500,know,I,sd,u-107-2
sw2406A-ms98-a-0097,412.940500,413.050500,if,I,sd,u-107-2
sw2406A-ms98-a-0097,413.050500,413.170500,they,I,sd,u-107-2
sw2406A-ms98-a-0097,413.170500,413.310500,have,I,sd,u-107-2
sw2406A-ms98-a-0097,413.310500,413.680500,the,I,sd,u-107-2
sw2406A-ms98-a-0097,413.680500,413.847125,uh,I,sd,u-107-2
sw2406A-ms98-a-0098,414.944125,415.451500,original,I,sd,u-107-2
sw2406A-ms98-a-0098,415.451500,415.881500,actors,I,sd,u-107-2
sw2406A-ms98-a-0098,415.881500,416.031500,on,I,sd,u-107-2
sw2406A-ms98-a-0098,416.031500,416.171500,that,I,sd,u-107-2
sw2406A-ms98-a-0098,416.171500,416.471500,first,I,sd,u-107-2
sw2406A-ms98-a-0098,416.471500,416.591500,one,I,sd,u-107-2
sw2406A-ms98-a-0098,416.591500,416.731500,to,I,sd,u-107-2
sw2406A-ms98-a-0098,416.731500,416.981500,that,I,sd,u-107-2
sw2406A-ms98-a-0098,416.981500,417.271125,one,I,sd,u-107-2
sw2406A-ms98-a-0100,422.264000,422.667750,oh,B,b,u-109-1
sw2406A-ms98-a-0100,423.285500,423.483500,i,B,sd,u-111-1
sw2406A-ms98-a-0100,423.483500,424.123500,expected,I,sd,u-111-1
sw2406A-ms98-a-0100,424.123500,424.694500,those,I,sd,u-111-1
sw2406A-ms98-a-0100,425.244375,425.347750,i,B,sv,u-113-1
sw2406A-ms98-a-0100,425.347750,425.554875,mean,I,sv,u-113-1
sw2406A-ms98-a-0100,425.554875,426.445625,Hollywood,I,sv,u-113-1
sw2406A-ms98-a-0100,426.838000,426.963500,i,I,sv,u-113-1
sw2406A-ms98-a-0100,426.963500,427.133500,mean,I,sv,u-113-1
sw2406A-ms98-a-0100,427.133500,427.233500,they,I,sv,u-113-1
sw2406A-ms98-a-0100,427.233500,427.493500,were,I,sv,u-113-1
sw2406A-ms98-a-0100,427.493500,428.043500,doing,I,sv,u-113-1
sw2406A-ms98-a-0100,428.043500,428.193500,their,I,sv,u-113-1
sw2406A-ms98-a-0100,428.193500,428.583500,dealings,I,sv,u-113-1
sw2406A-ms98-a-0100,428.583500,428.733500,with,I,sv,u-113-1
sw2406A-ms98-a-0100,428.733500,428.923500,that,I,sv,u-113-1
sw2406A-ms98-a-0100,428.923500,429.293500,before,I,sv,u-113-1
sw2406A-ms98-a-0100,429.293500,429.473500,they,I,sv,u-113-1
sw2406A-ms98-a-0100,429.473500,429.913500,even,I,sv,u-113-1
sw2406A-ms98-a-0100,429.913500,430.043500,got,I,sv,u-113-1
sw2406A-ms98-a-0100,430.043500,430.263500,over,I,sv,u-113-1
sw2406A-ms98-a-0100,430.263500,430.443500,there,I,sv,u-113-1
sw2406A-ms98-a-0100,430.443500,430.526875,i,I,sv,u-113-1
sw2406A-ms98-a-0100,430.526875,430.918625,think,I,sv,u-113-1
sw2406A-ms98-a-0102,438.361375,438.784625,uh-huh,B,b,u-115-1
sw2406A-ms98-a-0104,451.032625,451.498250,actual,B,bf,u-117-1
sw2406A-ms98-a-0104,451.498250,451.828250,names,I,bf,u-117-1
sw2406A-ms98-a-0104,451.828250,451.948250,will,B,+,u-119-1
sw2406A-ms98-a-0104,451.948250,452.148250,not,I,+,u-119-1
sw2406A-ms98-a-0104,452.148250,452.298250,be,I,+,u-119-1
sw2406A-ms98-a-0104,452.298250,453.000000,used,I,+,u-119-1
sw2406A-ms98-a-0105,453.531875,455.447500,[laughter],O,,
sw2406A-ms98-a-0106,456.156125,456.739625,eventually,B,sv,u-123-1
sw2406A-ms98-a-0106,456.739625,456.899625,i'm,I,sv,u-123-1
sw2406A-ms98-a-0106,456.899625,457.179625,sure,I,sv,u-123-1
sw2406A-ms98-a-0106,457.179625,457.299625,they,I,sv,u-123-1
sw2406A-ms98-a-0106,457.299625,457.529625,will,I,sv,u-123-1
sw2406A-ms98-a-0106,457.529625,457.849625,come,I,sv,u-123-1
sw2406A-ms98-a-0106,457.849625,458.039625,out,I,sv,u-123-1
sw2406A-ms98-a-0106,458.039625,458.229625,with,I,sv,u-123-1
sw2406A-ms98-a-0106,458.229625,458.329625,the,I,sv,u-123-1
sw2406A-ms98-a-0106,458.329625,458.649625,the,B,+,u-125-1
sw2406A-ms98-a-0106,458.649625,458.819625,the,I,+,u-125-1
sw2406A-ms98-a-0106,458.819625,459.625375,proper,I,+,u-125-1
sw2406A-ms98-a-0106,459.625375,460.396500,names,I,+,u-125-1
sw2406A-ms98-a-0108,475.707875,476.074000,latest,B,^2,u-127-1
sw2406A-ms98-a-0108,476.074000,476.544000,story,I,^2,u-127-1
sw2406A-ms98-a-0110,479.264750,479.707750,uh-huh,B,b,u-129-1
sw2406A-ms98-a-0111,480.464625,480.768750,Kevin,B,sd,u-129-2
sw2406A-ms98-a-0111,480.768750,481.318750,Costner,I,sd,u-129-2
sw2406A-ms98-a-0111,481.318750,481.348750,i,I,sd,u-129-2
sw2406A-ms98-a-0111,481.348750,481.838750,understand,I,sd,u-129-2
sw2406A-ms98-a-0111,481.838750,481.898750,is,I,sd,u-129-2
sw2406A-ms98-a-0111,481.898750,482.148750,supposed,I,sd,u-129-2
sw2406A-ms98-a-0111,482.148750,482.208750,to,I,sd,u-129-2
sw2406A-ms98-a-0111,482.208750,482.268750,be,I,sd,u-129-2
sw2406A-ms98-a-0111,482.268750,482.478750,play,I,sd,u-129-2
sw2406A-ms98-a-0111,482.478750,483.157875,Schwartzkopf,I,sd,u-129-2
sw2406A-ms98-a-0111,483.557125,484.391375,supposedly,I,sd,u-129-2
sw2406A-ms98-a-0113,486.160125,486.269125,i,B,no,u-131-1
sw2406A-ms98-a-0113,486.269125,486.439125,don't,I,no,u-131-1
sw2406A-ms98-a-0113,486.439125,486.661500,know,I,no,u-131-1
sw2406A-ms98-a-0113,486.996750,487.249125,that's,B,sd,u-133-1
sw2406A-ms98-a-0113,487.249125,487.432375,just,I,sd,u-133-1
sw2406A-ms98-a-0113,487.850500,488.109125,one,I,sd,u-133-1
sw2406A-ms98-a-0113,488.109125,488.169125,of,I,sd,u-133-1
sw2406A-ms98-a-0113,488.169125,488.229125,the,I,sd,u-133-1
sw2406A-ms98-a-0113,488.229125,488.459125,many,I,sd,u-133-1
sw2406A-ms98-a-0113,488.459125,488.869125,rumors,I,sd,u-133-1
sw2406A-ms98-a-0113,488.869125,489.019125,that,I,sd,u-133-1
sw2406A-ms98-a-0113,489.019125,489.329125,floats,I,sd,u-133-1
sw2406A-ms98-a-0113,489.329125,489.898875,around,I,sd,u-133-1
sw2406A-ms98-a-0114,490.837625,490.947125,or,B,sd,u-135-1
sw2406A-ms98-a-0114,490.947125,491.147125,what,I,sd,u-135-1
sw2406A-ms98-a-0114,491.147125,491.277125,you,I,sd,u-135-1
sw2406A-ms98-a-0114,491.277125,491.736625,read,I,sd,u-135-1
sw2406A-ms98-a-0116,495.962375,496.105375,pretty,B,^2^t,u-137-1
sw2406A-ms98-a-0116,496.105375,496.275375,much,I,^2^t,u-137-1
sw2406A-ms98-a-0116,496.275375,496.615375,used,I,^2^t,u-137-1
sw2406A-ms98-a-0116,496.615375,496.815375,up,I,^2^t,u-137-1
sw2406A-ms98-a-0116,496.815375,497.065375,the,I,^2^t,u-137-1
sw2406A-ms98-a-0116,497.065375,497.325375,tape,I,^2^t,u-137-1
sw2406A-ms98-a-0116,497.325375,497.469500,i,I,^2^t,u-137-1
sw2406A-ms98-a-0116,497.469500,497.959750,guess,I,^2^t,u-137-1
sw2406A-ms98-a-0118,501.147750,501.679750,same,B,fc,u-139-1
sw2406A-ms98-a-0118,501.801750,502.201125,and,B,fc,u-139-2
sw2406A-ms98-a-0118,502.201125,502.499750,uh,I,fc,u-139-2
sw2406A-ms98-a-0118,503.102750,503.442000,we'll,I,fc,u-139-2
sw2406A-ms98-a-0119,504.547750,504.688500,[laughter],O,,
sw2406A-ms98-a-0120,505.639250,505.792250,talk,B,+,u-141-1
sw2406A-ms98-a-0120,505.792250,505.902250,to,I,+,u-141-1
sw2406A-ms98-a-0120,505.902250,505.972250,you,I,+,u-141-1
sw2406A-ms98-a-0120,505.972250,506.032250,on,I,+,u-141-1
sw2406A-ms98-a-0120,506.032250,506.092250,the,I,+,u-141-1
sw2406A-ms98-a-0120,506.092250,506.352250,next,I,+,u-141-1
sw2406A-ms98-a-0120,506.352250,506.502250,go,I,+,u-141-1
sw2406A-ms98-a-0120,506.502250,507.033500,around,I,+,u-141-1
sw2406A-ms98-a-0121,507.731750,508.384875,adios,B,fc,u-143-1
