sw2790A-ms98-a-0003,1.170000,2.000750,right,B,o,u-1-1
sw2790A-ms98-a-0080,391.070750,391.563250,say,I,sv,u-65-5
sw2790A-ms98-a-0082,393.858750,394.338750,families,B,sv,u-65-6
sw2790A-ms98-a-0082,394.338750,394.640000,are,I,sv,u-65-6
sw2790A-ms98-a-0082,394.640000,394.978750,such,I,sv,u-65-6
sw2790A-ms98-a-0082,394.978750,395.048750,a,I,sv,u-65-6
sw2790A-ms98-a-0082,395.048750,395.428750,strange,I,sv,u-65-6
sw2790A-ms98-a-0082,395.428750,396.258750,configuration,I,sv,u-65-6
sw2790A-ms98-a-0082,396.258750,396.856750,anymore,I,sv,u-65-6
sw2790A-ms98-a-0083,397.511000,397.852500,um,B,sd,u-65-7
sw2790A-ms98-a-0083,397.852500,398.132500,i,I,sd,u-65-7
sw2790A-ms98-a-0083,398.132500,398.282500,i,I,sd,u-65-7
sw2790A-ms98-a-0083,398.282500,398.492500,see,I,sd,u-65-7
sw2790A-ms98-a-0083,398.492500,398.552500,a,I,sd,u-65-7
sw2790A-ms98-a-0083,398.552500,398.722500,lot,I,sd,u-65-7
sw2790A-ms98-a-0083,398.722500,398.782500,of,I,sd,u-65-7
sw2790A-ms98-a-0083,398.782500,399.302500,families,I,sd,u-65-7
sw2790A-ms98-a-0083,399.302500,399.672500,where,I,sd,u-65-7
sw2790A-ms98-a-0083,399.672500,399.782500,you,B,%,u-65-8
sw2790A-ms98-a-0083,399.782500,399.962500,know,I,%,u-65-8
sw2790A-ms98-a-0083,399.962500,400.082500,in,I,%,u-65-8
sw2790A-ms98-a-0083,400.082500,400.142500,the,I,%,u-65-8
sw2790A-ms98-a-0083,400.142500,400.342500,in,I,%,u-65-8
sw2790A-ms98-a-0083,400.342500,400.654125,the,I,%,u-65-8
sw2790A-ms98-a-0084,401.533875,402.071625,back,I,%,u-65-8
sw2790A-ms98-a-0084,402.071625,402.421625,i,B,sd,u-65-9
sw2790A-ms98-a-0084,402.421625,402.661625,grew,I,sd,u-65-9
sw2790A-ms98-a-0084,402.661625,402.801625,up,I,sd,u-65-9
sw2790A-ms98-a-0084,402.801625,403.021625,about,I,sd,u-65-9
sw2790A-ms98-a-0084,403.021625,403.081625,the,I,sd,u-65-9
sw2790A-ms98-a-0084,403.081625,403.271625,same,I,sd,u-65-9
sw2790A-ms98-a-0084,403.271625,403.511625,time,I,sd,u-65-9
sw2790A-ms98-a-0084,403.511625,403.671625,you,I,sd,u-65-9
sw2790A-ms98-a-0084,403.671625,404.152375,did,I,sd,u-65-9
sw2790A-ms98-a-0085,404.563875,404.913875,back,B,sv,u-67-1
sw2790A-ms98-a-0085,404.913875,405.003875,in,I,sv,u-67-1
sw2790A-ms98-a-0085,405.003875,405.223875,those,I,sv,u-67-1
sw2790A-ms98-a-0085,405.223875,405.593875,times,I,sv,u-67-1
sw2790A-ms98-a-0085,405.593875,405.793875,we,I,sv,u-67-1
sw2790A-ms98-a-0086,406.866000,407.056000,pretty,I,sv,u-67-1
sw2790A-ms98-a-0086,407.056000,407.346000,much,I,sv,u-67-1
sw2790A-ms98-a-0086,407.346000,407.416000,were,I,sv,u-67-1
sw2790A-ms98-a-0086,407.416000,407.696000,taught,I,sv,u-67-1
sw2790A-ms98-a-0086,407.696000,407.816000,how,I,sv,u-67-1
sw2790A-ms98-a-0086,407.816000,407.916000,to,I,sv,u-67-1
sw2790A-ms98-a-0086,407.916000,408.046000,be,I,sv,u-67-1
sw2790A-ms98-a-0086,408.046000,408.846500,responsible,I,sv,u-67-1
sw2790A-ms98-a-0087,409.739375,410.543375,nowadays,B,sv,u-69-1
sw2790A-ms98-a-0087,410.543375,410.733375,it's,I,sv,u-69-1
sw2790A-ms98-a-0087,410.733375,410.923375,not,I,sv,u-69-1
sw2790A-ms98-a-0087,410.923375,410.993375,the,I,sv,u-69-1
sw2790A-ms98-a-0087,410.993375,411.453375,case,I,sv,u-69-1
sw2790A-ms98-a-0087,411.453375,411.743375,kids,B,sv,u-69-2
sw2790A-ms98-a-0087,411.743375,411.985625,don't,I,sv,u-69-2
sw2790A-ms98-a-0087,412.305750,412.604500,kids,I,sv,u-69-2
sw2790A-ms98-a-0087,412.819125,413.147750,are,I,sv,u-69-2
sw2790A-ms98-a-0087,413.147750,413.783375,bombarded,I,sv,u-69-2
sw2790A-ms98-a-0087,413.783375,413.953375,with,I,sv,u-69-2
sw2790A-ms98-a-0087,413.953375,414.113375,all,I,sv,u-69-2
sw2790A-ms98-a-0087,414.113375,414.453375,kinds,I,sv,u-69-2
sw2790A-ms98-a-0087,414.453375,414.563375,of,I,sv,u-69-2
sw2790A-ms98-a-0087,414.563375,415.043375,junk,I,sv,u-69-2
sw2790A-ms98-a-0087,415.043375,415.223375,and,B,sv,u-69-3
sw2790A-ms98-a-0088,416.080375,416.220000,one,I,sv,u-69-3
sw2790A-ms98-a-0088,416.220000,416.280000,of,I,sv,u-69-3
sw2790A-ms98-a-0088,416.280000,416.340000,the,I,sv,u-69-3
sw2790A-ms98-a-0088,416.340000,416.680000,reasons,I,sv,u-69-3
sw2790A-ms98-a-0088,416.680000,416.770000,i,I,sv,u-69-3
sw2790A-ms98-a-0088,416.770000,417.040000,guess,I,sv,u-69-3
sw2790A-ms98-a-0088,417.040000,417.180000,is,I,sv,u-69-3
sw2790A-ms98-a-0088,417.180000,417.480000,because,I,sv,u-69-3
sw2790A-ms98-a-0088,417.480000,417.630000,there's,I,sv,u-69-3
sw2790A-ms98-a-0088,417.630000,417.770000,so,I,sv,u-69-3
sw2790A-ms98-a-0088,417.770000,418.050000,much,I,sv,u-69-3
sw2790A-ms98-a-0088,418.050000,418.230000,more,I,sv,u-69-3
sw2790A-ms98-a-0088,418.230000,418.540000,income,I,sv,u-69-3
sw2790A-ms98-a-0088,418.540000,418.620000,in,I,sv,u-69-3
sw2790A-ms98-a-0088,418.620000,418.680000,the,I,sv,u-69-3
sw2790A-ms98-a-0088,418.680000,419.090000,family,I,sv,u-69-3
sw2790A-ms98-a-0088,419.090000,419.270000,with,I,sv,u-69-3
sw2790A-ms98-a-0088,419.270000,419.490000,both,I,sv,u-69-3
sw2790A-ms98-a-0088,419.490000,419.910000,parents,I,sv,u-69-3
sw2790A-ms98-a-0088,419.910000,420.335250,working,I,sv,u-69-3
sw2790A-ms98-a-0089,421.382875,421.502875,they,B,sv,u-69-4
sw2790A-ms98-a-0089,421.502875,421.662875,get,I,sv,u-69-4
sw2790A-ms98-a-0089,421.662875,422.182875,bombarded,I,sv,u-69-4
sw2790A-ms98-a-0089,422.182875,422.332875,with,I,sv,u-69-4
sw2790A-ms98-a-0089,422.332875,422.682875,junk,I,sv,u-69-4
sw2790A-ms98-a-0089,422.682875,423.222875,and,B,sv,u-69-5
sw2790A-ms98-a-0089,423.222875,423.302875,they,I,sv,u-69-5
sw2790A-ms98-a-0089,423.302875,423.522875,don't,I,sv,u-69-5
sw2790A-ms98-a-0089,423.522875,423.642875,have,I,sv,u-69-5
sw2790A-ms98-a-0089,423.642875,423.762875,to,I,sv,u-69-5
sw2790A-ms98-a-0089,423.762875,423.902875,do,I,sv,u-69-5
sw2790A-ms98-a-0089,423.902875,424.282875,anything,I,sv,u-69-5
sw2790A-ms98-a-0089,424.282875,424.522875,around,I,sv,u-69-5
sw2790A-ms98-a-0089,424.522875,424.592875,the,I,sv,u-69-5
sw2790A-ms98-a-0089,424.592875,425.072125,house,I,sv,u-69-5
sw2790A-ms98-a-0089,425.072125,425.202875,they,B,sv,u-69-6
sw2790A-ms98-a-0089,425.202875,425.472875,never,I,sv,u-69-6
sw2790A-ms98-a-0089,425.472875,425.662875,learned,I,sv,u-69-6
sw2790A-ms98-a-0089,425.662875,425.742875,to,I,sv,u-69-6
sw2790A-ms98-a-0089,425.742875,425.892875,be,I,sv,u-69-6
sw2790A-ms98-a-0089,425.892875,426.672875,responsible,I,sv,u-69-6
sw2790A-ms98-a-0089,426.672875,426.843375,when,I,sv,u-69-6
sw2790A-ms98-a-0089,426.843375,427.201500,the,B,sv,u-71-1
sw2790A-ms98-a-0089,427.533000,427.862875,bigger,I,sv,u-71-1
sw2790A-ms98-a-0089,427.862875,428.222875,trend,I,sv,u-71-1
sw2790A-ms98-a-0089,428.222875,428.512875,called,I,sv,u-71-1
sw2790A-ms98-a-0089,428.512875,428.802375,the,I,sv,u-71-1
sw2790A-ms98-a-0089,428.802375,429.362875,boomerang,I,sv,u-71-1
sw2790A-ms98-a-0089,429.362875,429.752875,kids,I,sv,u-71-1
sw2790A-ms98-a-0089,429.752875,429.852875,where,I,sv,u-71-1
sw2790A-ms98-a-0089,429.852875,429.952875,they,I,sv,u-71-1
sw2790A-ms98-a-0089,429.952875,430.212875,move,I,sv,u-71-1
sw2790A-ms98-a-0089,430.212875,430.382875,out,I,sv,u-71-1
sw2790A-ms98-a-0089,430.382875,430.512875,for,I,sv,u-71-1
sw2790A-ms98-a-0089,430.512875,430.582875,a,I,sv,u-71-1
sw2790A-ms98-a-0089,430.582875,430.782875,while,I,sv,u-71-1
sw2790A-ms98-a-0089,430.782875,430.962875,and,B,sv,u-71-2
sw2790A-ms98-a-0089,430.962875,431.042875,they,I,sv,u-71-2
sw2790A-ms98-a-0089,431.042875,431.302875,come,I,sv,u-71-2
sw2790A-ms98-a-0089,431.302875,431.692875,back,I,sv,u-71-2
sw2790A-ms98-a-0089,431.692875,431.782875,and,B,sv,u-71-3
sw2790A-ms98-a-0089,431.782875,431.842875,you,I,sv,u-71-3
sw2790A-ms98-a-0089,431.842875,432.042875,got,I,sv,u-71-3
sw2790A-ms98-a-0089,432.042875,432.312875,twenty,I,sv,u-71-3
sw2790A-ms98-a-0089,432.312875,432.442875,and,I,sv,u-71-3
sw2790A-ms98-a-0089,432.442875,432.652875,thirty,I,sv,u-71-3
sw2790A-ms98-a-0089,432.652875,432.912875,year,I,sv,u-71-3
sw2790A-ms98-a-0089,432.912875,433.152875,olds,I,sv,u-71-3
sw2790A-ms98-a-0089,433.152875,433.222875,who,I,sv,u-71-3
sw2790A-ms98-a-0089,433.222875,433.312875,are,I,sv,u-71-3
sw2790A-ms98-a-0089,433.312875,433.572875,living,I,sv,u-71-3
sw2790A-ms98-a-0089,433.572875,433.662875,at,I,sv,u-71-3
sw2790A-ms98-a-0089,433.662875,433.872875,home,I,sv,u-71-3
sw2790A-ms98-a-0089,433.872875,434.022875,with,I,sv,u-71-3
sw2790A-ms98-a-0089,434.022875,434.292875,mom,I,sv,u-71-3
sw2790A-ms98-a-0089,434.292875,434.392875,and,I,sv,u-71-3
sw2790A-ms98-a-0089,434.392875,434.767750,dad,I,sv,u-71-3
sw2790A-ms98-a-0090,435.407625,435.658750,so,B,%,u-71-4
sw2790A-ms98-a-0090,435.658750,436.227875,[laughter],O,,
sw2790A-ms98-a-0090,436.227875,436.341375,know,B,sv,u-73-1
sw2790A-ms98-a-0090,436.341375,436.495750,you,I,sv,u-73-1
sw2790A-ms98-a-0090,436.495750,437.413000,create,I,sv,u-73-1
sw2790A-ms98-a-0090,437.413000,437.510875,a,I,sv,u-73-1
sw2790A-ms98-a-0090,437.510875,437.946125,bigger,I,sv,u-73-1
sw2790A-ms98-a-0090,438.379250,438.687625,bigger,I,sv,u-73-1
sw2790A-ms98-a-0090,438.687625,439.227625,family,I,sv,u-73-1
sw2790A-ms98-a-0090,439.227625,439.787625,generation,I,sv,u-73-1
sw2790A-ms98-a-0090,439.787625,440.017625,after,I,sv,u-73-1
sw2790A-ms98-a-0090,440.017625,440.667625,generation,I,sv,u-73-1
sw2790A-ms98-a-0090,440.667625,440.797625,but,I,sv,u-73-1
sw2790A-ms98-a-0090,440.797625,440.997625,not,I,sv,u-73-1
sw2790A-ms98-a-0090,440.997625,441.257625,really,I,sv,u-73-1
sw2790A-ms98-a-0090,441.257625,441.397625,on,I,sv,u-73-1
sw2790A-ms98-a-0090,441.397625,441.847625,purpose,I,sv,u-73-1
sw2790A-ms98-a-0091,442.958250,443.451000,so,B,sv,u-75-1
sw2790A-ms98-a-0093,445.719500,445.929500,it's,I,sv,u-75-1
sw2790A-ms98-a-0093,445.929500,446.179500,not,I,sv,u-75-1
sw2790A-ms98-a-0093,446.179500,446.429500,not,I,sv,u-75-1
sw2790A-ms98-a-0093,446.429500,446.509500,a,I,sv,u-75-1
sw2790A-ms98-a-0093,446.509500,446.699500,real,I,sv,u-75-1
sw2790A-ms98-a-0093,446.699500,447.315750,functional,I,sv,u-75-1
sw2790A-ms98-a-0093,447.507875,448.309500,situation,I,sv,u-75-1
sw2790A-ms98-a-0093,448.309500,448.779375,anyway,I,sv,u-75-1
sw2790A-ms98-a-0095,450.977500,451.432250,i,B,sd,u-75-2
sw2790A-ms98-a-0095,451.432250,451.978875,don't,I,sd,u-75-2
sw2790A-ms98-a-0095,451.978875,452.198875,know,I,sd,u-75-2
sw2790A-ms98-a-0095,452.198875,452.788875,it's,I,sd,u-75-2
sw2790A-ms98-a-0095,452.788875,452.848875,i,I,sd,u-75-2
sw2790A-ms98-a-0095,452.848875,453.068875,don't,I,sd,u-75-2
sw2790A-ms98-a-0095,453.068875,453.208875,know,I,sd,u-75-2
sw2790A-ms98-a-0095,453.208875,453.358875,that,I,sd,u-75-2
sw2790A-ms98-a-0095,453.358875,453.558875,that,I,sd,u-75-2
sw2790A-ms98-a-0095,453.558875,453.888875,trend's,I,sd,u-75-2
sw2790A-ms98-a-0095,453.888875,454.018875,going,I,sd,u-75-2
sw2790A-ms98-a-0095,454.018875,454.088875,to,I,sd,u-75-2
sw2790A-ms98-a-0095,454.088875,454.628875,change,I,sd,u-75-2
sw2790A-ms98-a-0095,454.628875,454.891500,the,I,sd,u-75-2
sw2790A-ms98-a-0095,455.121250,455.448875,single,I,sd,u-75-2
sw2790A-ms98-a-0095,455.448875,456.168875,parent,I,sd,u-75-2
sw2790A-ms98-a-0095,456.168875,456.358875,type,I,sd,u-75-2
sw2790A-ms98-a-0095,456.358875,456.888875,families,I,sd,u-75-2
sw2790A-ms98-a-0095,456.888875,457.018875,and,B,sv,u-75-3
sw2790A-ms98-a-0095,457.018875,457.118875,the,I,sv,u-75-3
sw2790A-ms98-a-0095,457.118875,457.528875,blended,I,sv,u-75-3
sw2790A-ms98-a-0095,457.528875,458.127375,families,I,sv,u-75-3
sw2790A-ms98-a-0096,458.880125,459.050125,as,I,sv,u-75-3
sw2790A-ms98-a-0096,459.050125,459.280125,long,I,sv,u-75-3
sw2790A-ms98-a-0096,459.280125,459.360125,as,I,sv,u-75-3
sw2790A-ms98-a-0096,459.360125,459.470125,we've,I,sv,u-75-3
sw2790A-ms98-a-0096,459.470125,459.700125,got,I,sv,u-75-3
sw2790A-ms98-a-0096,459.700125,459.780125,so,I,sv,u-75-3
sw2790A-ms98-a-0096,459.780125,460.010125,many,I,sv,u-75-3
sw2790A-ms98-a-0096,460.010125,460.190125,other,I,sv,u-75-3
sw2790A-ms98-a-0096,460.190125,460.550125,crazy,I,sv,u-75-3
sw2790A-ms98-a-0096,460.550125,460.880125,things,I,sv,u-75-3
sw2790A-ms98-a-0096,460.880125,461.100125,going,I,sv,u-75-3
sw2790A-ms98-a-0096,461.100125,461.240125,on,I,sv,u-75-3
sw2790A-ms98-a-0096,461.240125,461.310125,in,I,sv,u-75-3
sw2790A-ms98-a-0096,461.310125,461.900125,society,I,sv,u-75-3
sw2790A-ms98-a-0098,483.613500,484.058750,uh-huh,B,b,u-77-1
sw2790A-ms98-a-0100,487.343125,487.493125,yeah,B,aa,u-79-1
sw2790A-ms98-a-0100,487.493125,487.623125,it,B,aa,u-79-2
sw2790A-ms98-a-0100,487.623125,488.003125,is,I,aa,u-79-2
sw2790A-ms98-a-0100,488.003125,488.053125,i,B,sv,u-79-3
sw2790A-ms98-a-0100,488.053125,488.283125,guess,I,sv,u-79-3
sw2790A-ms98-a-0100,488.283125,488.701125,unless,I,sv,u-79-3
sw2790A-ms98-a-0100,488.701125,489.123125,unless,I,sv,u-79-3
sw2790A-ms98-a-0100,489.123125,489.423125,there's,I,sv,u-79-3
sw2790A-ms98-a-0100,489.423125,489.666250,a,I,sv,u-79-3
sw2790A-ms98-a-0100,489.666250,489.863125,a,I,sv,u-79-3
sw2790A-ms98-a-0100,489.863125,490.233125,major,I,sv,u-79-3
sw2790A-ms98-a-0100,490.233125,490.693125,swing,I,sv,u-79-3
sw2790A-ms98-a-0100,490.693125,490.773125,in,I,sv,u-79-3
sw2790A-ms98-a-0100,490.773125,490.843125,the,I,sv,u-79-3
sw2790A-ms98-a-0100,490.843125,491.213125,change,I,sv,u-79-3
sw2790A-ms98-a-0100,491.213125,491.415875,of,I,sv,u-79-3
sw2790A-ms98-a-0100,491.623125,491.853125,what's,I,sv,u-79-3
sw2790A-ms98-a-0100,491.853125,492.403125,important,I,sv,u-79-3
sw2790A-ms98-a-0100,492.403125,492.463125,to,I,sv,u-79-3
sw2790A-ms98-a-0100,492.463125,492.898625,people,I,sv,u-79-3
sw2790A-ms98-a-0101,493.970625,494.060625,you,I,sv,u-79-3
sw2790A-ms98-a-0101,494.060625,494.220625,know,I,sv,u-79-3
sw2790A-ms98-a-0101,494.220625,494.580625,probably,I,sv,u-79-3
sw2790A-ms98-a-0101,494.580625,494.780625,keep,I,sv,u-79-3
sw2790A-ms98-a-0101,494.780625,495.010625,going,I,sv,u-79-3
sw2790A-ms98-a-0101,495.010625,495.484125,downhill,I,sv,u-79-3
sw2790A-ms98-a-0103,498.871875,499.111375,and,B,h,u-79-4
sw2790A-ms98-a-0103,499.111375,499.331375,i,I,h,u-79-4
sw2790A-ms98-a-0103,499.331375,499.361375,i,I,h,u-79-4
sw2790A-ms98-a-0103,499.361375,499.521375,don't,I,h,u-79-4
sw2790A-ms98-a-0103,499.521375,499.671375,know,I,h,u-79-4
sw2790A-ms98-a-0103,499.671375,499.971375,we,B,sv,u-79-5
sw2790A-ms98-a-0103,499.971375,500.181375,we,I,sv,u-79-5
sw2790A-ms98-a-0103,500.181375,500.421375,feel,I,sv,u-79-5
sw2790A-ms98-a-0103,500.421375,500.671375,like,I,sv,u-79-5
sw2790A-ms98-a-0103,500.671375,500.923625,that,I,sv,u-79-5
sw2790A-ms98-a-0103,501.345375,501.581375,that,I,sv,u-79-5
sw2790A-ms98-a-0103,501.581375,501.691375,we,I,sv,u-79-5
sw2790A-ms98-a-0103,501.691375,501.851375,can,I,sv,u-79-5
sw2790A-ms98-a-0103,501.851375,502.051375,make,I,sv,u-79-5
sw2790A-ms98-a-0103,502.051375,502.151375,it,I,sv,u-79-5
sw2790A-ms98-a-0103,502.151375,502.341375,on,I,sv,u-79-5
sw2790A-ms98-a-0103,502.341375,502.491375,one,I,sv,u-79-5
sw2790A-ms98-a-0103,502.491375,502.972750,income,I,sv,u-79-5
sw2790A-ms98-a-0103,503.213875,503.520750,it,B,sv,u-79-6
sw2790A-ms98-a-0103,503.520750,503.741375,it,I,sv,u-79-6
sw2790A-ms98-a-0103,503.741375,503.951375,may,I,sv,u-79-6
sw2790A-ms98-a-0103,503.951375,504.121375,be,I,sv,u-79-6
sw2790A-ms98-a-0103,504.121375,504.541375,tough,I,sv,u-79-6
sw2790A-ms98-a-0103,504.541375,504.731375,but,B,sv,u-79-7
sw2790A-ms98-a-0103,504.731375,504.851375,we,I,sv,u-79-7
sw2790A-ms98-a-0103,504.851375,505.021375,may,I,sv,u-79-7
sw2790A-ms98-a-0103,505.021375,505.151375,have,I,sv,u-79-7
sw2790A-ms98-a-0103,505.151375,505.261375,to,I,sv,u-79-7
sw2790A-ms98-a-0103,505.261375,505.451375,give,I,sv,u-79-7
sw2790A-ms98-a-0103,505.451375,505.593750,up,I,sv,u-79-7
sw2790A-ms98-a-0103,505.593750,505.771375,some,I,sv,u-79-7
sw2790A-ms98-a-0105,507.190250,507.482125,some,I,sv,u-79-7
sw2790A-ms98-a-0105,507.482125,508.092125,things,I,sv,u-79-7
sw2790A-ms98-a-0107,513.017125,513.464250,yeah,B,b,u-81-1
sw2790A-ms98-a-0109,517.127750,517.446750,yeah,B,aa,u-83-1
sw2790A-ms98-a-0109,517.446750,517.556750,i,B,aa,u-83-2
sw2790A-ms98-a-0109,517.556750,517.816750,think,I,aa,u-83-2
sw2790A-ms98-a-0109,517.816750,517.976750,so,I,aa,u-83-2
sw2790A-ms98-a-0109,517.976750,518.347625,too,I,aa,u-83-2
sw2790A-ms98-a-0111,524.611375,525.272125,okay,B,fc,u-85-1
sw2790A-ms98-a-0113,527.106875,527.296875,well,B,fc,u-87-1
sw2790A-ms98-a-0113,527.296875,527.406875,i've,I,fc,u-87-1
sw2790A-ms98-a-0113,527.406875,527.676875,enjoyed,I,fc,u-87-1
sw2790A-ms98-a-0113,527.676875,527.776875,it,I,fc,u-87-1
sw2790A-ms98-a-0113,527.776875,528.166875,Stephanie,I,fc,u-87-1
sw2790A-ms98-a-0115,529.260375,529.631000,uh-huh,B,fc,u-89-1
sw2790A-ms98-a-0116,530.261250,530.629375,bye-bye,O,,
