sw2259B-ms98-a-0002,6.592125,6.870875,at,B,%,u-2-1
sw2259B-ms98-a-0037,236.328500,236.498500,should,I,+,u-26-1
sw2259B-ms98-a-0037,236.498500,236.918500,have,I,+,u-26-1
sw2259B-ms98-a-0037,236.918500,237.237000,um,I,+,u-26-1
sw2259B-ms98-a-0038,238.213500,238.493500,some,I,+,u-26-1
sw2259B-ms98-a-0038,238.493500,239.145500,quotas,I,+,u-26-1
sw2259B-ms98-a-0038,239.145500,239.253500,of,B,%,u-26-2
sw2259B-ms98-a-0038,239.253500,239.573500,course,I,%,u-26-2
sw2259B-ms98-a-0038,239.573500,239.773500,my,I,%,u-26-2
sw2259B-ms98-a-0038,239.773500,240.213500,family,I,%,u-26-2
sw2259B-ms98-a-0038,240.213500,240.363500,and,I,%,u-26-2
sw2259B-ms98-a-0038,240.363500,240.523500,i,I,%,u-26-2
sw2259B-ms98-a-0038,240.523500,240.770375,again,B,%,u-26-3
sw2259B-ms98-a-0038,240.770375,241.354125,again,I,%,u-26-3
sw2259B-ms98-a-0038,241.354125,241.493500,that,I,%,u-26-3
sw2259B-ms98-a-0038,241.493500,241.865750,was,I,%,u-26-3
sw2259B-ms98-a-0038,242.355375,242.403500,you,I,%,u-26-3
sw2259B-ms98-a-0038,242.403500,242.513500,know,I,%,u-26-3
sw2259B-ms98-a-0038,242.513500,242.930625,my,B,sd,u-26-4
sw2259B-ms98-a-0038,243.282250,243.497000,uh,I,sd,u-26-4
sw2259B-ms98-a-0038,243.497000,244.043500,grandparents,I,sd,u-26-4
sw2259B-ms98-a-0038,244.043500,244.233500,came,I,sd,u-26-4
sw2259B-ms98-a-0038,244.233500,244.555250,over,I,sd,u-26-4
sw2259B-ms98-a-0038,245.783125,246.083500,during,I,sd,u-26-4
sw2259B-ms98-a-0038,246.083500,246.153500,the,I,sd,u-26-4
sw2259B-ms98-a-0038,246.153500,246.573500,time,I,sd,u-26-4
sw2259B-ms98-a-0038,246.573500,246.984375,when,I,sd,u-26-4
sw2259B-ms98-a-0038,247.515375,247.753500,uh,I,sd,u-26-4
sw2259B-ms98-a-0038,247.753500,247.933500,there,I,sd,u-26-4
sw2259B-ms98-a-0038,247.933500,248.153500,were,I,sd,u-26-4
sw2259B-ms98-a-0038,248.153500,248.623500,quotas,I,sd,u-26-4
sw2259B-ms98-a-0038,248.623500,248.723500,so,B,sd,u-26-5
sw2259B-ms98-a-0038,248.723500,248.843500,they,I,sd,u-26-5
sw2259B-ms98-a-0038,248.843500,248.993500,had,I,sd,u-26-5
sw2259B-ms98-a-0038,248.993500,249.073500,to,I,sd,u-26-5
sw2259B-ms98-a-0038,249.073500,249.650625,wait,I,sd,u-26-5
sw2259B-ms98-a-0038,249.650625,250.126750,uh,I,sd,u-26-5
sw2259B-ms98-a-0039,251.259000,251.367875,you,I,sd,u-26-5
sw2259B-ms98-a-0039,251.367875,251.547875,know,I,sd,u-26-5
sw2259B-ms98-a-0039,251.547875,251.767875,in,I,sd,u-26-5
sw2259B-ms98-a-0039,251.767875,252.096250,uh,I,sd,u-26-5
sw2259B-ms98-a-0039,252.934250,253.277875,certain,I,sd,u-26-5
sw2259B-ms98-a-0039,253.277875,253.557875,parts,I,sd,u-26-5
sw2259B-ms98-a-0039,253.557875,253.667875,of,I,sd,u-26-5
sw2259B-ms98-a-0039,253.667875,253.977875,Europe,I,sd,u-26-5
sw2259B-ms98-a-0039,253.977875,254.147875,for,I,sd,u-26-5
sw2259B-ms98-a-0039,254.147875,254.557875,years,I,sd,u-26-5
sw2259B-ms98-a-0039,254.557875,254.837875,before,I,sd,u-26-5
sw2259B-ms98-a-0039,254.837875,254.967875,they,I,sd,u-26-5
sw2259B-ms98-a-0039,254.967875,255.087875,were,I,sd,u-26-5
sw2259B-ms98-a-0039,255.087875,255.487875,permitted,I,sd,u-26-5
sw2259B-ms98-a-0039,255.487875,255.567875,to,I,sd,u-26-5
sw2259B-ms98-a-0039,255.567875,255.737875,come,I,sd,u-26-5
sw2259B-ms98-a-0039,255.737875,256.025250,over,I,sd,u-26-5
sw2259B-ms98-a-0040,256.968875,257.278125,so,B,%,u-28-1
sw2259B-ms98-a-0040,257.470125,257.658000,you,I,%,u-28-1
sw2259B-ms98-a-0040,257.658000,257.805250,know,I,%,u-28-1
sw2259B-ms98-a-0040,257.805250,258.155750,[laughter],O,,
sw2259B-ms98-a-0040,258.155750,258.264375,but,B,sv,u-28-2
sw2259B-ms98-a-0040,258.264375,258.425125,uh,I,sv,u-28-2
sw2259B-ms98-a-0041,259.060625,259.131750,i,B,+,u-30-1
sw2259B-ms98-a-0041,259.131750,259.278250,think,I,+,u-30-1
sw2259B-ms98-a-0041,259.278250,259.918250,unrestricted,I,+,u-30-1
sw2259B-ms98-a-0041,259.918250,260.478250,immigration,I,+,u-30-1
sw2259B-ms98-a-0041,260.478250,260.558250,i,I,+,u-30-1
sw2259B-ms98-a-0041,260.558250,260.808250,think,I,+,u-30-1
sw2259B-ms98-a-0041,260.808250,260.938250,is,I,+,u-30-1
sw2259B-ms98-a-0041,260.938250,261.429000,not,I,+,u-30-1
sw2259B-ms98-a-0041,261.609750,262.075000,uh,I,+,u-30-1
sw2259B-ms98-a-0043,264.024625,264.123000,is,I,+,u-30-1
sw2259B-ms98-a-0043,264.123000,264.313000,not,I,+,u-30-1
sw2259B-ms98-a-0043,264.313000,265.163000,best,I,+,u-30-1
sw2259B-ms98-a-0043,265.163000,265.507000,uh,I,+,u-30-1
sw2259B-ms98-a-0045,292.697000,293.063875,um-hum,B,aa,u-32-1
sw2259B-ms98-a-0045,294.039500,294.429250,well,B,sd,u-32-2
sw2259B-ms98-a-0045,294.429250,294.550875,you,I,sd,u-32-2
sw2259B-ms98-a-0045,294.550875,294.680875,know,I,sd,u-32-2
sw2259B-ms98-a-0045,294.680875,294.880875,there's,I,sd,u-32-2
sw2259B-ms98-a-0045,294.880875,295.270875,another,I,sd,u-32-2
sw2259B-ms98-a-0045,295.270875,295.700875,aspect,I,sd,u-32-2
sw2259B-ms98-a-0045,295.700875,295.760875,of,I,sd,u-32-2
sw2259B-ms98-a-0045,295.760875,295.910875,this,I,sd,u-32-2
sw2259B-ms98-a-0045,295.910875,296.100875,too,I,sd,u-32-2
sw2259B-ms98-a-0045,296.100875,296.320875,they're,B,sd,u-32-3
sw2259B-ms98-a-0045,296.320875,296.760875,also,I,sd,u-32-3
sw2259B-ms98-a-0045,296.760875,297.075500,uh,I,sd,u-32-3
sw2259B-ms98-a-0047,299.033750,299.498875,uh,I,sd,u-32-3
sw2259B-ms98-a-0047,300.131750,301.157500,diminishing,I,sd,u-32-3
sw2259B-ms98-a-0047,301.676625,301.879625,the,I,sd,u-32-3
sw2259B-ms98-a-0047,301.879625,302.093250,uh,I,sd,u-32-3
sw2259B-ms98-a-0047,302.812625,303.198125,health,I,sd,u-32-3
sw2259B-ms98-a-0047,303.198125,303.959750,restrictions,I,sd,u-32-3
sw2259B-ms98-a-0047,304.140500,304.848125,which,I,sd,u-32-3
sw2259B-ms98-a-0049,307.237875,307.383750,well,B,b,u-34-1
sw2259B-ms98-a-0049,307.383750,307.673750,yes,I,b,u-34-1
sw2259B-ms98-a-0049,307.673750,307.853750,there,B,sd,u-34-2
sw2259B-ms98-a-0049,307.853750,307.943750,are,I,sd,u-34-2
sw2259B-ms98-a-0049,307.943750,308.182000,were,I,sd,u-34-2
sw2259B-ms98-a-0049,308.182000,308.663750,some,I,sd,u-34-2
sw2259B-ms98-a-0049,308.663750,308.979375,uh,I,sd,u-34-2
sw2259B-ms98-a-0051,310.722375,311.433000,regulations,I,sd,u-34-2
sw2259B-ms98-a-0051,311.433000,311.753000,over,I,sd,u-34-2
sw2259B-ms98-a-0051,311.753000,311.813000,i,B,sd,u-34-3
sw2259B-ms98-a-0051,311.813000,311.953000,don't,I,sd,u-34-3
sw2259B-ms98-a-0051,311.953000,312.013000,know,I,sd,u-34-3
sw2259B-ms98-a-0051,312.013000,312.203000,whether,I,sd,u-34-3
sw2259B-ms98-a-0051,312.203000,312.343000,they're,I,sd,u-34-3
sw2259B-ms98-a-0051,312.343000,312.783000,laws,I,sd,u-34-3
sw2259B-ms98-a-0051,312.783000,313.173000,passed,I,sd,u-34-3
sw2259B-ms98-a-0051,313.173000,313.263000,or,I,sd,u-34-3
sw2259B-ms98-a-0051,313.263000,313.408125,or,I,sd,u-34-3
sw2259B-ms98-a-0051,313.701875,313.933000,whatever,I,sd,u-34-3
sw2259B-ms98-a-0051,313.933000,314.043000,they're,I,sd,u-34-3
sw2259B-ms98-a-0051,314.043000,314.573000,called,I,sd,u-34-3
sw2259B-ms98-a-0051,314.573000,314.753000,uh,I,sd,u-34-3
sw2259B-ms98-a-0051,314.753000,315.023000,just,I,sd,u-34-3
sw2259B-ms98-a-0051,315.023000,315.513000,recently,I,sd,u-34-3
sw2259B-ms98-a-0051,315.513000,315.870000,where,I,sd,u-34-3
sw2259B-ms98-a-0052,317.247250,317.597250,uh,I,sd,u-34-3
sw2259B-ms98-a-0053,318.984500,319.360250,people,I,sd,u-34-3
sw2259B-ms98-a-0053,319.360250,319.480250,with,I,sd,u-34-3
sw2259B-ms98-a-0053,319.480250,319.780250,certain,I,sd,u-34-3
sw2259B-ms98-a-0053,319.780250,320.608375,diseases,I,sd,u-34-3
sw2259B-ms98-a-0053,320.608375,321.090250,cannot,I,sd,u-34-3
sw2259B-ms98-a-0053,321.090250,321.498000,be,I,sd,u-34-3
sw2259B-ms98-a-0053,321.765375,322.492500,excluded,I,sd,u-34-3
sw2259B-ms98-a-0053,323.300375,323.520250,uh,I,sd,u-34-3
sw2259B-ms98-a-0053,323.520250,323.720250,from,I,sd,u-34-3
sw2259B-ms98-a-0053,323.720250,324.291875,immigration,I,sd,u-34-3
sw2259B-ms98-a-0053,324.291875,324.630250,AIDS,O,,
sw2259B-ms98-a-0053,324.630250,324.770250,is,B,sd,u-34-4
sw2259B-ms98-a-0053,324.770250,325.030250,one,I,sd,u-34-4
sw2259B-ms98-a-0053,325.030250,325.220250,for,I,sd,u-34-4
sw2259B-ms98-a-0053,325.220250,325.731250,example,I,sd,u-34-4
sw2259B-ms98-a-0053,326.676250,327.300250,and,B,sd,u-34-5
sw2259B-ms98-a-0053,327.300250,327.680625,uh,I,sd,u-34-5
sw2259B-ms98-a-0053,328.797250,329.465250,recently,I,sd,u-34-5
sw2259B-ms98-a-0053,329.910125,330.381250,uh,I,sd,u-34-5
sw2259B-ms98-a-0054,331.584375,332.418125,tuberculosis,I,sd,u-34-5
sw2259B-ms98-a-0054,332.418125,332.558125,which,I,sd,u-34-5
sw2259B-ms98-a-0054,332.558125,332.732625,at,I,sd,u-34-5
sw2259B-ms98-a-0054,332.732625,332.898125,one,I,sd,u-34-5
sw2259B-ms98-a-0054,332.898125,333.158125,time,I,sd,u-34-5
sw2259B-ms98-a-0054,333.158125,333.308125,if,I,sd,u-34-5
sw2259B-ms98-a-0054,333.308125,333.428125,you,I,sd,u-34-5
sw2259B-ms98-a-0054,333.428125,333.598125,had,I,sd,u-34-5
sw2259B-ms98-a-0054,333.598125,334.308125,tuberculosis,I,sd,u-34-5
sw2259B-ms98-a-0054,334.308125,334.378125,you,I,sd,u-34-5
sw2259B-ms98-a-0054,334.378125,334.528125,could,I,sd,u-34-5
sw2259B-ms98-a-0054,334.528125,334.768125,not,I,sd,u-34-5
sw2259B-ms98-a-0054,334.768125,334.918125,get,I,sd,u-34-5
sw2259B-ms98-a-0054,334.918125,335.138125,into,I,sd,u-34-5
sw2259B-ms98-a-0054,335.138125,335.288125,this,I,sd,u-34-5
sw2259B-ms98-a-0054,335.288125,335.731250,country,I,sd,u-34-5
sw2259B-ms98-a-0054,336.311250,336.548125,uh,B,+,u-36-1
sw2259B-ms98-a-0054,336.548125,336.728125,they,I,+,u-36-1
sw2259B-ms98-a-0054,336.728125,337.058125,dropped,I,+,u-36-1
sw2259B-ms98-a-0054,337.058125,337.238125,that,I,+,u-36-1
sw2259B-ms98-a-0054,337.238125,337.673250,also,I,+,u-36-1
sw2259B-ms98-a-0055,338.906000,339.036000,so,B,sv,u-36-2
sw2259B-ms98-a-0055,339.036000,339.086000,i,I,sv,u-36-2
sw2259B-ms98-a-0055,339.086000,339.286000,think,I,sv,u-36-2
sw2259B-ms98-a-0055,339.286000,339.496000,in,I,sv,u-36-2
sw2259B-ms98-a-0055,339.496000,339.716000,in,I,sv,u-36-2
sw2259B-ms98-a-0055,339.716000,340.336000,s[ome]-,I,sv,u-36-2
sw2259B-ms98-a-0055,340.336000,340.606000,some,I,sv,u-36-2
sw2259B-ms98-a-0055,340.606000,340.826000,as[pect]-,I,sv,u-36-2
sw2259B-ms98-a-0055,340.826000,341.106000,some,I,sv,u-36-2
sw2259B-ms98-a-0055,341.106000,341.556000,ways,I,sv,u-36-2
sw2259B-ms98-a-0055,341.556000,341.736000,we,I,sv,u-36-2
sw2259B-ms98-a-0055,341.736000,342.237250,are,I,sv,u-36-2
sw2259B-ms98-a-0055,342.564875,343.096000,uh,I,sv,u-36-2
sw2259B-ms98-a-0055,343.096000,343.426000,becoming,I,sv,u-36-2
sw2259B-ms98-a-0055,343.426000,343.466000,a,I,sv,u-36-2
sw2259B-ms98-a-0055,343.466000,343.646000,little,I,sv,u-36-2
sw2259B-ms98-a-0055,343.646000,343.846000,too,I,sv,u-36-2
sw2259B-ms98-a-0055,343.846000,344.646000,egalitarian,I,sv,u-36-2
sw2259B-ms98-a-0055,344.646000,344.776000,in,I,sv,u-36-2
sw2259B-ms98-a-0055,344.776000,344.946000,that,I,sv,u-36-2
sw2259B-ms98-a-0055,344.946000,345.066000,in,I,sv,u-36-2
sw2259B-ms98-a-0055,345.066000,345.316000,that,I,sv,u-36-2
sw2259B-ms98-a-0055,345.316000,345.716000,sense,I,sv,u-36-2
sw2259B-ms98-a-0055,345.716000,345.870500,but,B,sv,u-36-3
sw2259B-ms98-a-0055,346.150375,346.489875,uh,I,sv,u-36-3
sw2259B-ms98-a-0057,348.245750,348.313375,i,I,sv,u-36-3
sw2259B-ms98-a-0057,348.313375,348.463375,think,I,sv,u-36-3
sw2259B-ms98-a-0057,348.463375,348.533375,we,I,sv,u-36-3
sw2259B-ms98-a-0057,348.533375,348.703375,should,I,sv,u-36-3
sw2259B-ms98-a-0057,348.703375,348.843375,be,I,sv,u-36-3
sw2259B-ms98-a-0057,348.843375,348.883375,a,I,sv,u-36-3
sw2259B-ms98-a-0057,348.883375,349.053375,little,I,sv,u-36-3
sw2259B-ms98-a-0057,349.053375,349.223375,more,I,sv,u-36-3
sw2259B-ms98-a-0057,349.223375,349.893375,circumspect,I,sv,u-36-3
sw2259B-ms98-a-0057,349.893375,350.173375,about,I,sv,u-36-3
sw2259B-ms98-a-0057,350.173375,350.283875,it,I,sv,u-36-3
sw2259B-ms98-a-0058,351.034250,351.504250,again,B,sd,u-36-4
sw2259B-ms98-a-0058,351.504250,351.766750,my,I,sd,u-36-4
sw2259B-ms98-a-0058,351.766750,352.153625,opinion,I,sd,u-36-4
sw2259B-ms98-a-0058,352.153625,352.483875,[laughter],O,,
sw2259B-ms98-a-0060,354.805625,354.984375,think,B,qy,u-38-1
sw2259B-ms98-a-0060,354.984375,355.114375,we've,I,qy,u-38-1
sw2259B-ms98-a-0060,355.114375,355.364375,talked,I,qy,u-38-1
sw2259B-ms98-a-0060,355.364375,355.504375,long,I,qy,u-38-1
sw2259B-ms98-a-0060,355.504375,355.844375,enough,I,qy,u-38-1
sw2259B-ms98-a-0061,356.645375,357.380000,[laughter],O,,
sw2259B-ms98-a-0061,357.380000,357.574250,all,B,bk,u-40-1
sw2259B-ms98-a-0061,357.574250,357.889750,right,I,bk,u-40-1
sw2259B-ms98-a-0062,358.761500,358.996250,or,O,,
sw2259B-ms98-a-0062,359.252375,359.415750,i-,O,,
sw2259B-ms98-a-0062,359.415750,359.529500,i-,O,,
sw2259B-ms98-a-0062,359.529500,359.681500,i,B,fc,u-42-1
sw2259B-ms98-a-0062,359.681500,359.861500,have,I,fc,u-42-1
sw2259B-ms98-a-0062,359.861500,360.201500,talked,I,fc,u-42-1
sw2259B-ms98-a-0062,360.201500,360.351500,long,I,fc,u-42-1
sw2259B-ms98-a-0062,360.351500,360.721500,enough,I,fc,u-42-1
sw2259B-ms98-a-0063,361.099375,361.602500,[laughter],O,,
sw2259B-ms98-a-0064,361.751375,362.008000,[laughter],O,,
sw2259B-ms98-a-0065,362.918875,363.152000,thank,B,fc,u-46-1
sw2259B-ms98-a-0065,363.152000,363.356750,you,I,fc,u-46-1
sw2259B-ms98-a-0066,363.820125,364.182250,good-bye,O,,
