sw2035B-ms98-a-0002,2.136375,2.619375,hi,B,fp^m,u-2-1
sw2035B-ms98-a-0032,138.806625,138.902750,we,I,sd,u-36-5
sw2035B-ms98-a-0032,138.902750,139.152750,might,I,sd,u-36-5
sw2035B-ms98-a-0032,139.152750,139.302750,go,I,sd,u-36-5
sw2035B-ms98-a-0032,139.302750,139.562750,out,I,sd,u-36-5
sw2035B-ms98-a-0032,139.562750,139.662750,you,I,sd,u-36-5
sw2035B-ms98-a-0032,139.662750,139.812750,know,I,sd,u-36-5
sw2035B-ms98-a-0032,139.812750,140.027125,one,I,sd,u-36-5
sw2035B-ms98-a-0032,140.027125,140.533875,evening,I,sd,u-36-5
sw2035B-ms98-a-0032,140.533875,140.688375,or,I,sd,u-36-5
sw2035B-ms98-a-0032,140.688375,141.142750,something,I,sd,u-36-5
sw2035B-ms98-a-0032,141.142750,141.333625,but,B,sd,u-38-1
sw2035B-ms98-a-0033,142.092250,142.281875,during,I,sd,u-38-1
sw2035B-ms98-a-0033,142.281875,142.405375,the,I,sd,u-38-1
sw2035B-ms98-a-0033,142.405375,142.968375,day,I,sd,u-38-1
sw2035B-ms98-a-0033,143.740500,143.839375,you,I,sd,u-38-1
sw2035B-ms98-a-0033,143.839375,144.009375,know,I,sd,u-38-1
sw2035B-ms98-a-0033,144.009375,144.189375,it's,I,sd,u-38-1
sw2035B-ms98-a-0033,144.189375,144.339375,all,I,sd,u-38-1
sw2035B-ms98-a-0033,144.339375,144.689375,devoted,I,sd,u-38-1
sw2035B-ms98-a-0033,144.689375,144.789375,to,I,sd,u-38-1
sw2035B-ms98-a-0033,144.789375,144.869375,our,I,sd,u-38-1
sw2035B-ms98-a-0033,144.869375,145.309375,kids,I,sd,u-38-1
sw2035B-ms98-a-0033,145.309375,145.499375,and,B,sd,u-38-2
sw2035B-ms98-a-0033,145.499375,145.559375,they,I,sd,u-38-2
sw2035B-ms98-a-0033,145.559375,145.809375,come,I,sd,u-38-2
sw2035B-ms98-a-0033,145.809375,145.909375,go,I,sd,u-38-2
sw2035B-ms98-a-0033,145.909375,146.019375,to,I,sd,u-38-2
sw2035B-ms98-a-0033,146.019375,146.319375,church,I,sd,u-38-2
sw2035B-ms98-a-0033,146.319375,146.509375,with,I,sd,u-38-2
sw2035B-ms98-a-0033,146.509375,146.789375,us,I,sd,u-38-2
sw2035B-ms98-a-0033,146.789375,147.051000,an[d]-,O,,
sw2035B-ms98-a-0034,148.121625,148.491625,so,B,%,u-38-3
sw2035B-ms98-a-0035,149.682500,150.165250,yeah,B,b,u-40-1
sw2035B-ms98-a-0035,150.420750,150.727625,so,B,%,u-40-2
sw2035B-ms98-a-0037,154.447375,155.177375,yes,B,ny,u-42-1
sw2035B-ms98-a-0037,155.387375,155.687375,yes,B,ny,u-42-2
sw2035B-ms98-a-0037,155.687375,156.047375,that's,B,%,u-42-3
sw2035B-ms98-a-0037,156.047375,156.329375,what,I,%,u-42-3
sw2035B-ms98-a-0039,158.272500,158.766875,uh-huh,B,b,u-44-1
sw2035B-ms98-a-0040,159.739875,159.843750,the,B,sd,u-44-2
sw2035B-ms98-a-0040,159.843750,160.118750,kids,I,sd,u-44-2
sw2035B-ms98-a-0040,160.118750,160.326875,thought,I,sd,u-44-2
sw2035B-ms98-a-0040,160.326875,160.516875,that,I,sd,u-44-2
sw2035B-ms98-a-0040,160.516875,160.686875,was,I,sd,u-44-2
sw2035B-ms98-a-0040,160.686875,161.496875,wonderful,I,sd,u-44-2
sw2035B-ms98-a-0042,164.954000,165.235375,i,B,sd,u-46-1
sw2035B-ms98-a-0042,165.235375,165.494375,is,I,sd,u-46-1
sw2035B-ms98-a-0044,168.628125,168.788125,i'm,I,sd,u-46-1
sw2035B-ms98-a-0044,168.788125,168.968125,not,I,sd,u-46-1
sw2035B-ms98-a-0044,168.968125,169.108125,sure,I,sd,u-46-1
sw2035B-ms98-a-0044,169.108125,169.278125,which,I,sd,u-46-1
sw2035B-ms98-a-0044,169.278125,169.428125,one,I,sd,u-46-1
sw2035B-ms98-a-0044,169.428125,169.563375,we,I,sd,u-46-1
sw2035B-ms98-a-0044,169.563375,169.721625,went,I,sd,u-46-1
sw2035B-ms98-a-0044,169.721625,169.978125,into,I,sd,u-46-1
sw2035B-ms98-a-0044,169.978125,170.038125,it,B,sd,u-46-2
sw2035B-ms98-a-0044,170.038125,170.158125,was,I,sd,u-46-2
sw2035B-ms98-a-0044,170.158125,170.358125,about,I,sd,u-46-2
sw2035B-ms98-a-0044,170.358125,170.438125,a,I,sd,u-46-2
sw2035B-ms98-a-0044,170.438125,170.678125,year,I,sd,u-46-2
sw2035B-ms98-a-0044,170.678125,170.758125,or,I,sd,u-46-2
sw2035B-ms98-a-0044,170.758125,170.988125,so,I,sd,u-46-2
sw2035B-ms98-a-0044,170.988125,171.258125,ago,I,sd,u-46-2
sw2035B-ms98-a-0044,171.258125,171.466000,when,I,sd,u-46-2
sw2035B-ms98-a-0044,171.466000,171.635500,we,I,sd,u-46-2
sw2035B-ms98-a-0044,171.635500,172.111000,went,I,sd,u-46-2
sw2035B-ms98-a-0046,177.583375,178.000625,uh-huh,B,b,u-48-1
sw2035B-ms98-a-0046,178.000625,178.652750,yeah,B,b,u-48-2
sw2035B-ms98-a-0047,180.193625,180.692375,yeah,B,aa,u-50-1
sw2035B-ms98-a-0048,181.727125,181.996625,yeah,B,aa^r,u-50-2
sw2035B-ms98-a-0048,181.996625,182.127875,they,B,sd,u-50-3
sw2035B-ms98-a-0048,182.127875,182.286000,had,I,sd,u-50-3
sw2035B-ms98-a-0048,182.286000,182.326000,a,I,sd,u-50-3
sw2035B-ms98-a-0048,182.326000,182.486000,lot,I,sd,u-50-3
sw2035B-ms98-a-0048,182.486000,182.566000,of,I,sd,u-50-3
sw2035B-ms98-a-0048,182.566000,182.796000,fun,I,sd,u-50-3
sw2035B-ms98-a-0048,182.796000,182.906000,in,I,sd,u-50-3
sw2035B-ms98-a-0048,182.906000,183.176000,there,I,sd,u-50-3
sw2035B-ms98-a-0048,183.176000,183.343750,and,B,sd,u-50-4
sw2035B-ms98-a-0048,184.021750,184.412250,um,I,sd,u-50-4
sw2035B-ms98-a-0048,184.932000,185.083875,there's,I,sd,u-50-4
sw2035B-ms98-a-0048,185.083875,185.220375,uh,I,sd,u-50-4
sw2035B-ms98-a-0048,185.389875,185.576000,there's,I,sd,u-50-4
sw2035B-ms98-a-0048,185.576000,185.746000,some,I,sd,u-50-4
sw2035B-ms98-a-0048,185.746000,186.186000,petting,I,sd,u-50-4
sw2035B-ms98-a-0048,186.186000,186.296000,you,I,sd,u-50-4
sw2035B-ms98-a-0048,186.296000,186.486000,know,I,sd,u-50-4
sw2035B-ms98-a-0048,186.486000,186.816000,like,I,sd,u-50-4
sw2035B-ms98-a-0048,186.816000,187.100000,uh,I,sd,u-50-4
sw2035B-ms98-a-0049,188.436500,188.662750,uh,I,sd,u-50-4
sw2035B-ms98-a-0049,188.662750,188.792750,i,B,sd,u-50-5
sw2035B-ms98-a-0049,188.792750,188.972750,think,I,sd,u-50-5
sw2035B-ms98-a-0049,188.972750,189.114750,it's,I,sd,u-50-5
sw2035B-ms98-a-0049,189.841625,190.222750,Owens,I,sd,u-50-5
sw2035B-ms98-a-0049,190.222750,190.612750,Country,I,sd,u-50-5
sw2035B-ms98-a-0049,190.612750,191.212750,Farms,I,sd,u-50-5
sw2035B-ms98-a-0049,191.212750,191.462750,has,I,sd,u-50-5
sw2035B-ms98-a-0049,191.462750,191.602750,a,I,sd,u-50-5
sw2035B-ms98-a-0049,191.602750,192.124750,free,I,sd,u-50-5
sw2035B-ms98-a-0049,192.712375,193.266875,petting,I,sd,u-50-5
sw2035B-ms98-a-0049,193.443875,193.542750,you,I,sd,u-50-5
sw2035B-ms98-a-0049,193.542750,193.604125,know,I,sd,u-50-5
sw2035B-ms98-a-0049,193.604125,193.784875,like,I,sd,u-50-5
sw2035B-ms98-a-0049,193.784875,193.882750,a,I,sd,u-50-5
sw2035B-ms98-a-0049,193.882750,194.242750,farm,I,sd,u-50-5
sw2035B-ms98-a-0049,194.242750,194.402750,that,I,sd,u-50-5
sw2035B-ms98-a-0049,194.402750,194.532750,you,I,sd,u-50-5
sw2035B-ms98-a-0049,194.532750,194.702750,can,I,sd,u-50-5
sw2035B-ms98-a-0049,194.702750,194.883250,go,I,sd,u-50-5
sw2035B-ms98-a-0049,194.883250,194.985000,to,I,sd,u-50-5
sw2035B-ms98-a-0049,194.985000,195.102750,and,B,sd,u-50-6
sw2035B-ms98-a-0049,195.102750,195.162750,the,I,sd,u-50-6
sw2035B-ms98-a-0049,195.162750,195.392750,kids,I,sd,u-50-6
sw2035B-ms98-a-0049,195.392750,195.552750,can,I,sd,u-50-6
sw2035B-ms98-a-0049,195.552750,195.742750,pet,I,sd,u-50-6
sw2035B-ms98-a-0049,195.742750,196.222750,animals,I,sd,u-50-6
sw2035B-ms98-a-0049,196.222750,196.352750,and,I,sd,u-50-6
sw2035B-ms98-a-0049,196.352750,196.712750,stuff,I,sd,u-50-6
sw2035B-ms98-a-0050,197.738125,197.950875,that's,B,sd,u-52-1
sw2035B-ms98-a-0050,197.950875,198.060875,on,I,sd,u-52-1
sw2035B-ms98-a-0050,198.060875,198.485750,Plano,I,sd,u-52-1
sw2035B-ms98-a-0050,198.485750,198.929750,Road,I,sd,u-52-1
sw2035B-ms98-a-0050,198.929750,199.450875,um,B,sd,u-52-2
sw2035B-ms98-a-0050,199.940875,200.030875,it's,I,sd,u-52-2
sw2035B-ms98-a-0050,200.030875,200.160875,like,I,sd,u-52-2
sw2035B-ms98-a-0050,200.160875,200.320875,in,I,sd,u-52-2
sw2035B-ms98-a-0050,200.320875,200.810875,Richardson,I,sd,u-52-2
sw2035B-ms98-a-0050,200.810875,200.910875,you,I,sd,u-52-2
sw2035B-ms98-a-0050,200.910875,201.030875,go,I,sd,u-52-2
sw2035B-ms98-a-0050,201.030875,201.150875,up,I,sd,u-52-2
sw2035B-ms98-a-0050,201.150875,201.640875,Plano,I,sd,u-52-2
sw2035B-ms98-a-0050,201.640875,202.032250,Road,I,sd,u-52-2
sw2035B-ms98-a-0050,202.510625,202.700875,it's,B,sd,u-52-3
sw2035B-ms98-a-0050,202.700875,202.867250,like,I,sd,u-52-3
sw2035B-ms98-a-0050,203.100750,203.180875,a,I,sd,u-52-3
sw2035B-ms98-a-0050,203.180875,203.390875,little,I,sd,u-52-3
sw2035B-ms98-a-0050,203.390875,203.560875,bit,I,sd,u-52-3
sw2035B-ms98-a-0050,203.560875,203.930875,past,I,sd,u-52-3
sw2035B-ms98-a-0050,203.930875,204.400875,Campbell,I,sd,u-52-3
sw2035B-ms98-a-0050,204.400875,204.510875,on,I,sd,u-52-3
sw2035B-ms98-a-0050,204.510875,204.900875,Plano,I,sd,u-52-3
sw2035B-ms98-a-0050,204.900875,205.331125,Road,I,sd,u-52-3
sw2035B-ms98-a-0051,206.383375,206.493375,and,B,sd,u-54-1
sw2035B-ms98-a-0051,206.493375,206.733375,that's,I,sd,u-54-1
sw2035B-ms98-a-0051,206.733375,206.803375,a,I,sd,u-54-1
sw2035B-ms98-a-0051,206.803375,206.983375,lot,I,sd,u-54-1
sw2035B-ms98-a-0051,206.983375,207.073375,of,I,sd,u-54-1
sw2035B-ms98-a-0051,207.073375,207.564625,fun,I,sd,u-54-1
sw2035B-ms98-a-0051,207.892250,208.013375,they,B,sd,u-56-1
sw2035B-ms98-a-0051,208.013375,208.183375,have,I,sd,u-56-1
sw2035B-ms98-a-0051,208.183375,208.667000,tours,I,sd,u-56-1
sw2035B-ms98-a-0051,208.667000,208.975875,going,I,sd,u-56-1
sw2035B-ms98-a-0051,208.975875,209.143375,through,I,sd,u-56-1
sw2035B-ms98-a-0051,209.143375,209.563375,there,I,sd,u-56-1
sw2035B-ms98-a-0051,209.563375,209.793375,and,B,sd,u-56-2
sw2035B-ms98-a-0052,210.848250,211.172375,um,I,sd,u-56-2
sw2035B-ms98-a-0052,211.284500,211.375875,the,I,sd,u-56-2
sw2035B-ms98-a-0052,211.375875,211.590625,kids,I,sd,u-56-2
sw2035B-ms98-a-0052,211.590625,211.898250,think,I,sd,u-56-2
sw2035B-ms98-a-0052,211.898250,212.108250,that,I,sd,u-56-2
sw2035B-ms98-a-0052,212.108250,212.298250,was,I,sd,u-56-2
sw2035B-ms98-a-0052,212.298250,212.338250,a,I,sd,u-56-2
sw2035B-ms98-a-0052,212.338250,212.538250,lot,I,sd,u-56-2
sw2035B-ms98-a-0052,212.538250,212.618250,of,I,sd,u-56-2
sw2035B-ms98-a-0052,212.618250,212.919500,fun,I,sd,u-56-2
sw2035B-ms98-a-0052,212.919500,213.213375,too,I,sd,u-56-2
sw2035B-ms98-a-0052,213.213375,213.408250,an[d]-,O,,
sw2035B-ms98-a-0053,214.347000,214.482500,we,B,sd,u-58-1
sw2035B-ms98-a-0053,214.482500,214.712500,take,I,sd,u-58-1
sw2035B-ms98-a-0053,214.712500,214.822500,you,I,sd,u-58-1
sw2035B-ms98-a-0053,214.822500,214.992500,know,I,sd,u-58-1
sw2035B-ms98-a-0053,214.992500,215.372500,whenever,I,sd,u-58-1
sw2035B-ms98-a-0053,215.372500,215.513750,we,I,sd,u-58-1
sw2035B-ms98-a-0053,215.841500,216.032500,take,I,sd,u-58-1
sw2035B-ms98-a-0053,216.032500,216.142500,them_1,I,sd,u-58-1
sw2035B-ms98-a-0053,216.142500,216.212500,to,I,sd,u-58-1
sw2035B-ms98-a-0053,216.212500,216.772500,Showbiz,I,sd,u-58-1
sw2035B-ms98-a-0053,216.772500,216.852500,or,B,sd,u-58-2
sw2035B-ms98-a-0053,216.852500,216.982500,they,I,sd,u-58-2
sw2035B-ms98-a-0053,216.982500,217.192500,think,I,sd,u-58-2
sw2035B-ms98-a-0053,217.192500,217.332500,it's,I,sd,u-58-2
sw2035B-ms98-a-0053,217.332500,217.752500,wonderful,I,sd,u-58-2
sw2035B-ms98-a-0053,217.752500,217.942500,just,I,sd,u-58-2
sw2035B-ms98-a-0053,217.942500,218.032500,to,I,sd,u-58-2
sw2035B-ms98-a-0053,218.032500,218.152500,go,I,sd,u-58-2
sw2035B-ms98-a-0053,218.152500,218.242500,to,I,sd,u-58-2
sw2035B-ms98-a-0053,218.242500,218.882500,McDonald's,I,sd,u-58-2
sw2035B-ms98-a-0053,218.882500,218.972500,you,I,sd,u-58-2
sw2035B-ms98-a-0053,218.972500,219.102500,know,I,sd,u-58-2
sw2035B-ms98-a-0053,219.102500,219.212500,they,B,sd,u-58-3
sw2035B-ms98-a-0053,219.212500,219.422500,don't,I,sd,u-58-3
sw2035B-ms98-a-0053,219.422500,219.552500,go,I,sd,u-58-3
sw2035B-ms98-a-0053,219.552500,219.692500,for,I,sd,u-58-3
sw2035B-ms98-a-0053,219.692500,219.762500,the,I,sd,u-58-3
sw2035B-ms98-a-0053,219.762500,220.052500,food,I,sd,u-58-3
sw2035B-ms98-a-0053,220.052500,220.142500,they,B,sd,u-58-4
sw2035B-ms98-a-0053,220.142500,220.312500,go,I,sd,u-58-4
sw2035B-ms98-a-0053,220.312500,220.472500,for,I,sd,u-58-4
sw2035B-ms98-a-0053,220.472500,220.663000,the,I,sd,u-58-4
sw2035B-ms98-a-0053,221.371125,221.472500,to,I,sd,u-58-4
sw2035B-ms98-a-0053,221.472500,221.731625,play,I,sd,u-58-4
sw2035B-ms98-a-0053,221.731625,222.307250,around,I,sd,u-58-4
sw2035B-ms98-a-0053,222.307250,222.548750,and,B,sd,u-58-5
sw2035B-ms98-a-0054,223.405750,223.562250,there's,B,+,u-60-1
sw2035B-ms98-a-0054,223.562250,223.872250,another,I,+,u-60-1
sw2035B-ms98-a-0054,223.872250,224.262250,place,I,+,u-60-1
sw2035B-ms98-a-0054,224.262250,224.452250,in,I,+,u-60-1
sw2035B-ms98-a-0054,224.452250,224.922250,Mesquite,I,+,u-60-1
sw2035B-ms98-a-0054,224.922250,225.182250,called,I,+,u-60-1
sw2035B-ms98-a-0054,225.182250,225.512250,Monkey,I,+,u-60-1
sw2035B-ms98-a-0054,225.512250,226.142250,Business,I,+,u-60-1
sw2035B-ms98-a-0055,227.002625,227.097000,and,B,sd,u-62-1
sw2035B-ms98-a-0055,227.097000,227.292875,it's,I,sd,u-62-1
sw2035B-ms98-a-0055,227.292875,227.423250,a,I,sd,u-62-1
sw2035B-ms98-a-0055,227.561500,227.932625,indoor,I,sd,u-62-1
sw2035B-ms98-a-0055,227.932625,228.262625,fun,I,sd,u-62-1
sw2035B-ms98-a-0055,228.262625,228.672625,park,I,sd,u-62-1
sw2035B-ms98-a-0055,228.672625,228.762625,and,B,sd,u-62-2
sw2035B-ms98-a-0055,228.762625,228.832625,it,I,sd,u-62-2
sw2035B-ms98-a-0055,228.832625,229.052625,has,I,sd,u-62-2
sw2035B-ms98-a-0055,229.052625,229.102625,a,I,sd,u-62-2
sw2035B-ms98-a-0055,229.102625,229.362625,bunch,I,sd,u-62-2
sw2035B-ms98-a-0055,229.362625,229.432625,of,I,sd,u-62-2
sw2035B-ms98-a-0055,229.432625,229.892625,different,I,sd,u-62-2
sw2035B-ms98-a-0055,229.892625,230.262625,rides,I,sd,u-62-2
sw2035B-ms98-a-0055,230.262625,230.414750,for,I,sd,u-62-2
sw2035B-ms98-a-0055,230.414750,231.095500,kids,I,sd,u-62-2
sw2035B-ms98-a-0057,232.911500,233.355750,and,B,sd,u-64-1
sw2035B-ms98-a-0057,233.355750,233.721500,parents,I,sd,u-64-1
sw2035B-ms98-a-0057,233.721500,233.851500,get,I,sd,u-64-1
sw2035B-ms98-a-0057,233.851500,233.981500,in,I,sd,u-64-1
sw2035B-ms98-a-0057,233.981500,234.241500,free,I,sd,u-64-1
sw2035B-ms98-a-0057,234.241500,234.361500,and,B,sd,u-64-2
sw2035B-ms98-a-0057,234.361500,234.511500,it's,I,sd,u-64-2
sw2035B-ms98-a-0057,234.511500,235.041500,like,I,sd,u-64-2
sw2035B-ms98-a-0057,235.041500,235.221500,during,I,sd,u-64-2
sw2035B-ms98-a-0057,235.221500,235.301500,the,I,sd,u-64-2
sw2035B-ms98-a-0057,235.301500,235.521500,week,I,sd,u-64-2
sw2035B-ms98-a-0057,235.521500,235.691500,it's,B,sd,u-64-3
sw2035B-ms98-a-0057,235.691500,235.891500,like,I,sd,u-64-3
sw2035B-ms98-a-0057,235.891500,236.241500,five,I,sd,u-64-3
sw2035B-ms98-a-0057,236.241500,236.665625,dollars,I,sd,u-64-3
sw2035B-ms98-a-0057,236.823750,237.081500,admission,I,sd,u-64-3
sw2035B-ms98-a-0057,237.081500,237.221500,for,I,sd,u-64-3
sw2035B-ms98-a-0057,237.221500,237.671500,child,I,sd,u-64-3
sw2035B-ms98-a-0057,237.671500,237.831500,all,I,sd,u-64-3
sw2035B-ms98-a-0057,237.831500,238.301500,day,I,sd,u-64-3
sw2035B-ms98-a-0059,242.265625,242.376625,the,B,^2,u-66-1
sw2035B-ms98-a-0059,242.376625,242.736375,petting,I,^2,u-66-1
sw2035B-ms98-a-0059,242.736375,243.032500,farm,I,^2,u-66-1
sw2035B-ms98-a-0059,243.032500,243.442375,yeah,B,ny,u-66-2
sw2035B-ms98-a-0061,246.589000,247.159500,yeah,B,b,u-68-1
sw2035B-ms98-a-0062,247.888750,248.021250,yeah,B,b^r,u-68-2
sw2035B-ms98-a-0062,248.021250,248.108875,an[d]-,O,,
sw2035B-ms98-a-0062,248.108875,248.168750,the,B,sd,u-68-3
sw2035B-ms98-a-0062,248.168750,248.358750,one,I,sd,u-68-3
sw2035B-ms98-a-0062,248.358750,248.418750,in,I,sd,u-68-3
sw2035B-ms98-a-0062,248.418750,248.910000,Mesquite,I,sd,u-68-3
sw2035B-ms98-a-0062,248.910000,249.151125,is,I,sd,u-68-3
sw2035B-ms98-a-0062,249.151125,249.408750,um,I,sd,u-68-3
sw2035B-ms98-a-0062,250.248750,250.668750,Scyene,I,sd,u-68-3
sw2035B-ms98-a-0062,250.668750,251.132000,exit,I,sd,u-68-3
sw2035B-ms98-a-0063,252.457000,252.606750,and,B,%,u-70-1
sw2035B-ms98-a-0063,252.606750,252.763250,it,I,%,u-70-1
sw2035B-ms98-a-0063,252.763250,252.973250,it's,I,%,u-70-1
sw2035B-ms98-a-0063,252.973250,253.096000,uh,I,%,u-70-1
sw2035B-ms98-a-0063,253.205250,253.367375,the,B,sd,u-70-2
sw2035B-ms98-a-0063,253.367375,253.693250,kids,I,sd,u-70-2
sw2035B-ms98-a-0063,253.693250,253.873250,just,I,sd,u-70-2
sw2035B-ms98-a-0063,253.873250,254.013250,had,I,sd,u-70-2
sw2035B-ms98-a-0063,254.013250,254.073250,a,I,sd,u-70-2
sw2035B-ms98-a-0063,254.073250,254.543250,wonderful,I,sd,u-70-2
sw2035B-ms98-a-0063,254.543250,254.883250,time,I,sd,u-70-2
sw2035B-ms98-a-0063,254.883250,255.153250,there,I,sd,u-70-2
sw2035B-ms98-a-0063,255.153250,255.387500,they,B,sd,u-70-3
sw2035B-ms98-a-0063,256.050375,256.163250,you,I,sd,u-70-3
sw2035B-ms98-a-0063,256.163250,256.543250,know,I,sd,u-70-3
sw2035B-ms98-a-0063,256.543250,256.643250,you,I,sd,u-70-3
sw2035B-ms98-a-0063,256.643250,256.833250,just,I,sd,u-70-3
sw2035B-ms98-a-0063,256.833250,257.023250,pay,I,sd,u-70-3
sw2035B-ms98-a-0063,257.023250,257.203250,that,I,sd,u-70-3
sw2035B-ms98-a-0063,257.203250,257.693250,admission,I,sd,u-70-3
sw2035B-ms98-a-0063,257.693250,257.793250,and,B,sd,u-70-4
sw2035B-ms98-a-0063,257.793250,257.913250,then,I,sd,u-70-4
sw2035B-ms98-a-0063,257.913250,258.073250,all,I,sd,u-70-4
sw2035B-ms98-a-0063,258.073250,258.305125,the,I,sd,u-70-4
sw2035B-ms98-a-0063,258.433125,258.784750,the,I,sd,u-70-4
sw2035B-ms98-a-0063,259.357250,259.463250,the,I,sd,u-70-4
sw2035B-ms98-a-0063,259.463250,259.820375,rides,I,sd,u-70-4
sw2035B-ms98-a-0063,259.820375,259.956000,are,I,sd,u-70-4
sw2035B-ms98-a-0063,259.956000,260.263250,free,I,sd,u-70-4
sw2035B-ms98-a-0063,260.263250,260.333250,you,B,sd,u-70-5
sw2035B-ms98-a-0063,260.333250,260.453250,know,I,sd,u-70-5
sw2035B-ms98-a-0063,260.453250,260.567875,th[ey]-,I,sd,u-70-5
sw2035B-ms98-a-0063,260.963375,261.103250,of,I,sd,u-70-5
sw2035B-ms98-a-0063,261.103250,261.413250,course,I,sd,u-70-5
sw2035B-ms98-a-0063,261.413250,261.513250,they,I,sd,u-70-5
sw2035B-ms98-a-0063,261.513250,261.713250,have,I,sd,u-70-5
sw2035B-ms98-a-0063,261.713250,261.873250,all,I,sd,u-70-5
sw2035B-ms98-a-0063,261.873250,261.983250,the,I,sd,u-70-5
sw2035B-ms98-a-0063,261.983250,262.183250,little,I,sd,u-70-5
sw2035B-ms98-a-0063,262.183250,262.563250,video,I,sd,u-70-5
sw2035B-ms98-a-0063,262.563250,262.943250,games,I,sd,u-70-5
sw2035B-ms98-a-0063,262.943250,263.143250,and,I,sd,u-70-5
sw2035B-ms98-a-0063,263.143250,263.213250,you,I,sd,u-70-5
sw2035B-ms98-a-0063,263.213250,263.333250,know,I,sd,u-70-5
sw2035B-ms98-a-0063,263.333250,263.523250,those,I,sd,u-70-5
sw2035B-ms98-a-0063,263.523250,263.770500,little,I,sd,u-70-5
sw2035B-ms98-a-0063,264.233750,264.583250,quarter,I,sd,u-70-5
sw2035B-ms98-a-0063,264.583250,265.033250,rides,I,sd,u-70-5
sw2035B-ms98-a-0063,265.033250,265.093250,you,I,sd,u-70-5
sw2035B-ms98-a-0063,265.093250,265.305375,know,I,sd,u-70-5
sw2035B-ms98-a-0063,265.305375,265.386750,to,I,sd,u-70-5
sw2035B-ms98-a-0064,266.510625,266.640625,and,I,sd,u-70-5
sw2035B-ms98-a-0064,266.640625,266.850625,stuff,I,sd,u-70-5
sw2035B-ms98-a-0064,266.850625,266.980625,like,I,sd,u-70-5
sw2035B-ms98-a-0064,266.980625,267.220625,that,I,sd,u-70-5
sw2035B-ms98-a-0064,267.220625,267.380625,but,B,sd,u-70-6
sw2035B-ms98-a-0064,267.940625,268.070625,they,B,+,u-72-1
sw2035B-ms98-a-0064,268.070625,268.280625,thought,I,+,u-72-1
sw2035B-ms98-a-0064,268.280625,268.440625,that,I,+,u-72-1
sw2035B-ms98-a-0064,268.440625,268.570625,was,I,+,u-72-1
sw2035B-ms98-a-0064,268.570625,268.660625,a,I,+,u-72-1
sw2035B-ms98-a-0064,268.660625,268.820625,lot,I,+,u-72-1
sw2035B-ms98-a-0064,268.820625,268.890625,of,I,+,u-72-1
sw2035B-ms98-a-0064,268.890625,269.180625,fun,I,+,u-72-1
sw2035B-ms98-a-0064,269.180625,269.270625,you,B,sd,u-72-2
sw2035B-ms98-a-0064,269.270625,269.380625,can,I,sd,u-72-2
sw2035B-ms98-a-0064,269.380625,269.500625,have,I,sd,u-72-2
sw2035B-ms98-a-0064,269.500625,269.830625,birthday,I,sd,u-72-2
sw2035B-ms98-a-0064,269.830625,270.290625,parties,I,sd,u-72-2
sw2035B-ms98-a-0064,270.290625,270.630625,there,I,sd,u-72-2
sw2035B-ms98-a-0064,270.630625,270.768125,an[d]-,O,,
sw2035B-ms98-a-0065,271.898250,272.008250,i,B,sv,u-72-3
sw2035B-ms98-a-0065,272.008250,272.188250,think,I,sv,u-72-3
sw2035B-ms98-a-0065,272.188250,272.348250,that,I,sv,u-72-3
sw2035B-ms98-a-0065,272.348250,272.538250,was,I,sv,u-72-3
sw2035B-ms98-a-0065,272.538250,272.848250,better,I,sv,u-72-3
sw2035B-ms98-a-0065,272.848250,273.268250,than,I,sv,u-72-3
sw2035B-ms98-a-0065,273.268250,273.438250,like,I,sv,u-72-3
sw2035B-ms98-a-0065,273.438250,273.973500,Showbiz,I,sv,u-72-3
sw2035B-ms98-a-0065,274.207000,274.786125,Pizza,I,sv,u-72-3
sw2035B-ms98-a-0066,275.752875,275.870875,because_1,I,sv,u-72-3
sw2035B-ms98-a-0066,275.870875,276.056000,there's,I,sv,u-72-3
sw2035B-ms98-a-0066,276.056000,276.180750,more,I,sv,u-72-3
sw2035B-ms98-a-0066,276.180750,276.290750,for,I,sv,u-72-3
sw2035B-ms98-a-0066,276.290750,276.380750,them_1,I,sv,u-72-3
sw2035B-ms98-a-0066,276.380750,276.460750,to,I,sv,u-72-3
sw2035B-ms98-a-0066,276.460750,276.641875,do,I,sv,u-72-3
sw2035B-ms98-a-0067,277.689875,278.091625,yeah,B,ny,u-74-1
sw2035B-ms98-a-0068,279.327750,280.119000,right,B,na,u-74-2
sw2035B-ms98-a-0069,280.694625,280.823375,so,B,sd,u-76-1
sw2035B-ms98-a-0069,280.823375,280.982125,they,I,sd,u-76-1
sw2035B-ms98-a-0069,280.982125,281.125875,had,I,sd,u-76-1
sw2035B-ms98-a-0069,281.125875,281.216250,a,I,sd,u-76-1
sw2035B-ms98-a-0069,281.216250,281.389250,lot,I,sd,u-76-1
sw2035B-ms98-a-0069,281.389250,281.517250,of,I,sd,u-76-1
sw2035B-ms98-a-0069,281.517250,281.971125,fun,I,sd,u-76-1
sw2035B-ms98-a-0071,285.326375,285.875125,yeah,B,b,u-78-1
sw2035B-ms98-a-0071,286.417500,286.709000,i,B,sd,u-78-2
sw2035B-ms98-a-0071,286.709000,286.935000,we,I,sd,u-78-2
sw2035B-ms98-a-0071,286.935000,287.082000,try,I,sd,u-78-2
sw2035B-ms98-a-0071,287.082000,287.202000,to,I,sd,u-78-2
