sw3543A-ms98-a-0003,2.163875,2.501250,yes,B,aa,u-2-1
sw3543A-ms98-a-0053,248.564375,248.994375,child,I,sv,u-62-4
sw3543A-ms98-a-0053,248.994375,249.464375,molesting,I,sv,u-62-4
sw3543A-ms98-a-0053,249.464375,249.690625,then,B,+,u-64-1
sw3543A-ms98-a-0053,249.923625,250.264375,snuff,I,+,u-64-1
sw3543A-ms98-a-0053,250.264375,250.388000,them_1,O,,
sw3543A-ms98-a-0055,251.945125,252.235625,good,O,,
sw3543A-ms98-a-0057,254.561250,254.802625,pardon,B,br,u-66-1
sw3543A-ms98-a-0059,260.564375,261.106125,yeah,B,aa,u-68-1
sw3543A-ms98-a-0059,261.637250,261.944750,but,B,sv,u-68-2
sw3543A-ms98-a-0059,262.389250,262.603750,we,I,sv,u-68-2
sw3543A-ms98-a-0059,262.603750,262.833750,don't,I,sv,u-68-2
sw3543A-ms98-a-0059,262.833750,263.033750,seem,I,sv,u-68-2
sw3543A-ms98-a-0059,263.033750,263.113750,to,I,sv,u-68-2
sw3543A-ms98-a-0059,263.113750,263.403750,keep,I,sv,u-68-2
sw3543A-ms98-a-0059,263.403750,263.503750,them_1,I,sv,u-68-2
sw3543A-ms98-a-0059,263.503750,263.723750,long,I,sv,u-68-2
sw3543A-ms98-a-0059,263.723750,264.253750,enough,I,sv,u-68-2
sw3543A-ms98-a-0060,265.439875,265.585500,and,B,sv,u-68-3
sw3543A-ms98-a-0060,265.585500,265.725500,then,I,sv,u-68-3
sw3543A-ms98-a-0060,265.725500,265.885500,they,I,sv,u-68-3
sw3543A-ms98-a-0060,265.885500,266.145500,learn,I,sv,u-68-3
sw3543A-ms98-a-0060,266.145500,266.512750,such,I,sv,u-68-3
sw3543A-ms98-a-0060,266.983625,267.255500,bad,I,sv,u-68-3
sw3543A-ms98-a-0060,267.255500,267.575500,things,I,sv,u-68-3
sw3543A-ms98-a-0060,267.575500,267.745500,in,I,sv,u-68-3
sw3543A-ms98-a-0060,267.745500,268.090500,jail,I,sv,u-68-3
sw3543A-ms98-a-0060,268.414500,268.535500,that,B,sv,u-68-4
sw3543A-ms98-a-0060,268.535500,268.755500,isn't,I,sv,u-68-4
sw3543A-ms98-a-0060,268.755500,268.805500,a,B,+,u-70-1
sw3543A-ms98-a-0060,268.805500,269.205500,place,I,+,u-70-1
sw3543A-ms98-a-0060,269.205500,269.315500,of,I,+,u-70-1
sw3543A-ms98-a-0060,269.315500,270.285500,rehabilitation,I,+,u-70-1
sw3543A-ms98-a-0062,272.632875,272.812875,yeah,B,aa,u-72-1
sw3543A-ms98-a-0062,272.812875,273.041625,it's,B,qy^g,u-72-2
sw3543A-ms98-a-0062,273.041625,273.164250,a,I,qy^g,u-72-2
sw3543A-ms98-a-0062,273.164250,273.402875,tough,I,qy^g,u-72-2
sw3543A-ms98-a-0062,273.402875,273.882875,question,I,qy^g,u-72-2
sw3543A-ms98-a-0062,273.882875,274.062875,isn't,I,qy^g,u-72-2
sw3543A-ms98-a-0062,274.062875,274.140375,it,I,qy^g,u-72-2
sw3543A-ms98-a-0063,275.193375,275.399625,on,I,qy^g,u-72-2
sw3543A-ms98-a-0063,275.399625,275.735125,whether,I,qy^g,u-72-2
sw3543A-ms98-a-0063,276.032750,276.169625,at,I,qy^g,u-72-2
sw3543A-ms98-a-0063,276.169625,276.409625,what,I,qy^g,u-72-2
sw3543A-ms98-a-0063,276.409625,276.801625,point,I,qy^g,u-72-2
sw3543A-ms98-a-0063,276.895750,276.989625,do,I,qy^g,u-72-2
sw3543A-ms98-a-0063,276.989625,277.109625,they,I,qy^g,u-72-2
sw3543A-ms98-a-0063,277.109625,277.509625,become,I,qy^g,u-72-2
sw3543A-ms98-a-0063,277.509625,277.759625,so,I,qy^g,u-72-2
sw3543A-ms98-a-0063,277.759625,278.359625,detrimental,I,qy^g,u-72-2
sw3543A-ms98-a-0063,278.359625,278.519625,to,I,qy^g,u-72-2
sw3543A-ms98-a-0063,278.519625,279.169625,society,I,qy^g,u-72-2
sw3543A-ms98-a-0063,279.169625,279.394125,that,I,qy^g,u-72-2
sw3543A-ms98-a-0063,279.852500,280.459625,society,I,qy^g,u-72-2
sw3543A-ms98-a-0063,280.459625,280.729625,can't,I,qy^g,u-72-2
sw3543A-ms98-a-0063,280.729625,281.019625,afford,I,qy^g,u-72-2
sw3543A-ms98-a-0063,281.019625,281.089625,to,I,qy^g,u-72-2
sw3543A-ms98-a-0063,281.089625,281.369625,keep,I,qy^g,u-72-2
sw3543A-ms98-a-0063,281.369625,281.509625,them,I,qy^g,u-72-2
sw3543A-ms98-a-0063,281.509625,281.962375,around,I,qy^g,u-72-2
sw3543A-ms98-a-0063,282.228875,282.334375,to,I,qy^g,u-72-2
sw3543A-ms98-a-0063,282.334375,282.569625,keep,B,+,u-74-1
sw3543A-ms98-a-0063,282.569625,282.839625,giving,I,+,u-74-1
sw3543A-ms98-a-0063,282.839625,282.959625,them,I,+,u-74-1
sw3543A-ms98-a-0063,282.959625,283.559625,chances,I,+,u-74-1
sw3543A-ms98-a-0065,285.986875,286.390000,hm,B,^h,u-76-1
sw3543A-ms98-a-0065,286.763625,286.988875,let's,I,^h,u-76-1
sw3543A-ms98-a-0065,286.988875,287.166875,see,I,^h,u-76-1
sw3543A-ms98-a-0065,287.487125,287.903625,so,B,sd^t,u-76-2
sw3543A-ms98-a-0065,288.295375,288.408875,the,I,sd^t,u-76-2
sw3543A-ms98-a-0065,288.408875,288.538875,other,I,sd^t,u-76-2
sw3543A-ms98-a-0065,288.538875,288.988875,questions,I,sd^t,u-76-2
sw3543A-ms98-a-0065,288.988875,289.108875,that,I,sd^t,u-76-2
sw3543A-ms98-a-0065,289.108875,289.198875,they,I,sd^t,u-76-2
sw3543A-ms98-a-0065,289.198875,289.578875,wanted,I,sd^t,u-76-2
sw3543A-ms98-a-0065,289.578875,289.926625,was,I,sd^t,u-76-2
sw3543A-ms98-a-0066,290.631625,291.018500,whether,I,sd^t,u-76-2
sw3543A-ms98-a-0066,291.317625,291.438125,the,I,sd^t,u-76-2
sw3543A-ms98-a-0066,291.438125,291.760125,place,I,sd^t,u-76-2
sw3543A-ms98-a-0066,291.760125,291.880125,that,I,sd^t,u-76-2
sw3543A-ms98-a-0066,291.880125,292.030125,we,I,sd^t,u-76-2
sw3543A-ms98-a-0066,292.030125,292.220125,live,I,sd^t,u-76-2
sw3543A-ms98-a-0066,292.220125,292.535000,in,I,sd^t,u-76-2
sw3543A-ms98-a-0067,293.672625,293.965750,uh,I,sd^t,u-76-2
sw3543A-ms98-a-0067,293.965750,294.545750,compares,I,sd^t,u-76-2
sw3543A-ms98-a-0067,294.545750,294.705750,to,I,sd^t,u-76-2
sw3543A-ms98-a-0067,294.705750,294.875750,how,I,sd^t,u-76-2
sw3543A-ms98-a-0067,294.875750,295.045750,we,I,sd^t,u-76-2
sw3543A-ms98-a-0067,295.045750,295.416875,feel,I,sd^t,u-76-2
sw3543A-ms98-a-0067,295.831250,296.025750,what's,B,qw,u-76-3
sw3543A-ms98-a-0067,296.025750,296.095750,the,I,qw,u-76-3
sw3543A-ms98-a-0067,296.095750,296.365750,laws,I,qw,u-76-3
sw3543A-ms98-a-0067,296.365750,296.585750,there,I,qw,u-76-3
sw3543A-ms98-a-0067,296.585750,296.705750,in,I,qw,u-76-3
sw3543A-ms98-a-0067,296.705750,297.161625,DC,O,,
