sw2603B-ms98-a-0003,20.652125,21.220000,boring,B,^2,u-2-1
sw2603B-ms98-a-0036,222.345250,222.615250,yeah,B,ny,u-54-1
sw2603B-ms98-a-0036,222.615250,222.745250,they're,B,sd^e,u-54-2
sw2603B-ms98-a-0036,222.745250,223.045250,just,I,sd^e,u-54-2
sw2603B-ms98-a-0036,223.135250,223.325250,little,I,sd^e,u-54-2
sw2603B-ms98-a-0036,223.325250,223.615250,terry,I,sd^e,u-54-2
sw2603B-ms98-a-0036,223.615250,223.975250,cloth,I,sd^e,u-54-2
sw2603B-ms98-a-0036,224.065250,224.315250,things,I,sd^e,u-54-2
sw2603B-ms98-a-0036,224.315250,224.435250,you,I,sd^e,u-54-2
sw2603B-ms98-a-0036,224.435250,224.695250,wear,I,sd^e,u-54-2
sw2603B-ms98-a-0036,224.695250,224.845250,for,I,sd^e,u-54-2
sw2603B-ms98-a-0036,224.845250,225.145250,house,I,sd^e,u-54-2
sw2603B-ms98-a-0036,225.145250,225.665250,slippers,I,sd^e,u-54-2
sw2603B-ms98-a-0036,225.665250,225.975250,with,I,sd^e,u-54-2
sw2603B-ms98-a-0036,226.685250,226.957875,rubber,B,+,u-56-1
sw2603B-ms98-a-0036,227.183875,227.305250,you,I,+,u-56-1
sw2603B-ms98-a-0036,227.305250,227.405250,know,I,+,u-56-1
sw2603B-ms98-a-0036,227.405250,227.905250,soles,I,+,u-56-1
sw2603B-ms98-a-0036,227.905250,228.075250,so,B,+,u-58-1
sw2603B-ms98-a-0036,228.075250,228.275250,that,I,+,u-58-1
sw2603B-ms98-a-0036,228.405250,228.475250,you,I,+,u-58-1
sw2603B-ms98-a-0036,228.475250,228.605250,know,I,+,u-58-1
sw2603B-ms98-a-0036,228.855250,228.975250,no,B,sv,u-58-2
sw2603B-ms98-a-0036,228.975250,229.175250,big,I,sv,u-58-2
sw2603B-ms98-a-0036,229.175250,229.345250,deal,I,sv,u-58-2
sw2603B-ms98-a-0036,229.345250,229.529250,one,I,sv,u-58-2
sw2603B-ms98-a-0036,229.529250,229.661125,way,I,sv,u-58-2
sw2603B-ms98-a-0036,229.661125,229.755250,or,I,sv,u-58-2
sw2603B-ms98-a-0036,229.755250,229.845250,the,I,sv,u-58-2
sw2603B-ms98-a-0036,229.845250,230.035250,other,I,sv,u-58-2
sw2603B-ms98-a-0037,231.210000,231.548250,but,B,sd,u-60-1
sw2603B-ms98-a-0037,231.996500,232.124125,i,I,sd,u-60-1
sw2603B-ms98-a-0037,232.124125,232.310000,never,I,sd,u-60-1
sw2603B-ms98-a-0037,232.310000,232.530000,think,I,sd,u-60-1
sw2603B-ms98-a-0037,232.530000,232.820000,about,I,sd,u-60-1
sw2603B-ms98-a-0037,232.820000,232.920000,it,I,sd,u-60-1
sw2603B-ms98-a-0037,233.240000,233.648375,until,I,sd,u-60-1
sw2603B-ms98-a-0037,234.006125,234.290000,after,I,sd,u-60-1
sw2603B-ms98-a-0037,234.290000,234.370000,you,I,sd,u-60-1
sw2603B-ms98-a-0037,234.370000,234.520000,go,I,sd,u-60-1
sw2603B-ms98-a-0037,234.520000,234.710000,there,I,sd,u-60-1
sw2603B-ms98-a-0037,234.710000,234.770000,for,I,sd,u-60-1
sw2603B-ms98-a-0037,234.770000,234.950000,about,I,sd,u-60-1
sw2603B-ms98-a-0037,234.950000,235.040000,a,I,sd,u-60-1
sw2603B-ms98-a-0037,235.040000,235.220000,week,I,sd,u-60-1
sw2603B-ms98-a-0037,235.240000,235.330000,your,I,sd,u-60-1
sw2603B-ms98-a-0037,235.330000,235.700000,toes,I,sd,u-60-1
sw2603B-ms98-a-0037,235.820000,235.910000,you,I,sd,u-60-1
sw2603B-ms98-a-0037,235.910000,236.140000,start,I,sd,u-60-1
sw2603B-ms98-a-0037,236.140000,236.380000,getting,I,sd,u-60-1
sw2603B-ms98-a-0037,236.380000,236.780000,blisters,I,sd,u-60-1
sw2603B-ms98-a-0037,236.780000,237.090000,anyway,I,sd,u-60-1
sw2603B-ms98-a-0037,237.090000,237.200000,so,B,sv,u-60-2
sw2603B-ms98-a-0037,237.200000,237.260000,no,I,sv,u-60-2
sw2603B-ms98-a-0037,237.260000,237.430000,big,I,sv,u-60-2
sw2603B-ms98-a-0037,237.430000,237.792000,deal,I,sv,u-60-2
sw2603B-ms98-a-0038,239.289500,239.419500,but,B,sd,u-62-1
sw2603B-ms98-a-0038,239.419500,239.529500,it's,I,sd,u-62-1
sw2603B-ms98-a-0038,239.529500,239.974000,fun,I,sd,u-62-1
sw2603B-ms98-a-0040,246.559875,246.659000,i,B,sd,u-64-1
sw2603B-ms98-a-0040,246.659000,246.819875,try,I,sd,u-64-1
sw2603B-ms98-a-0040,246.819875,246.879875,to,I,sd,u-64-1
sw2603B-ms98-a-0040,246.879875,247.029875,make,I,sd,u-64-1
sw2603B-ms98-a-0040,247.029875,247.109875,it,I,sd,u-64-1
sw2603B-ms98-a-0040,247.109875,247.169875,at,I,sd,u-64-1
sw2603B-ms98-a-0040,247.169875,247.329875,least,I,sd,u-64-1
sw2603B-ms98-a-0040,247.329875,247.459875,three,I,sd,u-64-1
sw2603B-ms98-a-0040,247.459875,247.759875,times,I,sd,u-64-1
sw2603B-ms98-a-0040,247.759875,247.819875,a,I,sd,u-64-1
sw2603B-ms98-a-0040,247.819875,248.130500,week,I,sd,u-64-1
sw2603B-ms98-a-0041,249.372875,249.472875,for,B,sd,u-66-1
sw2603B-ms98-a-0041,249.472875,249.532875,a,I,sd,u-66-1
sw2603B-ms98-a-0041,249.532875,249.872875,while,I,sd,u-66-1
sw2603B-ms98-a-0041,249.872875,249.932875,i,I,sd,u-66-1
sw2603B-ms98-a-0041,249.932875,250.072875,was,I,sd,u-66-1
sw2603B-ms98-a-0041,250.072875,250.272875,doing,I,sd,u-66-1
sw2603B-ms98-a-0041,250.272875,250.332875,it,I,sd,u-66-1
sw2603B-ms98-a-0041,250.332875,250.482875,every,I,sd,u-66-1
sw2603B-ms98-a-0041,250.482875,250.782875,day,I,sd,u-66-1
sw2603B-ms98-a-0041,250.782875,250.902875,just,I,sd,u-66-1
sw2603B-ms98-a-0042,251.903000,252.363000,going,B,+,u-68-1
sw2603B-ms98-a-0042,252.363000,252.563000,uh,I,+,u-68-1
sw2603B-ms98-a-0042,252.563000,252.803000,five,I,+,u-68-1
sw2603B-ms98-a-0042,252.803000,253.033000,days,I,+,u-68-1
sw2603B-ms98-a-0042,253.033000,253.073000,a,I,+,u-68-1
sw2603B-ms98-a-0042,253.073000,253.495750,week,I,+,u-68-1
sw2603B-ms98-a-0044,281.930125,282.281875,well,B,%,u-70-1
sw2603B-ms98-a-0045,283.146375,283.296375,when,B,sd,u-72-1
sw2603B-ms98-a-0045,283.296375,283.376375,i,I,sd,u-72-1
sw2603B-ms98-a-0045,283.376375,283.536375,was,I,sd,u-72-1
sw2603B-ms98-a-0045,283.536375,283.946375,working,I,sd,u-72-1
sw2603B-ms98-a-0045,283.946375,284.056375,up,I,sd,u-72-1
sw2603B-ms98-a-0045,284.116375,284.361125,at,I,sd,u-72-1
sw2603B-ms98-a-0045,284.846375,285.176375,uh,I,sd,u-72-1
sw2603B-ms98-a-0045,285.176375,285.246375,The,I,sd,u-72-1
sw2603B-ms98-a-0045,285.246375,285.876375,Summit,I,sd,u-72-1
sw2603B-ms98-a-0045,286.426375,286.576375,here,B,+,u-74-1
sw2603B-ms98-a-0045,286.576375,286.646375,in,I,+,u-74-1
sw2603B-ms98-a-0045,286.646375,287.016375,Plano,I,+,u-74-1
sw2603B-ms98-a-0045,287.676375,287.906375,i'd,I,+,u-74-1
sw2603B-ms98-a-0045,287.906375,288.146375,leave,I,+,u-74-1
sw2603B-ms98-a-0045,288.146375,288.626375,there,I,+,u-74-1
sw2603B-ms98-a-0046,289.411125,289.531125,and,B,sd,u-74-2
sw2603B-ms98-a-0046,289.531125,289.661125,i'd,I,sd,u-74-2
sw2603B-ms98-a-0046,289.661125,289.791125,be,I,sd,u-74-2
sw2603B-ms98-a-0046,289.791125,289.941125,at,I,sd,u-74-2
sw2603B-ms98-a-0046,289.941125,290.191125,the,I,sd,u-74-2
sw2603B-ms98-a-0046,290.191125,290.511125,swimming,I,sd,u-74-2
sw2603B-ms98-a-0046,290.511125,290.741125,pool,I,sd,u-74-2
sw2603B-ms98-a-0046,290.741125,290.931125,by,I,sd,u-74-2
sw2603B-ms98-a-0046,290.931125,291.131125,four,I,sd,u-74-2
sw2603B-ms98-a-0046,291.131125,291.681125,o'clock,I,sd,u-74-2
sw2603B-ms98-a-0047,292.913500,293.162250,oh,B,+,u-76-1
sw2603B-ms98-a-0047,293.162250,293.599750,actually,I,+,u-76-1
sw2603B-ms98-a-0047,293.599750,293.859750,about,I,+,u-76-1
sw2603B-ms98-a-0047,293.859750,293.999750,four,I,+,u-76-1
sw2603B-ms98-a-0047,293.999750,294.269750,thirty,I,+,u-76-1
sw2603B-ms98-a-0047,294.269750,294.539750,because,I,+,u-76-1
sw2603B-ms98-a-0047,294.539750,294.629750,they,I,+,u-76-1
sw2603B-ms98-a-0047,294.629750,295.009750,start,I,+,u-76-1
sw2603B-ms98-a-0047,295.009750,295.069750,at,I,+,u-76-1
sw2603B-ms98-a-0047,295.149750,295.419750,five,I,+,u-76-1
sw2603B-ms98-a-0047,295.419750,295.529750,to,I,+,u-76-1
sw2603B-ms98-a-0047,295.529750,295.899750,six,I,+,u-76-1
sw2603B-ms98-a-0047,295.899750,295.979750,so,B,sd,u-76-2
sw2603B-ms98-a-0047,295.979750,296.009750,i,I,sd,u-76-2
sw2603B-ms98-a-0047,296.009750,296.169750,was,I,sd,u-76-2
sw2603B-ms98-a-0047,296.169750,296.289750,there,I,sd,u-76-2
sw2603B-ms98-a-0047,296.289750,296.499750,by,I,sd,u-76-2
sw2603B-ms98-a-0047,296.499750,296.739750,four,I,sd,u-76-2
sw2603B-ms98-a-0047,296.739750,297.059750,thirty,I,sd,u-76-2
sw2603B-ms98-a-0047,297.759750,297.929750,every,I,sd,u-76-2
sw2603B-ms98-a-0047,297.929750,298.389750,night,I,sd,u-76-2
sw2603B-ms98-a-0048,299.126875,299.266875,and,B,sd,u-76-3
sw2603B-ms98-a-0048,299.266875,299.326875,the,I,sd,u-76-3
sw2603B-ms98-a-0048,299.326875,299.476875,only,I,sd,u-76-3
sw2603B-ms98-a-0048,299.476875,299.616875,thing,I,sd,u-76-3
sw2603B-ms98-a-0048,299.616875,299.706875,that,I,sd,u-76-3
sw2603B-ms98-a-0048,299.706875,299.856875,ever,I,sd,u-76-3
sw2603B-ms98-a-0048,299.856875,300.336875,bothered,I,sd,u-76-3
sw2603B-ms98-a-0048,300.336875,300.636875,me,I,sd,u-76-3
sw2603B-ms98-a-0048,300.836875,301.016875,was,I,sd,u-76-3
sw2603B-ms98-a-0048,301.016875,301.146875,my,I,sd,u-76-3
sw2603B-ms98-a-0048,301.146875,301.366875,hair,I,sd,u-76-3
sw2603B-ms98-a-0048,301.366875,301.636875,getting,I,sd,u-76-3
sw2603B-ms98-a-0048,301.636875,301.910625,wet,I,sd,u-76-3
sw2603B-ms98-a-0049,302.485875,302.705875,because,B,sd,u-78-1
sw2603B-ms98-a-0049,302.705875,302.765875,no,I,sd,u-78-1
sw2603B-ms98-a-0049,302.765875,302.955875,matter,I,sd,u-78-1
sw2603B-ms98-a-0049,302.955875,303.115875,what,I,sd,u-78-1
sw2603B-ms98-a-0049,303.115875,303.185875,i,I,sd,u-78-1
sw2603B-ms98-a-0049,303.185875,303.375875,did,I,sd,u-78-1
sw2603B-ms98-a-0049,303.375875,303.465875,or,I,sd,u-78-1
sw2603B-ms98-a-0049,303.465875,303.605875,how,I,sd,u-78-1
sw2603B-ms98-a-0049,303.605875,303.665875,i,I,sd,u-78-1
sw2603B-ms98-a-0049,303.665875,303.875875,did,I,sd,u-78-1
sw2603B-ms98-a-0049,303.875875,303.955875,it,I,sd,u-78-1
sw2603B-ms98-a-0049,303.955875,304.015875,i,I,sd,u-78-1
sw2603B-ms98-a-0049,304.015875,304.595875,invariably,I,sd,u-78-1
sw2603B-ms98-a-0049,304.595875,304.825875,got,I,sd,u-78-1
sw2603B-ms98-a-0049,304.825875,305.215875,myself,I,sd,u-78-1
sw2603B-ms98-a-0049,305.215875,305.535875,wet,I,sd,u-78-1
sw2603B-ms98-a-0050,306.180750,306.300750,but,B,sd,u-80-1
sw2603B-ms98-a-0050,306.300750,306.390750,the,I,sd,u-80-1
sw2603B-ms98-a-0050,306.390750,306.730750,water,I,sd,u-80-1
sw2603B-ms98-a-0050,306.730750,306.890750,only,I,sd,u-80-1
sw2603B-ms98-a-0050,306.890750,307.220750,comes,I,sd,u-80-1
sw2603B-ms98-a-0050,307.220750,307.370750,up,I,sd,u-80-1
sw2603B-ms98-a-0050,307.370750,308.000750,basically,I,sd,u-80-1
sw2603B-ms98-a-0050,308.000750,308.180750,to,I,sd,u-80-1
sw2603B-ms98-a-0050,308.180750,308.550750,your,I,sd,u-80-1
sw2603B-ms98-a-0051,309.693625,310.043625,anywhere,I,sd,u-80-1
sw2603B-ms98-a-0051,310.043625,310.223625,from,I,sd,u-80-1
sw2603B-ms98-a-0051,310.223625,310.343625,your,I,sd,u-80-1
sw2603B-ms98-a-0051,310.343625,310.793625,waist,I,sd,u-80-1
sw2603B-ms98-a-0051,310.793625,311.013625,to,I,sd,u-80-1
sw2603B-ms98-a-0051,311.013625,311.703125,your,I,sd,u-80-1
sw2603B-ms98-a-0051,312.154375,312.649500,oh,I,sd,u-80-1
sw2603B-ms98-a-0051,313.032375,313.463625,chest,I,sd,u-80-1
sw2603B-ms98-a-0051,313.463625,313.583625,i'd,I,sd,u-80-1
sw2603B-ms98-a-0051,313.703625,313.933625,say,I,sd,u-80-1
sw2603B-ms98-a-0052,314.832125,314.953375,so,B,sd,u-82-1
sw2603B-ms98-a-0052,314.953375,315.005750,i,I,sd,u-82-1
sw2603B-ms98-a-0052,315.005750,315.140875,mean,I,sd,u-82-1
sw2603B-ms98-a-0052,315.140875,315.290875,it's,I,sd,u-82-1
sw2603B-ms98-a-0052,315.290875,315.400875,your,I,sd,u-82-1
sw2603B-ms98-a-0052,315.400875,315.840875,choice,I,sd,u-82-1
sw2603B-ms98-a-0052,315.840875,315.960875,where,I,sd,u-82-1
sw2603B-ms98-a-0052,315.960875,316.060875,you,I,sd,u-82-1
sw2603B-ms98-a-0052,316.060875,316.230875,want,I,sd,u-82-1
sw2603B-ms98-a-0052,316.230875,316.290875,to,I,sd,u-82-1
sw2603B-ms98-a-0052,316.290875,316.640875,go,I,sd,u-82-1
sw2603B-ms98-a-0052,316.640875,316.920875,but,B,sd,u-82-2
sw2603B-ms98-a-0053,317.837125,317.950250,i,B,+,u-84-1
sw2603B-ms98-a-0053,317.950250,318.297125,enjoyed,I,+,u-84-1
sw2603B-ms98-a-0053,318.297125,318.417125,it,I,+,u-84-1
sw2603B-ms98-a-0053,318.417125,318.795125,higher,I,+,u-84-1
sw2603B-ms98-a-0054,320.205500,320.365500,that's,B,bd,u-86-1
sw2603B-ms98-a-0054,320.365500,320.635500,okay,I,bd,u-86-1
sw2603B-ms98-a-0056,326.311000,326.529125,i,B,ng,u-88-1
sw2603B-ms98-a-0056,326.529125,326.751000,have,I,ng,u-88-1
sw2603B-ms98-a-0056,326.751000,327.031000,a,I,ng,u-88-1
sw2603B-ms98-a-0056,327.421000,327.471000,i,B,+,u-90-1
sw2603B-ms98-a-0056,327.471000,327.611000,have,I,+,u-90-1
sw2603B-ms98-a-0056,327.611000,327.641000,a,I,+,u-90-1
sw2603B-ms98-a-0056,327.641000,327.901000,bad,I,+,u-90-1
sw2603B-ms98-a-0056,327.901000,328.337375,back,I,+,u-90-1
sw2603B-ms98-a-0058,329.985125,330.245125,so,B,sd,u-90-2
sw2603B-ms98-a-0058,330.245125,330.365125,i'm,I,sd,u-90-2
sw2603B-ms98-a-0058,330.365125,330.608000,very,I,sd,u-90-2
sw2603B-ms98-a-0058,330.608000,331.141875,limited,I,sd,u-90-2
sw2603B-ms98-a-0058,331.141875,331.302500,what,I,sd,u-90-2
sw2603B-ms98-a-0058,331.302500,331.481625,i,I,sd,u-90-2
sw2603B-ms98-a-0058,331.481625,331.745125,do,I,sd,u-90-2
sw2603B-ms98-a-0059,332.401875,332.661875,it's,B,sd,u-92-1
sw2603B-ms98-a-0059,332.661875,333.035750,like,I,sd,u-92-1
sw2603B-ms98-a-0059,333.273000,333.404625,i,I,sd,u-92-1
sw2603B-ms98-a-0059,333.404625,333.591875,can,I,sd,u-92-1
sw2603B-ms98-a-0059,333.591875,334.151875,walk,I,sd,u-92-1
sw2603B-ms98-a-0060,334.977375,335.217375,but,B,sd,u-92-2
sw2603B-ms98-a-0060,335.587375,335.727375,if,I,sd,u-92-2
sw2603B-ms98-a-0060,335.727375,335.903500,i,I,sd,u-92-2
sw2603B-ms98-a-0060,335.903500,336.277375,walk,I,sd,u-92-2
sw2603B-ms98-a-0060,336.357375,336.477375,for,I,sd,u-92-2
sw2603B-ms98-a-0060,336.477375,336.707375,more,I,sd,u-92-2
sw2603B-ms98-a-0060,336.707375,336.857375,than,I,sd,u-92-2
sw2603B-ms98-a-0060,336.857375,337.357375,fifteen,I,sd,u-92-2
sw2603B-ms98-a-0060,337.357375,337.887375,minutes,I,sd,u-92-2
sw2603B-ms98-a-0060,337.947375,338.107375,it's,I,sd,u-92-2
sw2603B-ms98-a-0060,338.107375,338.357375,going,I,sd,u-92-2
sw2603B-ms98-a-0060,338.357375,338.467375,to,I,sd,u-92-2
sw2603B-ms98-a-0060,338.467375,338.837375,bother,I,sd,u-92-2
sw2603B-ms98-a-0060,338.837375,339.047375,me,I,sd,u-92-2
sw2603B-ms98-a-0061,340.185000,340.585000,especially,B,sd,u-94-1
sw2603B-ms98-a-0061,340.585000,340.685000,when,I,sd,u-94-1
sw2603B-ms98-a-0061,340.685000,340.805000,you're,I,sd,u-94-1
sw2603B-ms98-a-0061,340.805000,340.935000,on,I,sd,u-94-1
sw2603B-ms98-a-0061,340.935000,341.425000,cement,I,sd,u-94-1
sw2603B-ms98-a-0061,341.425000,341.535000,or,I,sd,u-94-1
sw2603B-ms98-a-0061,341.535000,341.915000,anything,I,sd,u-94-1
sw2603B-ms98-a-0061,341.915000,342.075000,that's,I,sd,u-94-1
sw2603B-ms98-a-0061,342.075000,342.465000,hard,I,sd,u-94-1
sw2603B-ms98-a-0061,342.465000,342.535000,it,B,sd,u-94-2
sw2603B-ms98-a-0061,342.535000,342.625000,will,I,sd,u-94-2
sw2603B-ms98-a-0061,342.625000,342.745000,bother,I,sd,u-94-2
sw2603B-ms98-a-0061,342.745000,342.805000,me,I,sd,u-94-2
sw2603B-ms98-a-0061,342.805000,342.925000,it,B,aa,u-96-1
sw2603B-ms98-a-0061,342.925000,343.135000,will,I,aa,u-96-1
sw2603B-ms98-a-0061,343.135000,343.475000,bother,I,aa,u-96-1
sw2603B-ms98-a-0061,343.475000,343.625000,me,I,aa,u-96-1
sw2603B-ms98-a-0063,349.090000,349.440000,well,B,nd,u-98-1
sw2603B-ms98-a-0063,349.890000,350.150000,that,I,nd,u-98-1
sw2603B-ms98-a-0063,350.290000,350.460000,what,I,nd,u-98-1
sw2603B-ms98-a-0063,350.460000,350.710000,pushed,I,nd,u-98-1
sw2603B-ms98-a-0063,350.710000,350.842500,me,I,nd,u-98-1
sw2603B-ms98-a-0063,350.842500,351.102375,that,I,nd,u-98-1
sw2603B-ms98-a-0063,351.102375,351.320000,way,I,nd,u-98-1
sw2603B-ms98-a-0063,351.320000,351.500000,though,I,nd,u-98-1
sw2603B-ms98-a-0063,351.500000,351.630000,was,I,nd,u-98-1
sw2603B-ms98-a-0063,351.710000,352.280000,basically,I,nd,u-98-1
sw2603B-ms98-a-0063,352.280000,352.400000,was,I,nd,u-98-1
sw2603B-ms98-a-0063,352.400000,352.510000,the,I,nd,u-98-1
sw2603B-ms98-a-0063,352.510000,352.680000,fact,I,nd,u-98-1
sw2603B-ms98-a-0063,352.680000,352.770000,that,I,nd,u-98-1
sw2603B-ms98-a-0063,352.770000,352.860000,when,I,nd,u-98-1
sw2603B-ms98-a-0063,352.860000,352.910000,i,I,nd,u-98-1
sw2603B-ms98-a-0063,352.910000,353.080000,went,I,nd,u-98-1
sw2603B-ms98-a-0063,353.080000,353.190000,in,I,nd,u-98-1
sw2603B-ms98-a-0063,353.190000,353.503375,there,I,nd,u-98-1
sw2603B-ms98-a-0063,353.702250,353.800250,it,I,nd,u-98-1
sw2603B-ms98-a-0063,353.800250,354.139000,wasn't,I,nd,u-98-1
sw2603B-ms98-a-0063,354.139000,354.248125,for,I,nd,u-98-1
sw2603B-ms98-a-0063,354.248125,354.380000,the,I,nd,u-98-1
sw2603B-ms98-a-0063,354.380000,354.530000,water,I,nd,u-98-1
sw2603B-ms98-a-0063,354.530000,354.980000,aerobics,I,nd,u-98-1
sw2603B-ms98-a-0063,354.980000,355.020000,i,B,sd,u-98-2
sw2603B-ms98-a-0063,355.020000,355.170000,went,I,sd,u-98-2
sw2603B-ms98-a-0063,355.170000,355.240000,in,I,sd,u-98-2
sw2603B-ms98-a-0063,355.240000,355.380000,there,I,sd,u-98-2
sw2603B-ms98-a-0063,355.380000,355.760000,strictly,I,sd,u-98-2
sw2603B-ms98-a-0063,355.760000,355.991750,to,I,sd,u-98-2
sw2603B-ms98-a-0063,356.119750,356.610000,strengthen,I,sd,u-98-2
sw2603B-ms98-a-0063,356.610000,356.710000,my,I,sd,u-98-2
sw2603B-ms98-a-0063,356.710000,357.020000,back,I,sd,u-98-2
sw2603B-ms98-a-0063,357.140000,357.570000,muscles,I,sd,u-98-2
sw2603B-ms98-a-0065,359.414625,359.864625,and,B,sd(^q),u-100-1
sw2603B-ms98-a-0065,359.864625,360.034625,uh,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,360.034625,360.284625,she,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,360.284625,360.524625,said,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,360.524625,360.814625,hey,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,361.024625,361.184625,go,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,361.184625,361.324625,for,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,361.324625,361.424625,the,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,361.424625,361.784625,swimming,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,361.784625,362.044625,pool,I,sd(^q),u-100-1
sw2603B-ms98-a-0065,362.354625,362.464625,she,B,sd,u-100-2
sw2603B-ms98-a-0065,362.464625,362.864625,says,I,sd,u-100-2
sw2603B-ms98-a-0065,362.864625,362.964625,you,I,sd,u-100-2
sw2603B-ms98-a-0065,362.964625,363.104625,get,I,sd,u-100-2
sw2603B-ms98-a-0065,363.194625,363.434625,just,I,sd,u-100-2
sw2603B-ms98-a-0065,363.434625,363.534625,as,I,sd,u-100-2
sw2603B-ms98-a-0065,363.534625,363.834625,much,I,sd,u-100-2
sw2603B-ms98-a-0065,363.834625,363.934625,if,I,sd,u-100-2
sw2603B-ms98-a-0065,363.934625,364.052250,you,I,sd,u-100-2
sw2603B-ms98-a-0065,364.052250,364.240625,did,I,sd,u-100-2
sw2603B-ms98-a-0065,364.240625,364.334625,the,I,sd,u-100-2
sw2603B-ms98-a-0065,364.334625,364.654625,aerobics,I,sd,u-100-2
sw2603B-ms98-a-0065,364.654625,364.764625,on,I,sd,u-100-2
sw2603B-ms98-a-0065,364.764625,364.824625,the,I,sd,u-100-2
sw2603B-ms98-a-0065,364.824625,365.114625,floor,I,sd,u-100-2
sw2603B-ms98-a-0065,365.114625,365.254625,she,B,sd,u-100-3
sw2603B-ms98-a-0065,365.254625,365.484625,says,I,sd,u-100-3
sw2603B-ms98-a-0065,365.484625,365.604625,in,I,sd,u-100-3
sw2603B-ms98-a-0065,365.604625,365.884625,fact,I,sd,u-100-3
sw2603B-ms98-a-0065,365.884625,365.964625,you,I,sd,u-100-3
sw2603B-ms98-a-0065,365.964625,366.094625,get,I,sd,u-100-3
sw2603B-ms98-a-0065,366.094625,366.384625,more,I,sd,u-100-3
sw2603B-ms98-a-0066,367.756500,367.887250,i,B,sd,u-102-1
sw2603B-ms98-a-0066,367.887250,368.132875,said,I,sd,u-102-1
sw2603B-ms98-a-0066,368.483250,368.918375,okay,I,sd,u-102-1
sw2603B-ms98-a-0066,369.036500,369.276500,because,I,sd,u-102-1
sw2603B-ms98-a-0066,369.276500,369.476500,i'm,I,sd,u-102-1
sw2603B-ms98-a-0066,369.476500,369.676500,not,I,sd,u-102-1
sw2603B-ms98-a-0066,369.676500,369.726500,a,I,sd,u-102-1
sw2603B-ms98-a-0066,369.726500,370.166500,swimmer,I,sd,u-102-1
sw2603B-ms98-a-0067,371.040875,371.163125,i,B,sd,u-104-1
sw2603B-ms98-a-0067,371.163125,371.350875,like,I,sd,u-104-1
sw2603B-ms98-a-0067,371.350875,371.610875,water,I,sd,u-104-1
sw2603B-ms98-a-0067,371.610875,371.690875,i'm,B,sd,u-104-2
sw2603B-ms98-a-0067,371.690875,371.850875,not,I,sd,u-104-2
sw2603B-ms98-a-0067,371.850875,372.120875,scared,I,sd,u-104-2
sw2603B-ms98-a-0067,372.120875,372.220875,of,I,sd,u-104-2
sw2603B-ms98-a-0067,372.220875,372.430875,it,I,sd,u-104-2
sw2603B-ms98-a-0067,372.430875,372.600875,but,B,sd,u-104-3
sw2603B-ms98-a-0067,372.900875,373.058000,i,I,sd,u-104-3
sw2603B-ms98-a-0067,373.058000,373.611250,couldn't,I,sd,u-104-3
sw2603B-ms98-a-0067,374.146125,374.300875,i,B,sd,u-104-4
sw2603B-ms98-a-0067,374.300875,374.540875,guess,I,sd,u-104-4
sw2603B-ms98-a-0067,374.540875,374.570875,i,I,sd,u-104-4
sw2603B-ms98-a-0067,374.570875,374.750875,could,I,sd,u-104-4
sw2603B-ms98-a-0067,374.750875,374.980875,swim,I,sd,u-104-4
sw2603B-ms98-a-0067,374.980875,375.400875,across,I,sd,u-104-4
sw2603B-ms98-a-0067,375.400875,375.460875,the,I,sd,u-104-4
sw2603B-ms98-a-0067,375.460875,375.780875,pool,I,sd,u-104-4
sw2603B-ms98-a-0067,375.780875,375.950875,but,B,sd,u-104-5
sw2603B-ms98-a-0067,375.950875,376.090875,i'm,I,sd,u-104-5
sw2603B-ms98-a-0067,376.090875,376.470875,no,I,sd,u-104-5
sw2603B-ms98-a-0067,376.470875,376.990875,swimmer,I,sd,u-104-5
sw2603B-ms98-a-0067,376.990875,377.180875,per,I,sd,u-104-5
sw2603B-ms98-a-0067,377.180875,377.720375,se,I,sd,u-104-5
sw2603B-ms98-a-0068,379.054250,379.248750,but,B,sd,u-106-1
sw2603B-ms98-a-0068,379.248750,379.374250,i,I,sd,u-106-1
sw2603B-ms98-a-0068,379.444250,379.674250,found,I,sd,u-106-1
sw2603B-ms98-a-0068,379.674250,379.794250,that,I,sd,u-106-1
sw2603B-ms98-a-0068,379.794250,380.044250,this,I,sd,u-106-1
sw2603B-ms98-a-0068,380.044250,380.304250,worked,I,sd,u-106-1
sw2603B-ms98-a-0068,380.304250,380.644250,really,I,sd,u-106-1
sw2603B-ms98-a-0068,380.644250,380.934250,well,I,sd,u-106-1
sw2603B-ms98-a-0068,381.114250,381.224250,and,B,sd,u-106-2
sw2603B-ms98-a-0068,381.224250,381.264250,i,I,sd,u-106-2
sw2603B-ms98-a-0068,381.264250,381.574250,came,I,sd,u-106-2
sw2603B-ms98-a-0068,381.574250,381.724250,out,I,sd,u-106-2
sw2603B-ms98-a-0068,381.724250,381.814250,of,I,sd,u-106-2
sw2603B-ms98-a-0068,381.814250,382.024250,there,I,sd,u-106-2
