sw2917B-ms98-a-0002,2.970250,3.490250,oh,B,b,u-2-1
sw2917B-ms98-a-0033,173.342625,173.808125,off,I,sd,u-40-2
sw2917B-ms98-a-0034,174.463500,175.169500,um,B,+,u-42-1
sw2917B-ms98-a-0035,175.634375,175.734375,i,I,+,u-42-1
sw2917B-ms98-a-0035,175.734375,175.864375,would,I,+,u-42-1
sw2917B-ms98-a-0035,175.864375,176.224375,prefer,I,+,u-42-1
sw2917B-ms98-a-0035,176.224375,176.404375,just,I,+,u-42-1
sw2917B-ms98-a-0035,176.404375,176.514375,to,I,+,u-42-1
sw2917B-ms98-a-0035,176.514375,176.734375,have,I,+,u-42-1
sw2917B-ms98-a-0035,176.734375,176.894375,one,I,+,u-42-1
sw2917B-ms98-a-0035,176.894375,177.524375,MasterCard,I,+,u-42-1
sw2917B-ms98-a-0035,177.524375,177.614375,and,I,+,u-42-1
sw2917B-ms98-a-0035,177.614375,177.784375,one,I,+,u-42-1
sw2917B-ms98-a-0035,177.784375,178.104375,Visa,I,+,u-42-1
sw2917B-ms98-a-0035,178.104375,178.204375,and,B,sd,u-42-2
sw2917B-ms98-a-0035,178.204375,178.464375,that's,I,sd,u-42-2
sw2917B-ms98-a-0035,178.464375,178.819625,it,I,sd,u-42-2
sw2917B-ms98-a-0037,185.417750,185.704250,i,B,sv,u-44-1
sw2917B-ms98-a-0037,185.704250,185.934250,think,I,sv,u-44-1
sw2917B-ms98-a-0037,185.934250,186.124250,that's,I,sv,u-44-1
sw2917B-ms98-a-0037,186.124250,186.224250,a,I,sv,u-44-1
sw2917B-ms98-a-0037,186.224250,186.504250,really,I,sv,u-44-1
sw2917B-ms98-a-0037,186.504250,186.694250,good,I,sv,u-44-1
sw2917B-ms98-a-0037,186.694250,186.854250,way,I,sv,u-44-1
sw2917B-ms98-a-0037,186.854250,186.964250,to,I,sv,u-44-1
sw2917B-ms98-a-0037,186.964250,187.314250,handle,I,sv,u-44-1
sw2917B-ms98-a-0037,187.314250,187.394250,it,I,sv,u-44-1
sw2917B-ms98-a-0037,187.394250,187.724250,because,I,sv,u-44-1
sw2917B-ms98-a-0037,187.724250,187.994250,that,I,sv,u-44-1
sw2917B-ms98-a-0037,187.994250,188.469500,way,I,sv,u-44-1
sw2917B-ms98-a-0037,188.703000,188.864250,if,I,sv,u-44-1
sw2917B-ms98-a-0037,188.864250,189.097375,you,I,sv,u-44-1
sw2917B-ms98-a-0037,189.097375,189.264250,if,I,sv,u-44-1
sw2917B-ms98-a-0037,189.264250,189.374250,you,I,sv,u-44-1
sw2917B-ms98-a-0037,189.374250,189.614250,paid,I,sv,u-44-1
sw2917B-ms98-a-0037,189.614250,189.774250,off,I,sv,u-44-1
sw2917B-ms98-a-0037,189.774250,189.994250,every,I,sv,u-44-1
sw2917B-ms98-a-0037,189.994250,190.324250,month,I,sv,u-44-1
sw2917B-ms98-a-0037,190.694250,190.764250,you,I,sv,u-44-1
sw2917B-ms98-a-0037,190.764250,191.064250,never,I,sv,u-44-1
sw2917B-ms98-a-0037,191.064250,191.354250,have,I,sv,u-44-1
sw2917B-ms98-a-0037,191.354250,191.514250,to,I,sv,u-44-1
sw2917B-ms98-a-0037,191.514250,191.904250,worry,I,sv,u-44-1
sw2917B-ms98-a-0037,191.904250,192.373375,about,I,sv,u-44-1
sw2917B-ms98-a-0037,192.530000,193.158875,well,I,sv,u-44-1
sw2917B-ms98-a-0038,193.612750,193.762750,how,I,sv,u-44-1
sw2917B-ms98-a-0038,193.762750,193.972750,much,I,sv,u-44-1
sw2917B-ms98-a-0038,193.972750,194.072750,do,I,sv,u-44-1
sw2917B-ms98-a-0038,194.072750,194.142750,i,I,sv,u-44-1
sw2917B-ms98-a-0038,194.142750,194.312750,have,I,sv,u-44-1
sw2917B-ms98-a-0038,194.312750,194.412750,to,I,sv,u-44-1
sw2917B-ms98-a-0038,194.412750,194.692750,pay,I,sv,u-44-1
sw2917B-ms98-a-0038,194.692750,194.912750,these,I,sv,u-44-1
sw2917B-ms98-a-0038,194.912750,195.442750,guys,I,sv,u-44-1
sw2917B-ms98-a-0038,195.442750,195.552750,you,I,sv,u-44-1
sw2917B-ms98-a-0038,195.552750,195.712750,know,I,sv,u-44-1
sw2917B-ms98-a-0038,195.712750,195.972750,this,I,sv,u-44-1
sw2917B-ms98-a-0038,195.972750,196.322750,month,I,sv,u-44-1
sw2917B-ms98-a-0038,196.322750,196.422750,you,I,sv,u-44-1
sw2917B-ms98-a-0038,196.422750,196.612750,know,I,sv,u-44-1
sw2917B-ms98-a-0038,196.612750,196.862750,this,B,sv,u-44-2
sw2917B-ms98-a-0038,196.862750,196.992750,you,I,sv,u-44-2
sw2917B-ms98-a-0038,196.992750,197.192750,buy,I,sv,u-44-2
sw2917B-ms98-a-0038,197.192750,197.302750,what,I,sv,u-44-2
sw2917B-ms98-a-0038,197.302750,197.412750,you,I,sv,u-44-2
sw2917B-ms98-a-0038,197.412750,197.532750,can,I,sv,u-44-2
sw2917B-ms98-a-0038,197.532750,198.070375,afford,I,sv,u-44-2
sw2917B-ms98-a-0038,198.311375,198.402750,i,B,sv,u-44-3
sw2917B-ms98-a-0038,198.402750,198.552750,mean,I,sv,u-44-3
sw2917B-ms98-a-0038,198.552750,198.635375,if,B,+,u-46-1
sw2917B-ms98-a-0038,198.978125,199.372750,you,I,+,u-46-1
sw2917B-ms98-a-0038,199.372750,199.612750,handle,I,+,u-46-1
sw2917B-ms98-a-0038,199.612750,199.752750,it,I,+,u-46-1
sw2917B-ms98-a-0038,199.752750,199.982750,just,I,+,u-46-1
sw2917B-ms98-a-0038,199.982750,200.172750,like,I,+,u-46-1
sw2917B-ms98-a-0038,200.172750,200.272750,you,I,+,u-46-1
sw2917B-ms98-a-0038,200.272750,200.462750,would,I,+,u-46-1
sw2917B-ms98-a-0038,200.462750,200.612750,like,I,+,u-46-1
sw2917B-ms98-a-0038,200.612750,200.672750,a,I,+,u-46-1
sw2917B-ms98-a-0038,200.672750,201.068250,check,I,+,u-46-1
sw2917B-ms98-a-0038,201.068250,201.382750,or,I,+,u-46-1
sw2917B-ms98-a-0038,201.382750,202.176625,cash,I,+,u-46-1
sw2917B-ms98-a-0039,202.700250,203.493000,um,O,,
sw2917B-ms98-a-0039,203.493000,203.687125,it's,B,+,u-48-1
sw2917B-ms98-a-0039,203.687125,203.727125,a,I,+,u-48-1
sw2917B-ms98-a-0039,203.727125,203.877125,lot,I,+,u-48-1
sw2917B-ms98-a-0039,203.877125,204.187125,easier,I,+,u-48-1
sw2917B-ms98-a-0039,204.187125,204.247125,to,I,+,u-48-1
sw2917B-ms98-a-0039,204.247125,204.477125,keep,I,+,u-48-1
sw2917B-ms98-a-0039,204.477125,204.557125,it,I,+,u-48-1
sw2917B-ms98-a-0039,204.557125,204.637125,in,I,+,u-48-1
sw2917B-ms98-a-0039,204.637125,205.176125,check,I,+,u-48-1
sw2917B-ms98-a-0041,209.425250,209.902250,yeah,B,b,u-50-1
sw2917B-ms98-a-0043,214.852375,215.711000,um-hum,B,b,u-52-1
sw2917B-ms98-a-0045,223.716875,224.211375,yeah,B,b,u-54-1
sw2917B-ms98-a-0045,224.211375,224.381375,and,B,sv,u-54-2
sw2917B-ms98-a-0045,224.381375,224.421375,i,I,sv,u-54-2
sw2917B-ms98-a-0045,224.421375,224.651375,and,B,+,u-56-1
sw2917B-ms98-a-0045,224.651375,224.821375,i,I,+,u-56-1
sw2917B-ms98-a-0045,224.821375,225.271125,think,I,+,u-56-1
sw2917B-ms98-a-0045,225.271125,225.991375,at,I,+,u-56-1
sw2917B-ms98-a-0045,225.991375,226.390750,this,I,+,u-56-1
sw2917B-ms98-a-0045,226.390750,226.621375,at,I,+,u-56-1
sw2917B-ms98-a-0045,226.621375,226.821375,this,I,+,u-56-1
sw2917B-ms98-a-0045,226.821375,227.131375,point,I,+,u-56-1
sw2917B-ms98-a-0045,227.131375,227.201375,in,I,+,u-56-1
sw2917B-ms98-a-0045,227.201375,227.671375,time,I,+,u-56-1
sw2917B-ms98-a-0045,227.671375,227.791375,with,I,+,u-56-1
sw2917B-ms98-a-0045,227.791375,227.871375,the,I,+,u-56-1
sw2917B-ms98-a-0045,227.871375,228.361375,economy,I,+,u-56-1
sw2917B-ms98-a-0045,228.361375,228.441375,the,I,+,u-56-1
sw2917B-ms98-a-0045,228.441375,228.611375,way,I,+,u-56-1
sw2917B-ms98-a-0045,228.611375,228.681375,it,I,+,u-56-1
sw2917B-ms98-a-0045,228.681375,228.981375,is,I,+,u-56-1
sw2917B-ms98-a-0046,229.648500,230.107875,um,I,+,u-56-1
sw2917B-ms98-a-0047,230.721625,230.841625,i,I,+,u-56-1
sw2917B-ms98-a-0047,230.841625,231.303250,think,I,+,u-56-1
sw2917B-ms98-a-0047,231.303250,231.801625,that,I,+,u-56-1
sw2917B-ms98-a-0047,231.801625,232.261125,um,I,+,u-56-1
sw2917B-ms98-a-0047,232.261125,232.471625,it's,I,+,u-56-1
sw2917B-ms98-a-0047,232.471625,232.591625,going,I,+,u-56-1
sw2917B-ms98-a-0047,232.591625,232.661625,to,I,+,u-56-1
sw2917B-ms98-a-0047,232.661625,232.791625,get,I,+,u-56-1
sw2917B-ms98-a-0047,232.791625,233.031625,even,I,+,u-56-1
sw2917B-ms98-a-0047,233.031625,233.541125,worse,I,+,u-56-1
sw2917B-ms98-a-0048,234.380625,234.824250,um,B,sd,u-56-2
sw2917B-ms98-a-0049,235.818000,236.188000,i'm,I,sd,u-56-2
sw2917B-ms98-a-0049,236.188000,236.398000,i'm,I,sd,u-56-2
sw2917B-ms98-a-0049,236.398000,236.748000,glad,I,sd,u-56-2
sw2917B-ms98-a-0049,236.748000,236.868000,that,I,sd,u-56-2
sw2917B-ms98-a-0049,236.868000,237.018000,we're,I,sd,u-56-2
sw2917B-ms98-a-0049,237.018000,237.368000,starting,I,sd,u-56-2
sw2917B-ms98-a-0049,237.368000,237.458000,to,I,sd,u-56-2
sw2917B-ms98-a-0049,237.458000,237.708000,pay,I,sd,u-56-2
sw2917B-ms98-a-0049,237.708000,237.868000,our,I,sd,u-56-2
sw2917B-ms98-a-0049,237.868000,238.368000,debts,I,sd,u-56-2
sw2917B-ms98-a-0049,238.368000,238.498000,o[ff]-,I,sd,u-56-2
sw2917B-ms98-a-0049,238.498000,238.688000,off,I,sd,u-56-2
sw2917B-ms98-a-0049,238.688000,239.317125,now,I,sd,u-56-2
sw2917B-ms98-a-0050,239.998000,240.720125,um,I,sd,u-56-2
sw2917B-ms98-a-0052,242.136375,242.226375,you,I,sd,u-56-2
sw2917B-ms98-a-0052,242.226375,242.416375,know,I,sd,u-56-2
sw2917B-ms98-a-0052,242.416375,242.596375,we,B,sd,u-56-3
sw2917B-ms98-a-0052,242.596375,242.852125,s[tarted]-,I,sd,u-56-3
sw2917B-ms98-a-0052,242.852125,243.156375,we,I,sd,u-56-3
sw2917B-ms98-a-0052,243.156375,243.246375,s[tarted]-,I,sd,u-56-3
sw2917B-ms98-a-0052,243.246375,243.316375,i,I,sd,u-56-3
sw2917B-ms98-a-0052,243.316375,243.456375,mean,I,sd,u-56-3
sw2917B-ms98-a-0052,243.456375,243.556375,we,I,sd,u-56-3
sw2917B-ms98-a-0052,243.556375,243.896375,started,I,sd,u-56-3
sw2917B-ms98-a-0052,243.896375,244.086375,this,I,sd,u-56-3
sw2917B-ms98-a-0052,244.086375,244.496375,last,I,sd,u-56-3
sw2917B-ms98-a-0052,244.496375,244.983875,year,I,sd,u-56-3
sw2917B-ms98-a-0053,245.640750,246.060750,and,B,sd,u-58-1
sw2917B-ms98-a-0053,246.060750,246.190750,we,I,sd,u-58-1
sw2917B-ms98-a-0053,246.190750,246.460750,probably,I,sd,u-58-1
sw2917B-ms98-a-0053,246.460750,246.640750,still,I,sd,u-58-1
sw2917B-ms98-a-0053,246.640750,246.760750,have,I,sd,u-58-1
sw2917B-ms98-a-0053,246.760750,246.980750,about,I,sd,u-58-1
sw2917B-ms98-a-0053,246.980750,247.150750,another,I,sd,u-58-1
sw2917B-ms98-a-0053,247.150750,247.390750,year,I,sd,u-58-1
sw2917B-ms98-a-0053,247.390750,247.510750,to,I,sd,u-58-1
sw2917B-ms98-a-0053,247.510750,247.985500,go,I,sd,u-58-1
sw2917B-ms98-a-0053,248.456250,248.950750,before,B,+,u-60-1
sw2917B-ms98-a-0053,248.950750,249.400750,we're,I,+,u-60-1
sw2917B-ms98-a-0053,249.400750,249.980750,completely,I,+,u-60-1
sw2917B-ms98-a-0053,249.980750,250.100750,out,I,+,u-60-1
sw2917B-ms98-a-0053,250.100750,250.170750,of,I,+,u-60-1
sw2917B-ms98-a-0053,250.170750,250.270750,the,I,+,u-60-1
sw2917B-ms98-a-0053,250.270750,250.780750,hole,I,+,u-60-1
sw2917B-ms98-a-0054,251.644625,251.754625,but,B,sv,u-60-2
sw2917B-ms98-a-0054,251.754625,251.824625,i,I,sv,u-60-2
sw2917B-ms98-a-0054,251.824625,252.064625,think,I,sv,u-60-2
sw2917B-ms98-a-0054,252.064625,252.277500,this,I,sv,u-60-2
sw2917B-ms98-a-0054,252.277500,252.514625,they,I,sv,u-60-2
sw2917B-ms98-a-0054,252.514625,252.704625,way,I,sv,u-60-2
sw2917B-ms98-a-0054,252.704625,252.814625,the,I,sv,u-60-2
sw2917B-ms98-a-0054,252.814625,253.004625,whole,I,sv,u-60-2
sw2917B-ms98-a-0054,253.004625,253.696625,economy's,I,sv,u-60-2
sw2917B-ms98-a-0054,253.696625,253.864625,is,I,sv,u-60-2
sw2917B-ms98-a-0054,253.864625,254.134625,going,I,sv,u-60-2
sw2917B-ms98-a-0054,254.134625,254.284625,right,I,sv,u-60-2
sw2917B-ms98-a-0054,254.284625,254.667250,now,I,sv,u-60-2
sw2917B-ms98-a-0054,255.139875,255.196375,it's,I,sv,u-60-2
sw2917B-ms98-a-0054,255.196375,255.283375,just,I,sv,u-60-2
sw2917B-ms98-a-0054,255.283375,255.584625,not,I,sv,u-60-2
sw2917B-ms98-a-0054,255.584625,255.774625,good,I,sv,u-60-2
sw2917B-ms98-a-0054,255.774625,255.894625,to,I,sv,u-60-2
sw2917B-ms98-a-0054,255.894625,256.074625,be,I,sv,u-60-2
sw2917B-ms98-a-0054,256.074625,256.214625,in,I,sv,u-60-2
sw2917B-ms98-a-0054,256.214625,256.634625,debt,I,sv,u-60-2
sw2917B-ms98-a-0056,267.495625,268.048875,um-hum,B,b,u-62-1
sw2917B-ms98-a-0058,277.006250,277.550250,yeah,B,b,u-64-1
sw2917B-ms98-a-0060,279.242125,279.512125,well,B,sd,u-66-1
sw2917B-ms98-a-0060,279.512125,279.712125,whe[n]-,I,sd,u-66-1
sw2917B-ms98-a-0060,279.712125,279.862125,when,I,sd,u-66-1
sw2917B-ms98-a-0060,279.862125,280.072125,it's,I,sd,u-66-1
sw2917B-ms98-a-0060,280.072125,280.361375,you,I,sd,u-66-1
sw2917B-ms98-a-0060,280.361375,280.772125,when,I,sd,u-66-1
sw2917B-ms98-a-0060,280.772125,280.872125,you're,I,sd,u-66-1
sw2917B-ms98-a-0060,280.872125,281.022125,getting,I,sd,u-66-1
sw2917B-ms98-a-0060,281.022125,281.112125,rid,I,sd,u-66-1
sw2917B-ms98-a-0060,281.112125,281.212125,of,I,sd,u-66-1
sw2917B-ms98-a-0060,281.212125,281.322125,the,I,sd,u-66-1
sw2917B-ms98-a-0060,281.322125,281.502125,whole,I,sd,u-66-1
sw2917B-ms98-a-0060,281.502125,281.862125,credit,I,sd,u-66-1
sw2917B-ms98-a-0060,281.862125,282.202125,card,I,sd,u-66-1
sw2917B-ms98-a-0060,282.202125,282.860375,cycle,I,sd,u-66-1
sw2917B-ms98-a-0060,283.346250,283.522125,and,I,sd,u-66-1
sw2917B-ms98-a-0060,283.522125,283.632125,if,I,sd,u-66-1
sw2917B-ms98-a-0060,283.632125,283.722125,you,I,sd,u-66-1
sw2917B-ms98-a-0060,283.722125,283.902125,really,I,sd,u-66-1
sw2917B-ms98-a-0060,283.902125,284.072125,get,I,sd,u-66-1
sw2917B-ms98-a-0060,284.072125,284.252125,into,I,sd,u-66-1
sw2917B-ms98-a-0060,284.252125,284.362125,the,I,sd,u-66-1
sw2917B-ms98-a-0060,284.362125,284.822125,mind,I,sd,u-66-1
sw2917B-ms98-a-0060,284.822125,285.222125,set,I,sd,u-66-1
sw2917B-ms98-a-0061,286.179375,286.372125,i,I,sd,u-66-1
sw2917B-ms98-a-0061,286.372125,286.572125,got,I,sd,u-66-1
sw2917B-ms98-a-0061,286.572125,286.842125,really,I,sd,u-66-1
sw2917B-ms98-a-0061,286.842125,287.296625,good,I,sd,u-66-1
sw2917B-ms98-a-0061,287.296625,287.748250,at,I,sd,u-66-1
sw2917B-ms98-a-0061,288.068375,288.592125,juggling,I,sd,u-66-1
sw2917B-ms98-a-0061,288.592125,289.102125,money,I,sd,u-66-1
sw2917B-ms98-a-0061,289.102125,289.541500,and,I,sd,u-66-1
sw2917B-ms98-a-0061,289.541500,290.032125,basically,I,sd,u-66-1
sw2917B-ms98-a-0061,290.032125,290.362125,robbing,I,sd,u-66-1
sw2917B-ms98-a-0061,290.362125,290.622125,Peter,I,sd,u-66-1
sw2917B-ms98-a-0061,290.622125,290.712125,to,I,sd,u-66-1
sw2917B-ms98-a-0061,290.712125,290.922125,pay,I,sd,u-66-1
sw2917B-ms98-a-0061,290.922125,291.252125,Paul,I,sd,u-66-1
sw2917B-ms98-a-0061,291.252125,291.352125,and,B,sd,u-66-2
sw2917B-ms98-a-0061,291.352125,291.487750,i,I,sd,u-66-2
sw2917B-ms98-a-0061,291.487750,291.672125,and,I,sd,u-66-2
sw2917B-ms98-a-0061,291.672125,291.804000,i,I,sd,u-66-2
sw2917B-ms98-a-0061,291.804000,291.932125,it,I,sd,u-66-2
sw2917B-ms98-a-0061,291.932125,292.062125,was,I,sd,u-66-2
sw2917B-ms98-a-0061,292.062125,292.792125,scary,I,sd,u-66-2
sw2917B-ms98-a-0061,292.792125,293.142125,because,I,sd,u-66-2
sw2917B-ms98-a-0061,293.142125,293.212125,i,I,sd,u-66-2
sw2917B-ms98-a-0061,293.212125,293.352125,was,I,sd,u-66-2
sw2917B-ms98-a-0061,293.352125,293.522125,so,I,sd,u-66-2
sw2917B-ms98-a-0061,293.522125,293.882125,good,I,sd,u-66-2
sw2917B-ms98-a-0061,293.882125,294.060125,[laughter-at],I,sd,u-66-2
sw2917B-ms98-a-0061,294.060125,294.392125,it,I,sd,u-66-2
sw2917B-ms98-a-0062,295.631500,295.761500,and,B,sd(^q),u-68-1
sw2917B-ms98-a-0062,295.761500,295.821500,i,I,sd(^q),u-68-1
sw2917B-ms98-a-0062,295.821500,296.041500,thought,I,sd(^q),u-68-1
sw2917B-ms98-a-0062,296.041500,296.291500,this,I,sd(^q),u-68-1
sw2917B-ms98-a-0062,296.291500,296.521500,this,I,sd(^q),u-68-1
sw2917B-ms98-a-0062,296.521500,296.721500,is,I,sd(^q),u-68-1
sw2917B-ms98-a-0062,296.721500,297.161500,not,I,sd(^q),u-68-1
sw2917B-ms98-a-0062,297.161500,297.691500,right,I,sd(^q),u-68-1
sw2917B-ms98-a-0062,297.691500,297.731500,i,B,^q,u-68-2
sw2917B-ms98-a-0062,297.731500,297.971500,mean,I,^q,u-68-2
sw2917B-ms98-a-0062,297.971500,298.091500,this,I,^q,u-68-2
sw2917B-ms98-a-0062,298.091500,298.241500,has,I,^q,u-68-2
sw2917B-ms98-a-0062,298.241500,298.411500,got,I,^q,u-68-2
sw2917B-ms98-a-0062,298.411500,298.531500,to,I,^q,u-68-2
sw2917B-ms98-a-0062,298.531500,298.991500,stop,I,^q,u-68-2
sw2917B-ms98-a-0062,298.991500,299.301500,because,I,^q,u-68-2
sw2917B-ms98-a-0062,299.301500,300.146750,eventually,I,^q,u-68-2
sw2917B-ms98-a-0062,300.463125,300.631500,it'd,I,^q,u-68-2
sw2917B-ms98-a-0062,300.631500,300.791500,end,I,^q,u-68-2
sw2917B-ms98-a-0062,300.791500,301.011500,up,I,^q,u-68-2
sw2917B-ms98-a-0062,301.011500,301.391500,catching,I,^q,u-68-2
sw2917B-ms98-a-0062,301.391500,301.691500,up,I,^q,u-68-2
sw2917B-ms98-a-0062,301.691500,301.971500,at,I,^q,u-68-2
sw2917B-ms98-a-0062,301.971500,302.195375,and,I,^q,u-68-2
sw2917B-ms98-a-0062,302.459000,302.801500,catching,I,^q,u-68-2
sw2917B-ms98-a-0062,302.801500,302.881500,up,I,^q,u-68-2
sw2917B-ms98-a-0062,302.881500,303.011500,with,I,^q,u-68-2
sw2917B-ms98-a-0062,303.011500,303.191500,me,I,^q,u-68-2
sw2917B-ms98-a-0062,303.191500,303.341500,and,B,sd,u-68-3
sw2917B-ms98-a-0062,303.341500,303.411500,it,I,sd,u-68-3
sw2917B-ms98-a-0062,303.411500,303.531500,hit,I,sd,u-68-3
sw2917B-ms98-a-0062,303.531500,303.591500,me,I,sd,u-68-3
sw2917B-ms98-a-0062,303.591500,303.781500,in,I,sd,u-68-3
sw2917B-ms98-a-0062,303.781500,303.851500,the,I,sd,u-68-3
sw2917B-ms98-a-0062,303.851500,304.233125,face,I,sd,u-68-3
sw2917B-ms98-a-0063,304.979500,305.502625,um,B,b,u-70-1
sw2917B-ms98-a-0065,309.929000,310.259000,i,B,aa,u-72-1
sw2917B-ms98-a-0065,310.259000,310.549000,yeah,I,aa,u-72-1
sw2917B-ms98-a-0065,310.549000,310.727500,i,B,aa,u-72-2
sw2917B-ms98-a-0065,311.194500,311.699000,have,I,aa,u-72-2
sw2917B-ms98-a-0065,311.699000,311.959000,i've,B,aa,u-72-3
sw2917B-ms98-a-0065,311.959000,312.209000,learned,I,aa,u-72-3
sw2917B-ms98-a-0065,312.209000,312.259000,a,I,aa,u-72-3
sw2917B-ms98-a-0065,312.259000,312.589000,lot,I,aa,u-72-3
sw2917B-ms98-a-0065,312.589000,312.869000,from,I,aa,u-72-3
sw2917B-ms98-a-0065,312.869000,313.046250,it,I,aa,u-72-3
sw2917B-ms98-a-0065,313.415250,313.799000,um,O,,
sw2917B-ms98-a-0065,313.799000,313.969000,i've,B,sd,u-74-1
sw2917B-ms98-a-0065,313.969000,314.239000,learned,I,sd,u-74-1
sw2917B-ms98-a-0065,314.239000,314.499375,that,I,sd,u-74-1
sw2917B-ms98-a-0065,314.499375,315.039000,credit,I,sd,u-74-1
sw2917B-ms98-a-0065,315.039000,315.578750,cards,I,sd,u-74-1
sw2917B-ms98-a-0065,316.015625,316.159000,are,I,sd,u-74-1
sw2917B-ms98-a-0065,316.159000,316.579000,extremely,I,sd,u-74-1
sw2917B-ms98-a-0065,316.579000,317.189000,dangerous,I,sd,u-74-1
sw2917B-ms98-a-0065,317.189000,317.319000,in,I,sd,u-74-1
sw2917B-ms98-a-0065,317.319000,317.459000,my,I,sd,u-74-1
sw2917B-ms98-a-0065,317.459000,317.763750,hand,I,sd,u-74-1
sw2917B-ms98-a-0065,317.763750,318.503000,[laughter],O,,
sw2917B-ms98-a-0066,319.593250,319.733250,and,B,+,u-76-1
sw2917B-ms98-a-0066,319.733250,319.843250,my,I,+,u-76-1
sw2917B-ms98-a-0066,319.843250,320.263250,husband's,I,+,u-76-1
sw2917B-ms98-a-0066,320.263250,320.383250,too,I,+,u-76-1
sw2917B-ms98-a-0066,320.383250,320.583250,because,I,+,u-76-1
sw2917B-ms98-a-0066,320.583250,320.873250,he's,I,+,u-76-1
sw2917B-ms98-a-0066,320.873250,321.053250,he's,I,+,u-76-1
sw2917B-ms98-a-0066,321.053250,321.123250,the,I,+,u-76-1
sw2917B-ms98-a-0066,321.123250,321.373250,same,I,+,u-76-1
sw2917B-ms98-a-0066,321.373250,321.533250,way,I,+,u-76-1
sw2917B-ms98-a-0066,321.533250,321.663250,i,I,+,u-76-1
sw2917B-ms98-a-0066,321.663250,322.033250,am,I,+,u-76-1
sw2917B-ms98-a-0067,322.586250,322.686250,i,B,%,u-78-1
sw2917B-ms98-a-0067,322.686250,323.004875,don't,I,%,u-78-1
sw2917B-ms98-a-0067,323.004875,323.146250,i,I,%,u-78-1
sw2917B-ms98-a-0067,323.146250,323.386250,don't,I,%,u-78-1
sw2917B-ms98-a-0067,323.386250,323.686250,think,I,%,u-78-1
sw2917B-ms98-a-0067,323.686250,324.101000,that,I,%,u-78-1
sw2917B-ms98-a-0068,324.667125,325.037125,well,B,sd,u-78-2
sw2917B-ms98-a-0068,325.037125,325.247125,when,I,sd,u-78-2
sw2917B-ms98-a-0068,325.247125,325.277125,w[e]-,I,sd,u-78-2
sw2917B-ms98-a-0068,325.277125,325.407125,when,I,sd,u-78-2
sw2917B-ms98-a-0068,325.407125,325.537125,we,I,sd,u-78-2
sw2917B-ms98-a-0068,325.537125,325.747125,buy,I,sd,u-78-2
sw2917B-ms98-a-0068,325.747125,325.857125,on,I,sd,u-78-2
sw2917B-ms98-a-0068,325.857125,326.277125,credit,I,sd,u-78-2
sw2917B-ms98-a-0068,326.277125,326.417125,we,I,sd,u-78-2
sw2917B-ms98-a-0068,326.417125,326.647125,just,I,sd,u-78-2
sw2917B-ms98-a-0068,326.647125,326.977125,don't,I,sd,u-78-2
sw2917B-ms98-a-0068,326.977125,327.377125,have,I,sd,u-78-2
sw2917B-ms98-a-0068,327.377125,327.437125,a,I,sd,u-78-2
sw2917B-ms98-a-0068,327.437125,328.027125,concept,I,sd,u-78-2
sw2917B-ms98-a-0068,328.027125,328.137125,of,I,sd,u-78-2
sw2917B-ms98-a-0068,328.137125,328.307125,how,I,sd,u-78-2
sw2917B-ms98-a-0068,328.307125,328.527125,much,I,sd,u-78-2
sw2917B-ms98-a-0068,328.527125,328.777125,money,I,sd,u-78-2
sw2917B-ms98-a-0068,328.777125,328.917125,we're,I,sd,u-78-2
sw2917B-ms98-a-0068,328.917125,329.490625,spending,I,sd,u-78-2
sw2917B-ms98-a-0069,330.050625,330.300625,until,B,+,u-80-1
sw2917B-ms98-a-0069,330.300625,330.380625,the,I,+,u-80-1
sw2917B-ms98-a-0069,330.380625,330.580625,bill,I,+,u-80-1
sw2917B-ms98-a-0069,330.580625,330.910625,comes,I,+,u-80-1
sw2917B-ms98-a-0069,330.910625,331.170625,in,I,+,u-80-1
sw2917B-ms98-a-0071,332.991875,333.141875,and,B,sv,u-82-1
sw2917B-ms98-a-0071,333.141875,333.341875,a[ll]-,I,sv,u-82-1
sw2917B-ms98-a-0071,333.341875,333.491875,then,I,sv,u-82-1
sw2917B-ms98-a-0071,333.491875,333.621875,all,I,sv,u-82-1
sw2917B-ms98-a-0071,333.621875,333.681875,of,I,sv,u-82-1
sw2917B-ms98-a-0071,333.681875,333.761875,a,I,sv,u-82-1
sw2917B-ms98-a-0071,333.761875,334.031875,sudden,I,sv,u-82-1
sw2917B-ms98-a-0071,334.031875,334.121875,you,I,sv,u-82-1
sw2917B-ms98-a-0071,334.121875,334.271875,look,I,sv,u-82-1
sw2917B-ms98-a-0071,334.271875,334.351875,at,I,sv,u-82-1
sw2917B-ms98-a-0071,334.351875,334.411875,the,I,sv,u-82-1
sw2917B-ms98-a-0071,334.411875,334.571875,bill,I,sv,u-82-1
sw2917B-ms98-a-0071,334.571875,334.661875,and,B,sv(^q),u-82-2
sw2917B-ms98-a-0071,334.661875,334.721875,you,I,sv(^q),u-82-2
sw2917B-ms98-a-0071,334.721875,334.801875,go,I,sv(^q),u-82-2
sw2917B-ms98-a-0071,334.801875,334.935000,oh,I,sv(^q),u-82-2
sw2917B-ms98-a-0071,334.935000,335.211875,my,I,sv(^q),u-82-2
sw2917B-ms98-a-0071,335.211875,335.541875,gosh,I,sv(^q),u-82-2
sw2917B-ms98-a-0071,335.541875,335.581875,i,B,^q,u-82-3
