sw2339A-ms98-a-0002,6.741375,7.153250,um-hum,B,b,u-2-1
sw2339A-ms98-a-0100,299.374375,299.764375,younger,I,sd,u-136-2
sw2339A-ms98-a-0100,299.764375,299.864375,when,I,sd,u-136-2
sw2339A-ms98-a-0100,299.864375,299.934375,i,I,sd,u-136-2
sw2339A-ms98-a-0100,299.934375,300.064375,was,I,sd,u-136-2
sw2339A-ms98-a-0100,300.064375,300.114375,a,I,sd,u-136-2
sw2339A-ms98-a-0100,300.114375,300.474375,kid,I,sd,u-136-2
sw2339A-ms98-a-0100,300.474375,300.554375,we,I,sd,u-136-2
sw2339A-ms98-a-0100,300.554375,300.984375,camped,I,sd,u-136-2
sw2339A-ms98-a-0100,300.984375,301.114375,in,I,sd,u-136-2
sw2339A-ms98-a-0100,301.114375,301.774375,Virginia,I,sd,u-136-2
sw2339A-ms98-a-0100,301.774375,302.054375,and,B,sd,u-136-3
sw2339A-ms98-a-0101,302.582500,302.662500,we,I,sd,u-136-3
sw2339A-ms98-a-0101,302.662500,302.792500,had,I,sd,u-136-3
sw2339A-ms98-a-0101,302.792500,302.902500,one,I,sd,u-136-3
sw2339A-ms98-a-0101,302.902500,302.982500,of,I,sd,u-136-3
sw2339A-ms98-a-0101,302.982500,303.132500,those,I,sd,u-136-3
sw2339A-ms98-a-0101,303.132500,303.282500,little,I,sd,u-136-3
sw2339A-ms98-a-0101,303.282500,303.612500,pop,I,sd,u-136-3
sw2339A-ms98-a-0101,303.612500,303.792500,up,I,sd,u-136-3
sw2339A-ms98-a-0101,303.792500,304.262500,tents,I,sd,u-136-3
sw2339A-ms98-a-0101,304.262500,304.452500,which,I,sd,u-136-3
sw2339A-ms98-a-0101,304.452500,304.582500,is,I,sd,u-136-3
sw2339A-ms98-a-0101,304.582500,304.812500,really,I,sd,u-136-3
sw2339A-ms98-a-0101,304.812500,305.132500,nice,I,sd,u-136-3
sw2339A-ms98-a-0101,305.132500,305.282500,because,I,sd,u-136-3
sw2339A-ms98-a-0101,305.282500,305.362500,it,I,sd,u-136-3
sw2339A-ms98-a-0101,305.362500,305.542500,kind,I,sd,u-136-3
sw2339A-ms98-a-0101,305.542500,305.622500,of,I,sd,u-136-3
sw2339A-ms98-a-0101,305.622500,305.782500,gets,I,sd,u-136-3
sw2339A-ms98-a-0101,305.782500,305.852500,you,I,sd,u-136-3
sw2339A-ms98-a-0101,305.852500,306.022500,off,I,sd,u-136-3
sw2339A-ms98-a-0101,306.022500,306.122500,the,I,sd,u-136-3
sw2339A-ms98-a-0101,306.122500,306.662500,ground,I,sd,u-136-3
sw2339A-ms98-a-0102,307.380625,307.510625,but,B,sd,u-136-4
sw2339A-ms98-a-0102,307.510625,307.650625,it,I,sd,u-136-4
sw2339A-ms98-a-0102,307.650625,307.810625,seemed,I,sd,u-136-4
sw2339A-ms98-a-0102,307.810625,308.000625,like,I,sd,u-136-4
sw2339A-ms98-a-0102,308.000625,308.100625,it,I,sd,u-136-4
sw2339A-ms98-a-0102,308.100625,308.350625,rained,I,sd,u-136-4
sw2339A-ms98-a-0102,308.350625,308.630625,every,I,sd,u-136-4
sw2339A-ms98-a-0102,308.630625,309.130625,weekend,I,sd,u-136-4
sw2339A-ms98-a-0102,309.130625,309.220625,for,I,sd,u-136-4
sw2339A-ms98-a-0102,309.220625,309.460625,about,I,sd,u-136-4
sw2339A-ms98-a-0102,309.460625,309.490625,a,I,sd,u-136-4
sw2339A-ms98-a-0102,309.490625,309.744875,ye[ar]-,I,sd,u-136-4
sw2339A-ms98-a-0102,309.803375,309.938875,the,I,sd,u-136-4
sw2339A-ms98-a-0102,309.938875,310.160625,year,I,sd,u-136-4
sw2339A-ms98-a-0102,310.160625,310.404250,we,I,sd,u-136-4
sw2339A-ms98-a-0102,310.788375,310.870625,we,I,sd,u-136-4
sw2339A-ms98-a-0102,310.870625,310.970625,were,I,sd,u-136-4
sw2339A-ms98-a-0102,310.970625,311.240625,really,I,sd,u-136-4
sw2339A-ms98-a-0102,311.240625,311.420625,into,I,sd,u-136-4
sw2339A-ms98-a-0102,311.420625,312.050625,camping,I,sd,u-136-4
sw2339A-ms98-a-0104,314.056375,314.335500,uh,O,,
sw2339A-ms98-a-0104,314.335500,314.590125,no,B,nn,u-138-1
sw2339A-ms98-a-0104,314.590125,314.774500,it's,B,sd^e,u-138-2
sw2339A-ms98-a-0104,314.774500,314.846375,a,I,sd^e,u-138-2
sw2339A-ms98-a-0104,314.846375,314.996375,little,I,sd^e,u-138-2
sw2339A-ms98-a-0104,314.996375,315.276375,trailer,I,sd^e,u-138-2
sw2339A-ms98-a-0104,315.276375,315.426375,you,I,sd^e,u-138-2
sw2339A-ms98-a-0104,315.426375,315.616375,pull,I,sd^e,u-138-2
sw2339A-ms98-a-0104,315.616375,315.956375,behind,I,sd^e,u-138-2
sw2339A-ms98-a-0104,315.956375,316.046375,your,I,sd^e,u-138-2
sw2339A-ms98-a-0104,316.046375,316.486375,car,I,sd^e,u-138-2
sw2339A-ms98-a-0104,316.486375,316.726375,and,B,sd,u-138-3
sw2339A-ms98-a-0104,316.726375,316.946625,uh,I,sd,u-138-3
sw2339A-ms98-a-0105,317.534625,317.644625,you,B,+,u-140-1
sw2339A-ms98-a-0105,317.644625,317.754625,know,I,+,u-140-1
sw2339A-ms98-a-0105,317.754625,317.964625,you,I,+,u-140-1
sw2339A-ms98-a-0105,317.964625,318.114625,the,I,+,u-140-1
sw2339A-ms98-a-0105,318.114625,318.399500,lid,I,+,u-140-1
sw2339A-ms98-a-0105,318.399500,318.704625,pops,I,+,u-140-1
sw2339A-ms98-a-0105,318.704625,318.974625,off,I,+,u-140-1
sw2339A-ms98-a-0105,318.974625,319.044625,the,B,sd,u-142-1
sw2339A-ms98-a-0105,319.044625,319.234625,little,I,sd,u-142-1
sw2339A-ms98-a-0105,319.614625,319.864625,tent,I,sd,u-142-1
sw2339A-ms98-a-0105,319.864625,320.134625,comes,I,sd,u-142-1
sw2339A-ms98-a-0105,320.134625,320.384625,up,I,sd,u-142-1
sw2339A-ms98-a-0105,320.384625,320.484000,the,I,sd,u-142-1
sw2339A-ms98-a-0105,320.484000,321.004625,top,I,sd,u-142-1
sw2339A-ms98-a-0105,321.004625,321.206875,and,B,sd,u-144-1
sw2339A-ms98-a-0106,321.566125,321.676125,it,I,sd,u-144-1
sw2339A-ms98-a-0106,321.676125,321.866125,had,I,sd,u-144-1
sw2339A-ms98-a-0106,321.866125,322.016125,two,I,sd,u-144-1
sw2339A-ms98-a-0106,322.016125,322.326125,double,I,sd,u-144-1
sw2339A-ms98-a-0106,322.326125,322.666125,beds,I,sd,u-144-1
sw2339A-ms98-a-0106,322.666125,322.866125,in,I,sd,u-144-1
sw2339A-ms98-a-0106,322.866125,323.096125,it,I,sd,u-144-1
sw2339A-ms98-a-0108,327.408750,328.218750,oh,B,sd^t,u-146-1
sw2339A-ms98-a-0108,328.358750,328.558750,since,I,sd^t,u-146-1
sw2339A-ms98-a-0108,328.558750,328.618750,the,I,sd^t,u-146-1
sw2339A-ms98-a-0108,328.618750,329.078750,beginning,I,sd^t,u-146-1
sw2339A-ms98-a-0109,330.222500,330.310000,i,B,sd^t,u-146-2
sw2339A-ms98-a-0109,330.310000,330.421000,guess,I,sd^t,u-146-2
sw2339A-ms98-a-0109,330.421000,330.581000,it's,I,sd^t,u-146-2
sw2339A-ms98-a-0109,330.581000,330.781000,been,I,sd^t,u-146-2
sw2339A-ms98-a-0109,330.781000,330.911000,two,I,sd^t,u-146-2
sw2339A-ms98-a-0109,330.911000,330.981000,or,I,sd^t,u-146-2
sw2339A-ms98-a-0109,330.981000,331.191000,three,I,sd^t,u-146-2
sw2339A-ms98-a-0109,331.191000,331.551000,weeks,I,sd^t,u-146-2
sw2339A-ms98-a-0111,337.034375,337.442250,uh,B,na,u-148-1
sw2339A-ms98-a-0111,337.530125,337.687750,well,I,na,u-148-1
sw2339A-ms98-a-0111,337.687750,337.727750,i,I,na,u-148-1
sw2339A-ms98-a-0111,337.727750,337.917750,work,I,na,u-148-1
sw2339A-ms98-a-0111,337.917750,338.017750,as,I,na,u-148-1
sw2339A-ms98-a-0111,338.017750,338.087750,a,I,na,u-148-1
sw2339A-ms98-a-0111,338.087750,338.477750,temporary,I,na,u-148-1
sw2339A-ms98-a-0111,338.477750,338.537750,in,I,na,u-148-1
sw2339A-ms98-a-0111,338.537750,338.597750,the,I,na,u-148-1
sw2339A-ms98-a-0111,338.597750,338.947750,Speech,I,na,u-148-1
sw2339A-ms98-a-0111,338.947750,339.207750,Lab,I,na,u-148-1
sw2339A-ms98-a-0113,341.129625,341.349625,uh-huh,B,ny,u-150-1
sw2339A-ms98-a-0113,341.349625,341.509625,where,B,sd^e,u-150-2
sw2339A-ms98-a-0113,341.509625,341.639625,they're,I,sd^e,u-150-2
sw2339A-ms98-a-0113,341.639625,341.899625,doing,I,sd^e,u-150-2
sw2339A-ms98-a-0113,341.899625,342.159625,this,I,sd^e,u-150-2
sw2339A-ms98-a-0113,342.159625,342.789625,program,I,sd^e,u-150-2
sw2339A-ms98-a-0114,344.054000,344.124000,the,I,sd^e,u-150-2
sw2339A-ms98-a-0114,344.124000,344.351250,voice,I,sd^e,u-150-2
sw2339A-ms98-a-0114,344.351250,344.910375,recognition,I,sd^e,u-150-2
sw2339A-ms98-a-0114,344.910375,345.381500,program,I,sd^e,u-150-2
sw2339A-ms98-a-0116,347.754125,347.945625,oh,B,sd,u-152-1
sw2339A-ms98-a-0116,347.945625,348.054125,they,I,sd,u-152-1
sw2339A-ms98-a-0116,348.054125,348.364125,turn,I,sd,u-152-1
sw2339A-ms98-a-0116,348.364125,348.464125,them,I,sd,u-152-1
sw2339A-ms98-a-0116,348.464125,348.624125,over,I,sd,u-152-1
sw2339A-ms98-a-0116,348.624125,348.734125,to,I,sd,u-152-1
sw2339A-ms98-a-0116,348.734125,349.444125,somebody,I,sd,u-152-1
sw2339A-ms98-a-0116,349.444125,349.754125,and,B,sd,u-152-2
sw2339A-ms98-a-0116,350.084125,350.204125,they're,I,sd,u-152-2
sw2339A-ms98-a-0116,350.204125,350.364125,going,I,sd,u-152-2
sw2339A-ms98-a-0116,350.364125,350.694125,to,I,sd,u-152-2
sw2339A-ms98-a-0117,351.195500,351.310750,i,I,sd,u-152-2
sw2339A-ms98-a-0117,351.310750,351.445500,guess,I,sd,u-152-2
sw2339A-ms98-a-0117,351.445500,351.535500,they're,I,sd,u-152-2
sw2339A-ms98-a-0117,351.535500,351.705500,going,I,sd,u-152-2
sw2339A-ms98-a-0117,351.705500,351.805500,to,I,sd,u-152-2
sw2339A-ms98-a-0117,351.805500,351.945500,try,I,sd,u-152-2
sw2339A-ms98-a-0117,351.945500,352.025500,to,I,sd,u-152-2
sw2339A-ms98-a-0117,352.025500,352.265500,teach,I,sd,u-152-2
sw2339A-ms98-a-0117,352.265500,352.755500,computers,I,sd,u-152-2
sw2339A-ms98-a-0117,352.755500,352.875500,how,I,sd,u-152-2
sw2339A-ms98-a-0117,352.875500,352.965500,to,I,sd,u-152-2
sw2339A-ms98-a-0117,352.965500,353.485500,recognize,I,sd,u-152-2
sw2339A-ms98-a-0117,353.485500,353.985500,voices,I,sd,u-152-2
sw2339A-ms98-a-0117,353.985500,354.135500,and,I,sd,u-152-2
sw2339A-ms98-a-0117,354.135500,354.385500,search,I,sd,u-152-2
sw2339A-ms98-a-0117,354.385500,354.485500,for,I,sd,u-152-2
sw2339A-ms98-a-0117,354.485500,355.015500,specific,I,sd,u-152-2
sw2339A-ms98-a-0117,355.015500,355.335500,words,I,sd,u-152-2
sw2339A-ms98-a-0117,355.335500,355.475500,and,I,sd,u-152-2
sw2339A-ms98-a-0117,355.475500,355.875500,stuff,I,sd,u-152-2
sw2339A-ms98-a-0119,360.891375,361.794250,right,B,aa,u-154-1
sw2339A-ms98-a-0119,362.021375,362.571375,yeah,B,aa,u-156-1
sw2339A-ms98-a-0121,370.061125,370.188250,i,B,no,u-158-1
sw2339A-ms98-a-0121,370.188250,370.372000,don't,I,no,u-158-1
sw2339A-ms98-a-0121,370.372000,370.791125,know,I,no,u-158-1
sw2339A-ms98-a-0123,372.453500,372.554750,i,B,sd,u-158-2
sw2339A-ms98-a-0123,372.554750,372.803500,type,I,sd,u-158-2
sw2339A-ms98-a-0123,372.803500,372.953500,up,I,sd,u-158-2
sw2339A-ms98-a-0123,372.953500,373.013500,the,I,sd,u-158-2
sw2339A-ms98-a-0123,373.013500,373.603500,tapes,I,sd,u-158-2
sw2339A-ms98-a-0123,373.713500,373.823500,of,I,sd,u-158-2
sw2339A-ms98-a-0123,373.823500,373.963500,what,I,sd,u-158-2
sw2339A-ms98-a-0123,373.963500,374.303500,people,I,sd,u-158-2
sw2339A-ms98-a-0123,374.303500,374.603500,talked,I,sd,u-158-2
sw2339A-ms98-a-0123,374.603500,375.029750,about,I,sd,u-158-2
sw2339A-ms98-a-0124,376.598000,376.838000,yeah,B,aa,u-160-1
sw2339A-ms98-a-0124,376.838000,376.938000,it's,B,sv,u-160-2
sw2339A-ms98-a-0124,376.938000,377.058000,sort,I,sv,u-160-2
sw2339A-ms98-a-0124,377.058000,377.118000,of,I,sv,u-160-2
sw2339A-ms98-a-0124,377.118000,377.638000,interesting,I,sv,u-160-2
sw2339A-ms98-a-0126,381.313875,381.773875,uh-huh,B,ny,u-162-1
sw2339A-ms98-a-0126,381.773875,382.313875,everything,B,sd^e,u-162-2
sw2339A-ms98-a-0126,382.313875,382.543875,like,I,sd^e,u-162-2
sw2339A-ms98-a-0126,382.543875,382.713875,that,I,sd^e,u-162-2
sw2339A-ms98-a-0126,382.713875,382.843875,all,B,sd,u-162-3
sw2339A-ms98-a-0126,382.843875,382.923875,the,I,sd,u-162-3
sw2339A-ms98-a-0126,382.923875,383.113875,little,I,sd,u-162-3
sw2339A-ms98-a-0126,383.113875,383.733875,stutters,I,sd,u-162-3
sw2339A-ms98-a-0126,383.733875,383.883875,and,I,sd,u-162-3
sw2339A-ms98-a-0126,383.883875,384.383875,everything,I,sd,u-162-3
sw2339A-ms98-a-0128,387.466250,387.723375,oh,O,,
sw2339A-ms98-a-0128,387.723375,387.922625,like,B,sd(^q),u-164-1
sw2339A-ms98-a-0128,387.922625,388.012625,if,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,388.012625,388.162625,they,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,388.162625,388.348750,say,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,388.348750,388.582250,i,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,388.582250,388.856750,i,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,388.856750,388.972625,we,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,388.972625,389.292625,just,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,389.292625,389.522625,type,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,389.522625,389.582625,it,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,389.582625,389.722625,in,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,389.722625,389.952625,like,I,sd(^q),u-164-1
sw2339A-ms98-a-0128,389.952625,390.271500,that,I,sd(^q),u-164-1
sw2339A-ms98-a-0130,392.850000,393.125125,well,B,sv^t,u-166-1
sw2339A-ms98-a-0130,393.414625,393.511625,i,I,sv^t,u-166-1
sw2339A-ms98-a-0130,393.511625,393.678875,guess,I,sv^t,u-166-1
sw2339A-ms98-a-0130,393.678875,393.928875,that's,I,sv^t,u-166-1
sw2339A-ms98-a-0130,393.928875,394.258875,it,I,sv^t,u-166-1
sw2339A-ms98-a-0130,394.258875,394.374875,for,I,sv^t,u-166-1
sw2339A-ms98-a-0130,394.374875,394.789125,camping,I,sv^t,u-166-1
sw2339A-ms98-a-0130,394.789125,395.078875,huh,O,,
sw2339A-ms98-a-0130,395.078875,395.728875,[laughter],O,,
sw2339A-ms98-a-0131,396.445250,402.263375,[laughter],O,,
sw2339A-ms98-a-0132,402.586750,403.177875,yeah,B,aa,u-172-1
sw2339A-ms98-a-0132,403.177875,403.604125,[laughter],O,,
sw2339A-ms98-a-0134,405.657375,406.197375,yeah,B,aa,u-174-1
sw2339A-ms98-a-0136,417.108500,417.368500,oh,B,b,u-176-1
sw2339A-ms98-a-0136,417.368500,417.698500,uh-huh,I,b,u-176-1
sw2339A-ms98-a-0136,417.698500,417.892500,that's,B,sd,u-176-2
sw2339A-ms98-a-0136,417.892500,418.005500,what,I,sd,u-176-2
sw2339A-ms98-a-0136,418.005500,418.197250,we,I,sd,u-176-2
sw2339A-ms98-a-0136,418.197250,418.538500,have,I,sd,u-176-2
sw2339A-ms98-a-0136,418.538500,418.778500,too,I,sd,u-176-2
sw2339A-ms98-a-0136,418.778500,419.038500,yeah,B,b,u-178-1
sw2339A-ms98-a-0136,419.038500,419.268500,that's,B,sd,u-178-2
sw2339A-ms98-a-0136,419.268500,419.388500,what,I,sd,u-178-2
sw2339A-ms98-a-0136,419.388500,419.708500,ours,I,sd,u-178-2
sw2339A-ms98-a-0136,419.708500,420.043375,is,I,sd,u-178-2
sw2339A-ms98-a-0137,420.897500,421.307500,yeah,B,ny,u-180-1
sw2339A-ms98-a-0137,421.307500,421.477500,yeah,B,ny^r,u-180-2
sw2339A-ms98-a-0137,421.477500,421.597500,they,B,sd^e,u-180-3
sw2339A-ms98-a-0137,421.597500,421.897500,pop,I,sd^e,u-180-3
sw2339A-ms98-a-0137,421.897500,422.017500,up,I,sd^e,u-180-3
sw2339A-ms98-a-0137,422.017500,422.247500,pretty,I,sd^e,u-180-3
sw2339A-ms98-a-0137,422.247500,422.777500,fast,I,sd^e,u-180-3
sw2339A-ms98-a-0139,424.355875,424.445875,have,B,qy,u-182-1
sw2339A-ms98-a-0139,424.445875,424.505875,you,I,qy,u-182-1
sw2339A-ms98-a-0139,424.505875,424.625875,ever,I,qy,u-182-1
sw2339A-ms98-a-0139,424.625875,424.965875,camped,I,qy,u-182-1
sw2339A-ms98-a-0139,424.965875,425.135875,on,I,qy,u-182-1
sw2339A-ms98-a-0139,425.135875,425.745875,sand,I,qy,u-182-1
sw2339A-ms98-a-0141,428.200500,428.360500,that,B,sd,u-184-1
sw2339A-ms98-a-0141,428.360500,428.510500,can,I,sd,u-184-1
sw2339A-ms98-a-0141,428.510500,428.640500,be,I,sd,u-184-1
sw2339A-ms98-a-0141,428.640500,428.680500,a,I,sd,u-184-1
sw2339A-ms98-a-0141,428.680500,429.030500,mess,I,sd,u-184-1
sw2339A-ms98-a-0141,429.030500,429.110500,we,B,sd,u-184-2
sw2339A-ms98-a-0141,429.110500,429.400500,camped,I,sd,u-184-2
sw2339A-ms98-a-0141,429.400500,429.490500,at,I,sd,u-184-2
sw2339A-ms98-a-0141,429.490500,429.560500,the,I,sd,u-184-2
sw2339A-ms98-a-0141,429.560500,429.900500,beach,I,sd,u-184-2
sw2339A-ms98-a-0141,429.900500,430.100500,one,I,sd,u-184-2
sw2339A-ms98-a-0141,430.100500,430.440500,time,I,sd,u-184-2
sw2339A-ms98-a-0141,430.440500,430.530500,and,B,sd,u-184-3
sw2339A-ms98-a-0141,430.530500,430.670500,that,I,sd,u-184-3
sw2339A-ms98-a-0141,430.670500,430.780500,was,I,sd,u-184-3
sw2339A-ms98-a-0141,430.780500,430.970500,sort,I,sd,u-184-3
sw2339A-ms98-a-0141,430.970500,431.030500,of,I,sd,u-184-3
sw2339A-ms98-a-0141,431.030500,431.778250,miserable,I,sd,u-184-3
sw2339A-ms98-a-0142,432.401250,432.501250,you,B,sd,u-184-4
sw2339A-ms98-a-0142,432.501250,432.691250,just,I,sd,u-184-4
sw2339A-ms98-a-0142,432.691250,432.871250,coul[dn't]-,O,,
sw2339A-ms98-a-0142,432.871250,433.221250,everywhere,B,sd,u-184-5
sw2339A-ms98-a-0142,433.221250,433.351250,you,I,sd,u-184-5
sw2339A-ms98-a-0142,433.351250,433.581250,went,I,sd,u-184-5
sw2339A-ms98-a-0142,433.581250,433.701250,there,I,sd,u-184-5
sw2339A-ms98-a-0142,433.701250,433.871250,was,I,sd,u-184-5
sw2339A-ms98-a-0142,433.871250,434.151250,sand,I,sd,u-184-5
sw2339A-ms98-a-0142,434.151250,434.231250,you,B,sd,u-184-6
sw2339A-ms98-a-0142,434.231250,434.521250,couldn't,I,sd,u-184-6
sw2339A-ms98-a-0142,434.521250,434.691250,even,B,sd,u-184-7
sw2339A-ms98-a-0142,434.691250,434.821250,when,I,sd,u-184-7
sw2339A-ms98-a-0142,434.821250,435.001250,you're,I,sd,u-184-7
sw2339A-ms98-a-0142,435.001250,435.321250,eating,I,sd,u-184-7
sw2339A-ms98-a-0142,435.321250,435.481250,it,B,sd,u-184-8
sw2339A-ms98-a-0142,435.481250,435.571250,it,I,sd,u-184-8
sw2339A-ms98-a-0142,435.571250,435.671250,was,I,sd,u-184-8
sw2339A-ms98-a-0142,435.671250,435.801250,in,I,sd,u-184-8
sw2339A-ms98-a-0142,435.801250,435.911250,your,I,sd,u-184-8
sw2339A-ms98-a-0142,435.911250,436.341250,bed,I,sd,u-184-8
sw2339A-ms98-a-0142,436.341250,437.291250,[laughter],O,,
sw2339A-ms98-a-0144,438.726000,439.196000,uh-huh,B,b,u-186-1
sw2339A-ms98-a-0146,441.093125,441.623125,oh,B,b,u-188-1
sw2339A-ms98-a-0148,442.726625,443.642250,[laughter],O,,
sw2339A-ms98-a-0149,444.340625,444.900625,uh-huh,B,b,u-192-1
sw2339A-ms98-a-0151,446.989875,447.419875,okay,B,fc,u-194-1
sw2339A-ms98-a-0151,447.419875,447.569875,well,B,fc,u-196-1
sw2339A-ms98-a-0151,447.569875,447.729875,it's,I,fc,u-196-1
sw2339A-ms98-a-0151,447.729875,447.859875,good,I,fc,u-196-1
sw2339A-ms98-a-0151,447.859875,448.104125,talking,I,fc,u-196-1
sw2339A-ms98-a-0151,448.104125,448.213375,to,I,fc,u-196-1
sw2339A-ms98-a-0151,448.213375,448.468125,you,I,fc,u-196-1
sw2339A-ms98-a-0151,448.769625,448.953250,bye,B,fc,u-198-1
