sw3402B-ms98-a-0003,4.662375,5.221250,right,B,aa,u-2-1
sw3402B-ms98-a-0028,285.540875,285.730875,see,I,sd,u-54-1
sw3402B-ms98-a-0028,285.730875,285.978375,this,I,sd,u-54-1
sw3402B-ms98-a-0028,286.219375,286.660875,stadium,I,sd,u-54-1
sw3402B-ms98-a-0028,286.660875,287.300875,shake,I,sd,u-54-1
sw3402B-ms98-a-0029,288.044250,288.214250,and,B,+,u-56-1
sw3402B-ms98-a-0029,288.214250,288.274250,the,I,+,u-56-1
sw3402B-ms98-a-0029,288.274250,288.454250,and,I,+,u-56-1
sw3402B-ms98-a-0029,288.454250,288.534250,the,I,+,u-56-1
sw3402B-ms98-a-0029,288.534250,289.014250,announcers,I,+,u-56-1
sw3402B-ms98-a-0029,289.014250,289.094250,you,I,+,u-56-1
sw3402B-ms98-a-0029,289.094250,289.415000,know,I,+,u-56-1
sw3402B-ms98-a-0029,289.415000,290.194250,grabbing,I,+,u-56-1
sw3402B-ms98-a-0029,290.194250,290.234250,i,B,sd,u-58-1
sw3402B-ms98-a-0029,290.234250,290.414250,mean,I,sd,u-58-1
sw3402B-ms98-a-0029,290.414250,290.564250,it's,I,sd,u-58-1
sw3402B-ms98-a-0029,290.564250,290.854250,like,I,sd,u-58-1
sw3402B-ms98-a-0029,291.224250,291.404250,that,I,sd,u-58-1
sw3402B-ms98-a-0029,291.404250,291.534250,was,I,sd,u-58-1
sw3402B-ms98-a-0029,291.534250,291.714250,just,I,sd,u-58-1
sw3402B-ms98-a-0029,291.714250,292.145625,something,I,sd,u-58-1
sw3402B-ms98-a-0029,292.868875,293.124250,because,B,+,u-60-1
sw3402B-ms98-a-0029,293.124250,293.294250,that,I,+,u-60-1
sw3402B-ms98-a-0029,293.294250,293.434250,was,I,+,u-60-1
sw3402B-ms98-a-0029,293.434250,293.704250,like,I,+,u-60-1
sw3402B-ms98-a-0029,293.704250,294.094250,live,I,+,u-60-1
sw3402B-ms98-a-0029,294.094250,294.294250,and,I,+,u-60-1
sw3402B-ms98-a-0029,294.294250,294.814250,real,I,+,u-60-1
sw3402B-ms98-a-0030,295.973125,296.213125,like,B,+,u-62-1
sw3402B-ms98-a-0030,296.213125,296.273125,you,I,+,u-62-1
sw3402B-ms98-a-0030,296.273125,296.735000,said,I,+,u-62-1
sw3402B-ms98-a-0030,296.735000,296.943125,and,B,sv,u-62-2
sw3402B-ms98-a-0030,296.943125,297.073125,then,I,sv,u-62-2
sw3402B-ms98-a-0030,297.073125,297.143125,of,I,sv,u-62-2
sw3402B-ms98-a-0030,297.363125,297.613125,course,I,sv,u-62-2
sw3402B-ms98-a-0030,297.613125,297.763125,one,I,sv,u-62-2
sw3402B-ms98-a-0030,297.763125,297.933125,thing,I,sv,u-62-2
sw3402B-ms98-a-0030,297.933125,297.973125,i,I,sv,u-62-2
sw3402B-ms98-a-0030,297.973125,298.183125,think,I,sv,u-62-2
sw3402B-ms98-a-0030,298.183125,298.463125,too,I,sv,u-62-2
sw3402B-ms98-a-0030,298.463125,298.633125,is,I,sv,u-62-2
sw3402B-ms98-a-0030,298.633125,298.853125,with,I,sv,u-62-2
sw3402B-ms98-a-0030,298.853125,299.166250,tele[vision]-,O,,
