sw2913A-ms98-a-0003,3.547875,3.814000,gosh,B,^h,u-2-1
sw2913A-ms98-a-0103,302.267125,302.567125,she,B,sd,u-98-2
sw2913A-ms98-a-0103,302.567125,303.247125,disappeared,I,sd,u-98-2
sw2913A-ms98-a-0103,303.247125,303.447125,from,I,sd,u-98-2
sw2913A-ms98-a-0103,303.447125,303.547125,her,I,sd,u-98-2
sw2913A-ms98-a-0103,303.547125,303.957125,hu[sband]-,I,sd,u-98-2
sw2913A-ms98-a-0103,303.957125,304.017125,uh,I,sd,u-98-2
sw2913A-ms98-a-0103,304.017125,304.637125,husband,I,sd,u-98-2
sw2913A-ms98-a-0103,304.637125,304.787125,who,I,sd,u-98-2
sw2913A-ms98-a-0103,304.787125,304.937125,was,I,sd,u-98-2
sw2913A-ms98-a-0103,304.937125,305.497125,abusing,I,sd,u-98-2
sw2913A-ms98-a-0103,305.497125,305.685125,her,I,sd,u-98-2
sw2913A-ms98-a-0105,310.533375,311.047250,yeah,B,b,u-100-1
sw2913A-ms98-a-0106,311.946750,312.380250,yeah,B,b^r,u-100-2
sw2913A-ms98-a-0108,314.955625,315.100125,no,B,nn,u-102-1
sw2913A-ms98-a-0108,315.100125,315.230125,it,B,sd^e,u-102-2
sw2913A-ms98-a-0108,315.230125,315.440125,came,I,sd^e,u-102-2
sw2913A-ms98-a-0108,315.440125,315.560125,out,I,sd^e,u-102-2
sw2913A-ms98-a-0108,315.560125,315.620125,in,I,sd^e,u-102-2
sw2913A-ms98-a-0108,315.620125,315.746875,the,I,sd^e,u-102-2
sw2913A-ms98-a-0108,315.746875,316.206625,theater,I,sd^e,u-102-2
sw2913A-ms98-a-0109,317.111375,317.199500,and,B,sd,u-104-1
sw2913A-ms98-a-0109,317.199500,317.321500,i,I,sd,u-104-1
sw2913A-ms98-a-0109,317.321500,317.559625,think,I,sd,u-104-1
sw2913A-ms98-a-0109,317.853500,317.994750,you,I,sd,u-104-1
sw2913A-ms98-a-0109,317.994750,318.084750,know,I,sd,u-104-1
sw2913A-ms98-a-0109,318.084750,318.414750,around,I,sd,u-104-1
sw2913A-ms98-a-0109,318.414750,318.614750,here,I,sd,u-104-1
sw2913A-ms98-a-0109,318.614750,318.774750,it's,I,sd,u-104-1
sw2913A-ms98-a-0109,318.774750,319.004750,already,I,sd,u-104-1
sw2913A-ms98-a-0109,319.004750,319.284750,quit,I,sd,u-104-1
sw2913A-ms98-a-0109,319.284750,319.804750,playing,I,sd,u-104-1
sw2913A-ms98-a-0109,319.804750,319.958875,but,B,sd,u-104-2
sw2913A-ms98-a-0109,319.958875,320.117000,i,I,sd,u-104-2
sw2913A-ms98-a-0109,320.117000,320.406250,don't,I,sd,u-104-2
sw2913A-ms98-a-0109,320.406250,320.492875,i,I,sd,u-104-2
sw2913A-ms98-a-0109,320.492875,320.634750,don't,I,sd,u-104-2
sw2913A-ms98-a-0109,320.634750,320.744750,know,I,sd,u-104-2
sw2913A-ms98-a-0109,320.744750,320.844750,if,I,sd,u-104-2
sw2913A-ms98-a-0109,320.844750,321.034750,it's,I,sd,u-104-2
sw2913A-ms98-a-0109,321.034750,321.264750,still,I,sd,u-104-2
sw2913A-ms98-a-0109,321.264750,321.684750,playing,I,sd,u-104-2
sw2913A-ms98-a-0109,321.684750,322.104750,anywhere,I,sd,u-104-2
sw2913A-ms98-a-0109,322.104750,322.478125,else,I,sd,u-104-2
sw2913A-ms98-a-0111,324.173000,324.236625,but,B,sd,u-106-1
sw2913A-ms98-a-0111,324.236625,324.416625,it,I,sd,u-106-1
sw2913A-ms98-a-0111,324.416625,324.838500,was,I,sd,u-106-1
sw2913A-ms98-a-0111,324.838500,325.082125,it,I,sd,u-106-1
sw2913A-ms98-a-0111,325.082125,325.573250,was,I,sd,u-106-1
sw2913A-ms98-a-0111,325.759750,325.917875,it,B,+,u-108-1
sw2913A-ms98-a-0111,325.917875,325.966625,was,I,+,u-108-1
sw2913A-ms98-a-0111,325.966625,326.086625,one,I,+,u-108-1
sw2913A-ms98-a-0111,326.086625,326.146625,of,I,+,u-108-1
sw2913A-ms98-a-0111,326.146625,326.356625,those,I,+,u-108-1
sw2913A-ms98-a-0111,326.356625,326.476625,that,I,+,u-108-1
sw2913A-ms98-a-0111,326.476625,326.766625,kept,I,+,u-108-1
sw2913A-ms98-a-0111,326.766625,326.876625,you,I,+,u-108-1
sw2913A-ms98-a-0111,326.876625,327.026625,on,I,+,u-108-1
sw2913A-ms98-a-0111,327.026625,327.106625,the,I,+,u-108-1
sw2913A-ms98-a-0111,327.106625,327.186625,edge,I,+,u-108-1
sw2913A-ms98-a-0111,327.186625,327.296625,of,I,+,u-108-1
sw2913A-ms98-a-0111,327.296625,327.516625,your,I,+,u-108-1
sw2913A-ms98-a-0111,327.516625,327.909750,seat,I,+,u-108-1
sw2913A-ms98-a-0113,336.371625,336.595500,oh,B,b,u-110-1
sw2913A-ms98-a-0113,336.595500,337.084375,okay,I,b,u-110-1
sw2913A-ms98-a-0113,337.404500,337.555500,because_1,O,,
sw2913A-ms98-a-0113,337.555500,337.765500,we,B,sd,u-112-1
sw2913A-ms98-a-0113,337.765500,337.955500,saw,I,sd,u-112-1
sw2913A-ms98-a-0113,337.955500,338.155500,it,I,sd,u-112-1
sw2913A-ms98-a-0113,338.155500,338.602625,probably,I,sd,u-112-1
sw2913A-ms98-a-0114,340.016875,340.191375,four,B,+,u-114-1
sw2913A-ms98-a-0114,340.191375,340.261375,or,I,+,u-114-1
sw2913A-ms98-a-0114,340.261375,340.521375,five,I,+,u-114-1
sw2913A-ms98-a-0114,340.521375,340.841375,months,I,+,u-114-1
sw2913A-ms98-a-0114,340.841375,341.143625,ago,I,+,u-114-1
sw2913A-ms98-a-0116,349.264125,349.846000,yeah,B,aa,u-116-1
sw2913A-ms98-a-0116,350.419875,350.665500,he's,B,sd,u-116-2
sw2913A-ms98-a-0116,350.665500,350.805500,uh,I,sd,u-116-2
sw2913A-ms98-a-0116,350.805500,351.025500,he,I,sd,u-116-2
sw2913A-ms98-a-0116,351.025500,351.195500,was,I,sd,u-116-2
sw2913A-ms98-a-0116,351.195500,351.295500,a,I,sd,u-116-2
sw2913A-ms98-a-0116,351.295500,351.612500,real,I,sd,u-116-2
sw2913A-ms98-a-0116,351.612500,352.135500,psycho,I,sd,u-116-2
sw2913A-ms98-a-0116,352.135500,352.285500,in,I,sd,u-116-2
sw2913A-ms98-a-0116,352.285500,352.345500,the,I,sd,u-116-2
sw2913A-ms98-a-0116,352.345500,352.843250,movie,I,sd,u-116-2
sw2913A-ms98-a-0116,353.611625,353.745500,it,B,sv,u-118-1
sw2913A-ms98-a-0116,353.745500,354.045500,was,I,sv,u-118-1
sw2913A-ms98-a-0116,354.045500,354.225500,it,I,sv,u-118-1
sw2913A-ms98-a-0116,354.225500,354.425500,was,I,sv,u-118-1
sw2913A-ms98-a-0116,354.425500,355.151375,scary,I,sv,u-118-1
sw2913A-ms98-a-0118,364.277875,364.519875,oh,B,ny,u-120-1
sw2913A-ms98-a-0118,364.519875,365.074250,yeah,I,ny,u-120-1
sw2913A-ms98-a-0118,365.752250,365.939875,boy,B,sd^e,u-120-2
sw2913A-ms98-a-0118,365.939875,366.268500,uh,I,sd^e,u-120-2
sw2913A-ms98-a-0118,366.268500,366.584875,i-,I,sd^e,u-120-2
sw2913A-ms98-a-0118,366.913750,367.064125,i,I,sd^e,u-120-2
sw2913A-ms98-a-0118,367.064125,367.499875,didn't,I,sd^e,u-120-2
sw2913A-ms98-a-0118,367.499875,367.893000,like,I,sd^e,u-120-2
sw2913A-ms98-a-0118,367.893000,368.197625,it,I,sd^e,u-120-2
sw2913A-ms98-a-0118,368.913250,369.359875,no,B,nn,u-122-1
sw2913A-ms98-a-0118,369.359875,369.539875,it,B,%,u-122-2
sw2913A-ms98-a-0118,369.539875,369.759875,was,I,%,u-122-2
sw2913A-ms98-a-0118,369.759875,369.939875,i,B,sd,u-122-3
sw2913A-ms98-a-0118,369.939875,370.219875,didn't,I,sd,u-122-3
sw2913A-ms98-a-0118,370.219875,370.379375,like,I,sd,u-122-3
sw2913A-ms98-a-0118,370.846500,370.949875,the,I,sd,u-122-3
sw2913A-ms98-a-0118,370.949875,371.269875,way,I,sd,u-122-3
sw2913A-ms98-a-0118,371.269875,371.389875,it,I,sd,u-122-3
sw2913A-ms98-a-0118,371.389875,371.967500,ended,I,sd,u-122-3
sw2913A-ms98-a-0120,378.300125,378.506500,uh-huh,B,b,u-124-1
sw2913A-ms98-a-0122,381.714500,382.897250,[laughter],O,,
sw2913A-ms98-a-0124,385.729000,385.844500,might,B,sv,u-128-1
sw2913A-ms98-a-0124,385.844500,385.934500,have,I,sv,u-128-1
sw2913A-ms98-a-0124,385.934500,386.084500,been,I,sv,u-128-1
sw2913A-ms98-a-0124,386.084500,386.374500,Michael,I,sv,u-128-1
sw2913A-ms98-a-0124,386.374500,386.989625,Douglas,I,sv,u-128-1
sw2913A-ms98-a-0124,387.230625,387.514500,oh,I,sv,u-128-1
sw2913A-ms98-a-0124,387.514500,387.720000,that,I,sv,u-128-1
sw2913A-ms98-a-0124,387.720000,388.164500,starred,I,sv,u-128-1
sw2913A-ms98-a-0124,388.164500,388.304500,in,I,sv,u-128-1
sw2913A-ms98-a-0124,388.304500,388.435500,it,I,sv,u-128-1
sw2913A-ms98-a-0124,388.849750,388.934500,yeah,B,aa,u-130-1
sw2913A-ms98-a-0124,388.934500,388.994500,it,B,sd,u-130-2
sw2913A-ms98-a-0124,388.994500,389.084500,was,I,sd,u-130-2
sw2913A-ms98-a-0124,389.084500,389.344500,Michael,I,sd,u-130-2
sw2913A-ms98-a-0124,389.344500,389.892125,Douglas,I,sd,u-130-2
sw2913A-ms98-a-0125,391.237500,391.567125,huh-uh,O,,
sw2913A-ms98-a-0127,397.953625,398.293250,[laughter],O,,
sw2913A-ms98-a-0128,399.786125,400.440125,[laughter],O,,
sw2913A-ms98-a-0129,401.738750,401.977000,[laughter],O,,
sw2913A-ms98-a-0131,405.733375,405.929625,it,B,sd,u-136-1
sw2913A-ms98-a-0131,405.929625,406.175375,was,I,sd,u-136-1
sw2913A-ms98-a-0131,406.175375,406.512750,i-,I,sd,u-136-1
sw2913A-ms98-a-0131,406.512750,406.796875,i,I,sd,u-136-1
sw2913A-ms98-a-0131,407.211250,407.419625,it,I,sd,u-136-1
sw2913A-ms98-a-0131,407.419625,408.080000,was,I,sd,u-136-1
sw2913A-ms98-a-0131,408.441500,408.609625,it,I,sd,u-136-1
sw2913A-ms98-a-0131,408.609625,408.779625,was,I,sd,u-136-1
sw2913A-ms98-a-0131,408.779625,409.219625,weird,I,sd,u-136-1
sw2913A-ms98-a-0131,409.219625,409.339625,it,B,sd,u-136-2
sw2913A-ms98-a-0131,409.339625,409.737875,was,I,sd,u-136-2
sw2913A-ms98-a-0131,409.737875,409.873375,a,I,sd,u-136-2
sw2913A-ms98-a-0131,410.381875,410.719625,different,I,sd,u-136-2
sw2913A-ms98-a-0131,410.719625,411.039625,movie,I,sd,u-136-2
sw2913A-ms98-a-0131,411.039625,411.249625,from,I,sd,u-136-2
sw2913A-ms98-a-0131,411.249625,411.699625,anything,I,sd,u-136-2
sw2913A-ms98-a-0131,411.699625,411.859625,i've,I,sd,u-136-2
sw2913A-ms98-a-0131,411.859625,412.099625,ever,I,sd,u-136-2
sw2913A-ms98-a-0131,412.099625,412.594125,seen,I,sd,u-136-2
sw2913A-ms98-a-0133,417.139875,417.543875,yeah,B,b,u-138-1
sw2913A-ms98-a-0133,417.543875,418.807000,[laughter],O,,
sw2913A-ms98-a-0135,421.973250,422.319125,yeah,B,ny,u-140-1
sw2913A-ms98-a-0135,422.319125,422.559125,that'd,O,,
sw2913A-ms98-a-0135,422.559125,422.649125,be,B,sd^e,u-140-2
sw2913A-ms98-a-0135,422.649125,422.949125,kind,I,sd^e,u-140-2
sw2913A-ms98-a-0135,422.949125,423.039125,of,I,sd^e,u-140-2
sw2913A-ms98-a-0135,423.039125,423.359125,hard,I,sd^e,u-140-2
sw2913A-ms98-a-0135,423.359125,423.449125,for,I,sd^e,u-140-2
sw2913A-ms98-a-0135,423.449125,423.629125,us,I,sd^e,u-140-2
sw2913A-ms98-a-0135,423.629125,423.759125,we've,B,sd,u-140-3
sw2913A-ms98-a-0135,423.759125,423.939125,only,I,sd,u-140-3
sw2913A-ms98-a-0135,423.939125,424.109125,got,I,sd,u-140-3
sw2913A-ms98-a-0135,424.109125,424.289125,one,I,sd,u-140-3
sw2913A-ms98-a-0135,424.289125,424.809125,bathroom,I,sd,u-140-3
sw2913A-ms98-a-0135,424.809125,424.920875,i,B,h,u-140-4
sw2913A-ms98-a-0135,424.920875,425.042250,don't,I,h,u-140-4
sw2913A-ms98-a-0135,425.042250,425.909875,[laughter],O,,
sw2913A-ms98-a-0136,426.944750,427.121875,[laughter],O,,
sw2913A-ms98-a-0138,431.648500,431.806000,oh,O,,
sw2913A-ms98-a-0138,431.806000,432.304875,[laughter],O,,
sw2913A-ms98-a-0140,436.787500,436.859125,well,O,,
sw2913A-ms98-a-0140,436.859125,437.029125,that,B,ba,u-144-1
sw2913A-ms98-a-0140,437.029125,437.239125,wouldn't,I,ba,u-144-1
sw2913A-ms98-a-0140,437.239125,437.399125,be,I,ba,u-144-1
sw2913A-ms98-a-0140,437.399125,437.629125,too,I,ba,u-144-1
sw2913A-ms98-a-0140,437.629125,438.068250,bad,I,ba,u-144-1
sw2913A-ms98-a-0142,440.529750,441.348375,[laughter],O,,
sw2913A-ms98-a-0143,442.020000,442.119500,di[d]-,O,,
sw2913A-ms98-a-0145,448.172625,448.305875,get,B,^2,u-148-1
sw2913A-ms98-a-0145,448.305875,448.815125,around,I,^2,u-148-1
sw2913A-ms98-a-0147,452.186500,453.102250,[laughter],O,,
sw2913A-ms98-a-0147,453.102250,453.202500,well,B,qy,u-150-1
sw2913A-ms98-a-0147,453.202500,453.382500,did,I,qy,u-150-1
sw2913A-ms98-a-0147,453.382500,453.542500,you,I,qy,u-150-1
sw2913A-ms98-a-0147,453.542500,453.742500,see,I,qy,u-150-1
sw2913A-ms98-a-0147,453.742500,454.216250,Fatal,I,qy,u-150-1
sw2913A-ms98-a-0147,454.216250,454.847750,Attraction,I,qy,u-150-1
sw2913A-ms98-a-0149,457.017250,457.094500,i,B,sd,u-152-1
sw2913A-ms98-a-0149,457.094500,457.224500,know,I,sd,u-152-1
sw2913A-ms98-a-0149,457.224500,457.404500,it's,I,sd,u-152-1
sw2913A-ms98-a-0149,457.404500,457.544500,going,I,sd,u-152-1
sw2913A-ms98-a-0149,457.544500,457.614500,to,I,sd,u-152-1
sw2913A-ms98-a-0149,457.614500,457.784500,be,I,sd,u-152-1
sw2913A-ms98-a-0149,457.784500,458.126375,on,I,sd,u-152-1
sw2913A-ms98-a-0149,458.126375,458.374500,on,I,sd,u-152-1
sw2913A-ms98-a-0149,458.374500,458.691875,the,I,sd,u-152-1
sw2913A-ms98-a-0149,459.057250,459.234500,on,I,sd,u-152-1
sw2913A-ms98-a-0149,459.234500,459.959000,CBS,I,sd,u-152-1
sw2913A-ms98-a-0149,459.959000,460.384500,Tuesday,I,sd,u-152-1
sw2913A-ms98-a-0149,460.384500,460.684500,night,I,sd,u-152-1
sw2913A-ms98-a-0149,460.684500,460.836375,and,O,,
sw2913A-ms98-a-0149,460.836375,461.034500,and,B,sv,u-152-2
sw2913A-ms98-a-0149,461.034500,461.264500,that's,I,sv,u-152-2
sw2913A-ms98-a-0149,461.264500,461.654500,kind,I,sv,u-152-2
sw2913A-ms98-a-0149,461.654500,461.784500,of,I,sv,u-152-2
sw2913A-ms98-a-0149,461.784500,462.005625,what,I,sv,u-152-2
sw2913A-ms98-a-0149,462.397250,462.514500,in,I,sv,u-152-2
sw2913A-ms98-a-0149,462.514500,462.584500,a,I,sv,u-152-2
sw2913A-ms98-a-0149,462.584500,462.894500,way,I,sv,u-152-2
sw2913A-ms98-a-0149,462.894500,463.034500,you,I,sv,u-152-2
sw2913A-ms98-a-0149,463.034500,463.164500,know,I,sv,u-152-2
sw2913A-ms98-a-0149,463.164500,463.364500,how,I,sv,u-152-2
sw2913A-ms98-a-0149,463.364500,463.534500,it,I,sv,u-152-2
sw2913A-ms98-a-0149,463.534500,463.794500,kind,I,sv,u-152-2
sw2913A-ms98-a-0149,463.794500,463.894500,of,I,sv,u-152-2
sw2913A-ms98-a-0149,463.894500,464.344500,bothered,I,sv,u-152-2
sw2913A-ms98-a-0149,464.344500,464.494500,you,I,sv,u-152-2
sw2913A-ms98-a-0149,464.494500,464.604500,the,I,sv,u-152-2
sw2913A-ms98-a-0149,464.604500,464.824500,way,I,sv,u-152-2
sw2913A-ms98-a-0149,464.824500,464.904500,it,I,sv,u-152-2
sw2913A-ms98-a-0149,464.904500,465.234500,ended,I,sv,u-152-2
sw2913A-ms98-a-0149,465.234500,465.374500,and,I,sv,u-152-2
sw2913A-ms98-a-0149,465.374500,465.832000,stuff,I,sv,u-152-2
sw2913A-ms98-a-0149,466.201125,466.374500,that's,B,sd,u-154-1
sw2913A-ms98-a-0149,466.374500,466.604500,kind,I,sd,u-154-1
sw2913A-ms98-a-0149,466.604500,466.664500,of,I,sd,u-154-1
sw2913A-ms98-a-0149,466.664500,466.754500,how,I,sd,u-154-1
sw2913A-ms98-a-0149,466.754500,467.014500,War,I,sd,u-154-1
sw2913A-ms98-a-0149,467.014500,467.074500,of,I,sd,u-154-1
sw2913A-ms98-a-0149,467.074500,467.184500,the,I,sd,u-154-1
sw2913A-ms98-a-0149,467.184500,467.594500,Roses,I,sd,u-154-1
sw2913A-ms98-a-0149,467.594500,468.037750,was,I,sd,u-154-1
sw2913A-ms98-a-0150,469.173125,469.506875,parts,B,sd,u-156-1
sw2913A-ms98-a-0150,469.506875,469.681500,of,I,sd,u-156-1
sw2913A-ms98-a-0150,469.681500,470.041500,parts,I,sd,u-156-1
sw2913A-ms98-a-0150,470.041500,470.121500,of,I,sd,u-156-1
sw2913A-ms98-a-0150,470.121500,470.311500,War,I,sd,u-156-1
sw2913A-ms98-a-0150,470.311500,470.371500,of,I,sd,u-156-1
sw2913A-ms98-a-0150,470.371500,470.491500,the,I,sd,u-156-1
sw2913A-ms98-a-0150,470.491500,470.901500,Roses,I,sd,u-156-1
sw2913A-ms98-a-0150,470.901500,471.091500,was,I,sd,u-156-1
sw2913A-ms98-a-0150,471.091500,471.491500,funny,I,sd,u-156-1
sw2913A-ms98-a-0150,471.491500,471.661500,but,B,sd,u-156-2
sw2913A-ms98-a-0150,471.661500,471.851500,then,I,sd,u-156-2
sw2913A-ms98-a-0150,471.851500,472.041500,other,I,sd,u-156-2
sw2913A-ms98-a-0150,472.041500,472.371500,times,I,sd,u-156-2
sw2913A-ms98-a-0150,472.371500,472.451500,it,I,sd,u-156-2
sw2913A-ms98-a-0150,472.451500,472.591500,was,I,sd,u-156-2
sw2913A-ms98-a-0150,472.591500,472.811500,like,I,sd,u-156-2
sw2913A-ms98-a-0150,472.811500,472.901500,it,I,sd,u-156-2
sw2913A-ms98-a-0150,472.901500,473.148250,was,I,sd,u-156-2
sw2913A-ms98-a-0150,473.325250,473.571500,just,I,sd,u-156-2
sw2913A-ms98-a-0150,473.571500,474.047250,deadly,I,sd,u-156-2
sw2913A-ms98-a-0150,474.047250,474.641500,serious,I,sd,u-156-2
sw2913A-ms98-a-0150,474.641500,474.771500,and,B,sd,u-156-3
sw2913A-ms98-a-0150,474.771500,474.851500,it,I,sd,u-156-3
sw2913A-ms98-a-0150,474.851500,475.071500,just,I,sd,u-156-3
sw2913A-ms98-a-0150,475.071500,475.331500,left,I,sd,u-156-3
sw2913A-ms98-a-0150,475.331500,475.411500,you,I,sd,u-156-3
sw2913A-ms98-a-0150,475.411500,475.571500,with,I,sd,u-156-3
sw2913A-ms98-a-0150,475.571500,475.721500,this,I,sd,u-156-3
sw2913A-ms98-a-0150,475.721500,476.061500,kind,I,sd,u-156-3
sw2913A-ms98-a-0150,476.061500,476.171500,of,I,sd,u-156-3
sw2913A-ms98-a-0150,476.171500,476.789625,uneasy,I,sd,u-156-3
sw2913A-ms98-a-0150,476.789625,477.271500,feeling,I,sd,u-156-3
sw2913A-ms98-a-0150,477.271500,477.396000,you,I,sd,u-156-3
sw2913A-ms98-a-0150,477.396000,477.618875,know,I,sd,u-156-3
sw2913A-ms98-a-0152,485.079375,485.299125,i,B,sd,u-158-1
sw2913A-ms98-a-0152,486.126250,486.341500,i've,B,+,u-160-1
sw2913A-ms98-a-0152,486.341500,486.641500,heard,I,+,u-160-1
sw2913A-ms98-a-0152,486.641500,486.931500,about,I,+,u-160-1
sw2913A-ms98-a-0152,486.931500,487.131500,that,I,+,u-160-1
sw2913A-ms98-a-0152,487.131500,487.251500,but,B,sd,u-160-2
sw2913A-ms98-a-0152,487.251500,487.301500,i,I,sd,u-160-2
sw2913A-ms98-a-0152,487.301500,487.501500,don't,I,sd,u-160-2
sw2913A-ms98-a-0152,487.501500,487.571500,know,I,sd,u-160-2
sw2913A-ms98-a-0152,487.571500,487.691500,what,I,sd,u-160-2
sw2913A-ms98-a-0152,487.691500,487.831500,it's,I,sd,u-160-2
sw2913A-ms98-a-0152,487.831500,488.216375,about,I,sd,u-160-2
sw2913A-ms98-a-0153,489.328625,489.728125,yeah,B,aa,u-162-1
sw2913A-ms98-a-0155,492.965625,493.201750,i,B,sd,u-164-1
sw2913A-ms98-a-0155,493.201750,493.531750,love,I,sd,u-164-1
sw2913A-ms98-a-0155,493.531750,493.951750,Disney,I,sd,u-164-1
sw2913A-ms98-a-0155,493.951750,494.461750,movies,I,sd,u-164-1
sw2913A-ms98-a-0156,495.852000,495.908875,i,B,sv,u-166-1
sw2913A-ms98-a-0156,495.908875,496.108875,mean,I,sv,u-166-1
sw2913A-ms98-a-0156,496.108875,496.258875,they're,I,sv,u-166-1
sw2913A-ms98-a-0156,496.258875,496.538875,some,I,sv,u-166-1
sw2913A-ms98-a-0156,496.538875,496.618875,of,I,sv,u-166-1
sw2913A-ms98-a-0156,496.618875,496.698875,the,I,sv,u-166-1
sw2913A-ms98-a-0156,496.698875,497.138875,best,I,sv,u-166-1
sw2913A-ms98-a-0156,497.138875,497.336625,of,I,sv,u-166-1
sw2913A-ms98-a-0156,497.585125,497.728875,that,I,sv,u-166-1
sw2913A-ms98-a-0156,497.728875,497.808875,are,I,sv,u-166-1
sw2913A-ms98-a-0156,497.808875,498.432250,made,I,sv,u-166-1
sw2913A-ms98-a-0158,516.389500,516.714750,[laughter],O,,
sw2913A-ms98-a-0160,523.485375,523.675000,oh,B,ba,u-170-1
sw2913A-ms98-a-0160,523.675000,524.063250,go[sh]-,O,,
sw2913A-ms98-a-0162,530.035875,530.547625,[laughter-oh],O,,
sw2913A-ms98-a-0164,540.357000,540.463250,i,B,no,u-174-1
sw2913A-ms98-a-0164,540.463250,540.627750,don't,I,no,u-174-1
sw2913A-ms98-a-0164,540.627750,540.887750,think,I,no,u-174-1
sw2913A-ms98-a-0164,540.887750,541.208625,so,I,no,u-174-1
sw2913A-ms98-a-0166,546.775875,547.112750,nope,B,nn,u-176-1
sw2913A-ms98-a-0166,547.112750,547.202750,i,B,sd^e,u-176-2
sw2913A-ms98-a-0166,547.202750,547.447125,didn't,I,sd^e,u-176-2
sw2913A-ms98-a-0166,547.447125,547.640375,see,I,sd^e,u-176-2
sw2913A-ms98-a-0166,547.640375,547.891000,that,I,sd^e,u-176-2
sw2913A-ms98-a-0168,552.506125,552.780125,so,B,aa,u-178-1
sw2913A-ms98-a-0168,552.780125,552.960125,do,I,aa,u-178-1
sw2913A-ms98-a-0168,552.960125,553.272250,i,I,aa,u-178-1
sw2913A-ms98-a-0168,553.272250,553.535875,and,B,sd,u-178-2
sw2913A-ms98-a-0168,553.768625,553.940125,a,I,sd,u-178-2
sw2913A-ms98-a-0168,553.940125,554.130125,lot,I,sd,u-178-2
sw2913A-ms98-a-0168,554.130125,554.210125,of,I,sd,u-178-2
sw2913A-ms98-a-0168,554.210125,554.500125,times,I,sd,u-178-2
sw2913A-ms98-a-0168,554.500125,554.620125,we'll,I,sd,u-178-2
sw2913A-ms98-a-0168,554.620125,554.790125,go,I,sd,u-178-2
sw2913A-ms98-a-0168,554.790125,554.940125,to,I,sd,u-178-2
sw2913A-ms98-a-0168,554.940125,555.140125,rent,I,sd,u-178-2
sw2913A-ms98-a-0168,555.140125,555.210125,a,I,sd,u-178-2
sw2913A-ms98-a-0168,555.210125,555.730125,movie,I,sd,u-178-2
sw2913A-ms98-a-0168,555.730125,555.800125,or,I,sd,u-178-2
sw2913A-ms98-a-0168,555.800125,556.313625,something,I,sd,u-178-2
sw2913A-ms98-a-0168,556.667750,556.934500,and,B,sd,u-178-3
sw2913A-ms98-a-0168,556.934500,557.150125,and,I,sd,u-178-3
sw2913A-ms98-a-0168,557.150125,557.250125,you're,I,sd,u-178-3
sw2913A-ms98-a-0168,557.250125,557.480000,not,I,sd,u-178-3
sw2913A-ms98-a-0168,557.480000,557.907375,sure,I,sd,u-178-3
sw2913A-ms98-a-0168,557.907375,558.051250,h[ow]-,I,sd,u-178-3
sw2913A-ms98-a-0169,558.880500,559.090250,whether,I,sd,u-178-3
sw2913A-ms98-a-0169,559.090250,559.230250,it'll,I,sd,u-178-3
sw2913A-ms98-a-0169,559.230250,559.380250,be,I,sd,u-178-3
sw2913A-ms98-a-0169,559.380250,559.540250,any,I,sd,u-178-3
sw2913A-ms98-a-0169,559.540250,559.780250,good,I,sd,u-178-3
sw2913A-ms98-a-0169,559.780250,559.880250,or,I,sd,u-178-3
sw2913A-ms98-a-0169,559.880250,560.150250,not,I,sd,u-178-3
sw2913A-ms98-a-0169,560.150250,560.370250,so,B,sd,u-178-4
sw2913A-ms98-a-0169,560.370250,560.810250,sometimes,I,sd,u-178-4
sw2913A-ms98-a-0169,560.810250,560.930250,we,I,sd,u-178-4
sw2913A-ms98-a-0169,560.930250,561.220250,stick,I,sd,u-178-4
sw2913A-ms98-a-0169,561.220250,561.430250,with,I,sd,u-178-4
sw2913A-ms98-a-0169,561.430250,561.520250,the,I,sd,u-178-4
sw2913A-ms98-a-0169,561.520250,561.910250,stuff,I,sd,u-178-4
sw2913A-ms98-a-0169,561.910250,562.050250,we've,I,sd,u-178-4
sw2913A-ms98-a-0169,562.050250,562.300250,heard,I,sd,u-178-4
sw2913A-ms98-a-0169,562.300250,562.720625,more,I,sd,u-178-4
sw2913A-ms98-a-0169,563.372250,563.810250,about,I,sd,u-178-4
sw2913A-ms98-a-0169,563.810250,563.979375,than,I,sd,u-178-4
sw2913A-ms98-a-0171,569.305000,569.671125,yeah,B,aa,u-180-1
sw2913A-ms98-a-0171,569.671125,569.961125,now,B,sd,u-180-2
sw2913A-ms98-a-0171,569.961125,570.251125,we,I,sd,u-180-2
sw2913A-ms98-a-0171,570.251125,570.481125,saw,I,sd,u-180-2
sw2913A-ms98-a-0171,570.481125,570.721125,that,I,sd,u-180-2
sw2913A-ms98-a-0171,570.721125,570.851125,and,B,sd,u-180-3
sw2913A-ms98-a-0171,570.851125,570.950500,i,I,sd,u-180-3
sw2913A-ms98-a-0171,570.950500,571.381125,and,I,sd,u-180-3
sw2913A-ms98-a-0171,571.381125,571.511125,they're,I,sd,u-180-3
sw2913A-ms98-a-0171,571.511125,571.771125,coming,I,sd,u-180-3
sw2913A-ms98-a-0171,571.771125,571.901125,out,I,sd,u-180-3
sw2913A-ms98-a-0171,571.901125,572.051125,with,I,sd,u-180-3
sw2913A-ms98-a-0171,572.051125,572.111125,a,I,sd,u-180-3
sw2913A-ms98-a-0171,572.111125,572.551125,sequel,I,sd,u-180-3
sw2913A-ms98-a-0171,572.551125,572.781125,to,I,sd,u-180-3
