sw3129A-ms98-a-0002,17.324125,17.564125,yeah,B,b,u-2-1
sw3129A-ms98-a-0049,385.540250,385.590250,a,I,sd,u-52-1
sw3129A-ms98-a-0049,385.590250,385.920250,stop,I,sd,u-52-1
sw3129A-ms98-a-0049,385.920250,386.190250,sign,I,sd,u-52-1
sw3129A-ms98-a-0049,386.190250,386.340250,but,I,sd,u-52-1
sw3129A-ms98-a-0049,386.340250,386.640250,not,I,sd,u-52-1
sw3129A-ms98-a-0049,386.640250,386.900250,yet,I,sd,u-52-1
sw3129A-ms98-a-0049,386.900250,387.370250,stopped,I,sd,u-52-1
sw3129A-ms98-a-0049,387.370250,387.470250,at,I,sd,u-52-1
sw3129A-ms98-a-0049,387.470250,387.550250,the,I,sd,u-52-1
sw3129A-ms98-a-0049,387.550250,387.890250,stop,I,sd,u-52-1
sw3129A-ms98-a-0049,387.890250,388.150250,sign,I,sd,u-52-1
sw3129A-ms98-a-0049,388.150250,388.300250,and,B,sd,u-54-1
sw3129A-ms98-a-0049,388.570250,388.740250,the,I,sd,u-54-1
sw3129A-ms98-a-0049,388.740250,389.160250,engine,I,sd,u-54-1
sw3129A-ms98-a-0049,389.160250,389.290250,would,I,sd,u-54-1
sw3129A-ms98-a-0049,389.290250,389.510250,just,I,sd,u-54-1
sw3129A-ms98-a-0049,389.510250,389.951500,quit,I,sd,u-54-1
sw3129A-ms98-a-0050,390.872625,391.409875,so,B,sd,u-56-1
sw3129A-ms98-a-0050,391.962625,392.112625,we,I,sd,u-56-1
sw3129A-ms98-a-0050,392.112625,392.372625,took,I,sd,u-56-1
sw3129A-ms98-a-0050,392.372625,392.462625,it,I,sd,u-56-1
sw3129A-ms98-a-0050,392.462625,392.792625,back,I,sd,u-56-1
sw3129A-ms98-a-0050,392.792625,392.956500,to,I,sd,u-56-1
sw3129A-ms98-a-0050,392.956500,393.291125,the,I,sd,u-56-1
sw3129A-ms98-a-0050,393.291125,393.652750,uh,I,sd,u-56-1
sw3129A-ms98-a-0050,393.652750,394.352625,Oldsmobile,I,sd,u-56-1
sw3129A-ms98-a-0050,394.352625,394.877500,place,I,sd,u-56-1
sw3129A-ms98-a-0051,395.144625,395.850000,and,I,sd,u-56-1
sw3129A-ms98-a-0051,395.850000,396.195000,asked,I,sd,u-56-1
sw3129A-ms98-a-0051,396.195000,396.479750,them,I,sd,u-56-1
sw3129A-ms98-a-0051,396.479750,397.037625,to,I,sd,u-56-1
sw3129A-ms98-a-0051,397.850000,398.060000,check,I,sd,u-56-1
sw3129A-ms98-a-0051,398.060000,398.170000,it,I,sd,u-56-1
sw3129A-ms98-a-0051,398.170000,398.490000,out,I,sd,u-56-1
sw3129A-ms98-a-0051,398.490000,398.980000,and,B,sd,u-56-2
sw3129A-ms98-a-0051,398.980000,399.160000,at,I,sd,u-56-2
sw3129A-ms98-a-0051,399.160000,399.510000,first,I,sd,u-56-2
sw3129A-ms98-a-0051,399.510000,399.640000,they,I,sd,u-56-2
sw3129A-ms98-a-0051,399.640000,399.850000,thought,I,sd,u-56-2
sw3129A-ms98-a-0051,399.850000,399.940000,it,I,sd,u-56-2
sw3129A-ms98-a-0051,399.940000,400.099875,was,I,sd,u-56-2
sw3129A-ms98-a-0051,400.099875,400.359750,just,I,sd,u-56-2
sw3129A-ms98-a-0051,400.359750,400.641125,a,I,sd,u-56-2
sw3129A-ms98-a-0051,401.149625,401.620000,matter,I,sd,u-56-2
sw3129A-ms98-a-0051,401.620000,401.720000,of,I,sd,u-56-2
sw3129A-ms98-a-0051,401.720000,402.250000,timing,I,sd,u-56-2
sw3129A-ms98-a-0051,402.250000,402.450000,so,B,sd,u-56-3
sw3129A-ms98-a-0051,402.450000,402.680000,they,I,sd,u-56-3
sw3129A-ms98-a-0051,402.680000,403.180000,adjusted,I,sd,u-56-3
sw3129A-ms98-a-0051,403.180000,403.620000,timing,I,sd,u-56-3
sw3129A-ms98-a-0051,403.620000,403.720000,and,B,sd,u-56-4
sw3129A-ms98-a-0051,403.720000,403.780000,the,I,sd,u-56-4
sw3129A-ms98-a-0051,403.780000,404.200000,problem,I,sd,u-56-4
sw3129A-ms98-a-0051,404.200000,404.450000,didn't,I,sd,u-56-4
sw3129A-ms98-a-0051,404.450000,404.640000,go,I,sd,u-56-4
sw3129A-ms98-a-0051,404.640000,404.980000,away,I,sd,u-56-4
sw3129A-ms98-a-0051,404.980000,405.150000,so,B,sd,u-56-5
sw3129A-ms98-a-0051,405.150000,405.290000,we,I,sd,u-56-5
sw3129A-ms98-a-0051,405.290000,405.500000,ended,I,sd,u-56-5
sw3129A-ms98-a-0051,405.500000,405.660000,up,I,sd,u-56-5
sw3129A-ms98-a-0051,405.660000,406.000000,taking,I,sd,u-56-5
sw3129A-ms98-a-0051,406.000000,406.100000,it,I,sd,u-56-5
sw3129A-ms98-a-0051,406.100000,406.400000,back,I,sd,u-56-5
sw3129A-ms98-a-0051,406.400000,407.065875,again,I,sd,u-56-5
sw3129A-ms98-a-0052,407.740500,407.842500,i,B,sd,u-56-6
sw3129A-ms98-a-0052,407.842500,407.980500,don't,I,sd,u-56-6
sw3129A-ms98-a-0052,407.980500,408.251125,know,I,sd,u-56-6
sw3129A-ms98-a-0052,408.568125,408.870500,why,I,sd,u-56-6
sw3129A-ms98-a-0052,408.870500,409.060500,they,I,sd,u-56-6
sw3129A-ms98-a-0052,409.060500,409.290500,don't,I,sd,u-56-6
sw3129A-ms98-a-0052,409.290500,409.450500,look,I,sd,u-56-6
sw3129A-ms98-a-0052,409.450500,409.540500,at,I,sd,u-56-6
sw3129A-ms98-a-0052,409.540500,409.750500,these,I,sd,u-56-6
sw3129A-ms98-a-0052,409.750500,410.050500,things,I,sd,u-56-6
sw3129A-ms98-a-0052,410.050500,410.130500,the,I,sd,u-56-6
sw3129A-ms98-a-0052,410.130500,410.460500,first,I,sd,u-56-6
sw3129A-ms98-a-0052,410.460500,410.700500,time,I,sd,u-56-6
sw3129A-ms98-a-0052,410.700500,411.110500,around,I,sd,u-56-6
sw3129A-ms98-a-0052,411.110500,411.220500,but,B,sd,u-56-7
sw3129A-ms98-a-0052,411.220500,411.570500,the,I,sd,u-56-7
sw3129A-ms98-a-0053,412.091625,412.491625,second,I,sd,u-56-7
sw3129A-ms98-a-0053,412.491625,412.751625,time,I,sd,u-56-7
sw3129A-ms98-a-0053,412.751625,413.181625,around,I,sd,u-56-7
sw3129A-ms98-a-0053,413.181625,413.360500,they,I,sd,u-56-7
sw3129A-ms98-a-0053,413.360500,413.631625,looked,I,sd,u-56-7
sw3129A-ms98-a-0053,413.631625,413.761625,at,I,sd,u-56-7
sw3129A-ms98-a-0053,413.761625,414.131625,their,I,sd,u-56-7
sw3129A-ms98-a-0053,414.131625,414.467500,uh,I,sd,u-56-7
sw3129A-ms98-a-0053,414.991000,415.461625,recall,I,sd,u-56-7
sw3129A-ms98-a-0053,415.461625,416.031625,service,I,sd,u-56-7
sw3129A-ms98-a-0053,416.031625,416.201625,and,I,sd,u-56-7
sw3129A-ms98-a-0053,416.201625,416.531625,their,I,sd,u-56-7
sw3129A-ms98-a-0053,416.531625,416.711625,uh,I,sd,u-56-7
sw3129A-ms98-a-0053,416.711625,417.221625,service,I,sd,u-56-7
sw3129A-ms98-a-0053,417.221625,417.721625,reports,I,sd,u-56-7
sw3129A-ms98-a-0053,417.721625,418.165625,from,I,sd,u-56-7
sw3129A-ms98-a-0053,418.365250,418.751625,region,I,sd,u-56-7
sw3129A-ms98-a-0053,418.751625,418.861625,or,I,sd,u-56-7
sw3129A-ms98-a-0053,418.861625,419.481625,headquarters,I,sd,u-56-7
sw3129A-ms98-a-0053,419.481625,420.031625,whatever,I,sd,u-56-7
sw3129A-ms98-a-0053,420.031625,420.311625,and,B,sd,u-56-8
sw3129A-ms98-a-0054,420.766750,421.006750,and,I,sd,u-56-8
sw3129A-ms98-a-0054,421.006750,421.146750,they,I,sd,u-56-8
sw3129A-ms98-a-0054,421.146750,421.571875,had,I,sd,u-56-8
sw3129A-ms98-a-0054,421.571875,421.836750,a,I,sd,u-56-8
sw3129A-ms98-a-0054,421.836750,422.556750,description,I,sd,u-56-8
sw3129A-ms98-a-0054,422.556750,422.886750,of,I,sd,u-56-8
sw3129A-ms98-a-0054,422.886750,422.956750,the,I,sd,u-56-8
sw3129A-ms98-a-0054,422.956750,423.376750,exact,I,sd,u-56-8
sw3129A-ms98-a-0054,423.376750,423.756750,problem,I,sd,u-56-8
sw3129A-ms98-a-0054,423.756750,423.866750,we,I,sd,u-56-8
sw3129A-ms98-a-0054,423.866750,424.006750,were,I,sd,u-56-8
sw3129A-ms98-a-0054,424.006750,424.686750,experiencing,I,sd,u-56-8
sw3129A-ms98-a-0054,424.686750,424.836750,that,I,sd,u-56-8
sw3129A-ms98-a-0054,425.036750,425.506750,apparently,I,sd,u-56-8
sw3129A-ms98-a-0054,425.506750,425.686750,was,I,sd,u-56-8
sw3129A-ms98-a-0054,425.686750,425.736750,a,I,sd,u-56-8
sw3129A-ms98-a-0054,425.736750,426.386750,programming,I,sd,u-56-8
sw3129A-ms98-a-0054,426.386750,426.720875,error,I,sd,u-56-8
sw3129A-ms98-a-0054,427.417625,427.667125,in,B,+,u-58-1
sw3129A-ms98-a-0054,427.667125,428.025000,the,I,+,u-58-1
sw3129A-ms98-a-0054,428.025000,428.166750,uh,I,+,u-58-1
sw3129A-ms98-a-0054,428.166750,428.646750,computer,I,+,u-58-1
sw3129A-ms98-a-0054,428.646750,429.176750,control,I,+,u-58-1
sw3129A-ms98-a-0054,429.176750,429.486750,unit,I,+,u-58-1
sw3129A-ms98-a-0054,429.486750,429.798375,which,B,sd,u-58-2
sw3129A-ms98-a-0054,429.911375,430.576750,fortunately,I,sd,u-58-2
sw3129A-ms98-a-0054,430.576750,430.746125,they,I,sd,u-58-2
sw3129A-ms98-a-0054,430.746125,431.186750,replaced,I,sd,u-58-2
sw3129A-ms98-a-0054,431.186750,431.416750,under,I,sd,u-58-2
sw3129A-ms98-a-0054,431.416750,431.886750,warranty,I,sd,u-58-2
sw3129A-ms98-a-0054,431.886750,432.046750,because,I,sd,u-58-2
sw3129A-ms98-a-0054,432.046750,432.116750,it,I,sd,u-58-2
sw3129A-ms98-a-0054,432.116750,432.256750,was,I,sd,u-58-2
sw3129A-ms98-a-0054,432.256750,432.486750,about,I,sd,u-58-2
sw3129A-ms98-a-0054,432.486750,432.526750,a,I,sd,u-58-2
sw3129A-ms98-a-0054,432.526750,432.806750,three,I,sd,u-58-2
sw3129A-ms98-a-0054,432.806750,433.076750,hundred,I,sd,u-58-2
sw3129A-ms98-a-0054,433.076750,433.166750,or,I,sd,u-58-2
sw3129A-ms98-a-0054,433.166750,433.386750,three,I,sd,u-58-2
sw3129A-ms98-a-0054,433.386750,433.596750,hundred,I,sd,u-58-2
sw3129A-ms98-a-0054,433.596750,433.686750,and,I,sd,u-58-2
sw3129A-ms98-a-0054,433.686750,433.946750,fifty,I,sd,u-58-2
sw3129A-ms98-a-0054,433.946750,434.196750,dollar,I,sd,u-58-2
sw3129A-ms98-a-0054,434.196750,434.688000,part,I,sd,u-58-2
sw3129A-ms98-a-0055,435.731750,436.232625,and,B,sd,u-60-1
sw3129A-ms98-a-0055,436.232625,436.647000,uh,I,sd,u-60-1
sw3129A-ms98-a-0055,436.647000,436.871750,so,I,sd,u-60-1
sw3129A-ms98-a-0055,436.871750,437.171750,once,I,sd,u-60-1
sw3129A-ms98-a-0055,437.171750,437.552375,they,I,sd,u-60-1
sw3129A-ms98-a-0055,437.552375,438.211750,replaced,I,sd,u-60-1
sw3129A-ms98-a-0055,438.211750,438.409625,it,I,sd,u-60-1
sw3129A-ms98-a-0055,438.409625,438.706000,then,I,sd,u-60-1
sw3129A-ms98-a-0055,438.706000,439.094500,the,I,sd,u-60-1
sw3129A-ms98-a-0055,439.094500,439.275250,the,I,sd,u-60-1
sw3129A-ms98-a-0055,439.275250,439.581750,car,I,sd,u-60-1
sw3129A-ms98-a-0055,439.581750,439.891750,seemed,I,sd,u-60-1
sw3129A-ms98-a-0055,439.891750,440.001750,to,I,sd,u-60-1
sw3129A-ms98-a-0055,440.001750,440.271750,work,I,sd,u-60-1
sw3129A-ms98-a-0055,440.271750,440.791750,fine,I,sd,u-60-1
sw3129A-ms98-a-0056,441.344375,441.782625,for,B,+,u-62-1
sw3129A-ms98-a-0056,441.782625,442.203875,a,I,+,u-62-1
sw3129A-ms98-a-0056,442.560750,442.711625,a,I,+,u-62-1
sw3129A-ms98-a-0056,442.711625,443.272000,considerable,I,+,u-62-1
sw3129A-ms98-a-0056,443.272000,443.612000,period,I,+,u-62-1
sw3129A-ms98-a-0056,443.612000,443.682000,of,I,+,u-62-1
sw3129A-ms98-a-0056,443.682000,444.092000,time,I,+,u-62-1
sw3129A-ms98-a-0056,444.092000,444.222000,and,B,sd,u-62-2
sw3129A-ms98-a-0056,444.222000,444.482000,now,I,sd,u-62-2
sw3129A-ms98-a-0056,444.482000,444.572000,it,I,sd,u-62-2
sw3129A-ms98-a-0056,444.572000,444.922000,seems,I,sd,u-62-2
sw3129A-ms98-a-0056,444.922000,445.052000,to,I,sd,u-62-2
sw3129A-ms98-a-0056,445.052000,445.442000,be,I,sd,u-62-2
sw3129A-ms98-a-0056,445.442000,445.682000,we,B,sd,u-62-3
sw3129A-ms98-a-0056,445.682000,445.842000,don['t]-,I,sd,u-62-3
sw3129A-ms98-a-0056,445.842000,446.052000,we're,I,sd,u-62-3
sw3129A-ms98-a-0056,446.052000,446.182000,not,I,sd,u-62-3
sw3129A-ms98-a-0056,446.182000,446.832000,experiencing,I,sd,u-62-3
sw3129A-ms98-a-0056,446.832000,446.902000,the,I,sd,u-62-3
sw3129A-ms98-a-0056,446.902000,447.492000,stalling,I,sd,u-62-3
sw3129A-ms98-a-0056,447.492000,447.622000,but,B,sd,u-62-4
sw3129A-ms98-a-0056,447.622000,447.782000,we're,I,sd,u-62-4
sw3129A-ms98-a-0056,447.782000,448.212000,still,I,sd,u-62-4
sw3129A-ms98-a-0056,448.212000,448.972000,experiencing,I,sd,u-62-4
sw3129A-ms98-a-0056,448.972000,449.094250,a,I,sd,u-62-4
sw3129A-ms98-a-0056,449.094250,449.602000,very,I,sd,u-62-4
sw3129A-ms98-a-0056,449.602000,450.092000,uneven,I,sd,u-62-4
