sw4443A-ms98-a-0001,0.071750,0.328000,play,B,qy,u-1-1
sw4443A-ms98-a-0050,190.372000,190.552000,see,I,sd,u-67-2
sw4443A-ms98-a-0050,190.552000,190.652000,if,I,sd,u-67-2
sw4443A-ms98-a-0050,190.652000,190.722000,i,I,sd,u-67-2
sw4443A-ms98-a-0050,190.722000,191.002000,can't,I,sd,u-67-2
sw4443A-ms98-a-0050,191.002000,191.152000,get,I,sd,u-67-2
sw4443A-ms98-a-0050,191.152000,191.331375,a,I,sd,u-67-2
sw4443A-ms98-a-0050,191.331375,191.455750,a,I,sd,u-67-2
sw4443A-ms98-a-0050,191.455750,191.842000,chance,I,sd,u-67-2
sw4443A-ms98-a-0050,191.842000,191.952000,to,B,+,u-69-1
sw4443A-ms98-a-0050,191.952000,192.262000,go,I,+,u-69-1
sw4443A-ms98-a-0052,203.275250,203.593375,right,B,b,u-71-1
sw4443A-ms98-a-0054,205.890500,206.286500,[laughter],O,,
sw4443A-ms98-a-0056,208.036375,208.324750,yeah,B,b,u-75-1
sw4443A-ms98-a-0056,208.368375,208.478875,i,B,ba,u-75-2
sw4443A-ms98-a-0056,208.478875,208.578125,can,I,ba,u-75-2
sw4443A-ms98-a-0056,208.578125,209.085500,imagine,I,ba,u-75-2
sw4443A-ms98-a-0056,209.085500,209.537375,[vocalized-noise],O,,
sw4443A-ms98-a-0056,209.537375,209.708125,what,B,qw,u-75-3
sw4443A-ms98-a-0056,209.708125,209.768125,do,I,qw,u-75-3
sw4443A-ms98-a-0056,209.768125,209.828125,you,I,qw,u-75-3
sw4443A-ms98-a-0056,209.828125,209.948125,do,I,qw,u-75-3
sw4443A-ms98-a-0056,209.948125,210.078125,for,I,qw,u-75-3
sw4443A-ms98-a-0056,210.078125,210.108125,a,I,qw,u-75-3
sw4443A-ms98-a-0056,210.108125,210.392375,living,I,qw,u-75-3
sw4443A-ms98-a-0057,211.923625,212.031125,oh,B,bh,u-77-1
sw4443A-ms98-a-0057,212.031125,212.181125,you,I,bh,u-77-1
sw4443A-ms98-a-0057,212.181125,212.343250,are,I,bh,u-77-1
sw4443A-ms98-a-0057,212.859250,213.131125,which,B,qw,u-79-1
sw4443A-ms98-a-0057,213.131125,213.301125,uh,I,qw,u-79-1
sw4443A-ms98-a-0057,213.301125,213.481125,which,I,qw,u-79-1
sw4443A-ms98-a-0057,213.481125,214.041125,university,I,qw,u-79-1
sw4443A-ms98-a-0058,215.196375,215.539875,okay,B,bk,u-81-1
sw4443A-ms98-a-0058,215.734375,215.822000,all,B,ba,u-81-2
sw4443A-ms98-a-0058,215.822000,215.986625,right,I,ba,u-81-2
sw4443A-ms98-a-0058,216.126000,216.447125,great,I,ba,u-81-2
sw4443A-ms98-a-0058,216.447125,216.543125,what,B,qw,u-81-3
sw4443A-ms98-a-0058,216.543125,216.579250,are,I,qw,u-81-3
sw4443A-ms98-a-0058,216.579250,216.632500,you,I,qw,u-81-3
sw4443A-ms98-a-0058,216.632500,216.846375,going,I,qw,u-81-3
sw4443A-ms98-a-0058,216.846375,217.111375,into,I,qw,u-81-3
sw4443A-ms98-a-0060,221.850875,222.222750,okay,B,bk,u-83-1
sw4443A-ms98-a-0060,222.278625,222.660375,definitely,B,qy^g,u-83-2
sw4443A-ms98-a-0060,222.660375,222.880375,not,I,qy^g,u-83-2
sw4443A-ms98-a-0060,222.880375,223.250375,golf,I,qy^g,u-83-2
sw4443A-ms98-a-0060,223.250375,223.483375,right,I,qy^g,u-83-2
sw4443A-ms98-a-0060,223.985000,224.691375,[laughter],O,,
sw4443A-ms98-a-0062,228.398625,228.606625,yeah,B,aa,u-85-1
sw4443A-ms98-a-0062,228.606625,228.856625,if,B,sv,u-85-2
sw4443A-ms98-a-0062,228.856625,228.946625,you're,I,sv,u-85-2
sw4443A-ms98-a-0062,228.946625,229.236625,good,I,sv,u-85-2
sw4443A-ms98-a-0062,229.236625,229.316625,you,I,sv,u-85-2
sw4443A-ms98-a-0062,229.316625,229.456625,can,I,sv,u-85-2
sw4443A-ms98-a-0062,229.456625,229.676625,really,I,sv,u-85-2
sw4443A-ms98-a-0062,229.676625,229.876625,rake,I,sv,u-85-2
sw4443A-ms98-a-0062,229.876625,229.996625,in,I,sv,u-85-2
sw4443A-ms98-a-0062,229.996625,230.066625,the,I,sv,u-85-2
sw4443A-ms98-a-0062,230.066625,230.446625,bucks,I,sv,u-85-2
sw4443A-ms98-a-0062,230.446625,230.536625,what,B,qw,u-85-4
sw4443A-ms98-a-0062,230.536625,230.636625,was,I,qw,u-85-4
sw4443A-ms98-a-0062,230.636625,230.906625,that,O,,
sw4443A-ms98-a-0062,231.056625,231.146625,what,B,+,u-87-1
sw4443A-ms98-a-0062,231.146625,231.256625,was,I,+,u-87-1
sw4443A-ms98-a-0062,231.256625,231.416625,that,I,+,u-87-1
sw4443A-ms98-a-0062,231.416625,231.866625,movie,I,+,u-87-1
sw4443A-ms98-a-0062,231.866625,232.046625,that,I,+,u-87-1
sw4443A-ms98-a-0062,232.046625,232.226625,they,I,+,u-87-1
sw4443A-ms98-a-0062,232.226625,232.416625,had,I,+,u-87-1
sw4443A-ms98-a-0062,232.416625,232.619500,out,I,+,u-87-1
sw4443A-ms98-a-0063,233.172625,233.328875,th[ere]-,O,,
sw4443A-ms98-a-0063,233.409125,233.534250,there,B,sd,u-87-3
sw4443A-ms98-a-0063,233.534250,233.634250,was,I,sd,u-87-3
sw4443A-ms98-a-0063,233.634250,233.694250,a,I,sd,u-87-3
sw4443A-ms98-a-0063,233.694250,234.014250,movie,I,sd,u-87-3
sw4443A-ms98-a-0063,234.014250,234.234250,about,I,sd,u-87-3
sw4443A-ms98-a-0063,234.234250,234.264250,a,I,sd,u-87-3
sw4443A-ms98-a-0063,234.264250,234.824250,professional,I,sd,u-87-3
sw4443A-ms98-a-0063,234.824250,235.254250,golfer,I,sd,u-87-3
sw4443A-ms98-a-0063,235.254250,235.425625,and,B,sd,u-87-4
sw4443A-ms98-a-0063,235.653500,235.766500,i,I,sd,u-87-4
sw4443A-ms98-a-0063,235.766500,235.875625,i,I,sd,u-87-4
sw4443A-ms98-a-0063,235.875625,235.973625,can't,B,+,u-89-1
sw4443A-ms98-a-0063,235.973625,236.314250,remember,I,+,u-89-1
sw4443A-ms98-a-0063,236.314250,236.384250,it,B,sd,u-89-2
sw4443A-ms98-a-0063,236.384250,236.534250,was,I,sd,u-89-2
sw4443A-ms98-a-0063,236.534250,236.779750,on,I,sd,u-89-2
sw4443A-ms98-a-0063,236.885125,237.204250,network,I,sd,u-89-2
sw4443A-ms98-a-0063,237.204250,237.554250,TV,I,sd,u-89-2
sw4443A-ms98-a-0063,237.554250,237.594250,a,I,sd,u-89-2
sw4443A-ms98-a-0063,237.594250,237.844250,couple,I,sd,u-89-2
sw4443A-ms98-a-0063,237.844250,238.224250,times,I,sd,u-89-2
sw4443A-ms98-a-0064,238.917000,239.229250,yeah,B,ny,u-91-1
sw4443A-ms98-a-0066,243.984250,244.177000,that's,B,aa,u-93-1
sw4443A-ms98-a-0066,244.177000,244.573375,right,I,aa,u-93-1
sw4443A-ms98-a-0066,244.573375,244.658125,you,O,,
sw4443A-ms98-a-0066,244.658125,244.737000,got,O,,
sw4443A-ms98-a-0066,244.737000,244.870125,to,O,,
sw4443A-ms98-a-0066,244.941625,245.073875,take,O,,
sw4443A-ms98-a-0066,245.073875,245.183125,it,O,,
sw4443A-ms98-a-0066,245.183125,245.463750,easy,O,,
sw4443A-ms98-a-0066,245.463750,246.499625,[vocalized-noise],O,,
sw4443A-ms98-a-0066,246.499625,247.757000,[laughter],O,,
sw4443A-ms98-a-0066,247.757000,247.927000,yeah,B,aa,u-97-1
sw4443A-ms98-a-0066,247.927000,248.147000,that's,B,sv,u-97-2
sw4443A-ms98-a-0066,248.147000,248.207000,a,I,sv,u-97-2
sw4443A-ms98-a-0066,248.207000,248.437000,good,I,sv,u-97-2
sw4443A-ms98-a-0066,248.437000,248.676375,thing,I,sv,u-97-2
sw4443A-ms98-a-0067,249.411375,249.692875,but,B,b,u-99-1
sw4443A-ms98-a-0067,249.692875,249.992625,uh,I,b,u-99-1
sw4443A-ms98-a-0067,250.414500,250.835750,yeah,I,b,u-99-1
sw4443A-ms98-a-0067,250.997625,251.110625,i,B,sd,u-99-2
sw4443A-ms98-a-0067,251.110625,251.365625,guess,I,sd,u-99-2
sw4443A-ms98-a-0067,251.550125,251.682875,when,I,sd,u-99-2
sw4443A-ms98-a-0067,251.682875,251.742875,i,I,sd,u-99-2
sw4443A-ms98-a-0067,251.742875,251.872875,get,I,sd,u-99-2
sw4443A-ms98-a-0067,251.872875,252.044625,ba[ck]-,I,sd,u-99-2
sw4443A-ms98-a-0067,252.120000,252.292875,i'm,I,sd,u-99-2
sw4443A-ms98-a-0067,252.292875,252.512875,going,I,sd,u-99-2
sw4443A-ms98-a-0067,252.512875,252.582875,to,I,sd,u-99-2
sw4443A-ms98-a-0067,252.582875,252.872875,school,I,sd,u-99-2
sw4443A-ms98-a-0067,252.872875,252.962875,in,I,sd,u-99-2
sw4443A-ms98-a-0067,252.962875,253.512875,Florida,I,sd,u-99-2
sw4443A-ms98-a-0067,253.512875,253.892875,actually,I,sd,u-99-2
sw4443A-ms98-a-0067,254.412875,254.802125,um,B,sd,u-99-3
sw4443A-ms98-a-0067,255.434875,255.900000,and,I,sd,u-99-3
sw4443A-ms98-a-0067,256.385875,256.912875,fortunately,I,sd,u-99-3
sw4443A-ms98-a-0067,256.912875,257.052875,i've,I,sd,u-99-3
sw4443A-ms98-a-0067,257.052875,257.212875,been,I,sd,u-99-3
sw4443A-ms98-a-0067,257.212875,257.482875,able,I,sd,u-99-3
sw4443A-ms98-a-0067,257.482875,257.598125,to,I,sd,u-99-3
sw4443A-ms98-a-0067,257.816500,257.912875,to,I,sd,u-99-3
sw4443A-ms98-a-0067,257.912875,258.162875,play,I,sd,u-99-3
sw4443A-ms98-a-0067,258.162875,258.382875,some,I,sd,u-99-3
sw4443A-ms98-a-0067,258.382875,258.692875,golf,I,sd,u-99-3
sw4443A-ms98-a-0067,258.692875,258.822875,on,I,sd,u-99-3
sw4443A-ms98-a-0067,258.822875,258.862875,a,I,sd,u-99-3
sw4443A-ms98-a-0067,258.862875,259.232875,student,I,sd,u-99-3
sw4443A-ms98-a-0067,259.232875,259.592875,budget,I,sd,u-99-3
sw4443A-ms98-a-0067,259.732875,259.988750,which,I,sd,u-99-3
sw4443A-ms98-a-0067,259.988750,260.195875,is,I,sd,u-99-3
sw4443A-ms98-a-0067,260.678000,260.882875,real,B,+,u-101-1
sw4443A-ms98-a-0067,260.882875,261.312875,helpful,I,+,u-101-1
sw4443A-ms98-a-0067,261.312875,261.442875,you,I,+,u-101-1
sw4443A-ms98-a-0067,261.442875,261.668250,know,I,+,u-101-1
sw4443A-ms98-a-0067,261.795625,261.976625,but,B,sv,u-101-2
sw4443A-ms98-a-0068,262.671875,262.905250,it's,I,sv,u-101-2
sw4443A-ms98-a-0068,262.905250,263.091500,it's,I,sv,u-101-2
sw4443A-ms98-a-0068,263.091500,263.594625,unfortunate,I,sv,u-101-2
sw4443A-ms98-a-0068,263.594625,263.654625,you,I,sv,u-101-2
sw4443A-ms98-a-0068,263.654625,263.734625,know,I,sv,u-101-2
sw4443A-ms98-a-0068,263.734625,263.874625,you,B,sd,u-101-3
sw4443A-ms98-a-0068,263.874625,263.994625,hear,I,sd,u-101-3
sw4443A-ms98-a-0068,263.994625,264.234625,about,I,sd,u-101-3
sw4443A-ms98-a-0068,264.234625,264.837750,Japan,I,sd,u-101-3
sw4443A-ms98-a-0068,265.376375,265.484625,i,B,+,u-103-1
sw4443A-ms98-a-0068,265.484625,265.824000,guess,I,+,u-103-1
sw4443A-ms98-a-0068,265.891875,266.004625,you,I,+,u-103-1
sw4443A-ms98-a-0068,266.004625,266.194625,know,I,+,u-103-1
sw4443A-ms98-a-0068,266.194625,266.464625,it's,I,+,u-103-1
sw4443A-ms98-a-0068,266.534625,266.744625,it's,I,+,u-103-1
sw4443A-ms98-a-0068,266.744625,266.968875,like,I,+,u-103-1
sw4443A-ms98-a-0069,267.952875,268.110625,two,I,+,u-103-1
sw4443A-ms98-a-0069,268.110625,268.320625,hundred,I,+,u-103-1
sw4443A-ms98-a-0069,268.320625,268.410625,and,I,+,u-103-1
sw4443A-ms98-a-0069,268.410625,268.670625,fifty,I,+,u-103-1
sw4443A-ms98-a-0069,268.670625,268.960625,dollar,I,+,u-103-1
sw4443A-ms98-a-0069,268.960625,269.490625,minimum,I,+,u-103-1
sw4443A-ms98-a-0069,269.490625,269.590625,or,I,+,u-103-1
sw4443A-ms98-a-0069,269.590625,269.840625,three,I,+,u-103-1
sw4443A-ms98-a-0069,269.840625,270.070625,hundred,I,+,u-103-1
sw4443A-ms98-a-0069,270.070625,270.300625,dollar,I,+,u-103-1
sw4443A-ms98-a-0069,270.300625,270.760625,minimum,I,+,u-103-1
sw4443A-ms98-a-0069,270.760625,270.992375,just,I,+,u-103-1
sw4443A-ms98-a-0069,270.992375,271.067750,to,I,+,u-103-1
sw4443A-ms98-a-0069,271.253125,271.393125,like,I,+,u-103-1
sw4443A-ms98-a-0069,271.581500,271.780625,to,I,+,u-103-1
sw4443A-ms98-a-0069,271.780625,272.442000,practice,I,+,u-103-1
sw4443A-ms98-a-0069,272.442000,272.809750,even,I,+,u-103-1
sw4443A-ms98-a-0069,273.401625,273.958500,insane,O,,
sw4443A-ms98-a-0071,276.989125,277.383500,yeah,B,b,u-105-1
sw4443A-ms98-a-0072,278.077000,279.375875,[laughter],O,,
sw4443A-ms98-a-0074,282.349125,282.646375,yeah,B,aa,u-109-1
sw4443A-ms98-a-0074,282.762375,282.845875,i,B,sd,u-109-2
sw4443A-ms98-a-0074,282.845875,283.060250,guess,I,sd,u-109-2
sw4443A-ms98-a-0074,283.105000,283.195875,they,I,sd,u-109-2
sw4443A-ms98-a-0074,283.195875,283.385875,have,I,sd,u-109-2
sw4443A-ms98-a-0074,283.385875,283.632500,those,I,sd,u-109-2
sw4443A-ms98-a-0074,283.705875,283.865875,uh,I,sd,u-109-2
sw4443A-ms98-a-0074,283.865875,284.325875,driving,I,sd,u-109-2
sw4443A-ms98-a-0074,284.325875,284.705875,ranges,I,sd,u-109-2
sw4443A-ms98-a-0074,284.705875,284.815875,that,I,sd,u-109-2
sw4443A-ms98-a-0074,284.815875,284.885875,are,I,sd,u-109-2
sw4443A-ms98-a-0074,284.885875,285.195875,actually,I,sd,u-109-2
sw4443A-ms98-a-0074,285.195875,285.625875,stacked,I,sd,u-109-2
sw4443A-ms98-a-0074,285.625875,285.755875,one,I,sd,u-109-2
sw4443A-ms98-a-0074,285.755875,285.885875,on,I,sd,u-109-2
sw4443A-ms98-a-0074,285.885875,286.145875,top,I,sd,u-109-2
sw4443A-ms98-a-0074,286.145875,286.256750,of,I,sd,u-109-2
sw4443A-ms98-a-0074,286.256750,286.320875,each,I,sd,u-109-2
sw4443A-ms98-a-0074,286.447750,286.678875,other,I,sd,u-109-2
sw4443A-ms98-a-0076,288.381250,288.471375,they,O,,
sw4443A-ms98-a-0076,288.471375,288.668500,do,O,,
sw4443A-ms98-a-0076,288.968750,289.320375,yeah,B,b,u-111-1
sw4443A-ms98-a-0076,289.838125,289.954875,yeah,B,b^r,u-111-2
sw4443A-ms98-a-0076,289.954875,290.054250,i-,O,,
sw4443A-ms98-a-0076,290.054250,290.227500,yeah,O,,
sw4443A-ms98-a-0076,290.227500,290.423375,i,B,sd,u-111-3
sw4443A-ms98-a-0076,290.423375,290.611625,played,I,sd,u-111-3
sw4443A-ms98-a-0076,290.611625,290.882500,uh,I,sd,u-111-3
sw4443A-ms98-a-0076,291.374000,291.656000,uh,I,sd,u-111-3
sw4443A-ms98-a-0076,291.656000,292.040000,eighteen,I,sd,u-111-3
sw4443A-ms98-a-0076,292.040000,292.350625,holes,I,sd,u-111-3
sw4443A-ms98-a-0076,292.350625,292.531625,with,I,sd,u-111-3
sw4443A-ms98-a-0076,292.878125,293.150625,some,I,sd,u-111-3
sw4443A-ms98-a-0076,293.150625,293.700625,Japanese,I,sd,u-111-3
sw4443A-ms98-a-0076,293.700625,294.030625,guys,I,sd,u-111-3
sw4443A-ms98-a-0076,294.030625,294.187375,in,I,sd,u-111-3
sw4443A-ms98-a-0076,294.280625,294.410625,in,I,sd,u-111-3
sw4443A-ms98-a-0076,294.410625,294.890625,Gainesville,I,sd,u-111-3
sw4443A-ms98-a-0076,294.890625,294.960625,as,I,sd,u-111-3
sw4443A-ms98-a-0076,294.960625,295.030625,a,I,sd,u-111-3
sw4443A-ms98-a-0076,295.030625,295.260625,matter,I,sd,u-111-3
sw4443A-ms98-a-0076,295.260625,295.330625,of,I,sd,u-111-3
sw4443A-ms98-a-0076,295.330625,295.730625,fact,I,sd,u-111-3
sw4443A-ms98-a-0077,296.188750,296.283000,and,B,sd,u-111-4
sw4443A-ms98-a-0077,296.283000,296.343000,it,I,sd,u-111-4
sw4443A-ms98-a-0077,296.343000,296.533000,was,I,sd,u-111-4
sw4443A-ms98-a-0077,296.533000,296.783000,really,I,sd,u-111-4
sw4443A-ms98-a-0077,296.783000,297.103000,wild,I,sd,u-111-4
sw4443A-ms98-a-0077,297.103000,297.203000,they,B,sd,u-111-5
sw4443A-ms98-a-0077,297.203000,297.363000,were,I,sd,u-111-5
sw4443A-ms98-a-0077,297.363000,297.713000,into,I,sd,u-111-5
sw4443A-ms98-a-0077,297.713000,297.913000,it,I,sd,u-111-5
sw4443A-ms98-a-0077,297.913000,298.103250,you,B,sd,u-113-1
sw4443A-ms98-a-0077,298.235125,298.332875,know,I,sd,u-113-1
sw4443A-ms98-a-0077,298.332875,298.445000,they,I,sd,u-113-1
sw4443A-ms98-a-0077,298.659625,298.903000,kicked,I,sd,u-113-1
sw4443A-ms98-a-0077,298.903000,299.053000,our,I,sd,u-113-1
sw4443A-ms98-a-0077,299.053000,299.303000,butt,I,sd,u-113-1
sw4443A-ms98-a-0077,299.303000,299.443000,all,I,sd,u-113-1
sw4443A-ms98-a-0077,299.443000,299.523000,the,I,sd,u-113-1
sw4443A-ms98-a-0077,299.523000,299.736250,way,I,sd,u-113-1
sw4443A-ms98-a-0077,299.736250,299.764500,to,I,sd,u-113-1
