sw3221A-ms98-a-0003,5.279250,5.699250,yes,B,aa,u-2-1
sw3221A-ms98-a-0037,169.739750,169.969125,very,I,sd,u-50-2
sw3221A-ms98-a-0037,169.969125,170.219125,nice,I,sd,u-50-2
sw3221A-ms98-a-0037,170.219125,170.529125,field,I,sd,u-50-2
sw3221A-ms98-a-0037,170.529125,170.649125,and,B,sd,u-50-3
sw3221A-ms98-a-0037,170.649125,170.866750,i-,I,sd,u-50-3
sw3221A-ms98-a-0037,171.141625,171.309125,i,I,sd,u-50-3
sw3221A-ms98-a-0037,171.309125,171.459125,am,I,sd,u-50-3
sw3221A-ms98-a-0037,171.459125,172.019125,retiring,I,sd,u-50-3
sw3221A-ms98-a-0037,172.019125,172.119125,at,I,sd,u-50-3
sw3221A-ms98-a-0037,172.119125,172.219125,the,I,sd,u-50-3
sw3221A-ms98-a-0037,172.219125,172.339125,end,I,sd,u-50-3
sw3221A-ms98-a-0037,172.339125,172.409125,of,I,sd,u-50-3
sw3221A-ms98-a-0037,172.409125,172.599125,this,I,sd,u-50-3
sw3221A-ms98-a-0037,172.599125,172.898500,month,I,sd,u-50-3
sw3221A-ms98-a-0037,172.898500,173.049125,end,I,sd,u-50-3
sw3221A-ms98-a-0037,173.049125,173.149125,of,I,sd,u-50-3
sw3221A-ms98-a-0037,173.149125,173.579125,December,I,sd,u-50-3
sw3221A-ms98-a-0037,173.579125,173.899125,excuse,I,sd,u-50-3
sw3221A-ms98-a-0037,173.899125,174.105875,me,I,sd,u-50-3
sw3221A-ms98-a-0039,177.303500,177.845375,yes,B,ny,u-52-1
sw3221A-ms98-a-0040,178.472625,178.762625,i'm,B,sd^e,u-54-1
sw3221A-ms98-a-0040,178.762625,178.872625,a,I,sd^e,u-54-1
sw3221A-ms98-a-0040,178.872625,178.992625,p[rofessor]-,I,sd^e,u-54-1
sw3221A-ms98-a-0040,178.992625,179.182625,i'm,I,sd^e,u-54-1
sw3221A-ms98-a-0040,179.182625,179.252625,an,I,sd^e,u-54-1
sw3221A-ms98-a-0040,179.252625,179.642625,associate,I,sd^e,u-54-1
sw3221A-ms98-a-0040,179.642625,180.282625,professor,I,sd^e,u-54-1
sw3221A-ms98-a-0040,180.282625,180.472625,but,B,sd,u-54-2
sw3221A-ms98-a-0040,180.472625,180.572625,my,I,sd,u-54-2
sw3221A-ms98-a-0040,180.572625,180.692625,i,I,sd,u-54-2
sw3221A-ms98-a-0040,180.692625,180.970750,my,I,sd,u-54-2
sw3221A-ms98-a-0040,180.970750,181.372625,i'm,I,sd,u-54-2
sw3221A-ms98-a-0040,181.372625,181.422625,a,I,sd,u-54-2
sw3221A-ms98-a-0040,181.422625,181.642625,full,I,sd,u-54-2
sw3221A-ms98-a-0040,181.642625,181.932625,time,I,sd,u-54-2
sw3221A-ms98-a-0040,181.932625,182.542250,researcher,I,sd,u-54-2
sw3221A-ms98-a-0042,184.561625,184.711625,and,B,sd,u-56-1
sw3221A-ms98-a-0042,184.711625,184.941625,it's,I,sd,u-56-1
sw3221A-ms98-a-0042,184.941625,185.283125,uh,I,sd,u-56-1
sw3221A-ms98-a-0042,185.501625,185.641625,been,I,sd,u-56-1
sw3221A-ms98-a-0042,185.641625,185.671625,a,I,sd,u-56-1
sw3221A-ms98-a-0042,185.671625,185.821625,very,I,sd,u-56-1
sw3221A-ms98-a-0042,185.821625,186.051625,very,I,sd,u-56-1
sw3221A-ms98-a-0042,186.051625,186.578500,interesting,I,sd,u-56-1
sw3221A-ms98-a-0042,186.578500,186.971625,career,I,sd,u-56-1
sw3221A-ms98-a-0042,186.971625,187.201625,believe,I,sd,u-56-1
sw3221A-ms98-a-0042,187.201625,187.381625,me,I,sd,u-56-1
sw3221A-ms98-a-0043,188.422000,189.128250,[laughter],O,,
sw3221A-ms98-a-0045,191.755625,191.877000,w[ell]-,O,,
sw3221A-ms98-a-0046,193.237125,193.984500,well,B,ng,u-60-1
sw3221A-ms98-a-0046,193.984500,194.501500,uh,I,ng,u-60-1
sw3221A-ms98-a-0047,195.322500,195.512500,the,I,ng,u-60-1
sw3221A-ms98-a-0047,195.512500,195.772500,ones,I,ng,u-60-1
sw3221A-ms98-a-0047,195.772500,195.882500,here,I,ng,u-60-1
sw3221A-ms98-a-0047,195.882500,195.972500,in,I,ng,u-60-1
sw3221A-ms98-a-0047,195.972500,196.042500,the,I,ng,u-60-1
sw3221A-ms98-a-0047,196.042500,196.662500,laboratory,I,ng,u-60-1
sw3221A-ms98-a-0047,196.662500,197.112500,obviously,I,ng,u-60-1
sw3221A-ms98-a-0047,197.112500,197.312500,i'm,I,ng,u-60-1
sw3221A-ms98-a-0047,197.312500,197.432500,they're,I,ng,u-60-1
sw3221A-ms98-a-0047,197.432500,197.652500,gonna,I,ng,u-60-1
sw3221A-ms98-a-0047,197.652500,198.042500,stay,I,ng,u-60-1
sw3221A-ms98-a-0047,198.042500,198.242500,but,B,sd,u-60-2
sw3221A-ms98-a-0047,198.242500,198.332500,i,I,sd,u-60-2
sw3221A-ms98-a-0047,198.332500,198.512500,have,I,sd,u-60-2
sw3221A-ms98-a-0047,198.512500,198.892500,similar,I,sd,u-60-2
sw3221A-ms98-a-0047,198.892500,199.542500,machines,I,sd,u-60-2
sw3221A-ms98-a-0047,199.542500,200.023625,at,I,sd,u-60-2
sw3221A-ms98-a-0047,200.479375,200.592500,home,I,sd,u-60-2
sw3221A-ms98-a-0047,200.592500,200.848125,i,B,sd,u-62-1
sw3221A-ms98-a-0047,200.848125,201.142500,would,I,sd,u-62-1
sw3221A-ms98-a-0047,201.142500,201.872500,consider,I,sd,u-62-1
sw3221A-ms98-a-0047,201.872500,201.902500,uh,I,sd,u-62-1
sw3221A-ms98-a-0047,201.902500,201.962500,uh,I,sd,u-62-1
sw3221A-ms98-a-0047,201.962500,202.452500,doing,I,sd,u-62-1
sw3221A-ms98-a-0047,202.452500,202.632500,some,I,sd,u-62-1
sw3221A-ms98-a-0047,202.632500,202.802500,more,I,sd,u-62-1
sw3221A-ms98-a-0047,202.802500,203.692500,consulting,I,sd,u-62-1
sw3221A-ms98-a-0047,203.692500,203.842500,when,I,sd,u-62-1
sw3221A-ms98-a-0047,203.842500,203.912500,i,I,sd,u-62-1
sw3221A-ms98-a-0047,203.912500,204.092500,get,I,sd,u-62-1
sw3221A-ms98-a-0047,204.092500,204.404125,home,I,sd,u-62-1
sw3221A-ms98-a-0048,204.877625,205.027625,but,B,sd,u-64-1
sw3221A-ms98-a-0048,205.027625,205.067625,i,I,sd,u-64-1
sw3221A-ms98-a-0048,205.067625,205.217625,have,I,sd,u-64-1
sw3221A-ms98-a-0048,205.217625,205.327625,a,I,sd,u-64-1
sw3221A-ms98-a-0048,205.327625,205.537625,very,I,sd,u-64-1
sw3221A-ms98-a-0048,205.537625,205.807625,very,I,sd,u-64-1
sw3221A-ms98-a-0048,205.807625,206.297625,busy,I,sd,u-64-1
sw3221A-ms98-a-0048,206.297625,206.617625,extra,I,sd,u-64-1
sw3221A-ms98-a-0048,206.617625,206.847625,life,I,sd,u-64-1
sw3221A-ms98-a-0048,206.847625,207.267625,anyway,I,sd,u-64-1
sw3221A-ms98-a-0048,207.267625,207.407625,i'm,B,sd,u-64-2
sw3221A-ms98-a-0048,207.407625,207.687625,also,I,sd,u-64-2
sw3221A-ms98-a-0048,207.687625,207.737625,a,I,sd,u-64-2
sw3221A-ms98-a-0048,207.737625,208.337625,musician,I,sd,u-64-2
sw3221A-ms98-a-0048,208.337625,208.477625,and,B,sd,u-64-3
sw3221A-ms98-a-0048,208.477625,208.557625,i,I,sd,u-64-3
sw3221A-ms98-a-0048,208.557625,208.867625,play,I,sd,u-64-3
sw3221A-ms98-a-0048,208.867625,208.967625,in,I,sd,u-64-3
sw3221A-ms98-a-0048,208.967625,209.421125,several,I,sd,u-64-3
sw3221A-ms98-a-0048,209.824125,210.307625,symphony,I,sd,u-64-3
sw3221A-ms98-a-0048,210.307625,210.977625,orchestras,I,sd,u-64-3
sw3221A-ms98-a-0048,210.977625,211.337625,and,B,sd,u-66-1
sw3221A-ms98-a-0048,211.337625,211.556500,uh,I,sd,u-66-1
sw3221A-ms98-a-0048,211.831375,211.977625,i,I,sd,u-66-1
sw3221A-ms98-a-0048,211.977625,212.157625,run,I,sd,u-66-1
sw3221A-ms98-a-0048,212.157625,212.217625,a,I,sd,u-66-1
sw3221A-ms98-a-0048,212.217625,212.707625,concert,I,sd,u-66-1
sw3221A-ms98-a-0048,212.707625,213.187625,band,I,sd,u-66-1
sw3221A-ms98-a-0048,213.187625,213.367625,and,B,sd,u-66-2
sw3221A-ms98-a-0049,214.038250,214.265750,so,B,+,u-68-1
sw3221A-ms98-a-0049,214.265750,214.405750,i,I,+,u-68-1
sw3221A-ms98-a-0049,214.405750,214.585750,have,I,+,u-68-1
sw3221A-ms98-a-0049,214.585750,214.635750,a,I,+,u-68-1
sw3221A-ms98-a-0049,214.635750,214.785750,lot,I,+,u-68-1
sw3221A-ms98-a-0049,214.785750,214.855750,of,I,+,u-68-1
sw3221A-ms98-a-0049,214.855750,215.435250,external,I,+,u-68-1
sw3221A-ms98-a-0049,215.955000,216.515750,uh,I,+,u-68-1
sw3221A-ms98-a-0049,216.515750,217.186625,interests,I,+,u-68-1
sw3221A-ms98-a-0050,218.341125,218.542875,but,B,sv,u-70-1
sw3221A-ms98-a-0050,218.542875,218.622875,i,I,sv,u-70-1
sw3221A-ms98-a-0050,218.622875,218.852875,do,I,sv,u-70-1
sw3221A-ms98-a-0050,218.852875,219.062875,want,I,sv,u-70-1
sw3221A-ms98-a-0050,219.062875,219.152875,to,I,sv,u-70-1
sw3221A-ms98-a-0050,219.152875,219.322875,get,I,sv,u-70-1
sw3221A-ms98-a-0050,219.322875,219.512875,very,I,sv,u-70-1
sw3221A-ms98-a-0050,219.512875,219.952875,deeply,I,sv,u-70-1
sw3221A-ms98-a-0050,219.952875,220.232875,much,I,sv,u-70-1
sw3221A-ms98-a-0050,220.232875,220.362875,more,I,sv,u-70-1
sw3221A-ms98-a-0050,220.362875,220.772875,deeply,I,sv,u-70-1
sw3221A-ms98-a-0050,220.772875,221.242875,into,I,sv,u-70-1
sw3221A-ms98-a-0050,221.242875,221.612875,computer,I,sv,u-70-1
sw3221A-ms98-a-0050,221.612875,221.872875,work,I,sv,u-70-1
sw3221A-ms98-a-0050,221.872875,222.319250,because,I,sv,u-70-1
sw3221A-ms98-a-0050,222.319250,223.112875,obviously,I,sv,u-70-1
sw3221A-ms98-a-0050,223.112875,223.242875,the,I,sv,u-70-1
sw3221A-ms98-a-0050,223.242875,223.632875,world,I,sv,u-70-1
sw3221A-ms98-a-0050,223.632875,223.752875,is,I,sv,u-70-1
sw3221A-ms98-a-0050,223.752875,223.992875,gonna,I,sv,u-70-1
sw3221A-ms98-a-0050,223.992875,224.232875,be,I,sv,u-70-1
sw3221A-ms98-a-0050,224.232875,224.977875,controlled,I,sv,u-70-1
sw3221A-ms98-a-0050,225.283000,225.769375,run,B,+,u-72-1
sw3221A-ms98-a-0050,225.999125,226.182875,and,I,+,u-72-1
sw3221A-ms98-a-0050,226.182875,226.705375,operated,I,+,u-72-1
sw3221A-ms98-a-0050,227.006750,227.252875,by,B,+,u-74-1
sw3221A-ms98-a-0050,227.252875,227.782875,computers,I,+,u-74-1
sw3221A-ms98-a-0050,227.782875,227.952875,in,I,+,u-74-1
sw3221A-ms98-a-0050,227.952875,228.062875,the,I,+,u-74-1
sw3221A-ms98-a-0050,228.062875,228.332875,future,I,+,u-74-1
sw3221A-ms98-a-0050,228.332875,228.482875,there's,B,sv,u-74-2
sw3221A-ms98-a-0050,228.482875,228.592875,no,I,sv,u-74-2
sw3221A-ms98-a-0050,228.592875,228.812875,doubt,I,sv,u-74-2
sw3221A-ms98-a-0050,228.812875,229.072875,about,I,sv,u-74-2
sw3221A-ms98-a-0050,229.072875,229.172875,it,I,sv,u-74-2
sw3221A-ms98-a-0050,229.172875,229.482875,because,B,sv,u-74-3
sw3221A-ms98-a-0050,229.482875,229.612875,it,I,sv,u-74-3
sw3221A-ms98-a-0050,229.612875,229.752875,is,I,sv,u-74-3
sw3221A-ms98-a-0050,229.752875,229.972875,really,I,sv,u-74-3
sw3221A-ms98-a-0050,229.972875,230.392875,taking,I,sv,u-74-3
sw3221A-ms98-a-0050,230.392875,230.721250,over,I,sv,u-74-3
sw3221A-ms98-a-0051,231.392625,231.692625,and,B,sd,u-74-4
sw3221A-ms98-a-0051,231.692625,231.973625,the,I,sd,u-74-4
sw3221A-ms98-a-0051,231.973625,232.492625,amount,I,sd,u-74-4
sw3221A-ms98-a-0051,232.492625,232.725125,of,I,sd,u-74-4
sw3221A-ms98-a-0051,233.067875,233.472625,work,I,sd,u-74-4
sw3221A-ms98-a-0051,233.472625,233.602625,that,I,sd,u-74-4
sw3221A-ms98-a-0051,233.602625,233.792625,we're,I,sd,u-74-4
sw3221A-ms98-a-0051,233.792625,234.292625,doing,I,sd,u-74-4
sw3221A-ms98-a-0051,234.292625,234.482625,and,I,sd,u-74-4
sw3221A-ms98-a-0051,234.482625,234.562625,the,I,sd,u-74-4
sw3221A-ms98-a-0051,234.562625,235.052625,depth,I,sd,u-74-4
sw3221A-ms98-a-0051,235.052625,235.333875,of,I,sd,u-74-4
sw3221A-ms98-a-0051,235.669125,236.032625,things,I,sd,u-74-4
sw3221A-ms98-a-0051,236.032625,236.152625,that,I,sd,u-74-4
sw3221A-ms98-a-0051,236.152625,236.362625,we,I,sd,u-74-4
sw3221A-ms98-a-0051,236.362625,236.682625,are,I,sd,u-74-4
sw3221A-ms98-a-0051,236.682625,237.385125,studying,I,sd,u-74-4
sw3221A-ms98-a-0051,237.750500,237.952625,can,I,sd,u-74-4
sw3221A-ms98-a-0051,237.952625,238.422625,basically,I,sd,u-74-4
sw3221A-ms98-a-0051,238.422625,238.622625,only,I,sd,u-74-4
sw3221A-ms98-a-0051,238.622625,238.772625,be,I,sd,u-74-4
sw3221A-ms98-a-0051,238.772625,239.352625,handled,I,sd,u-74-4
sw3221A-ms98-a-0051,239.352625,239.512625,by,I,sd,u-74-4
sw3221A-ms98-a-0051,239.512625,240.156125,computers,I,sd,u-74-4
sw3221A-ms98-a-0051,240.581750,241.072625,because,I,sd,u-74-4
sw3221A-ms98-a-0051,241.072625,241.430875,uh,I,sd,u-74-4
sw3221A-ms98-a-0051,241.430875,241.622625,it's,I,sd,u-74-4
sw3221A-ms98-a-0051,241.622625,241.802625,so,I,sd,u-74-4
sw3221A-ms98-a-0051,241.802625,241.993000,much,I,sd,u-74-4
sw3221A-ms98-a-0051,241.993000,242.903250,[laughter-involved],O,,
sw3221A-ms98-a-0052,244.107125,244.389000,and,B,sd,u-76-1
sw3221A-ms98-a-0052,244.389000,244.459000,it,I,sd,u-76-1
sw3221A-ms98-a-0052,244.459000,244.729000,sounds,I,sd,u-76-1
sw3221A-ms98-a-0052,244.729000,244.829000,as,I,sd,u-76-1
sw3221A-ms98-a-0052,244.829000,244.989000,though,I,sd,u-76-1
sw3221A-ms98-a-0052,244.989000,245.269000,you're,I,sd,u-76-1
sw3221A-ms98-a-0052,245.269000,245.789000,probably,I,sd,u-76-1
sw3221A-ms98-a-0052,245.789000,246.129000,more,I,sd,u-76-1
sw3221A-ms98-a-0052,246.129000,246.419000,aware,I,sd,u-76-1
sw3221A-ms98-a-0052,246.419000,246.489000,of,I,sd,u-76-1
sw3221A-ms98-a-0052,246.489000,246.669000,that,I,sd,u-76-1
sw3221A-ms98-a-0052,246.669000,246.819000,than,I,sd,u-76-1
sw3221A-ms98-a-0052,246.819000,246.959000,i,I,sd,u-76-1
sw3221A-ms98-a-0052,246.959000,247.139000,am,I,sd,u-76-1
sw3221A-ms98-a-0052,247.139000,247.519000,because,I,sd,u-76-1
sw3221A-ms98-a-0052,247.519000,247.824750,uh,I,sd,u-76-1
sw3221A-ms98-a-0052,248.408625,248.579000,i,I,sd,u-76-1
sw3221A-ms98-a-0052,248.579000,248.819000,don't,I,sd,u-76-1
sw3221A-ms98-a-0052,248.819000,248.989000,get,I,sd,u-76-1
sw3221A-ms98-a-0052,248.989000,249.049000,to,I,sd,u-76-1
sw3221A-ms98-a-0052,249.049000,249.329000,use,I,sd,u-76-1
sw3221A-ms98-a-0052,249.329000,249.459000,it,I,sd,u-76-1
sw3221A-ms98-a-0052,249.459000,249.609000,in,I,sd,u-76-1
sw3221A-ms98-a-0052,249.609000,249.719000,my,I,sd,u-76-1
sw3221A-ms98-a-0052,249.719000,250.059000,daily,I,sd,u-76-1
sw3221A-ms98-a-0052,250.059000,250.349000,work,I,sd,u-76-1
sw3221A-ms98-a-0052,250.349000,250.459000,as,I,sd,u-76-1
sw3221A-ms98-a-0052,250.459000,250.679000,much,I,sd,u-76-1
sw3221A-ms98-a-0052,250.679000,250.789000,as,I,sd,u-76-1
sw3221A-ms98-a-0052,250.789000,250.859000,i,I,sd,u-76-1
sw3221A-ms98-a-0052,250.859000,251.059000,would,I,sd,u-76-1
sw3221A-ms98-a-0052,251.059000,251.269000,like,I,sd,u-76-1
sw3221A-ms98-a-0052,251.269000,251.640875,to,I,sd,u-76-1
sw3221A-ms98-a-0054,253.590000,253.830000,here,B,sd,u-76-2
sw3221A-ms98-a-0054,253.830000,254.120000,again,I,sd,u-76-2
sw3221A-ms98-a-0054,254.120000,254.270000,let's,B,+,u-78-1
sw3221A-ms98-a-0054,254.270000,254.470000,say,I,+,u-78-1
sw3221A-ms98-a-0054,254.470000,254.630000,i'm,I,+,u-78-1
sw3221A-ms98-a-0054,254.630000,255.078000,starting,I,+,u-78-1
sw3221A-ms98-a-0054,255.078000,255.340000,to,I,+,u-78-1
sw3221A-ms98-a-0054,255.340000,255.650000,getting,I,+,u-78-1
sw3221A-ms98-a-0054,255.650000,255.970000,ready,I,+,u-78-1
sw3221A-ms98-a-0054,255.970000,256.090000,in,I,+,u-78-1
sw3221A-ms98-a-0054,256.090000,256.730000,preparation,I,+,u-78-1
sw3221A-ms98-a-0054,256.730000,256.880000,for,I,+,u-78-1
sw3221A-ms98-a-0054,256.880000,257.640125,retirement,I,+,u-78-1
sw3221A-ms98-a-0054,258.256125,258.750000,and,B,sd,u-80-1
sw3221A-ms98-a-0054,258.750000,259.069875,uh,I,sd,u-80-1
sw3221A-ms98-a-0054,259.416375,259.880000,so,I,sd,u-80-1
sw3221A-ms98-a-0054,259.880000,260.360000,basically,I,sd,u-80-1
sw3221A-ms98-a-0054,260.360000,260.530000,what,I,sd,u-80-1
sw3221A-ms98-a-0054,260.530000,260.650000,i'm,I,sd,u-80-1
sw3221A-ms98-a-0054,260.650000,260.970000,doing,I,sd,u-80-1
sw3221A-ms98-a-0054,260.970000,261.204875,is,I,sd,u-80-1
sw3221A-ms98-a-0055,261.869500,262.319500,slowly,I,sd,u-80-1
sw3221A-ms98-a-0055,262.319500,262.569500,getting,I,sd,u-80-1
sw3221A-ms98-a-0055,262.569500,262.699500,rid,I,sd,u-80-1
sw3221A-ms98-a-0055,262.699500,262.789500,of,I,sd,u-80-1
sw3221A-ms98-a-0055,262.789500,262.929500,my,I,sd,u-80-1
sw3221A-ms98-a-0055,262.929500,263.299500,things,I,sd,u-80-1
sw3221A-ms98-a-0055,263.299500,263.439500,for,B,sd,u-80-2
sw3221A-ms98-a-0055,263.439500,263.649500,many,I,sd,u-80-2
sw3221A-ms98-a-0055,263.649500,263.879500,many,I,sd,u-80-2
sw3221A-ms98-a-0055,263.879500,264.289500,years,I,sd,u-80-2
sw3221A-ms98-a-0055,264.289500,264.429500,i,I,sd,u-80-2
sw3221A-ms98-a-0055,264.429500,264.679500,had,I,sd,u-80-2
sw3221A-ms98-a-0055,264.679500,264.789500,a,I,sd,u-80-2
sw3221A-ms98-a-0055,264.789500,265.159500,full,I,sd,u-80-2
sw3221A-ms98-a-0055,265.159500,265.826750,size,I,sd,u-80-2
sw3221A-ms98-a-0055,266.297625,267.159500,acoustics,I,sd,u-80-2
sw3221A-ms98-a-0055,267.616875,268.193500,uh,I,sd,u-80-2
sw3221A-ms98-a-0056,269.473875,270.047250,study,I,sd,u-80-2
sw3221A-ms98-a-0056,270.047250,270.677250,laboratory,I,sd,u-80-2
sw3221A-ms98-a-0056,270.677250,270.887250,where,B,+,u-82-1
sw3221A-ms98-a-0056,270.887250,271.307250,where,I,+,u-82-1
sw3221A-ms98-a-0056,271.307250,271.524750,i,I,+,u-82-1
sw3221A-ms98-a-0056,271.886375,272.027250,could,I,+,u-82-1
sw3221A-ms98-a-0056,272.027250,272.217250,take,I,+,u-82-1
sw3221A-ms98-a-0056,272.217250,272.757250,recordings,I,+,u-82-1
sw3221A-ms98-a-0056,272.757250,273.007250,and,I,+,u-82-1
sw3221A-ms98-a-0056,273.007250,273.317250,and,I,+,u-82-1
sw3221A-ms98-a-0056,273.317250,273.510125,uh,I,+,u-82-1
sw3221A-ms98-a-0056,273.713500,274.127250,perform,I,+,u-82-1
sw3221A-ms98-a-0056,274.127250,274.717250,experiments,I,+,u-82-1
sw3221A-ms98-a-0056,274.717250,274.867250,with,B,+,u-84-1
sw3221A-ms98-a-0056,274.867250,274.977250,them_1,I,+,u-84-1
sw3221A-ms98-a-0056,274.977250,275.067250,and,I,+,u-84-1
sw3221A-ms98-a-0056,275.067250,275.307250,so,I,+,u-84-1
sw3221A-ms98-a-0056,275.307250,275.595250,forth,I,+,u-84-1
sw3221A-ms98-a-0056,276.239250,276.477250,and,B,sd,u-84-2
sw3221A-ms98-a-0056,276.477250,276.747250,so,I,sd,u-84-2
sw3221A-ms98-a-0056,276.747250,277.186750,that's,I,sd,u-84-2
sw3221A-ms98-a-0056,277.680125,278.087250,gone,I,sd,u-84-2
sw3221A-ms98-a-0056,278.087250,278.377250,now,I,sd,u-84-2
sw3221A-ms98-a-0056,278.377250,278.487250,and,B,sd,u-84-3
sw3221A-ms98-a-0056,278.487250,278.657250,so,I,sd,u-84-3
sw3221A-ms98-a-0056,278.657250,278.777250,i'm,I,sd,u-84-3
sw3221A-ms98-a-0056,278.777250,278.957250,sort,I,sd,u-84-3
sw3221A-ms98-a-0056,278.957250,279.017250,of,I,sd,u-84-3
sw3221A-ms98-a-0056,279.017250,279.107250,out,I,sd,u-84-3
sw3221A-ms98-a-0056,279.107250,279.177250,of,I,sd,u-84-3
sw3221A-ms98-a-0056,279.177250,279.647250,business,I,sd,u-84-3
sw3221A-ms98-a-0057,280.816125,281.062500,uh,B,sd,u-86-1
sw3221A-ms98-a-0057,281.062500,281.162500,as,I,sd,u-86-1
sw3221A-ms98-a-0057,281.162500,281.242500,i,I,sd,u-86-1
sw3221A-ms98-a-0057,281.242500,281.392500,say,I,sd,u-86-1
sw3221A-ms98-a-0057,281.392500,281.442500,i,I,sd,u-86-1
sw3221A-ms98-a-0057,281.442500,281.702500,worked,I,sd,u-86-1
sw3221A-ms98-a-0057,281.702500,281.822500,with,I,sd,u-86-1
sw3221A-ms98-a-0057,281.822500,282.482500,NAVC,O,,
sw3221A-ms98-a-0057,282.482500,282.702500,fellow,B,sd,u-86-2
sw3221A-ms98-a-0057,282.702500,282.862500,named,I,sd,u-86-2
sw3221A-ms98-a-0057,282.862500,283.212500,Steve,I,sd,u-86-2
sw3221A-ms98-a-0057,283.212500,283.592500,Blazey,I,sd,u-86-2
sw3221A-ms98-a-0057,283.592500,283.819375,was,B,+,u-88-1
sw3221A-ms98-a-0057,284.346625,284.532500,the,I,+,u-88-1
sw3221A-ms98-a-0057,284.532500,284.782500,fellow,I,+,u-88-1
sw3221A-ms98-a-0057,284.782500,284.852500,i,I,+,u-88-1
sw3221A-ms98-a-0057,284.852500,285.152500,worked,I,+,u-88-1
sw3221A-ms98-a-0057,285.152500,285.292500,with,I,+,u-88-1
sw3221A-ms98-a-0057,285.292500,285.432500,for,I,+,u-88-1
sw3221A-ms98-a-0057,285.432500,285.632500,many,I,+,u-88-1
sw3221A-ms98-a-0057,285.632500,285.872500,many,I,+,u-88-1
sw3221A-ms98-a-0057,285.872500,286.317000,years,I,+,u-88-1
sw3221A-ms98-a-0057,286.889500,287.122500,and,B,sd,u-90-1
sw3221A-ms98-a-0057,287.122500,287.232500,he,I,sd,u-90-1
sw3221A-ms98-a-0057,287.232500,287.382500,is,I,sd,u-90-1
sw3221A-ms98-a-0057,287.382500,287.552500,now,I,sd,u-90-1
sw3221A-ms98-a-0057,287.552500,288.072500,retired,I,sd,u-90-1
sw3221A-ms98-a-0059,289.969250,290.264500,so,B,sd,u-90-2
sw3221A-ms98-a-0059,290.264500,290.374500,it's,I,sd,u-90-2
sw3221A-ms98-a-0059,290.374500,290.514500,been,I,sd,u-90-2
sw3221A-ms98-a-0059,290.514500,290.584500,an,I,sd,u-90-2
sw3221A-ms98-a-0059,290.584500,290.954500,interesting,I,sd,u-90-2
sw3221A-ms98-a-0059,290.954500,291.334500,life,I,sd,u-90-2
sw3221A-ms98-a-0059,291.334500,291.674500,and,B,sd,u-90-3
sw3221A-ms98-a-0059,291.674500,292.144500,computers,I,sd,u-90-3
sw3221A-ms98-a-0059,292.144500,292.274500,have,I,sd,u-90-3
sw3221A-ms98-a-0059,292.274500,292.514500,come,I,sd,u-90-3
sw3221A-ms98-a-0059,292.514500,292.704500,in,I,sd,u-90-3
sw3221A-ms98-a-0059,292.704500,293.024500,towards,I,sd,u-90-3
sw3221A-ms98-a-0059,293.024500,293.521625,the,I,sd,u-90-3
sw3221A-ms98-a-0060,294.264250,294.714250,latter,I,sd,u-90-3
sw3221A-ms98-a-0060,294.714250,295.198375,end,I,sd,u-90-3
sw3221A-ms98-a-0060,295.416750,295.644250,of,I,sd,u-90-3
sw3221A-ms98-a-0060,295.644250,296.041500,that,I,sd,u-90-3
sw3221A-ms98-a-0060,296.538625,296.614250,i,B,sd,u-90-4
sw3221A-ms98-a-0060,296.614250,296.874250,wish,I,sd,u-90-4
sw3221A-ms98-a-0060,296.874250,297.024250,we'd,I,sd,u-90-4
sw3221A-ms98-a-0060,297.024250,297.254250,had,I,sd,u-90-4
sw3221A-ms98-a-0060,297.254250,297.794250,computers,I,sd,u-90-4
sw3221A-ms98-a-0060,297.794250,297.914250,in,I,sd,u-90-4
sw3221A-ms98-a-0060,297.914250,297.974250,the,I,sd,u-90-4
sw3221A-ms98-a-0060,297.974250,298.224250,very,I,sd,u-90-4
sw3221A-ms98-a-0060,298.224250,298.684250,beginning,I,sd,u-90-4
sw3221A-ms98-a-0060,298.684250,298.754250,it,B,%,u-90-5
sw3221A-ms98-a-0060,298.754250,298.854250,would,I,%,u-90-5
sw3221A-ms98-a-0060,298.854250,298.944250,have,I,%,u-90-5
sw3221A-ms98-a-0060,298.944250,299.072125,been,I,%,u-90-5
