sw4101A-ms98-a-0003,6.467000,6.707000,um-hum,B,o,u-1-1
sw4101A-ms98-a-0026,216.285750,216.655750,partly,I,sd,u-17-2
sw4101A-ms98-a-0026,216.655750,216.965750,because,I,sd,u-17-2
sw4101A-ms98-a-0026,216.965750,217.085750,of,I,sd,u-17-2
sw4101A-ms98-a-0026,217.085750,217.245750,our,I,sd,u-17-2
sw4101A-ms98-a-0026,217.245750,217.774750,climate,I,sd,u-17-2
sw4101A-ms98-a-0026,217.932875,218.185750,here,B,sd,u-17-3
sw4101A-ms98-a-0026,218.185750,218.305750,in,I,sd,u-17-3
sw4101A-ms98-a-0026,218.305750,219.085750,Saskatoon,I,sd,u-17-3
sw4101A-ms98-a-0026,219.085750,219.205750,at,I,sd,u-17-3
sw4101A-ms98-a-0026,219.205750,219.695750,least,I,sd,u-17-3
sw4101A-ms98-a-0026,219.695750,219.863750,the,I,sd,u-17-3
sw4101A-ms98-a-0026,219.863750,220.462625,majority,I,sd,u-17-3
sw4101A-ms98-a-0026,220.462625,220.834250,of,I,sd,u-17-3
sw4101A-ms98-a-0027,221.975250,222.515625,Central,I,sd,u-17-3
sw4101A-ms98-a-0027,222.515625,222.711375,C[anada]-,I,sd,u-17-3
sw4101A-ms98-a-0027,222.711375,222.925250,uh,I,sd,u-17-3
sw4101A-ms98-a-0027,222.925250,223.372000,well,B,sd,u-17-4
sw4101A-ms98-a-0027,223.964125,224.088375,i,I,sd,u-17-4
sw4101A-ms98-a-0027,224.088375,224.255250,want,I,sd,u-17-4
sw4101A-ms98-a-0027,224.255250,224.355250,to,I,sd,u-17-4
sw4101A-ms98-a-0027,224.355250,224.555250,say,I,sd,u-17-4
sw4101A-ms98-a-0027,224.555250,224.915250,Central,I,sd,u-17-4
sw4101A-ms98-a-0027,224.915250,225.295250,Canada,I,sd,u-17-4
sw4101A-ms98-a-0027,225.295250,225.415250,but,B,sd,u-17-5
sw4101A-ms98-a-0027,225.415250,225.715250,Central,I,sd,u-17-5
sw4101A-ms98-a-0027,225.715250,226.125250,Canada,I,sd,u-17-5
sw4101A-ms98-a-0027,226.125250,226.395250,tends,I,sd,u-17-5
sw4101A-ms98-a-0027,226.395250,226.515250,to,I,sd,u-17-5
sw4101A-ms98-a-0027,226.515250,226.685250,be,I,sd,u-17-5
sw4101A-ms98-a-0027,226.685250,227.175250,referred,I,sd,u-17-5
sw4101A-ms98-a-0027,227.175250,227.565250,more,I,sd,u-17-5
sw4101A-ms98-a-0027,227.565250,227.845250,to,I,sd,u-17-5
sw4101A-ms98-a-0027,227.845250,228.475250,Ontario,I,sd,u-17-5
sw4101A-ms98-a-0027,228.475250,228.615250,and,I,sd,u-17-5
sw4101A-ms98-a-0027,228.615250,229.147625,Quebec,I,sd,u-17-5
sw4101A-ms98-a-0029,230.338625,230.750375,but,B,sd,u-19-1
sw4101A-ms98-a-0029,230.750375,231.149000,um,I,sd,u-19-1
sw4101A-ms98-a-0030,232.380250,232.500250,we,I,sd,u-19-1
sw4101A-ms98-a-0030,232.500250,232.720250,don't,I,sd,u-19-1
sw4101A-ms98-a-0030,232.720250,233.410250,have,I,sd,u-19-1
sw4101A-ms98-a-0030,233.410250,233.700250,much,I,sd,u-19-1
sw4101A-ms98-a-0030,233.700250,233.760250,of,I,sd,u-19-1
sw4101A-ms98-a-0030,233.760250,233.800250,a,I,sd,u-19-1
sw4101A-ms98-a-0030,233.800250,234.510250,situation,I,sd,u-19-1
sw4101A-ms98-a-0030,234.510250,234.730250,where,I,sd,u-19-1
sw4101A-ms98-a-0030,234.730250,234.840250,we,I,sd,u-19-1
sw4101A-ms98-a-0030,234.840250,235.060250,might,I,sd,u-19-1
sw4101A-ms98-a-0030,235.060250,235.320250,call,I,sd,u-19-1
sw4101A-ms98-a-0030,235.320250,235.440250,them,I,sd,u-19-1
sw4101A-ms98-a-0030,235.440250,235.800250,homeless,I,sd,u-19-1
sw4101A-ms98-a-0030,235.800250,236.100250,people,I,sd,u-19-1
sw4101A-ms98-a-0030,236.100250,236.240250,we,B,sd,u-19-2
sw4101A-ms98-a-0030,236.240250,236.630250,certainly,I,sd,u-19-2
sw4101A-ms98-a-0030,236.630250,236.940250,have,I,sd,u-19-2
sw4101A-ms98-a-0030,236.940250,237.152250,a,I,sd,u-19-2
sw4101A-ms98-a-0030,237.348125,237.610250,fair,I,sd,u-19-2
sw4101A-ms98-a-0030,237.610250,237.870250,number,I,sd,u-19-2
sw4101A-ms98-a-0030,237.870250,237.940250,of,I,sd,u-19-2
sw4101A-ms98-a-0030,237.940250,238.320250,people,I,sd,u-19-2
sw4101A-ms98-a-0030,238.320250,238.430250,that,I,sd,u-19-2
sw4101A-ms98-a-0030,238.430250,238.520250,are,I,sd,u-19-2
sw4101A-ms98-a-0030,238.520250,238.710250,on,I,sd,u-19-2
sw4101A-ms98-a-0030,238.710250,239.354750,[welfor/welfare],I,sd,u-19-2
sw4101A-ms98-a-0030,239.354750,239.940250,welfare,I,sd,u-19-2
sw4101A-ms98-a-0030,239.940250,240.080250,and,I,sd,u-19-2
sw4101A-ms98-a-0030,240.080250,240.620250,unemployment,I,sd,u-19-2
sw4101A-ms98-a-0030,240.620250,241.130250,insurance,I,sd,u-19-2
sw4101A-ms98-a-0030,241.130250,241.320250,that,I,sd,u-19-2
sw4101A-ms98-a-0030,241.320250,241.610250,kind,I,sd,u-19-2
sw4101A-ms98-a-0030,241.610250,241.680250,of,I,sd,u-19-2
sw4101A-ms98-a-0030,241.680250,242.000250,thing,I,sd,u-19-2
sw4101A-ms98-a-0030,242.700250,243.280250,um,B,sd,u-19-3
sw4101A-ms98-a-0031,244.014000,244.624000,there's,I,sd,u-19-3
sw4101A-ms98-a-0031,244.914125,245.624000,psychological,I,sd,u-19-3
sw4101A-ms98-a-0031,245.624000,246.044000,pressure,I,sd,u-19-3
sw4101A-ms98-a-0031,246.044000,246.688625,against,I,sd,u-19-3
sw4101A-ms98-a-0032,247.497625,248.157625,employing,I,sd,u-19-3
sw4101A-ms98-a-0032,248.157625,248.568000,people,I,sd,u-19-3
sw4101A-ms98-a-0032,248.741250,248.867625,to,I,sd,u-19-3
sw4101A-ms98-a-0032,248.867625,249.037625,do,I,sd,u-19-3
sw4101A-ms98-a-0032,249.037625,249.257625,that,I,sd,u-19-3
sw4101A-ms98-a-0032,249.257625,249.557625,kind,I,sd,u-19-3
sw4101A-ms98-a-0032,249.557625,249.627625,of,I,sd,u-19-3
sw4101A-ms98-a-0032,249.627625,249.872125,thing,I,sd,u-19-3
sw4101A-ms98-a-0032,250.370250,251.165000,although,I,sd,u-19-3
sw4101A-ms98-a-0032,251.165000,251.716500,um,I,sd,u-19-3
sw4101A-ms98-a-0033,252.406500,253.266500,scouts,I,sd,u-19-3
sw4101A-ms98-a-0033,253.266500,253.769750,and,I,sd,u-19-3
sw4101A-ms98-a-0034,254.514625,254.884625,hockey,I,sd,u-19-3
sw4101A-ms98-a-0034,254.884625,255.354625,teams,I,sd,u-19-3
sw4101A-ms98-a-0034,255.354625,255.504625,and,I,sd,u-19-3
sw4101A-ms98-a-0034,255.504625,255.734625,ball,I,sd,u-19-3
sw4101A-ms98-a-0034,255.734625,256.194625,teams,I,sd,u-19-3
sw4101A-ms98-a-0034,256.194625,256.454625,those,I,sd,u-19-3
sw4101A-ms98-a-0034,256.454625,256.981125,kinds,I,sd,u-19-3
sw4101A-ms98-a-0034,257.105500,257.627375,um,I,sd,u-19-3
sw4101A-ms98-a-0034,258.225375,259.026125,regularly,I,sd,u-19-3
sw4101A-ms98-a-0034,259.289875,259.474625,do,I,sd,u-19-3
sw4101A-ms98-a-0034,259.474625,259.834625,bottle,I,sd,u-19-3
sw4101A-ms98-a-0034,259.834625,260.334625,drives,I,sd,u-19-3
sw4101A-ms98-a-0034,260.334625,260.454625,where,I,sd,u-19-3
sw4101A-ms98-a-0034,260.454625,260.574625,they,I,sd,u-19-3
sw4101A-ms98-a-0034,260.574625,260.694625,go,I,sd,u-19-3
sw4101A-ms98-a-0034,260.694625,261.174625,around,I,sd,u-19-3
sw4101A-ms98-a-0034,261.174625,261.274625,in,I,sd,u-19-3
sw4101A-ms98-a-0034,261.274625,261.674625,various,I,sd,u-19-3
sw4101A-ms98-a-0034,261.674625,262.164625,neighborhoods,I,sd,u-19-3
sw4101A-ms98-a-0034,262.164625,262.354625,and,I,sd,u-19-3
sw4101A-ms98-a-0034,262.354625,262.881375,collecting,I,sd,u-19-3
sw4101A-ms98-a-0034,263.547375,263.656625,the,I,sd,u-19-3
sw4101A-ms98-a-0034,263.656625,264.258750,bottles,I,sd,u-19-3
sw4101A-ms98-a-0034,264.405625,264.514625,at,I,sd,u-19-3
sw4101A-ms98-a-0034,264.514625,264.954625,individual,I,sd,u-19-3
sw4101A-ms98-a-0034,264.954625,265.504625,homes,I,sd,u-19-3
sw4101A-ms98-a-0036,269.274375,269.404375,they,B,sd,u-21-1
sw4101A-ms98-a-0036,269.404375,269.604375,have,I,sd,u-21-1
sw4101A-ms98-a-0036,269.604375,269.764375,done,I,sd,u-21-1
sw4101A-ms98-a-0036,269.764375,269.864375,it,I,sd,u-21-1
sw4101A-ms98-a-0036,269.864375,270.306875,some,I,sd,u-21-1
sw4101A-ms98-a-0037,270.885250,271.303250,um,I,sd,u-21-1
sw4101A-ms98-a-0037,271.473250,271.615250,but,B,sd,u-21-2
sw4101A-ms98-a-0037,271.615250,271.715250,we,I,sd,u-21-2
sw4101A-ms98-a-0037,271.715250,271.961625,have,I,sd,u-21-2
sw4101A-ms98-a-0037,272.153750,272.555250,actually,I,sd,u-21-2
sw4101A-ms98-a-0037,272.555250,272.875250,quite,I,sd,u-21-2
sw4101A-ms98-a-0037,272.875250,272.935250,an,I,sd,u-21-2
sw4101A-ms98-a-0037,272.935250,273.792750,extensive,I,sd,u-21-2
sw4101A-ms98-a-0037,274.235250,274.665250,network,I,sd,u-21-2
sw4101A-ms98-a-0037,274.665250,275.164125,of,I,sd,u-21-2
sw4101A-ms98-a-0037,275.885250,276.594125,collecting,I,sd,u-21-2
sw4101A-ms98-a-0037,276.594125,276.767375,uh,O,,
sw4101A-ms98-a-0037,276.767375,277.455250,newspapers,O,,
sw4101A-ms98-a-0037,277.455250,277.655250,they're,O,,
sw4101A-ms98-a-0037,277.655250,278.135250,actually,B,sd,u-21-3
sw4101A-ms98-a-0037,278.135250,278.370750,at,I,sd,u-21-3
sw4101A-ms98-a-0038,279.689250,280.367000,virtually,I,sd,u-21-3
sw4101A-ms98-a-0038,280.513875,280.810625,all,I,sd,u-21-3
sw4101A-ms98-a-0038,280.810625,280.968875,of,I,sd,u-21-3
sw4101A-ms98-a-0038,280.968875,281.314125,the,I,sd,u-21-3
sw4101A-ms98-a-0038,281.619250,282.139250,shopping,I,sd,u-21-3
sw4101A-ms98-a-0038,282.139250,282.877125,centers,I,sd,u-21-3
sw4101A-ms98-a-0038,283.024000,283.239250,like,I,sd,u-21-3
sw4101A-ms98-a-0038,283.239250,283.299250,the,I,sd,u-21-3
sw4101A-ms98-a-0038,283.299250,283.749250,shopping,I,sd,u-21-3
sw4101A-ms98-a-0038,283.749250,284.287125,malls,I,sd,u-21-3
sw4101A-ms98-a-0038,284.456625,284.669250,there,B,sd,u-21-4
sw4101A-ms98-a-0038,284.669250,284.903125,are,I,sd,u-21-4
sw4101A-ms98-a-0038,285.121625,285.749250,several,I,sd,u-21-4
sw4101A-ms98-a-0038,285.749250,286.566625,containers,I,sd,u-21-4
sw4101A-ms98-a-0038,286.943250,287.099250,where,I,sd,u-21-4
sw4101A-ms98-a-0038,287.099250,287.169250,the,I,sd,u-21-4
sw4101A-ms98-a-0038,287.169250,287.399250,group,I,sd,u-21-4
sw4101A-ms98-a-0038,287.399250,287.679250,called,I,sd,u-21-4
sw4101A-ms98-a-0038,287.679250,288.489250,Cosmopolitan,I,sd,u-21-4
sw4101A-ms98-a-0038,288.489250,289.093500,Industries,I,sd,u-21-4
sw4101A-ms98-a-0039,289.593625,290.243625,collects,I,sd,u-21-4
sw4101A-ms98-a-0039,290.243625,290.363625,or,B,sd,u-21-5
sw4101A-ms98-a-0039,290.363625,290.673625,people,I,sd,u-21-5
sw4101A-ms98-a-0039,290.673625,290.929875,can,I,sd,u-21-5
sw4101A-ms98-a-0039,291.133250,291.493625,drop,I,sd,u-21-5
sw4101A-ms98-a-0039,291.493625,291.687750,their,I,sd,u-21-5
sw4101A-ms98-a-0039,291.815875,292.163625,used,I,sd,u-21-5
sw4101A-ms98-a-0039,292.163625,292.803625,newspapers,I,sd,u-21-5
sw4101A-ms98-a-0039,292.803625,292.953625,and,I,sd,u-21-5
sw4101A-ms98-a-0039,292.953625,293.133625,other,I,sd,u-21-5
sw4101A-ms98-a-0039,293.133625,293.692625,papers,I,sd,u-21-5
sw4101A-ms98-a-0039,294.110750,294.273625,in,I,sd,u-21-5
sw4101A-ms98-a-0039,294.273625,294.343625,the,I,sd,u-21-5
sw4101A-ms98-a-0039,294.343625,294.693625,bins,I,sd,u-21-5
sw4101A-ms98-a-0039,294.693625,294.783625,and,B,sd,u-21-6
sw4101A-ms98-a-0039,294.783625,294.913625,then,I,sd,u-21-6
sw4101A-ms98-a-0039,294.913625,294.983625,the,I,sd,u-21-6
sw4101A-ms98-a-0039,294.983625,295.303625,bins,I,sd,u-21-6
sw4101A-ms98-a-0039,295.303625,295.373625,are,I,sd,u-21-6
sw4101A-ms98-a-0039,295.373625,296.033625,collected,I,sd,u-21-6
sw4101A-ms98-a-0040,296.651000,297.017875,um,B,%,u-23-1
sw4101A-ms98-a-0040,297.741125,298.011000,some,I,%,u-23-1
sw4101A-ms98-a-0040,298.011000,298.114500,of,I,%,u-23-1
sw4101A-ms98-a-0040,298.114500,298.166500,the,I,%,u-23-1
