sw3508B-ms98-a-0003,2.853125,3.628500,yes,B,aa,u-2-1
sw3508B-ms98-a-0052,241.556000,241.836000,back,I,qh,u-100-1
sw3508B-ms98-a-0052,241.836000,241.946000,at,I,qh,u-100-1
sw3508B-ms98-a-0052,241.946000,242.026000,the,I,qh,u-100-1
sw3508B-ms98-a-0052,242.026000,242.186000,end,I,qh,u-100-1
sw3508B-ms98-a-0052,242.186000,242.256000,of,I,qh,u-100-1
sw3508B-ms98-a-0052,242.256000,242.316000,the,I,qh,u-100-1
sw3508B-ms98-a-0052,242.316000,242.646000,year,I,qh,u-100-1
sw3508B-ms98-a-0052,242.646000,243.310125,[laughter],O,,
sw3508B-ms98-a-0054,244.994750,245.702500,yeah,B,b,u-102-1
sw3508B-ms98-a-0055,246.776125,247.196125,well,B,sv,u-104-1
sw3508B-ms98-a-0055,247.196125,247.586125,except,I,sv,u-104-1
sw3508B-ms98-a-0055,247.586125,247.646125,i,I,sv,u-104-1
sw3508B-ms98-a-0055,247.646125,247.846125,know,I,sv,u-104-1
sw3508B-ms98-a-0055,247.846125,247.926125,it,I,sv,u-104-1
sw3508B-ms98-a-0055,247.926125,248.072750,would,I,sv,u-104-1
sw3508B-ms98-a-0055,248.185750,248.440375,just,I,sv,u-104-1
sw3508B-ms98-a-0055,248.440375,248.609750,be,I,sv,u-104-1
sw3508B-ms98-a-0055,248.609750,248.918625,not,I,sv,u-104-1
sw3508B-ms98-a-0055,248.918625,249.246125,cost,I,sv,u-104-1
sw3508B-ms98-a-0055,249.246125,249.726125,effective,I,sv,u-104-1
sw3508B-ms98-a-0055,249.726125,249.886125,they've,B,sd,u-104-2
sw3508B-ms98-a-0055,249.886125,250.196125,already,I,sd,u-104-2
sw3508B-ms98-a-0055,250.196125,250.446125,got,I,sd,u-104-2
sw3508B-ms98-a-0055,250.446125,250.566125,all,I,sd,u-104-2
sw3508B-ms98-a-0055,250.566125,250.786125,this,I,sd,u-104-2
sw3508B-ms98-a-0055,250.786125,251.086125,money,I,sd,u-104-2
sw3508B-ms98-a-0055,251.086125,251.246125,out,I,sd,u-104-2
sw3508B-ms98-a-0055,251.246125,251.396125,on,I,sd,u-104-2
sw3508B-ms98-a-0055,251.396125,251.905000,hired,I,sd,u-104-2
sw3508B-ms98-a-0055,252.130875,252.396125,um,I,sd,u-104-2
sw3508B-ms98-a-0055,252.396125,252.686125,getting,I,sd,u-104-2
sw3508B-ms98-a-0055,252.686125,252.756125,the,I,sd,u-104-2
sw3508B-ms98-a-0055,252.756125,253.176125,trucks,I,sd,u-104-2
sw3508B-ms98-a-0055,253.176125,253.326125,and,I,sd,u-104-2
sw3508B-ms98-a-0055,253.326125,253.756125,hiring,I,sd,u-104-2
sw3508B-ms98-a-0055,253.756125,254.056125,people,I,sd,u-104-2
sw3508B-ms98-a-0055,254.056125,254.216125,to,I,sd,u-104-2
sw3508B-ms98-a-0055,254.216125,254.456125,work,I,sd,u-104-2
sw3508B-ms98-a-0055,254.456125,254.656125,them,I,sd,u-104-2
sw3508B-ms98-a-0055,254.656125,254.796125,i'm,B,sv,u-104-3
sw3508B-ms98-a-0055,254.796125,254.996125,sure,I,sv,u-104-3
sw3508B-ms98-a-0055,254.996125,255.096125,they,I,sv,u-104-3
sw3508B-ms98-a-0055,255.096125,255.386125,couldn't,I,sv,u-104-3
sw3508B-ms98-a-0055,255.386125,255.766125,afford,I,sv,u-104-3
sw3508B-ms98-a-0055,255.766125,256.166125,that,B,+,u-106-1
sw3508B-ms98-a-0055,256.166125,256.445000,but,B,%,u-106-2
sw3508B-ms98-a-0055,256.949750,257.656125,um,B,%,u-108-1
sw3508B-ms98-a-0057,262.332000,262.864375,yeah,B,b,u-110-1
sw3508B-ms98-a-0057,263.434125,263.727125,yeah,O,,
sw3508B-ms98-a-0057,264.026875,264.380250,oh,B,b,u-112-1
sw3508B-ms98-a-0057,264.380250,264.875500,yeah,I,b,u-112-1
sw3508B-ms98-a-0059,272.524375,272.714375,oh,B,bh,u-114-1
sw3508B-ms98-a-0059,272.714375,272.894375,it,I,bh,u-114-1
sw3508B-ms98-a-0059,272.894375,273.447500,did,I,bh,u-114-1
sw3508B-ms98-a-0059,273.916375,274.404375,[laughter],O,,
sw3508B-ms98-a-0059,274.404375,274.834375,goodness,O,,
sw3508B-ms98-a-0061,286.042000,286.262000,oh,B,ba,u-118-1
sw3508B-ms98-a-0061,286.262000,286.492000,my,I,ba,u-118-1
sw3508B-ms98-a-0061,286.492000,287.248500,goodness,I,ba,u-118-1
sw3508B-ms98-a-0061,287.783875,287.919500,it,B,na,u-120-1
sw3508B-ms98-a-0061,287.919500,288.132000,is,I,na,u-120-1
sw3508B-ms98-a-0061,288.132000,288.815250,sad,I,na,u-120-1
sw3508B-ms98-a-0061,289.309500,289.452625,you,B,%,u-122-1
sw3508B-ms98-a-0061,289.452625,289.622000,know,I,%,u-122-1
sw3508B-ms98-a-0061,289.622000,289.742000,they,B,sd,u-122-2
sw3508B-ms98-a-0061,289.742000,290.032000,paid,I,sd,u-122-2
sw3508B-ms98-a-0061,290.032000,290.172000,for,I,sd,u-122-2
sw3508B-ms98-a-0061,290.172000,290.432000,those,I,sd,u-122-2
sw3508B-ms98-a-0061,290.432000,290.752000,things,I,sd,u-122-2
sw3508B-ms98-a-0061,290.752000,291.313125,anyway,I,sd,u-122-2
sw3508B-ms98-a-0061,291.313125,291.648250,or,B,sd,u-124-1
sw3508B-ms98-a-0061,291.648250,291.992000,our,I,sd,u-124-1
sw3508B-ms98-a-0061,291.992000,292.672000,taxes,I,sd,u-124-1
sw3508B-ms98-a-0061,292.672000,293.022625,do,I,sd,u-124-1
sw3508B-ms98-a-0061,293.022625,293.230500,and,O,,
sw3508B-ms98-a-0063,296.819625,297.519625,um-hum,B,b,u-126-1
sw3508B-ms98-a-0065,299.575250,300.043125,oh,O,,
sw3508B-ms98-a-0065,300.043125,300.303125,how,O,,
sw3508B-ms98-a-0065,300.303125,300.443125,there,O,,
