sw3926B-ms98-a-0002,0.484750,0.902000,yes,B,o,u-2-1
sw3926B-ms98-a-0040,212.302250,212.472250,but,B,sd,u-46-1
sw3926B-ms98-a-0040,212.472250,212.572250,the,I,sd,u-46-1
sw3926B-ms98-a-0040,212.572250,213.064000,reason,I,sd,u-46-1
sw3926B-ms98-a-0040,213.154375,213.282250,the,I,sd,u-46-1
sw3926B-ms98-a-0040,213.282250,213.912250,actual,I,sd,u-46-1
sw3926B-ms98-a-0040,213.912250,214.430000,reason,I,sd,u-46-1
sw3926B-ms98-a-0040,214.667250,214.912250,that,I,sd,u-46-1
sw3926B-ms98-a-0040,214.912250,215.052250,the,I,sd,u-46-1
sw3926B-ms98-a-0040,215.052250,215.732250,motorcycle,I,sd,u-46-1
sw3926B-ms98-a-0040,215.732250,216.162250,person,I,sd,u-46-1
sw3926B-ms98-a-0040,216.162250,216.352250,her,I,sd,u-46-1
sw3926B-ms98-a-0040,216.352250,216.802250,husband,I,sd,u-46-1
sw3926B-ms98-a-0040,216.802250,216.982250,was,I,sd,u-46-1
sw3926B-ms98-a-0040,216.982250,217.382250,killed,I,sd,u-46-1
sw3926B-ms98-a-0040,217.382250,217.532250,was,I,sd,u-46-1
sw3926B-ms98-a-0040,217.532250,217.882250,because,I,sd,u-46-1
sw3926B-ms98-a-0040,217.882250,218.163375,his,I,sd,u-46-1
sw3926B-ms98-a-0040,218.251750,218.798500,brakes,I,sd,u-46-1
sw3926B-ms98-a-0041,219.155875,219.415875,went,I,sd,u-46-1
sw3926B-ms98-a-0041,219.415875,219.655875,out,I,sd,u-46-1
sw3926B-ms98-a-0041,219.655875,219.825875,on,I,sd,u-46-1
sw3926B-ms98-a-0041,219.825875,220.065875,his,I,sd,u-46-1
sw3926B-ms98-a-0041,220.065875,220.735875,motorcycle,I,sd,u-46-1
sw3926B-ms98-a-0041,220.735875,220.915875,he,B,sd,u-46-2
sw3926B-ms98-a-0041,220.915875,221.095875,was,I,sd,u-46-2
sw3926B-ms98-a-0041,221.095875,221.345875,just,I,sd,u-46-2
sw3926B-ms98-a-0041,221.345875,221.655875,taking,I,sd,u-46-2
sw3926B-ms98-a-0041,221.655875,221.775875,it,I,sd,u-46-2
sw3926B-ms98-a-0041,221.775875,222.005875,home,I,sd,u-46-2
sw3926B-ms98-a-0041,222.005875,222.235875,from,I,sd,u-46-2
sw3926B-ms98-a-0041,222.235875,222.446000,the,I,sd,u-46-2
sw3926B-ms98-a-0041,222.811000,223.134875,place,I,sd,u-46-2
sw3926B-ms98-a-0041,223.134875,223.245875,it,B,sd,u-46-3
sw3926B-ms98-a-0041,223.245875,223.395875,was,I,sd,u-46-3
sw3926B-ms98-a-0041,223.395875,223.665875,brand,I,sd,u-46-3
sw3926B-ms98-a-0041,223.665875,223.865875,new,I,sd,u-46-3
sw3926B-ms98-a-0041,223.865875,224.015875,and,B,sd,u-46-4
sw3926B-ms98-a-0041,224.015875,224.305875,his,I,sd,u-46-4
sw3926B-ms98-a-0041,224.305875,224.755875,brakes,I,sd,u-46-4
sw3926B-ms98-a-0041,224.755875,224.925875,did,I,sd,u-46-4
sw3926B-ms98-a-0041,224.925875,225.215875,not,I,sd,u-46-4
sw3926B-ms98-a-0041,225.215875,225.645875,work,I,sd,u-46-4
sw3926B-ms98-a-0042,226.942500,227.372500,and,B,sd,u-48-1
sw3926B-ms98-a-0042,227.372500,227.702500,this,I,sd,u-48-1
sw3926B-ms98-a-0042,227.812500,228.542500,expensive,I,sd,u-48-1
sw3926B-ms98-a-0042,228.542500,228.752500,big,I,sd,u-48-1
sw3926B-ms98-a-0042,228.752500,229.192500,company,I,sd,u-48-1
sw3926B-ms98-a-0042,229.192500,229.312500,that,I,sd,u-48-1
sw3926B-ms98-a-0042,229.312500,229.502500,owned,I,sd,u-48-1
sw3926B-ms98-a-0042,229.502500,229.642500,these,I,sd,u-48-1
sw3926B-ms98-a-0042,229.642500,230.650875,motorcycles,I,sd,u-48-1
sw3926B-ms98-a-0043,231.146500,231.559625,um,I,sd,u-48-1
sw3926B-ms98-a-0043,231.769750,232.446500,railroaded,I,sd,u-48-1
sw3926B-ms98-a-0043,232.446500,232.736500,this,I,sd,u-48-1
sw3926B-ms98-a-0043,232.736500,233.026500,into,I,sd,u-48-1
sw3926B-ms98-a-0043,233.026500,233.286500,three,I,sd,u-48-1
sw3926B-ms98-a-0043,233.286500,233.576500,years,I,sd,u-48-1
sw3926B-ms98-a-0043,233.576500,233.766500,worth,I,sd,u-48-1
sw3926B-ms98-a-0043,233.766500,233.836500,of,I,sd,u-48-1
sw3926B-ms98-a-0043,233.836500,234.276500,trials,I,sd,u-48-1
sw3926B-ms98-a-0043,234.276500,234.426500,for,I,sd,u-48-1
sw3926B-ms98-a-0043,234.426500,234.656500,this,I,sd,u-48-1
sw3926B-ms98-a-0043,234.656500,234.986500,lady,I,sd,u-48-1
sw3926B-ms98-a-0043,234.986500,235.106500,and,B,sd,u-48-2
sw3926B-ms98-a-0043,235.106500,235.206500,she,I,sd,u-48-2
sw3926B-ms98-a-0043,235.206500,235.316500,had,I,sd,u-48-2
sw3926B-ms98-a-0043,235.316500,235.426500,a,I,sd,u-48-2
sw3926B-ms98-a-0043,235.426500,235.755750,son,I,sd,u-48-2
sw3926B-ms98-a-0043,235.861125,235.946500,that,I,sd,u-48-2
sw3926B-ms98-a-0043,235.946500,236.076500,was,I,sd,u-48-2
sw3926B-ms98-a-0043,236.076500,236.296500,just,I,sd,u-48-2
sw3926B-ms98-a-0043,236.296500,236.456500,only,I,sd,u-48-2
sw3926B-ms98-a-0043,236.456500,236.636500,two,I,sd,u-48-2
sw3926B-ms98-a-0043,236.636500,236.816500,years,I,sd,u-48-2
sw3926B-ms98-a-0043,236.816500,236.996500,old,I,sd,u-48-2
sw3926B-ms98-a-0043,236.996500,237.086500,when,I,sd,u-48-2
sw3926B-ms98-a-0043,237.086500,237.166500,it,I,sd,u-48-2
sw3926B-ms98-a-0043,237.166500,237.670750,happened,I,sd,u-48-2
sw3926B-ms98-a-0044,238.286000,238.406000,and,B,sd,u-50-1
sw3926B-ms98-a-0044,238.406000,238.496000,they,I,sd,u-50-1
sw3926B-ms98-a-0044,238.496000,238.596000,were,I,sd,u-50-1
sw3926B-ms98-a-0044,238.596000,239.136000,following,I,sd,u-50-1
sw3926B-ms98-a-0044,239.136000,239.326000,him,I,sd,u-50-1
sw3926B-ms98-a-0044,239.326000,239.616000,home,I,sd,u-50-1
sw3926B-ms98-a-0044,239.616000,239.706000,in,I,sd,u-50-1
sw3926B-ms98-a-0044,239.706000,239.766000,the,I,sd,u-50-1
sw3926B-ms98-a-0044,239.766000,240.246375,car,I,sd,u-50-1
sw3926B-ms98-a-0044,240.446000,240.616000,saw,I,sd,u-50-1
sw3926B-ms98-a-0044,240.616000,240.706000,the,I,sd,u-50-1
sw3926B-ms98-a-0044,240.706000,240.876000,whole,I,sd,u-50-1
sw3926B-ms98-a-0044,240.876000,241.106000,thing,I,sd,u-50-1
sw3926B-ms98-a-0044,241.106000,241.536000,happen,I,sd,u-50-1
sw3926B-ms98-a-0046,243.440250,243.730250,that's,B,na,u-52-1
sw3926B-ms98-a-0046,243.730250,243.990250,right,I,na,u-52-1
sw3926B-ms98-a-0046,243.990250,244.120250,they,B,sd,u-54-1
sw3926B-ms98-a-0046,244.120250,244.230250,were,I,sd,u-54-1
sw3926B-ms98-a-0046,244.230250,244.730250,following,I,sd,u-54-1
sw3926B-ms98-a-0046,244.730250,244.900250,him,I,sd,u-54-1
sw3926B-ms98-a-0046,244.900250,245.150250,home,I,sd,u-54-1
sw3926B-ms98-a-0046,245.150250,245.290250,from,I,sd,u-54-1
sw3926B-ms98-a-0046,245.290250,245.360250,the,I,sd,u-54-1
sw3926B-ms98-a-0046,245.360250,245.930250,motorcycle,I,sd,u-54-1
sw3926B-ms98-a-0046,245.930250,246.393750,shop,I,sd,u-54-1
sw3926B-ms98-a-0047,247.416125,247.796125,and,B,sd,u-56-1
sw3926B-ms98-a-0047,247.796125,248.056125,they,I,sd,u-56-1
sw3926B-ms98-a-0047,248.056125,248.586125,railroaded,I,sd,u-56-1
sw3926B-ms98-a-0047,248.586125,248.776125,this,I,sd,u-56-1
sw3926B-ms98-a-0047,248.776125,248.956125,whole,I,sd,u-56-1
sw3926B-ms98-a-0047,248.956125,249.385000,trial,I,sd,u-56-1
sw3926B-ms98-a-0047,249.385000,250.088625,into,I,sd,u-56-1
sw3926B-ms98-a-0047,250.088625,251.536125,mistrials,I,sd,u-56-1
sw3926B-ms98-a-0047,251.536125,251.896125,um,I,sd,u-56-1
sw3926B-ms98-a-0047,251.896125,252.096125,this,I,sd,u-56-1
sw3926B-ms98-a-0047,252.096125,252.206125,and,I,sd,u-56-1
sw3926B-ms98-a-0047,252.206125,252.376125,that,I,sd,u-56-1
sw3926B-ms98-a-0047,252.376125,252.466125,and,I,sd,u-56-1
sw3926B-ms98-a-0047,252.466125,252.526125,the,I,sd,u-56-1
sw3926B-ms98-a-0047,252.526125,252.676125,other,I,sd,u-56-1
sw3926B-ms98-a-0047,252.676125,252.846125,every,B,sd,u-56-2
sw3926B-ms98-a-0047,252.846125,253.086125,time,I,sd,u-56-2
sw3926B-ms98-a-0047,253.086125,253.306125,she'd,I,sd,u-56-2
sw3926B-ms98-a-0047,253.306125,253.456125,get,I,sd,u-56-2
sw3926B-ms98-a-0047,253.456125,253.496125,a,I,sd,u-56-2
sw3926B-ms98-a-0047,253.496125,254.076125,verdict,I,sd,u-56-2
sw3926B-ms98-a-0047,254.076125,254.256125,that,I,sd,u-56-2
sw3926B-ms98-a-0047,254.256125,254.396125,would,I,sd,u-56-2
sw3926B-ms98-a-0047,254.396125,254.516125,be,I,sd,u-56-2
sw3926B-ms98-a-0047,254.516125,254.606125,in,I,sd,u-56-2
sw3926B-ms98-a-0047,254.606125,254.786125,her,I,sd,u-56-2
sw3926B-ms98-a-0047,254.786125,255.236125,favor,I,sd,u-56-2
sw3926B-ms98-a-0047,255.236125,255.416125,of,I,sd,u-56-2
sw3926B-ms98-a-0047,255.416125,255.626125,a,O,,
sw3926B-ms98-a-0047,255.626125,255.756125,of,B,+,u-58-1
sw3926B-ms98-a-0047,255.756125,255.886125,a,I,+,u-58-1
sw3926B-ms98-a-0047,255.886125,256.436125,settlement,I,+,u-58-1
sw3926B-ms98-a-0048,257.362375,257.642375,until,B,sd,u-60-1
sw3926B-ms98-a-0048,257.642375,258.002375,finally,I,sd,u-60-1
sw3926B-ms98-a-0048,258.002375,258.185000,they,I,sd,u-60-1
sw3926B-ms98-a-0048,258.185000,258.487000,won,I,sd,u-60-1
sw3926B-ms98-a-0048,258.946500,259.162375,and,I,sd,u-60-1
sw3926B-ms98-a-0048,259.162375,259.332375,said,B,+,u-62-1
sw3926B-ms98-a-0048,259.332375,259.422375,that,I,+,u-62-1
sw3926B-ms98-a-0048,259.422375,259.542375,it,I,+,u-62-1
sw3926B-ms98-a-0048,259.542375,259.752375,was,I,+,u-62-1
sw3926B-ms98-a-0048,259.752375,259.822375,the,I,+,u-62-1
sw3926B-ms98-a-0048,259.822375,260.102375,drunk,I,+,u-62-1
sw3926B-ms98-a-0048,260.102375,260.492375,driver's,I,+,u-62-1
sw3926B-ms98-a-0048,260.492375,260.762375,fault,I,+,u-62-1
sw3926B-ms98-a-0048,260.762375,260.862375,and,B,sd@,u-62-2
sw3926B-ms98-a-0048,260.862375,261.012375,she,I,sd@,u-62-2
sw3926B-ms98-a-0048,261.012375,261.132375,would,I,sd@,u-62-2
sw3926B-ms98-a-0048,261.132375,261.302375,have,I,sd@,u-62-2
sw3926B-ms98-a-0048,261.302375,261.472375,to,I,sd@,u-62-2
sw3926B-ms98-a-0048,261.472375,261.662375,sue,I,sd@,u-62-2
sw3926B-ms98-a-0048,261.662375,262.032375,him,I,sd@,u-62-2
sw3926B-ms98-a-0049,263.278750,263.628750,which,B,+@,u-64-1
sw3926B-ms98-a-0049,263.628750,263.798750,i,I,+@,u-64-1
sw3926B-ms98-a-0049,263.798750,263.958750,would,I,+@,u-64-1
sw3926B-ms98-a-0049,263.958750,264.198750,think,I,+@,u-64-1
sw3926B-ms98-a-0049,264.198750,264.308750,it,I,+@,u-64-1
sw3926B-ms98-a-0049,264.308750,264.438750,would,I,+@,u-64-1
sw3926B-ms98-a-0049,264.438750,264.618750,be,I,+@,u-64-1
sw3926B-ms98-a-0049,264.618750,264.818750,some,I,+@,u-64-1
sw3926B-ms98-a-0049,264.818750,265.108750,his,I,+@,u-64-1
sw3926B-ms98-a-0049,265.108750,265.368750,fault,I,+@,u-64-1
sw3926B-ms98-a-0049,265.368750,265.488750,but,B,sv,u-64-2
sw3926B-ms98-a-0049,265.488750,265.618750,i,I,sv,u-64-2
sw3926B-ms98-a-0049,265.618750,265.838750,just,I,sv,u-64-2
sw3926B-ms98-a-0049,265.838750,266.048750,felt,I,sv,u-64-2
sw3926B-ms98-a-0049,266.048750,266.248750,like,I,sv,u-64-2
sw3926B-ms98-a-0049,266.248750,266.738750,justice,I,sv,u-64-2
sw3926B-ms98-a-0049,266.738750,267.148750,wasn't,I,sv,u-64-2
sw3926B-ms98-a-0049,267.148750,267.468750,served,I,sv,u-64-2
sw3926B-ms98-a-0049,267.468750,267.858750,because,I,sv,u-64-2
sw3926B-ms98-a-0049,267.858750,268.038750,they,I,sv,u-64-2
sw3926B-ms98-a-0049,268.038750,268.268750,had,I,sv,u-64-2
sw3926B-ms98-a-0049,268.268750,268.328750,the,I,sv,u-64-2
sw3926B-ms98-a-0049,268.328750,268.678750,money,I,sv,u-64-2
sw3926B-ms98-a-0049,268.678750,268.788750,the,I,sv,u-64-2
sw3926B-ms98-a-0049,268.788750,269.058750,big,I,sv,u-64-2
sw3926B-ms98-a-0049,269.058750,269.438750,lawyers,I,sv,u-64-2
sw3926B-ms98-a-0049,269.438750,269.548750,and,I,sv,u-64-2
sw3926B-ms98-a-0049,269.548750,269.708750,she,I,sv,u-64-2
sw3926B-ms98-a-0049,269.708750,270.008750,didn't,I,sv,u-64-2
sw3926B-ms98-a-0051,276.258375,276.529875,right,B,b,u-66-1
sw3926B-ms98-a-0053,284.041625,284.451625,right,B,b,u-68-1
sw3926B-ms98-a-0053,284.451625,284.709625,and,B,sd,u-68-2
sw3926B-ms98-a-0053,284.709625,284.890375,i,I,sd,u-68-2
sw3926B-ms98-a-0053,284.890375,285.091625,don't,I,sd,u-68-2
sw3926B-ms98-a-0053,285.091625,285.261625,know,I,sd,u-68-2
sw3926B-ms98-a-0053,285.261625,285.401625,all,I,sd,u-68-2
sw3926B-ms98-a-0053,285.401625,285.503875,the,I,sd,u-68-2
sw3926B-ms98-a-0053,285.503875,285.906875,details,I,sd,u-68-2
sw3926B-ms98-a-0053,285.906875,286.081625,on,I,sd,u-68-2
sw3926B-ms98-a-0053,286.081625,286.391625,that,I,sd,u-68-2
sw3926B-ms98-a-0053,286.391625,286.541625,but,B,sv,u-68-3
sw3926B-ms98-a-0053,286.541625,286.741625,i,I,sv,u-68-3
sw3926B-ms98-a-0053,286.741625,287.121625,certainly,I,sv,u-68-3
sw3926B-ms98-a-0053,287.121625,287.491625,think,I,sv,u-68-3
sw3926B-ms98-a-0053,287.491625,287.641625,that,I,sv,u-68-3
sw3926B-ms98-a-0053,287.641625,287.771625,we've,I,sv,u-68-3
sw3926B-ms98-a-0053,287.771625,287.951625,come,I,sv,u-68-3
sw3926B-ms98-a-0053,287.951625,288.101625,up,I,sv,u-68-3
sw3926B-ms98-a-0053,288.101625,288.241625,with,I,sv,u-68-3
sw3926B-ms98-a-0053,288.241625,288.301625,a,I,sv,u-68-3
sw3926B-ms98-a-0053,288.301625,288.451625,good,I,sv,u-68-3
sw3926B-ms98-a-0053,288.451625,288.821625,idea,I,sv,u-68-3
sw3926B-ms98-a-0053,288.821625,289.011625,with,I,sv,u-68-3
sw3926B-ms98-a-0053,289.011625,289.250125,the,I,sv,u-68-3
sw3926B-ms98-a-0054,290.395250,290.524000,the,I,sv,u-68-3
sw3926B-ms98-a-0054,290.524000,290.840125,stu[dent]-,I,sv,u-68-3
sw3926B-ms98-a-0054,290.840125,290.940125,the,I,sv,u-68-3
sw3926B-ms98-a-0054,290.940125,291.500125,students,I,sv,u-68-3
sw3926B-ms98-a-0054,291.500125,291.770125,coming,I,sv,u-68-3
sw3926B-ms98-a-0054,291.770125,292.090625,into,I,sv,u-68-3
sw3926B-ms98-a-0054,292.090625,292.214875,the,I,sv,u-68-3
sw3926B-ms98-a-0054,292.214875,292.640125,jury,I,sv,u-68-3
sw3926B-ms98-a-0055,293.680125,293.970125,and,B,sv,u-70-1
sw3926B-ms98-a-0055,293.970125,294.080125,i,I,sv,u-70-1
sw3926B-ms98-a-0055,294.080125,294.390125,don't,I,sv,u-70-1
sw3926B-ms98-a-0055,294.390125,294.570125,think,I,sv,u-70-1
sw3926B-ms98-a-0055,294.570125,294.660125,that,I,sv,u-70-1
sw3926B-ms98-a-0055,294.660125,294.740125,it,I,sv,u-70-1
sw3926B-ms98-a-0055,294.740125,294.840125,would,I,sv,u-70-1
sw3926B-ms98-a-0055,294.840125,294.990125,be,I,sv,u-70-1
sw3926B-ms98-a-0055,294.990125,295.210125,such,I,sv,u-70-1
sw3926B-ms98-a-0055,295.210125,295.270125,a,I,sv,u-70-1
sw3926B-ms98-a-0055,295.270125,295.490125,bad,I,sv,u-70-1
sw3926B-ms98-a-0055,295.490125,295.820125,idea,I,sv,u-70-1
sw3926B-ms98-a-0055,295.820125,296.130125,even,I,sv,u-70-1
sw3926B-ms98-a-0055,296.130125,296.280125,if,I,sv,u-70-1
sw3926B-ms98-a-0055,296.280125,296.350125,the,I,sv,u-70-1
sw3926B-ms98-a-0055,296.350125,296.660125,judge,I,sv,u-70-1
sw3926B-ms98-a-0055,296.660125,296.990125,didn't,I,sv,u-70-1
sw3926B-ms98-a-0055,296.990125,297.210125,have,I,sv,u-70-1
sw3926B-ms98-a-0055,297.210125,297.280125,the,I,sv,u-70-1
sw3926B-ms98-a-0055,297.280125,297.680125,final,I,sv,u-70-1
sw3926B-ms98-a-0055,297.680125,298.106750,say,I,sv,u-70-1
