sw3965A-ms98-a-0002,0.906375,1.512625,okay,B,b^m,u-2-1
sw3965A-ms98-a-0053,213.994625,214.774625,bankruptcy,I,sd,u-84-2
sw3965A-ms98-a-0053,214.774625,214.984625,so,B,sd,u-84-3
sw3965A-ms98-a-0053,214.984625,215.154625,i'm,I,sd,u-84-3
sw3965A-ms98-a-0053,215.154625,215.554625,drawing,I,sd,u-84-3
sw3965A-ms98-a-0053,215.554625,215.704625,my,I,sd,u-84-3
sw3965A-ms98-a-0053,215.704625,216.194625,pension,I,sd,u-84-3
sw3965A-ms98-a-0053,216.194625,216.434625,from,I,sd,u-84-3
sw3965A-ms98-a-0053,216.434625,216.554625,them_1,O,,
sw3965A-ms98-a-0053,216.554625,216.674625,but,B,sd,u-84-4
sw3965A-ms98-a-0053,216.674625,216.784625,i'm,I,sd,u-84-4
sw3965A-ms98-a-0053,216.784625,216.994625,still,I,sd,u-84-4
sw3965A-ms98-a-0053,216.994625,217.244625,looking,I,sd,u-84-4
sw3965A-ms98-a-0053,217.244625,217.394625,for,I,sd,u-84-4
sw3965A-ms98-a-0053,217.394625,217.454625,a,I,sd,u-84-4
sw3965A-ms98-a-0053,217.454625,217.784625,part,I,sd,u-84-4
sw3965A-ms98-a-0053,217.784625,218.084625,time,I,sd,u-84-4
sw3965A-ms98-a-0053,218.084625,218.384625,job,B,+,u-86-1
sw3965A-ms98-a-0053,218.384625,218.504625,you,I,+,u-86-1
sw3965A-ms98-a-0053,218.504625,218.882625,know,I,+,u-86-1
sw3965A-ms98-a-0054,219.625750,219.898625,but,B,sd,u-88-1
sw3965A-ms98-a-0054,219.898625,220.413000,um,I,sd,u-88-1
sw3965A-ms98-a-0054,220.699250,221.023125,he,I,sd,u-88-1
sw3965A-ms98-a-0054,221.023125,221.253125,has,I,sd,u-88-1
sw3965A-ms98-a-0054,221.253125,221.463125,all,I,sd,u-88-1
sw3965A-ms98-a-0054,221.463125,221.643125,day,I,sd,u-88-1
sw3965A-ms98-a-0054,221.643125,222.033125,long,I,sd,u-88-1
sw3965A-ms98-a-0054,222.033125,222.173125,that,I,sd,u-88-1
sw3965A-ms98-a-0054,222.173125,222.273125,he,B,+,u-90-1
sw3965A-ms98-a-0054,222.273125,222.593125,can,I,+,u-90-1
sw3965A-ms98-a-0054,222.593125,222.663125,you,I,+,u-90-1
sw3965A-ms98-a-0054,222.663125,222.803125,know,I,+,u-90-1
sw3965A-ms98-a-0054,222.803125,223.093125,work,I,+,u-90-1
sw3965A-ms98-a-0054,223.093125,223.263125,on,I,+,u-90-1
sw3965A-ms98-a-0054,223.263125,223.453125,this,I,+,u-90-1
sw3965A-ms98-a-0054,223.453125,223.903125,stuff,I,+,u-90-1
sw3965A-ms98-a-0054,223.903125,224.243125,and,I,+,u-90-1
sw3965A-ms98-a-0055,225.005500,225.425000,do,I,+,u-90-1
sw3965A-ms98-a-0055,225.753375,225.892875,do,B,+,u-92-1
sw3965A-ms98-a-0055,225.892875,226.152875,cut,I,+,u-92-1
sw3965A-ms98-a-0055,226.152875,226.432875,outs,I,+,u-92-1
sw3965A-ms98-a-0055,226.432875,226.672875,like,I,+,u-92-1
sw3965A-ms98-a-0055,226.672875,226.932875,that,I,+,u-92-1
sw3965A-ms98-a-0055,226.932875,227.052875,you,B,+,u-94-1
sw3965A-ms98-a-0055,227.052875,227.322750,know,I,+,u-94-1
sw3965A-ms98-a-0056,228.287375,228.494250,and,B,sd,u-94-2
sw3965A-ms98-a-0056,228.494250,228.624250,he's,I,sd,u-94-2
sw3965A-ms98-a-0056,228.624250,228.784250,got,I,sd,u-94-2
sw3965A-ms98-a-0056,228.784250,228.814250,a,I,sd,u-94-2
sw3965A-ms98-a-0056,228.814250,229.154250,lot,I,sd,u-94-2
sw3965A-ms98-a-0056,229.154250,229.194250,a,I,sd,u-94-2
sw3965A-ms98-a-0056,229.194250,229.434250,lot,I,sd,u-94-2
sw3965A-ms98-a-0056,229.434250,229.504250,of,I,sd,u-94-2
sw3965A-ms98-a-0056,229.504250,230.034250,tools,I,sd,u-94-2
sw3965A-ms98-a-0056,230.034250,230.493875,so,B,%@,u-94-3
sw3965A-ms98-a-0057,231.412750,231.735750,it's,B,+@,u-96-1
sw3965A-ms98-a-0057,231.735750,232.135750,just,I,+@,u-96-1
sw3965A-ms98-a-0057,232.135750,232.295750,it's,I,+@,u-96-1
sw3965A-ms98-a-0057,232.295750,232.595750,just,I,+@,u-96-1
sw3965A-ms98-a-0057,232.595750,232.875750,getting,I,+@,u-96-1
sw3965A-ms98-a-0057,232.875750,233.545750,started,I,+@,u-96-1
sw3965A-ms98-a-0057,233.545750,233.695750,you,I,+@,u-96-1
sw3965A-ms98-a-0057,233.695750,234.059125,know,I,+@,u-96-1
sw3965A-ms98-a-0058,235.370750,235.750750,but,B,sd,u-98-1
sw3965A-ms98-a-0058,235.750750,236.255625,um,I,sd,u-98-1
sw3965A-ms98-a-0058,236.606000,236.810750,these,I,sd,u-98-1
sw3965A-ms98-a-0058,236.810750,237.000750,little,I,sd,u-98-1
sw3965A-ms98-a-0058,237.000750,237.330750,wooden,I,sd,u-98-1
sw3965A-ms98-a-0058,237.330750,237.720750,things,I,sd,u-98-1
sw3965A-ms98-a-0058,237.720750,237.860750,they,I,sd,u-98-1
sw3965A-ms98-a-0058,237.860750,238.110750,seem,I,sd,u-98-1
sw3965A-ms98-a-0058,238.110750,238.200750,to,I,sd,u-98-1
sw3965A-ms98-a-0058,238.200750,238.580750,sell,I,sd,u-98-1
sw3965A-ms98-a-0058,238.580750,238.830750,really,I,sd,u-98-1
sw3965A-ms98-a-0058,238.830750,239.491875,good,I,sd,u-98-1
sw3965A-ms98-a-0058,239.491875,239.830750,um,B,sd,u-100-1
sw3965A-ms98-a-0058,239.830750,239.950750,i,I,sd,u-100-1
sw3965A-ms98-a-0058,239.950750,240.180750,know,I,sd,u-100-1
sw3965A-ms98-a-0058,240.180750,240.279750,a,I,sd,u-100-1
sw3965A-ms98-a-0058,240.479375,240.690750,lot,I,sd,u-100-1
sw3965A-ms98-a-0058,240.690750,240.760750,of,I,sd,u-100-1
sw3965A-ms98-a-0058,240.760750,241.010750,people,I,sd,u-100-1
sw3965A-ms98-a-0058,241.010750,241.120750,that,I,sd,u-100-1
sw3965A-ms98-a-0058,241.120750,241.270750,have,I,sd,u-100-1
sw3965A-ms98-a-0058,241.270750,241.700750,gotten,I,sd,u-100-1
sw3965A-ms98-a-0058,241.700750,241.830750,them_1,I,sd,u-100-1
sw3965A-ms98-a-0058,241.830750,241.950750,you,I,sd,u-100-1
sw3965A-ms98-a-0058,241.950750,242.254625,know,I,sd,u-100-1
sw3965A-ms98-a-0059,242.731625,242.821625,my,B,sd,u-100-2
sw3965A-ms98-a-0059,242.821625,243.111625,next,I,sd,u-100-2
sw3965A-ms98-a-0059,243.111625,243.261625,door,I,sd,u-100-2
sw3965A-ms98-a-0059,243.261625,243.531625,neighbor,I,sd,u-100-2
sw3965A-ms98-a-0059,243.531625,243.711625,every,I,sd,u-100-2
sw3965A-ms98-a-0059,243.711625,243.861625,time,I,sd,u-100-2
sw3965A-ms98-a-0059,243.861625,244.031625,she,I,sd,u-100-2
sw3965A-ms98-a-0059,244.031625,244.381625,sees,I,sd,u-100-2
sw3965A-ms98-a-0059,244.381625,244.861625,something,I,sd,u-100-2
sw3965A-ms98-a-0059,244.861625,245.021625,she,I,sd,u-100-2
sw3965A-ms98-a-0059,245.021625,245.241625,thinks,I,sd,u-100-2
sw3965A-ms98-a-0059,245.241625,245.391625,it's,I,sd,u-100-2
sw3965A-ms98-a-0059,245.391625,245.511625,so,I,sd,u-100-2
sw3965A-ms98-a-0059,245.511625,245.801625,cute,I,sd,u-100-2
sw3965A-ms98-a-0059,245.801625,245.941625,she,I,sd,u-100-2
sw3965A-ms98-a-0059,245.941625,246.141625,wants,I,sd,u-100-2
sw3965A-ms98-a-0059,246.141625,246.201625,to,I,sd,u-100-2
sw3965A-ms98-a-0059,246.201625,246.461625,buy,I,sd,u-100-2
sw3965A-ms98-a-0059,246.461625,246.751625,it,I,sd,u-100-2
sw3965A-ms98-a-0059,246.751625,246.871625,you,I,sd,u-100-2
sw3965A-ms98-a-0059,246.871625,247.171625,know,I,sd,u-100-2
sw3965A-ms98-a-0059,247.171625,248.333375,[laughter],O,,
sw3965A-ms98-a-0060,249.254125,249.687750,so,B,sd,u-102-1
sw3965A-ms98-a-0060,249.687750,249.944125,i'm,I,sd,u-102-1
sw3965A-ms98-a-0060,249.944125,250.134125,just,I,sd,u-102-1
sw3965A-ms98-a-0060,250.134125,250.524125,hoping,I,sd,u-102-1
sw3965A-ms98-a-0060,250.524125,250.724125,that,I,sd,u-102-1
sw3965A-ms98-a-0060,250.724125,250.824125,you,I,sd,u-102-1
sw3965A-ms98-a-0060,250.824125,251.004125,know,I,sd,u-102-1
sw3965A-ms98-a-0060,251.004125,251.197000,that,I,sd,u-102-1
sw3965A-ms98-a-0060,251.859875,251.974125,we,I,sd,u-102-1
sw3965A-ms98-a-0060,251.974125,252.154125,can,I,sd,u-102-1
sw3965A-ms98-a-0060,252.154125,252.314125,get,I,sd,u-102-1
sw3965A-ms98-a-0060,252.314125,252.813750,some,I,sd,u-102-1
sw3965A-ms98-a-0060,252.813750,253.034125,cut,I,sd,u-102-1
sw3965A-ms98-a-0060,253.034125,253.254125,out,I,sd,u-102-1
sw3965A-ms98-a-0060,253.254125,253.384125,and,I,sd,u-102-1
sw3965A-ms98-a-0060,253.384125,253.764125,painted,I,sd,u-102-1
sw3965A-ms98-a-0060,253.764125,253.844125,you,I,sd,u-102-1
sw3965A-ms98-a-0060,253.844125,253.964125,know,I,sd,u-102-1
sw3965A-ms98-a-0060,253.964125,254.534750,before,I,sd,u-102-1
sw3965A-ms98-a-0060,254.749375,254.794125,su[mmer]-,I,sd,u-102-1
sw3965A-ms98-a-0060,254.794125,255.134125,summer,I,sd,u-102-1
sw3965A-ms98-a-0060,255.134125,255.504125,starts,I,sd,u-102-1
sw3965A-ms98-a-0060,255.504125,255.804125,because,B,+,u-104-1
sw3965A-ms98-a-0060,255.804125,255.904125,we,I,+,u-104-1
sw3965A-ms98-a-0060,255.904125,256.034125,don't,I,+,u-104-1
sw3965A-ms98-a-0060,256.034125,256.154125,want,I,+,u-104-1
sw3965A-ms98-a-0060,256.154125,256.214125,to,I,+,u-104-1
sw3965A-ms98-a-0060,256.214125,256.444125,have,I,+,u-104-1
sw3965A-ms98-a-0060,256.444125,256.784125,garage,I,+,u-104-1
sw3965A-ms98-a-0060,256.784125,257.154125,sales,I,+,u-104-1
sw3965A-ms98-a-0060,257.154125,257.224125,or,I,+,u-104-1
sw3965A-ms98-a-0060,257.224125,257.504125,anything,I,+,u-104-1
sw3965A-ms98-a-0060,257.504125,257.714125,like,I,+,u-104-1
sw3965A-ms98-a-0060,257.714125,258.018375,that,I,+,u-104-1
sw3965A-ms98-a-0060,258.639875,258.784125,in,B,+,u-106-1
sw3965A-ms98-a-0060,258.784125,258.854125,the,I,+,u-106-1
sw3965A-ms98-a-0060,258.854125,259.104125,winter,I,+,u-106-1
sw3965A-ms98-a-0060,259.104125,259.434125,time,I,+,u-106-1
sw3965A-ms98-a-0060,259.434125,259.514125,you,I,+,u-106-1
sw3965A-ms98-a-0060,259.514125,259.832375,know,I,+,u-106-1
sw3965A-ms98-a-0061,260.645000,260.985000,but,B,%,u-108-1
sw3965A-ms98-a-0061,260.985000,261.316250,um,I,%,u-108-1
sw3965A-ms98-a-0063,265.201375,265.367875,it,B,sd,u-110-1
sw3965A-ms98-a-0063,265.367875,265.797875,seems,I,sd,u-110-1
sw3965A-ms98-a-0063,265.797875,266.017875,it,I,sd,u-110-1
sw3965A-ms98-a-0063,266.017875,266.347875,seems,I,sd,u-110-1
sw3965A-ms98-a-0063,266.347875,266.547875,like,I,sd,u-110-1
sw3965A-ms98-a-0063,266.547875,266.667875,they,I,sd,u-110-1
sw3965A-ms98-a-0063,266.667875,266.897875,go,I,sd,u-110-1
sw3965A-ms98-a-0063,266.897875,267.127875,real,I,sd,u-110-1
sw3965A-ms98-a-0063,267.127875,267.527875,good,I,sd,u-110-1
sw3965A-ms98-a-0063,267.527875,267.637875,you,I,sd,u-110-1
sw3965A-ms98-a-0063,267.637875,267.996500,know,I,sd,u-110-1
sw3965A-ms98-a-0063,268.392000,268.477875,i,B,%,u-112-1
sw3965A-ms98-a-0063,268.477875,268.637875,mean,I,%,u-112-1
sw3965A-ms98-a-0063,268.637875,268.697875,the,I,%,u-112-1
sw3965A-ms98-a-0063,268.697875,269.177875,country,I,%,u-112-1
sw3965A-ms98-a-0063,269.177875,269.627875,anyhow,I,%,u-112-1
sw3965A-ms98-a-0063,269.627875,269.807875,out,I,%,u-112-1
sw3965A-ms98-a-0063,269.807875,270.077875,here,I,%,u-112-1
sw3965A-ms98-a-0063,270.077875,270.297250,and,B,sd,u-114-1
sw3965A-ms98-a-0063,270.297250,270.537875,i,I,sd,u-114-1
sw3965A-ms98-a-0063,270.537875,270.717875,live,I,sd,u-114-1
sw3965A-ms98-a-0063,270.717875,270.867875,out,I,sd,u-114-1
sw3965A-ms98-a-0063,270.867875,270.927875,in,I,sd,u-114-1
sw3965A-ms98-a-0063,270.927875,270.987875,the,I,sd,u-114-1
sw3965A-ms98-a-0063,270.987875,271.477125,valley,I,sd,u-114-1
sw3965A-ms98-a-0063,272.038375,272.527875,and,B,sd,u-116-1
sw3965A-ms98-a-0063,272.527875,272.967875,country,I,sd,u-116-1
sw3965A-ms98-a-0063,272.967875,273.327875,seems,I,sd,u-116-1
sw3965A-ms98-a-0063,273.327875,273.497875,to,I,sd,u-116-1
sw3965A-ms98-a-0063,273.497875,273.861875,be,I,sd,u-116-1
sw3965A-ms98-a-0063,274.121750,274.247875,the,I,sd,u-116-1
sw3965A-ms98-a-0063,274.247875,274.537875,in,I,sd,u-116-1
sw3965A-ms98-a-0063,274.537875,274.827875,thing,I,sd,u-116-1
sw3965A-ms98-a-0063,274.827875,275.007875,out,I,sd,u-116-1
sw3965A-ms98-a-0063,275.007875,275.412750,here,I,sd,u-116-1
sw3965A-ms98-a-0064,275.993000,276.153000,you,B,+,u-118-1
sw3965A-ms98-a-0064,276.153000,276.263000,know,I,+,u-118-1
sw3965A-ms98-a-0064,276.263000,276.683000,everybody,B,sd,u-118-2
sw3965A-ms98-a-0064,276.683000,277.043000,wants,I,sd,u-118-2
sw3965A-ms98-a-0064,277.043000,277.203000,little,I,sd,u-118-2
sw3965A-ms98-a-0064,277.203000,277.583000,country,I,sd,u-118-2
sw3965A-ms98-a-0064,277.583000,278.103000,pieces,I,sd,u-118-2
sw3965A-ms98-a-0064,278.103000,278.243000,so,B,sd,u-118-3
sw3965A-ms98-a-0064,278.243000,278.583000,anything,I,sd,u-118-3
sw3965A-ms98-a-0064,278.583000,278.713000,that,I,sd,u-118-3
sw3965A-ms98-a-0064,278.713000,278.963000,looks,I,sd,u-118-3
sw3965A-ms98-a-0064,278.963000,279.163000,like,I,sd,u-118-3
sw3965A-ms98-a-0064,279.163000,279.263000,it,I,sd,u-118-3
sw3965A-ms98-a-0064,279.263000,279.493000,might,I,sd,u-118-3
sw3965A-ms98-a-0064,279.493000,279.583000,be,I,sd,u-118-3
sw3965A-ms98-a-0064,279.583000,280.136500,country,I,sd,u-118-3
sw3965A-ms98-a-0064,280.539500,280.743000,is,I,sd,u-118-3
sw3965A-ms98-a-0064,280.743000,280.933000,what,I,sd,u-118-3
sw3965A-ms98-a-0064,280.933000,281.053000,they,I,sd,u-118-3
sw3965A-ms98-a-0064,281.053000,281.433000,want,I,sd,u-118-3
sw3965A-ms98-a-0064,281.433000,281.563000,you,I,sd,u-118-3
sw3965A-ms98-a-0064,281.563000,281.867500,know,I,sd,u-118-3
sw3965A-ms98-a-0064,282.428625,282.873000,yeah,B,ny,u-120-1
sw3965A-ms98-a-0065,283.931875,284.282250,and,B,sd,u-122-1
sw3965A-ms98-a-0065,284.282250,284.442250,uh,I,sd,u-122-1
sw3965A-ms98-a-0065,284.442250,284.672250,this,I,sd,u-122-1
sw3965A-ms98-a-0065,284.672250,284.882250,little,I,sd,u-122-1
sw3965A-ms98-a-0065,284.882250,285.212250,rabbit,I,sd,u-122-1
sw3965A-ms98-a-0065,285.212250,285.372250,that,I,sd,u-122-1
sw3965A-ms98-a-0065,285.372250,285.462250,i,I,sd,u-122-1
sw3965A-ms98-a-0065,285.462250,285.955000,made,I,sd,u-122-1
sw3965A-ms98-a-0065,286.211125,286.492250,in,I,sd,u-122-1
sw3965A-ms98-a-0065,286.492250,286.852000,uh,I,sd,u-122-1
sw3965A-ms98-a-0065,287.326625,287.642250,tole,I,sd,u-122-1
sw3965A-ms98-a-0065,287.642250,287.992250,painting,I,sd,u-122-1
sw3965A-ms98-a-0065,287.992250,288.441875,class,I,sd,u-122-1
sw3965A-ms98-a-0066,289.077250,289.167250,you,I,sd,u-122-1
sw3965A-ms98-a-0066,289.167250,289.267250,know,I,sd,u-122-1
sw3965A-ms98-a-0066,289.267250,289.417250,is,I,sd,u-122-1
sw3965A-ms98-a-0066,289.417250,289.607250,like,I,sd,u-122-1
sw3965A-ms98-a-0066,289.607250,289.697250,a,I,sd,u-122-1
sw3965A-ms98-a-0066,289.697250,290.217250,welcome,I,sd,u-122-1
sw3965A-ms98-a-0066,290.217250,290.397250,it's,B,sd,u-122-2
sw3965A-ms98-a-0066,290.397250,290.557250,got,I,sd,u-122-2
sw3965A-ms98-a-0066,290.557250,290.744000,a,I,sd,u-122-2
sw3965A-ms98-a-0066,291.182250,291.397000,it's,I,sd,u-122-2
sw3965A-ms98-a-0066,291.397000,291.577250,gonna,I,sd,u-122-2
sw3965A-ms98-a-0066,291.577250,291.777250,have,I,sd,u-122-2
sw3965A-ms98-a-0066,291.777250,292.017250,little,I,sd,u-122-2
sw3965A-ms98-a-0066,292.017250,292.297250,wooden,I,sd,u-122-2
sw3965A-ms98-a-0066,292.297250,292.727250,hearts,I,sd,u-122-2
sw3965A-ms98-a-0066,292.727250,293.107250,holding,I,sd,u-122-2
sw3965A-ms98-a-0066,293.107250,293.286875,it,I,sd,u-122-2
sw3965A-ms98-a-0066,293.750125,293.927250,in,I,sd,u-122-2
sw3965A-ms98-a-0066,293.927250,294.117250,its,I,sd,u-122-2
sw3965A-ms98-a-0066,294.117250,294.723750,hands,I,sd,u-122-2
sw3965A-ms98-a-0066,294.912000,295.117250,and,B,+,u-124-1
sw3965A-ms98-a-0066,295.117250,295.317250,then,I,+,u-124-1
sw3965A-ms98-a-0066,295.317250,295.757250,welcome,I,+,u-124-1
sw3965A-ms98-a-0066,295.757250,296.097250,written,I,+,u-124-1
sw3965A-ms98-a-0066,296.097250,296.267250,on,I,+,u-124-1
sw3965A-ms98-a-0066,296.267250,296.457250,those,I,+,u-124-1
sw3965A-ms98-a-0066,296.457250,296.667250,little,I,+,u-124-1
sw3965A-ms98-a-0066,296.667250,296.957250,wooden,I,+,u-124-1
sw3965A-ms98-a-0066,296.957250,297.643000,hearts,I,+,u-124-1
sw3965A-ms98-a-0067,298.506500,298.749750,and,B,%,u-126-1
