sw2020B-ms98-a-0002,2.539000,2.931500,hi,B,fp^m,u-2-1
sw2020B-ms98-a-0027,161.782125,162.132125,yeah,B,b,u-38-1
sw2020B-ms98-a-0029,177.234375,177.699250,yeah,B,b,u-40-1
sw2020B-ms98-a-0030,179.136625,179.584875,yeah,O,,
sw2020B-ms98-a-0031,180.553875,180.800625,they,B,sd,u-42-1
sw2020B-ms98-a-0031,180.800625,180.959750,they,I,sd,u-42-1
sw2020B-ms98-a-0031,180.959750,181.108625,do,I,sd,u-42-1
sw2020B-ms98-a-0031,181.108625,181.637125,copy,I,sd,u-42-1
sw2020B-ms98-a-0031,181.863125,182.389125,versions,I,sd,u-42-1
sw2020B-ms98-a-0031,182.592000,182.716375,they,I,sd,u-42-1
sw2020B-ms98-a-0031,182.716375,182.809125,do,I,sd,u-42-1
sw2020B-ms98-a-0031,182.809125,183.109125,cover,I,sd,u-42-1
sw2020B-ms98-a-0031,183.109125,183.679125,versions,I,sd,u-42-1
sw2020B-ms98-a-0031,183.679125,183.809125,of,I,sd,u-42-1
sw2020B-ms98-a-0031,184.060000,184.203125,of,I,sd,u-42-1
sw2020B-ms98-a-0031,184.495875,184.587375,you,I,sd,u-42-1
sw2020B-ms98-a-0031,184.587375,184.790750,know,I,sd,u-42-1
sw2020B-ms98-a-0031,184.913000,185.108875,like,I,sd,u-42-1
sw2020B-ms98-a-0031,185.108875,185.728125,standards,I,sd,u-42-1
sw2020B-ms98-a-0031,185.728125,185.908875,i,I,sd,u-42-1
sw2020B-ms98-a-0031,185.908875,186.139125,guess,I,sd,u-42-1
sw2020B-ms98-a-0031,186.139125,186.235750,you,I,sd,u-42-1
sw2020B-ms98-a-0031,186.235750,186.372125,could,I,sd,u-42-1
sw2020B-ms98-a-0031,186.372125,186.617000,call,I,sd,u-42-1
sw2020B-ms98-a-0031,186.617000,186.789125,it,I,sd,u-42-1
sw2020B-ms98-a-0031,188.230375,188.680375,[laughter-yeah],O,,
sw2020B-ms98-a-0031,188.680375,188.869875,[laughter-so],O,,
sw2020B-ms98-a-0031,188.869875,189.022500,i,B,sv,u-44-1
sw2020B-ms98-a-0031,189.022500,189.182750,think,I,sv,u-44-1
sw2020B-ms98-a-0031,189.182750,189.382125,it's,I,sv,u-44-1
sw2020B-ms98-a-0031,189.382125,189.559500,kind,I,sv,u-44-1
sw2020B-ms98-a-0031,189.559500,189.683750,of,I,sv,u-44-1
sw2020B-ms98-a-0031,189.683750,190.219125,absurd,I,sv,u-44-1
sw2020B-ms98-a-0031,190.219125,190.299125,you,I,sv,u-44-1
sw2020B-ms98-a-0031,190.299125,190.399125,know,I,sv,u-44-1
sw2020B-ms98-a-0031,190.399125,190.489125,the,I,sv,u-44-1
sw2020B-ms98-a-0031,190.489125,190.889125,fact,I,sv,u-44-1
sw2020B-ms98-a-0031,190.889125,191.029125,that,I,sv,u-44-1
sw2020B-ms98-a-0031,191.424625,191.523625,you,I,sv,u-44-1
sw2020B-ms98-a-0031,191.523625,191.667750,know,I,sv,u-44-1
sw2020B-ms98-a-0031,191.667750,191.799500,they,I,sv,u-44-1
sw2020B-ms98-a-0031,191.799500,191.959125,don't,I,sv,u-44-1
sw2020B-ms98-a-0031,191.959125,192.425250,really,I,sv,u-44-1
sw2020B-ms98-a-0031,192.774750,192.883750,they,I,sv,u-44-1
sw2020B-ms98-a-0031,192.883750,193.019125,don't,I,sv,u-44-1
sw2020B-ms98-a-0031,193.019125,193.269125,really,I,sv,u-44-1
sw2020B-ms98-a-0032,193.773375,194.413375,give,I,sv,u-44-1
sw2020B-ms98-a-0032,194.811375,194.887375,you,I,sv,u-44-1
sw2020B-ms98-a-0032,194.887375,195.015375,know,I,sv,u-44-1
sw2020B-ms98-a-0032,195.015375,195.091625,the,I,sv,u-44-1
sw2020B-ms98-a-0032,195.091625,195.630250,original,I,sv,u-44-1
sw2020B-ms98-a-0032,195.630250,196.073375,artist,I,sv,u-44-1
sw2020B-ms98-a-0032,196.073375,196.180125,or,I,sv,u-44-1
sw2020B-ms98-a-0032,196.180125,196.296375,the,I,sv,u-44-1
sw2020B-ms98-a-0032,196.296375,196.601000,original,I,sv,u-44-1
sw2020B-ms98-a-0032,196.601000,197.252750,composer,I,sv,u-44-1
sw2020B-ms98-a-0032,197.252750,197.482500,the,B,+,u-46-1
sw2020B-ms98-a-0032,197.482500,198.103375,credit,I,+,u-46-1
sw2020B-ms98-a-0032,198.103375,198.423375,that's,I,+,u-46-1
sw2020B-ms98-a-0032,198.423375,198.683375,really,I,+,u-46-1
sw2020B-ms98-a-0032,198.683375,198.953375,due,I,+,u-46-1
sw2020B-ms98-a-0032,198.953375,199.133375,to,I,+,u-46-1
sw2020B-ms98-a-0032,199.133375,199.433375,them,I,+,u-46-1
sw2020B-ms98-a-0034,206.223875,206.679750,yeah,B,b,u-48-1
sw2020B-ms98-a-0036,212.285875,212.669750,yeah,B,ny,u-50-1
sw2020B-ms98-a-0036,212.844500,213.322750,um-hum,O,,
sw2020B-ms98-a-0038,215.762625,215.884250,yeah,O,,
sw2020B-ms98-a-0038,215.884250,216.063125,it,O,,
sw2020B-ms98-a-0038,216.063125,216.293125,Jimi,B,sd,u-52-1
sw2020B-ms98-a-0038,216.293125,216.673125,Hendrix,I,sd,u-52-1
sw2020B-ms98-a-0038,216.673125,216.781000,was,I,sd,u-52-1
sw2020B-ms98-a-0038,216.781000,216.927875,the,I,sd,u-52-1
sw2020B-ms98-a-0038,216.927875,217.437000,original,I,sd,u-52-1
sw2020B-ms98-a-0038,217.971875,218.357000,Jimi,B,sd^r,u-54-1
sw2020B-ms98-a-0038,218.357000,218.793875,Hendrix,I,sd^r,u-54-1
sw2020B-ms98-a-0038,218.793875,218.934875,was,I,sd^r,u-54-1
sw2020B-ms98-a-0038,218.934875,219.074250,the,I,sd^r,u-54-1
sw2020B-ms98-a-0038,219.074250,219.407250,original,I,sd^r,u-54-1
sw2020B-ms98-a-0038,219.407250,219.580500,he,B,sd,u-54-2
sw2020B-ms98-a-0038,219.580500,219.843125,wrote,I,sd,u-54-2
sw2020B-ms98-a-0040,225.730000,226.360000,okay,B,b,u-56-1
sw2020B-ms98-a-0042,233.731500,234.558500,um-hum,B,b,u-58-1
sw2020B-ms98-a-0044,239.768625,243.267500,[laughter],O,,
sw2020B-ms98-a-0045,244.089500,244.765625,yeah,B,b,u-60-1
sw2020B-ms98-a-0045,244.765625,244.878625,i,B,h,u-60-2
sw2020B-ms98-a-0045,244.878625,244.991875,don't,I,h,u-60-2
sw2020B-ms98-a-0045,244.991875,245.119875,know,I,h,u-60-2
sw2020B-ms98-a-0045,245.119875,245.247875,it,B,sd,u-60-3
sw2020B-ms98-a-0045,245.247875,245.558375,may've,I,sd,u-60-3
sw2020B-ms98-a-0045,245.671375,245.801875,it,I,sd,u-60-3
sw2020B-ms98-a-0045,245.801875,246.081875,may've,I,sd,u-60-3
sw2020B-ms98-a-0045,246.081875,246.241875,been,I,sd,u-60-3
sw2020B-ms98-a-0045,246.241875,246.578250,somebody,I,sd,u-60-3
sw2020B-ms98-a-0045,246.578250,246.815625,else,I,sd,u-60-3
sw2020B-ms98-a-0045,246.815625,247.110375,because,I,sd,u-60-3
sw2020B-ms98-a-0045,247.110375,247.230875,i,I,sd,u-60-3
sw2020B-ms98-a-0045,247.230875,247.386375,th[ink]-,I,sd,u-60-3
sw2020B-ms98-a-0045,247.386375,247.525750,i,I,sd,u-60-3
sw2020B-ms98-a-0045,247.525750,247.671875,think,I,sd,u-60-3
sw2020B-ms98-a-0045,247.671875,247.791875,that,I,sd,u-60-3
sw2020B-ms98-a-0045,247.791875,248.198375,even,I,sd,u-60-3
sw2020B-ms98-a-0045,248.424375,248.681875,Jimi,I,sd,u-60-3
sw2020B-ms98-a-0045,248.681875,249.029750,Hendrix,I,sd,u-60-3
sw2020B-ms98-a-0045,249.029750,249.132250,did,I,sd,u-60-3
sw2020B-ms98-a-0045,249.132250,249.211250,a,O,,
sw2020B-ms98-a-0045,249.568375,249.704000,i,B,sd,u-60-4
sw2020B-ms98-a-0045,249.704000,249.851875,think,I,sd,u-60-4
sw2020B-ms98-a-0045,249.851875,250.031875,that,I,sd,u-60-4
sw2020B-ms98-a-0045,250.031875,250.171875,was,I,sd,u-60-4
sw2020B-ms98-a-0045,250.171875,250.271875,a,I,sd,u-60-4
sw2020B-ms98-a-0045,250.271875,250.586125,cov[er]-,O,,
sw2020B-ms98-a-0045,250.586125,250.751375,i,O,,
sw2020B-ms98-a-0045,250.751375,250.887250,you,B,sd,u-60-5
sw2020B-ms98-a-0045,250.887250,251.068000,know,I,sd,u-60-5
sw2020B-ms98-a-0045,251.068000,251.246125,come,I,sd,u-60-5
sw2020B-ms98-a-0045,251.246125,251.336500,to,I,sd,u-60-5
sw2020B-ms98-a-0045,251.336500,251.481875,think,I,sd,u-60-5
sw2020B-ms98-a-0045,251.481875,251.541875,of,I,sd,u-60-5
sw2020B-ms98-a-0045,251.541875,251.598500,it,I,sd,u-60-5
sw2020B-ms98-a-0045,251.598500,251.711500,i,I,sd,u-60-5
sw2020B-ms98-a-0045,251.711500,251.871875,think,I,sd,u-60-5
sw2020B-ms98-a-0045,251.871875,252.011875,that,I,sd,u-60-5
sw2020B-ms98-a-0045,252.011875,252.113500,was,I,sd,u-60-5
sw2020B-ms98-a-0045,252.113500,252.221750,a,I,sd,u-60-5
sw2020B-ms98-a-0045,252.221750,252.526875,cover,I,sd,u-60-5
sw2020B-ms98-a-0045,252.526875,252.854500,version,I,sd,u-60-5
sw2020B-ms98-a-0045,252.992250,253.261875,of,I,sd,u-60-5
sw2020B-ms98-a-0046,253.717000,253.849875,like,I,sd,u-60-5
sw2020B-ms98-a-0046,253.849875,253.968875,a,I,sd,u-60-5
sw2020B-ms98-a-0046,254.037000,254.314500,John,I,sd,u-60-5
sw2020B-ms98-a-0046,254.314500,254.530375,Lee,I,sd,u-60-5
sw2020B-ms98-a-0046,254.530375,254.948375,Hooker,I,sd,u-60-5
sw2020B-ms98-a-0046,254.948375,255.244375,song,I,sd,u-60-5
sw2020B-ms98-a-0046,255.244375,255.361125,or,I,sd,u-60-5
sw2020B-ms98-a-0046,255.361125,255.684875,something,I,sd,u-60-5
sw2020B-ms98-a-0046,255.684875,255.805375,i,B,sd,u-62-1
sw2020B-ms98-a-0046,255.805375,255.937000,mean,I,sd,u-62-1
sw2020B-ms98-a-0046,255.937000,256.017000,it,I,sd,u-62-1
sw2020B-ms98-a-0046,256.017000,256.242125,was,I,sd,u-62-1
sw2020B-ms98-a-0046,256.242125,256.490750,like,I,sd,u-62-1
sw2020B-ms98-a-0046,256.827000,256.887000,it,B,sd,u-62-2
sw2020B-ms98-a-0046,256.887000,257.017000,was,I,sd,u-62-2
sw2020B-ms98-a-0046,257.159000,257.472750,really,I,sd,u-62-2
sw2020B-ms98-a-0046,257.472750,257.758750,old,I,sd,u-62-2
sw2020B-ms98-a-0047,258.242750,258.333375,i,B,%,u-64-1
sw2020B-ms98-a-0047,258.333375,258.439250,mean,I,%,u-64-1
sw2020B-ms98-a-0047,258.439250,258.639625,i,I,%,u-64-1
sw2020B-ms98-a-0047,258.639625,258.950125,i,I,%,u-64-1
sw2020B-ms98-a-0047,259.210000,259.331500,it,O,,
sw2020B-ms98-a-0047,259.331500,259.449375,it,O,,
sw2020B-ms98-a-0047,259.449375,259.570125,a,B,sd,u-64-2
sw2020B-ms98-a-0047,259.570125,259.822500,l[ot]-,I,sd,u-64-2
sw2020B-ms98-a-0047,259.822500,259.965750,there're,I,sd,u-64-2
sw2020B-ms98-a-0047,259.965750,260.063625,a,I,sd,u-64-2
sw2020B-ms98-a-0047,260.063625,260.373000,lot,I,sd,u-64-2
sw2020B-ms98-a-0047,260.373000,260.546250,so,I,sd,u-64-2
sw2020B-ms98-a-0047,260.546250,260.821500,many,I,sd,u-64-2
sw2020B-ms98-a-0047,260.821500,261.164250,different,I,sd,u-64-2
sw2020B-ms98-a-0047,261.164250,261.494500,songs,I,sd,u-64-2
sw2020B-ms98-a-0047,261.494500,261.573625,i,B,sd,u-64-3
sw2020B-ms98-a-0047,261.573625,261.835250,mean,I,sd,u-64-3
sw2020B-ms98-a-0047,261.835250,262.015750,like,I,sd,u-64-3
sw2020B-ms98-a-0047,262.015750,262.111000,the,I,sd,u-64-3
sw2020B-ms98-a-0047,262.111000,262.322625,whole,I,sd,u-64-3
sw2020B-ms98-a-0047,262.322625,262.541000,thing,I,sd,u-64-3
sw2020B-ms98-a-0047,262.541000,262.725250,about,I,sd,u-64-3
sw2020B-ms98-a-0047,262.725250,263.084875,cover,I,sd,u-64-3
sw2020B-ms98-a-0047,263.084875,263.639500,versions,I,sd,u-64-3
sw2020B-ms98-a-0047,263.639500,263.718625,a,I,sd,u-64-3
sw2020B-ms98-a-0047,263.718625,263.915250,lot,I,sd,u-64-3
sw2020B-ms98-a-0047,263.915250,263.997125,of,I,sd,u-64-3
sw2020B-ms98-a-0047,264.117625,264.343250,times,I,sd,u-64-3
sw2020B-ms98-a-0047,264.343250,264.416000,i,I,sd,u-64-3
sw2020B-ms98-a-0047,264.416000,264.536500,mean,I,sd,u-64-3
sw2020B-ms98-a-0047,264.536500,264.725250,i've,I,sd,u-64-3
sw2020B-ms98-a-0047,264.725250,264.975250,heard,I,sd,u-64-3
sw2020B-ms98-a-0047,264.975250,265.172750,some,I,sd,u-64-3
sw2020B-ms98-a-0047,265.263125,265.504125,songs,I,sd,u-64-3
sw2020B-ms98-a-0047,265.601625,265.795250,that,I,sd,u-64-3
sw2020B-ms98-a-0048,266.249625,266.358875,that,I,sd,u-64-3
sw2020B-ms98-a-0048,266.358875,266.537875,i,I,sd,u-64-3
sw2020B-ms98-a-0048,266.537875,266.740625,just,I,sd,u-64-3
sw2020B-ms98-a-0048,266.740625,266.940625,thought,I,sd,u-64-3
sw2020B-ms98-a-0048,266.940625,267.113625,were,I,sd,u-64-3
sw2020B-ms98-a-0048,267.113625,267.766750,horrendous,I,sd,u-64-3
sw2020B-ms98-a-0048,267.766750,268.098125,cover,I,sd,u-64-3
sw2020B-ms98-a-0048,268.098125,268.506000,versions,I,sd,u-64-3
sw2020B-ms98-a-0048,268.506000,268.585000,and,O,,
sw2020B-ms98-a-0048,268.585000,268.770625,i'm,B,sd(^q),u-64-4
sw2020B-ms98-a-0048,268.770625,268.980625,like,I,sd(^q),u-64-4
sw2020B-ms98-a-0048,268.980625,269.068125,you,I,sd(^q),u-64-4
sw2020B-ms98-a-0048,269.068125,269.340875,know,I,sd(^q),u-64-4
sw2020B-ms98-a-0048,269.340875,269.512875,i,I,sd(^q),u-64-4
sw2020B-ms98-a-0048,269.512875,269.644625,i,I,sd(^q),u-64-4
sw2020B-ms98-a-0048,269.644625,269.760875,don't,I,sd(^q),u-64-4
sw2020B-ms98-a-0048,269.760875,270.002125,wanna,O,,
sw2020B-ms98-a-0048,270.002125,270.463625,[laughter-listen],O,,
sw2020B-ms98-a-0048,270.463625,270.776250,[laughter-to],O,,
sw2020B-ms98-a-0048,270.776250,270.940625,[laughter-this],O,,
sw2020B-ms98-a-0048,270.940625,271.880625,[laughter],O,,
sw2020B-ms98-a-0048,271.880625,272.189875,because,B,+,u-66-1
sw2020B-ms98-a-0048,272.189875,272.275875,you,I,+,u-66-1
sw2020B-ms98-a-0048,272.275875,272.411500,know,I,+,u-66-1
sw2020B-ms98-a-0048,272.411500,272.600250,you,I,+,u-66-1
sw2020B-ms98-a-0048,272.600250,272.820625,think,I,+,u-66-1
sw2020B-ms98-a-0048,272.820625,272.990625,of,I,+,u-66-1
sw2020B-ms98-a-0048,272.990625,273.161625,the,I,+,u-66-1
sw2020B-ms98-a-0048,273.161625,273.630375,original,I,+,u-66-1
sw2020B-ms98-a-0048,273.630375,273.863875,it's,I,+,u-66-1
sw2020B-ms98-a-0048,273.863875,274.070625,like,I,+,u-66-1
sw2020B-ms98-a-0048,274.070625,274.140625,you,B,^q,u-66-2
sw2020B-ms98-a-0048,274.140625,274.460625,know,I,^q,u-66-2
sw2020B-ms98-a-0048,274.460625,274.510625,oh,I,^q,u-66-2
sw2020B-ms98-a-0048,274.510625,274.680625,that,I,^q,u-66-2
sw2020B-ms98-a-0048,274.680625,274.900625,was,I,^q,u-66-2
sw2020B-ms98-a-0048,274.900625,275.290625,really,I,^q,u-66-2
sw2020B-ms98-a-0048,275.290625,275.670625,great,I,^q,u-66-2
sw2020B-ms98-a-0048,275.670625,275.787875,that,B,^q,u-66-3
sw2020B-ms98-a-0048,275.787875,275.887875,was,I,^q,u-66-3
sw2020B-ms98-a-0048,275.887875,276.024750,a,I,^q,u-66-3
sw2020B-ms98-a-0048,276.240500,276.333000,you,I,^q,u-66-3
sw2020B-ms98-a-0048,276.333000,276.508500,know,I,^q,u-66-3
sw2020B-ms98-a-0049,276.999375,277.262500,really,I,^q,u-66-3
sw2020B-ms98-a-0049,277.262500,277.399125,good,I,^q,u-66-3
sw2020B-ms98-a-0049,277.399125,277.679125,piece,I,^q,u-66-3
sw2020B-ms98-a-0049,277.679125,277.765250,of,I,^q,u-66-3
sw2020B-ms98-a-0049,277.765250,278.093000,work,I,^q,u-66-3
sw2020B-ms98-a-0049,278.093000,278.245375,and,B,sv(^q),u-66-4
sw2020B-ms98-a-0049,278.787750,279.019125,then,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,279.019125,279.069125,y[ou]-,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,279.069125,279.209125,when,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,279.209125,279.299125,you,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,279.299125,279.429125,hear,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,279.429125,279.489125,the,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,279.489125,279.859125,cover,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,279.859125,280.035375,it's,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,280.035375,280.343500,like,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,280.343500,280.426250,you,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,280.426250,280.676250,know,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,280.676250,281.019625,God,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,281.019625,281.106250,you,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,281.106250,281.259125,know,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,281.259125,281.479125,what,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,281.709125,281.809125,what,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,281.809125,281.877000,are,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,281.877000,282.031250,they,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,282.031250,282.438375,doing,I,sv(^q),u-66-4
sw2020B-ms98-a-0049,282.438375,282.539625,[laughter-to],O,,
sw2020B-ms98-a-0049,282.539625,283.456375,[laughter-this],O,,
sw2020B-ms98-a-0049,283.456375,285.519125,[laughter],O,,
sw2020B-ms98-a-0049,285.519125,285.685875,oh,O,,
sw2020B-ms98-a-0049,285.685875,285.838875,i,B,sv,u-68-1
sw2020B-ms98-a-0049,285.838875,285.985375,th[ink]-,I,sv,u-68-1
sw2020B-ms98-a-0049,285.985375,286.177500,i,I,sv,u-68-1
sw2020B-ms98-a-0049,286.177500,286.315750,think,I,sv,u-68-1
sw2020B-ms98-a-0049,286.315750,286.436375,a,I,sv,u-68-1
sw2020B-ms98-a-0049,286.436375,286.629125,good,I,sv,u-68-1
sw2020B-ms98-a-0049,286.629125,286.829125,one,I,sv,u-68-1
sw2020B-ms98-a-0049,286.829125,287.159125,was,I,sv,u-68-1
sw2020B-ms98-a-0049,287.159125,287.599125,um,I,sv,u-68-1
sw2020B-ms98-a-0049,288.009125,288.119500,there,B,sd,u-68-2
sw2020B-ms98-a-0049,288.119500,288.213625,was,I,sd,u-68-2
sw2020B-ms98-a-0049,288.213625,288.384875,a,I,sd,u-68-2
sw2020B-ms98-a-0049,288.384875,288.674875,Peter,I,sd,u-68-2
sw2020B-ms98-a-0049,288.674875,289.209125,Frampton,I,sd,u-68-2
sw2020B-ms98-a-0049,289.209125,289.709125,song,I,sd,u-68-2
sw2020B-ms98-a-0050,290.897625,291.094000,y[eah]-,O,,
sw2020B-ms98-a-0050,291.094000,291.317750,and,B,sv,u-70-1
sw2020B-ms98-a-0050,291.317750,291.588250,then,I,sv,u-70-1
sw2020B-ms98-a-0050,291.588250,291.732000,the,I,sv,u-70-1
sw2020B-ms98-a-0050,291.732000,292.138750,cover,I,sv,u-70-1
sw2020B-ms98-a-0050,292.138750,292.520500,version,I,sv,u-70-1
sw2020B-ms98-a-0050,292.520500,292.776625,i,I,sv,u-70-1
sw2020B-ms98-a-0050,292.776625,292.991500,think,I,sv,u-70-1
sw2020B-ms98-a-0050,292.991500,293.118125,i,I,sv,u-70-1
sw2020B-ms98-a-0050,293.118125,293.241125,mean,I,sv,u-70-1
sw2020B-ms98-a-0050,293.241125,293.394250,i,I,sv,u-70-1
sw2020B-ms98-a-0050,293.394250,293.632500,thought,I,sv,u-70-1
sw2020B-ms98-a-0050,293.632500,293.828125,was,I,sv,u-70-1
sw2020B-ms98-a-0050,294.035375,294.560625,absolu[tely]-,I,sv,u-70-1
sw2020B-ms98-a-0050,294.560625,294.745250,it,I,sv,u-70-1
sw2020B-ms98-a-0050,294.745250,294.847750,was,I,sv,u-70-1
sw2020B-ms98-a-0050,294.847750,295.408000,pitiful,I,sv,u-70-1
sw2020B-ms98-a-0050,295.408000,297.047750,[laughter],O,,
sw2020B-ms98-a-0052,299.793625,300.337250,yeah,B,aa,u-72-1
sw2020B-ms98-a-0052,300.337250,300.552750,there's,O,,
sw2020B-ms98-a-0052,300.742000,303.073750,[laughter],O,,
sw2020B-ms98-a-0052,303.073750,303.407750,yeah,B,b,u-74-1
sw2020B-ms98-a-0052,303.407750,303.580000,but,B,qw^d,u-74-2
sw2020B-ms98-a-0052,303.707875,303.824625,you,I,qw^d,u-74-2
sw2020B-ms98-a-0052,303.824625,304.016750,know,I,qw^d,u-74-2
sw2020B-ms98-a-0052,304.118375,304.381375,whatever,I,qw^d,u-74-2
sw2020B-ms98-a-0052,304.381375,304.634125,became,I,qw^d,u-74-2
sw2020B-ms98-a-0052,304.634125,304.769750,of,I,qw^d,u-74-2
sw2020B-ms98-a-0052,304.769750,305.063750,Peter,I,qw^d,u-74-2
sw2020B-ms98-a-0052,305.063750,305.399875,Frampton,I,qw^d,u-74-2
sw2020B-ms98-a-0052,305.399875,305.516625,i,B,sv,u-74-3
sw2020B-ms98-a-0052,305.516625,305.679125,mean,I,sv,u-74-3
sw2020B-ms98-a-0052,305.679125,305.795875,there,I,sv,u-74-3
sw2020B-ms98-a-0052,305.795875,305.970000,was,I,sv,u-74-3
sw2020B-ms98-a-0052,305.970000,306.516250,nothing,I,sv,u-74-3
sw2020B-ms98-a-0052,306.833625,306.988000,he,B,sv,u-74-4
sw2020B-ms98-a-0052,306.988000,307.114250,was,I,sv,u-74-4
sw2020B-ms98-a-0052,307.114250,307.253625,a,I,sv,u-74-4
sw2020B-ms98-a-0052,307.253625,307.758000,phenomenon,I,sv,u-74-4
sw2020B-ms98-a-0052,307.758000,307.822125,i,B,sv,u-74-5
sw2020B-ms98-a-0052,307.822125,308.105500,mean,I,sv,u-74-5
sw2020B-ms98-a-0052,308.105500,308.214625,there,I,sv,u-74-5
sw2020B-ms98-a-0052,308.214625,308.340000,was,I,sv,u-74-5
sw2020B-ms98-a-0052,308.340000,308.500000,no,I,sv,u-74-5
sw2020B-ms98-a-0052,308.500000,308.930000,reason,I,sv,u-74-5
sw2020B-ms98-a-0052,308.930000,309.070000,for,I,sv,u-74-5
sw2020B-ms98-a-0052,309.070000,309.240000,him,I,sv,u-74-5
sw2020B-ms98-a-0052,309.240000,309.350000,to,I,sv,u-74-5
sw2020B-ms98-a-0052,309.350000,309.620000,really,I,sv,u-74-5
sw2020B-ms98-a-0052,309.620000,309.851625,come,I,sv,u-74-5
sw2020B-ms98-a-0052,309.851625,310.263500,into,I,sv,u-74-5
sw2020B-ms98-a-0052,310.741875,310.860375,you,I,sv,u-74-5
sw2020B-ms98-a-0052,310.860375,311.124125,know,I,sv,u-74-5
sw2020B-ms98-a-0052,311.124125,311.380000,great,I,sv,u-74-5
sw2020B-ms98-a-0052,311.380000,311.840000,stardom,I,sv,u-74-5
sw2020B-ms98-a-0052,311.840000,311.930000,or,I,sv,u-74-5
sw2020B-ms98-a-0052,311.930000,312.520000,anything,I,sv,u-74-5
sw2020B-ms98-a-0053,314.560875,315.087125,yeah,B,b,u-76-1
sw2020B-ms98-a-0053,315.087125,315.806250,yeah,B,b^r,u-76-2
sw2020B-ms98-a-0053,315.806250,315.921750,i,B,%,u-76-3
sw2020B-ms98-a-0053,315.921750,316.080000,i,I,%,u-76-3
sw2020B-ms98-a-0053,316.080000,316.302625,think,I,%,u-76-3
sw2020B-ms98-a-0053,316.302625,316.423125,i,I,%,u-76-3
sw2020B-ms98-a-0053,316.423125,316.568375,think,I,%,u-76-3
sw2020B-ms98-a-0053,316.568375,316.728375,that,O,,
sw2020B-ms98-a-0053,316.728375,316.978375,prob[ably]-,O,,
sw2020B-ms98-a-0053,317.708375,317.871250,yeah,B,b,u-78-1
sw2020B-ms98-a-0053,317.871250,318.022000,i,B,sv,u-78-2
sw2020B-ms98-a-0053,318.022000,318.178375,think,I,sv,u-78-2
sw2020B-ms98-a-0053,318.178375,318.288375,that,I,sv,u-78-2
sw2020B-ms98-a-0053,318.288375,318.788375,probably,I,sv,u-78-2
sw2020B-ms98-a-0053,318.788375,319.059875,what,I,sv,u-78-2
sw2020B-ms98-a-0053,319.185875,319.317750,did,I,sv,u-78-2
sw2020B-ms98-a-0053,319.317750,319.458375,it,I,sv,u-78-2
sw2020B-ms98-a-0053,319.458375,319.618375,for,I,sv,u-78-2
sw2020B-ms98-a-0053,319.618375,320.015625,him,I,sv,u-78-2
sw2020B-ms98-a-0053,320.015625,320.173875,was,I,sv,u-78-2
sw2020B-ms98-a-0053,320.173875,320.284125,the,I,sv,u-78-2
sw2020B-ms98-a-0053,320.284125,320.538375,fact,I,sv,u-78-2
sw2020B-ms98-a-0053,320.538375,320.633750,that,I,sv,u-78-2
sw2020B-ms98-a-0053,320.633750,320.773125,he,I,sv,u-78-2
sw2020B-ms98-a-0053,320.773125,320.925000,was,I,sv,u-78-2
sw2020B-ms98-a-0053,320.925000,321.049375,a,I,sv,u-78-2
sw2020B-ms98-a-0053,321.198375,321.538375,good,I,sv,u-78-2
sw2020B-ms98-a-0053,321.538375,321.918375,stage,I,sv,u-78-2
sw2020B-ms98-a-0053,321.918375,322.497000,performer,I,sv,u-78-2
sw2020B-ms98-a-0054,324.389000,324.872250,yeah,O,,
sw2020B-ms98-a-0056,329.232500,330.318250,[laughter],O,,
sw2020B-ms98-a-0056,330.318250,330.730750,oh,B,ba,u-80-1
sw2020B-ms98-a-0056,330.730750,331.061375,man,I,ba,u-80-1
sw2020B-ms98-a-0057,332.297000,334.132375,[laughter],O,,
sw2020B-ms98-a-0057,334.132375,334.780125,yeah,B,b,u-82-1
sw2020B-ms98-a-0057,334.780125,335.031875,i've,B,sd,u-82-2
sw2020B-ms98-a-0057,335.431875,335.668125,i,I,sd,u-82-2
sw2020B-ms98-a-0057,335.668125,335.822625,i,I,sd,u-82-2
sw2020B-ms98-a-0057,335.822625,336.284625,graduated,I,sd,u-82-2
sw2020B-ms98-a-0057,336.284625,336.460875,back,I,sd,u-82-2
sw2020B-ms98-a-0057,336.460875,336.577625,in,I,sd,u-82-2
sw2020B-ms98-a-0057,336.577625,336.911875,seventy,I,sd,u-82-2
