sw3138A-ms98-a-0003,3.645125,4.055125,alright,B,aa,u-2-1
sw3138A-ms98-a-0057,240.926625,241.216625,making,I,+,u-116-1
sw3138A-ms98-a-0057,241.216625,241.336625,it,I,+,u-116-1
sw3138A-ms98-a-0057,241.336625,241.516625,like,I,+,u-116-1
sw3138A-ms98-a-0057,241.516625,241.656625,right,I,+,u-116-1
sw3138A-ms98-a-0057,241.656625,241.906625,after,I,+,u-116-1
sw3138A-ms98-a-0057,241.906625,242.666625,Thanksgiving,I,+,u-116-1
sw3138A-ms98-a-0057,242.766625,242.936625,and,B,+,u-118-1
sw3138A-ms98-a-0057,242.936625,243.286625,using,I,+,u-118-1
sw3138A-ms98-a-0057,243.286625,243.416625,the,I,+,u-118-1
sw3138A-ms98-a-0057,243.566625,243.936625,leftover,I,+,u-118-1
sw3138A-ms98-a-0057,243.936625,244.406625,turkey,I,+,u-118-1
sw3138A-ms98-a-0058,244.996875,245.156875,and,B,sd,u-120-1
sw3138A-ms98-a-0058,245.156875,245.406875,it's,I,sd,u-120-1
sw3138A-ms98-a-0058,245.496875,246.466875,rice,I,sd,u-120-1
sw3138A-ms98-a-0058,246.506875,246.746875,and,I,sd,u-120-1
sw3138A-ms98-a-0058,247.846875,247.876875,i-,O,,
sw3138A-ms98-a-0058,247.876875,247.906875,i-,O,,
sw3138A-ms98-a-0058,247.906875,247.936875,i,O,,
sw3138A-ms98-a-0058,247.936875,248.056875,when,B,sd,u-120-2
sw3138A-ms98-a-0058,248.056875,248.166875,i,I,sd,u-120-2
sw3138A-ms98-a-0058,248.166875,248.356875,do,I,sd,u-120-2
sw3138A-ms98-a-0058,248.356875,248.816875,recipes,I,sd,u-120-2
sw3138A-ms98-a-0058,248.816875,248.936875,i,I,sd,u-120-2
sw3138A-ms98-a-0058,248.936875,249.196875,just,I,sd,u-120-2
sw3138A-ms98-a-0058,249.196875,249.446875,throw,I,sd,u-120-2
sw3138A-ms98-a-0058,249.446875,249.776875,stuff,I,sd,u-120-2
sw3138A-ms98-a-0058,249.776875,249.906875,in,I,sd,u-120-2
sw3138A-ms98-a-0058,249.906875,249.996875,i,B,sd,u-120-3
sw3138A-ms98-a-0058,249.996875,250.206875,don't,I,sd,u-120-3
sw3138A-ms98-a-0058,250.206875,250.336875,i'm,I,sd,u-120-3
sw3138A-ms98-a-0058,250.336875,250.546875,not,I,sd,u-120-3
sw3138A-ms98-a-0058,250.606875,250.736875,real,I,sd,u-120-3
sw3138A-ms98-a-0058,250.736875,250.866875,good,I,sd,u-120-3
sw3138A-ms98-a-0058,250.866875,251.106875,about,I,sd,u-120-3
sw3138A-ms98-a-0058,251.106875,251.576875,measuring,I,sd,u-120-3
sw3138A-ms98-a-0058,251.716875,252.066875,because,B,%,u-122-1
sw3138A-ms98-a-0058,252.066875,252.196875,i,I,%,u-122-1
sw3138A-ms98-a-0058,252.196875,252.436875,just,I,%,u-122-1
sw3138A-ms98-a-0058,252.506875,252.586875,i,B,sd,u-122-2
sw3138A-ms98-a-0058,252.586875,252.756875,do,I,sd,u-122-2
sw3138A-ms98-a-0058,252.756875,252.876875,it,I,sd,u-122-2
sw3138A-ms98-a-0058,252.876875,252.956875,to,I,sd,u-122-2
sw3138A-ms98-a-0058,252.956875,253.566875,taste,I,sd,u-122-2
sw3138A-ms98-a-0059,254.413875,254.683875,and,B,%,u-124-1
sw3138A-ms98-a-0060,256.064625,256.244625,well,B,aa,u-126-1
sw3138A-ms98-a-0060,256.244625,256.694625,yeah,I,aa,u-126-1
sw3138A-ms98-a-0060,256.954625,257.174625,but,B,sd,u-126-2
sw3138A-ms98-a-0060,257.174625,257.344625,it,I,sd,u-126-2
sw3138A-ms98-a-0060,257.394625,257.614625,it's,I,sd,u-126-2
sw3138A-ms98-a-0060,257.614625,257.844625,like,I,sd,u-126-2
sw3138A-ms98-a-0060,258.274625,258.464625,it's,I,sd,u-126-2
sw3138A-ms98-a-0060,258.464625,258.774625,just,I,sd,u-126-2
sw3138A-ms98-a-0060,258.774625,259.224625,chicken,I,sd,u-126-2
sw3138A-ms98-a-0060,259.224625,259.394625,it,B,sd,u-126-3
sw3138A-ms98-a-0060,259.494625,259.954625,it's,I,sd,u-126-3
sw3138A-ms98-a-0060,260.104625,260.204625,as,I,sd,u-126-3
sw3138A-ms98-a-0060,260.204625,260.404625,much,I,sd,u-126-3
sw3138A-ms98-a-0060,260.414625,260.504625,as,I,sd,u-126-3
sw3138A-ms98-a-0060,260.504625,260.584625,you,I,sd,u-126-3
sw3138A-ms98-a-0060,260.584625,260.784625,want,I,sd,u-126-3
sw3138A-ms98-a-0060,260.784625,260.864625,you,I,sd,u-126-3
sw3138A-ms98-a-0060,260.864625,260.984625,know,I,sd,u-126-3
sw3138A-ms98-a-0060,260.984625,261.314625,torn,I,sd,u-126-3
sw3138A-ms98-a-0060,261.314625,261.684625,up,I,sd,u-126-3
sw3138A-ms98-a-0060,261.834625,262.194625,and,B,+,u-128-1
sw3138A-ms98-a-0060,262.334625,262.534625,and,I,+,u-128-1
sw3138A-ms98-a-0060,262.534625,263.464625,rice,I,+,u-128-1
sw3138A-ms98-a-0060,263.514625,263.664625,and,I,+,u-128-1
sw3138A-ms98-a-0060,263.664625,263.834625,cream,I,+,u-128-1
sw3138A-ms98-a-0060,263.834625,263.914625,of,I,+,u-128-1
sw3138A-ms98-a-0060,263.914625,264.234625,chicken,I,+,u-128-1
sw3138A-ms98-a-0060,264.234625,264.734625,soup,I,+,u-128-1
sw3138A-ms98-a-0060,265.344625,265.694625,and,B,+,u-130-1
sw3138A-ms98-a-0060,265.694625,265.864625,some,I,+,u-130-1
sw3138A-ms98-a-0060,265.864625,266.494625,mayonnaise,I,+,u-130-1
sw3138A-ms98-a-0060,266.544625,266.734625,and,I,+,u-130-1
sw3138A-ms98-a-0060,266.734625,266.994625,lemon,I,+,u-130-1
sw3138A-ms98-a-0060,266.994625,267.414625,juice,I,+,u-130-1
sw3138A-ms98-a-0061,268.407750,268.697750,and,B,+,u-132-1
sw3138A-ms98-a-0061,268.697750,269.287750,celery,I,+,u-132-1
sw3138A-ms98-a-0061,269.947750,270.237750,and,B,sd,u-132-2
sw3138A-ms98-a-0061,270.507750,270.757750,that's,I,sd,u-132-2
sw3138A-ms98-a-0061,270.757750,270.867750,it,I,sd,u-132-2
sw3138A-ms98-a-0061,270.867750,271.167750,and,I,sd,u-132-2
sw3138A-ms98-a-0061,271.167750,271.357750,some,I,sd,u-132-2
sw3138A-ms98-a-0061,271.357750,271.587750,hard,I,sd,u-132-2
sw3138A-ms98-a-0061,271.587750,271.837750,boiled,I,sd,u-132-2
sw3138A-ms98-a-0061,271.837750,272.277750,eggs,I,sd,u-132-2
sw3138A-ms98-a-0062,272.962125,273.102125,and,B,sd^r,u-134-1
sw3138A-ms98-a-0062,273.102125,273.362125,that's,I,sd^r,u-134-1
sw3138A-ms98-a-0062,273.362125,273.662125,it,I,sd^r,u-134-1
sw3138A-ms98-a-0062,273.662125,273.822125,you,B,sd,u-134-2
sw3138A-ms98-a-0062,273.822125,274.052125,just,I,sd,u-134-2
sw3138A-ms98-a-0062,274.052125,274.272125,mix,I,sd,u-134-2
sw3138A-ms98-a-0062,274.272125,274.392125,it,I,sd,u-134-2
sw3138A-ms98-a-0062,274.392125,274.542125,all,I,sd,u-134-2
sw3138A-ms98-a-0062,274.542125,275.222125,together,I,sd,u-134-2
sw3138A-ms98-a-0062,275.662125,275.962125,and,I,sd,u-134-2
sw3138A-ms98-a-0062,275.962125,276.262125,pop,I,sd,u-134-2
sw3138A-ms98-a-0062,276.262125,276.412125,it,I,sd,u-134-2
sw3138A-ms98-a-0062,276.412125,276.522125,in,I,sd,u-134-2
sw3138A-ms98-a-0062,276.522125,276.602125,the,I,sd,u-134-2
sw3138A-ms98-a-0062,276.602125,276.852125,oven,I,sd,u-134-2
sw3138A-ms98-a-0062,276.852125,277.072125,just,I,sd,u-134-2
sw3138A-ms98-a-0062,277.072125,277.132125,to,I,sd,u-134-2
sw3138A-ms98-a-0062,277.132125,277.242125,you,I,sd,u-134-2
sw3138A-ms98-a-0062,277.572125,277.702125,know,I,sd,u-134-2
sw3138A-ms98-a-0062,277.702125,277.912125,heat,I,sd,u-134-2
sw3138A-ms98-a-0062,277.912125,278.052125,it,I,sd,u-134-2
sw3138A-ms98-a-0062,278.052125,278.512125,through,I,sd,u-134-2
sw3138A-ms98-a-0062,278.962125,279.102125,and,B,sd,u-136-1
sw3138A-ms98-a-0062,279.102125,279.212125,you,I,sd,u-136-1
sw3138A-ms98-a-0062,279.212125,279.822125,sprinkle,I,sd,u-136-1
sw3138A-ms98-a-0062,279.932125,280.172125,uh,I,sd,u-136-1
sw3138A-ms98-a-0062,280.172125,280.492125,that,I,sd,u-136-1
sw3138A-ms98-a-0062,280.612125,280.942125,those,I,sd,u-136-1
sw3138A-ms98-a-0062,280.942125,281.282125,um,I,sd,u-136-1
sw3138A-ms98-a-0062,281.392125,281.962125,toasted,I,sd,u-136-1
sw3138A-ms98-a-0062,282.482125,282.762125,onion,I,sd,u-136-1
sw3138A-ms98-a-0062,282.762125,283.172125,rings,I,sd,u-136-1
sw3138A-ms98-a-0063,284.471875,284.691875,on,B,+,u-138-1
sw3138A-ms98-a-0063,284.691875,284.961875,top,I,+,u-138-1
sw3138A-ms98-a-0063,284.961875,285.101875,of,I,+,u-138-1
sw3138A-ms98-a-0063,285.101875,285.281875,it,I,+,u-138-1
sw3138A-ms98-a-0063,285.281875,285.431875,for,I,+,u-138-1
sw3138A-ms98-a-0063,285.431875,285.511875,the,I,+,u-138-1
sw3138A-ms98-a-0063,285.511875,286.041875,crunchy,I,+,u-138-1
sw3138A-ms98-a-0063,287.001875,287.121875,and,B,sd^r,u-140-1
sw3138A-ms98-a-0063,287.121875,287.371875,that's,I,sd^r,u-140-1
sw3138A-ms98-a-0063,287.371875,287.721875,it,I,sd^r,u-140-1
sw3138A-ms98-a-0063,288.131875,288.251875,you,I,sd^r,u-140-1
sw3138A-ms98-a-0063,288.251875,288.441875,know,I,sd^r,u-140-1
sw3138A-ms98-a-0063,288.761875,288.911875,and,B,sd,u-142-1
sw3138A-ms98-a-0063,288.911875,289.061875,it,I,sd,u-142-1
sw3138A-ms98-a-0063,289.061875,289.191875,it,I,sd,u-142-1
sw3138A-ms98-a-0063,289.191875,289.431875,it,I,sd,u-142-1
sw3138A-ms98-a-0063,289.431875,289.931875,goes,I,sd,u-142-1
sw3138A-ms98-a-0063,289.931875,290.041875,and,B,sd,u-144-1
sw3138A-ms98-a-0063,290.041875,290.201875,it's,I,sd,u-144-1
sw3138A-ms98-a-0063,290.201875,290.591875,filling,I,sd,u-144-1
sw3138A-ms98-a-0063,290.591875,290.821875,because,I,sd,u-144-1
sw3138A-ms98-a-0063,290.821875,290.881875,of,I,sd,u-144-1
sw3138A-ms98-a-0063,290.881875,290.991875,the,I,sd,u-144-1
sw3138A-ms98-a-0063,290.991875,291.901875,rice,I,sd,u-144-1
sw3138A-ms98-a-0064,292.687125,293.157125,so,B,%,u-146-1
sw3138A-ms98-a-0066,295.193625,295.493625,uh-huh,B,ny,u-148-1
sw3138A-ms98-a-0066,295.923625,296.183625,yeah,B,b,u-150-1
sw3138A-ms98-a-0068,299.274250,299.514250,yeah,B,aa,u-152-1
sw3138A-ms98-a-0068,299.514250,299.624250,it,B,sd,u-152-2
sw3138A-ms98-a-0068,299.624250,299.814250,gives,I,sd,u-152-2
sw3138A-ms98-a-0068,299.814250,299.914250,it,I,sd,u-152-2
sw3138A-ms98-a-0068,299.914250,300.044250,a,I,sd,u-152-2
sw3138A-ms98-a-0068,300.204250,300.264250,an,I,sd,u-152-2
sw3138A-ms98-a-0068,300.264250,300.834250,extra,I,sd,u-152-2
sw3138A-ms98-a-0068,300.934250,301.244250,yeah,B,+,u-154-1
sw3138A-ms98-a-0068,301.614250,301.764250,little,I,+,u-154-1
sw3138A-ms98-a-0068,301.764250,302.224250,tang,I,+,u-154-1
sw3138A-ms98-a-0070,306.241125,306.421125,yeah,B,ny,u-156-1
sw3138A-ms98-a-0070,306.421125,306.621125,that,B,qy,u-156-2
sw3138A-ms98-a-0070,306.621125,307.141125,cholesterol,I,qy,u-156-2
sw3138A-ms98-a-0070,307.141125,307.481125,fat,I,qy,u-156-2
sw3138A-ms98-a-0070,307.481125,307.841125,free,I,qy,u-156-2
sw3138A-ms98-a-0072,310.975750,311.535750,uh-huh,B,b,u-158-1
sw3138A-ms98-a-0074,316.553875,317.053875,uh-huh,B,b,u-160-1
sw3138A-ms98-a-0076,325.073625,325.183625,i,B,aa,u-162-1
sw3138A-ms98-a-0076,325.183625,325.623625,know,I,aa,u-162-1
sw3138A-ms98-a-0078,331.793500,331.913500,i,B,sd,u-164-1
sw3138A-ms98-a-0078,331.913500,332.103500,don't,I,sd,u-164-1
sw3138A-ms98-a-0078,332.103500,332.293500,like,I,sd,u-164-1
sw3138A-ms98-a-0078,332.293500,332.603500,tuna,I,sd,u-164-1
sw3138A-ms98-a-0078,332.603500,333.013500,salad,I,sd,u-164-1
sw3138A-ms98-a-0078,333.013500,333.263500,unless,I,sd,u-164-1
sw3138A-ms98-a-0078,333.263500,333.373500,it's,I,sd,u-164-1
sw3138A-ms98-a-0078,333.373500,333.583500,got,I,sd,u-164-1
sw3138A-ms98-a-0078,333.603500,334.043500,lots,I,sd,u-164-1
sw3138A-ms98-a-0078,334.093500,334.163500,of,I,sd,u-164-1
sw3138A-ms98-a-0078,334.213500,334.693500,mayonnaise,I,sd,u-164-1
sw3138A-ms98-a-0078,334.693500,334.843500,in,I,sd,u-164-1
sw3138A-ms98-a-0078,334.843500,334.983500,it,I,sd,u-164-1
sw3138A-ms98-a-0080,339.182125,339.612125,yeah,B,b,u-166-1
sw3138A-ms98-a-0081,340.664625,340.724625,i,B,o,u-168-1
sw3138A-ms98-a-0081,340.724625,341.034625,know,I,o,u-168-1
sw3138A-ms98-a-0083,345.939750,346.029750,yeah,B,b,u-170-1
sw3138A-ms98-a-0083,346.029750,346.219750,we,B,sd,u-170-2
sw3138A-ms98-a-0083,346.479750,346.659750,did,I,sd,u-170-2
sw3138A-ms98-a-0083,346.659750,346.859750,the,I,sd,u-170-2
sw3138A-ms98-a-0083,347.379750,347.889750,low-cal,I,sd,u-170-2
sw3138A-ms98-a-0083,347.889750,348.289750,stuff,I,sd,u-170-2
sw3138A-ms98-a-0083,348.749750,348.939750,well,B,sd,u-170-3
sw3138A-ms98-a-0083,348.939750,349.069750,with,I,sd,u-170-3
sw3138A-ms98-a-0083,349.099750,349.219750,my,I,sd,u-170-3
sw3138A-ms98-a-0083,349.219750,349.589750,kids,I,sd,u-170-3
sw3138A-ms98-a-0083,349.589750,349.679750,i,I,sd,u-170-3
sw3138A-ms98-a-0083,349.679750,349.959750,don't,I,sd,u-170-3
sw3138A-ms98-a-0083,350.719750,350.829750,they,B,sd,u-170-4
sw3138A-ms98-a-0083,350.829750,350.969750,get,I,sd,u-170-4
sw3138A-ms98-a-0083,350.969750,351.219750,enough,I,sd,u-170-4
sw3138A-ms98-a-0083,351.219750,351.729750,sugar,I,sd,u-170-4
sw3138A-ms98-a-0083,352.189750,352.369750,and,I,sd,u-170-4
sw3138A-ms98-a-0083,352.369750,352.769750,stuff,B,+,u-172-1
sw3138A-ms98-a-0083,352.829750,353.189750,anyway,I,+,u-172-1
sw3138A-ms98-a-0083,353.189750,353.669750,mine,B,sd,u-172-2
sw3138A-ms98-a-0083,353.669750,353.769750,are,I,sd,u-172-2
sw3138A-ms98-a-0083,353.769750,354.219750,bouncing,I,sd,u-172-2
sw3138A-ms98-a-0083,354.219750,354.389750,off,I,sd,u-172-2
sw3138A-ms98-a-0083,354.389750,354.469750,the,I,sd,u-172-2
sw3138A-ms98-a-0083,354.469750,354.799750,walls,I,sd,u-172-2
sw3138A-ms98-a-0083,354.799750,355.269750,normally,I,sd,u-172-2
sw3138A-ms98-a-0083,355.269750,355.649750,anyway,I,sd,u-172-2
sw3138A-ms98-a-0083,356.189750,356.459750,and,B,sd,u-174-1
sw3138A-ms98-a-0083,356.459750,356.599750,they,I,sd,u-174-1
sw3138A-ms98-a-0083,356.599750,356.789750,don't,I,sd,u-174-1
sw3138A-ms98-a-0083,356.789750,357.009750,need,I,sd,u-174-1
sw3138A-ms98-a-0083,357.009750,357.179750,any,I,sd,u-174-1
sw3138A-ms98-a-0083,357.249750,358.109750,added,I,sd,u-174-1
sw3138A-ms98-a-0083,358.109750,358.569750,help,I,sd,u-174-1
sw3138A-ms98-a-0084,359.173125,359.523125,so,B,sd,u-176-1
sw3138A-ms98-a-0084,360.293125,360.543125,when,I,sd,u-176-1
sw3138A-ms98-a-0084,360.543125,360.643125,we're,I,sd,u-176-1
sw3138A-ms98-a-0084,360.643125,360.873125,here,I,sd,u-176-1
sw3138A-ms98-a-0084,360.873125,360.963125,at,I,sd,u-176-1
sw3138A-ms98-a-0084,360.963125,361.553125,home,I,sd,u-176-1
sw3138A-ms98-a-0085,362.614375,362.734375,you,I,sd,u-176-1
sw3138A-ms98-a-0085,362.734375,362.894375,know,I,sd,u-176-1
sw3138A-ms98-a-0085,362.894375,363.094375,with,I,sd,u-176-1
sw3138A-ms98-a-0085,363.094375,363.504375,sweets,I,sd,u-176-1
sw3138A-ms98-a-0085,363.504375,363.684375,and,I,sd,u-176-1
sw3138A-ms98-a-0085,363.684375,364.024375,stuff,I,sd,u-176-1
sw3138A-ms98-a-0085,364.024375,364.194375,they,I,sd,u-176-1
sw3138A-ms98-a-0085,364.274375,364.424375,they,I,sd,u-176-1
sw3138A-ms98-a-0085,364.424375,364.654375,don't,I,sd,u-176-1
sw3138A-ms98-a-0085,364.854375,364.944375,we,I,sd,u-176-1
sw3138A-ms98-a-0085,364.944375,365.164375,don't,I,sd,u-176-1
sw3138A-ms98-a-0085,365.164375,365.394375,really,I,sd,u-176-1
sw3138A-ms98-a-0085,365.584375,365.754375,do,I,sd,u-176-1
sw3138A-ms98-a-0085,365.754375,365.924375,that,I,sd,u-176-1
sw3138A-ms98-a-0085,365.924375,366.134375,much,I,sd,u-176-1
sw3138A-ms98-a-0085,366.134375,366.184375,i,B,sd,u-176-2
sw3138A-ms98-a-0085,366.184375,366.344375,do,I,sd,u-176-2
sw3138A-ms98-a-0085,366.344375,366.374375,a,I,sd,u-176-2
sw3138A-ms98-a-0085,366.374375,366.524375,lot,I,sd,u-176-2
sw3138A-ms98-a-0085,366.524375,366.604375,of,I,sd,u-176-2
sw3138A-ms98-a-0085,366.604375,367.314375,fruits,I,sd,u-176-2
sw3138A-ms98-a-0086,368.170875,368.590875,instead,B,+,u-178-1
sw3138A-ms98-a-0086,368.590875,368.880875,of,I,+,u-178-1
sw3138A-ms98-a-0086,368.880875,368.950875,the,I,+,u-178-1
sw3138A-ms98-a-0086,368.950875,369.420875,cakes,I,+,u-178-1
sw3138A-ms98-a-0086,369.420875,369.510875,and,I,+,u-178-1
sw3138A-ms98-a-0086,369.510875,369.570875,the,I,+,u-178-1
sw3138A-ms98-a-0086,369.580875,370.120875,candies,I,+,u-178-1
sw3138A-ms98-a-0086,370.120875,370.360875,and,I,+,u-178-1
sw3138A-ms98-a-0086,370.420875,370.520875,you,B,+,u-180-1
sw3138A-ms98-a-0086,370.520875,370.690875,know,I,+,u-180-1
sw3138A-ms98-a-0086,370.690875,370.950875,stuff,I,+,u-180-1
sw3138A-ms98-a-0086,370.950875,371.150875,like,I,+,u-180-1
sw3138A-ms98-a-0086,371.150875,371.480875,that,I,+,u-180-1
sw3138A-ms98-a-0086,371.480875,371.760875,and,B,sd,u-180-2
sw3138A-ms98-a-0086,372.190875,372.390875,and,I,sd,u-180-2
sw3138A-ms98-a-0086,372.390875,372.710875,drink,I,sd,u-180-2
sw3138A-ms98-a-0086,372.710875,373.110875,wise,I,sd,u-180-2
sw3138A-ms98-a-0086,373.110875,373.400875,they,I,sd,u-180-2
sw3138A-ms98-a-0086,373.540875,373.770875,have,I,sd,u-180-2
sw3138A-ms98-a-0086,373.800875,374.190875,Kool-Aid,I,sd,u-180-2
sw3138A-ms98-a-0086,374.190875,374.470875,milk,I,sd,u-180-2
sw3138A-ms98-a-0086,374.470875,374.570875,or,I,sd,u-180-2
sw3138A-ms98-a-0086,374.570875,374.970875,water,I,sd,u-180-2
sw3138A-ms98-a-0086,375.510875,375.930875,normally,B,+,u-182-1
sw3138A-ms98-a-0086,376.300875,376.550875,now,B,sd,u-182-2
sw3138A-ms98-a-0086,376.710875,376.900875,when,I,sd,u-182-2
sw3138A-ms98-a-0086,376.900875,377.030875,they,I,sd,u-182-2
sw3138A-ms98-a-0086,377.030875,377.160875,go,I,sd,u-182-2
sw3138A-ms98-a-0086,377.160875,377.290875,to,I,sd,u-182-2
sw3138A-ms98-a-0086,377.290875,377.380875,their,I,sd,u-182-2
sw3138A-ms98-a-0086,377.380875,377.970875,grandmother's,I,sd,u-182-2
sw3138A-ms98-a-0086,378.010875,378.400875,house,I,sd,u-182-2
sw3138A-ms98-a-0087,379.520125,379.640125,which,B,+,u-184-1
sw3138A-ms98-a-0087,379.640125,379.740125,is,I,+,u-184-1
sw3138A-ms98-a-0087,379.740125,379.960125,every,I,+,u-184-1
sw3138A-ms98-a-0087,379.960125,380.410125,weekend,I,+,u-184-1
sw3138A-ms98-a-0087,380.410125,380.540125,it's,I,+,u-184-1
sw3138A-ms98-a-0087,380.540125,380.680125,a,I,+,u-184-1
sw3138A-ms98-a-0087,380.840125,380.990125,it's,I,+,u-184-1
sw3138A-ms98-a-0087,380.990125,381.050125,a,I,+,u-184-1
sw3138A-ms98-a-0087,381.050125,381.630125,different,I,+,u-184-1
sw3138A-ms98-a-0088,382.724250,382.844250,it's,O,,
sw3138A-ms98-a-0088,382.844250,382.924250,a,B,+,u-186-1
sw3138A-ms98-a-0088,382.924250,383.314250,different,I,+,u-186-1
sw3138A-ms98-a-0088,383.314250,383.864250,story,I,+,u-186-1
sw3138A-ms98-a-0088,383.864250,384.034250,all,I,+,u-186-1
sw3138A-ms98-a-0088,384.034250,384.724250,around,I,+,u-186-1
sw3138A-ms98-a-0090,386.335000,386.845000,uh-huh,B,aa,u-188-1
sw3138A-ms98-a-0090,387.475000,387.635000,that's,B,sd,u-190-1
sw3138A-ms98-a-0090,387.635000,388.215000,exactly,I,sd,u-190-1
sw3138A-ms98-a-0090,388.215000,388.415000,what,I,sd,u-190-1
sw3138A-ms98-a-0090,388.415000,388.525000,it,I,sd,u-190-1
sw3138A-ms98-a-0090,388.525000,388.905000,is,I,sd,u-190-1
sw3138A-ms98-a-0092,395.092750,395.212750,oh,B,bh,u-192-1
sw3138A-ms98-a-0092,395.212750,395.582750,really,I,bh,u-192-1
sw3138A-ms98-a-0094,397.242500,397.662500,no,B,nn,u-194-1
sw3138A-ms98-a-0094,398.302500,398.502500,not,B,nn,u-196-1
sw3138A-ms98-a-0094,398.502500,398.922500,yet,I,nn,u-196-1
sw3138A-ms98-a-0096,401.324500,401.694500,huh,B,%,u-198-1
sw3138A-ms98-a-0098,414.549625,414.959625,yeah,B,b,u-200-1
sw3138A-ms98-a-0100,421.900000,422.280000,huh,B,%,u-202-1
sw3138A-ms98-a-0102,430.891625,431.351625,yeah,B,b,u-204-1
sw3138A-ms98-a-0104,435.263000,435.373000,the,B,bf,u-206-1
sw3138A-ms98-a-0104,435.373000,435.683000,lower,I,bf,u-206-1
sw3138A-ms98-a-0104,435.683000,436.283000,cholesterol,I,bf,u-206-1
sw3138A-ms98-a-0104,436.283000,436.733000,foods,I,bf,u-206-1
sw3138A-ms98-a-0104,436.733000,436.883000,and,I,bf,u-206-1
sw3138A-ms98-a-0104,436.883000,437.213000,stuff,I,bf,u-206-1
sw3138A-ms98-a-0106,442.807625,442.867625,[laughter],O,,
