sw2630B-ms98-a-0002,0.974875,2.112875,[laughter],O,,
sw2630B-ms98-a-0043,175.985250,176.227125,know,I,sd,u-70-3
sw2630B-ms98-a-0043,176.227125,176.485250,i,I,sd,u-70-3
sw2630B-ms98-a-0043,176.485250,176.715250,guess,I,sd,u-70-3
sw2630B-ms98-a-0043,176.715250,177.055250,about,I,sd,u-70-3
sw2630B-ms98-a-0043,177.055250,177.342625,four,I,sd,u-70-3
sw2630B-ms98-a-0043,177.342625,177.905250,thousand,I,sd,u-70-3
sw2630B-ms98-a-0044,179.147250,179.267250,at,B,sd,u-72-1
sw2630B-ms98-a-0044,179.267250,180.092875,Pennsylvania,I,sd,u-72-1
sw2630B-ms98-a-0045,181.422125,181.873375,Williams,B,sd,u-74-1
sw2630B-ms98-a-0045,181.873375,182.063375,is,I,sd,u-74-1
sw2630B-ms98-a-0045,182.063375,182.143375,an,I,sd,u-74-1
sw2630B-ms98-a-0045,182.143375,182.713375,undergraduate,I,sd,u-74-1
sw2630B-ms98-a-0045,182.713375,182.983375,school,I,sd,u-74-1
sw2630B-ms98-a-0045,182.983375,183.573375,only,I,sd,u-74-1
sw2630B-ms98-a-0045,183.573375,184.003375,um,B,sd,u-76-1
sw2630B-ms98-a-0045,184.003375,184.213375,and,I,sd,u-76-1
sw2630B-ms98-a-0045,184.213375,184.463375,it's,I,sd,u-76-1
sw2630B-ms98-a-0045,184.463375,184.523375,a,I,sd,u-76-1
sw2630B-ms98-a-0045,184.523375,184.873375,total,I,sd,u-76-1
sw2630B-ms98-a-0045,184.873375,184.963375,of,I,sd,u-76-1
sw2630B-ms98-a-0045,184.963375,185.199625,two,I,sd,u-76-1
sw2630B-ms98-a-0045,185.199625,185.814750,thousand,I,sd,u-76-1
sw2630B-ms98-a-0046,186.823125,187.035250,yeah,B,aa,u-78-1
sw2630B-ms98-a-0046,187.035250,187.174500,so,B,sd,u-78-2
sw2630B-ms98-a-0046,187.174500,187.554500,he,I,sd,u-78-2
sw2630B-ms98-a-0046,187.554500,187.624500,knew,I,sd,u-78-2
sw2630B-ms98-a-0046,187.624500,187.684500,the,I,sd,u-78-2
sw2630B-ms98-a-0046,187.684500,188.004500,feeling,I,sd,u-78-2
sw2630B-ms98-a-0046,188.004500,188.204500,because,I,sd,u-78-2
sw2630B-ms98-a-0046,188.204500,188.304500,my,I,sd,u-78-2
sw2630B-ms98-a-0046,188.304500,188.484500,other,I,sd,u-78-2
sw2630B-ms98-a-0046,188.484500,188.644500,son,I,sd,u-78-2
sw2630B-ms98-a-0046,188.644500,188.764500,is,I,sd,u-78-2
sw2630B-ms98-a-0046,188.764500,189.464500,at,I,sd,u-78-2
sw2630B-ms98-a-0046,189.464500,189.984500,Amherst,I,sd,u-78-2
sw2630B-ms98-a-0046,189.984500,190.164500,which,I,sd,u-78-2
sw2630B-ms98-a-0046,190.164500,190.254500,is,I,sd,u-78-2
sw2630B-ms98-a-0046,190.254500,190.634500,fifteen,B,+,u-80-1
sw2630B-ms98-a-0046,190.634500,190.974500,hundred,I,+,u-80-1
sw2630B-ms98-a-0046,190.974500,191.134500,and,B,sd,u-82-1
sw2630B-ms98-a-0046,191.134500,191.308875,he,I,sd,u-82-1
sw2630B-ms98-a-0046,191.655375,191.784500,had,I,sd,u-82-1
sw2630B-ms98-a-0046,191.784500,192.290250,visited,I,sd,u-82-1
sw2630B-ms98-a-0046,192.290250,192.524500,his,I,sd,u-82-1
sw2630B-ms98-a-0046,192.524500,192.784500,brother,I,sd,u-82-1
sw2630B-ms98-a-0046,192.784500,192.854500,at,I,sd,u-82-1
sw2630B-ms98-a-0046,192.854500,193.284500,Amherst,I,sd,u-82-1
sw2630B-ms98-a-0046,193.284500,193.384500,and,I,sd,u-82-1
sw2630B-ms98-a-0046,193.384500,193.759375,knew,I,sd,u-82-1
sw2630B-ms98-a-0046,194.237750,194.354500,that,B,+,u-84-1
sw2630B-ms98-a-0046,194.354500,194.504500,he,I,+,u-84-1
sw2630B-ms98-a-0046,194.504500,194.804500,liked,I,+,u-84-1
sw2630B-ms98-a-0046,194.804500,194.884500,the,I,+,u-84-1
sw2630B-ms98-a-0046,194.884500,195.432875,environment,I,+,u-84-1
sw2630B-ms98-a-0046,195.900500,196.107750,but,B,sd,u-86-1
sw2630B-ms98-a-0046,196.107750,196.364500,he,I,sd,u-86-1
sw2630B-ms98-a-0046,196.364500,196.584500,did,I,sd,u-86-1
sw2630B-ms98-a-0046,196.584500,196.694500,go,I,sd,u-86-1
sw2630B-ms98-a-0046,196.694500,196.864500,on,I,sd,u-86-1
sw2630B-ms98-a-0046,196.864500,197.364500,college,I,sd,u-86-1
sw2630B-ms98-a-0046,197.364500,197.926125,visits,I,sd,u-86-1
sw2630B-ms98-a-0046,198.061750,198.244500,and,B,sd,u-86-2
sw2630B-ms98-a-0046,198.244500,198.374500,he,I,sd,u-86-2
sw2630B-ms98-a-0046,198.374500,198.876000,liked,I,sd,u-86-2
sw2630B-ms98-a-0048,203.760000,204.064250,um-hum,O,,
sw2630B-ms98-a-0050,208.763375,209.190875,yes,B,aa,u-88-1
sw2630B-ms98-a-0050,209.190875,209.460875,yes,B,aa^r,u-88-2
sw2630B-ms98-a-0050,209.460875,209.730875,it's,B,sv,u-90-1
sw2630B-ms98-a-0050,209.730875,209.950875,large,I,sv,u-90-1
sw2630B-ms98-a-0050,209.950875,210.154875,and,B,sd,u-90-2
sw2630B-ms98-a-0050,210.154875,210.433500,they,I,sd,u-90-2
sw2630B-ms98-a-0050,210.433500,210.770875,both,I,sd,u-90-2
sw2630B-ms98-a-0050,210.770875,211.020875,boys,I,sd,u-90-2
sw2630B-ms98-a-0050,211.020875,211.130875,had,I,sd,u-90-2
sw2630B-ms98-a-0050,211.130875,211.650875,decided,I,sd,u-90-2
sw2630B-ms98-a-0050,211.650875,211.976375,no,I,sd,u-90-2
sw2630B-ms98-a-0050,212.134500,212.330875,that,I,sd,u-90-2
sw2630B-ms98-a-0050,212.330875,212.470875,they,I,sd,u-90-2
sw2630B-ms98-a-0050,212.470875,212.680875,did,I,sd,u-90-2
sw2630B-ms98-a-0050,212.680875,212.900875,not,I,sd,u-90-2
sw2630B-ms98-a-0050,212.900875,213.150875,want,I,sd,u-90-2
sw2630B-ms98-a-0050,213.150875,213.390875,that,I,sd,u-90-2
sw2630B-ms98-a-0052,219.784000,220.224250,oh,B,%,u-92-1
sw2630B-ms98-a-0052,220.224250,220.525250,it's,I,%,u-92-1
sw2630B-ms98-a-0052,220.525250,220.850875,so,B,%,u-92-2
sw2630B-ms98-a-0052,220.850875,221.025000,you,I,%,u-92-2
sw2630B-ms98-a-0054,222.995750,223.430250,uh-huh,B,b,u-94-1
sw2630B-ms98-a-0055,224.185750,224.301250,and,B,qy,u-96-1
sw2630B-ms98-a-0055,224.301250,224.644250,did,I,qy,u-96-1
sw2630B-ms98-a-0055,224.644250,224.754500,you,I,qy,u-96-1
sw2630B-ms98-a-0055,224.754500,224.914500,ever,I,qy,u-96-1
sw2630B-ms98-a-0055,224.914500,225.074500,eat,I,qy,u-96-1
sw2630B-ms98-a-0055,225.074500,225.164500,at,I,qy,u-96-1
sw2630B-ms98-a-0055,225.164500,225.224500,the,I,qy,u-96-1
sw2630B-ms98-a-0055,225.224500,225.404500,Blue,I,qy,u-96-1
sw2630B-ms98-a-0055,225.404500,225.634500,Bin,I,qy,u-96-1
sw2630B-ms98-a-0055,225.634500,226.004500,Diner,I,qy,u-96-1
sw2630B-ms98-a-0056,226.544750,227.049375,[laughter],O,,
sw2630B-ms98-a-0056,227.049375,227.379125,okay,O,,
sw2630B-ms98-a-0056,227.379125,227.717000,[laughter],O,,
sw2630B-ms98-a-0058,229.640000,231.186875,[laughter],O,,
sw2630B-ms98-a-0058,231.186875,231.438000,no,B,aa,u-98-1
sw2630B-ms98-a-0058,231.438000,231.568000,but,B,sd,u-98-2
sw2630B-ms98-a-0058,231.568000,231.728000,we've,I,sd,u-98-2
sw2630B-ms98-a-0058,231.728000,231.878000,been,I,sd,u-98-2
sw2630B-ms98-a-0058,231.878000,232.028000,there,I,sd,u-98-2
sw2630B-ms98-a-0058,232.028000,232.158000,when,I,sd,u-98-2
sw2630B-ms98-a-0058,232.158000,232.278000,i'm,I,sd,u-98-2
sw2630B-ms98-a-0058,232.278000,232.408000,up,I,sd,u-98-2
sw2630B-ms98-a-0058,232.408000,232.528000,at,I,sd,u-98-2
sw2630B-ms98-a-0058,232.528000,232.888000,Williams,I,sd,u-98-2
sw2630B-ms98-a-0058,232.888000,232.988000,we've,I,sd,u-98-2
sw2630B-ms98-a-0058,232.988000,233.168000,gone,I,sd,u-98-2
sw2630B-ms98-a-0058,233.168000,233.298000,up,I,sd,u-98-2
sw2630B-ms98-a-0058,233.298000,233.436375,there,I,sd,u-98-2
sw2630B-ms98-a-0060,237.419625,237.589625,oh,B,sd,u-100-1
sw2630B-ms98-a-0060,237.589625,237.769625,it's,I,sd,u-100-1
sw2630B-ms98-a-0060,237.769625,237.999625,it,I,sd,u-100-1
sw2630B-ms98-a-0060,237.999625,238.459625,whatever,O,,
sw2630B-ms98-a-0060,238.459625,238.639625,we,B,sd,u-100-2
sw2630B-ms98-a-0060,238.639625,239.079625,went,I,sd,u-100-2
sw2630B-ms98-a-0060,239.079625,239.189625,and,B,sd,u-100-3
sw2630B-ms98-a-0060,239.189625,239.319625,he,I,sd,u-100-3
sw2630B-ms98-a-0060,239.319625,239.589625,was,I,sd,u-100-3
sw2630B-ms98-a-0060,239.804625,239.913875,you,I,sd,u-100-3
sw2630B-ms98-a-0060,239.913875,240.009625,know,I,sd,u-100-3
sw2630B-ms98-a-0060,240.009625,240.339625,impressed,I,sd,u-100-3
sw2630B-ms98-a-0060,240.339625,240.409625,by,I,sd,u-100-3
sw2630B-ms98-a-0060,240.409625,240.479625,the,I,sd,u-100-3
sw2630B-ms98-a-0060,240.479625,240.749625,clean,I,sd,u-100-3
sw2630B-ms98-a-0060,240.749625,241.039625,air,I,sd,u-100-3
sw2630B-ms98-a-0060,241.039625,241.210625,and,B,sd,u-100-4
sw2630B-ms98-a-0060,241.886750,242.039625,he,I,sd,u-100-4
sw2630B-ms98-a-0060,242.039625,242.289625,he,I,sd,u-100-4
sw2630B-ms98-a-0060,242.289625,242.559625,met,I,sd,u-100-4
sw2630B-ms98-a-0060,242.559625,242.727125,the,I,sd,u-100-4
sw2630B-ms98-a-0060,243.322250,243.719625,students,I,sd,u-100-4
sw2630B-ms98-a-0060,243.719625,243.809625,at,I,sd,u-100-4
sw2630B-ms98-a-0060,243.809625,244.029625,both,I,sd,u-100-4
sw2630B-ms98-a-0060,244.029625,244.439625,schools,I,sd,u-100-4
sw2630B-ms98-a-0060,244.439625,244.559625,and,B,sd,u-100-5
sw2630B-ms98-a-0060,244.559625,244.709625,he,I,sd,u-100-5
sw2630B-ms98-a-0060,244.709625,245.029625,liked,I,sd,u-100-5
sw2630B-ms98-a-0060,245.029625,245.328125,them,I,sd,u-100-5
sw2630B-ms98-a-0062,253.044500,253.332500,uh-huh,B,b,u-102-1
sw2630B-ms98-a-0064,259.244625,259.408750,that's,B,aa,u-104-1
sw2630B-ms98-a-0064,259.408750,259.751250,ok[ay]-,O,,
sw2630B-ms98-a-0064,259.751250,259.901375,the,O,,
sw2630B-ms98-a-0064,259.901375,260.127500,the,B,sv,u-106-1
sw2630B-ms98-a-0064,260.127500,260.331125,thing,I,sv,u-106-1
sw2630B-ms98-a-0064,260.331125,260.471250,is,I,sv,u-106-1
sw2630B-ms98-a-0064,260.471250,260.683625,if,I,sv,u-106-1
sw2630B-ms98-a-0064,260.753750,261.122125,if,I,sv,u-106-1
sw2630B-ms98-a-0064,261.122125,261.285875,a,I,sv,u-106-1
sw2630B-ms98-a-0064,261.285875,261.750875,person,I,sv,u-106-1
sw2630B-ms98-a-0064,261.750875,262.090875,really,I,sv,u-106-1
sw2630B-ms98-a-0064,262.090875,262.550875,knows,I,sv,u-106-1
sw2630B-ms98-a-0064,262.550875,262.900875,very,I,sv,u-106-1
sw2630B-ms98-a-0064,262.900875,263.310875,early,I,sv,u-106-1
sw2630B-ms98-a-0064,263.310875,263.753000,on,I,sv,u-106-1
sw2630B-ms98-a-0064,263.753000,263.950875,that,B,+,u-108-1
sw2630B-ms98-a-0064,263.950875,264.070875,they,I,+,u-108-1
sw2630B-ms98-a-0064,264.070875,264.460875,want,I,+,u-108-1
sw2630B-ms98-a-0064,264.460875,264.580875,to,I,+,u-108-1
sw2630B-ms98-a-0064,264.580875,264.965250,go,I,+,u-108-1
sw2630B-ms98-a-0064,264.965250,265.100875,in,B,+,u-110-1
sw2630B-ms98-a-0064,265.100875,265.190875,a,I,+,u-110-1
sw2630B-ms98-a-0064,265.190875,265.700875,technical,I,+,u-110-1
sw2630B-ms98-a-0064,265.700875,266.070875,field,I,+,u-110-1
sw2630B-ms98-a-0064,266.070875,266.450875,than,I,+,u-110-1
sw2630B-ms98-a-0064,266.450875,266.610875,you're,I,+,u-110-1
sw2630B-ms98-a-0064,266.610875,266.861250,not,I,+,u-110-1
sw2630B-ms98-a-0064,267.426250,267.680875,then,I,+,u-110-1
sw2630B-ms98-a-0064,267.680875,267.820875,it's,I,+,u-110-1
sw2630B-ms98-a-0064,267.820875,268.227625,probably,I,+,u-110-1
sw2630B-ms98-a-0064,268.389625,268.620875,good,I,+,u-110-1
sw2630B-ms98-a-0064,268.620875,268.720875,to,I,+,u-110-1
sw2630B-ms98-a-0064,268.720875,268.910875,go,I,+,u-110-1
sw2630B-ms98-a-0064,268.910875,269.165500,to,I,+,u-110-1
sw2630B-ms98-a-0064,269.165500,269.260875,you,I,+,u-110-1
sw2630B-ms98-a-0064,269.260875,269.410875,know,I,+,u-110-1
sw2630B-ms98-a-0064,269.410875,269.580875,to,I,+,u-110-1
sw2630B-ms98-a-0064,269.580875,269.910875,apply,I,+,u-110-1
sw2630B-ms98-a-0064,269.910875,270.080875,to,I,+,u-110-1
sw2630B-ms98-a-0064,270.080875,270.130875,a,I,+,u-110-1
sw2630B-ms98-a-0064,270.130875,270.420875,school,I,+,u-110-1
sw2630B-ms98-a-0064,270.420875,270.555625,with,B,+,u-112-1
sw2630B-ms98-a-0064,270.555625,270.668625,a,I,+,u-112-1
sw2630B-ms98-a-0064,270.668625,271.100875,strong,I,+,u-112-1
sw2630B-ms98-a-0064,271.100875,271.590875,technical,I,+,u-112-1
sw2630B-ms98-a-0064,271.590875,272.131000,program,I,+,u-112-1
sw2630B-ms98-a-0065,272.685500,273.004250,but,B,sv,u-112-2
sw2630B-ms98-a-0065,273.004250,273.315500,uh,I,sv,u-112-2
sw2630B-ms98-a-0065,273.553500,273.890750,for,I,sv,u-112-2
sw2630B-ms98-a-0065,274.109250,274.234250,if,I,sv,u-112-2
sw2630B-ms98-a-0065,274.234250,274.324250,you're,I,sv,u-112-2
sw2630B-ms98-a-0065,274.324250,274.614250,going,I,sv,u-112-2
sw2630B-ms98-a-0065,274.614250,274.874250,into,I,sv,u-112-2
sw2630B-ms98-a-0065,274.874250,274.974250,if,B,sv,u-112-3
sw2630B-ms98-a-0065,274.974250,275.094250,you,I,sv,u-112-3
sw2630B-ms98-a-0065,275.094250,275.414250,know,I,sv,u-112-3
sw2630B-ms98-a-0065,275.414250,275.984250,engineering,I,sv,u-112-3
sw2630B-ms98-a-0065,275.984250,276.114250,is,I,sv,u-112-3
sw2630B-ms98-a-0065,276.114250,276.244250,the,I,sv,u-112-3
sw2630B-ms98-a-0065,276.244250,276.474250,thing,I,sv,u-112-3
sw2630B-ms98-a-0065,276.474250,276.654250,if,I,sv,u-112-3
sw2630B-ms98-a-0065,276.654250,276.844250,then,I,sv,u-112-3
sw2630B-ms98-a-0065,276.844250,277.004250,you've,I,sv,u-112-3
sw2630B-ms98-a-0065,277.004250,277.224875,got,I,sv,u-112-3
sw2630B-ms98-a-0065,277.224875,277.469000,to,I,sv,u-112-3
sw2630B-ms98-a-0065,277.661000,277.864250,at,I,sv,u-112-3
sw2630B-ms98-a-0065,277.864250,278.044250,least,I,sv,u-112-3
sw2630B-ms98-a-0065,278.044250,278.264250,take,I,sv,u-112-3
sw2630B-ms98-a-0065,278.264250,278.904250,engineering,I,sv,u-112-3
sw2630B-ms98-a-0066,280.732000,280.937375,that's,B,aa,u-114-1
sw2630B-ms98-a-0066,280.937375,281.087375,right,I,aa,u-114-1
sw2630B-ms98-a-0068,286.854625,287.144875,uh-huh,B,b,u-116-1
sw2630B-ms98-a-0068,287.144875,287.354875,no,B,%,u-118-1
sw2630B-ms98-a-0068,287.354875,287.564875,he,B,sd,u-118-2
sw2630B-ms98-a-0068,287.564875,287.804875,didn't,I,sd,u-118-2
sw2630B-ms98-a-0068,287.804875,288.094875,apply,I,sd,u-118-2
sw2630B-ms98-a-0068,288.094875,288.244875,to,I,sd,u-118-2
sw2630B-ms98-a-0068,288.244875,288.474875,any,I,sd,u-118-2
sw2630B-ms98-a-0068,288.474875,289.304875,school,I,sd,u-118-2
sw2630B-ms98-a-0068,289.304875,289.934875,further,I,sd,u-118-2
sw2630B-ms98-a-0068,289.934875,290.044875,the,B,sd,u-118-3
sw2630B-ms98-a-0068,290.044875,290.524875,furthest,I,sd,u-118-3
sw2630B-ms98-a-0068,290.524875,290.804875,away,I,sd,u-118-3
sw2630B-ms98-a-0068,290.804875,291.054875,was,I,sd,u-118-3
sw2630B-ms98-a-0068,291.054875,291.590750,Bowdoin,I,sd,u-118-3
sw2630B-ms98-a-0068,291.590750,291.674875,in,I,sd,u-118-3
sw2630B-ms98-a-0068,291.674875,292.088375,Maine,I,sd,u-118-3
sw2630B-ms98-a-0068,292.529125,292.674875,which,I,sd,u-118-3
sw2630B-ms98-a-0068,292.674875,292.794875,is,I,sd,u-118-3
sw2630B-ms98-a-0068,292.794875,293.084875,about,I,sd,u-118-3
sw2630B-ms98-a-0068,293.084875,293.414875,twelve,I,sd,u-118-3
sw2630B-ms98-a-0068,293.414875,294.012750,hours,I,sd,u-118-3
sw2630B-ms98-a-0070,296.956250,297.229250,yeah,B,b,u-120-1
sw2630B-ms98-a-0070,297.229250,297.489250,that,B,sd,u-120-2
sw2630B-ms98-a-0070,297.489250,297.619250,was,I,sd,u-120-2
sw2630B-ms98-a-0070,297.619250,297.729250,the,I,sd,u-120-2
sw2630B-ms98-a-0070,297.729250,298.219250,furthest,I,sd,u-120-2
sw2630B-ms98-a-0070,298.219250,298.349250,and,I,sd,u-120-2
sw2630B-ms98-a-0070,298.349250,298.593750,then,I,sd,u-120-2
sw2630B-ms98-a-0070,299.064625,299.469250,Kenyon,I,sd,u-120-2
sw2630B-ms98-a-0070,299.469250,299.599250,in,I,sd,u-120-2
sw2630B-ms98-a-0070,299.599250,300.299250,Ohio,I,sd,u-120-2
sw2630B-ms98-a-0070,300.299250,300.509250,which,I,sd,u-120-2
sw2630B-ms98-a-0070,300.509250,300.639250,was,I,sd,u-120-2
sw2630B-ms98-a-0070,300.639250,300.959250,about,I,sd,u-120-2
sw2630B-ms98-a-0070,300.959250,301.149250,six,I,sd,u-120-2
sw2630B-ms98-a-0070,301.149250,301.249250,and,I,sd,u-120-2
sw2630B-ms98-a-0070,301.249250,301.319250,a,I,sd,u-120-2
sw2630B-ms98-a-0070,301.319250,301.629250,half,I,sd,u-120-2
sw2630B-ms98-a-0070,301.629250,301.929250,hours,I,sd,u-120-2
sw2630B-ms98-a-0070,301.929250,302.129250,and,B,sd,u-120-3
sw2630B-ms98-a-0070,302.129250,302.469250,Williams,I,sd,u-120-3
sw2630B-ms98-a-0070,302.469250,302.609250,is,I,sd,u-120-3
sw2630B-ms98-a-0070,302.609250,302.989250,about,I,sd,u-120-3
sw2630B-ms98-a-0070,302.989250,303.378750,seven,I,sd,u-120-3
sw2630B-ms98-a-0072,305.440500,305.876875,yeah,B,aa,u-122-1
sw2630B-ms98-a-0072,305.876875,306.130875,so,B,%,u-122-2
sw2630B-ms98-a-0072,306.130875,306.420875,well,I,%,u-122-2
sw2630B-ms98-a-0072,306.420875,306.480875,i,I,%,u-122-2
sw2630B-ms98-a-0072,306.480875,306.770875,mean,I,%,u-122-2
sw2630B-ms98-a-0072,306.770875,307.090875,he,I,%,u-122-2
sw2630B-ms98-a-0072,307.090875,307.270875,so,I,%,u-122-2
sw2630B-ms98-a-0072,307.270875,307.330875,it,I,%,u-122-2
sw2630B-ms98-a-0072,307.330875,307.650875,wasn't,I,%,u-122-2
sw2630B-ms98-a-0072,307.650875,308.017250,he,B,%,u-122-3
sw2630B-ms98-a-0072,308.017250,308.239375,you,I,%,u-122-3
sw2630B-ms98-a-0072,308.239375,308.480875,know,I,%,u-122-3
sw2630B-ms98-a-0072,308.480875,308.710875,then,B,sd,u-122-4
sw2630B-ms98-a-0072,308.710875,308.770875,the,I,sd,u-122-4
sw2630B-ms98-a-0072,308.770875,309.160875,University,I,sd,u-122-4
sw2630B-ms98-a-0072,309.160875,309.220875,of,I,sd,u-122-4
sw2630B-ms98-a-0072,309.220875,309.465875,Pennsylvania,I,sd,u-122-4
sw2630B-ms98-a-0072,309.465875,309.691875,is,I,sd,u-122-4
sw2630B-ms98-a-0072,309.691875,309.970875,like,I,sd,u-122-4
sw2630B-ms98-a-0072,309.970875,310.200875,two,I,sd,u-122-4
sw2630B-ms98-a-0072,310.200875,310.470875,hours,I,sd,u-122-4
sw2630B-ms98-a-0072,310.470875,310.590875,from,I,sd,u-122-4
sw2630B-ms98-a-0072,310.590875,310.690875,here,I,sd,u-122-4
sw2630B-ms98-a-0072,310.690875,310.790875,by,I,sd,u-122-4
sw2630B-ms98-a-0072,310.790875,311.226625,train,I,sd,u-122-4
sw2630B-ms98-a-0072,311.772750,312.110875,and,B,sd,u-122-5
sw2630B-ms98-a-0072,312.110875,312.460875,then,I,sd,u-122-5
sw2630B-ms98-a-0072,312.460875,313.082625,Bucknell,I,sd,u-122-5
sw2630B-ms98-a-0072,313.374375,313.517500,in,I,sd,u-122-5
sw2630B-ms98-a-0072,313.517500,313.760875,mid,I,sd,u-122-5
sw2630B-ms98-a-0072,313.760875,314.080875,state,I,sd,u-122-5
sw2630B-ms98-a-0072,314.080875,314.880875,Pennsylvania,I,sd,u-122-5
sw2630B-ms98-a-0072,315.291750,315.647250,[vocalized-noise],O,,
sw2630B-ms98-a-0073,317.003125,317.446625,yeah,B,aa,u-124-1
sw2630B-ms98-a-0073,317.718375,317.831375,and,B,sd,u-124-2
sw2630B-ms98-a-0073,317.831375,318.000500,he,I,sd,u-124-2
sw2630B-ms98-a-0073,318.000500,318.197750,knew,O,,
sw2630B-ms98-a-0073,318.197750,318.288000,and,B,sd,u-124-3
sw2630B-ms98-a-0073,318.288000,318.670500,[vocalized-noise],I,sd,u-124-3
sw2630B-ms98-a-0073,318.670500,318.829000,he,I,sd,u-124-3
sw2630B-ms98-a-0073,318.829000,319.125500,came,I,sd,u-124-3
sw2630B-ms98-a-0073,319.125500,319.349500,down,I,sd,u-124-3
sw2630B-ms98-a-0073,319.349500,319.487125,i,I,sd,u-124-3
sw2630B-ms98-a-0073,319.487125,319.741875,mean,I,sd,u-124-3
sw2630B-ms98-a-0073,319.926750,320.163375,uh,I,sd,u-124-3
sw2630B-ms98-a-0073,320.163375,320.372750,h[e]-,I,sd,u-124-3
sw2630B-ms98-a-0073,320.372750,320.709625,he,I,sd,u-124-3
sw2630B-ms98-a-0073,320.709625,321.059875,came,I,sd,u-124-3
sw2630B-ms98-a-0073,321.711125,321.881125,he's,B,sd,u-124-4
sw2630B-ms98-a-0073,321.881125,322.051125,been,I,sd,u-124-4
sw2630B-ms98-a-0073,322.051125,322.471125,talking,I,sd,u-124-4
sw2630B-ms98-a-0073,322.471125,322.581125,to,I,sd,u-124-4
sw2630B-ms98-a-0073,322.581125,322.731125,them,I,sd,u-124-4
sw2630B-ms98-a-0073,322.731125,322.861125,and,B,sd,u-124-5
sw2630B-ms98-a-0073,322.861125,322.961125,and,B,+,u-126-1
sw2630B-ms98-a-0073,322.961125,323.021125,he,I,+,u-126-1
sw2630B-ms98-a-0073,323.021125,323.121125,came,I,+,u-126-1
sw2630B-ms98-a-0073,323.141125,323.231125,down,I,+,u-126-1
sw2630B-ms98-a-0073,323.251125,323.351125,and,B,sd,u-126-2
sw2630B-ms98-a-0073,323.351125,323.461125,one,I,sd,u-126-2
sw2630B-ms98-a-0073,323.481125,323.541125,of,I,sd,u-126-2
sw2630B-ms98-a-0073,323.571125,323.631125,the,I,sd,u-126-2
sw2630B-ms98-a-0073,323.631125,323.791125,things,I,sd,u-126-2
sw2630B-ms98-a-0073,323.791125,323.991125,that,I,sd,u-126-2
sw2630B-ms98-a-0074,325.373375,325.622125,he,I,sd,u-126-2
sw2630B-ms98-a-0074,325.622125,325.802125,said,I,sd,u-126-2
sw2630B-ms98-a-0074,325.802125,325.892125,is,I,sd,u-126-2
sw2630B-ms98-a-0074,325.892125,325.962125,he,I,sd,u-126-2
sw2630B-ms98-a-0074,325.962125,326.142125,went,I,sd,u-126-2
sw2630B-ms98-a-0074,326.142125,326.202125,to,I,sd,u-126-2
sw2630B-ms98-a-0074,326.202125,326.682125,Pennsylvania,I,sd,u-126-2
sw2630B-ms98-a-0074,326.682125,326.872125,this,I,sd,u-126-2
sw2630B-ms98-a-0074,326.872125,327.172125,weekend,I,sd,u-126-2
sw2630B-ms98-a-0074,327.172125,327.302125,and,B,sd,u-126-3
sw2630B-ms98-a-0074,327.302125,327.362125,he,I,sd,u-126-3
sw2630B-ms98-a-0074,327.362125,327.462125,had,I,sd,u-126-3
sw2630B-ms98-a-0074,327.462125,327.558625,an,I,sd,u-126-3
sw2630B-ms98-a-0074,327.713000,328.451250,absolutely,I,sd,u-126-3
sw2630B-ms98-a-0074,328.579375,329.032125,marvelous,I,sd,u-126-3
sw2630B-ms98-a-0074,329.032125,329.332125,time,I,sd,u-126-3
sw2630B-ms98-a-0074,329.332125,329.432125,he,B,sd,u-128-1
sw2630B-ms98-a-0074,329.432125,329.585750,had,I,sd,u-128-1
sw2630B-ms98-a-0074,329.585750,329.762750,a,I,sd,u-128-1
sw2630B-ms98-a-0074,329.762750,330.182125,great,I,sd,u-128-1
sw2630B-ms98-a-0074,330.182125,330.497500,time,I,sd,u-128-1
sw2630B-ms98-a-0075,331.961750,332.120375,but,B,sd(^q),u-128-2
sw2630B-ms98-a-0075,332.120375,332.260375,then,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,332.260375,332.380375,he,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,332.380375,332.765750,said,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,332.886250,333.030375,you,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,333.030375,333.283125,know,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,333.479000,333.570375,it,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,333.570375,333.670375,was,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,333.670375,333.860375,such,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,333.860375,333.920375,a,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,333.920375,334.040375,good,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,334.040375,334.250375,time,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,334.250375,334.360375,that,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,334.360375,334.410375,i,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,334.410375,334.610375,almost,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,334.610375,334.750375,got,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,334.750375,334.810375,the,I,sd(^q),u-128-2
sw2630B-ms98-a-0075,334.810375,335.150375,feeling,I,sd(^q),u-128-2
