sw2617A-ms98-a-0003,16.544750,16.928500,yeah,B,b,u-2-1
sw2617A-ms98-a-0043,256.937875,257.187875,lot,I,sv,u-50-1
sw2617A-ms98-a-0043,257.187875,257.307875,of,I,sv,u-50-1
sw2617A-ms98-a-0043,257.307875,257.862000,waste,I,sv,u-50-1
sw2617A-ms98-a-0043,258.005125,258.440000,and,B,sv,u-50-2
sw2617A-ms98-a-0043,258.711250,259.007875,and,I,sv,u-50-2
sw2617A-ms98-a-0043,259.007875,259.127875,they,I,sv,u-50-2
sw2617A-ms98-a-0043,259.127875,259.456500,don't,I,sv,u-50-2
sw2617A-ms98-a-0043,260.094250,260.256250,i-,I,sv,u-50-2
sw2617A-ms98-a-0043,260.256250,260.457875,if,I,sv,u-50-2
sw2617A-ms98-a-0043,260.457875,260.597875,they,I,sv,u-50-2
sw2617A-ms98-a-0043,260.597875,260.807875,could,I,sv,u-50-2
sw2617A-ms98-a-0043,260.807875,261.179375,just,I,sv,u-50-2
sw2617A-ms98-a-0043,261.608750,261.777875,cut,I,sv,u-50-2
sw2617A-ms98-a-0043,261.777875,261.937875,out,I,sv,u-50-2
sw2617A-ms98-a-0043,261.937875,262.077875,all,I,sv,u-50-2
sw2617A-ms98-a-0043,262.077875,262.157875,the,I,sv,u-50-2
sw2617A-ms98-a-0043,262.157875,262.562000,fat,I,sv,u-50-2
sw2617A-ms98-a-0043,262.667500,262.970250,and,I,sv,u-50-2
sw2617A-ms98-a-0043,263.200000,263.397875,and,I,sv,u-50-2
sw2617A-ms98-a-0043,263.397875,263.537875,get,I,sv,u-50-2
sw2617A-ms98-a-0043,263.537875,263.807875,it,I,sv,u-50-2
sw2617A-ms98-a-0043,263.807875,264.196125,lean,I,sv,u-50-2
sw2617A-ms98-a-0044,264.778500,265.142875,and,I,sv,u-50-2
sw2617A-ms98-a-0044,265.142875,265.402875,start,I,sv,u-50-2
sw2617A-ms98-a-0044,265.402875,265.792875,addressing,I,sv,u-50-2
sw2617A-ms98-a-0044,265.792875,265.947000,some,I,sv,u-50-2
sw2617A-ms98-a-0044,265.947000,266.020375,of,I,sv,u-50-2
sw2617A-ms98-a-0044,266.020375,266.076875,the,I,sv,u-50-2
sw2617A-ms98-a-0044,266.076875,266.292875,other,I,sv,u-50-2
sw2617A-ms98-a-0044,266.292875,266.642875,issues,I,sv,u-50-2
sw2617A-ms98-a-0044,266.642875,266.732875,i,B,sv,u-50-3
sw2617A-ms98-a-0044,266.732875,266.882875,think,I,sv,u-50-3
sw2617A-ms98-a-0044,266.882875,266.982875,we,I,sv,u-50-3
sw2617A-ms98-a-0044,266.982875,267.142875,could,I,sv,u-50-3
sw2617A-ms98-a-0044,267.142875,267.312875,take,I,sv,u-50-3
sw2617A-ms98-a-0044,267.312875,267.512875,care,I,sv,u-50-3
sw2617A-ms98-a-0044,267.512875,267.572875,of,I,sv,u-50-3
sw2617A-ms98-a-0044,267.572875,268.042625,everything,I,sv,u-50-3
sw2617A-ms98-a-0044,268.404250,268.552875,and,I,sv,u-50-3
sw2617A-ms98-a-0044,268.552875,268.752875,quit,I,sv,u-50-3
sw2617A-ms98-a-0044,268.752875,268.982875,taking,I,sv,u-50-3
sw2617A-ms98-a-0044,268.982875,269.242875,care,I,sv,u-50-3
sw2617A-ms98-a-0044,269.242875,269.322875,of,I,sv,u-50-3
sw2617A-ms98-a-0044,269.322875,269.462875,all,I,sv,u-50-3
sw2617A-ms98-a-0044,269.462875,269.632875,these,I,sv,u-50-3
sw2617A-ms98-a-0044,269.632875,269.792875,other,I,sv,u-50-3
sw2617A-ms98-a-0044,269.792875,270.192875,countries,I,sv,u-50-3
sw2617A-ms98-a-0044,270.192875,270.352875,all,I,sv,u-50-3
sw2617A-ms98-a-0044,270.352875,270.682875,across,I,sv,u-50-3
sw2617A-ms98-a-0044,270.682875,270.762875,the,I,sv,u-50-3
sw2617A-ms98-a-0044,270.762875,271.212875,world,I,sv,u-50-3
sw2617A-ms98-a-0044,271.422875,271.512875,you,B,+,u-52-1
sw2617A-ms98-a-0044,271.512875,271.765875,know,I,+,u-52-1
sw2617A-ms98-a-0044,271.871375,272.102875,who,I,+,u-52-1
sw2617A-ms98-a-0044,272.102875,272.586250,just,I,+,u-52-1
sw2617A-ms98-a-0044,272.586250,272.772875,end,I,+,u-52-1
sw2617A-ms98-a-0044,272.772875,272.882625,up,I,+,u-52-1
sw2617A-ms98-a-0044,273.240500,273.632875,using,I,+,u-52-1
sw2617A-ms98-a-0044,273.632875,273.892875,things,I,+,u-52-1
sw2617A-ms98-a-0044,273.892875,274.292875,against,I,+,u-52-1
sw2617A-ms98-a-0044,274.292875,274.502875,us,I,+,u-52-1
sw2617A-ms98-a-0044,274.502875,274.832875,later,I,+,u-52-1
sw2617A-ms98-a-0044,274.832875,274.992875,on,I,+,u-52-1
sw2617A-ms98-a-0044,274.992875,275.472875,anyway,I,+,u-52-1
sw2617A-ms98-a-0046,287.051750,287.419875,uh-huh,B,b,u-54-1
sw2617A-ms98-a-0048,290.289250,290.791125,right,B,b,u-56-1
sw2617A-ms98-a-0049,292.352625,292.680250,yeah,B,b,u-58-1
sw2617A-ms98-a-0050,293.979875,294.098625,yeah,B,aa,u-60-1
sw2617A-ms98-a-0050,294.098625,294.128625,a,B,sv,u-60-2
sw2617A-ms98-a-0050,294.128625,294.298625,lot,I,sv,u-60-2
sw2617A-ms98-a-0050,294.298625,294.358625,of,I,sv,u-60-2
sw2617A-ms98-a-0050,294.358625,294.508625,good,I,sv,u-60-2
sw2617A-ms98-a-0050,294.508625,294.638625,has,I,sv,u-60-2
sw2617A-ms98-a-0050,294.638625,294.848625,come,I,sv,u-60-2
sw2617A-ms98-a-0050,294.848625,295.058625,from,I,sv,u-60-2
sw2617A-ms98-a-0050,295.058625,295.308625,this,I,sv,u-60-2
sw2617A-ms98-a-0050,295.308625,295.548625,one,I,sv,u-60-2
sw2617A-ms98-a-0051,296.741625,296.855875,and,B,sv,u-62-1
sw2617A-ms98-a-0051,296.855875,297.010000,i,I,sv,u-62-1
sw2617A-ms98-a-0051,297.010000,297.258375,think,I,sv,u-62-1
sw2617A-ms98-a-0051,297.258375,297.421375,i,I,sv,u-62-1
sw2617A-ms98-a-0051,297.421375,297.691375,guess,I,sv,u-62-1
sw2617A-ms98-a-0051,297.691375,297.831375,in,I,sv,u-62-1
sw2617A-ms98-a-0051,297.831375,298.091375,in,I,sv,u-62-1
sw2617A-ms98-a-0051,298.091375,298.341375,uh,I,sv,u-62-1
sw2617A-ms98-a-0051,298.711375,299.161375,ironic,I,sv,u-62-1
sw2617A-ms98-a-0051,299.161375,299.321375,way,I,sv,u-62-1
sw2617A-ms98-a-0051,299.321375,299.391375,a,I,sv,u-62-1
sw2617A-ms98-a-0051,299.391375,299.551375,lot,I,sv,u-62-1
sw2617A-ms98-a-0051,299.551375,299.631375,of,I,sv,u-62-1
sw2617A-ms98-a-0051,299.631375,299.781375,good,I,sv,u-62-1
sw2617A-ms98-a-0051,299.781375,300.051375,came,I,sv,u-62-1
sw2617A-ms98-a-0051,300.051375,300.541375,from,I,sv,u-62-1
sw2617A-ms98-a-0051,300.541375,300.651375,the,I,sv,u-62-1
sw2617A-ms98-a-0051,300.651375,301.221375,Vietnam,I,sv,u-62-1
sw2617A-ms98-a-0051,301.221375,301.536250,war,I,sv,u-62-1
sw2617A-ms98-a-0051,301.641750,301.948375,toward,I,sv,u-62-1
sw2617A-ms98-a-0051,302.456875,302.691375,this,I,sv,u-62-1
sw2617A-ms98-a-0051,302.691375,302.931375,war,I,sv,u-62-1
sw2617A-ms98-a-0051,302.931375,303.401375,because,B,sv,u-62-2
sw2617A-ms98-a-0051,303.601375,303.811375,like,I,sv,u-62-2
sw2617A-ms98-a-0051,303.811375,304.011375,we,I,sv,u-62-2
sw2617A-ms98-a-0051,304.011375,304.151375,we,I,sv,u-62-2
sw2617A-ms98-a-0051,304.151375,304.361375,said,I,sv,u-62-2
sw2617A-ms98-a-0051,304.361375,304.741375,earlier,I,sv,u-62-2
sw2617A-ms98-a-0051,304.741375,304.931375,that,I,sv,u-62-2
sw2617A-ms98-a-0051,305.091375,305.171375,you,I,sv,u-62-2
sw2617A-ms98-a-0051,305.171375,305.301375,know,I,sv,u-62-2
sw2617A-ms98-a-0051,305.301375,305.493375,the,I,sv,u-62-2
sw2617A-ms98-a-0051,306.058375,306.141375,a,I,sv,u-62-2
sw2617A-ms98-a-0051,306.141375,306.301375,lot,I,sv,u-62-2
sw2617A-ms98-a-0051,306.301375,306.381375,of,I,sv,u-62-2
sw2617A-ms98-a-0051,306.381375,306.681375,eyes,I,sv,u-62-2
sw2617A-ms98-a-0051,306.681375,306.831375,were,I,sv,u-62-2
sw2617A-ms98-a-0051,306.831375,307.131375,opened,I,sv,u-62-2
sw2617A-ms98-a-0051,307.131375,307.641375,after,I,sv,u-62-2
sw2617A-ms98-a-0051,307.811375,308.091375,years,I,sv,u-62-2
sw2617A-ms98-a-0051,308.091375,308.231375,and,I,sv,u-62-2
sw2617A-ms98-a-0051,308.231375,308.501375,years,I,sv,u-62-2
sw2617A-ms98-a-0051,308.501375,308.711375,of,I,sv,u-62-2
sw2617A-ms98-a-0051,309.121375,309.271375,of,I,sv,u-62-2
sw2617A-ms98-a-0051,309.271375,309.491375,that,I,sv,u-62-2
sw2617A-ms98-a-0051,309.491375,309.934125,war,I,sv,u-62-2
sw2617A-ms98-a-0051,309.934125,310.282625,and,B,%,u-62-3
sw2617A-ms98-a-0051,310.714500,310.924250,and,I,%,u-62-3
sw2617A-ms98-a-0053,313.701750,314.191750,right,B,aa,u-64-1
sw2617A-ms98-a-0054,315.467625,316.118125,exactly,B,aa,u-64-2
sw2617A-ms98-a-0056,320.773375,321.213000,uh-huh,B,b,u-66-1
sw2617A-ms98-a-0058,323.143625,323.403625,yeah,B,aa,u-68-1
sw2617A-ms98-a-0058,323.563625,323.723625,no,B,aa,u-68-2
sw2617A-ms98-a-0058,323.723625,324.144750,kidding,I,aa,u-68-2
sw2617A-ms98-a-0060,326.861000,326.930000,and,B,sd,u-70-1
sw2617A-ms98-a-0060,326.930000,327.067375,i,I,sd,u-70-1
sw2617A-ms98-a-0060,327.067375,327.227375,just,I,sd,u-70-1
sw2617A-ms98-a-0060,327.227375,327.380000,i,I,sd,u-70-1
sw2617A-ms98-a-0060,327.380000,327.530000,just,I,sd,u-70-1
sw2617A-ms98-a-0060,327.530000,327.740000,hate,I,sd,u-70-1
sw2617A-ms98-a-0060,327.740000,327.890000,the,I,sd,u-70-1
sw2617A-ms98-a-0060,327.890000,328.620000,emotional,I,sd,u-70-1
sw2617A-ms98-a-0060,328.620000,328.940000,price,I,sd,u-70-1
sw2617A-ms98-a-0060,328.940000,329.000000,a,I,sd,u-70-1
sw2617A-ms98-a-0060,329.000000,329.160000,lot,I,sd,u-70-1
sw2617A-ms98-a-0060,329.160000,329.270000,of,I,sd,u-70-1
sw2617A-ms98-a-0060,329.270000,329.340000,the,I,sd,u-70-1
sw2617A-ms98-a-0060,329.340000,329.790000,Vietnam,I,sd,u-70-1
sw2617A-ms98-a-0060,329.790000,330.165000,people,I,sd,u-70-1
sw2617A-ms98-a-0060,330.481500,330.985750,paid,I,sd,u-70-1
sw2617A-ms98-a-0061,331.928625,332.678000,for,B,+,u-72-1
sw2617A-ms98-a-0061,332.678000,332.768000,you,I,+,u-72-1
sw2617A-ms98-a-0061,332.768000,333.138500,know,I,+,u-72-1
sw2617A-ms98-a-0061,333.955875,334.145875,uh,I,+,u-72-1
sw2617A-ms98-a-0061,334.330375,334.868000,nothing,I,+,u-72-1
sw2617A-ms98-a-0061,335.208000,335.288000,i,B,sv,u-72-2
sw2617A-ms98-a-0061,335.288000,335.508000,mean,I,sv,u-72-2
sw2617A-ms98-a-0061,335.508000,335.628000,it,I,sv,u-72-2
sw2617A-ms98-a-0061,335.628000,335.768000,was,I,sv,u-72-2
sw2617A-ms98-a-0061,336.348000,336.530750,they're,I,sv,u-72-2
sw2617A-ms98-a-0061,336.741625,336.858000,they,I,sv,u-72-2
sw2617A-ms98-a-0061,336.858000,337.118000,still,I,sv,u-72-2
sw2617A-ms98-a-0061,337.118000,337.298000,don't,I,sv,u-72-2
sw2617A-ms98-a-0061,337.298000,337.398000,know,I,sv,u-72-2
sw2617A-ms98-a-0061,337.398000,337.568000,what,I,sv,u-72-2
sw2617A-ms98-a-0061,337.568000,337.668000,they,I,sv,u-72-2
sw2617A-ms98-a-0061,337.668000,337.798000,were,I,sv,u-72-2
sw2617A-ms98-a-0061,337.798000,338.028000,there,I,sv,u-72-2
sw2617A-ms98-a-0061,338.028000,338.428000,for,I,sv,u-72-2
sw2617A-ms98-a-0063,341.926250,342.247250,no,B,aa,u-74-1
sw2617A-ms98-a-0065,347.136875,347.536625,yeah,B,aa,u-76-1
sw2617A-ms98-a-0065,347.721375,347.935750,that's,B,aa,u-76-2
sw2617A-ms98-a-0065,347.935750,348.265750,true,I,aa,u-76-2
sw2617A-ms98-a-0067,368.101750,368.477250,uh-huh,B,b,u-78-1
sw2617A-ms98-a-0069,371.912375,372.289750,right,B,b,u-80-1
sw2617A-ms98-a-0071,378.498625,379.087375,right,B,b,u-82-1
sw2617A-ms98-a-0073,386.063250,386.360125,right,B,b,u-84-1
sw2617A-ms98-a-0073,386.608250,386.761875,we[ll]-,O,,
sw2617A-ms98-a-0073,386.942625,387.206125,the,B,%,u-84-3
sw2617A-ms98-a-0073,387.345500,387.486500,when,B,sd,u-84-4
sw2617A-ms98-a-0073,387.486500,387.706500,this,I,sd,u-84-4
sw2617A-ms98-a-0073,387.706500,387.846500,war,I,sd,u-84-4
sw2617A-ms98-a-0073,387.846500,388.106500,broke,I,sd,u-84-4
sw2617A-ms98-a-0073,388.106500,388.246500,out,I,sd,u-84-4
sw2617A-ms98-a-0073,388.246500,388.316500,it,I,sd,u-84-4
sw2617A-ms98-a-0073,388.316500,388.806500,frustrated,I,sd,u-84-4
sw2617A-ms98-a-0073,388.806500,388.976500,me,I,sd,u-84-4
sw2617A-ms98-a-0073,388.976500,389.136500,all,I,sd,u-84-4
sw2617A-ms98-a-0073,389.136500,389.333125,thi[s]-,I,sd,u-84-4
sw2617A-ms98-a-0073,389.495125,389.654625,the,I,sd,u-84-4
sw2617A-ms98-a-0073,389.847625,390.766500,antiwar,I,sd,u-84-4
sw2617A-ms98-a-0073,390.766500,391.316500,people,I,sd,u-84-4
sw2617A-ms98-a-0073,391.316500,391.576500,and,I,sd,u-84-4
sw2617A-ms98-a-0074,391.960375,392.034750,you,I,sd,u-84-4
sw2617A-ms98-a-0074,392.034750,392.195875,know,I,sd,u-84-4
sw2617A-ms98-a-0074,392.195875,392.521625,their,B,+,u-86-1
sw2617A-ms98-a-0074,392.879500,393.029250,all,I,+,u-86-1
sw2617A-ms98-a-0074,393.029250,393.099250,the,I,+,u-86-1
sw2617A-ms98-a-0074,393.099250,393.819250,demonstrations,I,+,u-86-1
sw2617A-ms98-a-0074,393.819250,393.919250,that,I,+,u-86-1
sw2617A-ms98-a-0074,393.919250,394.029250,were,I,+,u-86-1
sw2617A-ms98-a-0074,394.029250,394.339250,going,I,+,u-86-1
sw2617A-ms98-a-0074,394.339250,394.449250,on,I,+,u-86-1
sw2617A-ms98-a-0074,394.449250,394.509250,i,B,sv,u-86-2
sw2617A-ms98-a-0074,394.509250,394.719250,felt,I,sv,u-86-2
sw2617A-ms98-a-0074,394.719250,394.879250,like,I,sv,u-86-2
sw2617A-ms98-a-0074,394.879250,394.969250,they,I,sv,u-86-2
sw2617A-ms98-a-0074,394.969250,395.199250,got,I,sv,u-86-2
sw2617A-ms98-a-0074,395.199250,395.329250,way,I,sv,u-86-2
sw2617A-ms98-a-0074,395.329250,395.519250,too,I,sv,u-86-2
sw2617A-ms98-a-0074,395.519250,395.809250,much,I,sv,u-86-2
sw2617A-ms98-a-0074,395.809250,396.139250,media,I,sv,u-86-2
sw2617A-ms98-a-0074,396.139250,396.569250,coverage,I,sv,u-86-2
sw2617A-ms98-a-0074,396.569250,396.679250,and,I,sv,u-86-2
sw2617A-ms98-a-0074,396.679250,397.189250,publicity,I,sv,u-86-2
sw2617A-ms98-a-0074,397.189250,397.479250,because,B,sv,u-86-3
sw2617A-ms98-a-0074,397.479250,397.669250,those,I,sv,u-86-3
sw2617A-ms98-a-0074,397.669250,397.879250,kind,I,sv,u-86-3
sw2617A-ms98-a-0074,397.879250,397.939250,of,I,sv,u-86-3
sw2617A-ms98-a-0074,397.939250,398.309250,people,I,sv,u-86-3
sw2617A-ms98-a-0074,398.309250,398.408875,i,I,sv,u-86-3
sw2617A-ms98-a-0074,398.408875,398.656375,mean,I,sv,u-86-3
sw2617A-ms98-a-0075,399.163625,399.283625,you,I,sv,u-86-3
sw2617A-ms98-a-0075,399.283625,399.484750,know,I,sv,u-86-3
sw2617A-ms98-a-0075,400.171750,400.422875,they're,I,sv,u-86-3
sw2617A-ms98-a-0075,400.581000,400.700250,the,I,sv,u-86-3
sw2617A-ms98-a-0075,400.700250,400.866000,kind,I,sv,u-86-3
sw2617A-ms98-a-0075,400.866000,400.933625,of,I,sv,u-86-3
sw2617A-ms98-a-0075,400.933625,401.233625,people,I,sv,u-86-3
sw2617A-ms98-a-0075,401.233625,401.343625,who,I,sv,u-86-3
sw2617A-ms98-a-0075,401.343625,401.593625,are,I,sv,u-86-3
sw2617A-ms98-a-0075,401.593625,401.803625,who've,I,sv,u-86-3
sw2617A-ms98-a-0075,401.803625,402.043625,always,I,sv,u-86-3
sw2617A-ms98-a-0075,402.043625,402.233625,got,I,sv,u-86-3
sw2617A-ms98-a-0075,402.233625,402.303625,to,I,sv,u-86-3
sw2617A-ms98-a-0075,402.303625,402.463625,have,I,sv,u-86-3
sw2617A-ms98-a-0075,402.463625,402.533625,a,I,sv,u-86-3
sw2617A-ms98-a-0075,402.533625,403.073625,cause,I,sv,u-86-3
sw2617A-ms98-a-0075,403.073625,403.293625,whether,I,sv,u-86-3
sw2617A-ms98-a-0075,403.293625,403.433625,it's,I,sv,u-86-3
sw2617A-ms98-a-0075,403.433625,403.653625,good,I,sv,u-86-3
sw2617A-ms98-a-0075,403.653625,403.863625,bad,I,sv,u-86-3
sw2617A-ms98-a-0075,403.863625,403.923625,of,I,sv,u-86-3
sw2617A-ms98-a-0075,403.923625,404.373625,indifferent,I,sv,u-86-3
sw2617A-ms98-a-0075,404.373625,404.503625,they've,B,sv,u-86-4
sw2617A-ms98-a-0075,404.503625,404.673625,got,I,sv,u-86-4
sw2617A-ms98-a-0075,404.673625,404.733625,to,I,sv,u-86-4
sw2617A-ms98-a-0075,404.733625,404.883625,have,I,sv,u-86-4
sw2617A-ms98-a-0075,404.883625,404.933625,a,I,sv,u-86-4
sw2617A-ms98-a-0075,404.933625,405.433625,cause,I,sv,u-86-4
sw2617A-ms98-a-0075,405.433625,405.603625,and,B,sv,u-86-5
sw2617A-ms98-a-0076,406.111625,406.477125,and,B,+,u-88-1
sw2617A-ms98-a-0076,406.579375,406.672500,i,I,+,u-88-1
sw2617A-ms98-a-0076,406.771125,406.893375,you,I,+,u-88-1
sw2617A-ms98-a-0076,406.893375,407.050500,know,I,+,u-88-1
sw2617A-ms98-a-0076,407.050500,407.268875,that,I,+,u-88-1
sw2617A-ms98-a-0076,407.791125,408.161625,nobody,I,+,u-88-1
sw2617A-ms98-a-0076,408.161625,408.531625,says,I,+,u-88-1
sw2617A-ms98-a-0076,408.531625,408.881625,because,I,+,u-88-1
sw2617A-ms98-a-0076,408.881625,408.981625,you're,I,+,u-88-1
sw2617A-ms98-a-0076,408.981625,409.401625,supporting,I,+,u-88-1
sw2617A-ms98-a-0076,409.401625,409.461625,the,I,+,u-88-1
sw2617A-ms98-a-0076,409.461625,409.791625,troops,I,+,u-88-1
sw2617A-ms98-a-0076,409.791625,409.901625,that,I,+,u-88-1
sw2617A-ms98-a-0076,409.901625,410.311625,you're,I,+,u-88-1
sw2617A-ms98-a-0076,410.311625,410.591625,you're,I,+,u-88-1
sw2617A-ms98-a-0076,410.591625,411.031625,supporting,I,+,u-88-1
sw2617A-ms98-a-0076,411.031625,411.121625,the,I,+,u-88-1
sw2617A-ms98-a-0076,411.121625,411.591625,war,I,+,u-88-1
sw2617A-ms98-a-0076,411.751625,411.821625,you,B,sv,u-90-1
sw2617A-ms98-a-0076,412.071625,412.191625,you,I,sv,u-90-1
sw2617A-ms98-a-0076,412.191625,412.311625,have,I,sv,u-90-1
sw2617A-ms98-a-0076,412.311625,412.431625,to,I,sv,u-90-1
sw2617A-ms98-a-0076,412.431625,412.821625,support,I,sv,u-90-1
sw2617A-ms98-a-0076,412.821625,412.881625,the,I,sv,u-90-1
sw2617A-ms98-a-0076,412.881625,413.241625,people,I,sv,u-90-1
sw2617A-ms98-a-0076,413.241625,413.371625,that,I,sv,u-90-1
sw2617A-ms98-a-0076,413.371625,413.501625,are,I,sv,u-90-1
sw2617A-ms98-a-0076,413.501625,413.901625,there,I,sv,u-90-1
sw2617A-ms98-a-0077,414.561625,414.841000,and,B,sv,u-92-1
sw2617A-ms98-a-0077,414.961000,415.171000,some,I,sv,u-92-1
sw2617A-ms98-a-0077,415.171000,415.271000,for,I,sv,u-92-1
sw2617A-ms98-a-0077,415.271000,415.491000,some,I,sv,u-92-1
sw2617A-ms98-a-0077,415.491000,415.761000,reason,I,sv,u-92-1
sw2617A-ms98-a-0077,415.761000,415.931000,those,I,sv,u-92-1
sw2617A-ms98-a-0077,415.931000,416.211000,people,I,sv,u-92-1
sw2617A-ms98-a-0077,416.211000,416.461000,don't,I,sv,u-92-1
sw2617A-ms98-a-0077,416.461000,416.741000,see,I,sv,u-92-1
sw2617A-ms98-a-0077,416.741000,417.043625,that,I,sv,u-92-1
sw2617A-ms98-a-0077,417.043625,417.221625,that,O,,
sw2617A-ms98-a-0079,418.722375,419.182750,no,B,aa,u-94-1
sw2617A-ms98-a-0079,419.753375,419.984000,no,B,aa,u-94-2
sw2617A-ms98-a-0079,419.984000,420.104000,they,B,aa,u-94-3
sw2617A-ms98-a-0079,420.104000,420.444000,don't,I,aa,u-94-3
sw2617A-ms98-a-0079,420.444000,420.714000,and,B,sv,u-94-4
sw2617A-ms98-a-0079,420.714000,420.824000,you,I,sv,u-94-4
sw2617A-ms98-a-0079,420.824000,420.944000,know,I,sv,u-94-4
sw2617A-ms98-a-0079,420.944000,421.124000,they're,I,sv,u-94-4
sw2617A-ms98-a-0079,421.124000,421.394000,just,I,sv,u-94-4
sw2617A-ms98-a-0079,421.394000,421.664000,real,I,sv,u-94-4
sw2617A-ms98-a-0079,421.664000,422.084000,shallow,I,sv,u-94-4
sw2617A-ms98-a-0079,422.084000,422.535625,people,I,sv,u-94-4
sw2617A-ms98-a-0081,424.633500,425.079125,yeah,B,b,u-96-1
sw2617A-ms98-a-0083,440.115000,440.544750,yeah,B,b,u-98-1
sw2617A-ms98-a-0083,440.711000,440.798625,i,B,sv,u-100-1
sw2617A-ms98-a-0083,440.798625,440.918625,mean,I,sv,u-100-1
sw2617A-ms98-a-0083,440.918625,441.018625,they're,I,sv,u-100-1
sw2617A-ms98-a-0083,441.018625,441.168625,not,I,sv,u-100-1
sw2617A-ms98-a-0083,441.168625,441.458625,helping,I,sv,u-100-1
sw2617A-ms98-a-0083,441.458625,441.858625,anybody,I,sv,u-100-1
sw2617A-ms98-a-0083,441.858625,442.058625,that's,B,sv,u-100-2
sw2617A-ms98-a-0083,442.058625,442.287000,the,I,sv,u-100-2
sw2617A-ms98-a-0083,442.287000,442.468625,that's,I,sv,u-100-2
sw2617A-ms98-a-0083,442.468625,442.608625,the,I,sv,u-100-2
sw2617A-ms98-a-0083,442.608625,442.788625,whole,I,sv,u-100-2
sw2617A-ms98-a-0083,442.788625,443.068625,point,I,sv,u-100-2
sw2617A-ms98-a-0083,443.068625,443.158625,they're,B,sv,u-102-1
sw2617A-ms98-a-0083,443.158625,443.358625,not,I,sv,u-102-1
sw2617A-ms98-a-0083,443.358625,443.548625,doing,I,sv,u-102-1
sw2617A-ms98-a-0083,443.548625,443.898625,anything,I,sv,u-102-1
sw2617A-ms98-a-0083,443.898625,444.078625,for,I,sv,u-102-1
sw2617A-ms98-a-0083,444.078625,444.478625,anybody,I,sv,u-102-1
sw2617A-ms98-a-0083,444.478625,444.788625,except,I,sv,u-102-1
sw2617A-ms98-a-0083,444.788625,445.436000,themselves,I,sv,u-102-1
sw2617A-ms98-a-0084,446.148250,446.233250,and,B,sv,u-104-1
sw2617A-ms98-a-0084,446.233250,446.316375,i,I,sv,u-104-1
sw2617A-ms98-a-0084,446.316375,446.418250,don't,I,sv,u-104-1
sw2617A-ms98-a-0084,446.418250,446.538250,even,I,sv,u-104-1
sw2617A-ms98-a-0084,446.538250,446.638250,know,I,sv,u-104-1
sw2617A-ms98-a-0084,446.638250,446.758250,what,I,sv,u-104-1
sw2617A-ms98-a-0084,446.758250,446.858250,they're,I,sv,u-104-1
sw2617A-ms98-a-0084,446.858250,447.088250,doing,I,sv,u-104-1
sw2617A-ms98-a-0084,447.088250,447.188250,for,I,sv,u-104-1
sw2617A-ms98-a-0084,447.188250,447.855375,themselves,I,sv,u-104-1
sw2617A-ms98-a-0084,448.461750,448.538250,you,B,+,u-106-1
sw2617A-ms98-a-0084,448.538250,448.828250,know,I,+,u-106-1
sw2617A-ms98-a-0086,450.602125,450.883625,yeah,B,b,u-108-1
sw2617A-ms98-a-0086,450.883625,452.153625,[laughter],O,,
sw2617A-ms98-a-0088,459.148000,459.538000,yeah,B,b,u-110-1
sw2617A-ms98-a-0090,472.584250,472.850000,that's,B,aa,u-112-1
sw2617A-ms98-a-0090,472.850000,473.274875,true,I,aa,u-112-1
sw2617A-ms98-a-0090,473.706875,473.999750,yeah,B,b,u-114-1
sw2617A-ms98-a-0092,479.337000,479.670750,yeah,B,b,u-116-2
sw2617A-ms98-a-0094,487.226750,487.456750,no,B,nn,u-118-1
sw2617A-ms98-a-0094,487.456750,487.546750,i,B,sd^e,u-118-2
sw2617A-ms98-a-0094,487.546750,487.806750,guess,I,sd^e,u-118-2
sw2617A-ms98-a-0094,487.806750,488.186750,not,I,sd^e,u-118-2
sw2617A-ms98-a-0094,488.186750,488.923875,[laughter],O,,
sw2617A-ms98-a-0096,491.215125,491.378500,i,B,aa,u-120-1
sw2617A-ms98-a-0096,491.378500,491.682500,know,I,aa,u-120-1
sw2617A-ms98-a-0096,491.682500,491.795125,we,B,sd^t,u-120-2
sw2617A-ms98-a-0096,491.795125,491.945125,get,I,sd^t,u-120-2
sw2617A-ms98-a-0096,491.945125,492.215125,cut,I,sd^t,u-120-2
sw2617A-ms98-a-0096,492.215125,492.395125,off,I,sd^t,u-120-2
sw2617A-ms98-a-0096,492.395125,492.595125,all,I,sd^t,u-120-2
sw2617A-ms98-a-0096,492.595125,492.665125,the,I,sd^t,u-120-2
sw2617A-ms98-a-0096,492.665125,493.085125,time,I,sd^t,u-120-2
sw2617A-ms98-a-0096,493.085125,493.422375,too,I,sd^t,u-120-2
sw2617A-ms98-a-0096,493.422375,493.608750,[laughter],O,,
sw2617A-ms98-a-0098,495.656375,496.234250,yeah,B,aa,u-122-1
sw2617A-ms98-a-0098,496.234250,496.360125,it,B,aa,u-122-2
sw2617A-ms98-a-0098,496.360125,496.748125,is,I,aa,u-122-2
sw2617A-ms98-a-0100,500.227750,500.585625,thanks,B,fc,u-124-1
sw2617A-ms98-a-0100,500.585625,500.825625,same,B,fc,u-124-2
sw2617A-ms98-a-0100,500.825625,501.195625,here,I,fc,u-124-2
sw2617A-ms98-a-0101,501.686125,501.997000,bye-bye,O,,
