sw3152B-ms98-a-0003,16.623000,16.993000,well,B,%,u-2-1
sw3152B-ms98-a-0061,237.645375,237.835375,just,B,sd^e,u-72-6
sw3152B-ms98-a-0061,237.835375,237.945375,by,I,sd^e,u-72-6
sw3152B-ms98-a-0061,237.945375,238.498125,itself,I,sd^e,u-72-6
sw3152B-ms98-a-0061,238.660125,238.825375,just,B,sd^r,u-72-7
sw3152B-ms98-a-0061,238.825375,238.935375,by,I,sd^r,u-72-7
sw3152B-ms98-a-0061,238.935375,239.452750,itself,I,sd^r,u-72-7
sw3152B-ms98-a-0062,240.891500,240.970125,it,B,sd^r,u-74-1
sw3152B-ms98-a-0062,240.970125,241.082125,was,I,sd^r,u-74-1
sw3152B-ms98-a-0062,241.082125,241.322125,real,I,sd^r,u-74-1
sw3152B-ms98-a-0062,241.322125,241.835625,nice,I,sd^r,u-74-1
sw3152B-ms98-a-0064,244.327625,244.637625,yeah,B,b,u-76-1
sw3152B-ms98-a-0064,244.637625,244.697625,it,B,sd,u-76-2
sw3152B-ms98-a-0064,244.697625,244.817625,went,I,sd,u-76-2
sw3152B-ms98-a-0064,244.817625,245.327625,well,I,sd,u-76-2
sw3152B-ms98-a-0064,245.327625,245.387625,it,B,sd,u-76-3
sw3152B-ms98-a-0064,245.387625,245.547625,was,I,sd,u-76-3
sw3152B-ms98-a-0064,245.547625,245.637625,a,I,sd,u-76-3
sw3152B-ms98-a-0064,245.637625,246.367625,change,I,sd,u-76-3
sw3152B-ms98-a-0064,246.367625,246.457625,you,I,sd,u-76-3
sw3152B-ms98-a-0064,246.457625,246.617625,know,I,sd,u-76-3
sw3152B-ms98-a-0064,246.617625,247.040250,from,I,sd,u-76-3
sw3152B-ms98-a-0064,247.390500,247.647625,your,I,sd,u-76-3
sw3152B-ms98-a-0064,247.647625,248.692125,traditional,I,sd,u-76-3
sw3152B-ms98-a-0064,248.692125,249.041000,n[ormal]-,I,sd,u-76-3
sw3152B-ms98-a-0065,249.251500,249.426375,n[ormal]-,I,sd,u-76-3
sw3152B-ms98-a-0065,249.426375,250.190375,normal,I,sd,u-76-3
sw3152B-ms98-a-0065,250.442750,250.549000,you,I,sd,u-76-3
sw3152B-ms98-a-0065,250.549000,250.709000,know,I,sd,u-76-3
sw3152B-ms98-a-0065,250.709000,251.189000,stuff,I,sd,u-76-3
sw3152B-ms98-a-0065,251.189000,251.319000,and,I,sd,u-76-3
sw3152B-ms98-a-0065,251.319000,251.529000,since,I,sd,u-76-3
sw3152B-ms98-a-0065,251.529000,251.629000,it,I,sd,u-76-3
sw3152B-ms98-a-0065,251.629000,251.859000,was,I,sd,u-76-3
sw3152B-ms98-a-0065,251.859000,252.269000,Christmas,I,sd,u-76-3
sw3152B-ms98-a-0065,252.269000,252.619000,time,I,sd,u-76-3
sw3152B-ms98-a-0065,252.619000,252.818000,and,I,sd,u-76-3
sw3152B-ms98-a-0065,253.420625,253.729750,and,I,sd,u-76-3
sw3152B-ms98-a-0065,253.729750,253.993375,uh,I,sd,u-76-3
sw3152B-ms98-a-0065,253.993375,254.139000,we,I,sd,u-76-3
sw3152B-ms98-a-0065,254.139000,254.269000,had,I,sd,u-76-3
sw3152B-ms98-a-0065,254.269000,254.329000,the,I,sd,u-76-3
sw3152B-ms98-a-0065,254.329000,254.689000,church,I,sd,u-76-3
sw3152B-ms98-a-0065,254.689000,255.319000,decorated,I,sd,u-76-3
sw3152B-ms98-a-0065,255.319000,255.698875,with,I,sd,u-76-3
sw3152B-ms98-a-0065,256.229875,256.579000,Christmas,I,sd,u-76-3
sw3152B-ms98-a-0065,256.579000,257.129000,hollies,I,sd,u-76-3
sw3152B-ms98-a-0065,257.129000,257.499000,and,I,sd,u-76-3
sw3152B-ms98-a-0065,257.499000,258.179000,poinsettias,I,sd,u-76-3
sw3152B-ms98-a-0065,258.179000,258.429000,and,I,sd,u-76-3
sw3152B-ms98-a-0065,258.429000,258.569000,you,I,sd,u-76-3
sw3152B-ms98-a-0065,258.569000,258.629000,know,I,sd,u-76-3
sw3152B-ms98-a-0065,258.629000,258.909000,stuff,I,sd,u-76-3
sw3152B-ms98-a-0065,258.909000,259.099000,like,I,sd,u-76-3
sw3152B-ms98-a-0065,259.099000,259.449000,that,I,sd,u-76-3
sw3152B-ms98-a-0065,259.449000,259.639000,and,B,sd,u-76-4
sw3152B-ms98-a-0066,260.360750,260.776000,so,B,+,u-78-1
sw3152B-ms98-a-0066,260.865125,261.005375,we,I,+,u-78-1
sw3152B-ms98-a-0066,261.005375,261.215375,did,I,+,u-78-1
sw3152B-ms98-a-0066,261.215375,261.295375,the,I,+,u-78-1
sw3152B-ms98-a-0066,261.295375,262.065375,harpsichord,I,+,u-78-1
sw3152B-ms98-a-0066,262.065375,262.444375,with,I,+,u-78-1
sw3152B-ms98-a-0066,262.749500,262.955375,old,I,+,u-78-1
sw3152B-ms98-a-0066,262.955375,263.285375,time,I,+,u-78-1
sw3152B-ms98-a-0066,263.285375,264.155375,traditional,I,+,u-78-1
sw3152B-ms98-a-0066,264.155375,264.615375,Christmas,I,+,u-78-1
sw3152B-ms98-a-0066,264.615375,265.220125,carols,I,+,u-78-1
sw3152B-ms98-a-0066,265.220125,265.477000,not,B,sd,u-78-2
sw3152B-ms98-a-0066,265.612625,265.929125,not,I,sd,u-78-2
sw3152B-ms98-a-0066,266.309500,266.405375,you,I,sd,u-78-2
sw3152B-ms98-a-0066,266.405375,266.662875,know,I,sd,u-78-2
sw3152B-ms98-a-0066,266.964250,267.075375,the,I,sd,u-78-2
sw3152B-ms98-a-0066,267.075375,267.685375,bouncy,I,sd,u-78-2
sw3152B-ms98-a-0066,267.685375,268.005375,[laughter-you],O,,
sw3152B-ms98-a-0066,268.005375,268.895375,[laughter-know],O,,
sw3152B-ms98-a-0066,268.895375,269.125375,sing,B,+,u-80-1
sw3152B-ms98-a-0066,269.125375,269.435375,along,I,+,u-80-1
sw3152B-ms98-a-0066,269.435375,269.805375,kind,I,+,u-80-1
sw3152B-ms98-a-0066,269.805375,270.064375,but,I,+,u-80-1
sw3152B-ms98-a-0067,270.520375,270.740375,some,B,+,u-82-1
sw3152B-ms98-a-0067,270.740375,270.811125,of,I,+,u-82-1
sw3152B-ms98-a-0067,270.811125,271.010375,the,I,+,u-82-1
sw3152B-ms98-a-0067,271.010375,271.253125,old,I,+,u-82-1
sw3152B-ms98-a-0067,271.460375,271.740375,older,I,+,u-82-1
sw3152B-ms98-a-0067,271.740375,271.940375,ones,I,+,u-82-1
sw3152B-ms98-a-0067,271.940375,272.150375,that,I,+,u-82-1
sw3152B-ms98-a-0067,272.150375,272.562375,some,B,sd,u-82-2
sw3152B-ms98-a-0067,272.562375,272.740375,i,I,sd,u-82-2
sw3152B-ms98-a-0067,272.740375,272.980375,don't,I,sd,u-82-2
sw3152B-ms98-a-0067,272.980375,273.370375,even,I,sd,u-82-2
sw3152B-ms98-a-0067,273.686750,273.949875,i,I,sd,u-82-2
sw3152B-ms98-a-0067,273.949875,274.694250,recognize,I,sd,u-82-2
sw3152B-ms98-a-0067,274.694250,274.921875,the,I,sd,u-82-2
sw3152B-ms98-a-0067,275.144125,275.370375,the,I,sd,u-82-2
sw3152B-ms98-a-0067,275.370375,276.100375,melodies,I,sd,u-82-2
sw3152B-ms98-a-0067,276.100375,276.240375,and,I,sd,u-82-2
sw3152B-ms98-a-0067,276.240375,276.580375,whatnot,I,sd,u-82-2
sw3152B-ms98-a-0067,276.580375,276.690375,but,B,sd,u-82-3
sw3152B-ms98-a-0067,276.690375,276.780375,i,I,sd,u-82-3
sw3152B-ms98-a-0067,276.780375,277.040375,didn't,I,sd,u-82-3
sw3152B-ms98-a-0067,277.040375,277.460375,recognize,I,sd,u-82-3
sw3152B-ms98-a-0067,277.460375,277.530375,the,I,sd,u-82-3
sw3152B-ms98-a-0067,277.530375,278.070750,names,O,,
sw3152B-ms98-a-0068,279.020125,279.524500,so,B,sd^r,u-84-1
sw3152B-ms98-a-0069,280.371375,280.461375,it,I,sd^r,u-84-1
sw3152B-ms98-a-0069,280.461375,280.631375,was,I,sd^r,u-84-1
sw3152B-ms98-a-0069,280.631375,280.731375,real,I,sd^r,u-84-1
sw3152B-ms98-a-0069,280.731375,281.037000,nice,I,sd^r,u-84-1
sw3152B-ms98-a-0071,286.290250,286.708500,um,B,%,u-86-1
sw3152B-ms98-a-0073,292.110500,292.607875,uh-huh,B,b,u-88-1
sw3152B-ms98-a-0075,297.977250,298.107250,it,B,aa,u-90-1
sw3152B-ms98-a-0075,298.107250,298.649500,does,I,aa,u-90-1
sw3152B-ms98-a-0076,299.094875,299.373750,it,B,aa,u-92-1
sw3152B-ms98-a-0076,299.373750,299.423750,r[eally]-,I,aa,u-92-1
sw3152B-ms98-a-0076,299.423750,299.653750,really,I,aa,u-92-1
sw3152B-ms98-a-0076,299.653750,299.823750,does,I,aa,u-92-1
sw3152B-ms98-a-0076,299.823750,299.933750,and,B,sv,u-92-2
sw3152B-ms98-a-0076,299.933750,300.013750,it,I,sv,u-92-2
sw3152B-ms98-a-0076,300.013750,300.253750,it,I,sv,u-92-2
sw3152B-ms98-a-0076,300.253750,300.463750,has,I,sv,u-92-2
sw3152B-ms98-a-0076,300.463750,300.633750,such,I,sv,u-92-2
sw3152B-ms98-a-0076,300.633750,300.713750,a,I,sv,u-92-2
sw3152B-ms98-a-0076,300.713750,301.313750,different,I,sv,u-92-2
sw3152B-ms98-a-0076,301.313750,301.813750,sound,I,sv,u-92-2
sw3152B-ms98-a-0076,301.813750,302.093750,to,I,sv,u-92-2
sw3152B-ms98-a-0076,302.093750,302.183750,it,I,sv,u-92-2
sw3152B-ms98-a-0076,302.183750,302.683750,anyway,I,sv,u-92-2
sw3152B-ms98-a-0076,302.683750,302.933750,it's,B,sv,u-92-3
sw3152B-ms98-a-0076,302.933750,303.331250,almost,I,sv,u-92-3
sw3152B-ms98-a-0076,303.937250,304.033750,i,B,sv,u-92-4
sw3152B-ms98-a-0076,304.033750,304.153750,don't,I,sv,u-92-4
sw3152B-ms98-a-0076,304.153750,304.213750,know,I,sv,u-92-4
sw3152B-ms98-a-0076,304.213750,304.273750,the,I,sv,u-92-4
sw3152B-ms98-a-0076,304.273750,304.463750,way,I,sv,u-92-4
sw3152B-ms98-a-0076,304.463750,304.593750,it,I,sv,u-92-4
sw3152B-ms98-a-0076,304.593750,305.223750,vibrates,I,sv,u-92-4
sw3152B-ms98-a-0076,305.223750,305.323750,it's,B,sv,u-92-5
sw3152B-ms98-a-0076,305.323750,305.543750,kind,I,sv,u-92-5
sw3152B-ms98-a-0076,305.543750,305.603750,of,I,sv,u-92-5
sw3152B-ms98-a-0076,305.603750,306.203750,haunting,I,sv,u-92-5
sw3152B-ms98-a-0076,306.203750,306.283750,you,I,sv,u-92-5
sw3152B-ms98-a-0076,306.283750,306.483750,know,I,sv,u-92-5
sw3152B-ms98-a-0076,306.483750,306.693750,on,I,sv,u-92-5
sw3152B-ms98-a-0076,306.693750,306.913750,on,I,sv,u-92-5
sw3152B-ms98-a-0076,306.913750,307.073750,some,I,sv,u-92-5
sw3152B-ms98-a-0076,307.073750,307.153750,of,I,sv,u-92-5
sw3152B-ms98-a-0076,307.153750,307.393750,the,I,sv,u-92-5
sw3152B-ms98-a-0076,307.393750,308.007500,notes,I,sv,u-92-5
sw3152B-ms98-a-0076,308.387875,308.563750,it,B,%,u-92-6
sw3152B-ms98-a-0076,308.563750,308.853750,it's,I,%,u-92-6
sw3152B-ms98-a-0076,308.853750,309.175625,i'd,O,,
sw3152B-ms98-a-0076,309.175625,309.423750,i,B,sd,u-92-7
sw3152B-ms98-a-0076,309.423750,309.763750,like,I,sd,u-92-7
sw3152B-ms98-a-0076,309.763750,309.944875,it,I,sd,u-92-7
sw3152B-ms98-a-0077,310.732500,310.838250,i,B,sd,u-94-1
sw3152B-ms98-a-0077,310.838250,310.960375,don't,I,sd,u-94-1
sw3152B-ms98-a-0077,310.960375,311.062500,know,I,sd,u-94-1
sw3152B-ms98-a-0077,311.062500,311.182500,how,I,sd,u-94-1
sw3152B-ms98-a-0077,311.182500,311.492500,else,I,sd,u-94-1
sw3152B-ms98-a-0077,311.492500,311.582500,to,I,sd,u-94-1
sw3152B-ms98-a-0077,311.582500,311.952500,explain,I,sd,u-94-1
sw3152B-ms98-a-0077,311.952500,312.052500,but,B,sd,u-94-2
sw3152B-ms98-a-0077,312.052500,312.192500,we've,I,sd,u-94-2
sw3152B-ms98-a-0077,312.192500,312.392500,got,I,sd,u-94-2
sw3152B-ms98-a-0077,312.392500,312.822500,friends,I,sd,u-94-2
sw3152B-ms98-a-0077,312.822500,313.059750,that,I,sd,u-94-2
sw3152B-ms98-a-0077,313.511625,313.572500,are,I,sd,u-94-2
sw3152B-ms98-a-0077,313.572500,313.662500,in,I,sd,u-94-2
sw3152B-ms98-a-0077,313.662500,313.722500,the,I,sd,u-94-2
sw3152B-ms98-a-0077,313.722500,314.092500,music,I,sd,u-94-2
sw3152B-ms98-a-0077,314.092500,314.462500,business,I,sd,u-94-2
sw3152B-ms98-a-0077,314.462500,314.602500,that,I,sd,u-94-2
sw3152B-ms98-a-0077,314.602500,314.772500,go,I,sd,u-94-2
sw3152B-ms98-a-0077,314.772500,315.082500,around,I,sd,u-94-2
sw3152B-ms98-a-0077,315.082500,315.711625,Dallas,I,sd,u-94-2
sw3152B-ms98-a-0077,315.922500,316.249375,they're,B,sd,u-94-3
sw3152B-ms98-a-0077,316.249375,316.647000,uh,I,sd,u-94-3
sw3152B-ms98-a-0077,316.831625,317.062500,called,I,sd,u-94-3
sw3152B-ms98-a-0077,317.062500,317.698000,Odessa,I,sd,u-94-3
sw3152B-ms98-a-0077,318.183875,318.242500,it's,B,sd,u-94-4
sw3152B-ms98-a-0077,318.242500,318.322500,a,I,sd,u-94-4
sw3152B-ms98-a-0077,318.322500,318.672500,husband,I,sd,u-94-4
sw3152B-ms98-a-0077,318.672500,318.802500,and,I,sd,u-94-4
sw3152B-ms98-a-0077,318.802500,319.052500,wife,I,sd,u-94-4
sw3152B-ms98-a-0077,319.052500,319.553000,team,I,sd,u-94-4
sw3152B-ms98-a-0077,319.745000,319.852500,that,I,sd,u-94-4
sw3152B-ms98-a-0077,319.852500,320.022500,we've,I,sd,u-94-4
sw3152B-ms98-a-0077,320.022500,320.302500,known,I,sd,u-94-4
sw3152B-ms98-a-0077,320.302500,320.412500,for,I,sd,u-94-4
sw3152B-ms98-a-0077,320.412500,320.822500,years,I,sd,u-94-4
sw3152B-ms98-a-0077,320.822500,321.092500,and,B,sd,u-94-5
sw3152B-ms98-a-0078,321.950750,322.066750,we,I,sd,u-94-5
sw3152B-ms98-a-0078,322.066750,322.266750,try,I,sd,u-94-5
sw3152B-ms98-a-0078,322.266750,322.510875,to,I,sd,u-94-5
sw3152B-ms98-a-0078,323.226500,323.496750,make,I,sd,u-94-5
sw3152B-ms98-a-0078,323.496750,324.066750,contact,I,sd,u-94-5
sw3152B-ms98-a-0078,324.066750,324.196750,with,I,sd,u-94-5
sw3152B-ms98-a-0078,324.196750,324.676750,them,I,sd,u-94-5
sw3152B-ms98-a-0078,324.676750,325.366750,periodically,I,sd,u-94-5
sw3152B-ms98-a-0078,325.366750,325.456750,to,I,sd,u-94-5
sw3152B-ms98-a-0078,325.456750,325.606750,see,I,sd,u-94-5
sw3152B-ms98-a-0078,325.606750,325.796750,what's,I,sd,u-94-5
sw3152B-ms98-a-0078,325.796750,326.036750,going,I,sd,u-94-5
sw3152B-ms98-a-0078,326.036750,326.226750,on,I,sd,u-94-5
sw3152B-ms98-a-0078,326.226750,326.396750,and,I,sd,u-94-5
sw3152B-ms98-a-0078,326.396750,326.686750,stuff,I,sd,u-94-5
sw3152B-ms98-a-0078,326.686750,327.026750,too,I,sd,u-94-5
sw3152B-ms98-a-0078,327.026750,327.347500,so,B,sd,u-94-6
sw3152B-ms98-a-0078,327.671500,327.749250,we've,I,sd,u-94-6
sw3152B-ms98-a-0078,327.749250,327.866750,had,I,sd,u-94-6
sw3152B-ms98-a-0078,327.866750,327.936750,a,I,sd,u-94-6
sw3152B-ms98-a-0078,327.936750,328.186750,lot,I,sd,u-94-6
sw3152B-ms98-a-0078,328.186750,328.507250,of,I,sd,u-94-6
sw3152B-ms98-a-0080,330.522750,331.148625,stuff,I,sd,u-94-6
sw3152B-ms98-a-0080,331.148625,331.278625,you,I,sd,u-94-6
sw3152B-ms98-a-0080,331.278625,331.368625,know,I,sd,u-94-6
sw3152B-ms98-a-0080,331.368625,332.008625,friends,I,sd,u-94-6
sw3152B-ms98-a-0080,332.008625,332.428625,and,I,sd,u-94-6
sw3152B-ms98-a-0080,332.428625,332.668625,and,I,sd,u-94-6
sw3152B-ms98-a-0080,332.668625,332.948625,things,I,sd,u-94-6
sw3152B-ms98-a-0080,332.948625,333.068625,to,I,sd,u-94-6
sw3152B-ms98-a-0080,333.068625,333.208625,do,I,sd,u-94-6
sw3152B-ms98-a-0080,333.208625,333.338625,with,I,sd,u-94-6
sw3152B-ms98-a-0080,333.338625,333.858625,music,I,sd,u-94-6
sw3152B-ms98-a-0080,333.858625,334.040375,that,I,sd,u-94-6
sw3152B-ms98-a-0080,334.643000,335.323000,constant,I,sd,u-94-6
sw3152B-ms98-a-0080,335.884250,336.008625,and,O,,
sw3152B-ms98-a-0080,336.008625,336.258625,plus,B,sd,u-94-7
sw3152B-ms98-a-0080,336.258625,336.348625,my,I,sd,u-94-7
sw3152B-ms98-a-0080,336.348625,336.768625,husband's,I,sd,u-94-7
sw3152B-ms98-a-0080,336.768625,336.994125,real,I,sd,u-94-7
sw3152B-ms98-a-0080,337.148500,337.308625,big,I,sd,u-94-7
sw3152B-ms98-a-0080,337.308625,337.498625,into,I,sd,u-94-7
sw3152B-ms98-a-0080,337.498625,337.838625,music,I,sd,u-94-7
sw3152B-ms98-a-0080,337.838625,338.228625,too,I,sd,u-94-7
sw3152B-ms98-a-0080,338.228625,338.408625,so,B,sd,u-94-8
sw3152B-ms98-a-0080,338.408625,338.518625,he,I,sd,u-94-8
sw3152B-ms98-a-0080,338.518625,338.758625,doesn't,I,sd,u-94-8
sw3152B-ms98-a-0080,338.758625,338.928625,play,I,sd,u-94-8
sw3152B-ms98-a-0080,338.928625,339.508625,anything,I,sd,u-94-8
sw3152B-ms98-a-0080,339.508625,339.758625,but,B,sd,u-94-9
sw3152B-ms98-a-0081,340.497500,340.616875,he,B,+,u-96-1
sw3152B-ms98-a-0081,340.616875,340.876875,just,I,+,u-96-1
sw3152B-ms98-a-0081,340.876875,341.126875,likes,I,+,u-96-1
sw3152B-ms98-a-0081,341.126875,341.266875,to,I,+,u-96-1
sw3152B-ms98-a-0081,341.266875,341.636875,listen,I,+,u-96-1
sw3152B-ms98-a-0081,341.636875,341.736875,and,B,sd,u-96-2
sw3152B-ms98-a-0081,341.736875,341.826875,my,I,sd,u-96-2
sw3152B-ms98-a-0081,341.826875,342.446875,dad,I,sd,u-96-2
sw3152B-ms98-a-0082,344.133625,344.268750,and,I,sd,u-96-2
sw3152B-ms98-a-0082,344.268750,344.348750,my,B,sd,u-96-3
sw3152B-ms98-a-0082,344.348750,344.708750,kids,I,sd,u-96-3
sw3152B-ms98-a-0082,344.708750,344.778750,are,I,sd,u-96-3
sw3152B-ms98-a-0082,344.778750,345.157125,now,I,sd,u-96-3
sw3152B-ms98-a-0082,345.157125,345.498750,well,I,sd,u-96-3
sw3152B-ms98-a-0082,345.498750,345.668750,my,B,sd,u-96-4
sw3152B-ms98-a-0082,345.668750,346.078750,oldest,I,sd,u-96-4
sw3152B-ms98-a-0082,346.078750,346.198750,is,I,sd,u-96-4
sw3152B-ms98-a-0082,346.198750,346.428750,getting,I,sd,u-96-4
sw3152B-ms98-a-0082,346.428750,346.528750,to,I,sd,u-96-4
sw3152B-ms98-a-0082,346.528750,346.608750,the,I,sd,u-96-4
sw3152B-ms98-a-0082,346.608750,346.998750,point,I,sd,u-96-4
sw3152B-ms98-a-0082,346.998750,347.199625,where,I,sd,u-96-4
sw3152B-ms98-a-0082,347.644000,347.898750,he,I,sd,u-96-4
sw3152B-ms98-a-0082,347.898750,348.188750,likes,I,sd,u-96-4
sw3152B-ms98-a-0082,348.188750,348.458750,certain,I,sd,u-96-4
sw3152B-ms98-a-0082,348.458750,348.798750,types,I,sd,u-96-4
sw3152B-ms98-a-0082,348.798750,348.858750,of,I,sd,u-96-4
sw3152B-ms98-a-0082,348.858750,349.328750,music,I,sd,u-96-4
sw3152B-ms98-a-0082,349.328750,349.550250,and,I,sd,u-96-4
sw3152B-ms98-a-0082,350.314875,350.648750,favorite,I,sd,u-96-4
sw3152B-ms98-a-0082,350.648750,351.198750,songs,I,sd,u-96-4
sw3152B-ms98-a-0082,351.198750,351.438750,and,I,sd,u-96-4
sw3152B-ms98-a-0082,351.438750,351.578750,when,I,sd,u-96-4
sw3152B-ms98-a-0082,351.578750,351.658750,they,I,sd,u-96-4
sw3152B-ms98-a-0082,351.658750,351.868750,come,I,sd,u-96-4
sw3152B-ms98-a-0082,351.868750,352.078750,on,I,sd,u-96-4
sw3152B-ms98-a-0082,352.078750,352.168750,we,I,sd,u-96-4
sw3152B-ms98-a-0082,352.168750,352.268750,have,I,sd,u-96-4
sw3152B-ms98-a-0082,352.268750,352.328750,to,I,sd,u-96-4
sw3152B-ms98-a-0082,352.328750,352.528750,turn,I,sd,u-96-4
sw3152B-ms98-a-0082,352.528750,352.608750,the,I,sd,u-96-4
sw3152B-ms98-a-0082,352.608750,352.878750,radio,I,sd,u-96-4
sw3152B-ms98-a-0082,352.878750,353.058750,up,I,sd,u-96-4
sw3152B-ms98-a-0082,353.058750,353.228750,full,I,sd,u-96-4
sw3152B-ms98-a-0082,353.228750,353.879375,blast,I,sd,u-96-4
sw3152B-ms98-a-0082,353.879375,354.065500,and,B,%,u-96-5
sw3152B-ms98-a-0084,363.116250,363.426250,yeah,B,ny,u-98-1
sw3152B-ms98-a-0084,363.426250,363.806250,well,B,sd^e,u-98-2
sw3152B-ms98-a-0084,363.806250,364.086250,my,I,sd^e,u-98-2
sw3152B-ms98-a-0084,364.216250,364.316250,my,I,sd^e,u-98-2
sw3152B-ms98-a-0084,364.316250,364.776250,oldest,I,sd^e,u-98-2
sw3152B-ms98-a-0084,364.776250,364.886250,is,I,sd^e,u-98-2
sw3152B-ms98-a-0084,364.886250,365.096250,only,I,sd^e,u-98-2
sw3152B-ms98-a-0084,365.096250,365.606250,nine,I,sd^e,u-98-2
sw3152B-ms98-a-0084,365.946250,366.066250,so,B,sd,u-100-1
sw3152B-ms98-a-0084,366.066250,366.096250,h[e]-,I,sd,u-100-1
sw3152B-ms98-a-0084,366.096250,366.526250,he,I,sd,u-100-1
sw3152B-ms98-a-0084,366.526250,366.876250,hasn't,I,sd,u-100-1
sw3152B-ms98-a-0084,366.876250,367.076250,really,I,sd,u-100-1
sw3152B-ms98-a-0084,367.076250,367.376250,gotten,I,sd,u-100-1
sw3152B-ms98-a-0084,367.376250,367.876250,into,I,sd,u-100-1
sw3152B-ms98-a-0084,368.596250,369.146250,um,I,sd,u-100-1
sw3152B-ms98-a-0084,369.146250,369.426250,that,I,sd,u-100-1
sw3152B-ms98-a-0084,369.426250,369.666250,yet,I,sd,u-100-1
sw3152B-ms98-a-0084,369.696250,369.816250,they,B,sd,u-100-2
sw3152B-ms98-a-0084,369.816250,369.996250,have,I,sd,u-100-2
sw3152B-ms98-a-0084,369.996250,370.636250,choir,I,sd,u-100-2
sw3152B-ms98-a-0084,371.186250,371.326250,that,I,sd,u-100-2
sw3152B-ms98-a-0084,371.326250,371.456250,they,I,sd,u-100-2
sw3152B-ms98-a-0084,371.456250,371.636250,go,I,sd,u-100-2
sw3152B-ms98-a-0084,371.636250,371.896250,to,I,sd,u-100-2
sw3152B-ms98-a-0084,371.896250,372.036250,you,I,sd,u-100-2
sw3152B-ms98-a-0084,372.036250,372.136250,know,I,sd,u-100-2
sw3152B-ms98-a-0084,372.136250,372.596250,music,I,sd,u-100-2
sw3152B-ms98-a-0084,372.596250,373.346250,class,B,+,u-102-1
sw3152B-ms98-a-0084,373.346250,373.436250,that,I,+,u-102-1
sw3152B-ms98-a-0084,373.436250,373.546250,they,I,+,u-102-1
sw3152B-ms98-a-0084,373.546250,373.666250,go,I,+,u-102-1
sw3152B-ms98-a-0084,373.686250,373.896250,to,I,+,u-102-1
sw3152B-ms98-a-0084,373.896250,374.146250,but,B,sd,u-102-2
sw3152B-ms98-a-0084,374.146250,374.506250,um,I,sd,u-102-2
sw3152B-ms98-a-0085,375.061000,375.401000,he's,I,sd,u-102-2
sw3152B-ms98-a-0085,375.401000,375.601000,not,I,sd,u-102-2
sw3152B-ms98-a-0085,375.601000,375.821000,old,I,sd,u-102-2
sw3152B-ms98-a-0085,375.821000,376.181000,enough,I,sd,u-102-2
sw3152B-ms98-a-0085,376.181000,376.431000,yet,I,sd,u-102-2
sw3152B-ms98-a-0085,376.431000,376.561000,to,I,sd,u-102-2
sw3152B-ms98-a-0085,376.561000,376.711000,get,I,sd,u-102-2
sw3152B-ms98-a-0085,376.711000,376.981000,into,I,sd,u-102-2
sw3152B-ms98-a-0085,376.981000,377.071000,the,I,sd,u-102-2
sw3152B-ms98-a-0085,377.071000,377.491000,band,I,sd,u-102-2
sw3152B-ms98-a-0085,377.491000,377.911000,yet,I,sd,u-102-2
sw3152B-ms98-a-0086,378.758750,379.048750,so,B,%,u-104-1
sw3152B-ms98-a-0086,379.298750,379.338750,i,B,sd,u-106-1
sw3152B-ms98-a-0086,379.338750,379.598750,think,I,sd,u-106-1
sw3152B-ms98-a-0086,379.598750,379.758750,that,I,sd,u-106-1
sw3152B-ms98-a-0086,379.758750,380.058750,starts,I,sd,u-106-1
sw3152B-ms98-a-0086,380.058750,380.168750,in,I,sd,u-106-1
sw3152B-ms98-a-0086,380.168750,380.528750,sixth,I,sd,u-106-1
sw3152B-ms98-a-0086,380.528750,381.018750,grade,I,sd,u-106-1
sw3152B-ms98-a-0088,383.592000,384.142000,so,B,%,u-108-1
sw3152B-ms98-a-0089,385.351875,385.481875,but,B,h,u-110-1
sw3152B-ms98-a-0089,385.481875,385.551875,i,I,h,u-110-1
sw3152B-ms98-a-0089,385.551875,385.721875,don't,I,h,u-110-1
sw3152B-ms98-a-0089,385.721875,385.851875,know,I,h,u-110-1
sw3152B-ms98-a-0089,385.851875,386.071875,he,B,sd,u-110-2
sw3152B-ms98-a-0089,386.401875,386.561875,he,I,sd,u-110-2
sw3152B-ms98-a-0089,386.561875,386.671875,sh[ows]-,I,sd,u-110-2
sw3152B-ms98-a-0089,386.821875,386.991875,he,I,sd,u-110-2
sw3152B-ms98-a-0089,387.061875,387.121875,the,I,sd,u-110-2
sw3152B-ms98-a-0089,387.121875,387.271875,only,I,sd,u-110-2
sw3152B-ms98-a-0089,387.271875,387.411875,thing,I,sd,u-110-2
sw3152B-ms98-a-0089,387.411875,387.591875,he's,I,sd,u-110-2
sw3152B-ms98-a-0089,387.591875,387.831875,really,I,sd,u-110-2
sw3152B-ms98-a-0089,387.831875,388.041875,shown,I,sd,u-110-2
sw3152B-ms98-a-0089,388.041875,388.451875,interest,I,sd,u-110-2
sw3152B-ms98-a-0089,388.451875,388.651875,in,I,sd,u-110-2
sw3152B-ms98-a-0089,389.161875,389.501875,wanting,I,sd,u-110-2
sw3152B-ms98-a-0089,389.501875,389.611875,to,I,sd,u-110-2
sw3152B-ms98-a-0089,389.611875,389.981875,play,I,sd,u-110-2
sw3152B-ms98-a-0089,389.981875,390.091875,is,I,sd,u-110-2
sw3152B-ms98-a-0089,390.151875,390.241875,the,I,sd,u-110-2
sw3152B-ms98-a-0089,390.241875,390.771875,drums,I,sd,u-110-2
