sw4327A-ms98-a-0001,0.062250,0.258000,right,B,o,u-1-1
sw4327A-ms98-a-0036,225.307750,225.817750,repairs,I,sd,u-29-5
sw4327A-ms98-a-0036,225.817750,225.947750,it,I,sd,u-29-5
sw4327A-ms98-a-0036,226.157750,226.337750,gives,I,sd,u-29-5
sw4327A-ms98-a-0036,226.337750,226.437750,it,I,sd,u-29-5
sw4327A-ms98-a-0036,226.437750,226.667750,back,I,sd,u-29-5
sw4327A-ms98-a-0036,226.667750,226.767750,to,I,sd,u-29-5
sw4327A-ms98-a-0036,226.767750,226.957125,you,I,sd,u-29-5
sw4327A-ms98-a-0036,226.957125,227.062500,and,I,sd,u-29-5
sw4327A-ms98-a-0036,227.062500,227.307750,takes,I,sd,u-29-5
sw4327A-ms98-a-0036,227.307750,227.447750,your,I,sd,u-29-5
sw4327A-ms98-a-0036,227.447750,227.667750,hundred,I,sd,u-29-5
sw4327A-ms98-a-0036,227.667750,228.133625,dollars,I,sd,u-29-5
sw4327A-ms98-a-0036,228.657125,228.980625,now,B,sd,u-29-6
sw4327A-ms98-a-0036,229.120000,229.227750,if,I,sd,u-29-6
sw4327A-ms98-a-0036,229.227750,229.357750,he,I,sd,u-29-6
sw4327A-ms98-a-0036,229.357750,229.637750,comes,I,sd,u-29-6
sw4327A-ms98-a-0036,229.637750,229.966000,in,I,sd,u-29-6
sw4327A-ms98-a-0036,229.966000,230.117750,and,I,sd,u-29-6
sw4327A-ms98-a-0036,230.117750,230.437750,says,I,sd,u-29-6
sw4327A-ms98-a-0036,230.437750,230.517750,you,I,sd,u-29-6
sw4327A-ms98-a-0036,230.517750,230.727750,know,I,sd,u-29-6
sw4327A-ms98-a-0036,230.727750,230.847750,i'll,I,sd,u-29-6
sw4327A-ms98-a-0036,230.847750,231.197750,repair,I,sd,u-29-6
sw4327A-ms98-a-0036,231.197750,231.537750,your,I,sd,u-29-6
sw4327A-ms98-a-0036,231.537750,231.737750,your,I,sd,u-29-6
sw4327A-ms98-a-0036,231.737750,232.277750,VCR,I,sd,u-29-6
sw4327A-ms98-a-0036,232.277750,232.357750,or,I,sd,u-29-6
sw4327A-ms98-a-0036,232.357750,232.597750,somebody,I,sd,u-29-6
sw4327A-ms98-a-0036,232.597750,232.897750,else's,I,sd,u-29-6
sw4327A-ms98-a-0036,232.897750,233.317750,VCR,I,sd,u-29-6
sw4327A-ms98-a-0036,233.317750,233.447750,for,I,sd,u-29-6
sw4327A-ms98-a-0036,233.447750,233.477750,a,I,sd,u-29-6
sw4327A-ms98-a-0036,233.477750,233.707750,hundred,I,sd,u-29-6
sw4327A-ms98-a-0036,233.707750,234.052750,dollars,I,sd,u-29-6
sw4327A-ms98-a-0037,234.539625,234.719625,gets,I,sd,u-29-6
sw4327A-ms98-a-0037,234.719625,234.809625,in,I,sd,u-29-6
sw4327A-ms98-a-0037,234.809625,235.032500,there,I,sd,u-29-6
sw4327A-ms98-a-0037,235.032500,235.269625,maybe,B,sd,u-29-7
sw4327A-ms98-a-0037,235.269625,235.389625,it's,I,sd,u-29-7
sw4327A-ms98-a-0037,235.389625,235.449625,a,I,sd,u-29-7
sw4327A-ms98-a-0037,235.449625,235.719625,blown,I,sd,u-29-7
sw4327A-ms98-a-0037,235.719625,235.999625,fuse,I,sd,u-29-7
sw4327A-ms98-a-0037,235.999625,236.239625,takes,B,sd,u-29-8
sw4327A-ms98-a-0037,236.239625,236.369625,him,I,sd,u-29-8
sw4327A-ms98-a-0037,236.369625,236.499625,two,I,sd,u-29-8
sw4327A-ms98-a-0037,236.499625,236.873750,minutes,I,sd,u-29-8
sw4327A-ms98-a-0037,237.024375,237.159625,he,B,sd,u-29-9
sw4327A-ms98-a-0037,237.159625,237.549625,fixes,I,sd,u-29-9
sw4327A-ms98-a-0037,237.549625,237.682250,it,I,sd,u-29-9
sw4327A-ms98-a-0037,237.878125,237.999625,he,B,sd,u-29-10
sw4327A-ms98-a-0037,237.999625,238.299625,still,I,sd,u-29-10
sw4327A-ms98-a-0037,238.299625,238.729625,charges,I,sd,u-29-10
sw4327A-ms98-a-0037,238.729625,238.859625,you,I,sd,u-29-10
sw4327A-ms98-a-0037,238.859625,239.039625,that,I,sd,u-29-10
sw4327A-ms98-a-0037,239.039625,239.309625,hundred,I,sd,u-29-10
sw4327A-ms98-a-0037,239.309625,239.789625,dollars,I,sd,u-29-10
sw4327A-ms98-a-0038,240.497250,240.627250,so,B,sv,u-29-11
sw4327A-ms98-a-0038,240.627250,240.887250,maybe,I,sv,u-29-11
sw4327A-ms98-a-0038,240.887250,240.997250,if,I,sv,u-29-11
sw4327A-ms98-a-0038,240.997250,241.087250,we,I,sv,u-29-11
sw4327A-ms98-a-0038,241.087250,241.247250,did,I,sv,u-29-11
sw4327A-ms98-a-0038,241.247250,241.387250,that,I,sv,u-29-11
sw4327A-ms98-a-0038,241.387250,241.537625,with,I,sv,u-29-11
sw4327A-ms98-a-0038,241.537625,241.737250,the,I,sv,u-29-11
sw4327A-ms98-a-0038,241.737250,242.304875,lawyers,I,sv,u-29-11
sw4327A-ms98-a-0038,242.549625,242.797250,so,I,sv,u-29-11
sw4327A-ms98-a-0038,242.797250,242.947250,that,I,sv,u-29-11
sw4327A-ms98-a-0038,242.947250,243.037250,you,I,sv,u-29-11
sw4327A-ms98-a-0038,243.037250,243.296000,know,I,sv,u-29-11
sw4327A-ms98-a-0038,243.608625,243.887250,whether,I,sv,u-29-11
sw4327A-ms98-a-0038,243.887250,244.037250,it's,I,sv,u-29-11
sw4327A-ms98-a-0038,244.037250,244.087250,a,I,sv,u-29-11
sw4327A-ms98-a-0038,244.087250,244.447250,murder,I,sv,u-29-11
sw4327A-ms98-a-0038,244.447250,244.997250,case,I,sv,u-29-11
sw4327A-ms98-a-0038,244.997250,245.388375,or,I,sv,u-29-11
sw4327A-ms98-a-0038,245.388375,246.038125,a,I,sv,u-29-11
sw4327A-ms98-a-0038,246.038125,246.127250,you,I,sv,u-29-11
sw4327A-ms98-a-0038,246.127250,246.247250,know,I,sv,u-29-11
sw4327A-ms98-a-0038,246.247250,246.307250,a,I,sv,u-29-11
sw4327A-ms98-a-0038,246.307250,246.887250,civil,I,sv,u-29-11
sw4327A-ms98-a-0038,246.887250,247.136875,uh,I,sv,u-29-11
sw4327A-ms98-a-0038,247.562500,247.867250,somebody,I,sv,u-29-11
sw4327A-ms98-a-0038,247.867250,248.207250,suing,I,sv,u-29-11
sw4327A-ms98-a-0038,248.207250,248.557250,somebody,I,sv,u-29-11
sw4327A-ms98-a-0038,248.557250,248.841250,else,I,sv,u-29-11
sw4327A-ms98-a-0038,249.048375,249.217250,you,I,sv,u-29-11
sw4327A-ms98-a-0038,249.217250,249.497250,get,I,sv,u-29-11
sw4327A-ms98-a-0038,249.497250,249.737250,X,I,sv,u-29-11
sw4327A-ms98-a-0038,249.737250,250.147250,dollars,I,sv,u-29-11
sw4327A-ms98-a-0038,250.147250,250.287250,for,I,sv,u-29-11
sw4327A-ms98-a-0038,250.287250,250.467250,that,I,sv,u-29-11
sw4327A-ms98-a-0038,250.467250,250.857250,case,I,sv,u-29-11
sw4327A-ms98-a-0038,250.857250,250.987250,and,B,sd,u-29-12
sw4327A-ms98-a-0038,250.987250,251.207250,that's,I,sd,u-29-12
sw4327A-ms98-a-0038,251.207250,251.397250,it,I,sd,u-29-12
sw4327A-ms98-a-0038,251.677250,251.837250,none,B,%,u-31-1
sw4327A-ms98-a-0038,251.837250,251.897250,of,I,%,u-31-1
sw4327A-ms98-a-0038,251.897250,252.375625,this,I,%,u-31-1
sw4327A-ms98-a-0040,261.356875,261.559875,oh,B,ny,u-33-1
sw4327A-ms98-a-0040,261.559875,261.846500,yeah,I,ny,u-33-1
sw4327A-ms98-a-0042,264.327750,264.606750,yeah,B,b,u-35-1
sw4327A-ms98-a-0044,267.143125,267.394000,that's,B,aa,u-37-1
sw4327A-ms98-a-0044,267.394000,267.716000,true,I,aa,u-37-1
sw4327A-ms98-a-0044,267.914500,268.214500,yeah,B,b,u-39-1
sw4327A-ms98-a-0045,269.099375,269.330000,um,B,sv,u-41-1
sw4327A-ms98-a-0045,269.717875,269.942375,y[eah]-,I,sv,u-41-1
sw4327A-ms98-a-0045,269.942375,270.162375,well,I,sv,u-41-1
sw4327A-ms98-a-0045,270.162375,270.398625,you,I,sv,u-41-1
sw4327A-ms98-a-0045,270.590750,270.782375,you,I,sv,u-41-1
sw4327A-ms98-a-0045,270.782375,270.968625,know,I,sv,u-41-1
sw4327A-ms98-a-0045,270.968625,271.047750,[laughter],I,sv,u-41-1
sw4327A-ms98-a-0045,271.047750,271.182375,you're,I,sv,u-41-1
sw4327A-ms98-a-0045,271.182375,271.512375,talking,I,sv,u-41-1
sw4327A-ms98-a-0045,271.512375,271.592375,to,I,sv,u-41-1
sw4327A-ms98-a-0045,271.592375,271.842375,part,I,sv,u-41-1
sw4327A-ms98-a-0045,271.842375,272.002375,of,I,sv,u-41-1
sw4327A-ms98-a-0045,272.002375,272.092375,them,I,sv,u-41-1
sw4327A-ms98-a-0045,272.092375,272.372375,that's,I,sv,u-41-1
sw4327A-ms98-a-0045,272.372375,272.692375,paying,I,sv,u-41-1
sw4327A-ms98-a-0045,272.692375,272.842375,for,I,sv,u-41-1
sw4327A-ms98-a-0045,272.842375,273.032375,that,I,sv,u-41-1
sw4327A-ms98-a-0045,273.032375,274.950875,[laughter],O,,
sw4327A-ms98-a-0046,275.549250,275.836875,[laughter],O,,
sw4327A-ms98-a-0046,275.836875,276.282875,that's,B,aa,u-43-1
sw4327A-ms98-a-0046,276.282875,276.945125,right,I,aa,u-43-1
sw4327A-ms98-a-0046,277.785000,277.887000,you,B,sv,u-43-2
sw4327A-ms98-a-0046,277.887000,277.999125,know,I,sv,u-43-2
sw4327A-ms98-a-0046,277.999125,278.279125,that's,I,sv,u-43-2
sw4327A-ms98-a-0046,278.279125,278.737875,it,I,sv,u-43-2
sw4327A-ms98-a-0046,278.737875,279.092000,it's,I,sv,u-43-2
sw4327A-ms98-a-0046,279.092000,279.270875,it's,I,sv,u-43-2
sw4327A-ms98-a-0046,279.270875,279.749125,amazing,I,sv,u-43-2
sw4327A-ms98-a-0046,279.749125,279.989125,and,B,sv,u-43-3
sw4327A-ms98-a-0046,279.989125,280.089125,and,I,sv,u-43-3
sw4327A-ms98-a-0046,280.089125,280.189125,when,I,sv,u-43-3
sw4327A-ms98-a-0046,280.189125,280.249125,you,I,sv,u-43-3
sw4327A-ms98-a-0046,280.249125,280.489125,stop,I,sv,u-43-3
sw4327A-ms98-a-0046,280.489125,280.579125,and,I,sv,u-43-3
sw4327A-ms98-a-0046,280.579125,280.749125,look,I,sv,u-43-3
sw4327A-ms98-a-0046,280.749125,280.929125,at,I,sv,u-43-3
sw4327A-ms98-a-0046,280.929125,281.019125,it,I,sv,u-43-3
sw4327A-ms98-a-0046,281.019125,281.059125,i,I,sv,u-43-3
sw4327A-ms98-a-0046,281.059125,281.437375,mean,I,sv,u-43-3
sw4327A-ms98-a-0046,281.437375,281.579125,the,I,sv,u-43-3
sw4327A-ms98-a-0046,281.579125,282.280125,judges,I,sv,u-43-3
sw4327A-ms98-a-0046,282.494875,282.709125,th[ey're]-,I,sv,u-43-3
sw4327A-ms98-a-0046,282.709125,282.889125,they're,I,sv,u-43-3
sw4327A-ms98-a-0046,282.889125,283.019125,all,I,sv,u-43-3
sw4327A-ms98-a-0046,283.019125,283.389125,former,I,sv,u-43-3
sw4327A-ms98-a-0046,283.389125,283.890125,lawyers,I,sv,u-43-3
sw4327A-ms98-a-0048,289.669000,292.023375,[laughter],O,,
