sw2065B-ms98-a-0001,0.210250,0.825750,okay,O,,
sw2065B-ms98-a-0035,173.106125,173.256125,you'd,I,sv,u-44-2
sw2065B-ms98-a-0035,173.256125,173.356125,be,I,sv,u-44-2
sw2065B-ms98-a-0035,173.356125,173.706125,murdered,I,sv,u-44-2
sw2065B-ms98-a-0035,173.706125,173.846125,them,I,sv,u-44-2
sw2065B-ms98-a-0035,173.846125,173.906125,you,I,sv,u-44-2
sw2065B-ms98-a-0035,173.906125,173.966125,know,I,sv,u-44-2
sw2065B-ms98-a-0035,173.966125,174.026125,on,I,sv,u-44-2
sw2065B-ms98-a-0035,174.026125,174.086125,the,I,sv,u-44-2
sw2065B-ms98-a-0035,174.086125,174.156125,you,I,sv,u-44-2
sw2065B-ms98-a-0035,174.156125,174.293125,know,I,sv,u-44-2
sw2065B-ms98-a-0035,174.293125,174.728000,street,I,sv,u-44-2
sw2065B-ms98-a-0035,174.728000,175.031125,so,B,%,u-44-3
sw2065B-ms98-a-0035,175.834500,176.209750,yeah,O,,
sw2065B-ms98-a-0037,191.269125,192.707625,[laughter-yeah],O,,
sw2065B-ms98-a-0039,205.203125,205.723000,yeah,B,b,u-48-1
sw2065B-ms98-a-0041,209.380000,209.843250,yeah,B,aa,u-50-1
sw2065B-ms98-a-0041,209.843250,210.124000,that's,B,sv,u-50-2
sw2065B-ms98-a-0041,210.124000,210.560250,true,I,sv,u-50-2
sw2065B-ms98-a-0043,212.467250,212.567000,the,O,,
sw2065B-ms98-a-0043,212.567000,212.857000,people,B,sv,u-52-1
sw2065B-ms98-a-0043,212.857000,212.967000,that,I,sv,u-52-1
sw2065B-ms98-a-0043,212.967000,213.157000,might,I,sv,u-52-1
sw2065B-ms98-a-0043,213.157000,213.517000,benefit,I,sv,u-52-1
sw2065B-ms98-a-0043,213.517000,213.747000,most,I,sv,u-52-1
sw2065B-ms98-a-0043,213.747000,213.887000,from,I,sv,u-52-1
sw2065B-ms98-a-0043,213.887000,213.987000,it,I,sv,u-52-1
sw2065B-ms98-a-0043,213.987000,214.197000,might,I,sv,u-52-1
sw2065B-ms98-a-0043,214.197000,214.427000,not,I,sv,u-52-1
sw2065B-ms98-a-0043,214.427000,214.677000,go,I,sv,u-52-1
sw2065B-ms98-a-0043,214.677000,214.767000,in,I,sv,u-52-1
sw2065B-ms98-a-0043,214.767000,214.967000,that,I,sv,u-52-1
sw2065B-ms98-a-0043,214.967000,215.657000,situation,I,sv,u-52-1
sw2065B-ms98-a-0043,215.657000,215.737000,you,I,sv,u-52-1
sw2065B-ms98-a-0043,215.737000,215.847000,know,I,sv,u-52-1
sw2065B-ms98-a-0043,215.847000,215.987000,like,I,sv,u-52-1
sw2065B-ms98-a-0043,215.987000,216.207000,people,I,sv,u-52-1
sw2065B-ms98-a-0043,216.207000,216.327000,that,I,sv,u-52-1
sw2065B-ms98-a-0043,216.327000,216.547000,really,I,sv,u-52-1
sw2065B-ms98-a-0043,216.547000,216.647000,are,I,sv,u-52-1
sw2065B-ms98-a-0043,216.647000,216.997000,trapped,I,sv,u-52-1
sw2065B-ms98-a-0043,216.997000,217.057000,in,I,sv,u-52-1
sw2065B-ms98-a-0043,217.057000,217.137000,a,I,sv,u-52-1
sw2065B-ms98-a-0043,217.137000,217.517000,ghetto,I,sv,u-52-1
sw2065B-ms98-a-0043,217.517000,217.743875,or,I,sv,u-52-1
sw2065B-ms98-a-0043,217.743875,218.067000,something,I,sv,u-52-1
sw2065B-ms98-a-0043,218.067000,218.237000,like,I,sv,u-52-1
sw2065B-ms98-a-0043,218.237000,218.575875,that,I,sv,u-52-1
sw2065B-ms98-a-0044,219.541125,219.669750,might,B,sv,u-54-1
sw2065B-ms98-a-0044,219.669750,219.849750,not,I,sv,u-54-1
sw2065B-ms98-a-0044,219.849750,220.079750,go,I,sv,u-54-1
sw2065B-ms98-a-0044,220.079750,220.209750,if,I,sv,u-54-1
sw2065B-ms98-a-0044,220.209750,220.309750,it,I,sv,u-54-1
sw2065B-ms98-a-0044,220.309750,220.539750,was,I,sv,u-54-1
sw2065B-ms98-a-0044,220.539750,221.009750,voluntary,I,sv,u-54-1
sw2065B-ms98-a-0044,221.009750,221.099750,but,B,sd,u-54-2
sw2065B-ms98-a-0044,221.099750,221.179750,i,I,sd,u-54-2
sw2065B-ms98-a-0044,221.179750,221.309750,don't,I,sd,u-54-2
sw2065B-ms98-a-0044,221.309750,221.369750,know,I,sd,u-54-2
sw2065B-ms98-a-0044,221.369750,221.509750,how,I,sd,u-54-2
sw2065B-ms98-a-0044,221.509750,221.659750,they'd,I,sd,u-54-2
sw2065B-ms98-a-0044,221.659750,222.179750,enforce,I,sd,u-54-2
sw2065B-ms98-a-0044,222.179750,222.319750,it,I,sd,u-54-2
sw2065B-ms98-a-0044,222.319750,222.439750,if,B,%,u-54-3
sw2065B-ms98-a-0044,222.439750,222.569750,it,I,%,u-54-3
sw2065B-ms98-a-0044,222.569750,222.882875,was,I,%,u-54-3
sw2065B-ms98-a-0046,225.310125,225.896250,yeah,B,b,u-56-1
sw2065B-ms98-a-0046,227.526875,227.786250,[laughter-i],O,,
sw2065B-ms98-a-0046,227.786250,228.045125,[laughter-don't],O,,
sw2065B-ms98-a-0046,228.045125,229.073500,[laughter-know],O,,
sw2065B-ms98-a-0046,229.073500,229.291750,send,B,ad,u-60-2
sw2065B-ms98-a-0046,229.291750,229.381750,them,I,ad,u-60-2
sw2065B-ms98-a-0046,229.381750,229.571750,over,I,ad,u-60-2
sw2065B-ms98-a-0046,229.571750,229.661750,to,I,ad,u-60-2
sw2065B-ms98-a-0046,229.661750,230.181750,Iraq,I,ad,u-60-2
sw2065B-ms98-a-0046,230.181750,231.741750,[laughter],O,,
sw2065B-ms98-a-0046,231.741750,231.901750,have,B,ad,u-62-1
sw2065B-ms98-a-0046,231.901750,231.961750,a,I,ad,u-62-1
sw2065B-ms98-a-0046,231.961750,232.391750,vacation,I,ad,u-62-1
sw2065B-ms98-a-0046,232.391750,232.481750,in,I,ad,u-62-1
sw2065B-ms98-a-0046,232.481750,232.791750,Iraq,I,ad,u-62-1
sw2065B-ms98-a-0046,232.791750,232.911750,for,I,ad,u-62-1
sw2065B-ms98-a-0046,232.911750,232.941750,a,I,ad,u-62-1
sw2065B-ms98-a-0046,232.941750,233.191750,year,I,ad,u-62-1
sw2065B-ms98-a-0046,233.191750,233.810250,[laughter],O,,
sw2065B-ms98-a-0048,238.186875,238.770625,yeah,B,b,u-64-1
sw2065B-ms98-a-0050,250.460875,250.903875,um-hum,B,b,u-66-1
sw2065B-ms98-a-0051,252.476625,252.950250,yeah,B,b,u-68-1
sw2065B-ms98-a-0053,255.465750,255.622625,well,B,sv,u-70-1
sw2065B-ms98-a-0053,255.622625,255.725875,it,I,sv,u-70-1
sw2065B-ms98-a-0053,255.725875,255.942625,seems,I,sv,u-70-1
sw2065B-ms98-a-0053,255.942625,256.092625,like,I,sv,u-70-1
sw2065B-ms98-a-0053,256.092625,256.152625,it,I,sv,u-70-1
sw2065B-ms98-a-0053,256.152625,256.282625,would,I,sv,u-70-1
sw2065B-ms98-a-0053,256.282625,256.632625,develop,I,sv,u-70-1
sw2065B-ms98-a-0053,256.632625,257.092625,pride,I,sv,u-70-1
sw2065B-ms98-a-0053,257.092625,257.172625,you,I,sv,u-70-1
sw2065B-ms98-a-0053,257.172625,257.292625,know,I,sv,u-70-1
sw2065B-ms98-a-0053,257.292625,257.392625,in,I,sv,u-70-1
sw2065B-ms98-a-0053,257.392625,257.769500,people,I,sv,u-70-1
sw2065B-ms98-a-0053,257.769500,257.992625,if,I,sv,u-70-1
sw2065B-ms98-a-0053,257.992625,258.192625,if,I,sv,u-70-1
sw2065B-ms98-a-0053,258.192625,258.372625,it's,I,sv,u-70-1
sw2065B-ms98-a-0053,258.372625,258.502625,in,I,sv,u-70-1
sw2065B-ms98-a-0053,258.502625,258.652625,their,I,sv,u-70-1
sw2065B-ms98-a-0053,258.652625,258.832625,own,I,sv,u-70-1
sw2065B-ms98-a-0053,258.832625,259.292625,country,I,sv,u-70-1
sw2065B-ms98-a-0053,259.292625,259.352625,it,B,sv,u-70-2
sw2065B-ms98-a-0053,259.352625,259.452625,would,I,sv,u-70-2
sw2065B-ms98-a-0053,259.452625,259.922625,certainly,I,sv,u-70-2
sw2065B-ms98-a-0053,259.922625,260.192625,help,I,sv,u-70-2
sw2065B-ms98-a-0053,260.192625,260.392625,them,I,sv,u-70-2
sw2065B-ms98-a-0053,260.392625,260.648250,to,I,sv,u-70-2
sw2065B-ms98-a-0053,260.648250,261.452625,appreciate,I,sv,u-70-2
sw2065B-ms98-a-0053,261.452625,261.632625,some,I,sv,u-70-2
sw2065B-ms98-a-0053,261.632625,261.732625,of,I,sv,u-70-2
sw2065B-ms98-a-0053,261.732625,261.905000,the,I,sv,u-70-2
sw2065B-ms98-a-0054,262.581125,262.772500,things,I,sv,u-70-2
sw2065B-ms98-a-0054,262.772500,262.872500,that,I,sv,u-70-2
sw2065B-ms98-a-0054,262.872500,263.002500,we,I,sv,u-70-2
sw2065B-ms98-a-0054,263.002500,263.262500,have,I,sv,u-70-2
sw2065B-ms98-a-0054,263.262500,263.482500,here,I,sv,u-70-2
sw2065B-ms98-a-0054,263.482500,263.572500,and,I,sv,u-70-2
sw2065B-ms98-a-0054,263.572500,263.872500,develop,I,sv,u-70-2
sw2065B-ms98-a-0054,263.872500,264.032500,some,I,sv,u-70-2
sw2065B-ms98-a-0054,264.032500,264.362500,pride,I,sv,u-70-2
sw2065B-ms98-a-0054,264.362500,264.422500,in,I,sv,u-70-2
sw2065B-ms98-a-0054,264.422500,264.542500,them,I,sv,u-70-2
sw2065B-ms98-a-0054,264.542500,264.692500,if,I,sv,u-70-2
sw2065B-ms98-a-0054,264.692500,264.762500,it,I,sv,u-70-2
sw2065B-ms98-a-0054,264.762500,264.902500,was,I,sv,u-70-2
sw2065B-ms98-a-0054,264.902500,265.272500,handled,I,sv,u-70-2
sw2065B-ms98-a-0054,265.272500,265.442500,that,I,sv,u-70-2
sw2065B-ms98-a-0054,265.442500,265.652500,way,I,sv,u-70-2
sw2065B-ms98-a-0054,265.652500,265.732500,i,B,%,u-70-3
sw2065B-ms98-a-0054,265.732500,265.852500,i,I,%,u-70-3
sw2065B-ms98-a-0054,265.852500,265.952500,it,B,sv,u-70-4
sw2065B-ms98-a-0054,265.952500,266.072500,would,I,sv,u-70-4
sw2065B-ms98-a-0054,266.072500,266.292500,take,I,sv,u-70-4
sw2065B-ms98-a-0054,266.292500,266.582500,quite,I,sv,u-70-4
sw2065B-ms98-a-0054,266.582500,266.622500,a,I,sv,u-70-4
sw2065B-ms98-a-0054,266.622500,266.792500,few,I,sv,u-70-4
sw2065B-ms98-a-0054,266.792500,267.072500,people,I,sv,u-70-4
sw2065B-ms98-a-0054,267.072500,267.172500,i,B,sv,u-70-5
sw2065B-ms98-a-0054,267.172500,267.342500,think,I,sv,u-70-5
sw2065B-ms98-a-0054,267.342500,267.412500,it,I,sv,u-70-5
sw2065B-ms98-a-0054,267.412500,267.721875,might,I,sv,u-70-5
sw2065B-ms98-a-0054,267.846125,268.092500,build,I,sv,u-70-5
sw2065B-ms98-a-0054,268.092500,268.622500,jobs,I,sv,u-70-5
sw2065B-ms98-a-0054,268.622500,268.782500,for,I,sv,u-70-5
sw2065B-ms98-a-0054,268.782500,269.286500,people,I,sv,u-70-5
sw2065B-ms98-a-0054,269.471125,269.582500,you,I,sv,u-70-5
sw2065B-ms98-a-0054,269.582500,269.712500,know,I,sv,u-70-5
sw2065B-ms98-a-0054,269.712500,269.892500,that,I,sv,u-70-5
sw2065B-ms98-a-0054,269.892500,270.239750,were,I,sv,u-70-5
sw2065B-ms98-a-0054,270.239750,271.072500,administrating,I,sv,u-70-5
sw2065B-ms98-a-0054,271.072500,271.232500,and,I,sv,u-70-5
sw2065B-ms98-a-0054,271.232500,271.512500,running,I,sv,u-70-5
sw2065B-ms98-a-0054,271.512500,271.642500,and,I,sv,u-70-5
sw2065B-ms98-a-0054,271.642500,272.102500,training,I,sv,u-70-5
sw2065B-ms98-a-0054,272.102500,272.341125,and,I,sv,u-70-5
sw2065B-ms98-a-0054,272.702750,273.262500,coordinating,I,sv,u-70-5
sw2065B-ms98-a-0054,273.262500,273.372500,and,I,sv,u-70-5
sw2065B-ms98-a-0054,273.372500,273.532500,all,I,sv,u-70-5
sw2065B-ms98-a-0054,273.532500,273.872500,that,I,sv,u-70-5
sw2065B-ms98-a-0054,273.872500,274.032500,so,B,sv,u-70-6
sw2065B-ms98-a-0054,274.032500,274.302500,maybe,I,sv,u-70-6
sw2065B-ms98-a-0054,274.302500,274.482500,that,I,sv,u-70-6
sw2065B-ms98-a-0054,274.482500,274.682500,part,I,sv,u-70-6
sw2065B-ms98-a-0054,274.682500,274.742500,of,I,sv,u-70-6
sw2065B-ms98-a-0054,274.742500,274.802500,it,I,sv,u-70-6
sw2065B-ms98-a-0054,274.802500,274.932500,would,I,sv,u-70-6
sw2065B-ms98-a-0054,274.932500,275.062500,be,I,sv,u-70-6
sw2065B-ms98-a-0054,275.062500,275.450500,helpful,I,sv,u-70-6
sw2065B-ms98-a-0054,275.450500,275.746000,too,I,sv,u-70-6
sw2065B-ms98-a-0055,276.699375,276.752625,i,B,h,u-72-1
sw2065B-ms98-a-0055,276.752625,276.942625,don't,I,h,u-72-1
sw2065B-ms98-a-0055,276.942625,277.310250,know,I,h,u-72-1
sw2065B-ms98-a-0056,278.052125,278.186500,i'd,O,,
sw2065B-ms98-a-0056,278.186500,278.326500,like,B,sd,u-74-1
sw2065B-ms98-a-0056,278.326500,278.406500,to,I,sd,u-74-1
sw2065B-ms98-a-0056,278.406500,278.506500,have,I,sd,u-74-1
sw2065B-ms98-a-0056,278.506500,278.576500,a,I,sd,u-74-1
sw2065B-ms98-a-0056,278.576500,278.976500,volunteer,I,sd,u-74-1
sw2065B-ms98-a-0056,278.976500,279.206500,come,I,sd,u-74-1
sw2065B-ms98-a-0056,279.206500,279.416500,here,I,sd,u-74-1
sw2065B-ms98-a-0056,279.416500,279.626500,and,I,sd,u-74-1
sw2065B-ms98-a-0056,279.626500,279.826500,rake,I,sd,u-74-1
sw2065B-ms98-a-0056,279.826500,280.226500,leaves,I,sd,u-74-1
sw2065B-ms98-a-0056,280.226500,280.325250,and,I,sd,u-74-1
sw2065B-ms98-a-0056,280.325250,280.581250,[laughter],I,sd,u-74-1
sw2065B-ms98-a-0056,280.581250,280.716500,mow,I,sd,u-74-1
sw2065B-ms98-a-0056,280.716500,280.836500,the,I,sd,u-74-1
sw2065B-ms98-a-0056,280.836500,281.166500,[laughter-grass],I,sd,u-74-1
sw2065B-ms98-a-0056,281.166500,281.436500,and,I,sd,u-74-1
sw2065B-ms98-a-0056,281.436500,282.003125,[laughter],O,,
sw2065B-ms98-a-0058,287.327125,287.839500,yeah,B,b,u-76-1
sw2065B-ms98-a-0058,288.035375,288.566875,yeah,B,b^r,u-76-2
sw2065B-ms98-a-0060,294.917000,295.394875,um-hum,B,b,u-78-1
sw2065B-ms98-a-0062,305.781250,306.236000,um-hum,O,,
sw2065B-ms98-a-0064,308.169250,308.560125,um-hum,B,b^r,u-80-1
sw2065B-ms98-a-0066,312.297750,312.762875,yeah,B,b,u-82-1
sw2065B-ms98-a-0066,312.762875,313.032875,really,B,sv,u-82-2
sw2065B-ms98-a-0066,313.032875,313.132875,there,I,sv,u-82-2
sw2065B-ms98-a-0066,313.132875,313.312875,could,I,sv,u-82-2
sw2065B-ms98-a-0066,313.312875,313.607500,be,I,sv,u-82-2
sw2065B-ms98-a-0066,313.607500,314.054750,um,I,sv,u-82-2
sw2065B-ms98-a-0066,314.574625,314.985875,some,I,sv,u-82-2
sw2065B-ms98-a-0066,315.068750,315.342875,uh,I,sv,u-82-2
sw2065B-ms98-a-0066,315.342875,316.002875,scandals,I,sv,u-82-2
sw2065B-ms98-a-0066,316.002875,316.462875,involved,I,sv,u-82-2
sw2065B-ms98-a-0066,316.462875,316.622875,if,I,sv,u-82-2
sw2065B-ms98-a-0066,316.622875,316.752875,you,I,sv,u-82-2
sw2065B-ms98-a-0066,316.752875,316.832875,know,I,sv,u-82-2
sw2065B-ms98-a-0066,316.832875,316.892875,it,I,sv,u-82-2
sw2065B-ms98-a-0066,316.892875,317.152875,wasn't,I,sv,u-82-2
sw2065B-ms98-a-0066,317.152875,317.462875,people,I,sv,u-82-2
sw2065B-ms98-a-0066,317.462875,317.572875,that,I,sv,u-82-2
sw2065B-ms98-a-0066,317.572875,317.702875,were,I,sv,u-82-2
sw2065B-ms98-a-0066,317.702875,318.130750,really,I,sv,u-82-2
sw2065B-ms98-a-0066,318.285125,318.782875,fair,I,sv,u-82-2
sw2065B-ms98-a-0066,318.782875,319.064375,and,I,sv,u-82-2
sw2065B-ms98-a-0067,319.507000,319.795500,leaving,O,,
sw2065B-ms98-a-0067,319.795500,319.944125,it,O,,
sw2065B-ms98-a-0067,319.944125,320.045500,you,B,+,u-84-1
sw2065B-ms98-a-0067,320.045500,320.383500,know,I,+,u-84-1
sw2065B-ms98-a-0067,320.598125,320.695500,in,I,+,u-84-1
sw2065B-ms98-a-0067,320.695500,320.785500,a,I,+,u-84-1
sw2065B-ms98-a-0067,320.785500,321.145500,legal,I,+,u-84-1
sw2065B-ms98-a-0067,321.145500,321.345500,way,I,+,u-84-1
sw2065B-ms98-a-0067,321.345500,321.455500,or,I,+,u-84-1
sw2065B-ms98-a-0067,321.455500,321.795500,something,I,+,u-84-1
sw2065B-ms98-a-0067,321.795500,321.875500,they,B,sv,u-84-2
sw2065B-ms98-a-0067,321.875500,322.011000,could,I,sv,u-84-2
sw2065B-ms98-a-0067,322.011000,322.295500,send,I,sv,u-84-2
sw2065B-ms98-a-0067,322.295500,322.445500,all,I,sv,u-84-2
sw2065B-ms98-a-0067,322.445500,322.505500,the,I,sv,u-84-2
sw2065B-ms98-a-0067,322.505500,322.885500,people,I,sv,u-84-2
sw2065B-ms98-a-0067,322.885500,323.104250,over,I,sv,u-84-2
sw2065B-ms98-a-0067,323.104250,323.225500,to,I,sv,u-84-2
sw2065B-ms98-a-0067,324.112000,324.185500,you,I,sv,u-84-2
sw2065B-ms98-a-0067,324.185500,324.275500,know,I,sv,u-84-2
sw2065B-ms98-a-0067,324.275500,324.455500,one,I,sv,u-84-2
sw2065B-ms98-a-0067,324.455500,325.065500,particular,I,sv,u-84-2
sw2065B-ms98-a-0067,325.065500,325.395500,part,I,sv,u-84-2
sw2065B-ms98-a-0067,325.395500,325.485500,of,I,sv,u-84-2
sw2065B-ms98-a-0067,325.485500,325.975500,town,I,sv,u-84-2
sw2065B-ms98-a-0067,325.975500,326.125500,or,I,sv,u-84-2
sw2065B-ms98-a-0067,326.125500,326.325500,one,I,sv,u-84-2
sw2065B-ms98-a-0067,326.325500,326.905500,particular,I,sv,u-84-2
sw2065B-ms98-a-0067,326.905500,327.685500,project,I,sv,u-84-2
sw2065B-ms98-a-0067,327.685500,327.785500,that,I,sv,u-84-2
sw2065B-ms98-a-0067,327.785500,328.145500,somebody,I,sv,u-84-2
sw2065B-ms98-a-0067,328.145500,328.423250,had,I,sv,u-84-2
sw2065B-ms98-a-0067,328.698250,328.975500,paid,I,sv,u-84-2
sw2065B-ms98-a-0067,328.975500,329.495500,somebody,I,sv,u-84-2
sw2065B-ms98-a-0067,329.495500,329.674500,to,I,sv,u-84-2
sw2065B-ms98-a-0067,329.877875,330.005500,you,I,sv,u-84-2
sw2065B-ms98-a-0067,330.005500,330.395500,know,I,sv,u-84-2
sw2065B-ms98-a-0067,330.395500,330.595500,get,I,sv,u-84-2
sw2065B-ms98-a-0067,330.595500,331.175500,supported,I,sv,u-84-2
sw2065B-ms98-a-0067,331.175500,331.354875,or,B,%,u-84-3
sw2065B-ms98-a-0068,332.243000,332.366875,it,O,,
sw2065B-ms98-a-0068,332.366875,332.476875,would,O,,
sw2065B-ms98-a-0068,332.476875,332.616875,be,O,,
sw2065B-ms98-a-0068,332.616875,332.996875,open,O,,
sw2065B-ms98-a-0068,332.996875,333.213875,for,O,,
sw2065B-ms98-a-0070,345.936625,346.511250,yeah,B,b,u-88-1
sw2065B-ms98-a-0070,346.511250,346.701250,that,B,qy^g,u-90-1
sw2065B-ms98-a-0070,346.701250,346.881250,could,I,qy^g,u-90-1
sw2065B-ms98-a-0070,346.881250,347.001250,be,I,qy^g,u-90-1
sw2065B-ms98-a-0070,347.001250,347.031250,a,I,qy^g,u-90-1
sw2065B-ms98-a-0070,347.031250,347.621250,complicated,I,qy^g,u-90-1
sw2065B-ms98-a-0070,347.621250,347.821250,too,I,qy^g,u-90-1
sw2065B-ms98-a-0070,347.821250,348.111250,couldn't,I,qy^g,u-90-1
sw2065B-ms98-a-0070,348.111250,348.231250,it,I,qy^g,u-90-1
sw2065B-ms98-a-0070,348.231250,348.739125,yeah,B,b^m,u-92-1
sw2065B-ms98-a-0072,368.595250,369.028625,yeah,B,aa,u-94-1
sw2065B-ms98-a-0072,369.028625,369.298625,that's,B,sv,u-94-2
sw2065B-ms98-a-0072,369.298625,369.800625,true,I,sv,u-94-2
sw2065B-ms98-a-0072,369.800625,370.338625,unfair,B,bf,u-94-3
sw2065B-ms98-a-0072,370.338625,370.448625,or,I,bf,u-94-3
sw2065B-ms98-a-0072,370.448625,370.848625,something,I,bf,u-94-3
sw2065B-ms98-a-0072,370.848625,371.457750,yeah,B,%,u-94-4
sw2065B-ms98-a-0072,371.892375,372.302625,yeah,O,,
sw2065B-ms98-a-0074,387.504125,390.024125,[laughter],O,,
sw2065B-ms98-a-0075,391.747875,392.255625,yeah,B,b,u-100-1
sw2065B-ms98-a-0075,392.255625,392.749125,really,B,b,u-100-2
sw2065B-ms98-a-0076,393.366000,393.770875,yeah,B,b,u-102-1
sw2065B-ms98-a-0076,393.770875,393.940875,well,B,sv,u-102-2
sw2065B-ms98-a-0076,393.940875,394.070875,it,I,sv,u-102-2
sw2065B-ms98-a-0076,394.070875,394.300875,seems,I,sv,u-102-2
sw2065B-ms98-a-0076,394.300875,394.490875,like,I,sv,u-102-2
sw2065B-ms98-a-0076,394.490875,394.769000,there's,I,sv,u-102-2
sw2065B-ms98-a-0076,394.769000,395.077875,there's,I,sv,u-102-2
sw2065B-ms98-a-0076,395.077875,395.275125,a,I,sv,u-102-2
sw2065B-ms98-a-0076,395.275125,395.437125,a,I,sv,u-102-2
sw2065B-ms98-a-0076,395.437125,395.636000,lot,I,sv,u-102-2
sw2065B-ms98-a-0076,395.636000,395.760375,of,O,,
sw2065B-ms98-a-0076,395.760375,395.900875,you,B,sv,u-102-3
sw2065B-ms98-a-0076,395.900875,396.050875,don't,I,sv,u-102-3
sw2065B-ms98-a-0076,396.050875,396.180875,hear,I,sv,u-102-3
sw2065B-ms98-a-0076,396.180875,396.390875,much,I,sv,u-102-3
sw2065B-ms98-a-0076,396.390875,396.510875,on,I,sv,u-102-3
sw2065B-ms98-a-0076,396.510875,396.580875,the,I,sv,u-102-3
sw2065B-ms98-a-0076,396.580875,396.940875,news,I,sv,u-102-3
sw2065B-ms98-a-0076,396.940875,397.320875,about,I,sv,u-102-3
sw2065B-ms98-a-0076,397.320875,397.520875,young,I,sv,u-102-3
sw2065B-ms98-a-0076,397.520875,397.890875,people,I,sv,u-102-3
sw2065B-ms98-a-0076,397.890875,398.280625,really,I,sv,u-102-3
sw2065B-ms98-a-0076,399.259875,399.340875,you,I,sv,u-102-3
sw2065B-ms98-a-0076,399.340875,399.450875,know,I,sv,u-102-3
sw2065B-ms98-a-0076,399.450875,399.790875,wanting,I,sv,u-102-3
sw2065B-ms98-a-0076,399.790875,399.880875,to,I,sv,u-102-3
sw2065B-ms98-a-0076,399.880875,400.040875,do,I,sv,u-102-3
sw2065B-ms98-a-0076,400.040875,400.470875,anything,I,sv,u-102-3
sw2065B-ms98-a-0076,400.470875,400.770875,good,I,sv,u-102-3
sw2065B-ms98-a-0076,400.770875,400.840875,or,I,sv,u-102-3
sw2065B-ms98-a-0076,400.840875,401.120875,anything,I,sv,u-102-3
sw2065B-ms98-a-0076,401.120875,401.380250,like,I,sv,u-102-3
sw2065B-ms98-a-0076,401.380250,401.730875,that,I,sv,u-102-3
sw2065B-ms98-a-0076,401.730875,401.978625,but,B,sv,u-102-4
sw2065B-ms98-a-0076,402.200875,402.290875,you,I,sv,u-102-4
sw2065B-ms98-a-0076,402.290875,402.490875,know,I,sv,u-102-4
sw2065B-ms98-a-0076,402.490875,402.680875,i'm,I,sv,u-102-4
sw2065B-ms98-a-0076,402.680875,402.930875,sure,I,sv,u-102-4
sw2065B-ms98-a-0076,402.930875,403.070875,that,I,sv,u-102-4
sw2065B-ms98-a-0076,403.070875,403.270875,there,I,sv,u-102-4
sw2065B-ms98-a-0076,403.270875,403.410875,are,I,sv,u-102-4
sw2065B-ms98-a-0076,403.410875,403.470875,a,I,sv,u-102-4
sw2065B-ms98-a-0076,403.470875,403.640875,lot,I,sv,u-102-4
sw2065B-ms98-a-0076,403.640875,403.740875,of,I,sv,u-102-4
sw2065B-ms98-a-0076,403.740875,403.930875,young,I,sv,u-102-4
sw2065B-ms98-a-0076,403.930875,404.240875,people,I,sv,u-102-4
sw2065B-ms98-a-0076,404.240875,404.470875,out,I,sv,u-102-4
sw2065B-ms98-a-0076,404.470875,404.610875,there,I,sv,u-102-4
sw2065B-ms98-a-0076,404.610875,404.760875,that,I,sv,u-102-4
sw2065B-ms98-a-0076,404.760875,404.990875,really,I,sv,u-102-4
sw2065B-ms98-a-0076,404.990875,405.210875,do,I,sv,u-102-4
sw2065B-ms98-a-0076,405.210875,405.585125,have,I,sv,u-102-4
sw2065B-ms98-a-0077,406.212500,406.353625,good,I,sv,u-102-4
sw2065B-ms98-a-0077,406.353625,406.683625,hearts,I,sv,u-102-4
sw2065B-ms98-a-0077,406.683625,406.773625,and,I,sv,u-102-4
sw2065B-ms98-a-0077,406.773625,406.843625,are,I,sv,u-102-4
sw2065B-ms98-a-0077,406.843625,407.123625,willing,I,sv,u-102-4
sw2065B-ms98-a-0077,407.123625,407.213625,to,I,sv,u-102-4
sw2065B-ms98-a-0077,407.213625,407.543625,help,I,sv,u-102-4
sw2065B-ms98-a-0077,407.543625,407.681500,and,I,sv,u-102-4
sw2065B-ms98-a-0077,407.681500,408.093625,serve,I,sv,u-102-4
sw2065B-ms98-a-0077,408.093625,408.183625,and,I,sv,u-102-4
sw2065B-ms98-a-0077,408.183625,408.323625,that,I,sv,u-102-4
sw2065B-ms98-a-0077,408.323625,408.463625,kind,I,sv,u-102-4
sw2065B-ms98-a-0077,408.463625,408.523625,of,I,sv,u-102-4
sw2065B-ms98-a-0077,408.523625,408.633625,thing,I,sv,u-102-4
sw2065B-ms98-a-0077,408.633625,408.723625,i,B,sd,u-102-5
sw2065B-ms98-a-0077,408.723625,409.021750,just,I,sd,u-102-5
sw2065B-ms98-a-0077,409.021750,409.180625,i,I,sd,u-102-5
sw2065B-ms98-a-0077,409.180625,409.323625,saw,I,sd,u-102-5
sw2065B-ms98-a-0077,409.323625,409.503625,on,I,sd,u-102-5
sw2065B-ms98-a-0077,409.503625,409.573625,the,I,sd,u-102-5
sw2065B-ms98-a-0077,409.573625,409.833625,news,I,sd,u-102-5
sw2065B-ms98-a-0077,409.833625,409.933625,the,I,sd,u-102-5
sw2065B-ms98-a-0077,409.933625,410.083625,other,I,sd,u-102-5
sw2065B-ms98-a-0077,410.083625,410.413625,night,I,sd,u-102-5
sw2065B-ms98-a-0077,410.413625,410.593625,that,I,sd,u-102-5
sw2065B-ms98-a-0077,410.593625,410.873625,the,I,sd,u-102-5
sw2065B-ms98-a-0077,410.873625,411.096375,uh,I,sd,u-102-5
