sw3361B-ms98-a-0003,18.939000,19.463750,well,B,%,u-2-1
sw3361B-ms98-a-0046,264.309750,264.399750,for,I,sv,u-62-1
sw3361B-ms98-a-0046,264.399750,264.779750,someone,I,sv,u-62-1
sw3361B-ms98-a-0046,264.779750,265.101750,that's,I,sv,u-62-1
sw3361B-ms98-a-0046,265.663000,265.819750,as,I,sv,u-62-1
sw3361B-ms98-a-0046,265.819750,265.949750,you,I,sv,u-62-1
sw3361B-ms98-a-0046,265.949750,266.179750,say,I,sv,u-62-1
sw3361B-ms98-a-0046,266.179750,266.399750,lived,I,sv,u-62-1
sw3361B-ms98-a-0046,266.399750,266.529750,on,I,sv,u-62-1
sw3361B-ms98-a-0046,266.529750,266.579750,a,I,sv,u-62-1
sw3361B-ms98-a-0046,266.579750,266.899750,farm,I,sv,u-62-1
sw3361B-ms98-a-0046,266.899750,267.009750,for,I,sv,u-62-1
sw3361B-ms98-a-0046,267.009750,267.399750,sixty,I,sv,u-62-1
sw3361B-ms98-a-0046,267.399750,267.779750,years,I,sv,u-62-1
sw3361B-ms98-a-0046,267.779750,267.919750,and,B,sv,u-62-2
sw3361B-ms98-a-0046,267.919750,268.152125,then,I,sv,u-62-2
sw3361B-ms98-a-0047,269.568125,269.734375,go,I,sv,u-62-2
sw3361B-ms98-a-0047,269.734375,269.824375,to,I,sv,u-62-2
sw3361B-ms98-a-0047,269.824375,270.154375,something,I,sv,u-62-2
sw3361B-ms98-a-0047,270.154375,270.414375,like,I,sv,u-62-2
sw3361B-ms98-a-0047,270.414375,270.869375,that,I,sv,u-62-2
sw3361B-ms98-a-0049,279.274750,279.707500,uh-huh,B,b,u-64-1
sw3361B-ms98-a-0051,283.362125,283.942875,yeah,B,b,u-66-1
sw3361B-ms98-a-0053,291.660250,292.010500,uh-huh,B,b,u-68-1
sw3361B-ms98-a-0055,298.262625,298.612625,that's,B,aa,u-70-1
sw3361B-ms98-a-0055,298.612625,299.150250,right,I,aa,u-70-1
sw3361B-ms98-a-0055,299.421250,299.868875,yeah,B,b,u-72-1
