sw4785A-ms98-a-0002,1.028125,1.394875,yeah,B,ny,u-2-1
sw4785A-ms98-a-0071,233.508250,233.718250,hers,I,sd,u-92-1
sw4785A-ms98-a-0071,233.718250,233.828250,that,I,sd,u-92-1
sw4785A-ms98-a-0071,233.828250,233.968250,used,I,sd,u-92-1
sw4785A-ms98-a-0071,233.968250,234.068250,to,I,sd,u-92-1
sw4785A-ms98-a-0071,234.068250,234.348250,drive,I,sd,u-92-1
sw4785A-ms98-a-0071,234.348250,234.478250,us,I,sd,u-92-1
sw4785A-ms98-a-0071,234.478250,234.638250,up,I,sd,u-92-1
sw4785A-ms98-a-0071,234.638250,234.688250,a,I,sd,u-92-1
sw4785A-ms98-a-0071,234.688250,235.088250,tree,I,sd,u-92-1
sw4785A-ms98-a-0072,236.337125,236.697125,and,B,sd(^q),u-94-1
sw4785A-ms98-a-0072,236.697125,236.957125,she,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,237.307125,237.557125,said,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,237.557125,237.827125,hey,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,237.827125,237.917125,i,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,237.917125,238.087125,don't,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,238.087125,238.257125,make,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,238.257125,238.597125,fun,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,238.597125,238.807125,fun,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,238.807125,238.977125,of,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,238.977125,239.137125,your,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,239.137125,239.567125,friends,I,sd(^q),u-94-1
sw4785A-ms98-a-0072,239.567125,239.887125,so,B,^q,u-94-2
sw4785A-ms98-a-0072,239.887125,240.097125,why,I,^q,u-94-2
sw4785A-ms98-a-0072,240.097125,240.317125,make,I,^q,u-94-2
sw4785A-ms98-a-0072,240.317125,240.607125,fun,I,^q,u-94-2
sw4785A-ms98-a-0072,240.607125,240.687125,of,I,^q,u-94-2
sw4785A-ms98-a-0072,240.687125,240.987125,mine,I,^q,u-94-2
sw4785A-ms98-a-0073,241.382250,241.602250,[vocalized-noise],O,,
sw4785A-ms98-a-0074,241.973625,242.203625,kind,B,sd,u-96-1
sw4785A-ms98-a-0074,242.203625,242.297750,of,I,sd,u-96-1
sw4785A-ms98-a-0074,242.297750,242.414125,r[un]-,I,sd,u-96-1
sw4785A-ms98-a-0074,242.623625,242.803625,kind,I,sd,u-96-1
sw4785A-ms98-a-0074,242.803625,242.863625,of,I,sd,u-96-1
sw4785A-ms98-a-0074,242.863625,242.993625,hit,I,sd,u-96-1
sw4785A-ms98-a-0074,242.993625,243.103625,us,I,sd,u-96-1
sw4785A-ms98-a-0074,243.103625,243.428625,between,I,sd,u-96-1
sw4785A-ms98-a-0074,243.428625,243.545375,the,I,sd,u-96-1
sw4785A-ms98-a-0074,243.545375,243.833625,eyes,I,sd,u-96-1
sw4785A-ms98-a-0076,245.864750,246.383000,no,B,nn,u-98-1
sw4785A-ms98-a-0076,246.665500,246.794750,but,B,sd^e,u-98-2
sw4785A-ms98-a-0076,246.794750,247.104750,that,I,sd^e,u-98-2
sw4785A-ms98-a-0076,247.104750,247.494750,[vocalized-noise],I,sd^e,u-98-2
sw4785A-ms98-a-0076,247.494750,247.674750,that,I,sd^e,u-98-2
sw4785A-ms98-a-0076,247.674750,247.834750,was,I,sd^e,u-98-2
sw4785A-ms98-a-0076,247.834750,248.114750,always,I,sd^e,u-98-2
sw4785A-ms98-a-0076,248.114750,248.294750,good,I,sd^e,u-98-2
sw4785A-ms98-a-0076,248.294750,248.774750,quality,I,sd^e,u-98-2
sw4785A-ms98-a-0076,248.774750,249.094750,time,I,sd^e,u-98-2
sw4785A-ms98-a-0076,249.094750,249.383000,for,I,sd^e,u-98-2
sw4785A-ms98-a-0076,249.383000,249.530875,us,I,sd^e,u-98-2
sw4785A-ms98-a-0077,250.353875,250.476125,and,B,%,u-100-1
sw4785A-ms98-a-0077,250.476125,250.673000,they,O,,
sw4785A-ms98-a-0077,251.271875,251.551125,never,B,+,u-102-1
sw4785A-ms98-a-0077,251.551125,251.711125,had,I,+,u-102-1
sw4785A-ms98-a-0077,251.711125,251.841125,to,I,+,u-102-1
sw4785A-ms98-a-0077,251.841125,252.301125,attend,I,+,u-102-1
sw4785A-ms98-a-0077,252.921125,253.059750,but,B,sd,u-102-2
sw4785A-ms98-a-0077,253.059750,253.248000,if,I,sd,u-102-2
sw4785A-ms98-a-0077,253.351125,253.561125,if,I,sd,u-102-2
sw4785A-ms98-a-0077,253.561125,253.791125,they,I,sd,u-102-2
sw4785A-ms98-a-0077,253.791125,254.081125,missed,I,sd,u-102-2
sw4785A-ms98-a-0077,254.081125,254.211125,it,I,sd,u-102-2
sw4785A-ms98-a-0077,254.211125,254.371125,they,I,sd,u-102-2
sw4785A-ms98-a-0077,254.371125,254.541125,had,I,sd,u-102-2
sw4785A-ms98-a-0077,254.541125,254.701125,to,I,sd,u-102-2
sw4785A-ms98-a-0077,254.701125,255.061125,abide,I,sd,u-102-2
sw4785A-ms98-a-0077,255.061125,255.181125,by,I,sd,u-102-2
sw4785A-ms98-a-0077,255.181125,255.321125,the,I,sd,u-102-2
sw4785A-ms98-a-0077,255.321125,255.730375,rules,I,sd,u-102-2
sw4785A-ms98-a-0078,257.330125,257.683000,yeah,B,ny,u-104-1
sw4785A-ms98-a-0078,257.818625,258.020125,and,B,sd^e,u-104-2
sw4785A-ms98-a-0078,258.020125,258.290125,boy,I,sd^e,u-104-2
sw4785A-ms98-a-0078,258.290125,258.550125,they'd,I,sd^e,u-104-2
sw4785A-ms98-a-0078,258.670125,258.880125,they'd,I,sd^e,u-104-2
sw4785A-ms98-a-0078,258.880125,259.180125,show,I,sd^e,u-104-2
sw4785A-ms98-a-0078,259.180125,259.450125,up,I,sd^e,u-104-2
sw4785A-ms98-a-0079,261.218500,261.364750,and,B,sd,u-106-1
sw4785A-ms98-a-0079,261.364750,261.539125,we'd,I,sd,u-106-1
sw4785A-ms98-a-0079,261.539125,261.899125,usually,I,sd,u-106-1
sw4785A-ms98-a-0079,261.899125,262.169125,take,I,sd,u-106-1
sw4785A-ms98-a-0079,262.169125,262.695250,notes,I,sd,u-106-1
sw4785A-ms98-a-0079,263.124625,263.461500,and,B,sd,u-108-1
sw4785A-ms98-a-0079,263.540375,263.879125,you,I,sd,u-108-1
sw4785A-ms98-a-0079,263.879125,263.999125,know,I,sd,u-108-1
sw4785A-ms98-a-0079,263.999125,264.059125,the,I,sd,u-108-1
sw4785A-ms98-a-0079,264.059125,264.449125,younger,I,sd,u-108-1
sw4785A-ms98-a-0079,264.449125,264.809125,kids,I,sd,u-108-1
sw4785A-ms98-a-0079,264.809125,265.096125,uh,I,sd,u-108-1
sw4785A-ms98-a-0080,266.184000,266.334000,or,I,sd,u-108-1
sw4785A-ms98-a-0080,266.334000,266.644000,maybe,I,sd,u-108-1
sw4785A-ms98-a-0080,266.644000,266.884000,all,I,sd,u-108-1
sw4785A-ms98-a-0080,266.884000,267.024000,of,I,sd,u-108-1
sw4785A-ms98-a-0080,267.024000,267.134000,them_1,I,sd,u-108-1
sw4785A-ms98-a-0080,267.134000,267.479375,needed,I,sd,u-108-1
sw4785A-ms98-a-0080,267.479375,267.786875,help,I,sd,u-108-1
sw4785A-ms98-a-0080,267.786875,267.934000,at,I,sd,u-108-1
sw4785A-ms98-a-0080,267.934000,268.104000,one,I,sd,u-108-1
sw4785A-ms98-a-0080,268.104000,268.374000,time,I,sd,u-108-1
sw4785A-ms98-a-0080,268.374000,268.474000,or,I,sd,u-108-1
sw4785A-ms98-a-0080,268.474000,268.874000,another,I,sd,u-108-1
sw4785A-ms98-a-0081,270.093250,270.463250,and,B,sd,u-110-1
sw4785A-ms98-a-0081,270.463250,270.677500,uh,I,sd,u-110-1
sw4785A-ms98-a-0082,271.713625,271.853625,but,I,sd,u-110-1
sw4785A-ms98-a-0082,271.853625,271.963625,they,I,sd,u-110-1
sw4785A-ms98-a-0082,271.963625,272.073625,were,I,sd,u-110-1
sw4785A-ms98-a-0082,272.073625,272.433625,usually,I,sd,u-110-1
sw4785A-ms98-a-0082,272.433625,272.783625,tougher,I,sd,u-110-1
sw4785A-ms98-a-0082,272.783625,272.903625,on,I,sd,u-110-1
sw4785A-ms98-a-0082,272.903625,273.383625,themselves,I,sd,u-110-1
sw4785A-ms98-a-0082,273.383625,273.513625,than,I,sd,u-110-1
sw4785A-ms98-a-0082,273.513625,273.633625,they,I,sd,u-110-1
sw4785A-ms98-a-0082,273.633625,273.833625,were,I,sd,u-110-1
sw4785A-ms98-a-0082,273.833625,273.963625,on,I,sd,u-110-1
sw4785A-ms98-a-0082,273.963625,274.267500,us,I,sd,u-110-1
sw4785A-ms98-a-0082,274.501000,274.653625,and,B,sd,u-110-2
sw4785A-ms98-a-0082,274.653625,274.803625,they,I,sd,u-110-2
sw4785A-ms98-a-0082,274.803625,275.091000,loved,I,sd,u-110-2
sw4785A-ms98-a-0082,275.091000,275.230125,it,I,sd,u-110-2
sw4785A-ms98-a-0084,282.188625,282.534250,yeah,B,b,u-112-1
sw4785A-ms98-a-0086,286.026375,286.330625,yeah,B,b,u-114-1
sw4785A-ms98-a-0088,289.631125,290.084250,yeah,B,aa,u-116-1
sw4785A-ms98-a-0089,290.742375,290.982375,but,B,sd,u-116-2
sw4785A-ms98-a-0089,290.982375,291.325625,uh,I,sd,u-116-2
sw4785A-ms98-a-0089,291.452000,291.762375,boy,I,sd,u-116-2
sw4785A-ms98-a-0089,291.762375,292.032375,i-,I,sd,u-116-2
sw4785A-ms98-a-0089,292.032375,292.302375,i,I,sd,u-116-2
sw4785A-ms98-a-0089,292.302375,292.612375,feel,I,sd,u-116-2
sw4785A-ms98-a-0089,292.612375,292.772375,for,I,sd,u-116-2
sw4785A-ms98-a-0089,292.772375,293.248125,you,I,sd,u-116-2
sw4785A-ms98-a-0089,293.839375,294.042375,and,I,sd,u-116-2
sw4785A-ms98-a-0089,294.042375,294.172375,your,I,sd,u-116-2
sw4785A-ms98-a-0089,294.172375,294.562375,husband,I,sd,u-116-2
sw4785A-ms98-a-0089,295.132375,295.453875,well,B,%,u-118-1
sw4785A-ms98-a-0089,296.154500,296.368875,yeah,I,%,u-118-1
sw4785A-ms98-a-0089,296.368875,296.645250,my,I,%,u-118-1
sw4785A-ms98-a-0089,296.645250,296.833625,[vocalized-noise],I,%,u-118-1
sw4785A-ms98-a-0089,296.833625,297.092375,my,I,%,u-118-1
sw4785A-ms98-a-0089,297.092375,297.344500,uh,I,%,u-118-1
sw4785A-ms98-a-0091,299.434375,299.634375,two,I,%,u-118-1
sw4785A-ms98-a-0091,299.634375,299.934375,of,I,%,u-118-1
sw4785A-ms98-a-0091,299.934375,300.184375,my,I,%,u-118-1
sw4785A-ms98-a-0091,300.184375,300.284375,uh,I,%,u-118-1
