sw2963A-ms98-a-0002,4.548750,4.848750,yes,B,ny,u-2-1
sw2963A-ms98-a-0059,187.610750,187.700750,the,I,sd,u-84-5
sw2963A-ms98-a-0059,187.700750,187.910750,old,I,sd,u-84-5
sw2963A-ms98-a-0059,187.910750,188.170750,people,I,sd,u-84-5
sw2963A-ms98-a-0059,188.170750,188.420750,cannot,I,sd,u-84-5
sw2963A-ms98-a-0059,188.420750,188.630750,take,I,sd,u-84-5
sw2963A-ms98-a-0059,188.630750,188.710750,it,I,sd,u-84-5
sw2963A-ms98-a-0059,188.710750,189.120750,anymore,I,sd,u-84-5
sw2963A-ms98-a-0061,193.947125,194.277125,uh-huh,B,b,u-86-1
sw2963A-ms98-a-0063,205.564125,205.954125,um-hum,B,b,u-88-1
sw2963A-ms98-a-0065,212.097875,213.443375,[laughter],O,,
sw2963A-ms98-a-0066,213.814875,214.094875,isn't,B,bh,u-92-1
sw2963A-ms98-a-0066,214.094875,214.314875,that,I,bh,u-92-1
sw2963A-ms98-a-0066,214.314875,214.728625,great,I,bh,u-92-1
sw2963A-ms98-a-0067,215.274500,215.584500,yeah,B,b,u-94-1
sw2963A-ms98-a-0068,216.664750,217.123000,yeah,B,b,u-96-1
sw2963A-ms98-a-0070,219.390375,219.810375,yeah,B,b,u-98-1
sw2963A-ms98-a-0070,219.810375,220.080375,well,B,sv,u-98-2
sw2963A-ms98-a-0070,220.080375,220.270375,that,I,sv,u-98-2
sw2963A-ms98-a-0070,220.270375,220.530375,keeps,I,sv,u-98-2
sw2963A-ms98-a-0070,220.530375,220.670375,you,I,sv,u-98-2
sw2963A-ms98-a-0070,220.670375,221.142375,busy,I,sv,u-98-2
sw2963A-ms98-a-0070,221.892875,222.364125,yeah,B,b,u-100-1
sw2963A-ms98-a-0072,229.465500,229.885500,yeah,B,aa,u-102-1
sw2963A-ms98-a-0072,229.885500,230.035500,it,B,sv,u-102-2
sw2963A-ms98-a-0072,230.035500,230.195500,would,I,sv,u-102-2
sw2963A-ms98-a-0072,230.195500,230.285500,have,I,sv,u-102-2
sw2963A-ms98-a-0072,230.285500,230.525500,been,I,sv,u-102-2
sw2963A-ms98-a-0072,230.525500,230.795500,something,I,sv,u-102-2
sw2963A-ms98-a-0072,230.795500,230.965500,for,I,sv,u-102-2
sw2963A-ms98-a-0072,230.965500,231.105500,the,I,sv,u-102-2
sw2963A-ms98-a-0072,231.105500,231.385500,young,I,sv,u-102-2
sw2963A-ms98-a-0072,231.385500,231.695500,people,I,sv,u-102-2
sw2963A-ms98-a-0072,231.695500,231.942625,to,B,+,u-104-1
sw2963A-ms98-a-0072,232.515125,232.671250,to,B,+,u-106-1
sw2963A-ms98-a-0072,232.671250,232.893625,do,I,+,u-106-1
sw2963A-ms98-a-0072,232.893625,233.066500,but,B,o@,u-106-2
sw2963A-ms98-a-0074,237.557750,237.857750,um-hum,B,+@,u-108-1
sw2963A-ms98-a-0076,239.181625,239.671625,yeah,B,b,u-110-1
sw2963A-ms98-a-0078,245.070875,245.370875,every,B,sv,u-112-1
sw2963A-ms98-a-0078,245.370875,245.760875,family,I,sv,u-112-1
sw2963A-ms98-a-0078,245.760875,246.010875,has,I,sv,u-112-1
sw2963A-ms98-a-0078,246.010875,246.240875,all,I,sv,u-112-1
sw2963A-ms98-a-0078,246.240875,246.440875,that,I,sv,u-112-1
sw2963A-ms98-a-0078,246.440875,246.750875,going,I,sv,u-112-1
sw2963A-ms98-a-0078,246.750875,246.910875,on,I,sv,u-112-1
sw2963A-ms98-a-0078,246.910875,246.960875,i,B,sd,u-114-1
sw2963A-ms98-a-0078,246.960875,247.090875,am,I,sd,u-114-1
sw2963A-ms98-a-0078,247.090875,247.440875,sure,I,sd,u-114-1
sw2963A-ms98-a-0079,248.179375,248.939375,so,B,%,u-114-2
sw2963A-ms98-a-0081,250.883625,251.193625,oh,B,aa,u-116-1
sw2963A-ms98-a-0081,251.193625,251.303625,i,I,aa,u-116-1
sw2963A-ms98-a-0081,251.303625,251.493625,do,I,aa,u-116-1
sw2963A-ms98-a-0081,251.493625,251.763625,too,I,aa,u-116-1
sw2963A-ms98-a-0081,251.763625,251.963625,that,B,sv,u-116-2
sw2963A-ms98-a-0081,251.963625,252.043625,is,I,sv,u-116-2
sw2963A-ms98-a-0081,252.043625,252.113625,the,I,sv,u-116-2
sw2963A-ms98-a-0081,252.113625,252.423625,best,I,sv,u-116-2
sw2963A-ms98-a-0081,252.423625,252.683625,part,I,sv,u-116-2
sw2963A-ms98-a-0081,252.683625,252.753625,of,I,sv,u-116-2
sw2963A-ms98-a-0081,252.753625,252.843625,it,I,sv,u-116-2
sw2963A-ms98-a-0082,253.315125,253.745125,everybody,B,sv,u-118-1
sw2963A-ms98-a-0082,253.745125,254.105125,bringing,B,+,u-120-1
sw2963A-ms98-a-0082,254.105125,254.545125,something,I,+,u-120-1
sw2963A-ms98-a-0082,254.545125,254.695125,for,I,+,u-120-1
sw2963A-ms98-a-0082,254.695125,254.735125,a,I,+,u-120-1
sw2963A-ms98-a-0082,254.735125,255.265125,potluck,I,+,u-120-1
sw2963A-ms98-a-0082,255.265125,255.805125,picnic,I,+,u-120-1
sw2963A-ms98-a-0082,255.805125,255.965125,and,B,%,u-120-2
sw2963A-ms98-a-0083,257.083500,257.333500,oh,I,%,u-120-2
sw2963A-ms98-a-0083,257.333500,257.873500,grand,I,%,u-120-2
sw2963A-ms98-a-0083,257.873500,258.213500,yeah,B,%,u-120-3
sw2963A-ms98-a-0085,261.540875,261.910875,i,B,no,u-122-1
sw2963A-ms98-a-0085,261.910875,262.030875,do,I,no,u-122-1
sw2963A-ms98-a-0085,262.030875,262.240875,not,I,no,u-122-1
sw2963A-ms98-a-0085,262.240875,262.420875,know,I,no,u-122-1
sw2963A-ms98-a-0085,262.420875,262.580875,i,B,sd,u-122-2
sw2963A-ms98-a-0085,262.580875,262.870875,think,I,sd,u-122-2
sw2963A-ms98-a-0085,262.870875,262.970875,it,I,sd,u-122-2
sw2963A-ms98-a-0085,262.970875,263.060875,has,I,sd,u-122-2
sw2963A-ms98-a-0085,263.060875,263.550875,been,I,sd,u-122-2
sw2963A-ms98-a-0085,263.550875,263.890875,uh,I,sd,u-122-2
sw2963A-ms98-a-0085,263.890875,264.420875,four,I,sd,u-122-2
sw2963A-ms98-a-0085,264.420875,264.590875,three,I,sd,u-122-2
sw2963A-ms98-a-0085,264.590875,264.700875,or,I,sd,u-122-2
sw2963A-ms98-a-0085,264.700875,264.960875,four,I,sd,u-122-2
sw2963A-ms98-a-0085,264.960875,265.503375,years,I,sd,u-122-2
sw2963A-ms98-a-0085,265.812250,266.010875,or,I,sd,u-122-2
sw2963A-ms98-a-0085,266.010875,266.440875,five,I,sd,u-122-2
sw2963A-ms98-a-0085,266.440875,266.877500,even,I,sd,u-122-2
sw2963A-ms98-a-0085,267.019500,267.170250,uh,I,sd,u-122-2
sw2963A-ms98-a-0085,267.170250,267.480875,since,I,sd,u-122-2
sw2963A-ms98-a-0085,267.480875,267.540875,they,I,sd,u-122-2
sw2963A-ms98-a-0085,267.540875,267.630875,have,I,sd,u-122-2
sw2963A-ms98-a-0085,267.630875,267.840875,had,I,sd,u-122-2
sw2963A-ms98-a-0085,267.840875,267.960875,it,I,sd,u-122-2
sw2963A-ms98-a-0085,267.960875,268.180875,tried,I,sd,u-122-2
sw2963A-ms98-a-0085,268.180875,268.240875,to,I,sd,u-122-2
sw2963A-ms98-a-0085,268.240875,268.370875,get,I,sd,u-122-2
sw2963A-ms98-a-0085,268.370875,268.970875,everybody,I,sd,u-122-2
sw2963A-ms98-a-0085,268.970875,269.420875,together,I,sd,u-122-2
sw2963A-ms98-a-0085,269.420875,269.510875,they,B,sd,u-122-3
sw2963A-ms98-a-0085,269.510875,269.600875,are,I,sd,u-122-3
sw2963A-ms98-a-0085,269.600875,269.790875,just,I,sd,u-122-3
sw2963A-ms98-a-0085,269.790875,270.120875,spread,I,sd,u-122-3
sw2963A-ms98-a-0085,270.120875,270.320875,out,I,sd,u-122-3
sw2963A-ms98-a-0085,270.320875,270.600875,so,I,sd,u-122-3
sw2963A-ms98-a-0085,270.600875,271.020875,much,I,sd,u-122-3
sw2963A-ms98-a-0085,271.020875,271.210875,and,B,sd,u-122-4
sw2963A-ms98-a-0086,271.666625,271.776625,and,I,sd,u-122-4
sw2963A-ms98-a-0086,271.776625,271.866625,we,I,sd,u-122-4
sw2963A-ms98-a-0086,271.866625,272.186625,really,I,sd,u-122-4
sw2963A-ms98-a-0086,272.186625,272.506625,need,I,sd,u-122-4
sw2963A-ms98-a-0086,272.506625,272.596625,to,I,sd,u-122-4
sw2963A-ms98-a-0086,272.596625,272.986625,uh,I,sd,u-122-4
sw2963A-ms98-a-0086,272.986625,273.242000,no,I,sd,u-122-4
sw2963A-ms98-a-0086,273.242000,273.675750,matter,I,sd,u-122-4
sw2963A-ms98-a-0086,273.675750,273.883000,ho[w]-,I,sd,u-122-4
sw2963A-ms98-a-0086,273.883000,274.166625,what,I,sd,u-122-4
sw2963A-ms98-a-0086,274.166625,274.506625,kind,I,sd,u-122-4
sw2963A-ms98-a-0086,274.506625,274.576625,of,I,sd,u-122-4
sw2963A-ms98-a-0086,274.576625,274.926625,crowd,I,sd,u-122-4
sw2963A-ms98-a-0086,274.926625,275.046625,they,I,sd,u-122-4
sw2963A-ms98-a-0086,275.046625,275.456625,get,I,sd,u-122-4
sw2963A-ms98-a-0087,276.150000,276.280000,i,B,%,u-124-1
sw2963A-ms98-a-0087,276.280000,276.460000,hope,I,%,u-124-1
sw2963A-ms98-a-0089,281.499250,282.013375,um-hum,B,b,u-126-1
sw2963A-ms98-a-0091,286.903250,287.311125,yeah,B,b,u-128-1
sw2963A-ms98-a-0091,287.603250,287.763250,well,B,sv,u-130-1
sw2963A-ms98-a-0091,287.763250,288.083250,time,I,sv,u-130-1
sw2963A-ms98-a-0091,288.083250,288.463250,flies,I,sv,u-130-1
sw2963A-ms98-a-0091,288.463250,288.651250,so,I,sv,u-130-1
sw2963A-ms98-a-0091,288.809375,289.213250,fast,I,sv,u-130-1
sw2963A-ms98-a-0091,289.213250,289.333250,it,B,sd,u-130-2
sw2963A-ms98-a-0091,289.333250,289.443250,may,I,sd,u-130-2
sw2963A-ms98-a-0091,289.443250,289.563250,have,I,sd,u-130-2
sw2963A-ms98-a-0091,289.563250,289.753250,been,I,sd,u-130-2
sw2963A-ms98-a-0091,289.753250,289.993250,that,I,sd,u-130-2
sw2963A-ms98-a-0091,289.993250,290.213250,that,I,sd,u-130-2
sw2963A-ms98-a-0091,290.213250,290.443250,long,I,sd,u-130-2
sw2963A-ms98-a-0091,290.443250,290.703500,since,I,sd,u-130-2
sw2963A-ms98-a-0091,290.703500,290.842875,we,I,sd,u-130-2
sw2963A-ms98-a-0091,290.842875,291.023250,have,I,sd,u-130-2
sw2963A-ms98-a-0091,291.023250,291.213250,one,I,sd,u-130-2
sw2963A-ms98-a-0091,291.213250,291.273250,it,B,sd,u-130-3
sw2963A-ms98-a-0091,291.273250,291.383250,is,I,sd,u-130-3
sw2963A-ms98-a-0091,291.383250,291.603250,hard,I,sd,u-130-3
sw2963A-ms98-a-0091,291.603250,291.683250,to,I,sd,u-130-3
sw2963A-ms98-a-0091,291.683250,292.063250,remember,I,sd,u-130-3
sw2963A-ms98-a-0091,292.063250,292.183250,but,B,sd,u-130-4
sw2963A-ms98-a-0091,292.183250,292.233250,i,I,sd,u-130-4
sw2963A-ms98-a-0091,292.233250,292.413250,think,I,sd,u-130-4
sw2963A-ms98-a-0091,292.413250,292.473250,it,I,sd,u-130-4
sw2963A-ms98-a-0091,292.473250,292.563250,has,I,sd,u-130-4
sw2963A-ms98-a-0091,292.563250,292.673250,been,I,sd,u-130-4
sw2963A-ms98-a-0091,292.673250,292.913250,about,I,sd,u-130-4
sw2963A-ms98-a-0091,293.233250,293.353250,four,I,sd,u-130-4
sw2963A-ms98-a-0091,293.353250,293.423250,or,I,sd,u-130-4
sw2963A-ms98-a-0091,293.423250,293.733250,five,I,sd,u-130-4
sw2963A-ms98-a-0091,293.733250,294.053250,years,I,sd,u-130-4
sw2963A-ms98-a-0092,294.973375,295.193375,so,B,sd,u-132-1
sw2963A-ms98-a-0092,295.193375,295.663375,uh,I,sd,u-132-1
sw2963A-ms98-a-0093,296.362375,296.572375,anyway,I,sd,u-132-1
sw2963A-ms98-a-0093,296.572375,296.672375,i-,I,sd,u-132-1
sw2963A-ms98-a-0093,296.791500,296.912000,i,I,sd,u-132-1
sw2963A-ms98-a-0093,296.912000,297.102375,hope,I,sd,u-132-1
sw2963A-ms98-a-0093,297.102375,297.312375,both,I,sd,u-132-1
sw2963A-ms98-a-0093,297.312375,297.462375,our,I,sd,u-132-1
sw2963A-ms98-a-0093,297.462375,297.832375,families,I,sd,u-132-1
sw2963A-ms98-a-0093,297.832375,297.982375,get,I,sd,u-132-1
sw2963A-ms98-a-0093,297.982375,298.062375,to,I,sd,u-132-1
sw2963A-ms98-a-0093,298.062375,298.262375,have,I,sd,u-132-1
sw2963A-ms98-a-0093,298.262375,298.482375,one,I,sd,u-132-1
sw2963A-ms98-a-0093,298.482375,298.872375,soon,I,sd,u-132-1
sw2963A-ms98-a-0095,303.718625,303.958625,yeah,B,b,u-134-1
sw2963A-ms98-a-0095,303.958625,304.028625,it,B,sv,u-134-2
sw2963A-ms98-a-0095,304.028625,304.088625,is,I,sv,u-134-2
sw2963A-ms98-a-0095,304.088625,304.538625,difficult,I,sv,u-134-2
sw2963A-ms98-a-0095,304.538625,304.668625,with,I,sv,u-134-2
sw2963A-ms98-a-0095,304.668625,304.908625,little,I,sv,u-134-2
sw2963A-ms98-a-0095,304.908625,305.191125,ones,I,sv,u-134-2
sw2963A-ms98-a-0095,305.568625,305.648625,i,B,sd,u-136-1
sw2963A-ms98-a-0095,305.648625,305.808625,know,I,sd,u-136-1
sw2963A-ms98-a-0095,305.808625,305.978625,when,I,sd,u-136-1
sw2963A-ms98-a-0095,305.978625,306.162750,we,I,sd,u-136-1
sw2963A-ms98-a-0095,306.162750,306.339750,had,I,sd,u-136-1
sw2963A-ms98-a-0095,306.339750,306.568625,had,B,+,u-138-1
sw2963A-ms98-a-0095,306.568625,306.958750,our,I,+,u-138-1
sw2963A-ms98-a-0097,311.417250,311.887250,um-hum,B,b,u-140-1
sw2963A-ms98-a-0098,312.708875,313.098875,sure,B,b,u-140-2
sw2963A-ms98-a-0100,316.554125,317.033125,oh,B,ba,u-142-1
sw2963A-ms98-a-0100,317.033125,317.474250,Lord,I,ba,u-142-1
sw2963A-ms98-a-0102,320.553875,320.883875,oh,B,^h,u-144-1
sw2963A-ms98-a-0102,320.883875,320.913875,i,I,^h,u-144-1
sw2963A-ms98-a-0102,320.913875,321.023875,am,I,^h,u-144-1
sw2963A-ms98-a-0102,321.023875,321.433875,telling,I,^h,u-144-1
sw2963A-ms98-a-0102,321.433875,321.563875,you,I,^h,u-144-1
sw2963A-ms98-a-0103,322.048625,322.428625,that's,O,,
sw2963A-ms98-a-0103,322.428625,322.598625,uh,B,%,u-144-2
sw2963A-ms98-a-0105,325.167875,325.467125,[laughter-no],O,,
sw2963A-ms98-a-0105,325.467125,325.647000,i,B,sd,u-146-2
sw2963A-ms98-a-0105,325.647000,325.886625,hope,I,sd,u-146-2
sw2963A-ms98-a-0106,326.826750,327.126750,it,I,sd,u-146-2
sw2963A-ms98-a-0106,327.126750,327.206750,i,I,sd,u-146-2
sw2963A-ms98-a-0106,327.206750,327.406750,know,I,sd,u-146-2
sw2963A-ms98-a-0106,327.406750,327.536750,it,I,sd,u-146-2
sw2963A-ms98-a-0106,327.636750,327.896750,takes,I,sd,u-146-2
sw2963A-ms98-a-0106,327.896750,328.036750,a,I,sd,u-146-2
sw2963A-ms98-a-0106,328.036750,328.246750,lot,I,sd,u-146-2
sw2963A-ms98-a-0106,328.246750,328.416750,of,I,sd,u-146-2
sw2963A-ms98-a-0106,328.416750,328.736750,effort,I,sd,u-146-2
sw2963A-ms98-a-0106,328.736750,328.996750,right,I,sd,u-146-2
sw2963A-ms98-a-0106,328.996750,329.206750,with,I,sd,u-146-2
sw2963A-ms98-a-0106,329.206750,329.456750,with,I,sd,u-146-2
sw2963A-ms98-a-0106,329.456750,329.646750,that,I,sd,u-146-2
sw2963A-ms98-a-0106,329.846750,330.046750,with,I,sd,u-146-2
sw2963A-ms98-a-0106,330.046750,330.306750,two,I,sd,u-146-2
sw2963A-ms98-a-0106,330.306750,330.556750,little,I,sd,u-146-2
sw2963A-ms98-a-0106,330.556750,330.726750,ones,I,sd,u-146-2
sw2963A-ms98-a-0106,330.726750,330.966750,like,I,sd,u-146-2
sw2963A-ms98-a-0106,330.966750,331.186750,that,I,sd,u-146-2
sw2963A-ms98-a-0108,332.993875,333.303875,yeah,B,b,u-148-1
sw2963A-ms98-a-0110,337.362750,337.692750,enjoyed,B,fc,u-150-1
sw2963A-ms98-a-0110,337.692750,338.012750,talking,I,fc,u-150-1
sw2963A-ms98-a-0110,338.012750,338.072750,to,I,fc,u-150-1
sw2963A-ms98-a-0110,338.072750,338.332750,you,I,fc,u-150-1
sw2963A-ms98-a-0110,338.332750,338.532750,good,B,fc,u-152-1
sw2963A-ms98-a-0110,338.532750,338.742750,luck,I,fc,u-152-1
sw2963A-ms98-a-0110,338.742750,338.862750,in,I,fc,u-152-1
sw2963A-ms98-a-0110,338.862750,339.312750,everything,I,fc,u-152-1
sw2963A-ms98-a-0111,340.107625,340.402625,bye-bye,O,,
