sw2860A-ms98-a-0002,1.466375,1.898500,yes,B,b,u-2-1
sw2860A-ms98-a-0031,159.055375,159.575375,going,I,+,u-40-1
sw2860A-ms98-a-0031,159.575375,159.845375,to,I,+,u-40-1
sw2860A-ms98-a-0031,159.845375,160.555375,one,B,sd,u-40-2
sw2860A-ms98-a-0031,160.555375,160.905375,summer,I,sd,u-40-2
sw2860A-ms98-a-0031,160.905375,161.027625,we,I,sd,u-40-2
sw2860A-ms98-a-0031,161.138750,161.265375,uh,I,sd,u-40-2
sw2860A-ms98-a-0031,161.265375,161.415375,we,I,sd,u-40-2
sw2860A-ms98-a-0031,161.415375,161.615375,went,I,sd,u-40-2
sw2860A-ms98-a-0031,161.615375,161.855375,up,I,sd,u-40-2
sw2860A-ms98-a-0031,161.855375,162.015375,to,I,sd,u-40-2
sw2860A-ms98-a-0031,162.015375,162.185375,New,I,sd,u-40-2
sw2860A-ms98-a-0031,162.185375,162.465375,England,I,sd,u-40-2
sw2860A-ms98-a-0031,162.465375,162.565375,and,B,sd,u-40-3
sw2860A-ms98-a-0031,162.565375,162.675375,we,I,sd,u-40-3
sw2860A-ms98-a-0031,162.675375,162.963625,went,I,sd,u-40-3
sw2860A-ms98-a-0031,162.963625,163.169000,to,I,sd,u-40-3
sw2860A-ms98-a-0031,163.169000,163.332125,the,I,sd,u-40-3
sw2860A-ms98-a-0031,163.787875,164.295375,marble,I,sd,u-40-3
sw2860A-ms98-a-0031,164.295375,164.945375,quarries,I,sd,u-40-3
sw2860A-ms98-a-0031,164.945375,165.068125,up,I,sd,u-40-3
sw2860A-ms98-a-0031,165.222625,165.715375,there,I,sd,u-40-3
sw2860A-ms98-a-0031,165.715375,166.145375,and,I,sd,u-40-3
sw2860A-ms98-a-0031,166.145375,166.735375,uh,I,sd,u-40-3
sw2860A-ms98-a-0031,166.735375,166.875375,uh,O,,
sw2860A-ms98-a-0031,166.875375,167.125375,to,B,+,u-42-1
sw2860A-ms98-a-0031,167.125375,167.295375,see,I,+,u-42-1
sw2860A-ms98-a-0031,167.295375,167.705375,that,I,+,u-42-1
sw2860A-ms98-a-0031,167.705375,167.835375,and,I,+,u-42-1
sw2860A-ms98-a-0031,167.835375,168.165375,another,I,+,u-42-1
sw2860A-ms98-a-0031,168.165375,168.325375,day,I,+,u-42-1
sw2860A-ms98-a-0031,168.325375,168.435375,we,I,+,u-42-1
sw2860A-ms98-a-0031,168.435375,168.795375,fish,I,+,u-42-1
sw2860A-ms98-a-0031,168.795375,169.415375,hatchery,I,+,u-42-1
sw2860A-ms98-a-0031,169.415375,169.590875,and,B,sd,u-42-2
sw2860A-ms98-a-0031,170.073000,170.175375,so,B,+,u-44-1
sw2860A-ms98-a-0031,170.175375,170.285375,we,I,+,u-44-1
sw2860A-ms98-a-0031,170.285375,170.435750,did,I,+,u-44-1
sw2860A-ms98-a-0032,171.040750,171.166375,you,I,+,u-44-1
sw2860A-ms98-a-0032,171.166375,171.306375,know,I,+,u-44-1
sw2860A-ms98-a-0032,171.306375,171.426375,we,I,+,u-44-1
sw2860A-ms98-a-0032,171.426375,171.626375,did,I,+,u-44-1
sw2860A-ms98-a-0032,171.626375,171.906375,try,I,+,u-44-1
sw2860A-ms98-a-0032,171.906375,172.006375,and,B,sd,u-44-2
sw2860A-ms98-a-0032,172.006375,172.076375,of,I,sd,u-44-2
sw2860A-ms98-a-0032,172.076375,172.336375,course,I,sd,u-44-2
sw2860A-ms98-a-0032,172.336375,172.506375,we,I,sd,u-44-2
sw2860A-ms98-a-0032,172.506375,172.766375,learned,I,sd,u-44-2
sw2860A-ms98-a-0032,172.766375,173.119500,too,I,sd,u-44-2
sw2860A-ms98-a-0033,173.847500,174.031000,uh,O,,
sw2860A-ms98-a-0033,174.031000,174.406250,but,B,h,u-46-1
sw2860A-ms98-a-0033,174.406250,174.717250,um,I,h,u-46-1
sw2860A-ms98-a-0033,175.139125,175.306250,and,I,h,u-46-1
sw2860A-ms98-a-0033,175.306250,175.460125,uh,I,h,u-46-1
sw2860A-ms98-a-0033,175.746375,175.816250,i,I,h,u-46-1
sw2860A-ms98-a-0033,175.816250,175.976250,don't,I,h,u-46-1
sw2860A-ms98-a-0033,175.976250,176.268875,know,I,h,u-46-1
sw2860A-ms98-a-0033,176.536250,177.016250,i,B,%,u-46-2
sw2860A-ms98-a-0033,177.016250,177.346250,uh,I,%,u-46-2
sw2860A-ms98-a-0033,177.546250,177.666250,when,B,sd,u-46-3
sw2860A-ms98-a-0033,177.666250,177.746250,they,I,sd,u-46-3
sw2860A-ms98-a-0033,177.746250,177.816250,were,I,sd,u-46-3
sw2860A-ms98-a-0033,177.816250,178.026250,very,I,sd,u-46-3
sw2860A-ms98-a-0033,178.026250,178.236250,young,I,sd,u-46-3
sw2860A-ms98-a-0033,178.236250,178.286250,i,I,sd,u-46-3
sw2860A-ms98-a-0033,178.286250,178.476250,did,I,sd,u-46-3
sw2860A-ms98-a-0033,178.476250,178.736250,not,I,sd,u-46-3
sw2860A-ms98-a-0033,178.736250,179.176250,work,I,sd,u-46-3
sw2860A-ms98-a-0035,184.903250,185.347250,um-hum,B,b,u-48-1
sw2860A-ms98-a-0036,186.226750,186.396750,and,B,sd,u-50-1
sw2860A-ms98-a-0036,186.396750,186.476750,i-,I,sd,u-50-1
sw2860A-ms98-a-0036,186.476750,186.706750,i,I,sd,u-50-1
sw2860A-ms98-a-0036,186.706750,187.046750,started,I,sd,u-50-1
sw2860A-ms98-a-0036,187.046750,187.336750,working,I,sd,u-50-1
sw2860A-ms98-a-0036,187.336750,187.826750,part-time,I,sd,u-50-1
sw2860A-ms98-a-0036,187.826750,187.956750,when,I,sd,u-50-1
sw2860A-ms98-a-0036,187.956750,188.086750,they,I,sd,u-50-1
sw2860A-ms98-a-0036,188.086750,188.316750,were,I,sd,u-50-1
sw2860A-ms98-a-0036,188.316750,188.686750,in,I,sd,u-50-1
sw2860A-ms98-a-0036,188.686750,188.976750,um,I,sd,u-50-1
sw2860A-ms98-a-0036,188.976750,189.176750,junior,I,sd,u-50-1
sw2860A-ms98-a-0036,189.176750,189.336750,high,I,sd,u-50-1
sw2860A-ms98-a-0036,189.336750,189.576750,school,I,sd,u-50-1
sw2860A-ms98-a-0036,189.576750,189.666750,and,I,sd,u-50-1
sw2860A-ms98-a-0036,189.666750,189.856750,high,I,sd,u-50-1
sw2860A-ms98-a-0036,189.856750,190.166750,school,I,sd,u-50-1
sw2860A-ms98-a-0036,190.166750,190.256750,and,B,sd,u-50-2
sw2860A-ms98-a-0036,190.256750,190.485250,now,I,sd,u-50-2
sw2860A-ms98-a-0036,190.892125,190.996750,and,I,sd,u-50-2
sw2860A-ms98-a-0036,190.996750,191.046750,i,I,sd,u-50-2
sw2860A-ms98-a-0036,191.046750,191.286750,worked,I,sd,u-50-2
sw2860A-ms98-a-0036,191.286750,191.356750,in,I,sd,u-50-2
sw2860A-ms98-a-0036,191.356750,191.436750,the,I,sd,u-50-2
sw2860A-ms98-a-0036,191.436750,191.736750,school,I,sd,u-50-2
sw2860A-ms98-a-0036,191.736750,192.126750,system,I,sd,u-50-2
sw2860A-ms98-a-0036,192.126750,192.226750,and,B,sd,u-50-3
sw2860A-ms98-a-0036,192.226750,192.416750,now,I,sd,u-50-3
sw2860A-ms98-a-0036,192.416750,192.536750,i,I,sd,u-50-3
sw2860A-ms98-a-0036,192.536750,192.856750,work,I,sd,u-50-3
sw2860A-ms98-a-0036,192.856750,192.926750,a,I,sd,u-50-3
sw2860A-ms98-a-0036,192.926750,193.226750,full,I,sd,u-50-3
sw2860A-ms98-a-0036,193.226750,193.636750,school,I,sd,u-50-3
sw2860A-ms98-a-0036,193.636750,193.876750,day,I,sd,u-50-3
sw2860A-ms98-a-0036,193.876750,194.076750,but,B,sd,u-50-4
sw2860A-ms98-a-0036,194.076750,194.256750,that,I,sd,u-50-4
sw2860A-ms98-a-0036,194.256750,194.456750,leaves,I,sd,u-50-4
sw2860A-ms98-a-0036,194.456750,194.606750,me,I,sd,u-50-4
sw2860A-ms98-a-0036,194.606750,194.816750,off,I,sd,u-50-4
sw2860A-ms98-a-0036,194.816750,194.936750,on,I,sd,u-50-4
sw2860A-ms98-a-0036,194.936750,195.643125,holidays,I,sd,u-50-4
sw2860A-ms98-a-0036,195.643125,195.807250,and,I,sd,u-50-4
sw2860A-ms98-a-0036,195.807250,196.246750,summers,I,sd,u-50-4
sw2860A-ms98-a-0037,197.065125,197.295125,so,B,%,u-52-1
sw2860A-ms98-a-0037,197.295125,197.495125,it,I,%,u-52-1
sw2860A-ms98-a-0037,197.495125,197.605125,was,I,%,u-52-1
sw2860A-ms98-a-0037,197.605125,197.665125,a,I,%,u-52-1
sw2860A-ms98-a-0037,197.665125,197.755125,it,I,%,u-52-1
sw2860A-ms98-a-0037,197.755125,197.925125,was,I,%,u-52-1
sw2860A-ms98-a-0037,197.925125,198.036375,a,I,%,u-52-1
sw2860A-ms98-a-0037,198.364000,198.435125,you,I,%,u-52-1
sw2860A-ms98-a-0037,198.435125,198.593000,know,I,%,u-52-1
sw2860A-ms98-a-0037,198.698500,198.795125,i,B,sd,u-52-2
sw2860A-ms98-a-0037,198.795125,198.985125,think,I,sd,u-52-2
sw2860A-ms98-a-0037,198.985125,199.065125,they,I,sd,u-52-2
sw2860A-ms98-a-0037,199.065125,199.335125,need,I,sd,u-52-2
sw2860A-ms98-a-0037,199.335125,199.515250,me,I,sd,u-52-2
sw2860A-ms98-a-0037,199.816625,200.025125,more,I,sd,u-52-2
sw2860A-ms98-a-0037,200.025125,200.195125,when,B,+,u-54-1
sw2860A-ms98-a-0037,200.195125,200.275125,they,I,+,u-54-1
sw2860A-ms98-a-0037,200.275125,200.417875,were,I,+,u-54-1
sw2860A-ms98-a-0037,200.598750,201.015125,older,I,+,u-54-1
sw2860A-ms98-a-0037,201.015125,201.205125,[laughter-than],I,+,u-54-1
sw2860A-ms98-a-0037,201.205125,201.365125,[laughter-they],I,+,u-54-1
sw2860A-ms98-a-0037,201.365125,201.495125,do,I,+,u-54-1
sw2860A-ms98-a-0037,201.495125,201.695125,when,I,+,u-54-1
sw2860A-ms98-a-0037,201.695125,201.895000,they're,O,,
sw2860A-ms98-a-0039,204.544500,204.810000,that's,B,aa,u-56-1
sw2860A-ms98-a-0039,204.810000,205.077375,true,I,aa,u-56-1
sw2860A-ms98-a-0039,205.232250,205.581000,yes,O,,
sw2860A-ms98-a-0041,208.921375,209.160250,that's,B,aa,u-58-1
sw2860A-ms98-a-0041,209.160250,209.490250,right,I,aa,u-58-1
sw2860A-ms98-a-0043,213.677250,213.978250,um,B,aa,u-60-1
sw2860A-ms98-a-0043,213.978250,214.378250,yeah,I,aa,u-60-1
sw2860A-ms98-a-0043,214.378250,214.668500,that's,B,ba,u-60-2
sw2860A-ms98-a-0043,214.943375,215.238250,that's,I,ba,u-60-2
sw2860A-ms98-a-0043,215.238250,215.348250,for,I,ba,u-60-2
sw2860A-ms98-a-0043,215.348250,215.746000,sure,I,ba,u-60-2
sw2860A-ms98-a-0043,215.949375,216.198250,that's,B,ba^r,u-60-3
sw2860A-ms98-a-0043,216.198250,216.348250,for,I,ba^r,u-60-3
sw2860A-ms98-a-0043,216.348250,216.548250,sure,I,ba^r,u-60-3
sw2860A-ms98-a-0043,216.548250,216.758250,what,B,qy,u-60-4
sw2860A-ms98-a-0043,216.758250,216.898250,do,I,qy,u-60-4
sw2860A-ms98-a-0043,216.898250,217.094250,you,I,qy,u-60-4
sw2860A-ms98-a-0043,217.342875,217.380125,do,I,qy,u-60-4
sw2860A-ms98-a-0043,217.380125,217.421625,you,I,qy,u-60-4
sw2860A-ms98-a-0043,217.421625,217.498250,have,I,qy,u-60-4
sw2860A-ms98-a-0043,217.498250,217.638250,any,I,qy,u-60-4
sw2860A-ms98-a-0043,217.638250,218.148250,feelings,I,qy,u-60-4
sw2860A-ms98-a-0043,218.148250,218.297375,as,I,qy,u-60-4
sw2860A-ms98-a-0043,218.429125,218.528250,to,I,qy,u-60-4
sw2860A-ms98-a-0043,218.528250,218.668250,the,I,qy,u-60-4
sw2860A-ms98-a-0043,218.668250,219.088250,trends,I,qy,u-60-4
sw2860A-ms98-a-0043,219.088250,219.264000,that,I,qy,u-60-4
sw2860A-ms98-a-0043,219.264000,219.468375,you,I,qy,u-60-4
sw2860A-ms98-a-0043,219.468375,219.888250,see,I,qy,u-60-4
sw2860A-ms98-a-0045,227.407250,227.819250,um-hum,B,b,u-62-1
sw2860A-ms98-a-0047,238.083750,238.268125,yeah,B,aa,u-64-1
sw2860A-ms98-a-0047,238.268125,238.417875,when,B,%,u-64-2
sw2860A-ms98-a-0047,238.417875,238.534625,they,I,%,u-64-2
sw2860A-ms98-a-0047,238.534625,238.868125,[vocalized-noise],I,%,u-64-2
sw2860A-ms98-a-0047,238.868125,239.018125,you,I,%,u-64-2
sw2860A-ms98-a-0047,239.018125,239.118125,know,I,%,u-64-2
sw2860A-ms98-a-0047,239.118125,239.178125,it,B,sd,u-64-3
sw2860A-ms98-a-0047,239.178125,239.328125,was,I,sd,u-64-3
sw2860A-ms98-a-0047,239.328125,239.548125,funny,I,sd,u-64-3
sw2860A-ms98-a-0047,239.548125,239.618125,i,B,sd,u-64-4
sw2860A-ms98-a-0047,239.618125,239.798125,can,I,sd,u-64-4
sw2860A-ms98-a-0047,239.798125,240.268125,remember,I,sd,u-64-4
sw2860A-ms98-a-0047,240.268125,240.428125,and,B,sd,u-64-5
sw2860A-ms98-a-0047,240.428125,240.528125,my,I,sd,u-64-5
sw2860A-ms98-a-0047,240.528125,240.768125,mother,I,sd,u-64-5
sw2860A-ms98-a-0047,240.768125,240.868125,and,I,sd,u-64-5
sw2860A-ms98-a-0047,240.868125,240.918125,i,I,sd,u-64-5
sw2860A-ms98-a-0047,240.918125,241.028125,have,I,sd,u-64-5
sw2860A-ms98-a-0047,241.028125,241.288125,talked,I,sd,u-64-5
sw2860A-ms98-a-0047,241.288125,241.548125,about,I,sd,u-64-5
sw2860A-ms98-a-0047,241.548125,241.673000,it,I,sd,u-64-5
sw2860A-ms98-a-0047,242.166375,242.448125,how,I,sd,u-64-5
sw2860A-ms98-a-0047,242.448125,242.788125,important,I,sd,u-64-5
sw2860A-ms98-a-0047,242.788125,242.888125,it,I,sd,u-64-5
sw2860A-ms98-a-0047,242.888125,243.148125,was,I,sd,u-64-5
sw2860A-ms98-a-0047,243.148125,243.424250,when,I,sd,u-64-5
sw2860A-ms98-a-0047,243.763250,243.948125,i,I,sd,u-64-5
sw2860A-ms98-a-0047,243.948125,244.238125,came,I,sd,u-64-5
sw2860A-ms98-a-0047,244.238125,244.418125,home,I,sd,u-64-5
sw2860A-ms98-a-0047,244.418125,244.588125,from,I,sd,u-64-5
sw2860A-ms98-a-0047,244.588125,245.048125,school,I,sd,u-64-5
sw2860A-ms98-a-0048,246.315375,246.428375,it,B,sd,u-66-1
sw2860A-ms98-a-0048,246.428375,246.718375,wasn't,I,sd,u-66-1
sw2860A-ms98-a-0048,246.718375,247.028375,really,I,sd,u-66-1
sw2860A-ms98-a-0048,247.028375,247.648375,conversation,I,sd,u-66-1
sw2860A-ms98-a-0048,247.648375,247.779625,but,B,sd,u-66-2
sw2860A-ms98-a-0048,248.062125,248.158375,there,I,sd,u-66-2
sw2860A-ms98-a-0048,248.158375,248.218375,were,I,sd,u-66-2
sw2860A-ms98-a-0048,248.218375,248.528375,always,I,sd,u-66-2
sw2860A-ms98-a-0048,248.528375,248.728375,things,I,sd,u-66-2
sw2860A-ms98-a-0048,248.728375,248.868375,that,I,sd,u-66-2
sw2860A-ms98-a-0048,248.868375,249.264250,just,I,sd,u-66-2
sw2860A-ms98-a-0048,249.264250,249.618250,tumbled,I,sd,u-66-2
sw2860A-ms98-a-0048,249.618250,250.165625,out,I,sd,u-66-2
sw2860A-ms98-a-0049,251.219875,251.882250,and,B,sd,u-68-1
sw2860A-ms98-a-0049,251.882250,252.084375,uh,I,sd,u-68-1
sw2860A-ms98-a-0049,252.199500,252.264875,a,I,sd,u-68-1
sw2860A-ms98-a-0050,252.856500,253.160125,granted,I,sd,u-68-1
sw2860A-ms98-a-0050,253.160125,253.220125,the,I,sd,u-68-1
sw2860A-ms98-a-0050,253.220125,253.500125,child,I,sd,u-68-1
sw2860A-ms98-a-0050,253.500125,253.680125,doesn't,I,sd,u-68-1
sw2860A-ms98-a-0050,253.680125,253.860125,always,I,sd,u-68-1
sw2860A-ms98-a-0050,253.860125,254.050125,think,I,sd,u-68-1
sw2860A-ms98-a-0050,254.050125,254.170125,that,I,sd,u-68-1
sw2860A-ms98-a-0050,254.170125,254.280125,they're,I,sd,u-68-1
sw2860A-ms98-a-0050,254.280125,254.750125,sharing,I,sd,u-68-1
sw2860A-ms98-a-0050,254.750125,254.890125,it,I,sd,u-68-1
sw2860A-ms98-a-0050,254.890125,255.010125,but,B,%,u-68-2
sw2860A-ms98-a-0050,255.010125,255.110125,it,I,%,u-68-2
sw2860A-ms98-a-0050,255.110125,255.260125,when,B,sv,u-68-3
sw2860A-ms98-a-0050,255.260125,255.460125,they,I,sv,u-68-3
sw2860A-ms98-a-0050,255.460125,255.610125,when,I,sv,u-68-3
sw2860A-ms98-a-0050,255.610125,255.820125,it's,I,sv,u-68-3
sw2860A-ms98-a-0050,255.820125,256.140125,not,I,sv,u-68-3
sw2860A-ms98-a-0050,256.140125,256.320125,there,I,sv,u-68-3
sw2860A-ms98-a-0050,256.320125,256.440125,they,I,sv,u-68-3
sw2860A-ms98-a-0050,256.440125,256.720125,miss,I,sv,u-68-3
sw2860A-ms98-a-0050,256.720125,256.840125,it,I,sv,u-68-3
sw2860A-ms98-a-0052,263.634375,263.923375,um-hum,B,b,u-70-1
sw2860A-ms98-a-0054,269.440875,269.717750,yeah,B,aa,u-72-1
sw2860A-ms98-a-0054,269.829875,270.011750,yeah,B,aa^r,u-72-2
sw2860A-ms98-a-0054,270.305500,270.462875,no,B,aa,u-72-3
sw2860A-ms98-a-0054,270.462875,270.622875,i,B,sd,u-72-4
sw2860A-ms98-a-0054,270.622875,270.909500,i,I,sd,u-72-4
sw2860A-ms98-a-0054,270.909500,271.097875,i,I,sd,u-72-4
sw2860A-ms98-a-0054,271.097875,271.362875,realize,I,sd,u-72-4
sw2860A-ms98-a-0054,271.362875,271.462875,that,I,sd,u-72-4
sw2860A-ms98-a-0054,271.462875,271.552875,but,B,sv,u-72-5
sw2860A-ms98-a-0054,271.552875,271.682875,it's,I,sv,u-72-5
sw2860A-ms98-a-0054,271.682875,272.079125,funny,I,sv,u-72-5
sw2860A-ms98-a-0054,272.452000,272.552875,they,B,sv,u-72-6
sw2860A-ms98-a-0054,272.552875,272.742875,don't,I,sv,u-72-6
sw2860A-ms98-a-0054,272.742875,272.972875,always,I,sv,u-72-6
sw2860A-ms98-a-0054,272.972875,273.082875,do,I,sv,u-72-6
sw2860A-ms98-a-0054,273.082875,273.192875,it,I,sv,u-72-6
sw2860A-ms98-a-0054,273.192875,273.312875,but,B,sv,u-72-7
sw2860A-ms98-a-0054,273.312875,274.082875,occasionally,I,sv,u-72-7
sw2860A-ms98-a-0054,274.082875,274.252875,they,I,sv,u-72-7
sw2860A-ms98-a-0054,274.252875,274.592875,do,I,sv,u-72-7
sw2860A-ms98-a-0054,274.592875,274.702875,and,B,%,u-72-8
sw2860A-ms98-a-0054,274.702875,274.782875,you,I,%,u-72-8
sw2860A-ms98-a-0054,274.782875,275.151375,want,I,%,u-72-8
sw2860A-ms98-a-0055,275.643125,275.763125,and,B,sv,u-74-1
sw2860A-ms98-a-0055,275.763125,275.893125,when,I,sv,u-74-1
sw2860A-ms98-a-0055,275.893125,276.023125,they,I,sv,u-74-1
sw2860A-ms98-a-0055,276.023125,276.283125,do,I,sv,u-74-1
sw2860A-ms98-a-0055,276.283125,276.453125,there's,I,sv,u-74-1
sw2860A-ms98-a-0055,276.453125,276.563125,a,I,sv,u-74-1
sw2860A-ms98-a-0055,276.563125,277.073125,reason,I,sv,u-74-1
sw2860A-ms98-a-0055,277.073125,277.383125,for,I,sv,u-74-1
sw2860A-ms98-a-0055,277.383125,277.488500,it,I,sv,u-74-1
sw2860A-ms98-a-0055,277.654125,277.773125,that,I,sv,u-74-1
sw2860A-ms98-a-0055,277.773125,277.913125,they're,I,sv,u-74-1
sw2860A-ms98-a-0055,277.913125,278.363125,sharing,I,sv,u-74-1
sw2860A-ms98-a-0055,278.363125,278.463125,it,I,sv,u-74-1
sw2860A-ms98-a-0055,278.463125,278.603125,and,B,sd,u-76-1
sw2860A-ms98-a-0055,278.603125,278.693125,you,I,sd,u-76-1
sw2860A-ms98-a-0055,278.693125,279.113125,want,I,sd,u-76-1
sw2860A-ms98-a-0055,279.113125,279.173125,to,I,sd,u-76-1
sw2860A-ms98-a-0055,279.173125,279.403125,be,I,sd,u-76-1
sw2860A-ms98-a-0055,279.403125,279.783125,avail[able]-,I,sd,u-76-1
sw2860A-ms98-a-0055,279.783125,279.923125,at,I,sd,u-76-1
sw2860A-ms98-a-0055,279.923125,280.123125,least,I,sd,u-76-1
sw2860A-ms98-a-0055,280.123125,280.263125,i've,I,sd,u-76-1
sw2860A-ms98-a-0055,280.263125,280.583125,wanted,I,sd,u-76-1
sw2860A-ms98-a-0055,280.583125,280.673125,to,I,sd,u-76-1
sw2860A-ms98-a-0055,280.673125,280.823125,be,I,sd,u-76-1
sw2860A-ms98-a-0055,280.823125,281.411375,available,I,sd,u-76-1
sw2860A-ms98-a-0055,281.923625,282.083125,when,I,sd,u-76-1
sw2860A-ms98-a-0055,282.083125,282.274750,they,I,sd,u-76-1
sw2860A-ms98-a-0055,282.429125,282.523125,for,I,sd,u-76-1
sw2860A-ms98-a-0055,282.523125,282.763125,some,I,sd,u-76-1
sw2860A-ms98-a-0055,282.763125,283.023125,reason,I,sd,u-76-1
sw2860A-ms98-a-0055,283.023125,283.153125,they,I,sd,u-76-1
sw2860A-ms98-a-0055,283.153125,283.631500,had,I,sd,u-76-1
sw2860A-ms98-a-0055,283.631500,283.693125,they,I,sd,u-76-1
sw2860A-ms98-a-0055,283.693125,283.872625,were,I,sd,u-76-1
sw2860A-ms98-a-0055,283.872625,284.313375,bouncing,I,sd,u-76-1
sw2860A-ms98-a-0055,284.313375,284.723125,something,I,sd,u-76-1
sw2860A-ms98-a-0055,284.723125,284.983125,off,I,sd,u-76-1
sw2860A-ms98-a-0055,284.983125,285.143125,of,I,sd,u-76-1
sw2860A-ms98-a-0055,285.143125,285.253125,me,I,sd,u-76-1
sw2860A-ms98-a-0056,285.989250,286.254125,because,B,+,u-78-1
sw2860A-ms98-a-0056,286.254125,286.354125,it,I,+,u-78-1
sw2860A-ms98-a-0056,286.354125,286.464125,was,I,+,u-78-1
sw2860A-ms98-a-0056,286.464125,286.814125,something,I,+,u-78-1
sw2860A-ms98-a-0056,286.814125,286.934125,that,I,+,u-78-1
sw2860A-ms98-a-0056,286.934125,287.183875,was,I,+,u-78-1
sw2860A-ms98-a-0056,287.669750,288.064125,bothering,I,+,u-78-1
sw2860A-ms98-a-0056,288.064125,288.184125,them,I,+,u-78-1
sw2860A-ms98-a-0056,288.184125,288.274125,or,I,+,u-78-1
sw2860A-ms98-a-0056,288.274125,288.384125,they,I,+,u-78-1
sw2860A-ms98-a-0056,288.384125,288.514125,were,I,+,u-78-1
sw2860A-ms98-a-0056,288.514125,289.074125,concerned,I,+,u-78-1
sw2860A-ms98-a-0056,289.074125,289.507000,about,I,+,u-78-1
sw2860A-ms98-a-0056,289.612500,289.884125,and,B,%,u-78-2
sw2860A-ms98-a-0056,289.884125,289.984125,it,I,%,u-78-2
sw2860A-ms98-a-0056,289.984125,290.224125,was,I,%,u-78-2
sw2860A-ms98-a-0056,290.354125,290.663875,uh,I,%,u-78-2
sw2860A-ms98-a-0056,291.100875,291.144125,you,B,sv(^q),u-78-3
sw2860A-ms98-a-0056,291.144125,291.344125,just,I,sv(^q),u-78-3
sw2860A-ms98-a-0056,291.344125,291.594125,felt,I,sv(^q),u-78-3
sw2860A-ms98-a-0056,291.594125,291.814125,gee,I,sv(^q),u-78-3
sw2860A-ms98-a-0056,291.814125,291.954125,if,I,sv(^q),u-78-3
sw2860A-ms98-a-0056,291.954125,292.094125,i,I,sv(^q),u-78-3
sw2860A-ms98-a-0056,292.094125,292.354125,weren't,I,sv(^q),u-78-3
sw2860A-ms98-a-0056,292.454125,292.735000,here,I,sv(^q),u-78-3
sw2860A-ms98-a-0057,293.227125,293.597125,how,B,+,u-80-1
sw2860A-ms98-a-0057,293.597125,293.927125,or,B,%,u-80-2
sw2860A-ms98-a-0057,293.927125,294.067125,or,I,%,u-80-2
sw2860A-ms98-a-0057,294.067125,294.187125,if,I,%,u-80-2
sw2860A-ms98-a-0057,294.187125,294.277125,my,I,%,u-80-2
sw2860A-ms98-a-0057,294.277125,294.707125,husband,I,%,u-80-2
sw2860A-ms98-a-0058,295.166625,295.439375,that's,B,aa,u-82-1
sw2860A-ms98-a-0058,295.439375,295.704000,right,I,aa,u-82-1
sw2860A-ms98-a-0059,297.142750,297.532750,yes,B,aa,u-84-1
sw2860A-ms98-a-0059,297.532750,297.742750,that's,B,aa,u-84-2
sw2860A-ms98-a-0059,297.742750,298.262750,exactly,I,aa,u-84-2
sw2860A-ms98-a-0059,298.262750,298.586875,right,I,aa,u-84-2
sw2860A-ms98-a-0059,299.072750,299.292750,uh,B,sv,u-84-3
sw2860A-ms98-a-0059,299.292750,299.652750,but,I,sv,u-84-3
sw2860A-ms98-a-0059,299.652750,299.762750,it,I,sv,u-84-3
sw2860A-ms98-a-0059,299.762750,300.092750,has,I,sv,u-84-3
sw2860A-ms98-a-0059,300.092750,300.412750,been,I,sv,u-84-3
sw2860A-ms98-a-0059,300.412750,300.643875,um,I,sv,u-84-3
sw2860A-ms98-a-0059,300.945250,301.242750,it's,I,sv,u-84-3
sw2860A-ms98-a-0059,301.242750,301.382750,been,I,sv,u-84-3
sw2860A-ms98-a-0059,301.382750,301.792750,interesting,I,sv,u-84-3
sw2860A-ms98-a-0059,301.792750,301.952750,and,I,sv,u-84-3
sw2860A-ms98-a-0059,301.952750,302.602750,particularly,I,sv,u-84-3
sw2860A-ms98-a-0059,302.602750,302.782750,i,I,sv,u-84-3
sw2860A-ms98-a-0059,302.782750,302.862750,i,I,sv,u-84-3
sw2860A-ms98-a-0059,302.862750,303.522750,think,I,sv,u-84-3
sw2860A-ms98-a-0059,303.522750,303.962750,because,I,sv,u-84-3
sw2860A-ms98-a-0059,304.512750,304.612750,the,I,sv,u-84-3
sw2860A-ms98-a-0059,304.612750,305.082750,society,I,sv,u-84-3
sw2860A-ms98-a-0059,305.082750,305.172750,in,I,sv,u-84-3
sw2860A-ms98-a-0059,305.172750,305.372750,which,I,sv,u-84-3
sw2860A-ms98-a-0059,305.372750,305.502750,we,I,sv,u-84-3
sw2860A-ms98-a-0059,305.502750,305.808250,live,I,sv,u-84-3
sw2860A-ms98-a-0059,306.294125,306.682750,families,I,sv,u-84-3
sw2860A-ms98-a-0059,306.682750,306.842750,are,I,sv,u-84-3
sw2860A-ms98-a-0059,306.842750,307.412750,separated,I,sv,u-84-3
sw2860A-ms98-a-0059,307.412750,307.512750,you,B,sv,u-84-4
sw2860A-ms98-a-0059,307.512750,307.702750,don't,I,sv,u-84-4
sw2860A-ms98-a-0059,307.702750,307.852750,have,I,sv,u-84-4
sw2860A-ms98-a-0059,307.852750,308.542750,grandparents,I,sv,u-84-4
sw2860A-ms98-a-0059,308.542750,308.712750,near,I,sv,u-84-4
sw2860A-ms98-a-0059,308.712750,308.972750,by,I,sv,u-84-4
sw2860A-ms98-a-0059,308.972750,309.112750,or,I,sv,u-84-4
