sw2983A-ms98-a-0002,3.806500,4.171000,no,B,nn,u-2-1
sw2983A-ms98-a-0030,165.329125,165.479125,hit,I,sv,u-54-2
sw2983A-ms98-a-0030,165.479125,165.509125,a,I,sv,u-54-2
sw2983A-ms98-a-0030,165.509125,165.709125,little,I,sv,u-54-2
sw2983A-ms98-a-0030,165.709125,166.069125,ball,I,sv,u-54-2
sw2983A-ms98-a-0030,166.069125,166.189125,you,B,sv,u-56-1
sw2983A-ms98-a-0030,166.189125,166.609125,chase,I,sv,u-56-1
sw2983A-ms98-a-0030,166.609125,166.745125,it,I,sv,u-56-1
sw2983A-ms98-a-0030,167.182000,167.259125,you,B,sv,u-56-2
sw2983A-ms98-a-0030,167.259125,167.489125,go,I,sv,u-56-2
sw2983A-ms98-a-0030,167.489125,167.859125,find,I,sv,u-56-2
sw2983A-ms98-a-0030,167.859125,168.019125,it,I,sv,u-56-2
sw2983A-ms98-a-0030,168.019125,168.149125,and,B,sv,u-56-3
sw2983A-ms98-a-0030,168.149125,168.259125,then,I,sv,u-56-3
sw2983A-ms98-a-0030,168.259125,168.359125,you,I,sv,u-56-3
sw2983A-ms98-a-0030,168.359125,168.539125,hit,I,sv,u-56-3
sw2983A-ms98-a-0030,168.539125,168.609125,it,I,sv,u-56-3
sw2983A-ms98-a-0030,168.609125,168.929125,again,I,sv,u-56-3
sw2983A-ms98-a-0030,168.929125,169.059125,and,I,sv,u-56-3
sw2983A-ms98-a-0030,169.059125,169.289125,lose,I,sv,u-56-3
sw2983A-ms98-a-0030,169.289125,169.379125,it,I,sv,u-56-3
sw2983A-ms98-a-0030,169.379125,169.789625,again,I,sv,u-56-3
sw2983A-ms98-a-0031,171.316250,171.776250,and,B,sv,u-58-1
sw2983A-ms98-a-0031,171.776250,171.926250,i,I,sv,u-58-1
sw2983A-ms98-a-0031,171.926250,172.186250,know,I,sv,u-58-1
sw2983A-ms98-a-0031,172.186250,172.276250,the,I,sv,u-58-1
sw2983A-ms98-a-0031,172.276250,172.456250,whole,I,sv,u-58-1
sw2983A-ms98-a-0031,172.456250,172.776250,point,I,sv,u-58-1
sw2983A-ms98-a-0031,172.776250,172.866250,is,I,sv,u-58-1
sw2983A-ms98-a-0031,172.866250,172.996250,to,I,sv,u-58-1
sw2983A-ms98-a-0031,172.996250,173.146250,get,I,sv,u-58-1
sw2983A-ms98-a-0031,173.146250,173.246250,it,I,sv,u-58-1
sw2983A-ms98-a-0031,173.246250,173.306250,in,I,sv,u-58-1
sw2983A-ms98-a-0031,173.306250,173.496250,that,I,sv,u-58-1
sw2983A-ms98-a-0031,173.496250,173.776250,little,I,sv,u-58-1
sw2983A-ms98-a-0031,173.776250,174.066250,bitty,I,sv,u-58-1
sw2983A-ms98-a-0031,174.066250,174.486250,hole,I,sv,u-58-1
sw2983A-ms98-a-0031,174.486250,174.666250,but,B,sv,u-60-1
sw2983A-ms98-a-0031,174.666250,174.896250,seems,I,sv,u-60-1
sw2983A-ms98-a-0031,174.896250,174.996250,to,I,sv,u-60-1
sw2983A-ms98-a-0031,174.996250,175.106250,me,I,sv,u-60-1
sw2983A-ms98-a-0031,175.106250,175.286250,like,I,sv,u-60-1
sw2983A-ms98-a-0031,175.286250,175.366250,if,I,sv,u-60-1
sw2983A-ms98-a-0031,175.366250,175.446250,they,I,sv,u-60-1
sw2983A-ms98-a-0031,175.446250,175.666250,made,I,sv,u-60-1
sw2983A-ms98-a-0031,175.666250,175.736250,the,I,sv,u-60-1
sw2983A-ms98-a-0031,175.736250,175.976250,hole,I,sv,u-60-1
sw2983A-ms98-a-0031,175.976250,176.226250,bigger,I,sv,u-60-1
sw2983A-ms98-a-0031,176.226250,176.346250,it'd,I,sv,u-60-1
sw2983A-ms98-a-0031,176.346250,176.446250,be,I,sv,u-60-1
sw2983A-ms98-a-0031,176.446250,177.038875,easier,I,sv,u-60-1
sw2983A-ms98-a-0032,177.484375,179.008500,[laughter],O,,
sw2983A-ms98-a-0034,181.407125,181.557125,oh,B,aa,u-64-1
sw2983A-ms98-a-0034,181.557125,181.739000,i,I,aa,u-64-1
sw2983A-ms98-a-0034,181.739000,182.064000,know,I,aa,u-64-1
sw2983A-ms98-a-0034,182.664750,182.921125,oh,B,b,u-66-1
sw2983A-ms98-a-0034,182.921125,183.210375,yeah,I,b,u-66-1
sw2983A-ms98-a-0036,189.255875,189.508000,um-hum,B,b,u-68-1
sw2983A-ms98-a-0036,189.847000,190.156125,um-hum,B,b^r,u-68-2
sw2983A-ms98-a-0038,194.187375,194.332125,oh,B,b,u-70-1
sw2983A-ms98-a-0038,194.332125,194.730375,yeah,I,b,u-70-1
sw2983A-ms98-a-0038,195.254000,195.382125,well,B,sd,u-72-1
sw2983A-ms98-a-0038,195.382125,195.532125,my,I,sd,u-72-1
sw2983A-ms98-a-0038,195.532125,196.022125,husband's,I,sd,u-72-1
sw2983A-ms98-a-0038,196.022125,196.462125,average,I,sd,u-72-1
sw2983A-ms98-a-0038,196.462125,196.812125,ran,I,sd,u-72-1
sw2983A-ms98-a-0038,196.812125,196.922125,in,I,sd,u-72-1
sw2983A-ms98-a-0038,196.922125,196.982125,the,I,sd,u-72-1
sw2983A-ms98-a-0038,196.982125,197.232125,mid,I,sd,u-72-1
sw2983A-ms98-a-0038,197.232125,197.822125,seventies,I,sd,u-72-1
sw2983A-ms98-a-0038,197.822125,197.962125,so,B,sv,u-74-1
sw2983A-ms98-a-0038,197.962125,198.132125,he,I,sv,u-74-1
sw2983A-ms98-a-0038,198.132125,198.562125,wasn't,I,sv,u-74-1
sw2983A-ms98-a-0038,198.562125,198.963875,bad,I,sv,u-74-1
sw2983A-ms98-a-0039,200.661500,200.845250,he,B,sv,u-76-1
sw2983A-ms98-a-0039,200.845250,200.975250,was,I,sv,u-76-1
sw2983A-ms98-a-0039,200.975250,201.265250,pretty,I,sv,u-76-1
sw2983A-ms98-a-0039,201.265250,201.812375,good,I,sv,u-76-1
sw2983A-ms98-a-0039,201.812375,202.162875,but,B,sv,u-76-2
sw2983A-ms98-a-0039,202.799375,202.865250,as,I,sv,u-76-2
sw2983A-ms98-a-0039,202.865250,203.245250,far,I,sv,u-76-2
sw2983A-ms98-a-0039,203.245250,203.719875,as,I,sv,u-76-2
sw2983A-ms98-a-0039,204.398625,205.105250,influencing,I,sv,u-76-2
sw2983A-ms98-a-0039,205.105250,205.305250,young,I,sv,u-76-2
sw2983A-ms98-a-0039,205.305250,205.665250,people,I,sv,u-76-2
sw2983A-ms98-a-0039,205.665250,205.745250,i,I,sv,u-76-2
sw2983A-ms98-a-0039,205.745250,206.075250,think,I,sv,u-76-2
sw2983A-ms98-a-0039,206.075250,206.255250,that,I,sv,u-76-2
sw2983A-ms98-a-0039,206.255250,206.565250,that,I,sv,u-76-2
sw2983A-ms98-a-0039,206.565250,206.941875,is,I,sv,u-76-2
sw2983A-ms98-a-0039,207.103875,207.564000,uh,I,sv,u-76-2
sw2983A-ms98-a-0039,207.921875,208.165250,that,I,sv,u-76-2
sw2983A-ms98-a-0039,208.165250,208.385250,is,I,sv,u-76-2
sw2983A-ms98-a-0039,208.385250,208.615250,one,I,sv,u-76-2
sw2983A-ms98-a-0039,208.615250,208.715250,of,I,sv,u-76-2
sw2983A-ms98-a-0039,208.715250,208.825250,the,I,sv,u-76-2
sw2983A-ms98-a-0039,208.825250,209.825250,sports,I,sv,u-76-2
sw2983A-ms98-a-0039,209.825250,209.965250,that,I,sv,u-76-2
sw2983A-ms98-a-0039,209.965250,210.105250,you,I,sv,u-76-2
sw2983A-ms98-a-0039,210.105250,210.475250,can,I,sv,u-76-2
sw2983A-ms98-a-0039,210.475250,210.895250,carry,I,sv,u-76-2
sw2983A-ms98-a-0039,210.895250,211.175250,into,I,sv,u-76-2
sw2983A-ms98-a-0039,211.175250,211.415250,old,I,sv,u-76-2
sw2983A-ms98-a-0039,211.415250,211.605250,age,I,sv,u-76-2
sw2983A-ms98-a-0039,211.605250,211.675250,you,B,sv,u-76-3
sw2983A-ms98-a-0039,211.675250,211.915250,can't,I,sv,u-76-3
sw2983A-ms98-a-0039,211.915250,212.095250,play,I,sv,u-76-3
sw2983A-ms98-a-0039,212.095250,212.585250,football,I,sv,u-76-3
sw2983A-ms98-a-0039,212.585250,212.685250,at,I,sv,u-76-3
sw2983A-ms98-a-0039,212.685250,212.955250,fifty,I,sv,u-76-3
sw2983A-ms98-a-0039,212.955250,213.462375,five,I,sv,u-76-3
sw2983A-ms98-a-0040,214.651125,214.852125,but,B,sv,u-78-1
sw2983A-ms98-a-0040,214.852125,215.002125,it,I,sv,u-78-1
sw2983A-ms98-a-0040,215.002125,215.422125,is,I,sv,u-78-1
sw2983A-ms98-a-0040,215.422125,215.512125,a,I,sv,u-78-1
sw2983A-ms98-a-0040,215.512125,216.022125,good,I,sv,u-78-1
sw2983A-ms98-a-0040,216.022125,216.452125,healthy,I,sv,u-78-1
sw2983A-ms98-a-0040,216.452125,217.092125,wholesome,I,sv,u-78-1
sw2983A-ms98-a-0040,217.092125,217.904750,lifestyle,I,sv,u-78-1
sw2983A-ms98-a-0040,219.156500,219.542750,a[nd]-,I,sv,u-78-1
sw2983A-ms98-a-0040,219.542750,219.926875,uh,I,sv,u-78-1
sw2983A-ms98-a-0040,219.926875,220.432125,anything,B,sv,u-78-2
sw2983A-ms98-a-0040,220.432125,220.632125,can,I,sv,u-78-2
sw2983A-ms98-a-0040,220.632125,220.922125,be,I,sv,u-78-2
sw2983A-ms98-a-0040,220.922125,221.417375,warped,I,sv,u-78-2
sw2983A-ms98-a-0041,222.282750,222.407750,but,B,sv,u-80-1
sw2983A-ms98-a-0041,222.407750,222.497750,i,I,sv,u-80-1
sw2983A-ms98-a-0041,222.497750,222.777750,think,I,sv,u-80-1
sw2983A-ms98-a-0041,222.777750,222.917750,that,I,sv,u-80-1
sw2983A-ms98-a-0041,222.917750,223.107750,that,I,sv,u-80-1
sw2983A-ms98-a-0041,223.107750,223.337750,is,I,sv,u-80-1
sw2983A-ms98-a-0041,223.337750,223.587750,one,I,sv,u-80-1
sw2983A-ms98-a-0041,223.587750,223.687750,of,I,sv,u-80-1
sw2983A-ms98-a-0041,223.687750,223.757750,the,I,sv,u-80-1
sw2983A-ms98-a-0041,223.757750,224.277750,sports,I,sv,u-80-1
sw2983A-ms98-a-0041,224.277750,224.457750,that's,I,sv,u-80-1
sw2983A-ms98-a-0041,224.457750,224.517750,a,I,sv,u-80-1
sw2983A-ms98-a-0041,224.517750,224.777750,good,I,sv,u-80-1
sw2983A-ms98-a-0041,224.777750,225.277750,healthy,I,sv,u-80-1
sw2983A-ms98-a-0041,225.277750,225.802750,way,I,sv,u-80-1
sw2983A-ms98-a-0041,226.047625,226.259125,to,I,sv,u-80-1
sw2983A-ms98-a-0041,226.530375,226.667750,to,I,sv,u-80-1
sw2983A-ms98-a-0041,226.667750,227.250875,move,I,sv,u-80-1
sw2983A-ms98-a-0041,227.250875,227.927750,into,I,sv,u-80-1
sw2983A-ms98-a-0041,227.927750,228.704000,maturity,I,sv,u-80-1
sw2983A-ms98-a-0041,229.581375,230.113750,safely,B,+,u-82-1
sw2983A-ms98-a-0041,230.573250,230.962125,um-hum,B,aa,u-84-1
sw2983A-ms98-a-0041,230.962125,231.342875,um-hum,B,aa^r,u-84-2
sw2983A-ms98-a-0042,232.081000,232.352125,that's,B,aa,u-86-1
sw2983A-ms98-a-0042,232.352125,232.780125,right,I,aa,u-86-1
sw2983A-ms98-a-0042,232.923250,233.152125,that's,B,aa^r,u-86-2
sw2983A-ms98-a-0042,233.152125,233.431500,right,I,aa^r,u-86-2
sw2983A-ms98-a-0042,233.763000,233.902125,and,B,sv,u-88-1
sw2983A-ms98-a-0042,233.902125,233.932125,a,I,sv,u-88-1
sw2983A-ms98-a-0042,233.932125,234.212125,lot,I,sv,u-88-1
sw2983A-ms98-a-0042,234.212125,234.292125,of,I,sv,u-88-1
sw2983A-ms98-a-0042,234.292125,234.952125,seniors,I,sv,u-88-1
sw2983A-ms98-a-0042,234.952125,235.012125,a,I,sv,u-88-1
sw2983A-ms98-a-0042,235.012125,235.352125,lot,I,sv,u-88-1
sw2983A-ms98-a-0042,235.352125,235.712000,of,I,sv,u-88-1
sw2983A-ms98-a-0042,235.712000,236.132125,elderly,I,sv,u-88-1
sw2983A-ms98-a-0042,236.132125,236.452125,people,I,sv,u-88-1
sw2983A-ms98-a-0042,236.452125,236.652125,don't,I,sv,u-88-1
sw2983A-ms98-a-0042,236.652125,236.802125,even,I,sv,u-88-1
sw2983A-ms98-a-0042,236.802125,237.042125,take,I,sv,u-88-1
sw2983A-ms98-a-0042,237.042125,237.212125,up,I,sv,u-88-1
sw2983A-ms98-a-0042,237.212125,237.827000,golf,I,sv,u-88-1
sw2983A-ms98-a-0042,238.199875,238.662125,until,I,sv,u-88-1
sw2983A-ms98-a-0042,238.662125,238.931000,they're,I,sv,u-88-1
sw2983A-ms98-a-0042,239.198375,239.342125,you,I,sv,u-88-1
sw2983A-ms98-a-0042,239.342125,239.412125,know,I,sv,u-88-1
sw2983A-ms98-a-0042,239.412125,239.622125,in,I,sv,u-88-1
sw2983A-ms98-a-0042,239.622125,239.792125,their,I,sv,u-88-1
sw2983A-ms98-a-0042,239.792125,240.082125,later,I,sv,u-88-1
sw2983A-ms98-a-0042,240.082125,240.716375,years,I,sv,u-88-1
sw2983A-ms98-a-0043,242.500625,242.782250,that's,B,aa,u-90-1
sw2983A-ms98-a-0043,242.782250,243.208750,right,I,aa,u-90-1
sw2983A-ms98-a-0043,243.480000,243.632250,that's,B,aa^r,u-90-2
sw2983A-ms98-a-0043,243.632250,244.182250,absolutely,I,aa^r,u-90-2
sw2983A-ms98-a-0043,244.182250,244.572250,right,I,aa^r,u-90-2
sw2983A-ms98-a-0043,244.572250,244.692250,and,B,%,u-90-3
sw2983A-ms98-a-0043,244.692250,244.812250,it's,I,%,u-90-3
sw2983A-ms98-a-0043,244.812250,245.142250,something,I,%,u-90-3
sw2983A-ms98-a-0043,245.142250,245.251625,that,I,%,u-90-3
sw2983A-ms98-a-0044,246.789125,247.007375,yeah,B,b,u-92-1
sw2983A-ms98-a-0044,247.007375,247.207375,when,B,sv,u-92-2
sw2983A-ms98-a-0044,247.207375,247.307375,you're,I,sv,u-92-2
sw2983A-ms98-a-0044,247.307375,247.517375,too,I,sv,u-92-2
sw2983A-ms98-a-0044,247.517375,247.887375,old,I,sv,u-92-2
sw2983A-ms98-a-0044,247.887375,247.967375,to,I,sv,u-92-2
sw2983A-ms98-a-0044,247.967375,248.097375,do,I,sv,u-92-2
sw2983A-ms98-a-0044,248.097375,248.477375,anything,I,sv,u-92-2
sw2983A-ms98-a-0044,248.477375,248.717375,else,I,sv,u-92-2
sw2983A-ms98-a-0044,248.717375,248.817375,go,B,+,u-94-1
sw2983A-ms98-a-0044,248.817375,249.017375,play,I,+,u-94-1
sw2983A-ms98-a-0044,249.017375,249.337375,golf,I,+,u-94-1
sw2983A-ms98-a-0044,249.337375,249.629500,yeah,B,%,u-94-2
sw2983A-ms98-a-0044,249.629500,251.875875,[laughter],O,,
sw2983A-ms98-a-0044,251.875875,252.147375,but,B,sv,u-94-3
sw2983A-ms98-a-0044,252.147375,252.909000,it's,I,sv,u-94-3
sw2983A-ms98-a-0044,252.909000,253.287375,it's,I,sv,u-94-3
sw2983A-ms98-a-0044,253.287375,253.587375,also,I,sv,u-94-3
sw2983A-ms98-a-0044,253.587375,254.157375,something,I,sv,u-94-3
sw2983A-ms98-a-0044,254.157375,254.697375,that,I,sv,u-94-3
sw2983A-ms98-a-0044,254.697375,255.037375,husband,I,sv,u-94-3
sw2983A-ms98-a-0044,255.037375,255.167375,and,I,sv,u-94-3
sw2983A-ms98-a-0044,255.167375,255.457375,wife,I,sv,u-94-3
sw2983A-ms98-a-0044,255.457375,255.597375,can,I,sv,u-94-3
sw2983A-ms98-a-0044,255.597375,256.257375,participate,I,sv,u-94-3
sw2983A-ms98-a-0044,256.257375,256.516625,in,I,sv,u-94-3
sw2983A-ms98-a-0045,257.766375,258.230625,or,B,sv,u-96-1
sw2983A-ms98-a-0045,258.230625,258.350625,you,I,sv,u-96-1
sw2983A-ms98-a-0045,258.350625,258.500625,can,I,sv,u-96-1
sw2983A-ms98-a-0045,258.500625,258.700625,both,I,sv,u-96-1
sw2983A-ms98-a-0045,258.700625,258.970625,enjoy,I,sv,u-96-1
sw2983A-ms98-a-0045,258.970625,259.060625,the,I,sv,u-96-1
sw2983A-ms98-a-0045,259.060625,259.390625,same,I,sv,u-96-1
sw2983A-ms98-a-0045,259.390625,259.820625,sport,I,sv,u-96-1
sw2983A-ms98-a-0045,259.820625,259.950625,and,I,sv,u-96-1
sw2983A-ms98-a-0045,259.950625,260.700625,participate,I,sv,u-96-1
sw2983A-ms98-a-0045,260.700625,260.810625,in,I,sv,u-96-1
sw2983A-ms98-a-0045,260.810625,261.262875,separate,I,sv,u-96-1
sw2983A-ms98-a-0045,261.262875,261.867500,circles,I,sv,u-96-1
sw2983A-ms98-a-0046,262.575500,262.652000,you,B,sv,u-98-1
sw2983A-ms98-a-0046,262.652000,262.772000,know,I,sv,u-98-1
sw2983A-ms98-a-0046,262.772000,262.942000,you,I,sv,u-98-1
sw2983A-ms98-a-0046,262.942000,263.082000,can,I,sv,u-98-1
sw2983A-ms98-a-0046,263.082000,263.192000,go,I,sv,u-98-1
sw2983A-ms98-a-0046,263.192000,263.262000,to,I,sv,u-98-1
sw2983A-ms98-a-0046,263.262000,263.322000,the,I,sv,u-98-1
sw2983A-ms98-a-0046,263.322000,263.582000,country,I,sv,u-98-1
sw2983A-ms98-a-0046,263.582000,263.792000,club,I,sv,u-98-1
sw2983A-ms98-a-0046,263.792000,264.242000,together,I,sv,u-98-1
sw2983A-ms98-a-0046,264.242000,264.382000,you,B,sv,u-98-2
sw2983A-ms98-a-0046,264.382000,264.532000,can,I,sv,u-98-2
sw2983A-ms98-a-0046,264.532000,264.712000,play,I,sv,u-98-2
sw2983A-ms98-a-0046,264.712000,264.882000,with,I,sv,u-98-2
sw2983A-ms98-a-0046,264.882000,265.062000,your,I,sv,u-98-2
sw2983A-ms98-a-0046,265.062000,265.532000,friends,I,sv,u-98-2
sw2983A-ms98-a-0046,265.532000,265.682000,he,B,sv,u-98-3
sw2983A-ms98-a-0046,265.682000,265.842000,can,I,sv,u-98-3
sw2983A-ms98-a-0046,265.842000,266.002000,play,I,sv,u-98-3
sw2983A-ms98-a-0046,266.002000,266.122000,with,I,sv,u-98-3
sw2983A-ms98-a-0046,266.122000,266.342000,his,I,sv,u-98-3
sw2983A-ms98-a-0046,266.342000,266.672000,friends,I,sv,u-98-3
sw2983A-ms98-a-0046,266.672000,266.792000,but,B,sv,u-98-4
sw2983A-ms98-a-0046,266.792000,266.932000,you've,I,sv,u-98-4
sw2983A-ms98-a-0046,266.932000,267.192000,both,I,sv,u-98-4
sw2983A-ms98-a-0046,267.192000,267.312000,been,I,sv,u-98-4
sw2983A-ms98-a-0046,267.312000,267.482000,out,I,sv,u-98-4
sw2983A-ms98-a-0046,267.482000,267.582000,and,I,sv,u-98-4
sw2983A-ms98-a-0046,267.582000,268.922000,exercised,I,sv,u-98-4
sw2983A-ms98-a-0046,268.922000,269.112000,and,B,sv,u-98-5
sw2983A-ms98-a-0046,269.112000,269.252000,you,I,sv,u-98-5
sw2983A-ms98-a-0046,269.252000,269.710125,have,I,sv,u-98-5
sw2983A-ms98-a-0046,269.710125,270.242000,enjoyed,I,sv,u-98-5
sw2983A-ms98-a-0046,270.242000,270.302000,the,I,sv,u-98-5
sw2983A-ms98-a-0046,270.302000,270.635500,day,I,sv,u-98-5
sw2983A-ms98-a-0048,273.741125,274.572500,[laughter],O,,
sw2983A-ms98-a-0049,275.117250,275.278500,you,B,ba,u-100-1
sw2983A-ms98-a-0049,275.278500,275.628500,bet,I,ba,u-100-1
sw2983A-ms98-a-0049,275.628500,275.808500,[laughter-you],O,,
sw2983A-ms98-a-0049,275.808500,275.938500,[laughter-get],O,,
sw2983A-ms98-a-0049,275.938500,275.998500,a,B,sv,u-100-2
sw2983A-ms98-a-0049,275.998500,276.298500,lot,I,sv,u-100-2
sw2983A-ms98-a-0049,276.298500,276.378500,of,I,sv,u-100-2
sw2983A-ms98-a-0049,276.378500,276.958500,exercise,I,sv,u-100-2
sw2983A-ms98-a-0049,276.958500,277.158500,that,I,sv,u-100-2
sw2983A-ms98-a-0049,277.158500,277.321375,way,I,sv,u-100-2
sw2983A-ms98-a-0050,278.886750,279.139875,um-hum,B,aa,u-102-1
sw2983A-ms98-a-0050,279.821625,279.921000,well,B,sv,u-102-2
sw2983A-ms98-a-0050,279.921000,280.001000,i'll,I,sv,u-102-2
sw2983A-ms98-a-0050,280.001000,280.161000,tell,I,sv,u-102-2
sw2983A-ms98-a-0050,280.161000,280.291000,you,I,sv,u-102-2
sw2983A-ms98-a-0050,280.291000,280.571000,what,I,sv,u-102-2
sw2983A-ms98-a-0050,280.571000,280.778000,if,I,sv,u-102-2
sw2983A-ms98-a-0051,281.361750,281.561750,if,B,+,u-104-1
sw2983A-ms98-a-0051,281.561750,281.701750,they're,I,+,u-104-1
sw2983A-ms98-a-0051,281.701750,281.971750,not,I,+,u-104-1
sw2983A-ms98-a-0051,281.971750,282.131750,real,I,+,u-104-1
sw2983A-ms98-a-0051,282.131750,282.331750,good,I,+,u-104-1
sw2983A-ms98-a-0051,282.331750,282.721750,golfers,I,+,u-104-1
sw2983A-ms98-a-0051,282.721750,283.201750,sometimes,I,+,u-104-1
sw2983A-ms98-a-0051,283.201750,283.321750,it,I,+,u-104-1
sw2983A-ms98-a-0051,283.321750,283.541750,is,I,+,u-104-1
sw2983A-ms98-a-0051,283.541750,283.781750,not,I,+,u-104-1
sw2983A-ms98-a-0051,283.781750,284.151750,fun,I,+,u-104-1
sw2983A-ms98-a-0051,284.151750,284.301750,to,I,+,u-104-1
sw2983A-ms98-a-0051,284.301750,284.511750,ride,I,+,u-104-1
sw2983A-ms98-a-0051,284.511750,284.841750,around,I,+,u-104-1
sw2983A-ms98-a-0051,284.841750,285.011750,and,I,+,u-104-1
sw2983A-ms98-a-0051,285.011750,285.361750,listen,I,+,u-104-1
sw2983A-ms98-a-0051,285.361750,285.541750,to,I,+,u-104-1
sw2983A-ms98-a-0051,285.541750,285.864875,their,I,+,u-104-1
sw2983A-ms98-a-0051,285.864875,286.831750,exclamations,I,+,u-104-1
sw2983A-ms98-a-0051,286.831750,287.031750,all,I,+,u-104-1
sw2983A-ms98-a-0051,287.031750,287.241750,day,I,+,u-104-1
sw2983A-ms98-a-0051,287.241750,287.580250,long,I,+,u-104-1
sw2983A-ms98-a-0053,290.165875,290.453250,um-hum,B,b,u-106-1
sw2983A-ms98-a-0054,291.045750,291.369125,oh,B,sd,u-108-1
sw2983A-ms98-a-0054,291.369125,291.669125,mine,I,sd,u-108-1
sw2983A-ms98-a-0054,291.669125,291.809125,had,I,sd,u-108-1
sw2983A-ms98-a-0054,291.809125,291.859125,a,I,sd,u-108-1
sw2983A-ms98-a-0054,291.859125,292.129125,very,I,sd,u-108-1
sw2983A-ms98-a-0054,292.129125,292.619125,short,I,sd,u-108-1
sw2983A-ms98-a-0054,292.619125,292.949125,fuse,I,sd,u-108-1
sw2983A-ms98-a-0054,292.949125,293.039125,if,B,sd,u-108-2
sw2983A-ms98-a-0054,293.039125,293.159125,he,I,sd,u-108-2
sw2983A-ms98-a-0054,293.159125,293.359125,did,I,sd,u-108-2
sw2983A-ms98-a-0054,293.359125,293.739125,something,I,sd,u-108-2
sw2983A-ms98-a-0054,293.739125,293.999125,bad,I,sd,u-108-2
sw2983A-ms98-a-0054,293.999125,294.209125,he's,I,sd,u-108-2
sw2983A-ms98-a-0054,294.209125,294.439125,liable,I,sd,u-108-2
sw2983A-ms98-a-0054,294.439125,294.509125,to,I,sd,u-108-2
sw2983A-ms98-a-0054,294.509125,294.679125,take,I,sd,u-108-2
sw2983A-ms98-a-0054,294.679125,294.839125,that,I,sd,u-108-2
sw2983A-ms98-a-0054,294.839125,295.119125,club,I,sd,u-108-2
sw2983A-ms98-a-0054,295.119125,295.239125,and,I,sd,u-108-2
sw2983A-ms98-a-0054,295.239125,295.469125,throw,I,sd,u-108-2
sw2983A-ms98-a-0054,295.469125,295.569125,it,I,sd,u-108-2
sw2983A-ms98-a-0054,295.569125,295.689125,as,I,sd,u-108-2
sw2983A-ms98-a-0054,295.689125,295.899125,far,I,sd,u-108-2
sw2983A-ms98-a-0054,295.899125,295.989125,as,I,sd,u-108-2
sw2983A-ms98-a-0054,295.989125,296.089125,he,I,sd,u-108-2
sw2983A-ms98-a-0054,296.089125,296.199125,can,I,sd,u-108-2
sw2983A-ms98-a-0054,296.199125,296.459125,throw,I,sd,u-108-2
sw2983A-ms98-a-0054,296.459125,296.679875,it,I,sd,u-108-2
sw2983A-ms98-a-0054,297.293750,297.539125,he's,B,sd,u-110-1
sw2983A-ms98-a-0054,297.539125,298.019125,replaced,I,sd,u-110-1
sw2983A-ms98-a-0054,298.019125,298.449125,almost,I,sd,u-110-1
sw2983A-ms98-a-0054,298.449125,298.559125,as,I,sd,u-110-1
sw2983A-ms98-a-0054,298.559125,298.739125,many,I,sd,u-110-1
sw2983A-ms98-a-0054,298.739125,299.219125,clubs,I,sd,u-110-1
sw2983A-ms98-a-0054,299.219125,299.339125,as,I,sd,u-110-1
sw2983A-ms98-a-0054,299.339125,299.479125,he,I,sd,u-110-1
sw2983A-ms98-a-0054,299.479125,300.033250,has,I,sd,u-110-1
sw2983A-ms98-a-0054,300.266750,300.769125,balls,I,sd,u-110-1
sw2983A-ms98-a-0054,300.769125,300.829125,i,B,sd,u-110-2
sw2983A-ms98-a-0054,300.829125,301.039125,mean,I,sd,u-110-2
sw2983A-ms98-a-0054,301.039125,301.229125,just,I,sd,u-110-2
sw2983A-ms98-a-0054,301.229125,301.369125,get,I,sd,u-110-2
sw2983A-ms98-a-0054,301.369125,301.509125,so,I,sd,u-110-2
sw2983A-ms98-a-0054,301.509125,301.779125,mad,I,sd,u-110-2
sw2983A-ms98-a-0054,301.779125,301.889125,he'd,I,sd,u-110-2
sw2983A-ms98-a-0054,301.889125,302.179125,just,I,sd,u-110-2
sw2983A-ms98-a-0054,302.179125,302.409125,wham,I,sd,u-110-2
sw2983A-ms98-a-0054,302.409125,302.589125,that,I,sd,u-110-2
sw2983A-ms98-a-0054,302.589125,302.869125,club,I,sd,u-110-2
sw2983A-ms98-a-0054,302.869125,302.989125,up,I,sd,u-110-2
sw2983A-ms98-a-0054,302.989125,303.289125,against,I,sd,u-110-2
sw2983A-ms98-a-0054,303.289125,303.319125,a,I,sd,u-110-2
sw2983A-ms98-a-0054,303.319125,303.539125,tree,I,sd,u-110-2
sw2983A-ms98-a-0054,303.539125,303.699125,and,I,sd,u-110-2
sw2983A-ms98-a-0054,303.699125,303.929125,break,I,sd,u-110-2
sw2983A-ms98-a-0054,303.929125,304.099125,that,I,sd,u-110-2
sw2983A-ms98-a-0054,304.099125,304.586125,rascal,I,sd,u-110-2
sw2983A-ms98-a-0056,310.829875,311.166750,uh-huh,B,b,u-112-1
sw2983A-ms98-a-0057,312.390250,312.660750,uh-huh,B,b,u-114-1
sw2983A-ms98-a-0058,313.068125,313.321750,uh-huh,B,b^r,u-114-2
sw2983A-ms98-a-0060,315.088375,315.465750,uh-huh,B,b,u-116-1
sw2983A-ms98-a-0062,322.014250,322.367250,uh-huh,B,b,u-118-1
sw2983A-ms98-a-0062,322.367250,322.597375,well,B,^q,u-118-2
sw2983A-ms98-a-0062,322.597375,322.657375,i,I,^q,u-118-2
sw2983A-ms98-a-0062,322.657375,322.957375,shot,I,^q,u-118-2
