sw4642B-ms98-a-0003,4.812250,6.083375,[laughter],O,,
sw4642B-ms98-a-0033,201.453750,201.583750,know,I,sd,u-36-1
sw4642B-ms98-a-0033,201.583750,201.743750,what,I,sd,u-36-1
sw4642B-ms98-a-0033,201.743750,201.973750,one,I,sd,u-36-1
sw4642B-ms98-a-0033,201.973750,202.634250,was,I,sd,u-36-1
sw4642B-ms98-a-0033,202.793750,203.053750,and,B,sd,u-36-2
sw4642B-ms98-a-0033,203.053750,203.333750,um,I,sd,u-36-2
sw4642B-ms98-a-0033,203.763750,203.893750,he,I,sd,u-36-2
sw4642B-ms98-a-0033,203.893750,204.113750,showed,I,sd,u-36-2
sw4642B-ms98-a-0033,204.113750,204.263750,it,I,sd,u-36-2
sw4642B-ms98-a-0033,204.263750,204.413750,to,I,sd,u-36-2
sw4642B-ms98-a-0033,204.413750,204.673750,me,I,sd,u-36-2
sw4642B-ms98-a-0033,204.673750,204.783750,and,B,sd,u-36-3
sw4642B-ms98-a-0033,204.783750,204.903750,it,I,sd,u-36-3
sw4642B-ms98-a-0033,204.903750,205.072750,was,I,sd,u-36-3
sw4642B-ms98-a-0033,205.208375,205.787750,old,I,sd,u-36-3
sw4642B-ms98-a-0033,205.923375,206.783750,rusty,I,sd,u-36-3
sw4642B-ms98-a-0034,207.528625,207.864750,just,I,sd,u-36-3
sw4642B-ms98-a-0034,207.864750,208.320250,awful,I,sd,u-36-3
sw4642B-ms98-a-0034,208.798625,208.916125,it,B,sd,u-36-4
sw4642B-ms98-a-0034,208.916125,209.066125,was,I,sd,u-36-4
sw4642B-ms98-a-0034,209.066125,209.236125,no,I,sd,u-36-4
sw4642B-ms98-a-0034,209.236125,209.446125,more,I,sd,u-36-4
sw4642B-ms98-a-0034,209.446125,210.016125,new,I,sd,u-36-4
sw4642B-ms98-a-0034,210.556125,210.836125,than,I,sd,u-36-4
sw4642B-ms98-a-0034,210.836125,211.317625,nothing,I,sd,u-36-4
sw4642B-ms98-a-0036,213.668625,214.188625,oh,O,,
sw4642B-ms98-a-0036,214.188625,214.438625,more,B,aa,u-38-1
sw4642B-ms98-a-0036,214.438625,214.568625,than,I,aa,u-38-1
sw4642B-ms98-a-0036,214.568625,215.028625,likely,I,aa,u-38-1
sw4642B-ms98-a-0038,221.355375,221.483250,that,B,aa,u-40-1
sw4642B-ms98-a-0038,221.483250,221.633250,was,I,aa,u-40-1
sw4642B-ms98-a-0038,221.633250,221.923250,it,I,aa,u-40-1
sw4642B-ms98-a-0038,221.923250,222.476500,probably,I,aa,u-40-1
sw4642B-ms98-a-0038,223.003875,223.123250,it,B,%,u-40-2
sw4642B-ms98-a-0038,223.123250,223.313250,was,I,%,u-40-2
sw4642B-ms98-a-0038,223.313250,223.703250,ver[y]-,O,,
sw4642B-ms98-a-0038,223.703250,223.813250,i,B,sd,u-40-3
sw4642B-ms98-a-0038,223.813250,223.993250,was,I,sd,u-40-3
sw4642B-ms98-a-0038,223.993250,224.223250,so,I,sd,u-40-3
sw4642B-ms98-a-0038,224.223250,224.803250,irritated,I,sd,u-40-3
sw4642B-ms98-a-0038,225.153250,225.303250,and,B,sd,u-40-4
sw4642B-ms98-a-0038,225.303250,225.543250,that's,I,sd,u-40-4
sw4642B-ms98-a-0038,225.543250,225.873250,happened,I,sd,u-40-4
sw4642B-ms98-a-0038,225.873250,225.933250,to,I,sd,u-40-4
sw4642B-ms98-a-0038,225.933250,226.382125,me,I,sd,u-40-4
sw4642B-ms98-a-0038,226.633250,226.903250,more,I,sd,u-40-4
sw4642B-ms98-a-0038,226.903250,227.183250,than,I,sd,u-40-4
sw4642B-ms98-a-0038,227.463250,227.703250,once,I,sd,u-40-4
sw4642B-ms98-a-0038,227.703250,227.763250,or,I,sd,u-40-4
sw4642B-ms98-a-0038,227.763250,228.313250,twice,I,sd,u-40-4
sw4642B-ms98-a-0038,228.313250,228.483250,jus[t]-,I,sd,u-40-4
sw4642B-ms98-a-0038,228.483250,228.723250,jus[t]-,I,sd,u-40-4
sw4642B-ms98-a-0038,229.133250,229.313250,just,I,sd,u-40-4
sw4642B-ms98-a-0038,229.313250,229.483250,about,I,sd,u-40-4
sw4642B-ms98-a-0038,229.483250,229.673250,every,I,sd,u-40-4
sw4642B-ms98-a-0038,229.673250,229.953250,time,I,sd,u-40-4
sw4642B-ms98-a-0038,229.953250,230.083250,i've,I,sd,u-40-4
sw4642B-ms98-a-0038,230.083250,230.263250,went,I,sd,u-40-4
sw4642B-ms98-a-0038,230.263250,230.393250,in,I,sd,u-40-4
sw4642B-ms98-a-0038,230.393250,230.893375,somewhere,I,sd,u-40-4
sw4642B-ms98-a-0040,234.374750,234.571875,and,B,sv,u-42-1
sw4642B-ms98-a-0040,234.571875,234.841875,and,I,sv,u-42-1
sw4642B-ms98-a-0040,234.841875,235.001875,you,I,sv,u-42-1
sw4642B-ms98-a-0040,235.001875,235.156500,ju[st]-,I,sv,u-42-1
sw4642B-ms98-a-0040,235.156500,235.295875,i,I,sv,u-42-1
sw4642B-ms98-a-0040,235.295875,235.471875,can't,I,sv,u-42-1
sw4642B-ms98-a-0040,235.471875,235.661875,hardly,I,sv,u-42-1
sw4642B-ms98-a-0040,235.661875,236.031875,find,I,sv,u-42-1
sw4642B-ms98-a-0040,236.031875,236.281875,one,I,sv,u-42-1
sw4642B-ms98-a-0040,236.821875,236.951875,you,I,sv,u-42-1
sw4642B-ms98-a-0040,236.951875,237.328375,know,I,sv,u-42-1
sw4642B-ms98-a-0041,238.103625,238.215875,the,B,sd,u-44-1
sw4642B-ms98-a-0041,238.215875,238.413625,guy,I,sd,u-44-1
sw4642B-ms98-a-0041,238.413625,238.613625,that's,I,sd,u-44-1
sw4642B-ms98-a-0041,238.613625,238.783625,doing,I,sd,u-44-1
sw4642B-ms98-a-0041,238.783625,239.023625,most,I,sd,u-44-1
sw4642B-ms98-a-0041,239.023625,239.083625,of,I,sd,u-44-1
sw4642B-ms98-a-0041,239.083625,239.315500,my,I,sd,u-44-1
sw4642B-ms98-a-0041,239.398250,239.583625,my,I,sd,u-44-1
sw4642B-ms98-a-0041,239.583625,239.883625,car,I,sd,u-44-1
sw4642B-ms98-a-0041,239.883625,240.240125,now,I,sd,u-44-1
sw4642B-ms98-a-0041,240.473625,240.923625,um,I,sd,u-44-1
sw4642B-ms98-a-0041,240.923625,241.163625,goes,I,sd,u-44-1
sw4642B-ms98-a-0041,241.163625,241.233625,to,I,sd,u-44-1
sw4642B-ms98-a-0041,241.233625,241.363625,my,I,sd,u-44-1
sw4642B-ms98-a-0041,241.363625,241.743625,church,I,sd,u-44-1
sw4642B-ms98-a-0041,241.743625,241.843625,and,B,sd,u-44-2
sw4642B-ms98-a-0041,241.843625,242.033625,that's,I,sd,u-44-2
sw4642B-ms98-a-0041,242.033625,242.103625,the,I,sd,u-44-2
sw4642B-ms98-a-0041,242.103625,242.273625,only,I,sd,u-44-2
sw4642B-ms98-a-0041,242.273625,242.773625,reason,I,sd,u-44-2
sw4642B-ms98-a-0041,243.463625,243.593625,you,I,sd,u-44-2
sw4642B-ms98-a-0041,243.593625,243.939625,know,I,sd,u-44-2
sw4642B-ms98-a-0041,244.915125,245.003625,i,I,sd,u-44-2
sw4642B-ms98-a-0041,245.003625,245.173625,go,I,sd,u-44-2
sw4642B-ms98-a-0041,245.173625,245.263625,to,I,sd,u-44-2
sw4642B-ms98-a-0041,245.263625,245.604375,him,I,sd,u-44-2
sw4642B-ms98-a-0042,246.382500,246.525875,because_1,O,,
sw4642B-ms98-a-0042,246.525875,246.625875,i,B,+,u-46-1
sw4642B-ms98-a-0042,246.625875,246.905875,know,I,+,u-46-1
sw4642B-ms98-a-0042,246.905875,247.205875,him,I,+,u-46-1
sw4642B-ms98-a-0042,247.205875,247.315875,and,B,sd,u-46-2
sw4642B-ms98-a-0042,247.315875,247.385875,i,I,sd,u-46-2
sw4642B-ms98-a-0042,247.385875,247.665875,know,I,sd,u-46-2
sw4642B-ms98-a-0042,247.665875,247.775875,he,I,sd,u-46-2
sw4642B-ms98-a-0042,247.775875,247.905875,will,I,sd,u-46-2
sw4642B-ms98-a-0042,247.905875,248.065875,tell,I,sd,u-46-2
sw4642B-ms98-a-0042,248.065875,248.145875,me,I,sd,u-46-2
sw4642B-ms98-a-0042,248.145875,248.225875,the,I,sd,u-46-2
sw4642B-ms98-a-0042,248.225875,248.738625,truth,I,sd,u-46-2
sw4642B-ms98-a-0042,248.964625,249.075875,because_1,O,,
sw4642B-ms98-a-0042,249.075875,249.175875,he,B,sd,u-46-3
sw4642B-ms98-a-0042,249.175875,249.335875,doesn't,I,sd,u-46-3
sw4642B-ms98-a-0042,249.335875,249.555875,even,I,sd,u-46-3
sw4642B-ms98-a-0042,249.555875,249.915875,charge,I,sd,u-46-3
sw4642B-ms98-a-0042,249.915875,250.075875,me,I,sd,u-46-3
sw4642B-ms98-a-0042,250.075875,250.258875,for,I,sd,u-46-3
sw4642B-ms98-a-0042,250.417000,250.805875,for,I,sd,u-46-3
sw4642B-ms98-a-0042,250.805875,251.185875,doing,I,sd,u-46-3
sw4642B-ms98-a-0042,251.185875,251.355875,it,I,sd,u-46-3
sw4642B-ms98-a-0042,251.355875,251.565875,so,B,sd,u-46-4
sw4642B-ms98-a-0042,251.565875,251.755875,he's,I,sd,u-46-4
sw4642B-ms98-a-0042,251.755875,252.015875,not,I,sd,u-46-4
sw4642B-ms98-a-0042,252.015875,252.335875,gonna,I,sd,u-46-4
sw4642B-ms98-a-0042,252.975875,253.095875,you,I,sd,u-46-4
sw4642B-ms98-a-0042,253.095875,253.475875,know,I,sd,u-46-4
sw4642B-ms98-a-0043,254.505125,254.815125,take,I,sd,u-46-4
sw4642B-ms98-a-0043,254.815125,255.030125,me,I,sd,u-46-4
sw4642B-ms98-a-0043,255.915250,256.135125,yeah,O,,
sw4642B-ms98-a-0043,256.135125,256.205125,i,B,sd,u-48-1
sw4642B-ms98-a-0043,256.205125,256.405125,just,I,sd,u-48-1
sw4642B-ms98-a-0043,256.405125,256.615125,pay,I,sd,u-48-1
sw4642B-ms98-a-0043,256.615125,256.695125,for,I,sd,u-48-1
sw4642B-ms98-a-0043,256.695125,256.755125,the,I,sd,u-48-1
sw4642B-ms98-a-0043,256.755125,257.185125,parts,I,sd,u-48-1
sw4642B-ms98-a-0043,257.185125,257.455125,and,B,sd,u-48-2
sw4642B-ms98-a-0043,257.695125,257.845125,he,I,sd,u-48-2
sw4642B-ms98-a-0043,257.845125,258.095125,does,I,sd,u-48-2
sw4642B-ms98-a-0043,258.095125,258.225125,it,I,sd,u-48-2
sw4642B-ms98-a-0043,258.295125,258.615125,so,I,sd,u-48-2
sw4642B-ms98-a-0044,260.039750,261.404875,[laughter-yeah],O,,
sw4642B-ms98-a-0044,261.404875,261.743500,yeah,B,aa,u-52-1
sw4642B-ms98-a-0044,261.743500,261.803500,i,B,aa,u-52-2
sw4642B-ms98-a-0044,261.803500,262.303500,am,I,aa,u-52-2
sw4642B-ms98-a-0044,262.593500,263.053500,so,B,h,u-52-3
sw4642B-ms98-a-0045,264.155125,264.243250,i,I,h,u-52-3
sw4642B-ms98-a-0045,264.243250,264.523250,don't,I,h,u-52-3
sw4642B-ms98-a-0045,264.523250,264.962750,know,I,h,u-52-3
sw4642B-ms98-a-0045,265.486375,265.593250,i,B,sv,u-52-4
sw4642B-ms98-a-0045,265.593250,265.713250,don't,I,sv,u-52-4
sw4642B-ms98-a-0045,265.713250,265.803250,know,I,sv,u-52-4
sw4642B-ms98-a-0045,265.803250,266.023250,what,I,sv,u-52-4
sw4642B-ms98-a-0045,266.023250,266.103250,the,I,sv,u-52-4
sw4642B-ms98-a-0045,266.103250,266.563250,solution,I,sv,u-52-4
sw4642B-ms98-a-0045,266.563250,266.653250,to,I,sv,u-52-4
sw4642B-ms98-a-0045,266.653250,266.883250,that,I,sv,u-52-4
sw4642B-ms98-a-0045,266.883250,267.258250,is,I,sv,u-52-4
sw4642B-ms98-a-0045,267.533250,267.723250,because_1,I,sv,u-52-4
sw4642B-ms98-a-0045,267.723250,267.793250,the,I,sv,u-52-4
sw4642B-ms98-a-0045,267.793250,268.183250,place,I,sv,u-52-4
sw4642B-ms98-a-0045,268.183250,268.273250,where,I,sv,u-52-4
sw4642B-ms98-a-0045,268.273250,268.433250,you,I,sv,u-52-4
sw4642B-ms98-a-0045,268.433250,268.673250,buy,I,sv,u-52-4
sw4642B-ms98-a-0045,268.673250,268.853250,your,I,sv,u-52-4
sw4642B-ms98-a-0045,268.853250,269.330625,car,I,sv,u-52-4
sw4642B-ms98-a-0045,269.748625,269.873250,they're,I,sv,u-52-4
sw4642B-ms98-a-0045,269.873250,270.233250,usually,I,sv,u-52-4
sw4642B-ms98-a-0045,270.233250,270.353250,the,I,sv,u-52-4
sw4642B-ms98-a-0045,270.353250,271.763250,worst,I,sv,u-52-4
sw4642B-ms98-a-0045,271.763250,271.973250,one,I,sv,u-52-4
sw4642B-ms98-a-0045,271.973250,272.083250,of,I,sv,u-52-4
sw4642B-ms98-a-0045,272.083250,272.513125,all,I,sv,u-52-4
sw4642B-ms98-a-0046,273.043750,273.176875,we,B,sd,u-52-5
sw4642B-ms98-a-0046,273.176875,273.414625,took,I,sd,u-52-5
sw4642B-ms98-a-0046,273.414625,273.574625,our,I,sd,u-52-5
sw4642B-ms98-a-0046,273.574625,273.954625,Honda,I,sd,u-52-5
sw4642B-ms98-a-0046,273.954625,274.104625,to,I,sd,u-52-5
sw4642B-ms98-a-0046,274.104625,274.214625,the,I,sd,u-52-5
sw4642B-ms98-a-0046,274.214625,274.484625,Honda,I,sd,u-52-5
sw4642B-ms98-a-0046,274.484625,275.112500,dealership,I,sd,u-52-5
sw4642B-ms98-a-0046,275.581375,276.054625,and,B,sd,u-52-6
sw4642B-ms98-a-0046,276.054625,276.204625,they,I,sd,u-52-6
sw4642B-ms98-a-0046,276.204625,276.474625,ended,I,sd,u-52-6
sw4642B-ms98-a-0046,276.474625,276.574625,up,I,sd,u-52-6
sw4642B-ms98-a-0046,276.574625,276.854625,telling,I,sd,u-52-6
sw4642B-ms98-a-0046,276.854625,277.054625,us,I,sd,u-52-6
sw4642B-ms98-a-0046,277.054625,277.174625,we,I,sd,u-52-6
sw4642B-ms98-a-0046,277.174625,277.454625,needed,I,sd,u-52-6
sw4642B-ms98-a-0046,277.454625,277.554625,a,I,sd,u-52-6
sw4642B-ms98-a-0046,277.554625,278.084625,brand,I,sd,u-52-6
sw4642B-ms98-a-0046,278.084625,278.254625,new,I,sd,u-52-6
sw4642B-ms98-a-0046,278.254625,278.654625,engine,I,sd,u-52-6
sw4642B-ms98-a-0046,278.654625,278.794625,for,I,sd,u-52-6
sw4642B-ms98-a-0046,278.794625,278.944625,our,I,sd,u-52-6
sw4642B-ms98-a-0046,278.944625,279.455750,car,I,sd,u-52-6
sw4642B-ms98-a-0047,280.905375,281.341500,yeah,B,ny,u-54-1
sw4642B-ms98-a-0047,281.597625,281.745125,and,B,sd^e,u-54-2
sw4642B-ms98-a-0047,281.745125,281.985125,so,I,sd^e,u-54-2
sw4642B-ms98-a-0047,281.985125,282.585125,idiots,I,sd^e,u-54-2
sw4642B-ms98-a-0047,282.585125,282.785125,as,I,sd^e,u-54-2
sw4642B-ms98-a-0047,282.785125,282.905125,we,I,sd^e,u-54-2
sw4642B-ms98-a-0047,282.905125,283.448625,were,I,sd^e,u-54-2
sw4642B-ms98-a-0047,283.855375,284.085125,neither,I,sd^e,u-54-2
sw4642B-ms98-a-0047,284.085125,284.275125,one,I,sd^e,u-54-2
sw4642B-ms98-a-0047,284.275125,284.395125,of,I,sd^e,u-54-2
sw4642B-ms98-a-0047,284.395125,284.535125,us,I,sd^e,u-54-2
sw4642B-ms98-a-0047,284.535125,284.665125,knew,I,sd^e,u-54-2
sw4642B-ms98-a-0047,284.665125,284.915125,much,I,sd^e,u-54-2
sw4642B-ms98-a-0047,284.915125,285.075125,about,I,sd^e,u-54-2
sw4642B-ms98-a-0047,285.075125,285.405125,cars,I,sd^e,u-54-2
sw4642B-ms98-a-0047,285.405125,285.720375,we,B,sd,u-54-3
sw4642B-ms98-a-0047,285.901125,286.025125,you,I,sd,u-54-3
sw4642B-ms98-a-0047,286.025125,286.215125,know,I,sd,u-54-3
sw4642B-ms98-a-0047,286.215125,286.345125,they,I,sd,u-54-3
sw4642B-ms98-a-0047,286.345125,286.525125,told,I,sd,u-54-3
sw4642B-ms98-a-0047,286.525125,286.625125,us,I,sd,u-54-3
sw4642B-ms98-a-0047,286.625125,286.755125,we,I,sd,u-54-3
sw4642B-ms98-a-0047,286.755125,286.925125,just,I,sd,u-54-3
sw4642B-ms98-a-0047,286.925125,287.135125,had,I,sd,u-54-3
sw4642B-ms98-a-0047,287.135125,287.195125,to,I,sd,u-54-3
sw4642B-ms98-a-0047,287.195125,287.435125,have,I,sd,u-54-3
sw4642B-ms98-a-0047,287.435125,287.715125,one,I,sd,u-54-3
sw4642B-ms98-a-0047,288.225125,288.345125,and,B,sd,u-54-4
sw4642B-ms98-a-0047,288.345125,288.450875,we,I,sd,u-54-4
sw4642B-ms98-a-0047,288.505500,288.745125,bought,I,sd,u-54-4
sw4642B-ms98-a-0047,288.745125,289.112375,one,I,sd,u-54-4
sw4642B-ms98-a-0048,289.574875,289.694250,we,B,sd,u-54-5
sw4642B-ms98-a-0048,289.694250,289.864250,didn't,I,sd,u-54-5
sw4642B-ms98-a-0048,289.864250,289.954250,no,I,sd,u-54-5
sw4642B-ms98-a-0048,289.954250,290.164250,more,I,sd,u-54-5
sw4642B-ms98-a-0048,290.164250,290.414250,need,I,sd,u-54-5
sw4642B-ms98-a-0048,290.414250,290.534250,no,I,sd,u-54-5
sw4642B-ms98-a-0048,290.534250,290.834250,new,I,sd,u-54-5
sw4642B-ms98-a-0048,290.834250,291.394875,engine,I,sd,u-54-5
sw4642B-ms98-a-0048,291.696125,291.874250,give,B,sd,u-54-6
sw4642B-ms98-a-0048,291.874250,292.048875,me,I,sd,u-54-6
sw4642B-ms98-a-0048,292.048875,292.176875,a,I,sd,u-54-6
sw4642B-ms98-a-0048,292.176875,292.628875,break,I,sd,u-54-6
sw4642B-ms98-a-0048,293.111500,293.851750,[laughter-you],O,,
sw4642B-ms98-a-0048,293.851750,294.541000,[laughter-know],O,,
sw4642B-ms98-a-0048,294.541000,294.874250,so,B,sd,u-56-1
sw4642B-ms98-a-0048,294.874250,295.034250,it,I,sd,u-56-1
sw4642B-ms98-a-0048,295.034250,295.304250,was,I,sd,u-56-1
sw4642B-ms98-a-0048,295.864250,296.034250,it,I,sd,u-56-1
sw4642B-ms98-a-0048,296.034250,296.214250,was,I,sd,u-56-1
sw4642B-ms98-a-0048,296.214250,296.494250,not,I,sd,u-56-1
sw4642B-ms98-a-0048,296.494250,296.861625,good,I,sd,u-56-1
sw4642B-ms98-a-0049,297.914750,298.184750,and,B,%,u-56-2
sw4642B-ms98-a-0049,298.184750,298.457375,um,I,%,u-56-2
