sw2658A-ms98-a-0002,7.996125,8.326125,uh-huh,B,b,u-2-1
sw2658A-ms98-a-0032,147.520750,147.780750,bad,I,sd,u-40-2
sw2658A-ms98-a-0032,147.780750,147.860750,so,B,sd,u-40-3
sw2658A-ms98-a-0032,147.860750,147.950750,we,I,sd,u-40-3
sw2658A-ms98-a-0032,147.950750,148.260750,used,I,sd,u-40-3
sw2658A-ms98-a-0032,148.260750,148.340750,it,I,sd,u-40-3
sw2658A-ms98-a-0032,148.340750,148.390750,a,I,sd,u-40-3
sw2658A-ms98-a-0032,148.390750,148.670750,bit,I,sd,u-40-3
sw2658A-ms98-a-0032,148.670750,148.840750,but,B,sd,u-40-4
sw2658A-ms98-a-0032,148.840750,148.990750,we,I,sd,u-40-4
sw2658A-ms98-a-0032,148.990750,149.260750,tried,I,sd,u-40-4
sw2658A-ms98-a-0032,149.260750,149.350750,to,I,sd,u-40-4
sw2658A-ms98-a-0032,149.350750,149.660750,figure,I,sd,u-40-4
sw2658A-ms98-a-0032,149.660750,149.860750,out,I,sd,u-40-4
sw2658A-ms98-a-0032,149.860750,150.110750,whether,I,sd,u-40-4
sw2658A-ms98-a-0032,150.110750,150.220750,we,I,sd,u-40-4
sw2658A-ms98-a-0032,150.220750,150.410750,could,I,sd,u-40-4
sw2658A-ms98-a-0032,150.410750,150.670750,put,I,sd,u-40-4
sw2658A-ms98-a-0032,150.670750,150.920750,three,I,sd,u-40-4
sw2658A-ms98-a-0032,150.920750,151.100750,in,I,sd,u-40-4
sw2658A-ms98-a-0032,151.100750,151.210750,because_1,I,sd,u-40-4
sw2658A-ms98-a-0032,151.210750,151.320750,we,I,sd,u-40-4
sw2658A-ms98-a-0032,151.320750,151.610750,really,I,sd,u-40-4
sw2658A-ms98-a-0032,151.610750,151.840750,need,I,sd,u-40-4
sw2658A-ms98-a-0032,151.840750,151.930750,to,I,sd,u-40-4
sw2658A-ms98-a-0032,151.930750,152.010750,be,I,sd,u-40-4
sw2658A-ms98-a-0032,152.010750,152.160750,able,I,sd,u-40-4
sw2658A-ms98-a-0032,152.160750,152.220750,to,I,sd,u-40-4
sw2658A-ms98-a-0032,152.220750,152.340750,put,I,sd,u-40-4
sw2658A-ms98-a-0032,152.340750,152.400750,at,I,sd,u-40-4
sw2658A-ms98-a-0032,152.400750,152.670750,least,I,sd,u-40-4
sw2658A-ms98-a-0032,152.670750,152.920750,three,I,sd,u-40-4
sw2658A-ms98-a-0032,152.920750,153.110750,in,I,sd,u-40-4
sw2658A-ms98-a-0033,154.387875,154.885625,and,B,%,u-42-1
sw2658A-ms98-a-0035,157.390625,157.540625,well,B,nd,u-44-1
sw2658A-ms98-a-0035,157.540625,157.730625,it,I,nd,u-44-1
sw2658A-ms98-a-0035,157.730625,157.950625,has,I,nd,u-44-1
sw2658A-ms98-a-0035,157.950625,158.240625,them,I,nd,u-44-1
sw2658A-ms98-a-0035,158.240625,158.350625,but,B,sd,u-44-2
sw2658A-ms98-a-0035,158.350625,158.410625,the,I,sd,u-44-2
sw2658A-ms98-a-0035,158.410625,158.770625,problem,I,sd,u-44-2
sw2658A-ms98-a-0035,158.770625,158.910625,is,I,sd,u-44-2
sw2658A-ms98-a-0035,158.910625,159.000625,that,I,sd,u-44-2
sw2658A-ms98-a-0035,159.000625,159.100625,you,I,sd,u-44-2
sw2658A-ms98-a-0035,159.100625,159.400625,can't,I,sd,u-44-2
sw2658A-ms98-a-0035,159.490625,159.868000,put,I,sd,u-44-2
sw2658A-ms98-a-0035,160.154250,160.249375,the,I,sd,u-44-2
sw2658A-ms98-a-0035,160.249375,160.471625,type,I,sd,u-44-2
sw2658A-ms98-a-0035,160.471625,160.560625,of,I,sd,u-44-2
sw2658A-ms98-a-0035,160.560625,160.950625,card,I,sd,u-44-2
sw2658A-ms98-a-0035,160.950625,161.060625,that,I,sd,u-44-2
sw2658A-ms98-a-0035,161.060625,161.180625,we,I,sd,u-44-2
sw2658A-ms98-a-0035,161.180625,161.380625,need,I,sd,u-44-2
sw2658A-ms98-a-0035,161.380625,161.470625,to,I,sd,u-44-2
sw2658A-ms98-a-0035,161.470625,161.670625,put,I,sd,u-44-2
sw2658A-ms98-a-0035,161.670625,161.810625,in,I,sd,u-44-2
sw2658A-ms98-a-0035,161.810625,161.950625,it,I,sd,u-44-2
sw2658A-ms98-a-0035,161.950625,162.090625,in,I,sd,u-44-2
sw2658A-ms98-a-0035,162.090625,162.290625,it,I,sd,u-44-2
sw2658A-ms98-a-0036,163.248500,163.640500,and,B,+,u-46-1
sw2658A-ms98-a-0036,163.640500,163.852250,even,I,+,u-46-1
sw2658A-ms98-a-0036,163.852250,163.952250,though,I,+,u-46-1
sw2658A-ms98-a-0036,163.952250,164.077125,they,I,+,u-46-1
sw2658A-ms98-a-0036,164.077125,164.401125,told,I,+,u-46-1
sw2658A-ms98-a-0036,164.401125,164.482250,us,I,+,u-46-1
sw2658A-ms98-a-0036,164.482250,164.572250,in,I,+,u-46-1
sw2658A-ms98-a-0036,164.572250,164.962250,advance,I,+,u-46-1
sw2658A-ms98-a-0036,164.962250,165.092250,that,I,+,u-46-1
sw2658A-ms98-a-0036,165.092250,165.202250,you,I,+,u-46-1
sw2658A-ms98-a-0036,165.202250,165.679000,could,I,+,u-46-1
sw2658A-ms98-a-0036,166.379625,166.522250,they,B,sd,u-46-2
sw2658A-ms98-a-0036,166.522250,166.742250,told,I,sd,u-46-2
sw2658A-ms98-a-0036,166.742250,166.852250,us,I,sd,u-46-2
sw2658A-ms98-a-0036,166.852250,167.082250,there'd,I,sd,u-46-2
sw2658A-ms98-a-0036,167.082250,167.172250,be,I,sd,u-46-2
sw2658A-ms98-a-0036,167.172250,167.302250,no,I,sd,u-46-2
sw2658A-ms98-a-0036,167.302250,167.692250,problem,I,sd,u-46-2
sw2658A-ms98-a-0036,167.692250,167.952250,because_1,I,sd,u-46-2
sw2658A-ms98-a-0036,167.952250,168.012250,you,I,sd,u-46-2
sw2658A-ms98-a-0036,168.012250,168.072250,know,I,sd,u-46-2
sw2658A-ms98-a-0036,168.072250,168.142250,the,B,+,u-48-1
sw2658A-ms98-a-0036,168.142250,168.612250,salesman,I,+,u-48-1
sw2658A-ms98-a-0036,168.612250,168.772250,just,I,+,u-48-1
sw2658A-ms98-a-0036,168.772250,169.022250,doesn't,I,+,u-48-1
sw2658A-ms98-a-0036,169.022250,169.232250,really,I,+,u-48-1
sw2658A-ms98-a-0036,169.232250,169.542750,know,I,+,u-48-1
sw2658A-ms98-a-0038,173.241500,173.635375,right,B,aa,u-50-1
sw2658A-ms98-a-0038,173.786000,174.121500,that's,B,aa,u-50-2
sw2658A-ms98-a-0038,174.121500,174.541500,completely,I,aa,u-50-2
sw2658A-ms98-a-0038,174.541500,174.711500,it,I,aa,u-50-2
sw2658A-ms98-a-0038,174.711500,174.771500,the,B,sd,u-50-3
sw2658A-ms98-a-0038,174.771500,175.151500,salesman,I,sd,u-50-3
sw2658A-ms98-a-0038,175.151500,175.301500,didn't,I,sd,u-50-3
sw2658A-ms98-a-0038,175.301500,175.391500,know,I,sd,u-50-3
sw2658A-ms98-a-0038,175.391500,175.571500,so,B,sd,u-52-1
sw2658A-ms98-a-0038,175.571500,175.681500,we,I,sd,u-52-1
sw2658A-ms98-a-0038,175.681500,175.871500,went,I,sd,u-52-1
sw2658A-ms98-a-0038,175.871500,176.111500,back,I,sd,u-52-1
sw2658A-ms98-a-0038,176.111500,176.384625,in,I,sd,u-52-1
sw2658A-ms98-a-0038,176.919500,177.101500,and,B,sd,u-52-2
sw2658A-ms98-a-0038,177.101500,177.181500,we,I,sd,u-52-2
sw2658A-ms98-a-0038,177.181500,177.491500,struck,I,sd,u-52-2
sw2658A-ms98-a-0038,177.491500,177.571500,an,I,sd,u-52-2
sw2658A-ms98-a-0038,177.571500,177.861500,agreement,I,sd,u-52-2
sw2658A-ms98-a-0038,177.861500,178.001500,with,I,sd,u-52-2
sw2658A-ms98-a-0038,178.001500,178.061500,the,I,sd,u-52-2
sw2658A-ms98-a-0038,178.061500,178.491500,people,I,sd,u-52-2
sw2658A-ms98-a-0038,178.491500,178.691500,they'd,O,,
sw2658A-ms98-a-0038,178.691500,179.261250,change,B,sd,u-52-3
sw2658A-ms98-a-0039,179.988500,180.128500,the,I,sd,u-52-3
sw2658A-ms98-a-0039,180.128500,180.618500,casing,I,sd,u-52-3
sw2658A-ms98-a-0039,180.618500,180.728500,it,I,sd,u-52-3
sw2658A-ms98-a-0039,180.728500,181.018500,comes,I,sd,u-52-3
sw2658A-ms98-a-0039,181.018500,181.274125,in,I,sd,u-52-3
sw2658A-ms98-a-0039,181.801500,181.988500,so,I,sd,u-52-3
sw2658A-ms98-a-0039,181.988500,182.128500,that,I,sd,u-52-3
sw2658A-ms98-a-0039,182.128500,182.248500,we,I,sd,u-52-3
sw2658A-ms98-a-0039,182.248500,182.428500,could,I,sd,u-52-3
sw2658A-ms98-a-0039,182.428500,182.618500,put,I,sd,u-52-3
sw2658A-ms98-a-0039,182.618500,182.974250,in,I,sd,u-52-3
sw2658A-ms98-a-0039,183.460125,183.858500,extra,I,sd,u-52-3
sw2658A-ms98-a-0039,183.858500,184.288500,boards,I,sd,u-52-3
sw2658A-ms98-a-0040,184.709000,184.935125,okay,B,b,u-54-1
sw2658A-ms98-a-0040,185.203125,185.359000,so,B,sd,u-54-2
sw2658A-ms98-a-0040,185.359000,185.479000,they,I,sd,u-54-2
sw2658A-ms98-a-0040,185.479000,185.689000,did,I,sd,u-54-2
sw2658A-ms98-a-0040,185.689000,185.949000,that,I,sd,u-54-2
sw2658A-ms98-a-0040,186.319000,186.519000,and,B,sd(^q),u-54-3
sw2658A-ms98-a-0040,186.519000,186.689000,we,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,186.689000,186.849000,said,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,186.849000,186.919000,are,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,186.919000,187.029000,you,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,187.029000,187.379000,sure,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,187.379000,187.499000,that,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,187.499000,187.659000,this,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,187.659000,187.789000,will,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,187.789000,188.049000,work,I,sd(^q),u-54-3
sw2658A-ms98-a-0040,188.049000,188.149000,we,B,^q,u-54-4
sw2658A-ms98-a-0040,188.149000,188.299000,don't,I,^q,u-54-4
sw2658A-ms98-a-0040,188.299000,188.439000,want,I,^q,u-54-4
sw2658A-ms98-a-0040,188.439000,188.499000,you,I,^q,u-54-4
sw2658A-ms98-a-0040,188.499000,188.599000,to,I,^q,u-54-4
sw2658A-ms98-a-0040,188.599000,188.729000,go,I,^q,u-54-4
sw2658A-ms98-a-0040,188.729000,188.899000,through,I,^q,u-54-4
sw2658A-ms98-a-0040,188.899000,188.959000,the,I,^q,u-54-4
sw2658A-ms98-a-0040,188.959000,189.199000,work,I,^q,u-54-4
sw2658A-ms98-a-0040,189.199000,189.309000,and,I,^q,u-54-4
sw2658A-ms98-a-0040,189.309000,189.439000,then,I,^q,u-54-4
sw2658A-ms98-a-0040,189.439000,189.729000,find,I,^q,u-54-4
sw2658A-ms98-a-0040,189.729000,189.929000,out,I,^q,u-54-4
sw2658A-ms98-a-0040,189.929000,190.209000,that,I,^q,u-54-4
sw2658A-ms98-a-0040,190.669000,190.869000,this,I,^q,u-54-4
sw2658A-ms98-a-0040,190.959000,191.229000,doesn't,I,^q,u-54-4
sw2658A-ms98-a-0040,191.229000,191.419000,really,I,^q,u-54-4
sw2658A-ms98-a-0040,191.419000,191.679000,work,I,^q,u-54-4
sw2658A-ms98-a-0040,191.679000,192.296500,anyway,I,^q,u-54-4
sw2658A-ms98-a-0040,192.684375,193.189000,and,I,^q,u-54-4
sw2658A-ms98-a-0040,193.379000,193.769000,etcetera,O,,
sw2658A-ms98-a-0040,193.769000,193.909000,and,B,sd,u-54-5
sw2658A-ms98-a-0040,193.909000,194.019000,they're,I,sd,u-54-5
sw2658A-ms98-a-0040,194.019000,194.249000,and,I,sd,u-54-5
sw2658A-ms98-a-0040,194.249000,194.339000,they,I,sd,u-54-5
sw2658A-ms98-a-0040,194.339000,194.419000,were,I,sd,u-54-5
sw2658A-ms98-a-0040,194.419000,194.619000,doing,I,sd,u-54-5
sw2658A-ms98-a-0040,194.619000,194.679000,it,I,sd,u-54-5
sw2658A-ms98-a-0040,194.679000,194.779000,at,I,sd,u-54-5
sw2658A-ms98-a-0040,194.779000,194.927500,their,I,sd,u-54-5
sw2658A-ms98-a-0040,194.927500,195.100875,own,I,sd,u-54-5
sw2658A-ms98-a-0040,195.100875,195.625500,costs,I,sd,u-54-5
sw2658A-ms98-a-0040,196.223250,196.409000,and,B,sd(^q),u-54-6
sw2658A-ms98-a-0040,196.409000,196.479000,so,I,sd(^q),u-54-6
sw2658A-ms98-a-0040,196.479000,196.589000,we,I,sd(^q),u-54-6
sw2658A-ms98-a-0040,196.589000,196.729000,said,I,sd(^q),u-54-6
sw2658A-ms98-a-0040,196.729000,197.109000,fine,I,sd(^q),u-54-6
sw2658A-ms98-a-0041,197.997500,198.157500,and,B,sd,u-54-7
sw2658A-ms98-a-0041,198.157500,198.227500,we,I,sd,u-54-7
sw2658A-ms98-a-0041,198.227500,198.407500,went,I,sd,u-54-7
sw2658A-ms98-a-0041,198.407500,198.617500,back,I,sd,u-54-7
sw2658A-ms98-a-0041,198.617500,198.707500,and,B,sd,u-54-8
sw2658A-ms98-a-0041,198.707500,198.797500,we,I,sd,u-54-8
sw2658A-ms98-a-0041,198.797500,199.027500,talked,I,sd,u-54-8
sw2658A-ms98-a-0041,199.027500,199.087500,to,I,sd,u-54-8
sw2658A-ms98-a-0041,199.087500,199.167500,the,I,sd,u-54-8
sw2658A-ms98-a-0041,199.167500,199.657500,technical,I,sd,u-54-8
sw2658A-ms98-a-0041,199.657500,200.027500,person,I,sd,u-54-8
sw2658A-ms98-a-0041,200.027500,200.077500,a,I,sd,u-54-8
sw2658A-ms98-a-0041,200.077500,200.447500,second,I,sd,u-54-8
sw2658A-ms98-a-0041,200.447500,200.717500,time,I,sd,u-54-8
sw2658A-ms98-a-0041,200.717500,200.827500,and,I,sd,u-54-8
sw2658A-ms98-a-0041,200.827500,201.057500,things,I,sd,u-54-8
sw2658A-ms98-a-0041,201.057500,201.237500,like,I,sd,u-54-8
sw2658A-ms98-a-0041,201.237500,201.585500,that,I,sd,u-54-8
sw2658A-ms98-a-0041,202.003625,202.527500,and,B,sd,u-54-9
sw2658A-ms98-a-0041,202.907500,203.297500,then,I,sd,u-54-9
sw2658A-ms98-a-0041,203.297500,203.407500,we,I,sd,u-54-9
sw2658A-ms98-a-0041,203.407500,203.877500,come,I,sd,u-54-9
sw2658A-ms98-a-0042,205.084750,205.194750,we,I,sd,u-54-9
sw2658A-ms98-a-0042,205.194750,205.374750,get,I,sd,u-54-9
sw2658A-ms98-a-0042,205.374750,205.434750,the,I,sd,u-54-9
sw2658A-ms98-a-0042,205.434750,205.814750,computer,I,sd,u-54-9
sw2658A-ms98-a-0042,205.814750,206.054750,home,I,sd,u-54-9
sw2658A-ms98-a-0042,206.054750,206.144750,my,B,sd,u-54-10
sw2658A-ms98-a-0042,206.144750,206.414750,husband,I,sd,u-54-10
sw2658A-ms98-a-0042,206.414750,206.534750,goes,I,sd,u-54-10
sw2658A-ms98-a-0042,206.534750,206.614750,to,I,sd,u-54-10
sw2658A-ms98-a-0042,206.614750,206.784750,pick,I,sd,u-54-10
sw2658A-ms98-a-0042,206.784750,206.844750,it,I,sd,u-54-10
sw2658A-ms98-a-0042,206.844750,206.974750,up,I,sd,u-54-10
sw2658A-ms98-a-0042,206.974750,207.214750,last,I,sd,u-54-10
sw2658A-ms98-a-0042,207.214750,207.334750,week,I,sd,u-54-10
sw2658A-ms98-a-0042,207.334750,207.424750,and,B,sd,u-54-11
sw2658A-ms98-a-0042,207.424750,207.504750,we,I,sd,u-54-11
sw2658A-ms98-a-0042,207.504750,207.674750,couldn't,I,sd,u-54-11
sw2658A-ms98-a-0042,207.674750,207.774750,go,I,sd,u-54-11
sw2658A-ms98-a-0042,207.774750,207.914750,get,I,sd,u-54-11
sw2658A-ms98-a-0042,207.914750,208.004750,it,I,sd,u-54-11
sw2658A-ms98-a-0042,208.004750,208.254750,sooner,I,sd,u-54-11
sw2658A-ms98-a-0042,208.254750,208.384750,because_1,I,sd,u-54-11
sw2658A-ms98-a-0042,208.384750,208.504750,i,I,sd,u-54-11
sw2658A-ms98-a-0042,208.504750,208.814750,just,I,sd,u-54-11
sw2658A-ms98-a-0042,208.814750,208.964750,had,I,sd,u-54-11
sw2658A-ms98-a-0042,208.964750,209.034750,the,I,sd,u-54-11
sw2658A-ms98-a-0042,209.034750,209.414750,baby,I,sd,u-54-11
sw2658A-ms98-a-0042,209.414750,209.544750,and,B,sd,u-54-12
sw2658A-ms98-a-0042,209.544750,209.594750,[laughter],O,,
sw2658A-ms98-a-0042,209.594750,209.804750,you,B,+,u-56-1
sw2658A-ms98-a-0042,209.804750,209.984750,know,I,+,u-56-1
sw2658A-ms98-a-0042,209.984750,210.234750,life's,I,+,u-56-1
sw2658A-ms98-a-0042,210.234750,210.404750,just,I,+,u-56-1
sw2658A-ms98-a-0042,210.404750,210.434750,a,I,+,u-56-1
sw2658A-ms98-a-0042,210.434750,210.654750,little,I,+,u-56-1
sw2658A-ms98-a-0042,210.654750,210.784750,bit,I,+,u-56-1
sw2658A-ms98-a-0042,210.784750,211.424000,complicated,I,+,u-56-1
sw2658A-ms98-a-0042,211.962625,212.508250,and,B,sd,u-58-1
sw2658A-ms98-a-0042,212.847250,212.984750,uh,I,sd,u-58-1
sw2658A-ms98-a-0042,212.984750,213.164750,he,I,sd,u-58-1
sw2658A-ms98-a-0042,213.164750,213.364750,goes,I,sd,u-58-1
sw2658A-ms98-a-0042,213.364750,213.484750,and,I,sd,u-58-1
sw2658A-ms98-a-0042,213.484750,213.744750,gets,I,sd,u-58-1
sw2658A-ms98-a-0042,213.744750,213.929625,it,I,sd,u-58-1
sw2658A-ms98-a-0042,214.197000,214.494750,brings,I,sd,u-58-1
sw2658A-ms98-a-0042,214.494750,214.574750,it,I,sd,u-58-1
sw2658A-ms98-a-0042,214.574750,214.814750,home,I,sd,u-58-1
sw2658A-ms98-a-0042,214.814750,215.004750,first,B,sd,u-58-2
sw2658A-ms98-a-0042,215.004750,215.064750,of,I,sd,u-58-2
sw2658A-ms98-a-0042,215.064750,215.134750,all,I,sd,u-58-2
sw2658A-ms98-a-0042,215.134750,215.284750,they're,I,sd,u-58-2
sw2658A-ms98-a-0042,215.284750,215.814750,missing,I,sd,u-58-2
sw2658A-ms98-a-0043,216.707625,217.257625,components,I,sd,u-58-2
sw2658A-ms98-a-0043,217.257625,217.417625,of,I,sd,u-58-2
sw2658A-ms98-a-0043,217.417625,217.507625,it,I,sd,u-58-2
sw2658A-ms98-a-0043,217.507625,217.677625,like,I,sd,u-58-2
sw2658A-ms98-a-0043,217.677625,218.097625,cables,I,sd,u-58-2
sw2658A-ms98-a-0043,218.097625,218.187625,so,I,sd,u-58-2
sw2658A-ms98-a-0043,218.187625,218.317625,you,I,sd,u-58-2
sw2658A-ms98-a-0043,218.317625,218.537625,can't,I,sd,u-58-2
sw2658A-ms98-a-0043,218.537625,218.817625,really,I,sd,u-58-2
sw2658A-ms98-a-0043,218.817625,219.137625,test,I,sd,u-58-2
sw2658A-ms98-a-0043,219.137625,219.247625,it,I,sd,u-58-2
sw2658A-ms98-a-0043,219.247625,219.657625,out,I,sd,u-58-2
sw2658A-ms98-a-0043,219.997625,220.127625,and,B,sd,u-58-3
sw2658A-ms98-a-0043,220.127625,220.307625,then,I,sd,u-58-3
sw2658A-ms98-a-0043,220.307625,220.667625,second,I,sd,u-58-3
sw2658A-ms98-a-0043,220.667625,220.887625,thing,I,sd,u-58-3
sw2658A-ms98-a-0043,221.367625,221.437625,we,I,sd,u-58-3
sw2658A-ms98-a-0043,221.437625,221.667625,still,I,sd,u-58-3
sw2658A-ms98-a-0043,221.667625,221.987625,can't,I,sd,u-58-3
sw2658A-ms98-a-0043,221.987625,222.147625,put,I,sd,u-58-3
sw2658A-ms98-a-0043,222.147625,222.217625,the,I,sd,u-58-3
sw2658A-ms98-a-0043,222.217625,222.547625,boards,I,sd,u-58-3
sw2658A-ms98-a-0043,222.547625,222.767625,in,I,sd,u-58-3
sw2658A-ms98-a-0043,223.237625,223.467625,because,B,+,u-60-1
sw2658A-ms98-a-0043,223.467625,223.527625,they,I,+,u-60-1
sw2658A-ms98-a-0043,223.527625,223.727625,have,I,+,u-60-1
sw2658A-ms98-a-0043,223.727625,223.967625,other,I,+,u-60-1
sw2658A-ms98-a-0043,223.967625,224.227625,things,I,+,u-60-1
sw2658A-ms98-a-0043,224.227625,224.657625,blocking,I,+,u-60-1
sw2658A-ms98-a-0043,224.657625,224.817625,where,I,+,u-60-1
sw2658A-ms98-a-0043,224.817625,224.927625,we,I,+,u-60-1
sw2658A-ms98-a-0043,224.927625,225.137625,need,I,+,u-60-1
sw2658A-ms98-a-0043,225.137625,225.237625,to,I,+,u-60-1
sw2658A-ms98-a-0043,225.237625,225.387625,do,I,+,u-60-1
sw2658A-ms98-a-0043,225.387625,225.587625,it,I,+,u-60-1
sw2658A-ms98-a-0044,226.310625,226.450625,and,B,sd,u-62-1
sw2658A-ms98-a-0044,226.450625,226.540625,see,I,sd,u-62-1
sw2658A-ms98-a-0044,226.540625,226.700625,now,I,sd,u-62-1
sw2658A-ms98-a-0044,226.700625,226.820625,we're,I,sd,u-62-1
sw2658A-ms98-a-0044,226.820625,227.110625,dealing,I,sd,u-62-1
sw2658A-ms98-a-0044,227.110625,227.220625,with,I,sd,u-62-1
sw2658A-ms98-a-0044,227.220625,227.420625,having,I,sd,u-62-1
sw2658A-ms98-a-0044,227.420625,227.530625,to,I,sd,u-62-1
sw2658A-ms98-a-0044,227.530625,227.700625,bring,I,sd,u-62-1
sw2658A-ms98-a-0044,227.700625,227.800625,it,I,sd,u-62-1
sw2658A-ms98-a-0044,227.800625,228.020625,back,I,sd,u-62-1
sw2658A-ms98-a-0044,228.020625,228.220625,again,I,sd,u-62-1
sw2658A-ms98-a-0044,228.220625,228.310625,and,B,sd,u-62-2
sw2658A-ms98-a-0044,228.310625,228.370625,they,I,sd,u-62-2
sw2658A-ms98-a-0044,228.370625,228.550625,say,I,sd,u-62-2
sw2658A-ms98-a-0044,228.550625,228.670625,they,I,sd,u-62-2
sw2658A-ms98-a-0044,228.670625,228.946875,can,I,sd,u-62-2
sw2658A-ms98-a-0044,229.267000,229.390625,you,I,sd,u-62-2
sw2658A-ms98-a-0044,229.390625,229.510625,know,I,sd,u-62-2
sw2658A-ms98-a-0044,229.510625,229.660625,do,I,sd,u-62-2
sw2658A-ms98-a-0044,229.660625,230.000625,something,I,sd,u-62-2
sw2658A-ms98-a-0044,230.000625,230.320625,different,I,sd,u-62-2
sw2658A-ms98-a-0044,230.320625,230.430625,and,I,sd,u-62-2
sw2658A-ms98-a-0044,230.430625,230.700625,change,I,sd,u-62-2
sw2658A-ms98-a-0044,230.700625,230.840625,some,I,sd,u-62-2
sw2658A-ms98-a-0044,230.840625,231.360625,connectors,I,sd,u-62-2
sw2658A-ms98-a-0044,231.360625,231.450625,and,B,sd,u-62-3
sw2658A-ms98-a-0044,231.450625,231.530625,we,I,sd,u-62-3
sw2658A-ms98-a-0044,231.530625,231.800625,hope,I,sd,u-62-3
sw2658A-ms98-a-0044,231.800625,232.120375,so,I,sd,u-62-3
sw2658A-ms98-a-0044,232.534750,232.810625,but,B,sd,u-62-4
sw2658A-ms98-a-0044,233.180625,233.360625,it's,I,sd,u-62-4
sw2658A-ms98-a-0044,233.360625,233.410625,a,I,sd,u-62-4
sw2658A-ms98-a-0044,233.410625,233.942375,hassle,I,sd,u-62-4
sw2658A-ms98-a-0044,234.481000,234.660625,you,B,sv,u-64-1
sw2658A-ms98-a-0044,234.660625,234.690625,kn[ow]-,I,sv,u-64-1
sw2658A-ms98-a-0044,234.690625,234.920625,you,I,sv,u-64-1
sw2658A-ms98-a-0044,234.920625,235.010625,know,I,sv,u-64-1
sw2658A-ms98-a-0044,235.010625,235.150625,it's,I,sv,u-64-1
sw2658A-ms98-a-0044,235.150625,235.340625,just,I,sv,u-64-1
sw2658A-ms98-a-0044,235.560625,235.700625,this,I,sv,u-64-1
sw2658A-ms98-a-0044,235.700625,236.020625,problem,I,sv,u-64-1
sw2658A-ms98-a-0044,236.020625,236.140625,with,I,sv,u-64-1
sw2658A-ms98-a-0044,236.140625,236.530625,sales,I,sv,u-64-1
sw2658A-ms98-a-0044,236.530625,236.880625,people,I,sv,u-64-1
sw2658A-ms98-a-0044,236.880625,237.100625,just,I,sv,u-64-1
sw2658A-ms98-a-0044,237.100625,237.370625,not,I,sv,u-64-1
sw2658A-ms98-a-0044,237.370625,237.920625,knowing,I,sv,u-64-1
sw2658A-ms98-a-0045,238.828625,239.078625,what,I,sv,u-64-1
sw2658A-ms98-a-0045,239.078625,239.288625,goes,I,sv,u-64-1
sw2658A-ms98-a-0045,239.288625,239.708625,on,I,sv,u-64-1
sw2658A-ms98-a-0047,243.312000,243.762000,right,B,b,u-66-1
sw2658A-ms98-a-0049,245.828875,246.044125,so,B,sd,u-68-1
sw2658A-ms98-a-0049,246.174125,246.268875,well,I,sd,u-68-1
sw2658A-ms98-a-0049,246.268875,246.598875,actually,I,sd,u-68-1
sw2658A-ms98-a-0049,246.788875,247.048875,some,I,sd,u-68-1
sw2658A-ms98-a-0049,247.048875,247.378875,things,I,sd,u-68-1
sw2658A-ms98-a-0049,247.378875,247.448875,are,I,sd,u-68-1
sw2658A-ms98-a-0049,247.448875,247.698875,pretty,I,sd,u-68-1
sw2658A-ms98-a-0049,247.698875,247.958875,good,I,sd,u-68-1
sw2658A-ms98-a-0049,247.958875,248.078875,with,I,sd,u-68-1
sw2658A-ms98-a-0049,248.078875,248.248875,that,I,sd,u-68-1
sw2658A-ms98-a-0049,248.248875,248.508875,because,I,sd,u-68-1
sw2658A-ms98-a-0049,248.508875,248.618875,i,I,sd,u-68-1
sw2658A-ms98-a-0049,248.618875,248.798875,put,I,sd,u-68-1
sw2658A-ms98-a-0049,248.798875,248.898875,it,I,sd,u-68-1
sw2658A-ms98-a-0049,248.898875,249.088875,on,I,sd,u-68-1
sw2658A-ms98-a-0049,249.088875,249.299125,a,I,sd,u-68-1
sw2658A-ms98-a-0049,249.449750,249.918875,gold,I,sd,u-68-1
sw2658A-ms98-a-0049,249.918875,250.238875,credit,I,sd,u-68-1
sw2658A-ms98-a-0049,250.238875,250.588875,card,I,sd,u-68-1
sw2658A-ms98-a-0049,250.588875,250.758875,and,B,sd,u-68-2
sw2658A-ms98-a-0049,250.758875,250.808875,i,I,sd,u-68-2
sw2658A-ms98-a-0049,250.808875,250.968875,just,I,sd,u-68-2
sw2658A-ms98-a-0049,250.968875,251.148875,called,I,sd,u-68-2
sw2658A-ms98-a-0049,251.148875,251.208875,the,I,sd,u-68-2
sw2658A-ms98-a-0049,251.208875,251.448875,credit,I,sd,u-68-2
sw2658A-ms98-a-0049,251.448875,251.588875,card,I,sd,u-68-2
sw2658A-ms98-a-0049,251.588875,251.968875,company,I,sd,u-68-2
sw2658A-ms98-a-0049,251.968875,252.098875,and,I,sd,u-68-2
sw2658A-ms98-a-0049,252.228875,252.618875,explained,I,sd,u-68-2
sw2658A-ms98-a-0049,252.618875,252.698875,to,I,sd,u-68-2
