sw2950B-ms98-a-0002,4.572500,5.202500,certainly,B,aa,u-2-1
sw2950B-ms98-a-0038,228.794875,229.014875,where,B,sd,u-80-4
sw2950B-ms98-a-0038,229.014875,229.074875,the,I,sd,u-80-4
sw2950B-ms98-a-0038,229.074875,229.304875,water,I,sd,u-80-4
sw2950B-ms98-a-0038,229.304875,229.414875,is,I,sd,u-80-4
sw2950B-ms98-a-0038,229.414875,229.684875,coming,I,sd,u-80-4
sw2950B-ms98-a-0038,229.684875,229.955625,from,I,sd,u-80-4
sw2950B-ms98-a-0038,229.955625,230.124875,i,I,sd,u-80-4
sw2950B-ms98-a-0038,230.124875,230.324875,don't,I,sd,u-80-4
sw2950B-ms98-a-0038,230.324875,230.659000,know,I,sd,u-80-4
sw2950B-ms98-a-0040,234.916000,235.243750,oh,B,qy,u-82-1
sw2950B-ms98-a-0040,235.424250,235.525000,does,I,qy,u-82-1
sw2950B-ms98-a-0040,235.525000,235.635000,he,I,qy,u-82-1
sw2950B-ms98-a-0040,235.635000,235.795000,live,I,qy,u-82-1
sw2950B-ms98-a-0040,235.795000,235.995000,near,I,qy,u-82-1
sw2950B-ms98-a-0040,235.995000,236.055000,the,I,qy,u-82-1
sw2950B-ms98-a-0040,236.055000,236.404500,lake,I,qy,u-82-1
sw2950B-ms98-a-0042,240.304625,240.691375,uh-huh,B,b,u-84-1
sw2950B-ms98-a-0044,243.417500,243.863750,um,B,b,u-86-1
sw2950B-ms98-a-0046,250.551750,250.886875,um-hum,B,b,u-88-1
sw2950B-ms98-a-0048,256.043250,256.500250,that's,O,,
sw2950B-ms98-a-0048,256.500250,256.745500,that's,O,,
sw2950B-ms98-a-0048,256.745500,256.805500,a,B,ba,u-90-1
sw2950B-ms98-a-0048,256.805500,257.475500,problem,I,ba,u-90-1
sw2950B-ms98-a-0048,257.475500,257.745500,uh,I,ba,u-90-1
sw2950B-ms98-a-0048,257.745500,257.885500,they,B,sd,u-90-2
sw2950B-ms98-a-0048,257.885500,258.155500,tell,I,sd,u-90-2
sw2950B-ms98-a-0048,258.155500,258.275500,you,I,sd,u-90-2
sw2950B-ms98-a-0048,258.275500,258.395500,when,I,sd,u-90-2
sw2950B-ms98-a-0048,258.395500,258.455500,you,I,sd,u-90-2
sw2950B-ms98-a-0048,258.455500,258.515500,are,I,sd,u-90-2
sw2950B-ms98-a-0048,258.515500,258.755500,looking,I,sd,u-90-2
sw2950B-ms98-a-0048,258.755500,258.885500,for,I,sd,u-90-2
sw2950B-ms98-a-0048,258.885500,258.955500,a,I,sd,u-90-2
sw2950B-ms98-a-0048,258.955500,259.195500,house,I,sd,u-90-2
sw2950B-ms98-a-0048,259.195500,259.356125,or,I,sd,u-90-2
sw2950B-ms98-a-0048,259.356125,259.745500,or,I,sd,u-90-2
sw2950B-ms98-a-0048,259.745500,259.815500,or,I,sd,u-90-2
sw2950B-ms98-a-0048,259.815500,260.175500,buying,I,sd,u-90-2
sw2950B-ms98-a-0048,260.175500,260.455500,land,I,sd,u-90-2
sw2950B-ms98-a-0048,260.455500,260.525500,to,I,sd,u-90-2
sw2950B-ms98-a-0048,260.525500,260.875500,build,I,sd,u-90-2
sw2950B-ms98-a-0048,260.875500,261.145500,on,I,sd,u-90-2
sw2950B-ms98-a-0048,261.145500,261.345500,to,B,+,u-92-1
sw2950B-ms98-a-0048,261.345500,261.465500,be,I,+,u-92-1
sw2950B-ms98-a-0048,261.465500,261.815500,very,I,+,u-92-1
sw2950B-ms98-a-0048,261.815500,262.175500,careful,I,+,u-92-1
sw2950B-ms98-a-0048,262.175500,262.285500,and,I,+,u-92-1
sw2950B-ms98-a-0048,262.285500,262.535500,check,I,+,u-92-1
sw2950B-ms98-a-0048,262.535500,262.595500,the,I,+,u-92-1
sw2950B-ms98-a-0048,262.595500,263.125500,drainage,I,+,u-92-1
sw2950B-ms98-a-0048,263.125500,263.725500,because,B,+,u-94-1
sw2950B-ms98-a-0048,263.725500,263.941125,uh,I,+,u-94-1
sw2950B-ms98-a-0048,264.558875,264.735500,it,B,+,u-96-1
sw2950B-ms98-a-0048,264.735500,264.805500,is,I,+,u-96-1
sw2950B-ms98-a-0048,264.805500,264.875500,it,I,+,u-96-1
sw2950B-ms98-a-0048,264.875500,265.105500,is,I,+,u-96-1
sw2950B-ms98-a-0048,265.105500,265.897000,deceptive,I,+,u-96-1
sw2950B-ms98-a-0049,267.905250,268.325250,and,B,sd,u-98-1
sw2950B-ms98-a-0049,268.325250,268.515250,uh,I,sd,u-98-1
sw2950B-ms98-a-0049,268.515250,268.605250,i,I,sd,u-98-1
sw2950B-ms98-a-0049,268.605250,268.745250,know,I,sd,u-98-1
sw2950B-ms98-a-0049,268.745250,269.195250,exactly,I,sd,u-98-1
sw2950B-ms98-a-0049,269.195250,269.375250,what,I,sd,u-98-1
sw2950B-ms98-a-0049,269.375250,269.475250,you,I,sd,u-98-1
sw2950B-ms98-a-0049,269.475250,269.821375,mean,I,sd,u-98-1
sw2950B-ms98-a-0051,276.835750,277.252000,uh-huh,B,b,u-100-1
sw2950B-ms98-a-0053,284.862500,285.014500,oh,B,ba,u-102-1
sw2950B-ms98-a-0053,285.014500,285.114500,well,I,ba,u-102-1
sw2950B-ms98-a-0053,285.114500,285.304500,that,I,ba,u-102-1
sw2950B-ms98-a-0053,285.304500,285.484500,is,I,ba,u-102-1
sw2950B-ms98-a-0053,285.484500,286.013875,fortunate,I,ba,u-102-1
sw2950B-ms98-a-0055,291.554250,291.908125,um-hum,B,b,u-104-1
sw2950B-ms98-a-0055,292.703000,292.972625,well,B,sd,u-104-2
sw2950B-ms98-a-0055,293.149625,293.408625,i-,I,sd,u-104-2
sw2950B-ms98-a-0055,293.522750,293.673375,i,I,sd,u-104-2
sw2950B-ms98-a-0055,293.673375,293.878000,like,I,sd,u-104-2
sw2950B-ms98-a-0055,293.878000,294.065000,it,I,sd,u-104-2
sw2950B-ms98-a-0055,294.065000,294.189375,i,I,sd,u-104-2
sw2950B-ms98-a-0055,294.189375,294.378000,like,I,sd,u-104-2
sw2950B-ms98-a-0055,294.378000,294.478000,it,I,sd,u-104-2
sw2950B-ms98-a-0055,294.478000,294.888000,here,I,sd,u-104-2
sw2950B-ms98-a-0055,294.888000,295.303125,uh,B,sd,u-104-3
sw2950B-ms98-a-0055,295.560875,295.779750,i-,I,sd,u-104-3
sw2950B-ms98-a-0055,295.779750,295.908000,i,I,sd,u-104-3
sw2950B-ms98-a-0055,295.908000,296.108000,grew,I,sd,u-104-3
sw2950B-ms98-a-0055,296.108000,296.298000,up,I,sd,u-104-3
sw2950B-ms98-a-0055,296.298000,296.498000,here,I,sd,u-104-3
sw2950B-ms98-a-0055,296.498000,296.665125,i,B,sd,u-104-4
sw2950B-ms98-a-0055,296.665125,296.808000,have,I,sd,u-104-4
sw2950B-ms98-a-0055,296.808000,297.028000,lived,I,sd,u-104-4
sw2950B-ms98-a-0055,297.028000,297.178000,other,I,sd,u-104-4
sw2950B-ms98-a-0055,297.178000,297.738000,places,I,sd,u-104-4
sw2950B-ms98-a-0055,297.738000,297.968000,and,B,sd,u-104-5
sw2950B-ms98-a-0055,297.968000,298.262000,and,I,sd,u-104-5
sw2950B-ms98-a-0055,298.514250,298.678000,but,B,+,u-106-1
sw2950B-ms98-a-0055,298.678000,298.848000,i-,I,+,u-106-1
sw2950B-ms98-a-0055,298.848000,299.028000,i,I,+,u-106-1
sw2950B-ms98-a-0055,299.028000,299.388000,did,I,+,u-106-1
sw2950B-ms98-a-0055,299.388000,299.538000,grow,I,+,u-106-1
sw2950B-ms98-a-0055,299.538000,299.698000,up,I,+,u-106-1
sw2950B-ms98-a-0055,299.698000,299.858000,here,I,+,u-106-1
sw2950B-ms98-a-0055,299.858000,299.958000,and,B,sd,u-106-2
sw2950B-ms98-a-0055,299.958000,300.108000,this,I,sd,u-106-2
sw2950B-ms98-a-0055,300.108000,300.278000,is,I,sd,u-106-2
sw2950B-ms98-a-0055,300.278000,300.448000,very,I,sd,u-106-2
sw2950B-ms98-a-0055,300.448000,300.658000,much,I,sd,u-106-2
sw2950B-ms98-a-0055,300.658000,300.828000,home,I,sd,u-106-2
sw2950B-ms98-a-0055,300.828000,300.978000,for,I,sd,u-106-2
sw2950B-ms98-a-0055,300.978000,301.209375,me,I,sd,u-106-2
sw2950B-ms98-a-0055,302.043500,302.380625,and,B,%,u-108-1
sw2950B-ms98-a-0057,305.809625,305.899625,i,B,qy^d,u-110-1
sw2950B-ms98-a-0057,305.899625,306.049625,hope,I,qy^d,u-110-1
sw2950B-ms98-a-0057,306.049625,306.149625,you,I,qy^d,u-110-1
sw2950B-ms98-a-0057,306.149625,306.569625,visited,I,qy^d,u-110-1
sw2950B-ms98-a-0057,306.569625,306.779625,during,I,qy^d,u-110-1
sw2950B-ms98-a-0057,306.779625,306.839625,the,I,qy^d,u-110-1
sw2950B-ms98-a-0057,306.839625,307.169625,winter,I,qy^d,u-110-1
sw2950B-ms98-a-0057,307.169625,307.339625,one,B,sv,u-112-1
sw2950B-ms98-a-0057,307.339625,307.479625,of,I,sv,u-112-1
sw2950B-ms98-a-0057,307.479625,307.579625,my,I,sv,u-112-1
sw2950B-ms98-a-0057,307.579625,307.669625,one,I,sv,u-112-1
sw2950B-ms98-a-0057,307.669625,307.729625,of,I,sv,u-112-1
sw2950B-ms98-a-0057,307.729625,308.065625,my,I,sv,u-112-1
sw2950B-ms98-a-0057,308.065625,308.519625,theories,I,sv,u-112-1
sw2950B-ms98-a-0057,308.519625,308.689625,is,I,sv,u-112-1
sw2950B-ms98-a-0057,308.689625,308.889625,that,I,sv,u-112-1
sw2950B-ms98-a-0057,308.889625,309.019625,you,I,sv,u-112-1
sw2950B-ms98-a-0057,309.019625,309.319625,always,I,sv,u-112-1
sw2950B-ms98-a-0057,309.319625,309.671000,go,I,sv,u-112-1
sw2950B-ms98-a-0057,310.390375,310.809625,to,I,sv,u-112-1
sw2950B-ms98-a-0057,310.809625,311.199625,warm,I,sv,u-112-1
sw2950B-ms98-a-0057,311.199625,311.679625,places,I,sv,u-112-1
sw2950B-ms98-a-0057,311.679625,311.969625,during,I,sv,u-112-1
sw2950B-ms98-a-0057,311.969625,312.039625,the,I,sv,u-112-1
sw2950B-ms98-a-0057,312.039625,312.569625,winter,I,sv,u-112-1
sw2950B-ms98-a-0057,312.569625,312.759625,and,B,sv,u-112-2
sw2950B-ms98-a-0057,312.759625,312.849625,you,B,+,u-114-1
sw2950B-ms98-a-0057,312.849625,313.009625,go,I,+,u-114-1
sw2950B-ms98-a-0057,313.009625,313.159625,to,I,+,u-114-1
sw2950B-ms98-a-0057,313.159625,313.589625,cold,I,+,u-114-1
sw2950B-ms98-a-0057,313.589625,313.859625,cool,I,+,u-114-1
sw2950B-ms98-a-0057,313.859625,314.329625,places,I,+,u-114-1
sw2950B-ms98-a-0057,314.329625,314.469625,that,I,+,u-114-1
sw2950B-ms98-a-0057,314.469625,314.589625,well,I,+,u-114-1
sw2950B-ms98-a-0057,314.589625,314.756750,i,I,+,u-114-1
sw2950B-ms98-a-0057,314.756750,314.879625,go,I,+,u-114-1
sw2950B-ms98-a-0057,314.879625,314.979625,to,I,+,u-114-1
sw2950B-ms98-a-0057,314.979625,315.169625,cool,I,+,u-114-1
sw2950B-ms98-a-0057,315.169625,315.499625,places,I,+,u-114-1
sw2950B-ms98-a-0057,315.499625,315.679625,during,I,+,u-114-1
sw2950B-ms98-a-0057,315.679625,315.749625,the,I,+,u-114-1
sw2950B-ms98-a-0057,315.749625,316.039625,summer,I,+,u-114-1
sw2950B-ms98-a-0057,316.039625,316.149625,if,I,+,u-114-1
sw2950B-ms98-a-0057,316.149625,316.229625,i,I,+,u-114-1
sw2950B-ms98-a-0057,316.229625,316.509625,can,I,+,u-114-1
sw2950B-ms98-a-0057,316.509625,316.930875,anyway,I,+,u-114-1
sw2950B-ms98-a-0059,326.188125,326.334125,oh,B,b,u-116-1
sw2950B-ms98-a-0059,326.334125,326.864125,sure,I,b,u-116-1
sw2950B-ms98-a-0059,326.864125,326.957750,i,B,%,u-116-2
sw2950B-ms98-a-0059,326.957750,327.336000,mean,I,%,u-116-2
sw2950B-ms98-a-0059,327.336000,328.636250,[laughter],O,,
sw2950B-ms98-a-0061,331.816375,331.986375,i-,O,,
sw2950B-ms98-a-0061,331.986375,332.146375,i,B,sd,u-118-1
sw2950B-ms98-a-0061,332.146375,332.346375,had,I,sd,u-118-1
sw2950B-ms98-a-0061,332.346375,332.457250,a,I,sd,u-118-1
sw2950B-ms98-a-0061,332.457250,332.904500,friend,I,sd,u-118-1
sw2950B-ms98-a-0061,332.904500,333.106375,from,I,sd,u-118-1
sw2950B-ms98-a-0061,333.106375,333.466375,England,I,sd,u-118-1
sw2950B-ms98-a-0061,333.466375,333.766375,visit,I,sd,u-118-1
sw2950B-ms98-a-0061,333.766375,334.076375,once,I,sd,u-118-1
sw2950B-ms98-a-0061,334.076375,334.166375,at,I,sd,u-118-1
sw2950B-ms98-a-0061,334.166375,334.930875,Christmas,I,sd,u-118-1
sw2950B-ms98-a-0061,334.930875,335.316375,and,B,sd,u-118-2
sw2950B-ms98-a-0061,335.316375,335.386375,we,I,sd,u-118-2
sw2950B-ms98-a-0061,335.386375,335.656375,couldn't,I,sd,u-118-2
sw2950B-ms98-a-0061,335.656375,335.786375,get,I,sd,u-118-2
sw2950B-ms98-a-0061,335.786375,335.916375,her,I,sd,u-118-2
sw2950B-ms98-a-0061,335.916375,336.056375,out,I,sd,u-118-2
sw2950B-ms98-a-0061,336.056375,336.166375,of,I,sd,u-118-2
sw2950B-ms98-a-0061,336.166375,336.246375,the,I,sd,u-118-2
sw2950B-ms98-a-0061,336.246375,336.586375,what,I,sd,u-118-2
sw2950B-ms98-a-0061,336.586375,336.676375,she,I,sd,u-118-2
sw2950B-ms98-a-0061,336.676375,337.040750,called,I,sd,u-118-2
sw2950B-ms98-a-0061,337.040750,337.226375,the,I,sd,u-118-2
sw2950B-ms98-a-0061,337.226375,337.448125,back,I,sd,u-118-2
sw2950B-ms98-a-0061,337.553625,338.088125,garden,I,sd,u-118-2
sw2950B-ms98-a-0061,338.704750,339.446750,because,B,+,u-120-1
sw2950B-ms98-a-0061,339.446750,339.766375,she,I,+,u-120-1
sw2950B-ms98-a-0061,339.766375,340.086375,wanted,I,+,u-120-1
sw2950B-ms98-a-0061,340.086375,340.156375,to,I,+,u-120-1
sw2950B-ms98-a-0061,340.156375,340.266375,go,I,+,u-120-1
sw2950B-ms98-a-0061,340.266375,340.516375,back,I,+,u-120-1
sw2950B-ms98-a-0061,340.516375,340.656375,with,I,+,u-120-1
sw2950B-ms98-a-0061,340.656375,340.716375,a,I,+,u-120-1
sw2950B-ms98-a-0061,340.716375,341.404125,sunburn,I,+,u-120-1
sw2950B-ms98-a-0061,341.954000,342.486375,and,B,sd,u-122-1
sw2950B-ms98-a-0061,342.486375,342.626375,she,I,sd,u-122-1
sw2950B-ms98-a-0061,342.626375,342.836375,went,I,sd,u-122-1
sw2950B-ms98-a-0061,342.836375,343.276375,back,I,sd,u-122-1
sw2950B-ms98-a-0061,343.276375,343.456375,to,I,sd,u-122-1
sw2950B-ms98-a-0061,343.456375,343.596375,the,I,sd,u-122-1
sw2950B-ms98-a-0061,343.596375,343.836375,north,I,sd,u-122-1
sw2950B-ms98-a-0061,343.836375,343.946375,of,I,sd,u-122-1
sw2950B-ms98-a-0061,343.946375,344.326375,England,I,sd,u-122-1
sw2950B-ms98-a-0061,344.326375,344.446375,with,I,sd,u-122-1
sw2950B-ms98-a-0061,344.446375,344.546375,a,I,sd,u-122-1
sw2950B-ms98-a-0061,344.546375,344.976375,sunburn,I,sd,u-122-1
sw2950B-ms98-a-0061,344.976375,345.494375,[laughter],O,,
sw2950B-ms98-a-0063,352.278000,352.548000,well,B,b,u-124-1
sw2950B-ms98-a-0063,352.548000,352.728000,yeah,I,b,u-124-1
sw2950B-ms98-a-0063,352.728000,353.268000,basically,B,sd,u-124-2
sw2950B-ms98-a-0063,353.268000,353.368000,i,I,sd,u-124-2
sw2950B-ms98-a-0063,353.368000,353.594375,do,I,sd,u-124-2
sw2950B-ms98-a-0063,353.594375,353.856750,too,I,sd,u-124-2
sw2950B-ms98-a-0065,361.684000,361.845625,well,B,sv,u-126-1
sw2950B-ms98-a-0065,361.845625,361.993875,i,I,sv,u-126-1
sw2950B-ms98-a-0065,361.993875,362.225000,that,I,sv,u-126-1
sw2950B-ms98-a-0065,362.225000,362.395000,that,I,sv,u-126-1
sw2950B-ms98-a-0065,362.395000,362.505000,is,I,sv,u-126-1
sw2950B-ms98-a-0065,362.505000,362.715000,really,I,sv,u-126-1
sw2950B-ms98-a-0065,362.715000,363.106375,healthier,I,sv,u-126-1
sw2950B-ms98-a-0065,363.106375,363.535750,frankly,I,sv,u-126-1
sw2950B-ms98-a-0067,369.136000,369.442625,um-hum,B,b,u-128-1
sw2950B-ms98-a-0067,369.442625,369.605375,tha[t]-,O,,
sw2950B-ms98-a-0069,375.114125,375.257375,but,B,sv,u-130-1
sw2950B-ms98-a-0069,375.257375,375.347375,you,I,sv,u-130-1
sw2950B-ms98-a-0069,375.347375,375.487375,you,I,sv,u-130-1
sw2950B-ms98-a-0069,375.487375,375.637375,know,I,sv,u-130-1
sw2950B-ms98-a-0069,375.637375,375.697375,it,I,sv,u-130-1
sw2950B-ms98-a-0069,375.697375,375.757375,is,I,sv,u-130-1
sw2950B-ms98-a-0069,375.757375,376.217375,interesting,I,sv,u-130-1
sw2950B-ms98-a-0069,376.217375,376.597375,because,I,sv,u-130-1
sw2950B-ms98-a-0069,376.597375,376.717375,you,I,sv,u-130-1
sw2950B-ms98-a-0069,376.717375,376.857375,get,I,sv,u-130-1
sw2950B-ms98-a-0069,376.857375,377.027375,out,I,sv,u-130-1
sw2950B-ms98-a-0069,377.027375,377.087375,in,I,sv,u-130-1
sw2950B-ms98-a-0069,377.087375,377.277375,that,I,sv,u-130-1
sw2950B-ms98-a-0069,377.277375,377.497375,sun,I,sv,u-130-1
sw2950B-ms98-a-0069,377.497375,377.607375,an,I,sv,u-130-1
sw2950B-ms98-a-0069,377.607375,377.867375,awful,I,sv,u-130-1
sw2950B-ms98-a-0069,377.867375,378.107375,lot,I,sv,u-130-1
sw2950B-ms98-a-0069,378.107375,378.187375,now,B,sd,u-130-2
sw2950B-ms98-a-0069,378.187375,378.327375,my,I,sd,u-130-2
sw2950B-ms98-a-0069,378.327375,378.647375,sister,I,sd,u-130-2
sw2950B-ms98-a-0069,378.647375,378.757375,is,I,sd,u-130-2
sw2950B-ms98-a-0069,378.757375,379.047375,a,I,sd,u-130-2
sw2950B-ms98-a-0069,379.047375,379.147375,a,I,sd,u-130-2
sw2950B-ms98-a-0069,379.147375,379.607375,sun,I,sd,u-130-2
sw2950B-ms98-a-0069,379.607375,380.071750,fiend,I,sd,u-130-2
sw2950B-ms98-a-0069,380.670625,381.157375,and,B,sd,u-132-1
sw2950B-ms98-a-0069,381.157375,381.347375,uh,I,sd,u-132-1
sw2950B-ms98-a-0069,381.347375,381.627375,she,I,sd,u-132-1
sw2950B-ms98-a-0069,381.627375,381.967875,is,I,sd,u-132-1
sw2950B-ms98-a-0069,382.129750,382.347375,five,I,sd,u-132-1
sw2950B-ms98-a-0069,382.347375,382.487375,years,I,sd,u-132-1
sw2950B-ms98-a-0069,382.487375,382.687375,younger,I,sd,u-132-1
sw2950B-ms98-a-0069,382.687375,382.777375,than,I,sd,u-132-1
sw2950B-ms98-a-0069,382.777375,382.877375,me,I,sd,u-132-1
sw2950B-ms98-a-0069,382.877375,382.977375,she,B,sd,u-132-2
sw2950B-ms98-a-0069,382.977375,383.037375,is,I,sd,u-132-2
sw2950B-ms98-a-0069,383.037375,383.187375,more,I,sd,u-132-2
sw2950B-ms98-a-0069,383.187375,383.577375,wrinkled,I,sd,u-132-2
sw2950B-ms98-a-0070,384.662875,385.031625,yeah,B,ny,u-134-1
sw2950B-ms98-a-0070,385.031625,385.121625,and,B,sv,u-136-1
sw2950B-ms98-a-0070,385.121625,385.191625,i,I,sv,u-136-1
sw2950B-ms98-a-0070,385.191625,385.371625,think,I,sv,u-136-1
sw2950B-ms98-a-0070,385.371625,385.571625,that's,I,sv,u-136-1
sw2950B-ms98-a-0070,385.571625,385.924750,why,I,sv,u-136-1
sw2950B-ms98-a-0072,388.824750,389.491125,exactly,B,aa,u-138-1
sw2950B-ms98-a-0073,390.587375,390.734250,i,B,sv,u-140-1
sw2950B-ms98-a-0073,390.734250,390.829625,think,I,sv,u-140-1
sw2950B-ms98-a-0073,390.829625,390.959625,it,I,sv,u-140-1
sw2950B-ms98-a-0073,390.959625,391.279625,burns,I,sv,u-140-1
sw2950B-ms98-a-0073,391.279625,391.479625,off,I,sv,u-140-1
sw2950B-ms98-a-0073,391.479625,391.645000,the,I,sv,u-140-1
sw2950B-ms98-a-0073,391.765500,391.879625,i,B,sd,u-140-2
sw2950B-ms98-a-0073,391.879625,392.019625,don't,I,sd,u-140-2
sw2950B-ms98-a-0073,392.019625,392.119625,know,I,sd,u-140-2
sw2950B-ms98-a-0073,392.119625,392.317000,the,I,sd,u-140-2
sw2950B-ms98-a-0073,392.317000,392.563625,the,I,sd,u-140-2
sw2950B-ms98-a-0073,392.744375,393.030625,the,I,sd,u-140-2
sw2950B-ms98-a-0073,393.030625,393.319625,theory,I,sd,u-140-2
sw2950B-ms98-a-0073,393.319625,393.409625,the,I,sd,u-140-2
sw2950B-ms98-a-0073,393.409625,393.919625,scientific,I,sd,u-140-2
sw2950B-ms98-a-0073,393.919625,394.289625,principle,I,sd,u-140-2
sw2950B-ms98-a-0073,394.289625,394.499625,but,B,sd,u-140-3
sw2950B-ms98-a-0073,394.499625,394.589625,it,I,sd,u-140-3
sw2950B-ms98-a-0073,394.589625,394.939625,burns,I,sd,u-140-3
sw2950B-ms98-a-0073,394.939625,395.269625,something,I,sd,u-140-3
sw2950B-ms98-a-0073,395.269625,395.519625,off,I,sd,u-140-3
sw2950B-ms98-a-0073,395.519625,395.609625,the,I,sd,u-140-3
sw2950B-ms98-a-0073,395.609625,396.099625,natural,I,sd,u-140-3
sw2950B-ms98-a-0073,396.099625,396.379625,oils,I,sd,u-140-3
sw2950B-ms98-a-0073,396.379625,396.459625,or,B,+,u-142-1
sw2950B-ms98-a-0073,396.459625,396.739625,something,I,+,u-142-1
sw2950B-ms98-a-0073,396.739625,396.919625,like,I,+,u-142-1
sw2950B-ms98-a-0073,396.919625,397.082000,that,I,+,u-142-1
sw2950B-ms98-a-0075,402.533875,402.840875,yes,B,aa,u-144-1
sw2950B-ms98-a-0076,404.576500,405.124000,yes,B,aa,u-146-1
sw2950B-ms98-a-0076,405.237000,405.564250,uh,B,ba,u-146-2
sw2950B-ms98-a-0076,405.730000,405.901250,that,I,ba,u-146-2
sw2950B-ms98-a-0076,405.901250,406.211250,sounds,I,ba,u-146-2
sw2950B-ms98-a-0076,406.211250,406.391250,like,I,ba,u-146-2
sw2950B-ms98-a-0076,406.391250,406.491250,a,I,ba,u-146-2
sw2950B-ms98-a-0076,406.491250,406.813375,good,I,ba,u-146-2
sw2950B-ms98-a-0076,406.813375,407.001250,that,I,ba,u-146-2
sw2950B-ms98-a-0076,407.001250,407.181250,sounds,I,ba,u-146-2
sw2950B-ms98-a-0076,407.181250,407.471250,like,I,ba,u-146-2
sw2950B-ms98-a-0076,407.471250,407.571250,the,I,ba,u-146-2
sw2950B-ms98-a-0076,407.571250,407.871250,right,I,ba,u-146-2
sw2950B-ms98-a-0076,407.871250,408.185000,theory,I,ba,u-146-2
sw2950B-ms98-a-0078,414.923125,415.216875,good,B,ba,u-148-1
sw2950B-ms98-a-0080,423.350625,423.481250,well,B,ba,u-150-1
sw2950B-ms98-a-0080,423.481250,423.671250,that's,I,ba,u-150-1
sw2950B-ms98-a-0080,423.671250,423.991750,great,I,ba,u-150-1
sw2950B-ms98-a-0080,423.991750,424.391000,it's,O,,
sw2950B-ms98-a-0080,424.391000,424.601250,been,B,sd,u-150-2
sw2950B-ms98-a-0080,424.601250,424.801250,it's,I,sd,u-150-2
sw2950B-ms98-a-0080,424.801250,424.961250,been,I,sd,u-150-2
sw2950B-ms98-a-0080,424.961250,425.191250,very,I,sd,u-150-2
sw2950B-ms98-a-0080,425.191250,425.471250,nice,I,sd,u-150-2
sw2950B-ms98-a-0080,425.471250,425.661250,here,I,sd,u-150-2
sw2950B-ms98-a-0080,425.661250,426.031250,too,I,sd,u-150-2
sw2950B-ms98-a-0080,426.031250,426.181250,and,B,sd,u-150-3
sw2950B-ms98-a-0080,426.181250,426.241250,i,I,sd,u-150-3
sw2950B-ms98-a-0080,426.241250,426.441250,hope,I,sd,u-150-3
sw2950B-ms98-a-0080,426.441250,426.561250,it,I,sd,u-150-3
sw2950B-ms98-a-0080,426.561250,427.121250,continues,I,sd,u-150-3
sw2950B-ms98-a-0080,427.121250,427.565875,because,I,sd,u-150-3
sw2950B-ms98-a-0080,427.565875,427.681250,my,I,sd,u-150-3
sw2950B-ms98-a-0080,427.681250,427.991250,parents,I,sd,u-150-3
sw2950B-ms98-a-0080,427.991250,428.051250,are,I,sd,u-150-3
sw2950B-ms98-a-0080,428.051250,428.281250,coming,I,sd,u-150-3
sw2950B-ms98-a-0080,428.281250,428.351250,to,I,sd,u-150-3
sw2950B-ms98-a-0080,428.351250,428.617375,visit,I,sd,u-150-3
sw2950B-ms98-a-0080,429.354375,429.467375,this,I,sd,u-150-3
sw2950B-ms98-a-0080,429.467375,429.821250,evening,I,sd,u-150-3
sw2950B-ms98-a-0080,429.821250,429.931250,and,B,sd,u-150-4
sw2950B-ms98-a-0080,429.931250,430.021250,i,I,sd,u-150-4
sw2950B-ms98-a-0080,430.021250,430.241250,want,I,sd,u-150-4
sw2950B-ms98-a-0080,430.241250,430.361250,them,I,sd,u-150-4
sw2950B-ms98-a-0080,430.361250,430.471250,to,I,sd,u-150-4
sw2950B-ms98-a-0080,430.471250,430.861250,have,I,sd,u-150-4
sw2950B-ms98-a-0080,430.861250,431.191250,nice,B,+,u-152-1
sw2950B-ms98-a-0080,431.191250,431.551250,weather,I,+,u-152-1
sw2950B-ms98-a-0081,432.713125,432.833875,for,I,+,u-152-1
sw2950B-ms98-a-0081,432.833875,432.935250,their,I,+,u-152-1
sw2950B-ms98-a-0081,432.935250,433.215250,visit,I,+,u-152-1
sw2950B-ms98-a-0081,433.215250,433.425250,instead,B,+,u-154-1
sw2950B-ms98-a-0081,433.425250,433.515250,of,I,+,u-154-1
sw2950B-ms98-a-0081,433.515250,433.855250,driving,I,+,u-154-1
sw2950B-ms98-a-0081,433.855250,434.085250,around,I,+,u-154-1
sw2950B-ms98-a-0081,434.085250,434.145250,in,I,+,u-154-1
sw2950B-ms98-a-0081,434.145250,434.215250,the,I,+,u-154-1
sw2950B-ms98-a-0081,434.215250,434.566750,rain,I,+,u-154-1
sw2950B-ms98-a-0082,436.147500,436.678750,uh,B,sd,u-156-1
sw2950B-ms98-a-0082,436.678750,437.008750,probably,I,sd,u-156-1
sw2950B-ms98-a-0082,437.008750,437.138750,four,I,sd,u-156-1
sw2950B-ms98-a-0082,437.138750,437.198750,or,I,sd,u-156-1
sw2950B-ms98-a-0082,437.198750,437.378750,five,I,sd,u-156-1
sw2950B-ms98-a-0082,437.378750,437.703625,days,I,sd,u-156-1
sw2950B-ms98-a-0084,441.028250,441.165375,well,B,ft,u-158-1
sw2950B-ms98-a-0084,441.165375,441.395375,thank,I,ft,u-158-1
sw2950B-ms98-a-0084,441.395375,441.637375,you,I,ft,u-158-1
sw2950B-ms98-a-0084,441.637375,441.968875,[laughter],O,,
sw2950B-ms98-a-0086,444.057625,444.541750,thanks,B,ft,u-160-1
