text,audio_path,gender,words,starts,tts,name,phrase,long_short,phrase_idx,phones,phone_starts,phone_ends,ends,vad_list,scp
Do you study psychology?,dataset_phrases/audio/psychology_short_male_en-US-Wavenet-J.wav,male,"['do', 'you', 'study', 'psychology']","[0.04, 0.12, 0.26, 0.6]",en-US-Wavenet-J,psychology_short_male_en-US-Wavenet-J,psychology,short,1,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.04, 0.09, 0.12, 0.2, 0.26, 0.36, 0.41, 0.49, 0.53, 0.6, 0.7, 0.8, 0.9, 1.01, 1.06, 1.11, 1.19]","[0.09, 0.12, 0.2, 0.26, 0.36, 0.41, 0.49, 0.53, 0.6, 0.7, 0.8, 0.9, 1.01, 1.06, 1.11, 1.19, 1.33]","[0.12, 0.26, 0.6, 1.33]","[[[0.04, 0.12], [0.12, 0.26], [0.26, 0.6], [0.6, 1.33]], []]",1.33
Do you study psychology?,dataset_phrases/audio/psychology_short_male_en-US-Wavenet-A.wav,male,"['do', 'you', 'study', 'psychology']","[0.0, 0.09, 0.29, 0.67]",en-US-Wavenet-A,psychology_short_male_en-US-Wavenet-A,psychology,short,2,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.05, 0.09, 0.23, 0.29, 0.4, 0.47, 0.55, 0.6, 0.67, 0.77, 0.88, 0.99, 1.12, 1.17, 1.23, 1.33]","[0.05, 0.09, 0.23, 0.29, 0.4, 0.47, 0.55, 0.6, 0.67, 0.77, 0.88, 0.99, 1.12, 1.17, 1.23, 1.33, 1.5]","[0.09, 0.29, 0.67, 1.5]","[[[0.0, 0.09], [0.09, 0.29], [0.29, 0.67], [0.67, 1.5]], []]",1.5
Do you study psychology?,dataset_phrases/audio/psychology_short_male_en-US-Wavenet-B.wav,male,"['do', 'you', 'study', 'psychology']","[0.04, 0.11, 0.29, 0.66]",en-US-Wavenet-B,psychology_short_male_en-US-Wavenet-B,psychology,short,3,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.04, 0.07, 0.11, 0.21, 0.29, 0.39, 0.44, 0.53, 0.57, 0.66, 0.76, 0.88, 0.97, 1.08, 1.15, 1.21, 1.29]","[0.07, 0.11, 0.21, 0.29, 0.39, 0.44, 0.53, 0.57, 0.66, 0.76, 0.88, 0.97, 1.08, 1.15, 1.21, 1.29, 1.47]","[0.11, 0.29, 0.66, 1.47]","[[[0.04, 0.11], [0.11, 0.29], [0.29, 0.66], [0.66, 1.47]], []]",1.47
Do you study psychology?,dataset_phrases/audio/psychology_short_male_en-US-Wavenet-D.wav,male,"['do', 'you', 'study', 'psychology']","[0.0, 0.09, 0.19, 0.5]",en-US-Wavenet-D,psychology_short_male_en-US-Wavenet-D,psychology,short,4,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","[0.0, 0.05, 0.09, 0.15, 0.19, 0.28, 0.34, 0.39, 0.44, 0.5, 0.61, 0.7, 0.82, 0.92, 0.99, 1.05, 1.13]","[0.05, 0.09, 0.15, 0.19, 0.28, 0.34, 0.39, 0.44, 0.5, 0.61, 0.7, 0.82, 0.92, 0.99, 1.05, 1.13, 1.29]","[0.09, 0.19, 0.5, 1.29]","[[[0.0, 0.09], [0.09, 0.19], [0.19, 0.5], [0.5, 1.29]], []]",1.29
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_female_en-US-Wavenet-G.wav,female,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.03, 0.11, 0.23, 0.56, 1.24, 1.47, 1.62, 1.8]",en-US-Wavenet-G,psychology_long_female_en-US-Wavenet-G,psychology,long,0,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.03, 0.07, 0.11, 0.2, 0.23, 0.32, 0.38, 0.45, 0.49, 0.56, 0.65, 0.75, 0.85, 0.96, 1.0, 1.06, 1.14, 1.24, 1.29, 1.42, 1.47, 1.55, 1.62, 1.63, 1.7, 1.8, 1.85, 1.89, 1.92, 1.97, 2.02, 2.13, 2.21, 2.26, 2.29]","[0.07, 0.11, 0.2, 0.23, 0.32, 0.38, 0.45, 0.49, 0.56, 0.65, 0.75, 0.85, 0.96, 1.0, 1.06, 1.14, 1.24, 1.29, 1.42, 1.47, 1.55, 1.62, 1.63, 1.7, 1.8, 1.85, 1.89, 1.92, 1.97, 2.02, 2.13, 2.21, 2.26, 2.29, 2.42]","[0.11, 0.23, 0.56, 1.24, 1.47, 1.62, 1.8, 2.42]","[[[0.03, 0.11], [0.11, 0.23], [0.23, 0.56], [0.56, 1.24], [1.24, 1.47], [1.47, 1.62], [1.62, 1.8], [1.8, 2.42]], []]",1.24
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_female_en-US-Wavenet-H.wav,female,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.0, 0.08, 0.24, 0.56, 1.24, 1.41, 1.55, 1.74]",en-US-Wavenet-H,psychology_long_female_en-US-Wavenet-H,psychology,long,1,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.05, 0.08, 0.21, 0.24, 0.32, 0.38, 0.45, 0.49, 0.56, 0.65, 0.75, 0.83, 0.95, 0.98, 1.05, 1.13, 1.24, 1.27, 1.38, 1.41, 1.47, 1.55, 1.56, 1.65, 1.74, 1.8, 1.83, 1.87, 1.92, 1.98, 2.09, 2.18, 2.23, 2.26]","[0.05, 0.08, 0.21, 0.24, 0.32, 0.38, 0.45, 0.49, 0.56, 0.65, 0.75, 0.83, 0.95, 0.98, 1.05, 1.13, 1.24, 1.27, 1.38, 1.41, 1.47, 1.55, 1.56, 1.65, 1.74, 1.8, 1.83, 1.87, 1.92, 1.98, 2.09, 2.18, 2.23, 2.26, 2.39]","[0.08, 0.24, 0.56, 1.24, 1.41, 1.55, 1.74, 2.39]","[[[0.0, 0.08], [0.08, 0.24], [0.24, 0.56], [0.56, 1.24], [1.24, 1.41], [1.41, 1.55], [1.55, 1.74], [1.74, 2.39]], []]",1.24
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_female_en-US-Wavenet-C.wav,female,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.0, 0.11, 0.24, 0.55, 1.28, 1.55, 1.73, 1.92]",en-US-Wavenet-C,psychology_long_female_en-US-Wavenet-C,psychology,long,2,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.07, 0.11, 0.2, 0.24, 0.33, 0.39, 0.44, 0.49, 0.55, 0.66, 0.76, 0.89, 0.99, 1.03, 1.09, 1.18, 1.28, 1.36, 1.47, 1.55, 1.62, 1.73, 1.74, 1.8, 1.92, 1.97, 2.01, 2.05, 2.11, 2.17, 2.27, 2.38, 2.42, 2.47]","[0.07, 0.11, 0.2, 0.24, 0.33, 0.39, 0.44, 0.49, 0.55, 0.66, 0.76, 0.89, 0.99, 1.03, 1.09, 1.18, 1.28, 1.36, 1.47, 1.55, 1.62, 1.73, 1.74, 1.8, 1.92, 1.97, 2.01, 2.05, 2.11, 2.17, 2.27, 2.38, 2.42, 2.47, 2.61]","[0.11, 0.24, 0.55, 1.28, 1.55, 1.73, 1.92, 2.61]","[[[0.0, 0.11], [0.11, 0.24], [0.24, 0.55], [0.55, 1.28], [1.28, 1.55], [1.55, 1.73], [1.73, 1.92], [1.92, 2.61]], []]",1.28
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_female_en-US-Wavenet-E.wav,female,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.0, 0.09, 0.21, 0.55, 1.3, 1.55, 1.72, 1.92]",en-US-Wavenet-E,psychology_long_female_en-US-Wavenet-E,psychology,long,3,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.05, 0.09, 0.17, 0.21, 0.32, 0.37, 0.44, 0.48, 0.55, 0.67, 0.76, 0.87, 0.96, 1.02, 1.09, 1.19, 1.3, 1.38, 1.47, 1.55, 1.64, 1.72, 1.73, 1.8, 1.92, 1.98, 2.01, 2.05, 2.11, 2.16, 2.27, 2.38, 2.43, 2.46]","[0.05, 0.09, 0.17, 0.21, 0.32, 0.37, 0.44, 0.48, 0.55, 0.67, 0.76, 0.87, 0.96, 1.02, 1.09, 1.19, 1.3, 1.38, 1.47, 1.55, 1.64, 1.72, 1.73, 1.8, 1.92, 1.98, 2.01, 2.05, 2.11, 2.16, 2.27, 2.38, 2.43, 2.46, 2.66]","[0.09, 0.21, 0.55, 1.3, 1.55, 1.72, 1.92, 2.66]","[[[0.0, 0.09], [0.09, 0.21], [0.21, 0.55], [0.55, 1.3], [1.3, 1.55], [1.55, 1.72], [1.72, 1.92], [1.92, 2.66]], []]",1.3
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_female_en-US-Wavenet-F.wav,female,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.0, 0.1, 0.24, 0.57, 1.3, 1.52, 1.69, 1.89]",en-US-Wavenet-F,psychology_long_female_en-US-Wavenet-F,psychology,long,4,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.06, 0.1, 0.2, 0.24, 0.35, 0.41, 0.47, 0.51, 0.57, 0.68, 0.76, 0.9, 0.99, 1.03, 1.1, 1.2, 1.3, 1.37, 1.45, 1.52, 1.6, 1.69, 1.7, 1.76, 1.89, 1.94, 1.97, 2.01, 2.07, 2.13, 2.23, 2.36, 2.41, 2.45]","[0.06, 0.1, 0.2, 0.24, 0.35, 0.41, 0.47, 0.51, 0.57, 0.68, 0.76, 0.9, 0.99, 1.03, 1.1, 1.2, 1.3, 1.37, 1.45, 1.52, 1.6, 1.69, 1.7, 1.76, 1.89, 1.94, 1.97, 2.01, 2.07, 2.13, 2.23, 2.36, 2.41, 2.45, 2.61]","[0.1, 0.24, 0.57, 1.3, 1.52, 1.69, 1.89, 2.61]","[[[0.0, 0.1], [0.1, 0.24], [0.24, 0.57], [0.57, 1.3], [1.3, 1.52], [1.52, 1.69], [1.69, 1.89], [1.89, 2.61]], []]",1.3
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_male_en-US-Wavenet-I.wav,male,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.0, 0.1, 0.21, 0.5, 1.16, 1.41, 1.54, 1.71]",en-US-Wavenet-I,psychology_long_male_en-US-Wavenet-I,psychology,long,0,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.05, 0.1, 0.18, 0.21, 0.3, 0.36, 0.4, 0.44, 0.5, 0.6, 0.69, 0.78, 0.88, 0.93, 0.99, 1.07, 1.16, 1.23, 1.33, 1.41, 1.46, 1.54, 1.55, 1.62, 1.71, 1.78, 1.81, 1.85, 1.89, 1.95, 2.03, 2.13, 2.17, 2.2]","[0.05, 0.1, 0.18, 0.21, 0.3, 0.36, 0.4, 0.44, 0.5, 0.6, 0.69, 0.78, 0.88, 0.93, 0.99, 1.07, 1.16, 1.23, 1.33, 1.41, 1.46, 1.54, 1.55, 1.62, 1.71, 1.78, 1.81, 1.85, 1.89, 1.95, 2.03, 2.13, 2.17, 2.2, 2.32]","[0.1, 0.21, 0.5, 1.16, 1.41, 1.54, 1.71, 2.32]","[[[0.0, 0.1], [0.1, 0.21], [0.21, 0.5], [0.5, 1.16], [1.16, 1.41], [1.41, 1.54], [1.54, 1.71], [1.71, 2.32]], []]",1.16
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_male_en-US-Wavenet-J.wav,male,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.03, 0.12, 0.26, 0.57, 1.25, 1.49, 1.62, 1.81]",en-US-Wavenet-J,psychology_long_male_en-US-Wavenet-J,psychology,long,1,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.03, 0.09, 0.12, 0.2, 0.26, 0.35, 0.4, 0.47, 0.51, 0.57, 0.67, 0.78, 0.87, 0.97, 1.04, 1.07, 1.15, 1.25, 1.32, 1.4, 1.49, 1.54, 1.62, 1.63, 1.71, 1.81, 1.85, 1.89, 1.93, 1.98, 2.04, 2.14, 2.24, 2.27, 2.3]","[0.09, 0.12, 0.2, 0.26, 0.35, 0.4, 0.47, 0.51, 0.57, 0.67, 0.78, 0.87, 0.97, 1.04, 1.07, 1.15, 1.25, 1.32, 1.4, 1.49, 1.54, 1.62, 1.63, 1.71, 1.81, 1.85, 1.89, 1.93, 1.98, 2.04, 2.14, 2.24, 2.27, 2.3, 2.42]","[0.12, 0.26, 0.57, 1.25, 1.49, 1.62, 1.81, 2.42]","[[[0.03, 0.12], [0.12, 0.26], [0.26, 0.57], [0.57, 1.25], [1.25, 1.49], [1.49, 1.62], [1.62, 1.81], [1.81, 2.42]], []]",1.25
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_male_en-US-Wavenet-A.wav,male,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.0, 0.08, 0.29, 0.65, 1.44, 1.67, 1.84, 2.04]",en-US-Wavenet-A,psychology_long_male_en-US-Wavenet-A,psychology,long,2,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.04, 0.08, 0.23, 0.29, 0.38, 0.46, 0.53, 0.58, 0.65, 0.75, 0.86, 0.98, 1.11, 1.15, 1.22, 1.32, 1.44, 1.48, 1.58, 1.67, 1.73, 1.84, 1.85, 1.95, 2.04, 2.1, 2.14, 2.18, 2.23, 2.31, 2.41, 2.51, 2.56, 2.6]","[0.04, 0.08, 0.23, 0.29, 0.38, 0.46, 0.53, 0.58, 0.65, 0.75, 0.86, 0.98, 1.11, 1.15, 1.22, 1.32, 1.44, 1.48, 1.58, 1.67, 1.73, 1.84, 1.85, 1.95, 2.04, 2.1, 2.14, 2.18, 2.23, 2.31, 2.41, 2.51, 2.56, 2.6, 2.75]","[0.08, 0.29, 0.65, 1.44, 1.67, 1.84, 2.04, 2.75]","[[[0.0, 0.08], [0.08, 0.29], [0.29, 0.65], [0.65, 1.44], [1.44, 1.67], [1.67, 1.84], [1.84, 2.04], [2.04, 2.75]], []]",1.44
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_male_en-US-Wavenet-B.wav,male,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.03, 0.11, 0.27, 0.62, 1.38, 1.65, 1.85, 2.06]",en-US-Wavenet-B,psychology_long_male_en-US-Wavenet-B,psychology,long,3,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.03, 0.07, 0.11, 0.2, 0.27, 0.36, 0.42, 0.5, 0.54, 0.62, 0.73, 0.84, 0.93, 1.04, 1.1, 1.15, 1.24, 1.38, 1.44, 1.57, 1.65, 1.74, 1.85, 1.86, 1.96, 2.06, 2.1, 2.17, 2.21, 2.26, 2.34, 2.45, 2.54, 2.6, 2.64]","[0.07, 0.11, 0.2, 0.27, 0.36, 0.42, 0.5, 0.54, 0.62, 0.73, 0.84, 0.93, 1.04, 1.1, 1.15, 1.24, 1.38, 1.44, 1.57, 1.65, 1.74, 1.78, 1.86, 1.96, 2.06, 2.1, 2.17, 2.21, 2.26, 2.34, 2.45, 2.54, 2.6, 2.64, 2.8]","[0.11, 0.27, 0.62, 1.38, 1.65, 1.78, 2.06, 2.8]","[[[0.03, 0.11], [0.11, 0.27], [0.27, 0.62], [0.62, 1.38], [1.38, 1.65], [1.65, 1.78], [1.85, 2.06], [2.06, 2.8]], []]",1.38
Do you study psychology here at this university?,dataset_phrases/audio/psychology_long_male_en-US-Wavenet-D.wav,male,"['do', 'you', 'study', 'psychology', 'here', 'at', 'this', 'university']","[0.0, 0.09, 0.2, 0.5, 1.26, 1.47, 1.63, 1.79]",en-US-Wavenet-D,psychology_long_male_en-US-Wavenet-D,psychology,long,4,"['D', 'UW1', 'Y', 'UW1', 'S', 'T', 'AH1', 'D', 'IY0', 'S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0', 'HH', 'IY1', 'R', 'AE1', 'T', 'DH', 'IH0', 'S', 'Y', 'UW2', 'N', 'AH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","[0.0, 0.05, 0.09, 0.15, 0.2, 0.29, 0.34, 0.39, 0.43, 0.5, 0.61, 0.7, 0.83, 0.93, 1.0, 1.06, 1.15, 1.26, 1.31, 1.38, 1.47, 1.55, 1.63, 1.64, 1.7, 1.79, 1.84, 1.87, 1.91, 1.96, 2.03, 2.13, 2.22, 2.27, 2.3]","[0.05, 0.09, 0.15, 0.2, 0.29, 0.34, 0.39, 0.43, 0.5, 0.61, 0.7, 0.83, 0.93, 1.0, 1.06, 1.15, 1.26, 1.31, 1.38, 1.47, 1.55, 1.63, 1.64, 1.7, 1.79, 1.84, 1.87, 1.91, 1.96, 2.03, 2.13, 2.22, 2.27, 2.3, 2.44]","[0.09, 0.2, 0.5, 1.26, 1.47, 1.63, 1.79, 2.44]","[[[0.0, 0.09], [0.09, 0.2], [0.2, 0.5], [0.5, 1.26], [1.26, 1.47], [1.47, 1.63], [1.63, 1.79], [1.79, 2.44]], []]",1.26
Are you a first year student?,dataset_phrases/audio/first_year_short_female_en-US-Wavenet-G.wav,female,"['are', 'you', 'a', 'first', 'year', 'student']","[0.0, 0.08, 0.28, 0.33, 0.68, 0.83]",en-US-Wavenet-G,first_year_short_female_en-US-Wavenet-G,first_year,short,0,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'F', 'ER1', 'S', 'T', 'Y', 'IH1', 'R', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","[0.0, 0.03, 0.08, 0.2, 0.28, 0.33, 0.44, 0.55, 0.62, 0.68, 0.72, 0.79, 0.83, 0.93, 0.99, 1.08, 1.12, 1.18, 1.22]","[0.03, 0.08, 0.2, 0.28, 0.33, 0.44, 0.55, 0.62, 0.68, 0.72, 0.79, 0.83, 0.93, 0.99, 1.08, 1.12, 1.18, 1.22, 1.27]","[0.08, 0.28, 0.33, 0.68, 0.83, 1.27]","[[[0.0, 0.08], [0.08, 0.28], [0.28, 0.33], [0.33, 0.68], [0.68, 0.83], [0.83, 1.27]], []]",1.27
Are you a first year student?,dataset_phrases/audio/first_year_short_female_en-US-Wavenet-H.wav,female,"['are', 'you', 'a', 'first', 'year', 'student']","[0.0, 0.05, 0.28, 0.34, 0.66, 0.8]",en-US-Wavenet-H,first_year_short_female_en-US-Wavenet-H,first_year,short,1,"['ER0', 'Y', 'UW1', 'AH0', 'F', 'ER1', 'S', 'T', 'Y', 'IH1', 'R', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","[0.0, 0.05, 0.21, 0.28, 0.34, 0.44, 0.54, 0.61, 0.66, 0.71, 0.76, 0.8, 0.9, 0.95, 1.04, 1.08, 1.13, 1.18]","[0.05, 0.21, 0.28, 0.34, 0.44, 0.54, 0.61, 0.66, 0.71, 0.76, 0.8, 0.9, 0.95, 1.04, 1.08, 1.13, 1.18, 1.21]","[0.05, 0.28, 0.34, 0.66, 0.8, 1.21]","[[[0.0, 0.05], [0.05, 0.28], [0.28, 0.34], [0.34, 0.66], [0.66, 0.8], [0.8, 1.21]], []]",1.21
Are you a first year student?,dataset_phrases/audio/first_year_short_female_en-US-Wavenet-C.wav,female,"['are', 'you', 'a', 'first', 'year', 'student']","[0.0, 0.07, 0.27, 0.34, 0.69, 0.84]",en-US-Wavenet-C,first_year_short_female_en-US-Wavenet-C,first_year,short,2,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'F', 'ER1', 'S', 'T', 'Y', 'IH1', 'R', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","[0.0, 0.04, 0.07, 0.19, 0.27, 0.34, 0.46, 0.55, 0.64, 0.69, 0.72, 0.79, 0.84, 0.94, 1.01, 1.1, 1.13, 1.19, 1.25]","[0.04, 0.07, 0.19, 0.27, 0.34, 0.46, 0.55, 0.64, 0.69, 0.72, 0.79, 0.84, 0.94, 1.01, 1.1, 1.13, 1.19, 1.25, 1.32]","[0.07, 0.27, 0.34, 0.69, 0.84, 1.32]","[[[0.0, 0.07], [0.07, 0.27], [0.27, 0.34], [0.34, 0.69], [0.69, 0.84], [0.84, 1.32]], []]",1.32
Are you a first year student?,dataset_phrases/audio/first_year_short_female_en-US-Wavenet-E.wav,female,"['are', 'you', 'a', 'first', 'year', 'student']","[0.0, 0.06, 0.26, 0.33, 0.7, 0.87]",en-US-Wavenet-E,first_year_short_female_en-US-Wavenet-E,first_year,short,3,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'F', 'ER1', 'S', 'T', 'Y', 'IH1', 'R', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","[0.0, 0.03, 0.06, 0.18, 0.26, 0.33, 0.46, 0.56, 0.65, 0.7, 0.75, 0.81, 0.87, 0.98, 1.04, 1.12, 1.16, 1.22, 1.29]","[0.03, 0.06, 0.18, 0.26, 0.33, 0.46, 0.56, 0.65, 0.7, 0.75, 0.81, 0.87, 0.98, 1.04, 1.12, 1.16, 1.22, 1.29, 1.35]","[0.06, 0.26, 0.33, 0.7, 0.87, 1.35]","[[[0.0, 0.06], [0.06, 0.26], [0.26, 0.33], [0.33, 0.7], [0.7, 0.87], [0.87, 1.35]], []]",1.35
Are you a first year student?,dataset_phrases/audio/first_year_short_female_en-US-Wavenet-F.wav,female,"['are', 'you', 'a', 'first', 'year', 'student']","[0.0, 0.08, 0.34, 0.37, 0.75, 0.89]",en-US-Wavenet-F,first_year_short_female_en-US-Wavenet-F,first_year,short,4,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'F', 'ER1', 'S', 'T', 'Y', 'IH1', 'R', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","[0.0, 0.04, 0.08, 0.22, 0.34, 0.37, 0.5, 0.58, 0.7, 0.75, 0.79, 0.85, 0.89, 1.01, 1.07, 1.17, 1.2, 1.27, 1.33]","[0.04, 0.08, 0.22, 0.34, 0.37, 0.5, 0.58, 0.7, 0.75, 0.79, 0.85, 0.89, 1.01, 1.07, 1.17, 1.2, 1.27, 1.33, 1.42]","[0.08, 0.34, 0.37, 0.75, 0.89, 1.42]","[[[0.0, 0.08], [0.08, 0.34], [0.34, 0.37], [0.37, 0.75], [0.75, 0.89], [0.89, 1.42]], []]",1.42
Are you a first year student?,dataset_phrases/audio/first_year_short_male_en-US-Wavenet-I.wav,male,"['are', 'you', 'a', 'first', 'year', 'student']","[0.0, 0.05, 0.23, 0.27, 0.6, 0.75]",en-US-Wavenet-I,first_year_short_male_en-US-Wavenet-I,first_year,short,0,"['ER0', 'Y', 'UW1', 'AH0', 'F', 'ER1', 'S', 'T', 'Y', 'IH1', 'R', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","[0.0, 0.05, 0.15, 0.23, 0.27, 0.38, 0.47, 0.55, 0.6, 0.65, 0.71, 0.75, 0.86, 0.91, 0.99, 1.03, 1.08, 1.12]","[0.05, 0.15, 0.23, 0.27, 0.38, 0.47, 0.55, 0.6, 0.65, 0.71, 0.75, 0.86, 0.91, 0.99, 1.03, 1.08, 1.12, 1.17]","[0.05, 0.23, 0.27, 0.6, 0.75, 1.17]","[[[0.0, 0.05], [0.05, 0.23], [0.23, 0.27], [0.27, 0.6], [0.6, 0.75], [0.75, 1.17]], []]",1.17
Are you a first year student?,dataset_phrases/audio/first_year_short_male_en-US-Wavenet-J.wav,male,"['are', 'you', 'a', 'first', 'year', 'student']","[0.0, 0.08, 0.27, 0.32, 0.68, 0.85]",en-US-Wavenet-J,first_year_short_male_en-US-Wavenet-J,first_year,short,1,"['AA1', 'R', 'Y', 'UW1', 'AH0', 'F', 'ER1', 'S', 'T', 'Y', 'IH1', 'R', 'S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","[0.0, 0.04, 0.08, 0.17, 0.27, 0.32, 0.44, 0.55, 0.63, 0.68, 0.72, 0.78, 0.85, 0.94, 1.0, 1.09, 1.13, 1.18, 1.23]","[0.04, 0.08, 0.17, 0.27, 0.32, 0.44, 0.55, 0.63, 0.68, 0.72, 0.78, 0.85, 0.94, 1.0, 1.09, 1.13, 1.18, 1.23, 1.28]","[0.08, 0.27, 0.32, 0.68, 0.85, 1.28]","[[[0.0, 0.08], [0.08, 0.27], [0.27, 0.32], [0.32, 0.68], [0.68, 0.85], [0.85, 1.28]], []]",1.28
